family	estimator	method	score	cutoff	lo_q	hi_q	n_units_barrier	median_delta_barrier	p_barrier_greater	n_units_IFN	median_delta_IFN	p_IFN_less	n_units_TJ	median_delta_TJ	p_TJ_greater	n_units_APM	median_delta_APM	p_APM_less	thesis_sign_match	fisher_one_sided
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	aucell	median	0.5	0.5	65	0.09716312056737597	1.5176363648478495e-12	65	0.003080568720379151	0.9999840518170069	65	0.033522727272727273	1.7855824741468728e-12	65	0.012079124579124523	0.9998984626614921	0	4.281773190200764e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	aucell	tertile	0.3333333333333333	0.6666666666666666	65	0.14675925925925928	1.5898240463224692e-12	65	0.004561690680573785	0.9999883864375632	65	0.05644160907318802	1.9137815359198027e-12	65	0.021885521885521897	0.9998352608299171	0	4.4780704688785676e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	aucell	quartile	0.25	0.75	65	0.18848566308243728	2.233368147816947e-12	65	0.005766192733017386	0.9999762905600957	65	0.06712860310421284	2.0515298928005336e-12	65	0.02638146167557931	0.9998352729472737	0	6.214765454568683e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	aucell	pct20	0.2	0.8	65	0.19180253623188406	1.848088659601414e-12	65	0.0058846761453396484	0.9999791115743947	65	0.07440764023210832	1.9140327326332607e-12	65	0.03409090909090906	0.9998930682034487	0	5.1776615236203045e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	aucell	pct25	0.25	0.75	65	0.18848566308243728	2.233368147816947e-12	65	0.005766192733017386	0.9999762905600957	65	0.06712860310421284	2.0515298928005336e-12	65	0.02638146167557931	0.9998352729472737	0	6.214765454568683e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	aucell	pct30	0.3	0.7	65	0.17964975845410627	1.5898240463224692e-12	65	0.004635663507109006	0.9999849399577346	65	0.06502525252525254	1.5902445112213725e-12	65	0.027935606060606022	0.9997982008333269	0	4.478055583048509e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	addmodule	median	0.5	0.5	65	0.11876425892114639	2.302807136614448e-12	65	-0.0004230216145515442	0.29489781748750377	65	0.07874555885791779	1.6658152193602902e-12	65	-0.0004318729043006897	0.2577730874602724	1	1.970592746807878e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	addmodule	tertile	0.3333333333333333	0.6666666666666666	65	0.21567603945732117	1.4490502561228037e-12	65	0.001279786229133606	0.39563380928605285	65	0.12654036283493042	2.0997537581700217e-12	65	-0.0007335841655731201	0.20421224012091754	0	1.673292802172009e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	addmodule	quartile	0.25	0.75	65	0.2539161741733551	3.48143344789564e-12	65	0.0017062574625015259	0.3559804311179569	65	0.15695390105247498	2.0049173078211183e-12	65	-0.00834500789642334	0.12303435621042785	0	3.5217144827308116e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	addmodule	pct20	0.2	0.8	65	0.2633192837238312	3.814581866794368e-12	65	0.0013204440474510193	0.4184538546934352	65	0.17468608915805817	1.827671133284773e-12	65	-0.00834500789642334	0.17418303507349242	0	4.495513105117033e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	addmodule	pct25	0.25	0.75	65	0.2539161741733551	3.48143344789564e-12	65	0.0017062574625015259	0.3559804311179569	65	0.15695390105247498	2.0049173078211183e-12	65	-0.00834500789642334	0.12303435621042785	0	3.5217144827308116e-11
gene_set_paired	within_unit_CLDN4_high_vs_low_not_velocity	wilcoxon_paired_unit	addmodule	pct30	0.3	0.7	65	0.23550193011760712	2.302807136614448e-12	65	0.0030923672020435333	0.343879343796084	65	0.14906342327594757	1.827671133284773e-12	65	-0.0004318729043006897	0.17586772671761036	0	2.2857332105409322e-11
