n	rho	p	dataset	x	y	kind	n_a	n_b	median_a	median_b	U	rank_biserial	q
3189	0.0810928912810028	4.536108754969292e-06	htan_visium_Ctrl1_A1	CLDN4	IFNG_6gene	spot							1.3743062168520823e-05
3189	0.030942814009540458	0.08061789608791106	htan_visium_Ctrl1_A1	CLDN4	TLS_12chemokine	spot							0.12848477189010826
3189	0.2825106591410059	1.3637223192846497e-59	htan_visium_Ctrl1_A1	CLDN4	TGFB_exclusion	spot							1.3909967656703427e-57
3189	0.07302835189918035	3.660966891062635e-05	htan_visium_Ctrl1_A1	CLDN4	Immune_general	spot							0.00010184144260592422
3189	-0.01411099808688764	0.42568762223251955	htan_visium_Ctrl1_A1	CLDN4	B_cell	spot							0.5450226460382886
3189	0.2607693388398274	9.90573387587067e-51	htan_visium_Ctrl1_A1	CLDN4	Myeloid	spot							7.577886415041063e-49
3189	-0.05548733659366385	0.001720740527661725	htan_visium_Ctrl1_A1	CLDN4	NK	spot							0.0038155550830759988
3189	0.19865797845091226	9.630213503436065e-30	htan_visium_Ctrl1_A1	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor							1.7334384306184918e-28
3189	-0.12787949985697947	4.215403080567499e-13	htan_visium_Ctrl1_A1	CLDN4	neigh8_CD8_Tcell	spatial_neighbor							2.804159440551423e-12
3189	0.13942658923310078	2.5912355641594966e-15	htan_visium_Ctrl1_A1	TACSTD2	neigh8_CYT	spatial_neighbor							2.0866265332442262e-14
3189	-0.05021673948403966	0.004561398712233716	htan_visium_Ctrl1_A1	CLDN4	neigh8_CYT	spatial_neighbor							0.009431000040158899
3189	0.28521897273319763	9.403015962391625e-61	htan_visium_Ctrl1_A1	TACSTD2	neigh8_Immune_general	spatial_neighbor							1.4386614422459186e-58
3189	-0.041339806766118876	0.019564716596972266	htan_visium_Ctrl1_A1	CLDN4	neigh8_Immune_general	spatial_neighbor							0.035849121429182715
3189	0.3273692432080308	1.5261966019814315e-80	htan_visium_Ctrl1_A1	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor							4.67016160206318e-78
3189	0.0013038168259268015	0.9413292219160613	htan_visium_Ctrl1_A1	CLDN4	neigh8_IFNG_6gene	spatial_neighbor							0.976429633580728
3189			htan_visium_Ctrl1_A1	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	3189.0	0.0	-0.10512113184105032				
3189			htan_visium_Ctrl1_A1	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	3189.0	0.0	-0.10512113184105032				
3189			htan_visium_Ctrl1_A1	TACSTD2_high_vs_low	CYT	mwu_spot	3189.0	0.0	-0.07139517013041993				
3189			htan_visium_Ctrl1_A1	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	3189.0	0.0	-0.07139517013041993				
3189			htan_visium_Ctrl1_A1	TACSTD2_high_vs_low	Immune_general	mwu_spot	3189.0	0.0	-0.06303640448313844				
3189			htan_visium_Ctrl1_A1	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	3189.0	0.0	0.01803609274038529				
3189			htan_visium_Ctrl1_A1	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	3189.0	0.0	-0.06882300744707247				
3189			htan_visium_Ctrl1_A1	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	3189.0	0.0	0.01271740483486665				
3189			htan_visium_Ctrl1_A1	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	3189.0	0.0	-0.17617958622102947				
2947	0.12115047101609593	4.158013730107532e-11	htan_visium_Ctrl1_B1	TACSTD2	CLDN4	spot							2.1565291549371266e-10
2947	0.04930068305563221	0.007431946716099837	htan_visium_Ctrl1_B1	TACSTD2	CD8_Tcell	spot							0.014672101258880969
2947	0.08692133634635639	2.2945968342231684e-06	htan_visium_Ctrl1_B1	TACSTD2	CYT	spot							7.5499637771213924e-06
2947	0.07873318442505259	1.8776714140801515e-05	htan_visium_Ctrl1_B1	TACSTD2	Cytotoxic_effector	spot							5.524687045274292e-05
2947	0.17685678113906936	3.920523347662766e-22	htan_visium_Ctrl1_B1	TACSTD2	IFNG_6gene	spot							4.998667268270027e-21
2947	0.11115423597330729	1.4453456454355148e-09	htan_visium_Ctrl1_B1	TACSTD2	TLS_12chemokine	spot							6.601130858257724e-09
2947	0.16035343708096086	1.9869706719223782e-18	htan_visium_Ctrl1_B1	TACSTD2	TGFB_exclusion	spot							2.0965966400284403e-17
2947	0.20292205166902502	9.253013888695355e-29	htan_visium_Ctrl1_B1	TACSTD2	Immune_general	spot							1.4902222368109363e-27
2947	0.05934805242721465	0.0012674076610474023	htan_visium_Ctrl1_B1	TACSTD2	B_cell	spot							0.002872790698374112
2947	0.21607705720982473	1.7887530569795362e-32	htan_visium_Ctrl1_B1	TACSTD2	Myeloid	spot							4.2104495033518315e-31
2947	0.05079561895075043	0.00581356066653761	htan_visium_Ctrl1_B1	TACSTD2	NK	spot							0.01178112294013582
2947	-0.016066639971494663	0.3832714801144101	htan_visium_Ctrl1_B1	CLDN4	CD8_Tcell	spot							0.4990683953830191
2947	-0.06919375114659883	0.00017046870236103495	htan_visium_Ctrl1_B1	CLDN4	CYT	spot							0.0004346951910206391
2947	-0.053873295703216896	0.003439424024134194	htan_visium_Ctrl1_B1	CLDN4	Cytotoxic_effector	spot							0.007258370699207334
2947	0.06632154250314849	0.00031482077077928024	htan_visium_Ctrl1_B1	CLDN4	IFNG_6gene	spot							0.0007768964182133852
2947	0.020870056101646283	0.25738211323524973	htan_visium_Ctrl1_B1	CLDN4	TLS_12chemokine	spot							0.3579951211363019
2947	0.25524606360377594	4.7361904301764174e-45	htan_visium_Ctrl1_B1	CLDN4	TGFB_exclusion	spot							2.4154571193899726e-43
2947	0.07029586356067287	0.00013388139997147163	htan_visium_Ctrl1_B1	CLDN4	Immune_general	spot							0.0003531698999247441
2947	-0.03892223118486597	0.034613843618262474	htan_visium_Ctrl1_B1	CLDN4	B_cell	spot							0.06052477798393324
2947	0.22820596503601023	4.0185950011465435e-36	htan_visium_Ctrl1_B1	CLDN4	Myeloid	spot							1.2296900703508424e-34
2947	-0.029419451844726215	0.11032354294049342	htan_visium_Ctrl1_B1	CLDN4	NK	spot							0.1696432368833718
2947	0.1430523936439581	6.062155336030191e-15	htan_visium_Ctrl1_B1	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor							4.7564603405775345e-14
2947	-0.11439006599582904	4.735509715384873e-10	htan_visium_Ctrl1_B1	CLDN4	neigh8_CD8_Tcell	spatial_neighbor							2.3755179883733957e-09
2947	0.09268425882520041	4.650437932487857e-07	htan_visium_Ctrl1_B1	TACSTD2	neigh8_CYT	spatial_neighbor							1.6940881039777193e-06
2947	-0.1114263158401805	1.3174921069765122e-09	htan_visium_Ctrl1_B1	CLDN4	neigh8_CYT	spatial_neighbor							6.108372495982011e-09
2947	0.26598233599239984	6.5786968867718435e-49	htan_visium_Ctrl1_B1	TACSTD2	neigh8_Immune_general	spatial_neighbor							4.0261624947043685e-47
2947	-0.08943174846332914	1.1585206685721867e-06	htan_visium_Ctrl1_B1	CLDN4	neigh8_Immune_general	spatial_neighbor							3.983228366102125e-06
2947	0.22852274097457717	3.2052783302473534e-36	htan_visium_Ctrl1_B1	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor							1.0897946322841e-34
2947	-0.08710020920696238	2.1868651995720143e-06	htan_visium_Ctrl1_B1	CLDN4	neigh8_IFNG_6gene	spatial_neighbor							7.273703815967787e-06
2947			htan_visium_Ctrl1_B1	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	2947.0	0.0	-0.09025077227640231				
2947			htan_visium_Ctrl1_B1	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	2947.0	0.0	-0.09025077227640231				
2947			htan_visium_Ctrl1_B1	TACSTD2_high_vs_low	CYT	mwu_spot	2947.0	0.0	-0.06846230224523825				
2947			htan_visium_Ctrl1_B1	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	2947.0	0.0	-0.06846230224523825				
2947			htan_visium_Ctrl1_B1	TACSTD2_high_vs_low	Immune_general	mwu_spot	2947.0	0.0	-0.03134020008499047				
2947			htan_visium_Ctrl1_B1	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	2947.0	0.0	0.03742221450164994				
2947			htan_visium_Ctrl1_B1	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	2947.0	0.0	-0.07633324468682919				
2947			htan_visium_Ctrl1_B1	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	2947.0	0.0	0.016936026819937257				
2947			htan_visium_Ctrl1_B1	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	2947.0	0.0	-0.1633911170266247				
3503	0.11999420866645279	1.0391632569936956e-12	htan_visium_Ctrl2_C1	TACSTD2	CLDN4	spot							6.62466576333481e-12
3503	0.020249665607785346	0.23084119167116296	htan_visium_Ctrl2_C1	TACSTD2	CD8_Tcell	spot							0.3301865824722311
3503	-0.0031279766952643892	0.8531762743177039	htan_visium_Ctrl2_C1	TACSTD2	CYT	spot							0.909658327321315
3503	0.0034210563039916925	0.839598189260722	htan_visium_Ctrl2_C1	TACSTD2	Cytotoxic_effector	spot							0.9000818700938338
3503	0.11292104823787918	2.049916819078912e-11	htan_visium_Ctrl2_C1	TACSTD2	IFNG_6gene	spot							1.140499175705722e-10
3503	-0.004044143456880619	0.8108940382624155	htan_visium_Ctrl2_C1	TACSTD2	TLS_12chemokine	spot							0.8944665953680769
3503	0.08586983606785904	3.582634984519861e-07	htan_visium_Ctrl2_C1	TACSTD2	TGFB_exclusion	spot							1.3534398830408365e-06
3503	0.0054286727978028835	0.7480664693261162	htan_visium_Ctrl2_C1	TACSTD2	Immune_general	spot							0.8427118905270533
3503	0.011987153217737866	0.4781720278266163	htan_visium_Ctrl2_C1	TACSTD2	B_cell	spot							0.5996747562087893
3503	0.125099190616463	1.0802170898207085e-13	htan_visium_Ctrl2_C1	TACSTD2	Myeloid	spot							7.687126267096204e-13
3503	0.004006530958969368	0.8126199787984489	htan_visium_Ctrl2_C1	TACSTD2	NK	spot							0.8944665953680769
3503	-0.03466717780414558	0.040198722757871716	htan_visium_Ctrl2_C1	CLDN4	CD8_Tcell	spot							0.06833782868838192
3503	-0.0026665736592549174	0.8746394777159879	htan_visium_Ctrl2_C1	CLDN4	CYT	spot							0.9293044450732373
3503	-0.022885303179151543	0.17567677422551123	htan_visium_Ctrl2_C1	CLDN4	Cytotoxic_effector	spot							0.2609567617136235
3503	0.09572910977650756	1.3719281636479096e-08	htan_visium_Ctrl2_C1	CLDN4	IFNG_6gene	spot							5.997285972518004e-08
3503	0.006930810334999773	0.6817571788751535	htan_visium_Ctrl2_C1	CLDN4	TLS_12chemokine	spot							0.7825424427366632
3503	0.14565812373890202	4.550531768657659e-18	htan_visium_Ctrl2_C1	CLDN4	TGFB_exclusion	spot							4.6415424040308125e-17
3503	-0.09114201587936288	6.529137980804183e-08	htan_visium_Ctrl2_C1	CLDN4	Immune_general	spot							2.774883641841778e-07
3503	-0.08578913812271251	3.674458441865572e-07	htan_visium_Ctrl2_C1	CLDN4	B_cell	spot							1.3546798592901988e-06
3503	0.07087759308058918	2.683857913963427e-05	htan_visium_Ctrl2_C1	CLDN4	Myeloid	spot							7.675331978250548e-05
3503	-0.011445025701662918	0.4982997528027059	htan_visium_Ctrl2_C1	CLDN4	NK	spot							0.6159232178569377
3503	-0.005406133264070896	0.7490772360240473	htan_visium_Ctrl2_C1	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor							0.8427118905270533
3503	-0.11237429531828917	2.5621710595278414e-11	htan_visium_Ctrl2_C1	CLDN4	neigh8_CD8_Tcell	spatial_neighbor							1.4000434718134277e-10
3503	0.017745043254082327	0.29373256318094926	htan_visium_Ctrl2_C1	TACSTD2	neigh8_CYT	spatial_neighbor							0.39422001900601084
3503	-0.06413291276576524	0.00014567090393886376	htan_visium_Ctrl2_C1	CLDN4	neigh8_CYT	spatial_neighbor							0.0003745823244142211
3503	-0.03238978523978049	0.05525758561802435	htan_visium_Ctrl2_C1	TACSTD2	neigh8_Immune_general	spatial_neighbor							0.09139903350873217
3503	-0.1905241765000889	5.461101726866752e-30	htan_visium_Ctrl2_C1	CLDN4	neigh8_Immune_general	spatial_neighbor							1.1140647522808173e-28
3503	0.11693974598375079	3.850204039627681e-12	htan_visium_Ctrl2_C1	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor							2.2656969925501353e-11
3503	0.06740441896690248	6.537342535549467e-05	htan_visium_Ctrl2_C1	CLDN4	neigh8_IFNG_6gene	spatial_neighbor							0.00017547603648053833
3503			htan_visium_Ctrl2_C1	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	3503.0	0.0	-0.12878712510298418				
3503			htan_visium_Ctrl2_C1	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	3503.0	0.0	-0.02750176107153421				
3503			htan_visium_Ctrl2_C1	TACSTD2_high_vs_low	CYT	mwu_spot	3503.0	0.0	-0.10273641669331215				
3503			htan_visium_Ctrl2_C1	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	3503.0	0.0	-0.10273641669331215				
3503			htan_visium_Ctrl2_C1	TACSTD2_high_vs_low	Immune_general	mwu_spot	3503.0	0.0	-0.035101786270280266				
3503			htan_visium_Ctrl2_C1	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	3503.0	0.0	0.07051826496776459				
3503			htan_visium_Ctrl2_C1	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	3503.0	0.0	-0.1997941003855906				
3503			htan_visium_Ctrl2_C1	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	3503.0	0.0	0.017935422820790144				
3503			htan_visium_Ctrl2_C1	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	3503.0	0.0	-0.17086661803232003				
2937	0.06300493286244163	0.0006344648971809342	htan_visium_Ctrl2_D1	TACSTD2	CLDN4	spot							0.0014996448911967289
2937	-0.011637020476896468	0.5284259242585488	htan_visium_Ctrl2_D1	TACSTD2	CD8_Tcell	spot							0.6366076095398265
2937	-0.032500115744789164	0.07823336066476118	htan_visium_Ctrl2_D1	TACSTD2	CYT	spot							0.12533721656239225
2937	-0.0441415380119744	0.01674048377236554	htan_visium_Ctrl2_D1	TACSTD2	Cytotoxic_effector	spot							0.03123529289234058
2937	0.0529893365048302	0.004072318486530054	htan_visium_Ctrl2_D1	TACSTD2	IFNG_6gene	spot							0.008535133266289019
2937	-0.00943538652785774	0.6092558682696655	htan_visium_Ctrl2_D1	TACSTD2	TLS_12chemokine	spot							0.7115736476737314
2937	0.03304681475959018	0.0733464399730512	htan_visium_Ctrl2_D1	TACSTD2	TGFB_exclusion	spot							0.11875137900398766
2937	-0.012474470476397142	0.49917960140039397	htan_visium_Ctrl2_D1	TACSTD2	Immune_general	spot							0.6159232178569377
2937	0.011915998407611293	0.5185871689700794	htan_visium_Ctrl2_D1	TACSTD2	B_cell	spot							0.6297129908922392
2937	0.018770659070563293	0.3091936556965019	htan_visium_Ctrl2_D1	TACSTD2	Myeloid	spot							0.4095812062473142
2937	-0.022514646775859917	0.22254217207486335	htan_visium_Ctrl2_D1	TACSTD2	NK	spot							0.32121653139107637
2937	-0.040272298362684936	0.029074341240091027	htan_visium_Ctrl2_D1	CLDN4	CD8_Tcell	spot							0.051130738042918705
2937	-0.01398844765090863	0.4485673491823958	htan_visium_Ctrl2_D1	CLDN4	CYT	spot							0.5671967307843517
2937	-0.006392764379868957	0.7291126525981819	htan_visium_Ctrl2_D1	CLDN4	Cytotoxic_effector	spot							0.8293995230299022
2937	0.004285420522816113	0.8164240804553488	htan_visium_Ctrl2_D1	CLDN4	IFNG_6gene	spot							0.8954328624348986
2937	0.019591619807790037	0.28850815363859755	htan_visium_Ctrl2_D1	CLDN4	TLS_12chemokine	spot							0.38891407494894653
2937	0.17542594852649007	9.955494901110298e-22	htan_visium_Ctrl2_D1	CLDN4	TGFB_exclusion	spot							1.2185525758959005e-20
2937	-0.1133256515659361	7.329086236787831e-10	htan_visium_Ctrl2_D1	CLDN4	Immune_general	spot							3.5598418864398034e-09
2937	-0.08611931110495717	2.9559597494379585e-06	htan_visium_Ctrl2_D1	CLDN4	B_cell	spot							9.229833503347096e-06
2937	-0.004467745079664153	0.808761921516097	htan_visium_Ctrl2_D1	CLDN4	Myeloid	spot							0.8944665953680769
2937	-0.015063524958228824	0.41446988239289717	htan_visium_Ctrl2_D1	CLDN4	NK	spot							0.5351383291655127
2937	-0.04480869331845302	0.015159223604574454	htan_visium_Ctrl2_D1	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor							0.028811940515526605
2937	-0.116945356904617	2.0590288824279663e-10	htan_visium_Ctrl2_D1	CLDN4	neigh8_CD8_Tcell	spatial_neighbor							1.0501047300382628e-09
2937	-0.021654091246403086	0.24073089415450197	htan_visium_Ctrl2_D1	TACSTD2	neigh8_CYT	spatial_neighbor							0.33790666794164037
2937	-0.06833947521805722	0.00021026523291332036	htan_visium_Ctrl2_D1	CLDN4	neigh8_CYT	spatial_neighbor							0.0005230988721258214
2937	-0.050300924298527214	0.0063994693509950625	htan_visium_Ctrl2_D1	TACSTD2	neigh8_Immune_general	spatial_neighbor							0.012883142246082165
2937	-0.2250176134610017	4.986436898075283e-35	htan_visium_Ctrl2_D1	CLDN4	neigh8_Immune_general	spatial_neighbor							1.3871360825554878e-33
2937	0.09367792354128683	3.6604891697728587e-07	htan_visium_Ctrl2_D1	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor							1.3546798592901988e-06
2937	-0.045266887659940386	0.014150841609231342	htan_visium_Ctrl2_D1	CLDN4	neigh8_IFNG_6gene	spatial_neighbor							0.02706348457765494
2937		0.32906242276410336	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	1469.0	1468.0	-0.12131603855499973	-0.12131603855499973	1066032.0	0.011327656212033244	0.43215923332968076
2937		0.000734744215224132	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	1469.0	1468.0	-0.026053316176772784	0.008295109501061711	1004229.5	0.06864528131799241	0.0017162727470120946
2937		0.2120530989002739	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	CYT	mwu_spot	1469.0	1468.0	-0.08693239351500791	-0.08693239351500791	1069150.0	0.008435922785709371	0.3119627320359799
2937		0.034911026965488125	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	1469.0	1468.0	-0.08693239351500791	-0.08693239351500791	1041920.0	0.03368990007846073	0.060697580974087305
2937		0.2659584485463856	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	Immune_general	mwu_spot	1469.0	1468.0	-0.016540177691498723	0.0219902336962519	1052910.5	0.023496957095134108	0.36331823774640176
2937		7.2975145368476956e-06	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	1469.0	1468.0	0.09930391894009555	0.1435198256243787	975194.0	0.09557373734750696	2.1892543610543085e-05
2937		0.0024431145124632035	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	1469.0	1468.0	-0.0027077362546689882	-0.19434400930604803	1143867.5	-0.06085948846552647	0.005302078303643548
2937		2.4502198472010525e-06	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	1469.0	1468.0	0.06203798991318436	0.03405516516575699	1186521.0	-0.10041771543785005	7.9688988021699e-06
2937		0.2217287849979248	htan_visium_Ctrl2_D1	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	1469.0	1468.0	-0.1448534509120409	-0.1448534509120409	1054692.0	0.02184473672983711	0.32121653139107637
3693	0.0007164965123247672	0.9652816011843388	htan_visium_DT1_A1	TACSTD2	CLDN4	spot							0.9780667879549924
3693	0.039015658583935416	0.017736002114255592	htan_visium_DT1_A1	TACSTD2	CD8_Tcell	spot							0.03289222210280128
3693	0.01751163356567217	0.2873720510032534	htan_visium_DT1_A1	TACSTD2	CYT	spot							0.38891407494894653
3693	0.018464655137399363	0.26194155921369355	htan_visium_DT1_A1	TACSTD2	Cytotoxic_effector	spot							0.3606023931625821
3693	0.08821033862415856	7.908611295677597e-08	htan_visium_DT1_A1	TACSTD2	IFNG_6gene	spot							3.2703176438883035e-07
3693	0.0008078589497999788	0.9608579136373674	htan_visium_DT1_A1	TACSTD2	TLS_12chemokine	spot							0.9780667879549924
3693	-0.01137050300915397	0.48970723739512945	htan_visium_DT1_A1	TACSTD2	TGFB_exclusion	spot							0.6091480270036976
3693	0.061381368603955704	0.00018965936469328537	htan_visium_DT1_A1	TACSTD2	Immune_general	spot							0.00047963442641442417
3693	0.03785546058283767	0.021418533380816163	htan_visium_DT1_A1	TACSTD2	B_cell	spot							0.03878148647650737
3693	0.0503496334939922	0.0022085298255324444	htan_visium_DT1_A1	TACSTD2	Myeloid	spot							0.004861943356927539
3693	0.01843178465160817	0.26279194011521506	htan_visium_DT1_A1	TACSTD2	NK	spot							0.3606023931625821
3693	0.01856153474689296	0.25944628418994675	htan_visium_DT1_A1	CLDN4	CD8_Tcell	spot							0.3592333165706955
3693	-0.007714752213510031	0.639302527953223	htan_visium_DT1_A1	CLDN4	CYT	spot							0.7410097483094176
3693	-0.00012139706159931642	0.9941158070136753	htan_visium_DT1_A1	CLDN4	Cytotoxic_effector	spot							0.9941158070136752
3693	0.07984942296744124	1.1823631070580228e-06	htan_visium_DT1_A1	CLDN4	IFNG_6gene	spot							4.020034563997278e-06
3693	0.12171261321765485	1.1572714039364297e-13	htan_visium_DT1_A1	CLDN4	TLS_12chemokine	spot							8.048296581921534e-13
3693	0.14883082372591547	9.716651647120967e-20	htan_visium_DT1_A1	CLDN4	TGFB_exclusion	spot							1.1012205200070429e-18
3693	-0.0018834622501725082	0.9089052846175398	htan_visium_DT1_A1	CLDN4	Immune_general	spot							0.9492321402490348
3693	0.0023426630823934905	0.8868305882085761	htan_visium_DT1_A1	CLDN4	B_cell	spot							0.9389970933973159
3693	0.08848671100359572	7.200701639502312e-08	htan_visium_DT1_A1	CLDN4	Myeloid	spot							3.0183763036817906e-07
3693	0.017690934282401625	0.282464608889313	htan_visium_DT1_A1	CLDN4	NK	spot							0.38415186808946566
3693	0.06609942896228926	5.8222130986338576e-05	htan_visium_DT1_A1	TACSTD2	neigh8_CD8_Tcell	spatial_neighbor							0.00015766346975061595
3693	-0.0010468028615238793	0.949294502276303	htan_visium_DT1_A1	CLDN4	neigh8_CD8_Tcell	spatial_neighbor							0.9780610023452818
3693	0.04570399586853554	0.005470373370304286	htan_visium_DT1_A1	TACSTD2	neigh8_CYT	spatial_neighbor							0.011234458062504104
3693	-0.039384247756725915	0.016688417853175604	htan_visium_DT1_A1	CLDN4	neigh8_CYT	spatial_neighbor							0.03123529289234058
3693	0.12393914768326589	4.080661592959169e-14	htan_visium_DT1_A1	TACSTD2	neigh8_Immune_general	spatial_neighbor							3.0455669449890383e-13
3693	-0.07712790882071524	2.699239423072388e-06	htan_visium_DT1_A1	CLDN4	neigh8_Immune_general	spatial_neighbor							8.603825661043237e-06
3693	0.1087288757270407	3.4755051926335435e-11	htan_visium_DT1_A1	TACSTD2	neigh8_IFNG_6gene	spatial_neighbor							1.8657975244664287e-10
3693	0.08774603901161247	9.252177204905801e-08	htan_visium_DT1_A1	CLDN4	neigh8_IFNG_6gene	spatial_neighbor							3.774888299601567e-07
3693		0.22064178646286692	htan_visium_DT1_A1	TACSTD2_high_vs_low	CD8_Tcell	mwu_spot	1847.0	1846.0	-0.10868978598636507	-0.10868978598636507	1723319.5	-0.0108744173005213	0.32121653139107637
3693		5.459575933305523e-05	htan_visium_DT1_A1	TACSTD2_high_vs_low	neigh8_CD8_Tcell	mwu_neighbor	1847.0	1846.0	-0.05521862388585208	-0.10868978598636507	1825499.5	-0.0708117347624122	0.00014916341389209733
3693		0.5361589572899144	htan_visium_DT1_A1	TACSTD2_high_vs_low	CYT	mwu_spot	1847.0	1846.0	-0.10299225428757762	-0.10299225428757762	1711766.0	-0.0040973004743718455	0.6433907487478973
3693		0.0026773702139862676	htan_visium_DT1_A1	TACSTD2_high_vs_low	neigh8_CYT	mwu_neighbor	1847.0	1846.0	-0.10299225428757762	-0.10299225428757762	1782251.0	-0.045442787079396085	0.0057695442639422384
3693		0.0006371040387437084	htan_visium_DT1_A1	TACSTD2_high_vs_low	Immune_general	mwu_spot	1847.0	1846.0	-0.0031000134645615372	-0.025034059508612996	1814320.5	-0.06425429424659246	0.0014996448911967289
3693		7.139864329462389e-12	htan_visium_DT1_A1	TACSTD2_high_vs_low	neigh8_Immune_general	mwu_neighbor	1847.0	1846.0	0.09273232160203444	0.0491044016306086	1926858.5	-0.13026746543984236	4.1222612921047003e-11
3693		0.0010091582698949692	htan_visium_DT1_A1	TACSTD2_high_vs_low	IFNG_6gene	mwu_spot	1847.0	1846.0	0.056788660268201244	0.029544510536144805	1810747.0	-0.06215813057512953	0.0023044957506556762
3693		2.756398640133701e-05	htan_visium_DT1_A1	TACSTD2_high_vs_low	neigh8_IFNG_6gene	mwu_neighbor	1847.0	1846.0	0.07025286242914858	0.040270829168717936	1840613.5	-0.0796773896471159	7.809796147045487e-05
3693		0.5211586028378736	htan_visium_DT1_A1	TACSTD2_high_vs_low	TLS_12chemokine	mwu_spot	1847.0	1846.0	-0.03375550977858025	-0.036677889052114415	1684218.5	0.012061666571835272	0.6303341204284163
3788	-0.046195862506620014	0.004458124570424325	htan_visium_DT1_B1	TACSTD2	CLDN4	spot							0.009280177677209818
3788	0.013635614041087513	0.401475212045141	htan_visium_DT1_B1	TACSTD2	CD8_Tcell	spot							0.5205568427364964
