n	rho	p	dataset	subset	pair	gene	signature	x	y	level	q
5906	0.29503553048052006	6.178696359182069e-119	hca_madissoon_lung	epithelial		CLDN4	IFNG_6gene				1.1327609991833794e-117
5906	0.24392067438693807	9.70083668116168e-81	hca_madissoon_lung	epithelial		CLDN4	TLS_12chemokine				1.3338650436597311e-79
5906	0.18929726444594003	8.997544896862136e-49	hca_madissoon_lung	epithelial		CLDN4	TGFB_exclusion				5.71859955294119e-48
5906	0.1706386098649533	7.903608363285017e-40	hca_madissoon_lung	epithelial		CLDN4	Immune_general				3.951804181642509e-39
5906	0.03559866591985471	0.006217902477616015	hca_madissoon_lung	epithelial		CLDN4	B_cell				0.0142493598445367
5906	0.18926355349315452	9.357708359358311e-49	hca_madissoon_lung	epithelial		CLDN4	Myeloid				5.71859955294119e-48
5906	0.15419608115136244	9.436395944580661e-33	hca_madissoon_lung	epithelial		CLDN4	NK				3.3254834532100087e-32
19	0.6912280701754386	0.0010470965319447042	hca_madissoon_lung					TACSTD2_epi	frac_immune	sample	0.0026177413298617606
19	0.23333333333333334	0.33635706944227173	hca_madissoon_lung					TACSTD2_epi	frac_cd8	sample	0.43022415858895224
19	0.4263157894736842	0.0687430172270356	hca_madissoon_lung					TACSTD2_epi	frac_t	sample	0.13037468784437786
19	-0.10175438596491228	0.6785046196387318	hca_madissoon_lung					TACSTD2_epi	CYT_all	sample	0.746355081602605
19	0.39824561403508774	0.09126656430719736	hca_madissoon_lung					TACSTD2_epi	CD8_Tcell_all	sample	0.15686440740299545
19	0.1719298245614035	0.48154775820598616	hca_madissoon_lung					TACSTD2_epi	IFNG_6gene_all	sample	0.5517734729443592
19	0.20350877192982456	0.4033523173766831	hca_madissoon_lung					TACSTD2_epi	TLS_12chemokine_all	sample	0.47200803097271427
19	0.3315789473684211	0.16550152078683658	hca_madissoon_lung					TACSTD2_epi	TGFB_exclusion_all	sample	0.2600738183793146
19	0.5929824561403508	0.007453211271300703	hca_madissoon_lung					CLDN4_epi	frac_immune	sample	0.01639706479686155
19	0.2456140350877193	0.3107928649196579	hca_madissoon_lung					CLDN4_epi	frac_cd8	sample	0.41691725781905326
19	0.4789473684210526	0.038017137699796845	hca_madissoon_lung					CLDN4_epi	frac_t	sample	0.0746765204817438
19	-0.0456140350877193	0.8528960735031589	hca_madissoon_lung					CLDN4_epi	CYT_all	sample	0.8743966756543026
19	0.5	0.029258036236649514	hca_madissoon_lung					CLDN4_epi	CD8_Tcell_all	sample	0.06189199973137397
19	0.0824561403508772	0.7371803788984195	hca_madissoon_lung					CLDN4_epi	IFNG_6gene_all	sample	0.7949984478316289
19	0.20350877192982456	0.4033523173766831	hca_madissoon_lung					CLDN4_epi	TLS_12chemokine_all	sample	0.47200803097271427
19	0.2719298245614035	0.26006738252691075	hca_madissoon_lung					CLDN4_epi	TGFB_exclusion_all	sample	0.3764133168152656
19	-0.3368421052631579	0.1584830429639541	hca_madissoon_lung					TACSTD2_all	frac_immune	sample	0.25636962832404336
19	-0.2175438596491228	0.3709695753913776	hca_madissoon_lung					TACSTD2_all	frac_cd8	sample	0.463711969239222
19	-0.2070175438596491	0.3951161652286154	hca_madissoon_lung					TACSTD2_all	frac_t	sample	0.47200803097271427
19	0.031578947368421054	0.8978832031610189	hca_madissoon_lung					TACSTD2_all	CYT_all	sample	0.897883203161019
19	-0.4070175438596491	0.08371897139062284	hca_madissoon_lung					TACSTD2_all	CD8_Tcell_all	sample	0.1511443343259442
19	0.2824561403508772	0.24133244704369028	hca_madissoon_lung					TACSTD2_all	IFNG_6gene_all	sample	0.36328731065701264
19	-0.25789473684210523	0.28643023354996244	hca_madissoon_lung					TACSTD2_all	TLS_12chemokine_all	sample	0.4039400729550752
19	-0.06315789473684211	0.797282917844937	hca_madissoon_lung					TACSTD2_all	TGFB_exclusion_all	sample	0.843280009259068
19	-0.6140350877192983	0.005161852692152184	hca_madissoon_lung					CLDN4_all	frac_immune	sample	0.01234356078558131
19	-0.28070175438596495	0.2443932817147176	hca_madissoon_lung					CLDN4_all	frac_cd8	sample	0.36328731065701264
19	-0.25263157894736843	0.2967236444717902	hca_madissoon_lung					CLDN4_all	frac_t	sample	0.40799501114871156
19	0.23333333333333334	0.33635706944227173	hca_madissoon_lung					CLDN4_all	CYT_all	sample	0.43022415858895224
19	-0.3877192982456141	0.10096515099755304	hca_madissoon_lung					CLDN4_all	CD8_Tcell_all	sample	0.16827525166258842
19	0.04385964912280702	0.8584985542787699	hca_madissoon_lung					CLDN4_all	IFNG_6gene_all	sample	0.8743966756543026
19	-0.13684210526315788	0.5764173798364026	hca_madissoon_lung					CLDN4_all	TLS_12chemokine_all	sample	0.6469990998163703
19	-0.4052631578947368	0.085190442983714	hca_madissoon_lung					CLDN4_all	TGFB_exclusion_all	sample	0.1511443343259442
