n	rho	p	dataset	subset	pair	gene	signature	x	y	level	q
7	-0.4642857142857144	0.2939341076002519	hca_travaglini_10x					CLDN4_all	CD8_Tcell_all	sample	0.4018339698838887
7	0.3571428571428572	0.431611352038328	hca_travaglini_10x					CLDN4_all	IFNG_6gene_all	sample	0.5327317259444506
7	0.3928571428571429	0.3833168704269727	hca_travaglini_10x					CLDN4_all	TLS_12chemokine_all	sample	0.4928359762632506
7	0.8571428571428573	0.0136973266153256	hca_travaglini_10x					CLDN4_all	TGFB_exclusion_all	sample	0.02572715259922026
57019	0.5076463898427217	0.0	hca_madissoon_lung	all	TACSTD2_vs_CLDN4						0.0
5906	0.3077038002768105	1.011699783486183e-129	hca_madissoon_lung	epithelial	TACSTD2_vs_CLDN4						4.6495138985747983e-129
31830	0.0668346495311439	7.607185240662036e-33	hca_madissoon_lung	immune	TACSTD2_vs_CLDN4						2.190869349310666e-32
5906	0.0959191455402508	1.5027884526938877e-13	hca_madissoon_lung	epithelial		TACSTD2	CD8_Tcell				3.9108711539985506e-13
5906	0.0997445988709239	1.5544731023070448e-14	hca_madissoon_lung	epithelial		TACSTD2	CYT				4.0947096353453866e-14
5906	0.1541695792178277	9.67413368206548e-33	hca_madissoon_lung	epithelial		TACSTD2	Cytotoxic_effector				2.7137829549690176e-32
5906	0.1926414749718947	1.76635324259503e-50	hca_madissoon_lung	epithelial		TACSTD2	IFNG_6gene				5.780792430311007e-50
5906	0.20729970952512	2.4328218194584106e-58	hca_madissoon_lung	epithelial		TACSTD2	TLS_12chemokine				8.341103381000266e-58
5906	0.1651389674844079	2.228723313529374e-37	hca_madissoon_lung	epithelial		TACSTD2	TGFB_exclusion				6.594578571538969e-37
5906	0.1650571388536791	2.4203572031336947e-37	hca_madissoon_lung	epithelial		TACSTD2	Immune_general				7.064826430768622e-37
5906	0.0277276405257866	0.0331021799763093	hca_madissoon_lung	epithelial		TACSTD2	B_cell				0.057200566999062466
5906	0.1762709243336052	2.000660491271985e-42	hca_madissoon_lung	epithelial		TACSTD2	Myeloid				6.173466658782125e-42
5906	0.1521620906703961	6.288744402238195e-32	hca_madissoon_lung	epithelial		TACSTD2	NK				1.7414984498505773e-31
5906	0.0882703169326076	1.0797510149722276e-11	hca_madissoon_lung	epithelial		CLDN4	CD8_Tcell				2.74383787334119e-11
5906	0.1234376363539978	1.7207287311551595e-21	hca_madissoon_lung	epithelial		CLDN4	CYT				4.645967574118931e-21
5906	0.1953362225374459	7.05195611078077e-52	hca_madissoon_lung	epithelial		CLDN4	Cytotoxic_effector				2.3434192614286867e-51
5906	0.29503553048052	6.17869635918207e-119	hca_madissoon_lung	epithelial		CLDN4	IFNG_6gene				2.723670231802708e-118
5906	0.243920674386938	9.70083668116168e-81	hca_madissoon_lung	epithelial		CLDN4	TLS_12chemokine				3.7417512913052195e-80
5906	0.18929726444594	8.997544896862136e-49	hca_madissoon_lung	epithelial		CLDN4	TGFB_exclusion				2.90070104137645e-48
5906	0.1706386098649533	7.903608363285017e-40	hca_madissoon_lung	epithelial		CLDN4	Immune_general				2.4044780372810757e-39
5906	0.0355986659198547	0.006217902477616	hca_madissoon_lung	epithelial		CLDN4	B_cell				0.011991669063973713
5906	0.1892635534931545	9.357708359358311e-49	hca_madissoon_lung	epithelial		CLDN4	Myeloid				2.972448537678522e-48
5906	0.1541960811513624	9.43639594458066e-33	hca_madissoon_lung	epithelial		CLDN4	NK				2.6819230579334506e-32
19	0.6912280701754386	0.0010470965319447	hca_madissoon_lung					TACSTD2_epi	frac_immune	sample	0.0022173808911770117
19	0.2333333333333333	0.3363570694422717	hca_madissoon_lung					TACSTD2_epi	frac_cd8	sample	0.44572470551859317
19	0.4263157894736842	0.0687430172270356	hca_madissoon_lung					TACSTD2_epi	frac_t	sample	0.11421916708492069
19	-0.1017543859649122	0.6785046196387318	hca_madissoon_lung					TACSTD2_epi	CYT_all	sample	0.7593626831189951
19	0.3982456140350877	0.0912665643071973	hca_madissoon_lung					TACSTD2_epi	CD8_Tcell_all	sample	0.14495277860554867
19	0.1719298245614035	0.4815477582059861	hca_madissoon_lung					TACSTD2_epi	IFNG_6gene_all	sample	0.5747889811901066
19	0.2035087719298245	0.4033523173766831	hca_madissoon_lung					TACSTD2_epi	TLS_12chemokine_all	sample	0.5016437825755278
19	0.3315789473684211	0.1655015207868365	hca_madissoon_lung					TACSTD2_epi	TGFB_exclusion_all	sample	0.2465401964824599
19	0.5929824561403508	0.0074532112713007	hca_madissoon_lung					CLDN4_epi	frac_immune	sample	0.014246846323902223
19	0.2456140350877193	0.3107928649196579	hca_madissoon_lung					CLDN4_epi	frac_cd8	sample	0.4169643405133298
19	0.4789473684210526	0.0380171376997968	hca_madissoon_lung					CLDN4_epi	frac_t	sample	0.06465906884374889
19	-0.0456140350877193	0.8528960735031589	hca_madissoon_lung					CLDN4_epi	CYT_all	sample	0.8958245783778468
19	0.5	0.0292580362366495	hca_madissoon_lung					CLDN4_epi	CD8_Tcell_all	sample	0.05137996607411619
19	0.0824561403508772	0.7371803788984195	hca_madissoon_lung					CLDN4_epi	IFNG_6gene_all	sample	0.8207781538250444
19	0.2035087719298245	0.4033523173766831	hca_madissoon_lung					CLDN4_epi	TLS_12chemokine_all	sample	0.5016437825755278
19	0.2719298245614035	0.2600673825269107	hca_madissoon_lung					CLDN4_epi	TGFB_exclusion_all	sample	0.3624164814568562
19	-0.3368421052631579	0.1584830429639541	hca_madissoon_lung					TACSTD2_all	frac_immune	sample	0.23772456444593112
19	-0.2175438596491228	0.3709695753913776	hca_madissoon_lung					TACSTD2_all	frac_cd8	sample	0.48859407490571677
19	-0.2070175438596491	0.3951161652286154	hca_madissoon_lung					TACSTD2_all	frac_t	sample	0.5016437825755278
19	0.031578947368421	0.8978832031610189	hca_madissoon_lung					TACSTD2_all	CYT_all	sample	0.9191600563164932
19	-0.4070175438596491	0.0837189713906228	hca_madissoon_lung					TACSTD2_all	CD8_Tcell_all	sample	0.13596464526597388
19	0.2824561403508772	0.2413324470436902	hca_madissoon_lung					TACSTD2_all	IFNG_6gene_all	sample	0.3452172752413052
19	-0.2578947368421052	0.2864302335499624	hca_madissoon_lung					TACSTD2_all	TLS_12chemokine_all	sample	0.395519722739933
19	-0.0631578947368421	0.797282917844937	hca_madissoon_lung					TACSTD2_all	TGFB_exclusion_all	sample	0.8615323418915101
19	-0.6140350877192983	0.0051618526921521	hca_madissoon_lung					CLDN4_all	frac_immune	sample	0.010044686319863546
19	-0.2807017543859649	0.2443932817147176	hca_madissoon_lung					CLDN4_all	frac_cd8	sample	0.3472957161209145
19	-0.2526315789473684	0.2967236444717902	hca_madissoon_lung					CLDN4_all	frac_t	sample	0.4030962717352622
19	0.2333333333333333	0.3363570694422717	hca_madissoon_lung					CLDN4_all	CYT_all	sample	0.44572470551859317
19	-0.3877192982456141	0.100965150997553	hca_madissoon_lung					CLDN4_all	CD8_Tcell_all	sample	0.1591859314997916
19	0.043859649122807	0.8584985542787699	hca_madissoon_lung					CLDN4_all	IFNG_6gene_all	sample	0.8958245783778468
19	-0.1368421052631578	0.5764173798364026	hca_madissoon_lung					CLDN4_all	TLS_12chemokine_all	sample	0.6658083103992671
19	-0.4052631578947368	0.085190442983714	hca_madissoon_lung					CLDN4_all	TGFB_exclusion_all	sample	0.13732190809315092
147137	0.2129681802168244	0.0	htan_sclc_combined	all	TACSTD2_vs_CLDN4						0.0
64302	0.2016798566331079	0.0	htan_sclc_combined	epithelial	TACSTD2_vs_CLDN4						0.0
74806	0.0683385059313104	3.907237737212328e-78	htan_sclc_combined	immune	TACSTD2_vs_CLDN4						1.430446358030276e-77
64302	0.0552285216261875	1.2587137894995724e-44	htan_sclc_combined	epithelial		TACSTD2	CD8_Tcell				3.9403214279986615e-44
64302	0.0741234047066316	5.0222690311857627e-79	htan_sclc_combined	epithelial		TACSTD2	CYT				1.8703622598898702e-78
64302	0.1463431354017204	1.1400963537769656e-304	htan_sclc_combined	epithelial		TACSTD2	Cytotoxic_effector				7.0360232118807015e-304
64302	0.2735866321983136	0.0	htan_sclc_combined	epithelial		TACSTD2	IFNG_6gene				0.0
64302	0.2250634986059063	0.0	htan_sclc_combined	epithelial		TACSTD2	TLS_12chemokine				0.0
64302	0.207410647383018	0.0	htan_sclc_combined	epithelial		TACSTD2	TGFB_exclusion				0.0
64302	0.1654905773035155	0.0	htan_sclc_combined	epithelial		TACSTD2	Immune_general				0.0
64302	0.0277997419928114	1.780975883043441e-12	htan_sclc_combined	epithelial		TACSTD2	B_cell				4.579652270683134e-12
64302	0.1588228936434484	0.0	htan_sclc_combined	epithelial		TACSTD2	Myeloid				0.0
64302	0.1483133687982578	0.0	htan_sclc_combined	epithelial		TACSTD2	NK				0.0
64302	0.0194628342831503	7.985326812194105e-07	htan_sclc_combined	epithelial		CLDN4	CD8_Tcell				1.8954182323449742e-06
64302	0.0257267013125026	6.814299894618045e-11	htan_sclc_combined	epithelial		CLDN4	CYT				1.711498578183137e-10
64302	0.0688030171773816	2.5415710286438708e-68	htan_sclc_combined	epithelial		CLDN4	Cytotoxic_effector				8.999661347329116e-68
64302	0.1584619390301174	0.0	htan_sclc_combined	epithelial		CLDN4	IFNG_6gene				0.0
64302	0.0869152683793022	4.791989858163565e-108	htan_sclc_combined	epithelial		CLDN4	TLS_12chemokine				2.0701396187266602e-107
64302	0.1024538154807952	1.4124374842431245e-149	htan_sclc_combined	epithelial		CLDN4	TGFB_exclusion				7.095034804570113e-149
64302	0.1013976130919813	1.5569482309236249e-146	htan_sclc_combined	epithelial		CLDN4	Immune_general				7.64320040635234e-146
64302	0.050556211981666	1.1439922281900829e-37	htan_sclc_combined	epithelial		CLDN4	B_cell				3.431976684570248e-37
64302	0.0966651972281092	2.6915092999758622e-133	htan_sclc_combined	epithelial		CLDN4	Myeloid				1.2638391495538831e-132
64302	0.0753506834750243	1.3123106055898015e-81	htan_sclc_combined	epithelial		CLDN4	NK				5.153801651043584e-81
42	0.5629203468114415	0.0001041441473542	htan_sclc_combined					TACSTD2_epi	frac_immune	sample	0.00023145147781133878
42			htan_sclc_combined					TACSTD2_epi	frac_cd8	sample	
42	0.4598492828782108	0.0021849749257736	htan_sclc_combined					TACSTD2_epi	frac_t	sample	0.0043699498515472
42	0.3084839154039381	0.0468512726617539	htan_sclc_combined					TACSTD2_epi	CYT_all	sample	0.07844864259642513
42	0.3652054128514707	0.017398845584903	htan_sclc_combined					TACSTD2_epi	CD8_Tcell_all	sample	0.03184873429100888
42	0.5170569645895795	0.0004546991108268	htan_sclc_combined					TACSTD2_epi	IFNG_6gene_all	sample	0.000982150079385888
42	0.640547767603922	4.902684720755615e-06	htan_sclc_combined					TACSTD2_epi	TLS_12chemokine_all	sample	1.1386880641754978e-05
42	0.3755773438133052	0.0142444885977357	htan_sclc_combined					TACSTD2_epi	TGFB_exclusion_all	sample	0.026524220147507854
42	0.1154687626610485	0.4665028944668491	htan_sclc_combined					CLDN4_epi	frac_immune	sample	0.571315530988452
42			htan_sclc_combined					CLDN4_epi	frac_cd8	sample	
42	0.1109310428652459	0.4843129378546268	htan_sclc_combined					CLDN4_epi	frac_t	sample	0.5747889811901066
42	0.0269832266428976	0.865305305794119	htan_sclc_combined					CLDN4_epi	CYT_all	sample	0.8966651256126975
42	0.0154768657321124	0.9225037795089636	htan_sclc_combined					CLDN4_epi	CD8_Tcell_all	sample	0.939909511197812
42	0.1354023174783243	0.392566298715026	htan_sclc_combined					CLDN4_epi	IFNG_6gene_all	sample	0.5016437825755278
42	0.1914755692407422	0.2244681193507073	htan_sclc_combined					CLDN4_epi	TLS_12chemokine_all	sample	0.3254034481862602
42	0.0919698565756421	0.5624034297328243	htan_sclc_combined					CLDN4_epi	TGFB_exclusion_all	sample	0.6531136603348927
42	0.1820760068065797	0.2484776223858842	htan_sclc_combined					TACSTD2_all	frac_immune	sample	0.35079193748595416
42			htan_sclc_combined					TACSTD2_all	frac_cd8	sample	
42	0.0673365205412851	0.6717828976694727	htan_sclc_combined					TACSTD2_all	frac_t	sample	0.7557557598781569
42	0.0418928774005348	0.792227590885986	htan_sclc_combined					TACSTD2_all	CYT_all	sample	0.8615323418915101
42	0.0067255489830645	0.9662821917161816	htan_sclc_combined					TACSTD2_all	CD8_Tcell_all	sample	0.9707765274916057
42	0.3506198849363909	0.0228157371893989	htan_sclc_combined					TACSTD2_all	IFNG_6gene_all	sample	0.041413438932018175
42	0.4066931366988088	0.0075231680014134	htan_sclc_combined					TACSTD2_all	TLS_12chemokine_all	sample	0.014254423581625389
42	0.3208005834211166	0.0383229309258005	htan_sclc_combined					TACSTD2_all	TGFB_exclusion_all	sample	0.06466994593728834
42	-0.6865732112470627	5.168877371114249e-07	htan_sclc_combined					CLDN4_all	frac_immune	sample	1.2405305690674199e-06
42			htan_sclc_combined					CLDN4_all	frac_cd8	sample	
42	-0.6633984280042136	1.6840268562453542e-06	htan_sclc_combined					CLDN4_all	frac_t	sample	3.9538021842282225e-06
42	-0.4710315209464387	0.0016416140149342	htan_sclc_combined					CLDN4_all	CYT_all	sample	0.0033451757285451623
42	-0.6160764929908435	1.4032210860550263e-05	htan_sclc_combined					CLDN4_all	CD8_Tcell_all	sample	3.22442292114772e-05
42	-0.3271209788509845	0.0344664399652457	htan_sclc_combined					CLDN4_all	IFNG_6gene_all	sample	0.05908532565470691
42	-0.4700591524187667	0.0016835832769526	htan_sclc_combined					CLDN4_all	TLS_12chemokine_all	sample	0.0033986354002033797
42	-0.0971558220565594	0.5404776879682234	htan_sclc_combined					CLDN4_all	TGFB_exclusion_all	sample	0.6310442194656013
117266	0.807021941209439	0.0	luad_histology_scrna	all	TACSTD2_vs_CLDN4						0.0
37048	0.6697700435606456	0.0	luad_histology_scrna	epithelial	TACSTD2_vs_CLDN4						0.0
71443	0.0569473920082989	2.1205292424207007e-52	luad_histology_scrna	immune	TACSTD2_vs_CLDN4						7.156786193169864e-52
37048	0.1301925757859197	9.53690389659736e-140	luad_histology_scrna	epithelial		TACSTD2	CD8_Tcell				4.577713870366732e-139
37048	0.110282639057896	1.3669119732972822e-100	luad_histology_scrna	epithelial		TACSTD2	CYT				5.789274239847313e-100
37048	0.1840023843051174	1.8858071568119422e-279	luad_histology_scrna	epithelial		TACSTD2	Cytotoxic_effector				1.1009036374902148e-278
37048	0.5134220560718821	0.0	luad_histology_scrna	epithelial		TACSTD2	IFNG_6gene				0.0
37048	0.2705616081898811	0.0	luad_histology_scrna	epithelial		TACSTD2	TLS_12chemokine				0.0
37048	0.5813514241723523	0.0	luad_histology_scrna	epithelial		TACSTD2	TGFB_exclusion				0.0
37048	0.331131072130623	0.0	luad_histology_scrna	epithelial		TACSTD2	Immune_general				0.0
37048	0.1022429770250838	1.1767016594423196e-86	luad_histology_scrna	epithelial		TACSTD2	B_cell				4.795614310180019e-86
37048	0.373487753219196	0.0	luad_histology_scrna	epithelial		TACSTD2	Myeloid				0.0
37048	0.1875806772216994	1.5436294712383322e-290	luad_histology_scrna	epithelial		TACSTD2	NK				9.261776827429992e-290
37048	0.1470888441545915	3.138496240945696e-178	luad_histology_scrna	epithelial		CLDN4	CD8_Tcell				1.653451678156757e-177
37048	0.0925454495498834	2.852718539214975e-71	luad_histology_scrna	epithelial		CLDN4	CYT				1.026978674117391e-70
37048	0.1809245342843145	4.260344239668852e-270	luad_histology_scrna	epithelial		CLDN4	Cytotoxic_effector				2.4216693572854525e-269
37048	0.4781096926058366	0.0	luad_histology_scrna	epithelial		CLDN4	IFNG_6gene				0.0
37048	0.3319240433999345	0.0	luad_histology_scrna	epithelial		CLDN4	TLS_12chemokine				0.0
37048	0.5512778761686674	0.0	luad_histology_scrna	epithelial		CLDN4	TGFB_exclusion				0.0
37048	0.3127719908092117	0.0	luad_histology_scrna	epithelial		CLDN4	Immune_general				0.0
37048	0.1041327762711689	7.790816016163768e-90	luad_histology_scrna	epithelial		CLDN4	B_cell				3.236185114406488e-89
37048	0.3505446126196446	0.0	luad_histology_scrna	epithelial		CLDN4	Myeloid				0.0
37048	0.1779502804838479	3.2272027459258035e-261	luad_histology_scrna	epithelial		CLDN4	NK				1.7873738285127527e-260
18	0.3519091847265222	0.1521069391899769	luad_histology_scrna					TACSTD2_epi	frac_immune	sample	0.22975593611912595
18	0.4262125902992776	0.0777829368396569	luad_histology_scrna					TACSTD2_epi	frac_cd8	sample	0.127281169373984
18	0.2569659442724458	0.3033090806176243	luad_histology_scrna					TACSTD2_epi	frac_t	sample	0.40946725883379276
18	0.7234262125902993	0.0006909021305997	luad_histology_scrna					TACSTD2_epi	CYT_all	sample	0.0014775728733617346
18	0.7481940144478844	0.0003555682875426	luad_histology_scrna					TACSTD2_epi	CD8_Tcell_all	sample	0.0007757853546384
18	0.8286893704850361	2.1461184426396115e-05	luad_histology_scrna					TACSTD2_epi	IFNG_6gene_all	sample	4.879595616949011e-05
18	0.7874097007223942	0.0001050103927107	luad_histology_scrna					TACSTD2_epi	TLS_12chemokine_all	sample	0.00023145147781133878
18	0.6945304437564499	0.0013817713318639	luad_histology_scrna					TACSTD2_epi	TGFB_exclusion_all	sample	0.0028425010255485944
18	0.1785345717234261	0.4784449329228026	luad_histology_scrna					CLDN4_epi	frac_immune	sample	0.5747889811901066
18	0.2198142414860681	0.3807953913501374	luad_histology_scrna					CLDN4_epi	frac_cd8	sample	0.4928359762632506
18	0.1826625386996904	0.4681613378933149	luad_histology_scrna					CLDN4_epi	frac_t	sample	0.571315530988452
18	0.5211558307533539	0.0265656971038647	luad_histology_scrna					CLDN4_epi	CYT_all	sample	0.04703434897077685
18	0.5273477812177503	0.0245139177321961	luad_histology_scrna					CLDN4_epi	CD8_Tcell_all	sample	0.043760382067391385
18	0.6449948400412797	0.0038493730388244	luad_histology_scrna					CLDN4_epi	IFNG_6gene_all	sample	0.0075587688762370035
18	0.7048503611971104	0.0010886663167765	luad_histology_scrna					CLDN4_epi	TLS_12chemokine_all	sample	0.00228302839246334
18	0.8121775025799793	4.239283893458813e-05	luad_histology_scrna					CLDN4_epi	TGFB_exclusion_all	sample	9.53838876028233e-05
18	-0.5624355005159958	0.0151109864826331	luad_histology_scrna					TACSTD2_all	frac_immune	sample	0.027897205814091875
18	-0.391124871001032	0.1084998379427548	luad_histology_scrna					TACSTD2_all	frac_cd8	sample	0.16982583330170317
18	-0.4158926728586171	0.0860564803375041	luad_histology_scrna					TACSTD2_all	frac_t	sample	0.13769036854000655
18	-0.0773993808049535	0.7601672386317739	luad_histology_scrna					TACSTD2_all	CYT_all	sample	0.8334828606317928
18	-0.0650154798761609	0.7977151313810279	luad_histology_scrna					TACSTD2_all	CD8_Tcell_all	sample	0.8615323418915101
18	0.2961816305469556	0.2327168574106844	luad_histology_scrna					TACSTD2_all	IFNG_6gene_all	sample	0.33511227467138555
18	0.2115583075335397	0.3993801361693991	luad_histology_scrna					TACSTD2_all	TLS_12chemokine_all	sample	0.5016437825755278
18	0.696594427244582	0.0013184382796678	luad_histology_scrna					TACSTD2_all	TGFB_exclusion_all	sample	0.0027382948885408156
18	-0.5087719298245614	0.0310685384072961	luad_histology_scrna					CLDN4_all	frac_immune	sample	0.054119389483677074
18	-0.3374613003095975	0.170837640525947	luad_histology_scrna					CLDN4_all	frac_cd8	sample	0.25274609831235995
18	-0.3085655314757482	0.2128287059586835	luad_histology_scrna					CLDN4_all	frac_t	sample	0.3127278944699023
18	-0.0423116615067079	0.8676065335789527	luad_histology_scrna					CLDN4_all	CYT_all	sample	0.8966651256126975
18	-0.0464396284829721	0.8548139516870751	luad_histology_scrna					CLDN4_all	CD8_Tcell_all	sample	0.8958245783778468
18	0.2652218782249742	0.2874842429174513	luad_histology_scrna					CLDN4_all	IFNG_6gene_all	sample	0.395519722739933
18	0.2094943240454076	0.4041019359636196	luad_histology_scrna					CLDN4_all	TLS_12chemokine_all	sample	0.5016437825755278
18	0.6594427244582043	0.0029088627228155	luad_histology_scrna					CLDN4_all	TGFB_exclusion_all	sample	0.005764351817689431
