cell_index_1based	gene	count
42750	TACSTD2	1
42922	TACSTD2	1
43528	TACSTD2	1
43612	CLDN4	1
43840	TACSTD2	1
43895	CLDN4	1
44215	CLDN4	1
44283	TACSTD2	1
44304	CLDN4	1
44308	TACSTD2	1
44355	CLDN4	1
44472	CLDN4	1
44500	CLDN4	1
44516	TACSTD2	1
44521	TACSTD2	1
44559	TACSTD2	1
44676	TACSTD2	1
44697	CLDN4	1
44749	TACSTD2	1
44832	TACSTD2	1
45033	CLDN4	1
45046	TACSTD2	1
45051	TACSTD2	1
45091	TACSTD2	13
45094	TACSTD2	9
45114	TACSTD2	1
45115	TACSTD2	1
45118	CLDN4	1
45136	TACSTD2	14
45145	TACSTD2	1
45154	TACSTD2	1
45179	TACSTD2	1
45193	TACSTD2	11
45195	TACSTD2	1
45201	CLDN4	1
45227	TACSTD2	1
45232	TACSTD2	2
45233	TACSTD2	7
45264	TACSTD2	1
45303	TACSTD2	10
45313	TACSTD2	4
45319	TACSTD2	1
45359	TACSTD2	10
45362	TACSTD2	1
45380	CLDN4	1
45391	CLDN4	1
45394	CLDN4	1
45406	TACSTD2	1
45435	TACSTD2	1
45447	CLDN4	1
45455	TACSTD2	1
45480	CLDN4	1
45481	TACSTD2	1
45481	CLDN4	1
45482	TACSTD2	1
45490	TACSTD2	1
45494	CLDN4	1
45501	CLDN4	1
45502	CLDN4	1
45509	CLDN4	1
45533	CLDN4	1
45553	CLDN4	1
45557	CLDN4	1
45566	CLDN4	1
45574	TACSTD2	1
45576	TACSTD2	1
45589	CLDN4	1
45590	CLDN4	1
45600	CLDN4	1
45613	CLDN4	1
45637	CLDN4	1
45639	CLDN4	1
45652	CLDN4	1
45662	CLDN4	1
45678	TACSTD2	1
45690	CLDN4	1
45724	CLDN4	1
45741	CLDN4	1
45744	CLDN4	1
45785	CLDN4	1
45789	TACSTD2	1
45795	CLDN4	1
45798	TACSTD2	1
45813	CLDN4	1
45816	TACSTD2	1
45827	CLDN4	1
45836	TACSTD2	1
45888	CLDN4	1
45889	TACSTD2	1
45956	TACSTD2	1
45968	CLDN4	1
45971	TACSTD2	1
45984	CLDN4	1
45985	CLDN4	1
45988	CLDN4	1
45989	CLDN4	1
45990	CLDN4	1
46002	CLDN4	1
46010	CLDN4	1
46034	TACSTD2	1
46041	CLDN4	1
46050	CLDN4	2
46072	TACSTD2	1
46082	CLDN4	1
46091	TACSTD2	1
46137	CLDN4	1
46138	CLDN4	1
46140	CLDN4	1
46146	CLDN4	1
46154	CLDN4	1
46164	TACSTD2	1
46166	CLDN4	1
46172	CLDN4	1
46180	TACSTD2	1
46185	CLDN4	1
46188	TACSTD2	1
46204	CLDN4	1
46206	CLDN4	1
46220	TACSTD2	1
46251	CLDN4	2
46279	CLDN4	1
46288	TACSTD2	1
46311	CLDN4	1
46339	CLDN4	1
46352	CLDN4	1
46368	CLDN4	1
46372	CLDN4	1
46384	CLDN4	1
46391	CLDN4	1
46402	CLDN4	1
46404	CLDN4	1
46427	CLDN4	1
46428	CLDN4	1
46437	CLDN4	1
46438	CLDN4	1
46448	CLDN4	1
46453	TACSTD2	1
46461	CLDN4	1
46462	TACSTD2	1
46464	CLDN4	1
46481	CLDN4	1
46482	CLDN4	1
46489	CLDN4	1
46506	CLDN4	1
46516	TACSTD2	1
46524	CLDN4	1
46530	CLDN4	1
46555	CLDN4	1
46574	TACSTD2	1
46578	CLDN4	1
46592	CLDN4	1
46604	CLDN4	1
46615	TACSTD2	1
46626	TACSTD2	1
46631	CLDN4	1
46661	CLDN4	1
46670	TACSTD2	1
46682	CLDN4	1
46699	TACSTD2	1
46732	CLDN4	1
46745	TACSTD2	1
46751	CLDN4	1
46781	CLDN4	1
46806	CLDN4	2
46810	CLDN4	1
46812	CLDN4	1
46822	CLDN4	1
46833	CLDN4	1
46845	CLDN4	1
46859	TACSTD2	1
46873	CLDN4	1
46886	TACSTD2	1
46923	CLDN4	1
46934	CLDN4	1
46935	CLDN4	1
46982	CLDN4	1
46996	CLDN4	1
46999	CLDN4	1
47001	TACSTD2	1
47003	CLDN4	1
47012	CLDN4	1
47024	CLDN4	1
47030	CLDN4	1
47033	TACSTD2	1
47066	CLDN4	1
47084	CLDN4	1
47085	TACSTD2	1
47091	CLDN4	1
47113	TACSTD2	1
47144	CLDN4	1
47146	CLDN4	2
47157	TACSTD2	1
47165	TACSTD2	1
47168	CLDN4	1
47172	TACSTD2	1
47183	CLDN4	1
47187	CLDN4	1
47224	TACSTD2	1
47240	CLDN4	1
47241	CLDN4	1
47263	CLDN4	1
47279	CLDN4	1
47286	TACSTD2	1
47286	CLDN4	1
47311	CLDN4	1
47321	CLDN4	1
47366	TACSTD2	1
47374	CLDN4	1
47386	CLDN4	1
47388	CLDN4	1
47390	CLDN4	1
47391	CLDN4	1
47393	TACSTD2	1
47400	CLDN4	1
47404	CLDN4	1
47441	CLDN4	1
47445	CLDN4	1
47448	CLDN4	1
47456	TACSTD2	2
47462	CLDN4	1
47465	TACSTD2	1
47467	CLDN4	1
47483	CLDN4	1
47496	CLDN4	1
47500	CLDN4	1
47507	CLDN4	1
47508	CLDN4	1
47521	CLDN4	1
47533	CLDN4	1
47535	CLDN4	1
47538	TACSTD2	1
47549	TACSTD2	1
47561	TACSTD2	1
47563	TACSTD2	1
47565	CLDN4	1
47580	CLDN4	1
47581	CLDN4	1
47590	TACSTD2	1
47598	CLDN4	1
47606	CLDN4	1
47608	CLDN4	1
47642	CLDN4	1
47712	CLDN4	1
47714	CLDN4	1
47716	CLDN4	1
47718	TACSTD2	1
47746	CLDN4	1
47758	TACSTD2	1
47763	CLDN4	1
47802	CLDN4	1
47833	CLDN4	1
47865	CLDN4	1
47869	CLDN4	1
47884	TACSTD2	1
47902	TACSTD2	1
47934	CLDN4	1
47949	CLDN4	1
47962	CLDN4	1
47966	TACSTD2	1
47970	TACSTD2	1
47982	CLDN4	1
47983	TACSTD2	1
48031	CLDN4	1
48039	CLDN4	1
48048	CLDN4	1
48049	TACSTD2	1
48061	TACSTD2	1
48065	CLDN4	1
48077	TACSTD2	1
48077	CLDN4	3
48078	TACSTD2	1
48080	CLDN4	1
48087	CLDN4	1
48088	CLDN4	1
48104	TACSTD2	1
48122	TACSTD2	1
48135	CLDN4	1
48139	CLDN4	1
48147	TACSTD2	1
48150	TACSTD2	1
48172	CLDN4	1
48185	TACSTD2	1
48196	CLDN4	1
48206	CLDN4	1
48230	CLDN4	1
48231	CLDN4	1
48236	CLDN4	1
48245	CLDN4	1
48248	CLDN4	2
48262	CLDN4	1
48264	CLDN4	1
48274	CLDN4	1
48282	TACSTD2	1
48301	CLDN4	1
48303	CLDN4	1
48306	CLDN4	1
48333	CLDN4	2
48339	CLDN4	1
48340	TACSTD2	1
48344	TACSTD2	1
48347	CLDN4	1
48351	TACSTD2	1
48357	CLDN4	1
48367	CLDN4	1
48370	CLDN4	1
48401	CLDN4	1
48423	CLDN4	1
48429	TACSTD2	1
48430	CLDN4	1
48435	TACSTD2	1
48454	CLDN4	1
48459	CLDN4	2
48471	CLDN4	1
48499	CLDN4	1
48500	TACSTD2	1
48521	CLDN4	1
48531	CLDN4	1
48542	CLDN4	3
48561	TACSTD2	1
48566	TACSTD2	1
48574	CLDN4	1
48576	CLDN4	1
48579	CLDN4	1
48591	CLDN4	1
48613	TACSTD2	1
48617	CLDN4	1
48626	CLDN4	1
48637	TACSTD2	1
48657	CLDN4	1
48658	TACSTD2	1
48667	TACSTD2	1
48669	TACSTD2	1
48678	CLDN4	1
48692	CLDN4	2
48695	CLDN4	1
48698	TACSTD2	1
48707	TACSTD2	1
48709	TACSTD2	1
48739	CLDN4	1
48756	CLDN4	1
48762	TACSTD2	1
48762	CLDN4	1
48777	CLDN4	1
48781	TACSTD2	1
48809	TACSTD2	1
48829	TACSTD2	1
48833	CLDN4	1
48835	TACSTD2	1
48857	CLDN4	1
48869	CLDN4	1
48878	CLDN4	1
48904	CLDN4	1
48929	TACSTD2	1
48955	TACSTD2	1
48959	CLDN4	1
48990	CLDN4	1
48998	CLDN4	1
49004	CLDN4	1
49008	TACSTD2	1
49009	CLDN4	1
49014	CLDN4	1
49021	CLDN4	1
49030	TACSTD2	2
49044	TACSTD2	2
49045	CLDN4	1
49046	TACSTD2	1
49053	TACSTD2	1
49057	CLDN4	1
49096	TACSTD2	1
49099	TACSTD2	1
49099	CLDN4	1
49114	CLDN4	1
49119	CLDN4	1
49137	TACSTD2	1
49140	CLDN4	1
49141	TACSTD2	2
49146	CLDN4	1
49159	CLDN4	1
49164	TACSTD2	1
49181	CLDN4	1
49186	CLDN4	1
49194	TACSTD2	1
49208	TACSTD2	1
49211	CLDN4	1
49230	CLDN4	1
49241	CLDN4	1
49242	TACSTD2	2
49250	CLDN4	1
49258	CLDN4	2
49269	CLDN4	1
49270	TACSTD2	1
49291	CLDN4	1
49293	CLDN4	1
49302	TACSTD2	1
49302	CLDN4	1
49323	CLDN4	1
49326	TACSTD2	1
49343	CLDN4	1
49350	TACSTD2	2
49359	TACSTD2	1
49365	CLDN4	1
49394	CLDN4	1
49439	TACSTD2	1
49446	CLDN4	1
49460	CLDN4	1
49474	TACSTD2	1
49475	CLDN4	1
49490	TACSTD2	1
49497	CLDN4	1
49508	CLDN4	1
49513	CLDN4	2
49516	CLDN4	1
49517	CLDN4	1
49521	CLDN4	1
49529	CLDN4	1
49548	CLDN4	1
49560	CLDN4	1
49575	CLDN4	1
49590	CLDN4	1
49602	CLDN4	1
49622	CLDN4	1
49660	TACSTD2	1
49664	CLDN4	1
49668	CLDN4	1
49672	CLDN4	1
49706	TACSTD2	1
49710	TACSTD2	1
49749	TACSTD2	1
49773	TACSTD2	1
49775	CLDN4	1
49777	CLDN4	1
49808	CLDN4	1
49815	TACSTD2	2
49839	CLDN4	1
49861	CLDN4	1
49897	CLDN4	1
49898	CLDN4	1
49904	CLDN4	1
49905	TACSTD2	1
49914	CLDN4	1
49934	CLDN4	1
49965	CLDN4	2
49982	CLDN4	1
50015	CLDN4	1
50017	CLDN4	1
50022	CLDN4	1
50027	TACSTD2	1
50027	CLDN4	1
50045	CLDN4	1
50062	TACSTD2	1
50068	CLDN4	1
50121	CLDN4	1
50127	CLDN4	1
50133	CLDN4	1
50150	TACSTD2	1
50156	CLDN4	1
50159	CLDN4	1
50172	CLDN4	1
50175	CLDN4	1
50181	TACSTD2	1
50198	CLDN4	1
50204	TACSTD2	1
50232	CLDN4	1
50246	TACSTD2	1
50270	CLDN4	1
50276	TACSTD2	1
50277	CLDN4	1
50289	CLDN4	2
50292	CLDN4	1
50330	CLDN4	2
50335	TACSTD2	1
50348	CLDN4	1
50360	TACSTD2	1
50360	CLDN4	5
50387	CLDN4	1
50395	CLDN4	1
50436	CLDN4	1
50442	CLDN4	1
50443	CLDN4	1
50450	TACSTD2	1
50481	TACSTD2	1
50488	TACSTD2	1
50495	TACSTD2	1
50503	CLDN4	1
50529	TACSTD2	1
50553	TACSTD2	1
50556	CLDN4	1
50571	TACSTD2	1
50589	CLDN4	1
50603	CLDN4	1
50614	CLDN4	1
50617	TACSTD2	1
50624	CLDN4	1
50644	CLDN4	1
50647	CLDN4	1
50675	CLDN4	1
50681	TACSTD2	1
50682	CLDN4	1
50687	CLDN4	1
50700	CLDN4	1
50703	CLDN4	1
50706	CLDN4	1
50709	CLDN4	1
50711	CLDN4	1
50733	TACSTD2	1
50733	CLDN4	1
50749	CLDN4	1
50752	TACSTD2	1
50774	TACSTD2	1
50776	CLDN4	1
50781	CLDN4	1
50790	CLDN4	1
50825	CLDN4	1
50826	CLDN4	1
50863	CLDN4	1
50879	CLDN4	1
50882	CLDN4	1
50897	CLDN4	1
50919	TACSTD2	1
50933	CLDN4	1
50995	CLDN4	1
50998	CLDN4	1
50999	CLDN4	2
51000	CLDN4	1
51053	CLDN4	1
51059	CLDN4	1
51061	CLDN4	1
51082	TACSTD2	1
51114	CLDN4	1
51123	TACSTD2	1
51137	CLDN4	1
51145	CLDN4	1
51160	TACSTD2	1
51175	CLDN4	1
51186	TACSTD2	2
51197	TACSTD2	1
51209	TACSTD2	2
51216	TACSTD2	1
51251	TACSTD2	1
51259	CLDN4	1
51265	TACSTD2	1
51282	CLDN4	1
51307	CLDN4	1
51326	CLDN4	1
51328	TACSTD2	2
51333	TACSTD2	2
51341	CLDN4	1
51356	TACSTD2	3
51356	CLDN4	1
51358	CLDN4	1
51363	TACSTD2	1
51378	CLDN4	1
51385	CLDN4	1
51399	TACSTD2	1
51403	TACSTD2	1
51414	CLDN4	1
51416	TACSTD2	1
51416	CLDN4	1
51420	TACSTD2	1
51447	TACSTD2	1
51454	CLDN4	1
51458	TACSTD2	7
51468	TACSTD2	7
51471	TACSTD2	4
51480	TACSTD2	7
51485	TACSTD2	1
51490	CLDN4	1
51491	TACSTD2	3
51517	CLDN4	1
51538	CLDN4	1
51545	CLDN4	1
51551	CLDN4	1
51552	TACSTD2	6
51569	CLDN4	1
51647	TACSTD2	1
51697	TACSTD2	1
51774	CLDN4	1
51930	CLDN4	1
51948	TACSTD2	1
52031	TACSTD2	1
52074	TACSTD2	1
52187	CLDN4	1
52207	TACSTD2	1
52256	TACSTD2	1
52259	CLDN4	1
52349	TACSTD2	1
52495	TACSTD2	2
52536	CLDN4	1
52621	TACSTD2	1
52874	CLDN4	1
52945	TACSTD2	1
53105	CLDN4	1
53215	CLDN4	1
53288	TACSTD2	1
53538	CLDN4	1
53665	CLDN4	1
53671	CLDN4	1
53685	CLDN4	1
53689	TACSTD2	1
53776	TACSTD2	1
53799	TACSTD2	1
53874	TACSTD2	1
53909	CLDN4	1
53931	TACSTD2	1
53991	CLDN4	1
54046	TACSTD2	1
54069	TACSTD2	1
54129	TACSTD2	1
54150	CLDN4	1
54161	TACSTD2	1
54163	TACSTD2	1
54196	CLDN4	1
54237	TACSTD2	1
54407	TACSTD2	1
54573	TACSTD2	1
54809	TACSTD2	1
54865	CLDN4	1
54884	CLDN4	1
54981	TACSTD2	1
55028	TACSTD2	1
55104	CLDN4	1
55127	TACSTD2	1
55243	TACSTD2	1
55293	TACSTD2	1
55340	TACSTD2	1
55398	CLDN4	1
55501	CLDN4	1
55678	CLDN4	1
55696	TACSTD2	1
55790	TACSTD2	1
55996	CLDN4	1
56011	CLDN4	1
56118	CLDN4	1
56292	CLDN4	1
56499	CLDN4	1
56542	CLDN4	2
56921	CLDN4	1
57077	CLDN4	1
57141	TACSTD2	1
57274	CLDN4	1
57289	CLDN4	1
57459	TACSTD2	1
57585	CLDN4	1
57953	CLDN4	1
57955	TACSTD2	1
58022	TACSTD2	1
58060	TACSTD2	1
58561	TACSTD2	1
58607	CLDN4	1
58793	TACSTD2	1
58867	CLDN4	1
58973	CLDN4	1
59111	TACSTD2	1
59260	TACSTD2	1
59365	TACSTD2	1
59634	CLDN4	1
59836	CLDN4	1
60089	CLDN4	1
60287	TACSTD2	2
60555	CLDN4	1
61095	CLDN4	1
61336	CLDN4	1
61506	TACSTD2	1
61657	TACSTD2	1
62218	TACSTD2	1
62261	CLDN4	1
62288	TACSTD2	1
62533	CLDN4	1
62537	TACSTD2	1
62723	TACSTD2	1
62838	TACSTD2	1
62847	TACSTD2	1
63160	CLDN4	1
63358	CLDN4	1
63745	CLDN4	1
63816	CLDN4	1
64371	CLDN4	1
64460	TACSTD2	1
64487	CLDN4	2
64590	CLDN4	1
64916	CLDN4	1
65012	CLDN4	1
65063	CLDN4	1
65199	TACSTD2	1
65304	CLDN4	1
65311	TACSTD2	1
65348	CLDN4	1
65374	TACSTD2	1
65374	CLDN4	1
65386	CLDN4	1
65455	TACSTD2	9
65537	TACSTD2	5
65540	TACSTD2	4
65582	TACSTD2	3
65588	TACSTD2	11
65692	TACSTD2	1
65696	TACSTD2	2
65698	TACSTD2	49
65722	CLDN4	1
65727	CLDN4	1
65744	TACSTD2	12
65751	TACSTD2	3
65805	TACSTD2	1
65806	CLDN4	1
65813	TACSTD2	11
65843	TACSTD2	1
65856	TACSTD2	1
65860	TACSTD2	6
65863	TACSTD2	3
65876	TACSTD2	8
65925	TACSTD2	9
66036	TACSTD2	8
66043	TACSTD2	4
66050	CLDN4	1
66072	TACSTD2	3
66077	TACSTD2	2
66111	CLDN4	1
66116	TACSTD2	2
66118	TACSTD2	1
66139	TACSTD2	5
66195	TACSTD2	4
66207	TACSTD2	16
66269	TACSTD2	1
66280	TACSTD2	6
66297	TACSTD2	1
66327	TACSTD2	10
66498	TACSTD2	9
66499	CLDN4	1
66586	CLDN4	1
71232	CLDN4	1
72952	TACSTD2	9
73016	TACSTD2	4
73020	TACSTD2	6
73083	TACSTD2	1
73156	CLDN4	1
73191	TACSTD2	1
73639	TACSTD2	1
74093	CLDN4	1
74199	CLDN4	1
74285	CLDN4	1
74816	TACSTD2	1
74959	CLDN4	1
75032	TACSTD2	1
75140	TACSTD2	1
75378	CLDN4	1
75419	CLDN4	1
75497	CLDN4	1
75721	CLDN4	1
75871	TACSTD2	1
76125	TACSTD2	1
76188	CLDN4	1
76504	CLDN4	1
76606	TACSTD2	1
76653	CLDN4	1
76666	CLDN4	1
76808	TACSTD2	1
76914	CLDN4	1
76936	CLDN4	1
77047	CLDN4	1
77277	CLDN4	1
77453	TACSTD2	1
77545	TACSTD2	1
77639	TACSTD2	1
77688	CLDN4	1
77698	CLDN4	1
77761	TACSTD2	1
77959	TACSTD2	1
77999	TACSTD2	1
78284	TACSTD2	1
78473	CLDN4	1
78607	TACSTD2	1
78630	TACSTD2	1
78741	TACSTD2	1
78879	TACSTD2	1
79230	CLDN4	1
79311	CLDN4	1
79380	TACSTD2	1
79690	TACSTD2	1
79697	CLDN4	1
79739	CLDN4	1
79897	TACSTD2	1
80123	TACSTD2	2
80179	CLDN4	1
80188	TACSTD2	1
80245	TACSTD2	1
80329	TACSTD2	5
80459	TACSTD2	4
80519	TACSTD2	1
80567	TACSTD2	1
80581	CLDN4	1
80595	TACSTD2	1
80681	TACSTD2	3
80699	TACSTD2	2
80726	CLDN4	1
80733	CLDN4	1
80736	TACSTD2	4
80864	TACSTD2	1
80906	TACSTD2	2
80956	TACSTD2	1
81087	CLDN4	1
81202	TACSTD2	1
81357	CLDN4	1
81454	TACSTD2	1
81536	TACSTD2	1
81626	CLDN4	1
81649	CLDN4	1
81680	TACSTD2	1
81724	CLDN4	1
81767	CLDN4	1
81921	TACSTD2	1
82065	TACSTD2	1
82190	CLDN4	1
82219	CLDN4	1
82289	CLDN4	1
82371	CLDN4	1
82414	TACSTD2	1
82426	CLDN4	1
82430	TACSTD2	1
82639	CLDN4	1
82689	TACSTD2	1
82741	TACSTD2	1
82871	CLDN4	1
82980	CLDN4	1
83177	TACSTD2	1
83213	CLDN4	1
83315	TACSTD2	1
83316	TACSTD2	1
83318	TACSTD2	2
83325	TACSTD2	1
83334	CLDN4	3
83345	TACSTD2	18
83384	TACSTD2	1
83390	TACSTD2	29
83402	TACSTD2	5
83412	TACSTD2	1
83417	TACSTD2	5
83423	TACSTD2	1
83441	TACSTD2	19
83485	TACSTD2	14
83501	TACSTD2	22
83508	TACSTD2	7
83509	CLDN4	1
83515	TACSTD2	1
83518	TACSTD2	1
83522	TACSTD2	17
83553	TACSTD2	1
83554	TACSTD2	1
83560	TACSTD2	1
83563	TACSTD2	1
83566	TACSTD2	5
83599	TACSTD2	2
83607	TACSTD2	2
83616	CLDN4	1
83701	TACSTD2	1
83761	TACSTD2	1
83773	TACSTD2	1
83789	CLDN4	1
83804	CLDN4	1
83827	TACSTD2	1
84046	TACSTD2	1
84108	TACSTD2	1
84124	TACSTD2	1
84242	CLDN4	1
84387	CLDN4	1
84483	TACSTD2	1
84572	CLDN4	1
84827	TACSTD2	1
84965	TACSTD2	1
85041	TACSTD2	1
85044	CLDN4	1
85069	TACSTD2	1
85222	TACSTD2	1
85265	TACSTD2	1
85278	CLDN4	2
85406	CLDN4	1
85487	TACSTD2	1
85544	CLDN4	1
85580	TACSTD2	1
85727	CLDN4	1
86007	CLDN4	1
86071	CLDN4	1
86099	TACSTD2	1
86186	TACSTD2	1
86269	TACSTD2	1
86572	TACSTD2	1
86700	TACSTD2	1
86702	CLDN4	1
86773	TACSTD2	1
86793	TACSTD2	1
86954	TACSTD2	1
86977	TACSTD2	1
87019	TACSTD2	1
87038	TACSTD2	1
87057	TACSTD2	1
87085	TACSTD2	1
87119	CLDN4	1
87244	TACSTD2	2
87259	CLDN4	1
87402	CLDN4	1
87502	CLDN4	1
87575	CLDN4	1
87786	CLDN4	1
87825	CLDN4	1
88154	TACSTD2	1
88302	TACSTD2	1
88333	TACSTD2	1
88338	TACSTD2	1
88413	TACSTD2	1
88414	TACSTD2	1
88508	CLDN4	1
88568	CLDN4	1
88671	TACSTD2	1
88761	TACSTD2	1
88769	CLDN4	1
88799	TACSTD2	9
88805	TACSTD2	1
88818	TACSTD2	2
88852	TACSTD2	1
88858	TACSTD2	19
88867	TACSTD2	1
88895	TACSTD2	5
88917	TACSTD2	1
88930	TACSTD2	1
88947	CLDN4	1
89032	TACSTD2	2
89049	CLDN4	1
89050	TACSTD2	6
89083	TACSTD2	8
89084	TACSTD2	2
89105	TACSTD2	1
89110	TACSTD2	15
89122	TACSTD2	10
89130	TACSTD2	1
89158	TACSTD2	1
89172	TACSTD2	1
89181	TACSTD2	1
89225	TACSTD2	10
89227	TACSTD2	1
89262	CLDN4	1
89267	CLDN4	1
89269	TACSTD2	5
89301	TACSTD2	6
89302	TACSTD2	1
89320	TACSTD2	3
89332	TACSTD2	3
89362	TACSTD2	1
89387	TACSTD2	17
89413	CLDN4	2
89424	CLDN4	1
89454	TACSTD2	2
89457	TACSTD2	3
89479	TACSTD2	2
89495	TACSTD2	1
89515	TACSTD2	3
89524	TACSTD2	1
89556	TACSTD2	2
89615	TACSTD2	1
89666	CLDN4	1
89669	CLDN4	1
89670	TACSTD2	1
89722	TACSTD2	4
89767	TACSTD2	1
89974	TACSTD2	1
90231	CLDN4	1
90431	TACSTD2	1
90508	CLDN4	1
90593	TACSTD2	1
90596	CLDN4	1
91012	CLDN4	1
91184	TACSTD2	1
91509	TACSTD2	1
91571	CLDN4	1
92127	TACSTD2	1
92237	TACSTD2	1
92562	TACSTD2	1
92635	CLDN4	1
92738	TACSTD2	1
92836	CLDN4	1
93069	TACSTD2	1
93475	TACSTD2	1
93563	TACSTD2	1
93921	TACSTD2	1
94571	TACSTD2	1
94744	TACSTD2	1
94798	TACSTD2	1
95123	TACSTD2	1
95209	TACSTD2	1
95453	TACSTD2	1
95663	CLDN4	1
95705	CLDN4	1
95780	TACSTD2	1
95950	TACSTD2	1
96093	TACSTD2	1
96216	TACSTD2	1
96343	TACSTD2	1
96429	CLDN4	1
96505	TACSTD2	1
96549	CLDN4	1
96631	CLDN4	1
96644	TACSTD2	1
96909	TACSTD2	1
97103	CLDN4	1
97271	TACSTD2	5
97272	TACSTD2	1
97308	TACSTD2	8
97335	TACSTD2	1
97351	TACSTD2	2
97381	TACSTD2	39
97428	TACSTD2	1
97504	TACSTD2	1
97542	TACSTD2	1
97553	TACSTD2	10
97588	TACSTD2	5
97975	CLDN4	1
98470	TACSTD2	1
98529	TACSTD2	1
98628	TACSTD2	1
98825	TACSTD2	1
98870	TACSTD2	1
99047	CLDN4	2
99089	TACSTD2	1
99463	TACSTD2	1
99669	CLDN4	1
99686	TACSTD2	1
100042	TACSTD2	1
100107	TACSTD2	1
100318	CLDN4	1
100747	CLDN4	1
100930	TACSTD2	1
101375	CLDN4	1
102099	CLDN4	1
102210	TACSTD2	1
102215	TACSTD2	1
102334	TACSTD2	1
102468	TACSTD2	1
102562	TACSTD2	1
102651	CLDN4	1
102757	TACSTD2	1
102816	TACSTD2	1
102866	CLDN4	1
102887	CLDN4	1
103202	TACSTD2	1
103389	TACSTD2	13
103422	TACSTD2	10
103453	TACSTD2	1
103497	TACSTD2	1
103501	TACSTD2	1
103639	TACSTD2	1
103656	TACSTD2	1
103673	TACSTD2	1
103674	TACSTD2	3
103688	TACSTD2	1
103735	TACSTD2	3
103750	TACSTD2	13
103786	CLDN4	1
103828	TACSTD2	2
103840	TACSTD2	2
103847	TACSTD2	2
104017	TACSTD2	1
104162	CLDN4	1
104183	TACSTD2	1
104211	CLDN4	1
104240	TACSTD2	1
104299	TACSTD2	1
104539	CLDN4	1
104546	CLDN4	1
104637	TACSTD2	1
104797	CLDN4	1
104830	CLDN4	1
104875	CLDN4	1
105051	CLDN4	1
105104	TACSTD2	1
105212	CLDN4	1
105213	CLDN4	1
105331	TACSTD2	1
105402	CLDN4	1
105448	TACSTD2	1
105492	CLDN4	1
105508	TACSTD2	1
105554	TACSTD2	1
105558	TACSTD2	1
105624	CLDN4	1
105640	CLDN4	1
105653	CLDN4	1
105923	TACSTD2	6
105930	TACSTD2	1
105957	TACSTD2	1
105978	TACSTD2	37
105980	TACSTD2	2
105985	TACSTD2	2
105997	TACSTD2	4
106001	TACSTD2	4
106005	TACSTD2	4
106007	TACSTD2	9
106013	TACSTD2	7
106023	TACSTD2	1
106029	TACSTD2	1
106040	TACSTD2	1
106042	TACSTD2	4
106070	TACSTD2	26
106071	TACSTD2	4
106072	TACSTD2	1
106087	TACSTD2	1
106090	TACSTD2	2
106097	TACSTD2	5
106098	TACSTD2	21
106103	TACSTD2	4
106108	TACSTD2	3
106109	TACSTD2	2
106115	TACSTD2	4
106120	TACSTD2	1
106142	TACSTD2	1
106143	TACSTD2	7
106152	TACSTD2	1
106153	TACSTD2	2
106157	TACSTD2	1
106184	TACSTD2	11
106185	TACSTD2	1
106192	TACSTD2	2
106204	TACSTD2	7
106206	TACSTD2	2
106212	TACSTD2	2
106216	CLDN4	1
106225	CLDN4	1
106227	TACSTD2	7
106229	TACSTD2	1
106229	CLDN4	1
106239	TACSTD2	12
106245	TACSTD2	5
106247	TACSTD2	2
106253	TACSTD2	3
106256	TACSTD2	2
106267	TACSTD2	2
106268	TACSTD2	14
106280	TACSTD2	1
106284	TACSTD2	3
106289	TACSTD2	1
106290	TACSTD2	17
106298	TACSTD2	2
106342	TACSTD2	2
106361	TACSTD2	1
106365	TACSTD2	1
106370	TACSTD2	1
106390	CLDN4	3
106394	TACSTD2	7
106411	TACSTD2	12
106442	TACSTD2	2
106444	TACSTD2	5
106448	TACSTD2	9
106455	TACSTD2	4
106460	TACSTD2	2
106474	TACSTD2	1
106477	TACSTD2	8
106479	TACSTD2	2
106483	TACSTD2	7
106484	TACSTD2	5
106488	TACSTD2	10
106492	TACSTD2	1
106494	TACSTD2	4
106497	TACSTD2	11
106506	TACSTD2	6
106523	TACSTD2	15
106525	TACSTD2	1
106526	TACSTD2	1
106530	TACSTD2	4
106541	CLDN4	1
106561	TACSTD2	1
106571	TACSTD2	2
106572	TACSTD2	14
106576	TACSTD2	3
106588	TACSTD2	6
106597	TACSTD2	1
106607	TACSTD2	7
106617	TACSTD2	1
106619	TACSTD2	5
106622	TACSTD2	12
106630	CLDN4	1
106636	TACSTD2	2
106642	TACSTD2	2
106646	TACSTD2	26
106655	TACSTD2	4
106662	TACSTD2	15
106667	TACSTD2	1
106677	TACSTD2	1
106685	TACSTD2	6
106689	TACSTD2	3
106716	TACSTD2	1
106719	TACSTD2	1
106741	TACSTD2	1
106755	TACSTD2	4
106761	TACSTD2	7
106767	TACSTD2	7
106767	CLDN4	1
106773	TACSTD2	17
106783	TACSTD2	2
106788	TACSTD2	1
106799	TACSTD2	2
106804	TACSTD2	3
106810	TACSTD2	13
106816	TACSTD2	11
106828	TACSTD2	17
106835	TACSTD2	7
106864	CLDN4	1
106866	TACSTD2	1
106876	CLDN4	1
106895	TACSTD2	1
106910	CLDN4	1
106914	TACSTD2	1
106940	TACSTD2	2
106972	CLDN4	1
106993	TACSTD2	1
106993	CLDN4	1
