gene,probe,gsm,group,log2_intensity,within_array_percentile
Epcam,1447899_x_at,GSM2029445,60_Day_DC101,11.5084,84.2
Epcam,1447899_x_at,GSM2029446,60_Day_DC101,11.8871,87.69
Epcam,1447899_x_at,GSM2029447,60_Day_DC101,10.8019,76.78
Epcam,1447899_x_at,GSM2029448,60_Day_DC101,11.7938,87.14
Epcam,1447899_x_at,GSM2029449,60_Day_DC101,12.1964,90.34
Epcam,1447899_x_at,GSM2029450,60_Day_DC101,12.0361,88.97
Epcam,1447899_x_at,GSM2029451,60_Day_G6,12.5561,92.54
Epcam,1447899_x_at,GSM2029452,60_Day_G6,11.7742,86.72
Epcam,1447899_x_at,GSM2029453,60_Day_G6,12.2579,90.63
Epcam,1447899_x_at,GSM2029454,60_Day_G6,11.8637,87.41
Epcam,1447899_x_at,GSM2029455,60_Day_G6,12.519,92.3
Epcam,1447899_x_at,GSM2029456,60_Day_G6,11.9621,88.5
Epcam,1447899_x_at,GSM2029457,60_Day_G6,12.2089,90.16
Epcam,1447899_x_at,GSM2029458,60_Day_G6,12.1406,90.2
Epcam,1447899_x_at,GSM2029459,60_Day_NT,11.8753,87.6
Epcam,1447899_x_at,GSM2029460,60_Day_NT,11.971,88.67
Epcam,1447899_x_at,GSM2029461,60_Day_NT,12.5257,92.29
Epcam,1447899_x_at,GSM2029462,60_Day_NT,12.1612,90.1
Epcam,1447899_x_at,GSM2029463,60_Day_NT,11.341,82.46
Epcam,1447899_x_at,GSM2029464,60_Day_NT,12.2389,90.54
Epcam,1447899_x_at,GSM2029465,60_Day_NT,12.0064,88.89
Epcam,1447899_x_at,GSM2029466,60_Day_NT,12.1948,90.2
Krt18,1448169_at,GSM2029389,Normal,13.088,94.83
Krt18,1448169_at,GSM2029390,Normal,12.5204,92.25
Krt18,1448169_at,GSM2029391,Normal,14.3836,98.31
Krt18,1448169_at,GSM2029392,Normal,11.485,83.83
Krt18,1448169_at,GSM2029393,Normal,13.2965,95.87
Krt18,1448169_at,GSM2029394,Normal,12.3515,91.24
Krt18,1448169_at,GSM2029395,Normal,13.538,96.29
Krt18,1448169_at,GSM2029396,Normal,12.1517,89.81
Krt18,1448169_at,GSM2029397,5_Day_DC101,8.5618,43.48
Krt18,1448169_at,GSM2029398,5_Day_DC101,8.9609,48.57
Krt18,1448169_at,GSM2029399,5_Day_DC101,9.1552,54.34
Krt18,1448169_at,GSM2029400,5_Day_DC101,9.0084,48.49
Krt18,1448169_at,GSM2029401,5_Day_DC101,9.6984,60.95
Krt18,1448169_at,GSM2029402,5_Day_DC101,9.6899,61.18
Krt18,1448169_at,GSM2029403,5_Day_DC101,7.3993,27.08
Krt18,1448169_at,GSM2029404,5_Day_DC101,11.0971,79.55
Krt18,1448169_at,GSM2029405,5_Day_G6,7.0871,22.95
Krt18,1448169_at,GSM2029406,5_Day_G6,7.6323,30.04
Krt18,1448169_at,GSM2029407,5_Day_G6,8.5375,43.78
Krt18,1448169_at,GSM2029408,5_Day_G6,8.4553,40.02
Krt18,1448169_at,GSM2029409,5_Day_G6,7.4341,27.61
Krt18,1448169_at,GSM2029410,5_Day_G6,7.7367,30.83
Krt18,1448169_at,GSM2029411,5_Day_G6,6.8481,21.63
Krt18,1448169_at,GSM2029412,5_Day_G6,8.1051,37.51
Krt18,1448169_at,GSM2029413,5_Day_NT,9.1024,52.5
Krt18,1448169_at,GSM2029414,5_Day_NT,9.3349,54.96
Krt18,1448169_at,GSM2029415,5_Day_NT,8.3764,40.52
Krt18,1448169_at,GSM2029416,5_Day_NT,8.9034,48.98
Krt18,1448169_at,GSM2029417,5_Day_NT,8.6656,46.08
Krt18,1448169_at,GSM2029418,5_Day_NT,8.7725,46.17
Krt18,1448169_at,GSM2029419,5_Day_NT,7.6346,27.78
Krt18,1448169_at,GSM2029420,5_Day_NT,8.4356,39.81
Krt18,1448169_at,GSM2029421,20_Day_DC101,8.2512,35.83
Krt18,1448169_at,GSM2029422,20_Day_DC101,9.4472,55.67
Krt18,1448169_at,GSM2029423,20_Day_DC101,8.4536,40.8
Krt18,1448169_at,GSM2029424,20_Day_DC101,9.1528,50.98
Krt18,1448169_at,GSM2029425,20_Day_DC101,11.1882,80.82
Krt18,1448169_at,GSM2029426,20_Day_DC101,9.485,56.03
Krt18,1448169_at,GSM2029427,20_Day_DC101,8.9206,47.37
Krt18,1448169_at,GSM2029428,20_Day_DC101,8.8876,49.08
Krt18,1448169_at,GSM2029429,20_Day_G6,8.0743,33.19
Krt18,1448169_at,GSM2029430,20_Day_G6,8.4355,42.46
Krt18,1448169_at,GSM2029431,20_Day_G6,7.3656,25.74
Krt18,1448169_at,GSM2029432,20_Day_G6,8.0332,33.02
Krt18,1448169_at,GSM2029433,20_Day_G6,8.3063,40.48
Krt18,1448169_at,GSM2029434,20_Day_G6,9.5946,58.11
Krt18,1448169_at,GSM2029435,20_Day_G6,8.0752,36.16
Krt18,1448169_at,GSM2029436,20_Day_G6,8.2497,36.69
Krt18,1448169_at,GSM2029437,20_Day_NT,8.9017,47.36
Krt18,1448169_at,GSM2029438,20_Day_NT,8.5317,41.33
Krt18,1448169_at,GSM2029439,20_Day_NT,7.6824,29.89
Krt18,1448169_at,GSM2029440,20_Day_NT,6.6693,17.63
Krt18,1448169_at,GSM2029441,20_Day_NT,10.7786,75.4
Krt18,1448169_at,GSM2029442,20_Day_NT,8.994,49.24
Krt18,1448169_at,GSM2029443,20_Day_NT,7.6426,29.65
Krt18,1448169_at,GSM2029444,20_Day_NT,8.4016,37.45
Krt18,1448169_at,GSM2029445,60_Day_DC101,9.4068,57.29
Krt18,1448169_at,GSM2029446,60_Day_DC101,13.4281,96.18
Krt18,1448169_at,GSM2029447,60_Day_DC101,7.8088,33.24
Krt18,1448169_at,GSM2029448,60_Day_DC101,8.4444,39.89
Krt18,1448169_at,GSM2029449,60_Day_DC101,9.0536,48.55
Krt18,1448169_at,GSM2029450,60_Day_DC101,10.3319,69.83
Krt18,1448169_at,GSM2029451,60_Day_G6,9.2107,52.59
Krt18,1448169_at,GSM2029452,60_Day_G6,9.7711,61.78
Krt18,1448169_at,GSM2029453,60_Day_G6,10.3845,70.53
Krt18,1448169_at,GSM2029454,60_Day_G6,12.2982,90.85
Krt18,1448169_at,GSM2029455,60_Day_G6,9.5921,58.82
Krt18,1448169_at,GSM2029456,60_Day_G6,5.8485,13.37
Krt18,1448169_at,GSM2029457,60_Day_G6,7.6712,30.97
Krt18,1448169_at,GSM2029458,60_Day_G6,8.2445,35.32
Krt18,1448169_at,GSM2029459,60_Day_NT,8.7999,46.96
Krt18,1448169_at,GSM2029460,60_Day_NT,10.9401,78.04
Krt18,1448169_at,GSM2029461,60_Day_NT,9.1742,53.25
Krt18,1448169_at,GSM2029462,60_Day_NT,9.5436,57.01
Krt18,1448169_at,GSM2029463,60_Day_NT,9.1333,52.67
Krt18,1448169_at,GSM2029464,60_Day_NT,9.3525,55.24
Krt18,1448169_at,GSM2029465,60_Day_NT,7.7012,28.72
Krt18,1448169_at,GSM2029466,60_Day_NT,9.4026,55.63
Il2rb,1448759_at,GSM2029389,Normal,7.4509,28.26
Il2rb,1448759_at,GSM2029390,Normal,6.9886,21.59
Il2rb,1448759_at,GSM2029391,Normal,7.7178,32.83
Il2rb,1448759_at,GSM2029392,Normal,6.534,18.59
Il2rb,1448759_at,GSM2029393,Normal,7.9583,31.92
Il2rb,1448759_at,GSM2029394,Normal,6.3846,16.7
Il2rb,1448759_at,GSM2029395,Normal,7.056,23.36
Il2rb,1448759_at,GSM2029396,Normal,7.2241,27.05
Il2rb,1448759_at,GSM2029397,5_Day_DC101,8.0831,35.86
Il2rb,1448759_at,GSM2029398,5_Day_DC101,6.2589,15.88
Il2rb,1448759_at,GSM2029399,5_Day_DC101,8.8821,50.59
Il2rb,1448759_at,GSM2029400,5_Day_DC101,8.9072,46.73
Il2rb,1448759_at,GSM2029401,5_Day_DC101,7.8869,34.18
Il2rb,1448759_at,GSM2029402,5_Day_DC101,8.0937,38.04
Il2rb,1448759_at,GSM2029403,5_Day_DC101,8.4103,41.76
Il2rb,1448759_at,GSM2029404,5_Day_DC101,5.3512,10.77
Il2rb,1448759_at,GSM2029405,5_Day_G6,8.7948,46.66
Il2rb,1448759_at,GSM2029406,5_Day_G6,8.9423,49.28
Il2rb,1448759_at,GSM2029407,5_Day_G6,8.6182,45.08
Il2rb,1448759_at,GSM2029408,5_Day_G6,8.1513,35.07
Il2rb,1448759_at,GSM2029409,5_Day_G6,9.9335,64.48
Il2rb,1448759_at,GSM2029410,5_Day_G6,9.5966,59.73
Il2rb,1448759_at,GSM2029411,5_Day_G6,8.3596,41.35
Il2rb,1448759_at,GSM2029412,5_Day_G6,8.8324,49.05
Il2rb,1448759_at,GSM2029413,5_Day_NT,8.1476,38.45
Il2rb,1448759_at,GSM2029414,5_Day_NT,8.7533,46.38
Il2rb,1448759_at,GSM2029415,5_Day_NT,8.5334,42.93
Il2rb,1448759_at,GSM2029416,5_Day_NT,8.4044,41.65
Il2rb,1448759_at,GSM2029417,5_Day_NT,8.2644,39.97
Il2rb,1448759_at,GSM2029418,5_Day_NT,8.1733,36.71
Il2rb,1448759_at,GSM2029419,5_Day_NT,7.9003,31.55
Il2rb,1448759_at,GSM2029420,5_Day_NT,8.5438,41.61
Il2rb,1448759_at,GSM2029421,20_Day_DC101,7.7793,29.01
Il2rb,1448759_at,GSM2029422,20_Day_DC101,8.7538,45.04
Il2rb,1448759_at,GSM2029423,20_Day_DC101,8.044,34.5
Il2rb,1448759_at,GSM2029424,20_Day_DC101,6.4697,17.01
Il2rb,1448759_at,GSM2029425,20_Day_DC101,8.1332,36.66
Il2rb,1448759_at,GSM2029426,20_Day_DC101,7.4599,26.33
Il2rb,1448759_at,GSM2029427,20_Day_DC101,7.6121,27.96
Il2rb,1448759_at,GSM2029428,20_Day_DC101,5.5898,11.79
Il2rb,1448759_at,GSM2029429,20_Day_G6,6.3217,14.84
Il2rb,1448759_at,GSM2029430,20_Day_G6,6.1438,15.55
Il2rb,1448759_at,GSM2029431,20_Day_G6,8.1326,36.04
Il2rb,1448759_at,GSM2029432,20_Day_G6,8.3748,38.1
Il2rb,1448759_at,GSM2029433,20_Day_G6,7.8228,33.59
Il2rb,1448759_at,GSM2029434,20_Day_G6,8.1125,34.63
Il2rb,1448759_at,GSM2029435,20_Day_G6,7.4489,27.48
Il2rb,1448759_at,GSM2029436,20_Day_G6,7.6426,28.0
Il2rb,1448759_at,GSM2029437,20_Day_NT,7.4321,26.17
Il2rb,1448759_at,GSM2029438,20_Day_NT,7.1819,23.37
Il2rb,1448759_at,GSM2029439,20_Day_NT,7.8608,32.28
Il2rb,1448759_at,GSM2029440,20_Day_NT,6.9471,19.97
Il2rb,1448759_at,GSM2029441,20_Day_NT,7.8665,31.19
Il2rb,1448759_at,GSM2029442,20_Day_NT,6.6072,18.62
Il2rb,1448759_at,GSM2029443,20_Day_NT,8.2385,38.28
Il2rb,1448759_at,GSM2029444,20_Day_NT,8.7422,42.65
Il2rb,1448759_at,GSM2029445,60_Day_DC101,7.4405,27.32
Il2rb,1448759_at,GSM2029446,60_Day_DC101,7.0597,22.3
Il2rb,1448759_at,GSM2029447,60_Day_DC101,7.9202,34.87
Il2rb,1448759_at,GSM2029448,60_Day_DC101,7.8673,30.78
Il2rb,1448759_at,GSM2029449,60_Day_DC101,7.0746,20.51
Il2rb,1448759_at,GSM2029450,60_Day_DC101,6.6372,19.45
Il2rb,1448759_at,GSM2029451,60_Day_G6,7.4226,25.77
Il2rb,1448759_at,GSM2029452,60_Day_G6,7.6669,29.96
Il2rb,1448759_at,GSM2029453,60_Day_G6,6.1707,16.01
Il2rb,1448759_at,GSM2029454,60_Day_G6,5.8505,13.33
Il2rb,1448759_at,GSM2029455,60_Day_G6,5.4944,11.34
Il2rb,1448759_at,GSM2029456,60_Day_G6,7.3915,25.98
Il2rb,1448759_at,GSM2029457,60_Day_G6,8.4555,42.92
Il2rb,1448759_at,GSM2029458,60_Day_G6,6.2718,14.73
Il2rb,1448759_at,GSM2029459,60_Day_NT,7.2658,25.08
Il2rb,1448759_at,GSM2029460,60_Day_NT,8.4139,39.67
Il2rb,1448759_at,GSM2029461,60_Day_NT,7.6062,28.35
Il2rb,1448759_at,GSM2029462,60_Day_NT,6.543,17.11
Il2rb,1448759_at,GSM2029463,60_Day_NT,6.3282,17.42
Il2rb,1448759_at,GSM2029464,60_Day_NT,8.4099,40.35
Il2rb,1448759_at,GSM2029465,60_Day_NT,6.7396,18.99
Il2rb,1448759_at,GSM2029466,60_Day_NT,8.1649,36.34
Prf1,1450335_at,GSM2029389,Normal,8.9039,50.08
Prf1,1450335_at,GSM2029390,Normal,8.8675,48.01
Prf1,1450335_at,GSM2029391,Normal,9.2473,54.78
Prf1,1450335_at,GSM2029392,Normal,8.8631,48.0
Prf1,1450335_at,GSM2029393,Normal,9.411,55.5
Prf1,1450335_at,GSM2029394,Normal,8.7816,45.85
Prf1,1450335_at,GSM2029395,Normal,8.8429,48.64
Prf1,1450335_at,GSM2029396,Normal,9.1946,55.75
Prf1,1450335_at,GSM2029397,5_Day_DC101,8.7009,45.63
Prf1,1450335_at,GSM2029398,5_Day_DC101,8.9752,48.76
Prf1,1450335_at,GSM2029399,5_Day_DC101,8.6477,47.26
Prf1,1450335_at,GSM2029400,5_Day_DC101,8.7897,44.62
Prf1,1450335_at,GSM2029401,5_Day_DC101,8.591,44.67
Prf1,1450335_at,GSM2029402,5_Day_DC101,9.0378,51.82
Prf1,1450335_at,GSM2029403,5_Day_DC101,9.0578,51.85
Prf1,1450335_at,GSM2029404,5_Day_DC101,8.987,50.62
Prf1,1450335_at,GSM2029405,5_Day_G6,8.9536,49.05
Prf1,1450335_at,GSM2029406,5_Day_G6,8.2409,38.56
Prf1,1450335_at,GSM2029407,5_Day_G6,8.4862,43.05
Prf1,1450335_at,GSM2029408,5_Day_G6,8.9661,48.71
Prf1,1450335_at,GSM2029409,5_Day_G6,8.1897,37.98
Prf1,1450335_at,GSM2029410,5_Day_G6,8.3192,39.81
Prf1,1450335_at,GSM2029411,5_Day_G6,8.7756,47.68
Prf1,1450335_at,GSM2029412,5_Day_G6,8.629,45.84
Prf1,1450335_at,GSM2029413,5_Day_NT,8.8202,48.42
Prf1,1450335_at,GSM2029414,5_Day_NT,8.8846,48.38
Prf1,1450335_at,GSM2029415,5_Day_NT,8.7953,46.97
Prf1,1450335_at,GSM2029416,5_Day_NT,8.9056,49.0
Prf1,1450335_at,GSM2029417,5_Day_NT,8.5673,44.67
Prf1,1450335_at,GSM2029418,5_Day_NT,8.4547,41.14
Prf1,1450335_at,GSM2029419,5_Day_NT,8.9279,48.18
Prf1,1450335_at,GSM2029420,5_Day_NT,8.7176,44.43
Prf1,1450335_at,GSM2029421,20_Day_DC101,9.4928,56.19
Prf1,1450335_at,GSM2029422,20_Day_DC101,9.2335,52.5
Prf1,1450335_at,GSM2029423,20_Day_DC101,8.4501,40.73
Prf1,1450335_at,GSM2029424,20_Day_DC101,9.0207,48.81
Prf1,1450335_at,GSM2029425,20_Day_DC101,8.3009,39.18
Prf1,1450335_at,GSM2029426,20_Day_DC101,8.833,45.91
Prf1,1450335_at,GSM2029427,20_Day_DC101,9.1122,50.32
Prf1,1450335_at,GSM2029428,20_Day_DC101,8.8682,48.76
Prf1,1450335_at,GSM2029429,20_Day_G6,8.9293,46.95
Prf1,1450335_at,GSM2029430,20_Day_G6,8.8548,48.51
Prf1,1450335_at,GSM2029431,20_Day_G6,9.0302,50.0
Prf1,1450335_at,GSM2029432,20_Day_G6,9.1482,50.24
Prf1,1450335_at,GSM2029433,20_Day_G6,8.9541,50.12
Prf1,1450335_at,GSM2029434,20_Day_G6,9.015,49.01
Prf1,1450335_at,GSM2029435,20_Day_G6,9.1613,52.68
Prf1,1450335_at,GSM2029436,20_Day_G6,9.2388,52.44
Prf1,1450335_at,GSM2029437,20_Day_NT,9.2833,53.06
Prf1,1450335_at,GSM2029438,20_Day_NT,9.1976,51.34
Prf1,1450335_at,GSM2029439,20_Day_NT,9.4358,56.48
Prf1,1450335_at,GSM2029440,20_Day_NT,8.9051,46.91
Prf1,1450335_at,GSM2029441,20_Day_NT,9.0697,49.73
Prf1,1450335_at,GSM2029442,20_Day_NT,8.9078,47.9
Prf1,1450335_at,GSM2029443,20_Day_NT,8.6089,43.7
Prf1,1450335_at,GSM2029444,20_Day_NT,8.9373,45.9
Prf1,1450335_at,GSM2029445,60_Day_DC101,9.0952,52.46
Prf1,1450335_at,GSM2029446,60_Day_DC101,9.1171,52.16
Prf1,1450335_at,GSM2029447,60_Day_DC101,8.872,49.88
Prf1,1450335_at,GSM2029448,60_Day_DC101,9.2425,53.15
Prf1,1450335_at,GSM2029449,60_Day_DC101,9.1205,49.77
Prf1,1450335_at,GSM2029450,60_Day_DC101,8.8216,47.44
Prf1,1450335_at,GSM2029451,60_Day_G6,8.9593,48.55
Prf1,1450335_at,GSM2029452,60_Day_G6,8.9402,49.14
Prf1,1450335_at,GSM2029453,60_Day_G6,9.1675,52.46
Prf1,1450335_at,GSM2029454,60_Day_G6,9.0644,50.64
Prf1,1450335_at,GSM2029455,60_Day_G6,9.1557,51.93
Prf1,1450335_at,GSM2029456,60_Day_G6,9.0647,51.77
Prf1,1450335_at,GSM2029457,60_Day_G6,8.6969,46.87
Prf1,1450335_at,GSM2029458,60_Day_G6,9.1406,50.65
Prf1,1450335_at,GSM2029459,60_Day_NT,9.232,53.5
Prf1,1450335_at,GSM2029460,60_Day_NT,9.0347,49.8
Prf1,1450335_at,GSM2029461,60_Day_NT,8.2745,38.42
Prf1,1450335_at,GSM2029462,60_Day_NT,9.328,53.52
Prf1,1450335_at,GSM2029463,60_Day_NT,8.6602,45.61
Prf1,1450335_at,GSM2029464,60_Day_NT,9.1584,52.17
Prf1,1450335_at,GSM2029465,60_Day_NT,9.1425,51.1
Prf1,1450335_at,GSM2029466,60_Day_NT,8.7066,44.62
Klrk1,1450495_a_at,GSM2029389,Normal,9.682,61.79
Klrk1,1450495_a_at,GSM2029390,Normal,9.4592,57.73
Klrk1,1450495_a_at,GSM2029391,Normal,7.9535,36.11
Klrk1,1450495_a_at,GSM2029392,Normal,9.1002,51.86
Klrk1,1450495_a_at,GSM2029393,Normal,9.1947,51.96
Klrk1,1450495_a_at,GSM2029394,Normal,9.4502,56.79
Klrk1,1450495_a_at,GSM2029395,Normal,9.1031,52.83
Klrk1,1450495_a_at,GSM2029396,Normal,8.5657,45.79
Klrk1,1450495_a_at,GSM2029397,5_Day_DC101,8.8651,48.29
Klrk1,1450495_a_at,GSM2029398,5_Day_DC101,9.2564,53.21
Klrk1,1450495_a_at,GSM2029399,5_Day_DC101,9.3322,56.88
Klrk1,1450495_a_at,GSM2029400,5_Day_DC101,9.8594,62.58
Klrk1,1450495_a_at,GSM2029401,5_Day_DC101,9.67,60.5
Klrk1,1450495_a_at,GSM2029402,5_Day_DC101,9.4173,57.34
Klrk1,1450495_a_at,GSM2029403,5_Day_DC101,9.3242,55.83
Klrk1,1450495_a_at,GSM2029404,5_Day_DC101,9.3219,55.57
Klrk1,1450495_a_at,GSM2029405,5_Day_G6,9.4968,57.4
Klrk1,1450495_a_at,GSM2029406,5_Day_G6,9.378,55.88
Klrk1,1450495_a_at,GSM2029407,5_Day_G6,9.37,56.35
Klrk1,1450495_a_at,GSM2029408,5_Day_G6,9.0388,49.92
Klrk1,1450495_a_at,GSM2029409,5_Day_G6,9.8142,62.72
Klrk1,1450495_a_at,GSM2029410,5_Day_G6,9.3869,56.48
Klrk1,1450495_a_at,GSM2029411,5_Day_G6,8.8388,48.67
Klrk1,1450495_a_at,GSM2029412,5_Day_G6,9.0201,52.07
Klrk1,1450495_a_at,GSM2029413,5_Day_NT,9.2716,54.86
Klrk1,1450495_a_at,GSM2029414,5_Day_NT,9.2003,52.95
Klrk1,1450495_a_at,GSM2029415,5_Day_NT,9.1552,52.55
Klrk1,1450495_a_at,GSM2029416,5_Day_NT,8.9255,49.29
Klrk1,1450495_a_at,GSM2029417,5_Day_NT,9.1346,53.03
Klrk1,1450495_a_at,GSM2029418,5_Day_NT,9.1321,51.78
Klrk1,1450495_a_at,GSM2029419,5_Day_NT,9.4601,56.51
Klrk1,1450495_a_at,GSM2029420,5_Day_NT,9.1333,50.91
Klrk1,1450495_a_at,GSM2029421,20_Day_DC101,9.6067,58.05
Klrk1,1450495_a_at,GSM2029422,20_Day_DC101,9.1679,51.46
Klrk1,1450495_a_at,GSM2029423,20_Day_DC101,9.2025,52.44
Klrk1,1450495_a_at,GSM2029424,20_Day_DC101,9.445,55.81
Klrk1,1450495_a_at,GSM2029425,20_Day_DC101,8.626,44.34
Klrk1,1450495_a_at,GSM2029426,20_Day_DC101,8.5632,41.82
Klrk1,1450495_a_at,GSM2029427,20_Day_DC101,9.3263,53.53
Klrk1,1450495_a_at,GSM2029428,20_Day_DC101,8.8342,48.2
Klrk1,1450495_a_at,GSM2029429,20_Day_G6,9.3334,53.63
Klrk1,1450495_a_at,GSM2029430,20_Day_G6,8.2797,40.03
Klrk1,1450495_a_at,GSM2029431,20_Day_G6,9.2302,53.05
Klrk1,1450495_a_at,GSM2029432,20_Day_G6,9.2455,51.7
Klrk1,1450495_a_at,GSM2029433,20_Day_G6,8.9122,49.52
Klrk1,1450495_a_at,GSM2029434,20_Day_G6,9.1791,51.62
Klrk1,1450495_a_at,GSM2029435,20_Day_G6,8.9587,49.67
Klrk1,1450495_a_at,GSM2029436,20_Day_G6,9.2812,53.06
Klrk1,1450495_a_at,GSM2029437,20_Day_NT,9.074,50.01
Klrk1,1450495_a_at,GSM2029438,20_Day_NT,8.8286,45.83
Klrk1,1450495_a_at,GSM2029439,20_Day_NT,9.0024,49.98
Klrk1,1450495_a_at,GSM2029440,20_Day_NT,9.1955,51.86
Klrk1,1450495_a_at,GSM2029441,20_Day_NT,8.4898,40.71
Klrk1,1450495_a_at,GSM2029442,20_Day_NT,8.9577,48.67
Klrk1,1450495_a_at,GSM2029443,20_Day_NT,8.9182,48.25
Klrk1,1450495_a_at,GSM2029444,20_Day_NT,9.5469,55.73
Klrk1,1450495_a_at,GSM2029445,60_Day_DC101,9.0212,51.3
Klrk1,1450495_a_at,GSM2029446,60_Day_DC101,8.7433,46.15
Klrk1,1450495_a_at,GSM2029447,60_Day_DC101,9.2601,55.79
Klrk1,1450495_a_at,GSM2029448,60_Day_DC101,9.2975,54.08
Klrk1,1450495_a_at,GSM2029449,60_Day_DC101,9.4262,54.67
Klrk1,1450495_a_at,GSM2029450,60_Day_DC101,9.1501,52.64
Klrk1,1450495_a_at,GSM2029451,60_Day_G6,9.4842,56.88
Klrk1,1450495_a_at,GSM2029452,60_Day_G6,9.0479,50.76
Klrk1,1450495_a_at,GSM2029453,60_Day_G6,8.6308,44.05
Klrk1,1450495_a_at,GSM2029454,60_Day_G6,9.0993,51.2
Klrk1,1450495_a_at,GSM2029455,60_Day_G6,8.6177,43.46
Klrk1,1450495_a_at,GSM2029456,60_Day_G6,9.1212,52.82
Klrk1,1450495_a_at,GSM2029457,60_Day_G6,9.3933,57.66
Klrk1,1450495_a_at,GSM2029458,60_Day_G6,9.6579,59.71
Klrk1,1450495_a_at,GSM2029459,60_Day_NT,9.0199,50.29
Klrk1,1450495_a_at,GSM2029460,60_Day_NT,9.0555,50.18
Klrk1,1450495_a_at,GSM2029461,60_Day_NT,10.0275,66.4
Klrk1,1450495_a_at,GSM2029462,60_Day_NT,9.7106,59.87
Klrk1,1450495_a_at,GSM2029463,60_Day_NT,7.801,32.66
Klrk1,1450495_a_at,GSM2029464,60_Day_NT,9.2692,53.94
Klrk1,1450495_a_at,GSM2029465,60_Day_NT,9.5643,57.95
Klrk1,1450495_a_at,GSM2029466,60_Day_NT,9.0116,49.37
Nkg7,1450753_at,GSM2029389,Normal,8.6488,46.05
Nkg7,1450753_at,GSM2029390,Normal,7.1908,23.71
Nkg7,1450753_at,GSM2029391,Normal,8.5038,44.24
Nkg7,1450753_at,GSM2029392,Normal,7.1456,24.03
Nkg7,1450753_at,GSM2029393,Normal,8.5457,41.39
Nkg7,1450753_at,GSM2029394,Normal,7.22,23.93
Nkg7,1450753_at,GSM2029395,Normal,7.7251,31.52
Nkg7,1450753_at,GSM2029396,Normal,8.1382,39.18
Nkg7,1450753_at,GSM2029397,5_Day_DC101,8.8889,48.7
Nkg7,1450753_at,GSM2029398,5_Day_DC101,8.5519,42.08
Nkg7,1450753_at,GSM2029399,5_Day_DC101,9.5373,59.76
Nkg7,1450753_at,GSM2029400,5_Day_DC101,9.9401,63.9
Nkg7,1450753_at,GSM2029401,5_Day_DC101,9.4764,57.7
Nkg7,1450753_at,GSM2029402,5_Day_DC101,8.9795,51.02
Nkg7,1450753_at,GSM2029403,5_Day_DC101,9.1603,53.41
Nkg7,1450753_at,GSM2029404,5_Day_DC101,8.9759,50.44
Nkg7,1450753_at,GSM2029405,5_Day_G6,9.7233,60.65
Nkg7,1450753_at,GSM2029406,5_Day_G6,9.6455,59.86
Nkg7,1450753_at,GSM2029407,5_Day_G6,9.0435,51.41
Nkg7,1450753_at,GSM2029408,5_Day_G6,9.5356,58.08
Nkg7,1450753_at,GSM2029409,5_Day_G6,9.8964,63.91
Nkg7,1450753_at,GSM2029410,5_Day_G6,10.2716,69.42
Nkg7,1450753_at,GSM2029411,5_Day_G6,8.4614,42.82
Nkg7,1450753_at,GSM2029412,5_Day_G6,8.8756,49.73
Nkg7,1450753_at,GSM2029413,5_Day_NT,8.9152,49.83
Nkg7,1450753_at,GSM2029414,5_Day_NT,8.8102,47.24
Nkg7,1450753_at,GSM2029415,5_Day_NT,8.5966,43.86
Nkg7,1450753_at,GSM2029416,5_Day_NT,8.8349,48.0
Nkg7,1450753_at,GSM2029417,5_Day_NT,9.0531,51.83
Nkg7,1450753_at,GSM2029418,5_Day_NT,8.9685,49.24
Nkg7,1450753_at,GSM2029419,5_Day_NT,9.2038,52.5
Nkg7,1450753_at,GSM2029420,5_Day_NT,9.4329,55.52
Nkg7,1450753_at,GSM2029421,20_Day_DC101,9.1944,51.3
Nkg7,1450753_at,GSM2029422,20_Day_DC101,9.1801,51.68
Nkg7,1450753_at,GSM2029423,20_Day_DC101,8.1093,35.44
Nkg7,1450753_at,GSM2029424,20_Day_DC101,9.0586,49.47
Nkg7,1450753_at,GSM2029425,20_Day_DC101,9.0989,51.7
Nkg7,1450753_at,GSM2029426,20_Day_DC101,8.016,33.59
Nkg7,1450753_at,GSM2029427,20_Day_DC101,8.2559,36.89
Nkg7,1450753_at,GSM2029428,20_Day_DC101,7.6282,29.39
Nkg7,1450753_at,GSM2029429,20_Day_G6,7.9821,31.77
Nkg7,1450753_at,GSM2029430,20_Day_G6,7.6316,30.59
Nkg7,1450753_at,GSM2029431,20_Day_G6,8.227,37.56
Nkg7,1450753_at,GSM2029432,20_Day_G6,8.4582,39.45
Nkg7,1450753_at,GSM2029433,20_Day_G6,7.6053,30.48
Nkg7,1450753_at,GSM2029434,20_Day_G6,7.9082,31.55
Nkg7,1450753_at,GSM2029435,20_Day_G6,8.0749,36.15
Nkg7,1450753_at,GSM2029436,20_Day_G6,7.5491,26.84
Nkg7,1450753_at,GSM2029437,20_Day_NT,7.4965,26.9
Nkg7,1450753_at,GSM2029438,20_Day_NT,7.5295,27.18
Nkg7,1450753_at,GSM2029439,20_Day_NT,7.7896,31.29
Nkg7,1450753_at,GSM2029440,20_Day_NT,8.2871,36.79
Nkg7,1450753_at,GSM2029441,20_Day_NT,7.8788,31.37
Nkg7,1450753_at,GSM2029442,20_Day_NT,6.5308,18.12
Nkg7,1450753_at,GSM2029443,20_Day_NT,8.8943,47.9
