accession	sample	group	Cldn4	Sting1	Cgas	Stk11	NHEJ	STING_core	STING_ISG	Actb	Aplf	Aptx	Cxcl10	Dclre1c	Gapdh	Ifit1	Ifnb1	Ikbke	Irf3	Irf7	Isg15	Lig4	Mx1	Nhej1	Pnkp	Poll	Polm	Prkdc	Rsad2	Stat1	Tbk1	Xrcc4	Xrcc5	Xrcc6	design	Paxx
GSE274351	KP1_S11_L00	KP	1.8797057662822882	5.720004786954807	2.7803100990433753	5.782932704820836	0.43222581430871604	0.3424546833431853	1.0992091697019004	11.988478775640433	0.0	1.8155754288625725	4.0557162635125446	3.270528942380718	6.713420884868084	0.0	0.0	0.16349873228287956	5.833396134163228	5.331633567171029	3.0373822220030804	1.0565835283663676	1.3673710656485294	0.0	7.576522137920503	0.0	0.3334237337251918	1.1890338243900171	2.250961573533219	5.332707933640605	0.8155754288625726	0.16349873228287956	4.680324356844016	4.843983844048327	lcm_adenoma	3.0531113364595623
GSE274351	KP2_S12_L00	KP	4.553360503335328	5.821710215034674	1.0071955014042038	4.61706334388818	0.7944895679364092	0.371801103453879	0.3603032558838004	12.359216960430205	1.5993177936982261	2.6158870739160567	1.4005379295837286	0.7570232465074596	8.333870928496724	0.43295940727610627	0.0	0.0	6.321206566969903	3.486714373030702	2.613531652917927	2.350497247084133	0.0	0.21412480535284734	5.740927560318628	0.7398481026993274	0.29865831556451516	0.7311832415722002	2.0071955014042038	6.017921907997263	3.431622959713292	1.7570232465074596	2.9392265777282085	3.4854268271702415	lcm_adenoma	4.616475328782878
GSE274351	KP3_S13_L00	KP	4.724650271732967	6.624978179569036	0.02856915219677092	2.4802651220544627	0.056250555720983655	-0.08939263474584905	-0.45649265374752723	13.265683898077596	2.4620523187964327	0.08406426478847455	0.0	0.0	7.065981522631245	0.0	0.0	0.0	3.1489341045263393	2.111031312388744	0.6690267655096306	2.996388746447621	0.0	0.0	7.132576842670009	0.0	0.7398481026993274	0.04264433740849372	0.0	4.117695042669754	2.3362833878644325	0.0	2.150559676575381	4.811984719351674	lcm_adenoma	0.2016338611696504
GSE274351	KP4_S14_L00	KP	0.0	0.0	0.0	0.0	-0.7863751449219392	-0.5627834227173871	0.8243562472198116	10.437616845831046	0.0	0.0	0.0	0.0	0.0	1.6599245584023783	0.0	0.0	2.646162657157894	0.48542682717024166	3.438292851579147	0.0	0.0	0.0	0.0	0.0	0.13750352374993502	0.0	6.44012167872693	6.880195728943098	2.956056652412403	0.0	0.15055967657538138	0.0	lcm_adenoma	0.0
GSE274351	KP5_S15_L00	KP	5.145677455195635	6.774391746530913	0.0	6.400367145914883	0.010834360054895634	-0.1608660953210763	0.10028180146326246	12.493497732582284	1.859969548221026	0.0	0.34482849699744117	0.0	7.674545393845865	0.918386234446348	0.0	0.0	0.0	0.0	3.070389327891398	3.538538163629804	0.0	0.0	0.0	0.0	0.0	0.0	2.2539892662307865	4.2024177215751815	3.493134922305505	4.767125077269071	5.62702310555406	0.0	lcm_adenoma	0.0
GSE274351	KL1_S16_L00	KL	3.2203299548795554	4.032100843167024	1.5210507369009632	0.0	0.41657469106414935	0.06902435769137283	0.054461356782707804	12.237771629922817	2.0942360698457656	2.9763636357327616	0.0	0.0	9.021840578128195	0.0	0.0	0.0	5.871104373555458	3.899175630480513	2.9126498648972037	1.6276068381296498	0.0	0.0	7.23112515787905	0.0	2.327687364176047	1.7048719644563528	1.6229303509201767	4.235727059838059	1.6182386555954547	0.9411063109464314	2.641546029087524	2.5777309314900805	lcm_adenoma	0.0
GSE274351	KL2_S17_L00	KL	2.599317793698226	3.7015490569430707	3.1160319934471103	2.8972404255747994	0.4906078286925912	1.3532210346545104	0.03348053350910063	12.3916275766519	0.6780719051126377	0.0	4.783456654360239	2.327687364176047	6.680042992622571	0.0	0.0	3.807354922057604	6.107478646626618	0.0	1.6507645591169025	0.08406426478847455	0.0	0.0	0.0	2.541019153133559	2.9818526532897405	0.8318772411916731	0.0	6.434127784188027	4.483493351284395	3.575312330687437	2.189033824390017	4.182692297516191	lcm_adenoma	2.440952198029637
GSE274351	KL3_S29_L00	KL	0.0	0.0	0.0	4.3750394313469245	-0.2649146355301087	-0.4880430813304284	-0.9353184014000944	12.649790576381251	0.0	0.7398481026993274	0.0	0.0	4.603477988254004	0.0	0.0	0.0	8.903972199589903	0.0	0.0	0.070389327891398	0.0	0.0	2.9616233282869446	0.0	0.0	2.2016338611696504	0.056583528366367514	0.070389327891398	0.0	0.8399595874895318	0.0	4.6915341649192	lcm_adenoma	0.0
GSE274351	KL4_S30_L00	KL	5.304876050044889	0.09761079662642233	0.0	0.08406426478847455	-0.5848547223993629	-0.49655192475601256	-0.5148380842079578	12.298231578882005	0.04264433740849372	0.0	0.0	0.0	1.6182386555954547	0.0	0.0	0.0	0.47508488294878287	0.0	0.0	0.0	0.0	0.0	0.5360529002402097	0.0	0.0	0.08406426478847455	0.0	6.898692072560488	4.673556423990145	0.0	4.24031432933371	0.0	lcm_adenoma	0.44360665147561457
GSE274351	KL5_S31_L00	KL	0.0	2.7803100990433753	0.0	0.0	-0.5648383149263346	-0.33886402027219437	-0.5654432252050035	13.625477125807162	0.0	0.0	0.0	0.0	3.346247774082775	0.0	0.0	0.0	7.978481668709669	0.0	3.0214797274104517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6690267655096306	0.0	0.0	0.0	7.416501992867417	lcm_adenoma	0.0
GSE274351	K1_S8_L00	K	3.4594316186372973	0.7484612330040358	0.0	5.292045492492862	-0.3921329420928799	-0.3896084594829618	0.39473629063273213	11.898333077102173	0.0	0.0	0.0	0.0	0.27500704749986976	5.216454865144757	0.0	0.0	7.2484020061434355	0.0	2.7420062108667365	0.5459683691052925	0.0	0.0	0.0	0.0	1.292781749227846	0.0	0.0	5.611172380044005	1.1110313123887439	2.3923174227787602	1.1375035237499351	0.0	lcm_adenoma	0.0
GSE274351	K2_S28_L00	K	4.888499735514123	0.28688114778816154	1.6780719051126378	8.130416117959966	0.30435984292404594	0.27103508286694605	-0.23279204571540474	11.920386354137023	3.221877081077034	0.070389327891398	0.0	0.02856915219677092	10.596003349394246	0.0	0.0	0.0	7.522149933175767	0.2630344058337938	3.3204846780176935	0.0	0.0	0.0	0.8073549220576041	0.0	0.0	5.386810946472217	0.0	0.5058909297299573	4.996840647795369	0.0	6.067165427017112	0.0	lcm_adenoma	6.576975554206532
GSE274351	K3_S9_L00	K	0.0	6.338246117182035	0.0	5.606738317417591	0.12298519563869924	-0.3142404797075671	-0.18979930765707073	12.213526513792438	0.0	0.7990873060740036	0.0	0.0	7.343141289974325	0.0	0.0	0.0	2.9541963103868754	0.0	0.0	3.085764553778314	1.5260688116675876	0.0	4.423578170981798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.473462236235279	6.943804143834752	lcm_adenoma	0.0
GSE274351	K4_S10_L00	K	0.15055967657538138	4.601102203376409	1.835924074254375	4.000901402741532	0.10915866634505526	0.2938003043974743	0.2648924920377979	12.603331934693964	0.0	2.9781956296816516	6.2918613695852175	0.5459683691052925	7.149035756458098	0.0	0.0	0.0	8.379811543786989	0.0	2.4724877714627436	2.3812833725037836	0.0	0.0	1.6599245584023783	0.0	0.0	0.0	0.0	4.989139007368233	0.17632277264046287	0.0	4.275752048828529	5.821199978056451	lcm_adenoma	0.0
GSE274351	KL1_S16_L00	KL	3.2203299548795554	4.032100843167024	1.5210507369009632	0.0	0.5076089697628768	0.13186616795819175	0.8005120451900664	12.237771629922817	2.0942360698457656	2.9763636357327616	0.0	0.0	9.021840578128195	0.0	0.0	0.0	5.871104373555458	3.899175630480513	2.9126498648972037	1.6276068381296498	0.0	0.0	7.23112515787905	0.0	2.327687364176047	1.7048719644563528	1.6229303509201767	4.235727059838059	1.6182386555954547	0.9411063109464314	2.641546029087524	2.5777309314900805	lcm_adenoma	0.0
GSE274351	KL2_S17_L00	KL	2.599317793698226	3.7015490569430707	3.1160319934471103	2.8972404255747994	0.665230868337131	1.324146354421246	0.15984764443092989	12.3916275766519	0.6780719051126377	0.0	4.783456654360239	2.327687364176047	6.680042992622571	0.0	0.0	3.807354922057604	6.107478646626618	0.0	1.6507645591169025	0.08406426478847455	0.0	0.0	0.0	2.541019153133559	2.9818526532897405	0.8318772411916731	0.0	6.434127784188027	4.483493351284395	3.575312330687437	2.189033824390017	4.182692297516191	lcm_adenoma	2.440952198029637
GSE274351	KL3_S29_L00	KL	0.0	0.0	0.0	4.3750394313469245	-0.2711983700355019	-0.4388994268220207	-0.6247982330518641	12.649790576381251	0.0	0.7398481026993274	0.0	0.0	4.603477988254004	0.0	0.0	0.0	8.903972199589903	0.0	0.0	0.070389327891398	0.0	0.0	2.9616233282869446	0.0	0.0	2.2016338611696504	0.056583528366367514	0.070389327891398	0.0	0.8399595874895318	0.0	4.6915341649192	lcm_adenoma	0.0
GSE274351	KL4_S30_L00	KL	5.304876050044889	0.09761079662642233	0.0	0.08406426478847455	-0.5272893827536808	-0.6227708967775524	-0.285523499621159	12.298231578882005	0.04264433740849372	0.0	0.0	0.0	1.6182386555954547	0.0	0.0	0.0	0.47508488294878287	0.0	0.0	0.0	0.0	0.0	0.5360529002402097	0.0	0.0	0.08406426478847455	0.0	6.898692072560488	4.673556423990145	0.0	4.24031432933371	0.0	lcm_adenoma	0.44360665147561457
GSE274351	KL5_S31_L00	KL	0.0	2.7803100990433753	0.0	0.0	-0.5187228481257458	-0.25532864685375717	-0.28707538624602785	13.625477125807162	0.0	0.0	0.0	0.0	3.346247774082775	0.0	0.0	0.0	7.978481668709669	0.0	3.0214797274104517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6690267655096306	0.0	0.0	0.0	7.416501992867417	lcm_adenoma	0.0
GSE274352	KP2_empty2	KP	10.819481261055888	2.9643181384801136	5.687849970736288	9.103879366516848	0.27485307676054266	-0.928659841347567	-1.0855636508656175	17.148026755255742	6.207620537746695	7.299253674611901	0.0	6.529439627595702	6.6599860028909905	0.9797185524933052	0.0	6.149539980362411	8.410477412637597	0.0	1.5578567121583597	6.317205149974983	0.0	5.169720739436245	7.6667052936502635	7.595980743328592	4.35343713323772	6.369026252815986	0.0	5.047828948784212	6.959471599564325	6.7668727557641235	8.724114759731103	8.030764308278055	cell_line_empty_vector	5.937085404439206
GSE274352	KP3_empty2	KP	9.472028010975052	3.8370422669337327	7.425301649088427	9.408953925789108	-0.5613366138846273	-0.5474014067358317	-0.220051062663988	17.17627316285918	6.510794533688769	6.2114191165072805	2.7433369849017386	6.2835208095644886	6.385336479930896	0.9630022552032166	0.0	5.248881276637064	8.242684499244007	1.5354182818092503	2.262267540386004	6.980891579383819	0.0	5.284458326562001	6.856398627948368	6.612278113254077	4.927433407498315	6.154875022805669	1.5354182818092503	5.248881276637064	7.034112646443616	6.555164376025668	8.380577116741248	7.686936482267817	cell_line_empty_vector	5.097091636382294
GSE274352	KP1_empty	KP	8.998651099225615	6.179772781330181	6.624594296488218	9.172359963182908	-0.2358381560710261	-0.5053125307022263	-0.22770733895268438	17.42272943687433	6.276643296452004	6.880265663665947	2.815918577329977	6.331789697590632	6.916793665724569	2.32992241856334	0.0	5.817163207457395	8.229121127983717	1.0050016411241722	0.0	6.564468982627854	0.0	5.682216202988709	7.076000925116794	7.4277803197636585	3.8166299260207097	5.594741164545348	1.5916275096150116	5.402066464419147	6.928766993035165	6.452815108094269	8.675297407923246	8.169822542912272	cell_line_empty_vector	5.624492739630293
GSE274352	KL2_empty2	KL	8.996011635460038	5.904576051967436	7.611169317855598	7.538620348037271	0.057629627607216335	0.3006818471901339	0.3340967482557648	17.911908149610564	5.837037629751741	7.641178615996317	1.902927349988448	6.806818383200041	7.257897333351311	0.0	0.0	7.911241212790197	7.9754679209623225	1.902927349988448	2.353201517480409	5.082215034997481	3.8776031464924583	6.514288166243054	7.927567930685479	7.869597295218033	4.518390341028892	5.691664822563574	3.5800067401873226	6.0607629137609065	7.393368664754034	6.841697271449323	8.272478870948882	7.538620348037271	cell_line_empty_vector	6.030849029921997
GSE274352	KL1_empty2	KL	9.708965960580574	6.796628082406035	7.557679280611782	7.458690466679567	0.39754125825420655	0.5715065349964823	0.06643948167818214	17.549052271032448	6.330995138523947	7.548955762005399	0.0	7.077046913052507	7.290953335010454	1.0947607978080733	0.0	8.00309481394066	8.322618819935094	1.7099757932945985	2.470694773576288	4.699723006231094	3.627346137324218	6.111586413995248	7.8410366144814	7.513524437556121	6.01354027801948	6.591039664053651	2.470694773576288	5.79486498590569	7.215785038999666	6.390800025060107	8.592562773222124	7.439939348136111	cell_line_empty_vector	6.751718202958007
GSE274352	KL3_empty	KL	9.997526095481485	7.528032092101119	6.946972546280899	7.3987087667539075	0.06715080733369692	1.1091853965990177	1.132785822548344	17.30657617742939	6.909480914411039	7.256641112309938	1.039142433447417	7.28619590725896	6.691192966839068	2.058322475228969	0.0	8.099329347470887	8.691768813737383	3.0678177142149847	4.32121404240588	6.285687401495556	4.597538717813132	5.323197573459683	7.544431388487389	6.748938579813662	5.630238425941597	5.803751396433151	4.93263576823404	5.933934399431506	7.511444237426147	6.790779835065573	8.503296945827433	7.460504676393445	cell_line_empty_vector	4.7747946411742594
GSE164758	KP109_LJE3	KP	4.153805336079036	3.782618243736098	0.5018212654209103	4.277240898332068	-0.027060687276219686	-1.3584321764504483	-1.0282341444017815	9.187121916525758	2.3007094716500966	1.7990873060740036	0.43295940727610627	1.0468402542029724	0.6031218698399965	2.1332347063571437	0.0	0.6959938131099002	3.8619553641448694	1.820485342986379	2.343692069179019	2.4374940908089657	0.8702660703959826	2.333423733725192	3.2963105607080925	1.8535965062025126	1.954568570752994	1.4604804700400107	0.33456827566613295	3.2149019101606964	4.056149961108141	3.926758531986465	4.944671070647734	4.508175081032674	autochthonous_primary_tumor	
GSE164758	KP115_LJE4	KP	4.262959263510233	4.6002697535090045	0.8773516264492625	4.110446768909197	0.5578718464255864	-0.3630829559276641	-0.9884380662540087	9.277582651576553	2.354734239970604	1.6313371441274813	0.43509515162009715	1.3132458517875616	1.1699250014423124	1.5670586262991952	0.0	1.228972569760161	4.219865493307409	1.4756037446845998	1.76000798683207	2.604783004209917	2.1628545281905103	3.0837239663930083	2.7316177228406215	1.9145645234939397	2.090175949790207	1.3184614651675828	0.4092551466848378	3.226662655661173	3.972141200200944	4.199750856715837	5.623457213121167	4.6077445666919825	autochthonous_primary_tumor	
GSE164758	KP116_LJE5	KP	3.5108353615299506	4.195977458642588	0.5577776713949258	4.155344470157856	0.26845370465412804	-1.1453868078768408	-1.013613594131375	8.867939694788799	2.011853405743789	1.9111163063782193	0.48645695576873105	1.1170300530101869	0.87263179113525	2.16800012451782	0.0	0.8024000401148393	3.8545941516615954	1.7878503341912995	2.425190721493447	2.5157629055412007	0.7739963251111731	2.672199019115766	3.0679828301843024	2.440686483867197	2.2424500736777015	1.465713319595964	0.27381424458703657	3.538414002087416	4.023166622939539	3.942139121211476	5.051546119577927	4.285993972373781	autochthonous_primary_tumor	
GSE164758	KP119_LJE6	KP	4.014087441064139	4.222495467302056	0.9811219897943106	3.6638000155317627	0.5666865772759331	-0.2701721524123458	-1.147302303213427	8.715251618309855	1.866314561377047	1.6424705373158217	0.3961594890731545	1.4103411046140875	1.065572311593622	2.0068365773966583	0.0	1.6672109124808707	4.146003451138925	1.3109217352303437	1.6708403358815618	3.1009776477248208	0.765534746362977	2.7355221772965375	2.54399071966485	1.8984018599921932	2.036327491817765	1.8535965062025126	0.8937505017205659	2.845791103713712	3.9811219897943104	4.127633279725874	5.289908220707337	4.539220861173239	autochthonous_primary_tumor	
GSE164758	KP137_LJE7	KP	3.5531147081152272	4.802916968366057	1.2473199349798196	3.7343302702514034	-0.0061064721672535556	0.3311361585308319	0.2944986042174249	9.09599296747652	2.4369613378336026	1.7949356628035362	3.1345495344644543	1.2159891541467205	0.6762674082658896	2.666074842620693	0.07313470463021537	1.7506065048355925	3.9065058256260032	2.094911647025467	2.5784557217795716	2.7710404144367784	1.3487989596121075	2.315566230318949	2.795974694206668	1.6341285575250406	1.74416109557041	1.59741198755465	0.848798181244189	5.19503256501146	4.05528243550119	3.9941271140031285	5.101355927246515	4.338353098387148	autochthonous_primary_tumor	
GSE164758	KP138_LJE8	KP	4.106683323579771	5.056930288382672	0.9568001180515765	3.618943383301834	0.215175032774363	0.6135386619036263	0.9670345427218912	9.099124221376293	2.256406853794245	1.6266727526059934	3.1066833235797717	1.3126651735583943	0.7924389300646378	3.5932342386846994	0.08406426478847455	2.23204671335011	3.868094079915283	2.564622052436981	3.4059923596758366	3.2550474593191705	0.925999418556223	2.652830635588716	2.4926223285744458	1.4833643607133495	1.5553253589892455	1.6285403192627603	1.5538519681811258	6.200104107309143	4.262357983984618	4.180466161223898	5.302903907566103	4.465125570663226	autochthonous_primary_tumor	
GSE164758	KP96_LJE1	KP	4.27135096956878	5.2873614734435925	0.8213020398895298	3.727702672837238	-0.3659893898732998	0.1719584445877909	1.1597703767002583	9.497989514970488	2.1384868442748064	1.6973290237937193	3.166233395051299	0.9963887464476212	0.8375396343794035	4.134713803754798	0.0	2.540771246089236	3.871350840634026	3.568275371788277	4.040278760337996	2.903038270112912	1.761710784363344	2.308302620972327	2.4740465993193057	1.8914191868460786	1.6848187375532226	1.372952097911829	1.688404188397458	6.1408399935537235	3.9928590494706837	4.016407173849831	5.091953658441642	4.271425676092934	autochthonous_primary_tumor	
GSE164758	KP97_LJE2	KP	4.884988577651235	4.954289384483929	0.7484612330040358	4.155506388793367	0.28874803664342635	-0.0595874057106661	-0.04018094826363561	9.46539702614215	2.1775989293277336	1.557287542278308	1.7676547982373463	1.3248106034204836	0.6125884066987176	2.596696660687228	0.0	2.3986239967177454	3.8850862252901703	2.716551985049292	3.3174487937511006	2.870266070395983	1.3109217352303437	2.667438019138701	2.6843699290130068	2.1463293734357785	1.9601409803107686	1.591679416935737	0.8765660587517208	4.864681405572597	4.01292617444427	3.901397911731656	5.40646864261865	4.435228530720723	autochthonous_primary_tumor	
GSE164758	KL25	KL	3.6835841779501113	5.172327491657617	0.6879564940444818	3.8876227468431677	-0.09074132681947993	-0.026631263047958764	0.7226181638127529	9.56797128160717	1.4941595637128438	1.987684677566761	2.8011586560936985	0.9612528840582077	0.7578766597478961	2.8587767453081927	0.0	1.9701173976055	4.7076904306985865	3.259423152281415	4.229280279058734	2.711494906650088	2.176322772640463	2.855989697308481	3.594190219861658	2.572647178287917	2.0898370901196204	1.2461040098839165	1.0786098346963664	5.848021953126437	3.8745019060672066	3.5438670265159864	4.565536249946114	4.1756044381193576	autochthonous_primary_tumor	
GSE164758	KL26	KL	2.9180045185978747	5.1649069266756875	0.6986629998858844	3.6580972053513716	-0.4462560913276335	-0.19888065875377933	0.13763175061844563	9.490375581326413	1.5265696604977834	1.8702660703959828	1.8519988371124463	0.892196710465485	0.37183761733042053	2.4412178632621138	0.0	2.097947835534833	4.464210818342161	2.4507493755374963	3.3914927899807217	2.665620164066381	1.9902287934260117	2.7261772795547006	3.1223414075261195	2.5005471374206802	1.7961824107200046	1.3103401206121505	1.1263121303287038	4.960928667311696	3.816497311486011	3.5736168943660256	4.6590111711981494	4.1254031378050176	autochthonous_primary_tumor	
GSE164758	KL27	KL	3.3923174227787602	5.105636177453342	0.9343277783153695	3.7526415625825074	-0.2978781175140377	0.10041646518343939	-0.22097703314973222	9.603344454149925	1.9176227017262828	1.8172139242583265	1.6803243568440163	0.8937505017205659	0.5058909297299573	2.026445980303801	0.0	1.8003304729246357	4.728736843366021	2.3859831592978056	3.1689628840069286	2.5909612413425993	2.0840642647884744	2.834711215804725	3.4706670076248876	2.5263192578171427	1.8639384504239715	1.1972363549187066	0.4404207207567671	4.728192635498048	3.8255821300329163	3.5994368230321405	4.483815777264256	4.174326515173915	autochthonous_primary_tumor	
GSE164758	KL28	KL	3.483106344967175	5.105384749247602	0.9145645234939396	3.6726516293283846	-0.5104666465436575	0.11072973083335243	-0.5868125768255352	9.739851477262748	1.7420062108667362	1.9836776946980672	1.6672109124808707	0.8188505608954335	0.3807294485035485	1.7402799826728832	0.0	2.0738202332916713	4.6716896628400315	1.9953036053352438	2.939414661300718	2.7246502717329673	1.3912178076028974	2.7482465302666963	3.32955418726354	2.5506544499458608	1.6196477669308753	1.1123665230725632	0.34482849699744117	4.49812318975077	3.8081790837714706	3.618943383301834	4.505890929729957	4.035799837423261	autochthonous_primary_tumor	
GSE164758	KL29	KL	2.2854022188622483	4.812908898561753	0.7924389300646378	3.8422749064067636	-0.008075904542837964	0.027530515766646092	-0.2388864106330701	9.239584209624303	1.6690267655096307	1.9829479551575266	1.2666366425139892	0.9130329999521413	0.8559896973084807	2.0576235584781313	0.0	2.1551015581257027	4.776156640216047	2.6028844087184186	3.4059923596758366	2.561692721398309	1.411968510360133	2.8890840985981496	3.352758525040637	2.6002697535090045	2.1193561770396756	1.360645202460216	0.903809558578697	4.270005590197837	3.8660177614361637	3.6477749931261774	4.747978106904452	4.1815001517046095	autochthonous_primary_tumor	
GSE164758	KL30	KL	4.564500115654514	5.432458384509866	0.7527485914071338	4.1951113297886415	-0.31815724670887796	0.584904154325861	0.6314393614193663	9.737252414003153	1.729008870337863	1.9880483974831935	3.0636755031628784	0.963474123974886	0.6424705373158217	2.645932176281792	0.0	2.4494293141031993	4.866957418524278	3.503603156302259	4.01818904901106	2.4709272574751266	2.023255352300303	2.75745001623129	3.5642562111668856	2.510202406208567	1.9667995846272035	1.2345013205622104	0.7899378689801948	6.155708761535761	3.9759969576164433	3.4651908879259823	4.299830761822371	4.165429620424185	autochthonous_primary_tumor	
GSE164758	KL32	KL	4.741197298571427	5.471512648045499	0.8065302892595657	3.931493962749175	-0.10221908865081258	0.6629348394303752	0.9666958394384744	9.777201058973596	1.6803243568440163	1.8483975995281934	3.3841879893574887	1.2678353920976149	0.5069065545806933	2.978744774536682	0.0	2.651912744645783	4.7462590137459735	3.8293421939028027	4.191562650700756	2.6417772116921188	2.6843699290130068	2.7441610955704103	3.570827201963689	2.4982508675278257	2.0693584632238227	1.3895668117627256	0.6771699388182449	6.537249467661232	3.9698412044313263	3.5626698261027023	4.415217824888839	4.017209290032223	autochthonous_primary_tumor	
GSE164758	KL34	KL	4.4664313543799095	5.503571356113998	0.7277026728372383	4.103161894986696	0.15749486864431425	0.6489800597334971	0.4469818848471444	9.762171059242672	1.5464623581670918	2.0755326311673574	3.437360921007709	1.2497487150835689	0.6780719051126377	2.225583428756854	0.0	2.713695814843359	4.797583715483616	2.945607703181372	3.73833550385093	2.3857071246579338	2.381560254769462	2.983312871067121	3.4368281188445526	2.6964390206557534	2.1731274334806563	1.3956112485038024	0.3334237337251918	6.713901977947654	3.9803909560614716	3.45048545986112	4.64587455030903	4.252627590772562	autochthonous_primary_tumor	
