accession	design	family	contrast	endpoint	scale	unit	n_kl	n_ref	mean_kl	mean_ref	delta_kl_minus_ref	hedges_g	mannwhitney_p	n_genes_in_module	n_genes_requested	underpowered_mw_floor	note	fdr_family	fdr_bh
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Ifit1	depositor_log2_median_centered	nodule	5	5	-0.005206399999999989	0.302077	-0.3072834	-0.45883222124760065	0.5476190476190477	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Ifnb1	depositor_log2_median_centered	nodule	5	5	0.0	0.0	0.0		1.0	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Ikbke	depositor_log2_median_centered	nodule	5	5	0.6158783999999999	-0.315274	0.9311524	1.1248437700683291	0.09523809523809523	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Irf3	depositor_log2_median_centered	nodule	5	5	-0.0930962	0.05793820000000001	-0.1510344	-1.5991380307919352	0.031746031746031744	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Irf7	depositor_log2_median_centered	nodule	5	5	0.6147716	0.07738579999999998	0.5373858	0.6416590584231667	0.30952380952380953	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Isg15	depositor_log2_median_centered	nodule	5	5	0.10930220000000002	0.22084260000000003	-0.11154040000000001	-0.1902783759354803	0.8412698412698413	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Lig4	depositor_log2_median_centered	nodule	5	5	0.1355382	-0.08693760000000003	0.22247580000000003	0.8173040933638914	0.2222222222222222	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Mx1	depositor_log2_median_centered	nodule	5	5	-0.18785940000000007	0.11842260000000002	-0.30628200000000005	-0.2625760223706593	0.6904761904761905	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Nhej1	depositor_log2_median_centered	nodule	5	5	-0.144681	0.061962800000000005	-0.20664380000000002	-0.6924127950417305	0.2222222222222222	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Pnkp	depositor_log2_median_centered	nodule	5	5	-0.051349200000000005	0.0498116	-0.1011608	-0.9560033359019646	0.15079365079365079	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Poll	depositor_log2_median_centered	nodule	5	5	-0.3333054	0.23814359999999998	-0.571449	-3.6221507206214687	0.007936507936507936	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Polm	depositor_log2_median_centered	nodule	5	5	0.024091800000000003	-0.16071560000000001	0.1848074	0.472405828364499	0.6904761904761905	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Prkdc	depositor_log2_median_centered	nodule	5	5	0.0923424	-0.1874782	0.27982060000000003	0.924132396203063	0.2222222222222222	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Rsad2	depositor_log2_median_centered	nodule	5	5	0.10886	0.39160040000000007	-0.28274040000000006	-0.3601933331093786	0.8412698412698413	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Stat1	depositor_log2_median_centered	nodule	5	5	0.0485212	0.09453299999999998	-0.04601179999999998	-0.08802839069498594	1.0	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Tbk1	depositor_log2_median_centered	nodule	5	5	0.004499400000000001	-0.087493	0.0919924	0.5024366158720073	0.30952380952380953	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Xrcc4	depositor_log2_median_centered	nodule	5	5	-0.1144844	0.1869074	-0.3013918	-1.1158226944063294	0.09523809523809523	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Xrcc5	depositor_log2_median_centered	nodule	5	5	0.0363932	0.11785459999999999	-0.08146139999999999	-0.21091367833207386	0.8412698412698413	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE137396	autochthonous_nodule	kl_vs_kp	KL_minus_KP	Xrcc6	depositor_log2_median_centered	nodule	5	5	-0.2460814	0.3240276000000001	-0.5701090000000001	-1.422588638886002	0.09523809523809523	1	1	no	Same study family as GSE137244 but in vivo GEMM nodules, not the locked cell lines. Matrix is depositor log2, median-centered.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Cldn4	log2_TPM_plus1	adenoma	5	5	2.224904759724534	3.260678799309244	-1.0357740395847101	-0.41618397178295935	0.6723358083659552	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.	in_vivo_kl_vs_kp	0.8721804511278194
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Sting1	log2_TPM_plus1	adenoma	5	5	2.1223141591559784	4.9882169856178855	-2.865902826461907	-1.0661462315074317	0.11607394330990008	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.	in_vivo_kl_vs_kp	0.30953051549306687
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Cgas	log2_TPM_plus1	adenoma	5	5	0.9274165460696147	0.76321495052887	0.16420159554074465	0.11393539652386306	1.0	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Stk11	log2_TPM_plus1	adenoma	5	5	1.4712688243420398	3.856125663335672	-2.3848568389936324	-0.9159355301517811	0.20450053332564166	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	NHEJ	log2_TPM_plus1	adenoma	5	5	-0.10148503061981314	0.1014850306198131	-0.20297006123962624	-0.3291194520866977	0.6904761904761905	13	13	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.	in_vivo_kl_vs_kp	0.8721804511278194
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	STING_core	log2_TPM_plus1	adenoma	5	5	0.019757273197449556	-0.01975727319744964	0.039514546394899194	0.05791914816058007	0.8412698412698413	5	5	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.	in_vivo_kl_vs_kp	0.9143610013175231
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	STING_ISG	log2_TPM_plus1	adenoma	5	5	-0.38553156410424944	0.3855315641042495	-0.771063128208499	-1.3240315546289987	0.031746031746031744	8	8	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Actb	log2_TPM_plus1	adenoma	5	5	12.640579697529025	12.108898842512312	0.5316808550167131	0.5705309742453527	0.5476190476190477	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Aplf	log2_TPM_plus1	adenoma	5	5	0.5629904624733795	1.1842679321431369	-0.6212774696697574	-0.549953083425416	0.666430033928618	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Aptx	log2_TPM_plus1	adenoma	5	5	0.7432423476864178	0.9031053535134207	-0.15986300582700286	-0.11454520290855004	0.8236643892110612	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Cxcl10	log2_TPM_plus1	adenoma	5	5	0.9566913308720478	1.1602165380187428	-0.20352520714669498	-0.09476503858709893	0.4801768899060772	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Dclre1c	log2_TPM_plus1	adenoma	5	5	0.4655374728352094	0.8055104377776356	-0.33997296494242624	-0.24704811936721477	0.6072355437741112	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Gapdh	log2_TPM_plus1	adenoma	5	5	5.0539695977366	5.9575637459683835	-0.9035941482317833	-0.25939106504240833	0.5476190476190477	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Ifit1	log2_TPM_plus1	adenoma	5	5	0.0	0.6022540400249665	-0.6022540400249665	-1.095448486133654	0.07200565755549801	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Ifnb1	log2_TPM_plus1	adenoma	5	5	0.0	0.0	0.0		1.0	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Ikbke	log2_TPM_plus1	adenoma	5	5	0.7614709844115208	0.03269974645657591	0.7287712379549449	0.5462156356205267	1.0	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Irf3	log2_TPM_plus1	adenoma	5	5	5.867224354286086	3.5899398925634727	2.2772844617226133	0.6989742082869552	0.2222222222222222	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Irf7	log2_TPM_plus1	adenoma	5	5	0.7798351260961026	2.2829612159521435	-1.5031260898560408	-0.6855166452509708	0.18122053638510982	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Isg15	log2_TPM_plus1	adenoma	5	5	1.5169788302849117	2.5657245639802366	-1.048745733695325	-0.7246472531587229	0.14245669739409875	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Lig4	log2_TPM_plus1	adenoma	5	5	0.3564120861619045	1.9884015371055852	-1.6319894509436808	-1.2929512176763462	0.13879173842360976	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Mx1	log2_TPM_plus1	adenoma	5	5	0.0	0.2734742131297059	-0.2734742131297059	-0.5712501579659008	0.4237107971667934	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Nhej1	log2_TPM_plus1	adenoma	5	5	0.0	0.04282496107056947	-0.04282496107056947	-0.5712501579659007	0.4237107971667934	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Paxx	log2_TPM_plus1	adenoma	5	5	0.5769117699010503	1.574244105282418	-0.9973323353813678	-0.533905951309302	0.5038124288130608	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Pnkp	log2_TPM_plus1	adenoma	5	5	2.1457602772812407	4.090005308181828	-1.9442450309005874	-0.5071484334392283	0.666430033928618	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Poll	log2_TPM_plus1	adenoma	5	5	0.5082038306267118	0.14796962053986548	0.3602342100868463	0.3887795940892479	1.0	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Polm	log2_TPM_plus1	adenoma	5	5	1.0619080034931574	0.30188673514779396	0.7600212683453634	0.6478481448547154	0.914183549889683	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Prkdc	log2_TPM_plus1	adenoma	5	5	0.9644894663212302	0.3925722806741422	0.571917185647088	0.6546375461842022	0.2903468336607644	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Rsad2	log2_TPM_plus1	adenoma	5	5	0.3359027758573089	2.590453603979028	-2.254550828121719	-1.1715075245272084	0.06695528231736841	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Stat1	log2_TPM_plus1	adenoma	5	5	3.6615926019975205	5.31018766696518	-1.6485950649676595	-0.6212275032060988	0.8412698412698413	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Tbk1	log2_TPM_plus1	adenoma	5	5	2.155057686173999	2.606534670231641	-0.45147698405764203	-0.22528761914462997	0.834035229790992	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Xrcc4	log2_TPM_plus1	adenoma	5	5	1.0712756458246802	1.337529411211882	-0.2662537653872019	-0.13461977084765953	1.0	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Xrcc5	log2_TPM_plus1	adenoma	5	5	1.8141788365622502	3.1095386786554093	-1.2953598420931591	-0.5868105133953349	0.2948019919337048	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_kp	KL_minus_KP	Xrcc6	log2_TPM_plus1	adenoma	5	5	3.7736918773585777	2.6282790781140486	1.145412799244529	0.3975457945061569	0.8325188126792755	1	1	no	LCM lung adenomas, K/KP/KL. Normal lung excluded from this contrast.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Cldn4	log2_TPM_plus1	adenoma	5	4	2.224904759724534	2.1246227576817005	0.10028200204283344	0.038083814023036684	0.9008653893206502	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Sting1	log2_TPM_plus1	adenoma	5	4	2.1223141591559784	2.9936726753376606	-0.8713585161816821	-0.31881337730034376	0.4126984126984127	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Cgas	log2_TPM_plus1	adenoma	5	4	0.9274165460696147	0.8784989948417532	0.048917551227861455	0.0349705565425091	0.8932728301422118	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Stk11	log2_TPM_plus1	adenoma	5	4	1.4712688243420398	5.757525332652988	-4.286256508310949	-1.9894022052396316	0.0365463407313357	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	NHEJ	log2_TPM_plus1	adenoma	5	4	-0.02887415256298411	0.03609269070373013	-0.06496684326671424	-0.12136252742458653	0.9047619047619049	13	13	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	STING_core	log2_TPM_plus1	adenoma	5	4	0.027802710385221495	-0.034753387981527134	0.06255609836674864	0.08763793667866795	0.7301587301587302	5	5	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	STING_ISG	log2_TPM_plus1	adenoma	5	4	-0.047407485859610944	0.059259357324513644	-0.10666684318412459	-0.20403658185832285	0.4126984126984127	8	8	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Actb	log2_TPM_plus1	adenoma	5	4	12.640579697529025	12.158894469931399	0.48168522759762666	0.8854379732664697	0.1111111111111111	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Aplf	log2_TPM_plus1	adenoma	5	4	0.5629904624733795	0.8054692702692585	-0.24247880779587905	-0.17156488582144522	0.6873218011739946	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Aptx	log2_TPM_plus1	adenoma	5	4	0.7432423476864178	0.9619180659117633	-0.21867571822534548	-0.14571577208732978	0.4427708739877678	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Cxcl10	log2_TPM_plus1	adenoma	5	4	0.9566913308720478	1.5729653423963044	-0.6162740115242565	-0.2092033854242288	0.8668152851274225	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Dclre1c	log2_TPM_plus1	adenoma	5	4	0.4655374728352094	0.14363438032551584	0.32190309250969357	0.35487392789000577	0.6624274847372416	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Gapdh	log2_TPM_plus1	adenoma	5	4	5.0539695977366	6.3407968608316345	-1.2868272630950344	-0.31923390819851855	0.5555555555555556	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Ifit1	log2_TPM_plus1	adenoma	5	4	0.0	1.3041137162861893	-1.3041137162861893	-0.6789001029564208	0.37109336952269756	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Ifnb1	log2_TPM_plus1	adenoma	5	4	0.0	0.0	0.0		1.0	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Ikbke	log2_TPM_plus1	adenoma	5	4	0.7614709844115208	0.0	0.7614709844115208	0.5258737584977438	0.5023349543605021	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Irf3	log2_TPM_plus1	adenoma	5	4	5.867224354286086	6.526139948373267	-0.6589155940871807	-0.19919306335240022	0.9047619047619049	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Irf7	log2_TPM_plus1	adenoma	5	4	0.7798351260961026	0.06575860145844845	0.7140765246376541	0.48050622559239237	1.0	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Isg15	log2_TPM_plus1	adenoma	5	4	1.5169788302849117	2.1337446650867933	-0.6167658348018816	-0.37109712603542905	0.7086240584439221	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Lig4	log2_TPM_plus1	adenoma	5	4	0.3564120861619045	1.5032540738468474	-1.146841987684943	-0.9263352731530291	0.2622393495020251	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Mx1	log2_TPM_plus1	adenoma	5	4	0.0	0.3815172029168969	-0.3815172029168969	-0.6789001029564208	0.37109336952269756	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Nhej1	log2_TPM_plus1	adenoma	5	4	0.0	0.0	0.0		1.0	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Paxx	log2_TPM_plus1	adenoma	5	4	0.5769117699010503	1.644243888551633	-1.0673321186505826	-0.41303485390719263	1.0	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Pnkp	log2_TPM_plus1	adenoma	5	4	2.1457602772812407	1.7227144128604448	0.42304586442079595	0.14150972617960023	0.9008653893206502	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Poll	log2_TPM_plus1	adenoma	5	4	0.5082038306267118	0.0	0.5082038306267118	0.5258737584977435	0.5023349543605021	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Polm	log2_TPM_plus1	adenoma	5	4	1.0619080034931574	0.3231954373069615	0.738712566186196	0.5514564620998025	0.5605090914385145	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Prkdc	log2_TPM_plus1	adenoma	5	4	0.9644894663212302	1.3467027366180542	-0.38221327029682395	-0.17777866824071198	0.4427708739877678	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
GSE274351	lcm_adenoma	kl_vs_k	KL_minus_K	Rsad2	log2_TPM_plus1	adenoma	5	4	0.3359027758573089	0.0	0.3359027758573089	0.5486754726451449	0.24042078636843522	1	1	no	Same LCM series, KL vs Kras-only. Not a p53 comparator.		
