set	dropped	kind	n_genes	effect	exact_p_two	exact_p_KO_gt_WT	nes	nom_p
Interferon Alpha Response	NMI	loo_gene_author_norm_score	94	0.2972125424093859	0.4	0.17142857142857143		
Interferon Alpha Response	RNF31	loo_gene_author_norm_score	94	0.29548950679321084	0.4	0.17142857142857143		
Interferon Alpha Response	HLA-C	loo_gene_author_norm_score	94	0.2873145815154938	0.4	0.17142857142857143		
Interferon Alpha Response	CASP1	loo_gene_author_norm_score	94	0.3164215442627212	0.37142857142857144	0.17142857142857143		
Interferon Alpha Response	TRIM14	loo_gene_author_norm_score	94	0.2969133265646011	0.4	0.17142857142857143		
Interferon Alpha Response	TDRD7	loo_gene_author_norm_score	94	0.2801111679209667	0.4	0.17142857142857143		
Interferon Alpha Response	DHX58	loo_gene_author_norm_score	94	0.2875225014187146	0.4	0.17142857142857143		
Interferon Alpha Response	PARP9	loo_gene_author_norm_score	94	0.29446258445369455	0.4	0.17142857142857143		
Interferon Alpha Response	PNPT1	loo_gene_author_norm_score	94	0.29546817986280693	0.4	0.17142857142857143		
Interferon Alpha Response	TRIM25	loo_gene_author_norm_score	94	0.2944247717395969	0.4	0.17142857142857143		
Interferon Alpha Response	PSME1	loo_gene_author_norm_score	94	0.2990489589042804	0.4	0.17142857142857143		
Interferon Alpha Response	EPSTI1	loo_gene_author_norm_score	94	0.2920341918951985	0.4	0.17142857142857143		
Interferon Alpha Response	UBA7	loo_gene_author_norm_score	94	0.2956511404573723	0.4	0.17142857142857143		
Interferon Alpha Response	PSME2	loo_gene_author_norm_score	94	0.29407259026705646	0.4	0.17142857142857143		
Interferon Alpha Response	B2M	loo_gene_author_norm_score	94	0.28944615219448533	0.4	0.17142857142857143		
Interferon Alpha Response	TRIM5	loo_gene_author_norm_score	94	0.2881159206435919	0.4	0.17142857142857143		
Interferon Alpha Response	C1S	loo_gene_author_norm_score	94	0.2928834443107897	0.4	0.17142857142857143		
Interferon Alpha Response	LAP3	loo_gene_author_norm_score	94	0.294716000375419	0.4	0.17142857142857143		
Interferon Alpha Response	LAMP3	loo_gene_author_norm_score	94	0.2857135795445167	0.4	0.17142857142857143		
Interferon Alpha Response	GBP4	loo_gene_author_norm_score	94	0.3060244615509031	0.37142857142857144	0.17142857142857143		
Interferon Alpha Response	NCOA7	loo_gene_author_norm_score	94	0.2934563784806796	0.4	0.17142857142857143		
Interferon Alpha Response	TMEM140	loo_gene_author_norm_score	94	0.2849928351692821	0.4	0.17142857142857143		
Interferon Alpha Response	CD74	loo_gene_author_norm_score	94	0.3049176264995994	0.37142857142857144	0.17142857142857143		
Interferon Alpha Response	GMPR	loo_gene_author_norm_score	94	0.3027002596027719	0.4	0.17142857142857143		
Interferon Alpha Response	PSMA3	loo_gene_author_norm_score	94	0.29438501500033176	0.4	0.17142857142857143		
Interferon Alpha Response	PROCR	loo_gene_author_norm_score	94	0.2998421694863245	0.4	0.17142857142857143		
Interferon Alpha Response	IL7	loo_gene_author_norm_score	94	0.2880849743526861	0.4	0.17142857142857143		
Interferon Alpha Response	IFI30	loo_gene_author_norm_score	94	0.29548950679321084	0.4	0.17142857142857143		
Interferon Alpha Response	IRF2	loo_gene_author_norm_score	94	0.3032256236528843	0.4	0.17142857142857143		
Interferon Alpha Response	CSF1	loo_gene_author_norm_score	94	0.29503921105891173	0.4	0.17142857142857143		
Interferon Alpha Response	IL15	loo_gene_author_norm_score	94	0.28474958644171	0.4	0.17142857142857143		
Interferon Alpha Response	CNP	loo_gene_author_norm_score	94	0.29670536283555027	0.4	0.17142857142857143		
Interferon Alpha Response	IL4R	loo_gene_author_norm_score	94	0.2871493294982459	0.4	0.17142857142857143		
Interferon Alpha Response	CMTR1	loo_gene_author_norm_score	94	0.2980612605202033	0.4	0.17142857142857143		
Interferon Alpha Response	CD47	loo_gene_author_norm_score	94	0.29553902777682417	0.4	0.17142857142857143		
Interferon Alpha Response	LPAR6	loo_gene_author_norm_score	94	0.2978522131350294	0.4	0.17142857142857143		
Interferon Alpha Response	MOV10	loo_gene_author_norm_score	94	0.2868732721497409	0.4	0.17142857142857143		
Interferon Alpha Response	CASP8	loo_gene_author_norm_score	94	0.29855670349824504	0.4	0.17142857142857143		
Interferon Alpha Response	TXNIP	loo_gene_author_norm_score	94	0.29590079713611406	0.4	0.17142857142857143		
Interferon Alpha Response	SLC25A28	loo_gene_author_norm_score	94	0.29436094272531665	0.4	0.17142857142857143		
Interferon Alpha Response	SELL	loo_gene_author_norm_score	94	0.3021882584245983	0.4	0.17142857142857143		
Interferon Alpha Response	TRAFD1	loo_gene_author_norm_score	94	0.2924281285628485	0.4	0.17142857142857143		
Interferon Alpha Response	BATF2	loo_gene_author_norm_score	94	0.2942920043797761	0.4	0.17142857142857143		
Interferon Alpha Response	RIPK2	loo_gene_author_norm_score	94	0.29463974432779416	0.4	0.17142857142857143		
Interferon Alpha Response	CCRL2	loo_gene_author_norm_score	94	0.29548950679321084	0.4	0.17142857142857143		
Interferon Alpha Response	NUB1	loo_gene_author_norm_score	94	0.2984324850814346	0.4	0.17142857142857143		
Interferon Alpha Response	OGFR	loo_gene_author_norm_score	94	0.2929547470933178	0.4	0.17142857142857143		
Interferon Alpha Response	MVB12A	loo_gene_author_norm_score	94	0.29714793079865487	0.4	0.17142857142857143		
Interferon Alpha Response	ELF1	loo_gene_author_norm_score	94	0.29693970665189084	0.4	0.17142857142857143		
Interferon Alpha Response	sample_2808_WT	loo_sample_author_norm_score	95	0.3371936443733148				
Interferon Alpha Response	sample_2810_WT	loo_sample_author_norm_score	95	0.292941802345176				
Interferon Alpha Response	sample_2812_WT	loo_sample_author_norm_score	95	0.24700182607820054				
Interferon Alpha Response	sample_2807_KO	loo_sample_author_norm_score	95	0.2486288225206179				
Interferon Alpha Response	sample_2815_KO	loo_sample_author_norm_score	95	0.19015090549760139				
Interferon Alpha Response	sample_2817_KO	loo_sample_author_norm_score	95	0.5483678104475969				
Interferon Alpha Response	sample_2818_KO	loo_sample_author_norm_score	95	0.18236882526310616				
Interferon Alpha Response	(none)	full_wald_gsea	95	0.9031462595474683			2.2111672867793732	0.000999000999000999
Interferon Alpha Response	MX1	loo_gene_wald_gsea	94	0.8844346374775207			2.1910538019731693	0.000999000999000999
Interferon Alpha Response	ISG15	loo_gene_wald_gsea	94	0.8657559937285216			2.17990467151539	0.000999000999000999
Interferon Alpha Response	OAS1	loo_gene_wald_gsea	94	0.8829518771661492			2.1901802320217354	0.000999000999000999
Interferon Alpha Response	IFIT3	loo_gene_wald_gsea	94	0.8827971398330555			2.190088955749486	0.000999000999000999
Interferon Alpha Response	IFI44	loo_gene_wald_gsea	94	0.8716301394520671			2.1834450510424173	0.000999000999000999
Interferon Alpha Response	IFI35	loo_gene_wald_gsea	94	0.8882429670647356			2.193288566370297	0.000999000999000999
Interferon Alpha Response	IRF7	loo_gene_wald_gsea	94	0.9020005152105518			2.201256195432895	0.000999000999000999
Interferon Alpha Response	RSAD2	loo_gene_wald_gsea	94	0.8921717850948825			2.195580675013864	0.000999000999000999
Interferon Alpha Response	IFI44L	loo_gene_wald_gsea	94	0.8587598508761813			2.175646370405729	0.000999000999000999
Interferon Alpha Response	IFITM1	loo_gene_wald_gsea	94	0.9127541984788241			2.2075043207251204	0.000999000999000999
Interferon Alpha Response	IFI27	loo_gene_wald_gsea	94	0.8918869169664162			2.195414933985612	0.000999000999000999
Interferon Alpha Response	IRF9	loo_gene_wald_gsea	94	0.8980123399084193			2.1989632857776877	0.000999000999000999
Interferon Alpha Response	OASL	loo_gene_wald_gsea	94	0.8909980161598733			2.194897301625149	0.000999000999000999
Interferon Alpha Response	EIF2AK2	loo_gene_wald_gsea	94	0.8987751057111006			2.1994028745688903	0.000999000999000999
Interferon Alpha Response	IFIT2	loo_gene_wald_gsea	94	0.8935562317110746			2.196385163136768	0.000999000999000999
Interferon Alpha Response	CXCL10	loo_gene_wald_gsea	94	0.915556931918463			2.2131143343044486	0.000999000999000999
Interferon Alpha Response	TAP1	loo_gene_wald_gsea	94	0.9026804154073891			2.2109394419892494	0.000999000999000999
Interferon Alpha Response	SP110	loo_gene_wald_gsea	94	0.8928937665673827			2.1960004192888825	0.000999000999000999
Interferon Alpha Response	DDX60	loo_gene_wald_gsea	94	0.889879278524106			2.1942448474569023	0.000999000999000999
Interferon Alpha Response	UBE2L6	loo_gene_wald_gsea	94	0.8822820672078197			2.189784971773195	0.000999000999000999
Interferon Alpha Response	USP18	loo_gene_wald_gsea	94	0.8990939835038196			2.199586498603466	0.000999000999000999
Interferon Alpha Response	PSMB8	loo_gene_wald_gsea	94	0.9049524362400941			2.2231784142824127	0.000999000999000999
Interferon Alpha Response	IFIH1	loo_gene_wald_gsea	94	0.8978917536605042			2.1988937450580353	0.000999000999000999
Interferon Alpha Response	BST2	loo_gene_wald_gsea	94	0.8865940943125905			2.19232256343577	0.000999000999000999
Interferon Alpha Response	LGALS3BP	loo_gene_wald_gsea	94	0.8999747253944891			2.2000932159881357	0.000999000999000999
Interferon Alpha Response	ADAR	loo_gene_wald_gsea	94	0.9097424101744948			2.2135337147934915	0.000999000999000999
Interferon Alpha Response	ISG20	loo_gene_wald_gsea	94	0.8897059033305794			2.1941436360245192	0.000999000999000999
Interferon Alpha Response	GBP2	loo_gene_wald_gsea	94	0.9288096861932549			2.2399592437580034	0.000999000999000999
Interferon Alpha Response	IRF1	loo_gene_wald_gsea	94	0.9213410724818931			2.224765792998558	0.000999000999000999
Interferon Alpha Response	PLSCR1	loo_gene_wald_gsea	94	0.891878065000783			2.1954097826311725	0.000999000999000999
Interferon Alpha Response	PSMB9	loo_gene_wald_gsea	94	0.9063736028654786			2.2203097256179394	0.000999000999000999
Interferon Alpha Response	HERC6	loo_gene_wald_gsea	94	0.8916803478354663			2.1952947043682323	0.000999000999000999
Interferon Alpha Response	SAMD9	loo_gene_wald_gsea	94	0.9025190254964512			2.2015533025461598	0.000999000999000999
Interferon Alpha Response	CMPK2	loo_gene_wald_gsea	94	0.8864751081727587			2.192252761931813	0.000999000999000999
Interferon Alpha Response	IFITM3	loo_gene_wald_gsea	94	0.8771809997171696			2.1867616328043007	0.000999000999000999
Interferon Alpha Response	RTP4	loo_gene_wald_gsea	94	0.9024296703706423			2.201502118266242	0.000999000999000999
Interferon Alpha Response	STAT2	loo_gene_wald_gsea	94	0.8779072755794345			2.18719351304332	0.000999000999000999
Interferon Alpha Response	SAMD9L	loo_gene_wald_gsea	94	0.9164247529473811			2.2148560996862745	0.000999000999000999
Interferon Alpha Response	LY6E	loo_gene_wald_gsea	94	0.8936752061791238			2.196454220256596	0.000999000999000999
Interferon Alpha Response	IFITM2	loo_gene_wald_gsea	94	0.9005730735812896			2.200437084794659	0.000999000999000999
Interferon Alpha Response	HELZ2	loo_gene_wald_gsea	94	0.9018611385249388			2.201176293331834	0.000999000999000999
Interferon Alpha Response	CXCL11	loo_gene_wald_gsea	94	0.9121732366345707			2.208665280433394	0.000999000999000999
Interferon Alpha Response	TRIM21	loo_gene_wald_gsea	94	0.899577237171221			2.1998646113321976	0.000999000999000999
Interferon Alpha Response	PARP14	loo_gene_wald_gsea	94	0.8986619438066217			2.199337689921185	0.000999000999000999
Interferon Alpha Response	TRIM26	loo_gene_wald_gsea	94	0.9016509170133045			2.2010557458572264	0.000999000999000999
Interferon Alpha Response	PARP12	loo_gene_wald_gsea	94	0.8909020697577408			2.1948413880407336	0.000999000999000999
Interferon Alpha Response	NMI	loo_gene_wald_gsea	94	0.9183679067663185			2.2187642377412464	0.000999000999000999
Interferon Alpha Response	RNF31	loo_gene_wald_gsea	94	0.9127541984788241			2.2075043207251204	0.000999000999000999
Interferon Alpha Response	HLA-C	loo_gene_wald_gsea	94	0.8885294139887284			2.1934561392748084	0.000999000999000999
Interferon Alpha Response	CASP1	loo_gene_wald_gsea	94	0.9433839108825127			2.2701008612586056	0.000999000999000999
Interferon Alpha Response	TRIM14	loo_gene_wald_gsea	94	0.9148115562168253			2.211620106292882	0.000999000999000999
Interferon Alpha Response	TDRD7	loo_gene_wald_gsea	94	0.8908189382093484			2.1947929359175524	0.000999000999000999
Interferon Alpha Response	DHX58	loo_gene_wald_gsea	94	0.8942509392187044			2.1967882231062843	0.000999000999000999
Interferon Alpha Response	PARP9	loo_gene_wald_gsea	94	0.9066440781743762			2.2197644433540984	0.000999000999000999
Interferon Alpha Response	PNPT1	loo_gene_wald_gsea	94	0.9111716939837277			2.2106690427222637	0.000999000999000999
Interferon Alpha Response	TRIM25	loo_gene_wald_gsea	94	0.9072691260842813			2.218505173132119	0.000999000999000999
Interferon Alpha Response	PSME1	loo_gene_wald_gsea	94	0.9303822847699373			2.2431800063979552	0.000999000999000999
Interferon Alpha Response	EPSTI1	loo_gene_wald_gsea	94	0.8995965158869076			2.1998757020900728	0.000999000999000999
Interferon Alpha Response	UBA7	loo_gene_wald_gsea	94	0.9129185914098774			2.207832732864332	0.000999000999000999
Interferon Alpha Response	PSME2	loo_gene_wald_gsea	94	0.9052542717056361			2.2225686400324998	0.000999000999000999
Interferon Alpha Response	B2M	loo_gene_wald_gsea	94	0.8917762088100736			2.1953505030451517	0.000999000999000999
Interferon Alpha Response	TRIM5	loo_gene_wald_gsea	94	0.8957677687500829			2.197666813513734	0.000999000999000999
Interferon Alpha Response	C1S	loo_gene_wald_gsea	94	0.9107788372514848			2.2114558312771178	0.000999000999000999
Interferon Alpha Response	LAP3	loo_gene_wald_gsea	94	0.9099407567632368			2.2131358127983956	0.000999000999000999
Interferon Alpha Response	LAMP3	loo_gene_wald_gsea	94	0.895245352920377			2.1973644403902397	0.000999000999000999
Interferon Alpha Response	GBP4	loo_gene_wald_gsea	94	0.9236471122305687			2.229438977273362	0.000999000999000999
Interferon Alpha Response	NCOA7	loo_gene_wald_gsea	94	0.9048855964907699			2.2233134822592087	0.000999000999000999
Interferon Alpha Response	TMEM140	loo_gene_wald_gsea	94	0.9015158037434349			2.2009782478569457	0.000999000999000999
Interferon Alpha Response	CD74	loo_gene_wald_gsea	94	0.9192927043270369			2.220628176086222	0.000999000999000999
Interferon Alpha Response	GMPR	loo_gene_wald_gsea	94	0.9208259019542545			2.2237239865153553	0.000999000999000999
Interferon Alpha Response	PSMA3	loo_gene_wald_gsea	94	0.905815383365907			2.2214357958691364	0.000999000999000999
Interferon Alpha Response	PROCR	loo_gene_wald_gsea	94	0.9214611898095045			2.2250088154926826	0.000999000999000999
Interferon Alpha Response	IL7	loo_gene_wald_gsea	94	0.8987148297509072			2.1993681551782824	0.000999000999000999
Interferon Alpha Response	IFI30	loo_gene_wald_gsea	94	0.9127541984788241			2.2075043207251204	0.000999000999000999
Interferon Alpha Response	IRF2	loo_gene_wald_gsea	94	0.9401288242625333			2.263311506610447	0.000999000999000999
Interferon Alpha Response	CSF1	loo_gene_wald_gsea	94	0.9107626827963837			2.211488194170107	0.000999000999000999
Interferon Alpha Response	IL15	loo_gene_wald_gsea	94	0.895261141697004			2.1973735823586145	0.000999000999000999
Interferon Alpha Response	CNP	loo_gene_wald_gsea	94	0.917659828182462			2.217338823619344	0.000999000999000999
Interferon Alpha Response	IL4R	loo_gene_wald_gsea	94	0.889234517316386			2.1938683213030963	0.000999000999000999
Interferon Alpha Response	CMTR1	loo_gene_wald_gsea	94	0.9217202741639524			2.2255331449523936	0.000999000999000999
Interferon Alpha Response	CD47	loo_gene_wald_gsea	94	0.9116607001414908			2.209690329719107	0.000999000999000999
Interferon Alpha Response	LPAR6	loo_gene_wald_gsea	94	0.9179134827447621			2.2178492770555644	0.000999000999000999
Interferon Alpha Response	MOV10	loo_gene_wald_gsea	94	0.880774243219937			2.188893729035778	0.000999000999000999
Interferon Alpha Response	CASP8	loo_gene_wald_gsea	94	0.9204637923009125			2.222992184781146	0.000999000999000999
Interferon Alpha Response	TXNIP	loo_gene_wald_gsea	94	0.9131263874226777			2.2082479664857297	0.000999000999000999
Interferon Alpha Response	SLC25A28	loo_gene_wald_gsea	94	0.9085713235670572			2.215885405456852	0.000999000999000999
Interferon Alpha Response	SELL	loo_gene_wald_gsea	94	0.9249830492117677			2.23215358908482	0.000999000999000999
Interferon Alpha Response	TRAFD1	loo_gene_wald_gsea	94	0.9057287488505552			2.221610643206109	0.000999000999000999
Interferon Alpha Response	BATF2	loo_gene_wald_gsea	94	0.9096572490316418			2.213704591897565	0.000999000999000999
Interferon Alpha Response	RIPK2	loo_gene_wald_gsea	94	0.9111188514630041			2.210774845799643	0.000999000999000999
Interferon Alpha Response	CCRL2	loo_gene_wald_gsea	94	0.9127541984788241			2.2075043207251204	0.000999000999000999
Interferon Alpha Response	NUB1	loo_gene_wald_gsea	94	0.9327936543669796			2.2481333448991605	0.000999000999000999
Interferon Alpha Response	OGFR	loo_gene_wald_gsea	94	0.8990850735008468			2.1995813690119097	0.000999000999000999
Interferon Alpha Response	MVB12A	loo_gene_wald_gsea	94	0.9200339272793963			2.2221239637433	0.000999000999000999
Interferon Alpha Response	ELF1	loo_gene_wald_gsea	94	0.9188177261778044			2.219670534031022	0.000999000999000999
Interferon Gamma Response	(none)	full_author_norm_score	186	0.10767746322394078	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	STAT1	loo_gene_author_norm_score	185	0.10435441450065941	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	ISG15	loo_gene_author_norm_score	185	0.10017167151451023	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IFIT1	loo_gene_author_norm_score	185	0.10177139129162338	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	MX1	loo_gene_author_norm_score	185	0.10279638596009999	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IFIT3	loo_gene_author_norm_score	185	0.10217875530979281	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IFI35	loo_gene_author_norm_score	185	0.1041406033427199	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IRF7	loo_gene_author_norm_score	185	0.10632833948964837	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IFIT2	loo_gene_author_norm_score	185	0.10475485679761132	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	OAS2	loo_gene_author_norm_score	185	0.10417264441144969	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	TAP1	loo_gene_author_norm_score	185	0.10672043745118565	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	EIF2AK2	loo_gene_author_norm_score	185	0.10693952093731163	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	RSAD2	loo_gene_author_norm_score	185	0.10401718871577792	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	MX2	loo_gene_author_norm_score	185	0.10149608001201127	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IRF1	loo_gene_author_norm_score	185	0.11010925193631582	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	OAS3	loo_gene_author_norm_score	185	0.10396787569349186	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	TNFSF10	loo_gene_author_norm_score	185	0.1090110995067688	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IRF9	loo_gene_author_norm_score	185	0.10264630896304361	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CXCL10	loo_gene_author_norm_score	185	0.11059910562360731	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IFI44	loo_gene_author_norm_score	185	0.09996854933926791	0.6857142857142857	0.37142857142857144		
Interferon Gamma Response	BST2	loo_gene_author_norm_score	185	0.10446125562327424	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	XAF1	loo_gene_author_norm_score	185	0.1036008920030671	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	SP110	loo_gene_author_norm_score	185	0.10564559004730878	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	OASL	loo_gene_author_norm_score	185	0.10425031225578607	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PSMB8	loo_gene_author_norm_score	185	0.10682081895836681	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IFI44L	loo_gene_author_norm_score	185	0.09729036537668989	0.6857142857142857	0.37142857142857144		
Interferon Gamma Response	IFITM3	loo_gene_author_norm_score	185	0.09821793145301339	0.6857142857142857	0.37142857142857144		
Interferon Gamma Response	DDX60	loo_gene_author_norm_score	185	0.10483538707299989	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	LGALS3BP	loo_gene_author_norm_score	185	0.10611413147038906	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	GBP4	loo_gene_author_norm_score	185	0.1136123994966276	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IRF8	loo_gene_author_norm_score	185	0.10994703615123314	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PSMB9	loo_gene_author_norm_score	185	0.1080946480680316	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PML	loo_gene_author_norm_score	185	0.10496528249515524	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IFIH1	loo_gene_author_norm_score	185	0.10643383164045694	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	UBE2L6	loo_gene_author_norm_score	185	0.10376535996596292	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IFI27	loo_gene_author_norm_score	185	0.10448894039515544	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	ADAR	loo_gene_author_norm_score	185	0.10805253210828969	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	LY6E	loo_gene_author_norm_score	185	0.10600912652116712	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	STAT2	loo_gene_author_norm_score	185	0.1039506233618166	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	CXCL9	loo_gene_author_norm_score	185	0.10693911784227339	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	IL10RA	loo_gene_author_norm_score	185	0.10752156257837253	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PLA2G4A	loo_gene_author_norm_score	185	0.11119518020175345	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	TRIM21	loo_gene_author_norm_score	185	0.10617373309836609	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	USP18	loo_gene_author_norm_score	185	0.10659393442652121	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	PTGS2	loo_gene_author_norm_score	185	0.10677695480717908	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	EPSTI1	loo_gene_author_norm_score	185	0.10650383004994435	0.6571428571428571	0.37142857142857144		
Interferon Gamma Response	C1S	loo_gene_author_norm_score	185	0.10693534208813738	0.6571428571428571	0.37142857142857144		
