gene	log2fc	mean_treat	mean_ctrl	welch_t	welch_p	welch_q
LINC01058	1.39029	4.34021	1.03723	1.70494	0.271507	0.704447
LINC01060	0	0	0			
LINC01061	0.0227163	151.317	148.938	-0.0689024	0.955757	0.987961
LINC01063	-0.545312	4.30515	6.742	0.155952	0.897375	0.959465
LINC01065	0	0	0			
LINC01068	1.75788	2.38201	0	1	0.5	0.706022
LINC01069	0	0	0			
LINC01070	0	0	0			
LINC01072	0	0	0			
LINC01074	0	0	0			
LINC01075	0	0	0			
LINC01078	0	0	0			
LINC01080	0	0	0			
LINC01081	0	0	0			
LINC01082	0	0	0			
LINC01085	3.46002	10.0045	0	1	0.5	0.706022
LINC01087	0	0	0			
LINC01088	0	0	0			
LINC01089	-0.162369	216.698	242.631	-1.0609	0.4113	0.706022
LINC01090	0	0	0			
LINC01091	-3.04625	0	7.26062	-1	0.5	0.706022
LINC01093	0	0	0			
LINC01094	0.199929	48.6338	42.2109	0.621262	0.606977	0.780828
LINC01095	0	0	0			
LINC01096	0	0	0			
LINC01097	0	0	0			
LINC01098	0	0	0			
LINC01099	0	0	0			
LINC01100	0	0	0			
LINC01101	0	0	0			
LINC01102	0	0	0			
LINC01103	0	0	0			
LINC01104	0	0	0			
LINC01106	-0.270604	226.542	273.487	-3.09928	0.123867	0.553036
LINC01107	0	0	0			
LINC01108	0	0	0			
LINC01111	0	0	0			
LINC01114	0	0	0			
LINC01115	0	0	0			
LINC01116	0.482251	198.957	142.141	3.5409	0.117904	0.547102
LINC01117	0.605304	7.6838	4.70814	0.836994	0.554615	0.745161
LINC01118	0	0	0			
LINC01119	0.907048	4.79909	2.09251	1.10011	0.459481	0.706022
LINC01120	0	0	0			
LINC01121	0	0	0			
LINC01122	0	0	0			
LINC01123	-0.408458	407.554	541.26	-2.75941	0.176855	0.608586
LINC01124	-0.152913	13.4795	15.0985	-0.656861	0.587902	0.768
LINC01126	0.225364	12.933	10.918	0.290142	0.799094	0.906448
LINC01127	-0.598292	11.0098	17.182	-1.096	0.462279	0.706022
LINC01128	-0.0166474	1013.8	1025.58	-0.29392	0.817985	0.914765
LINC01132	0	0	0			
LINC01133	0.223497	72.5241	61.9724	1.37902	0.36313	0.706022
LINC01134	-0.53234	17.3433	25.5295	-1.69685	0.312459	0.706022
LINC01135	0	0	0			
LINC01136	2.27688	3.84628	0	218.136	0.00291844	0.224702
LINC01137	0.0331942	1895.99	1852.84	0.501671	0.703033	0.84498
LINC01138	0.438969	175.324	129.068	1.50505	0.314356	0.706022
LINC01139	0.0121077	680.578	674.882	0.113519	0.919988	0.970758
LINC01140	0.170363	7.72762	6.75554	0.183476	0.871372	0.9449
LINC01141	0	0	0			
LINC01142	0	0	0			
LINC01143	-0.534723	7.24246	10.9406	-1.04244	0.483661	0.706022
LINC01144	0.96234	11.1063	5.21322	1.12284	0.431633	0.706022
LINC01145	0.610382	235.065	153.628	10.445	0.0481699	0.445776
LINC01146	0	0	0			
LINC01147	0	0	0			
LINC01148	0	0	0			
LINC01149	0	0	0			
LINC01150	0	0	0			
LINC01151	0	0	0			
LINC01152	0.700518	12.4829	7.29671	2.58646	0.12276	0.551815
LINC01153	0	0	0			
LINC01159	0	0	0			
LINC01160	-1.3538	0	1.55585	-1	0.5	0.706022
LINC01162	0	0	0			
LINC01163	0	0	0			
LINC01164	1.29602	1.4555	0	1	0.5	0.706022
LINC01166	-1.36142	0	1.56938	-1	0.5	0.706022
LINC01167	0	0	0			
LINC01168	0	0	0			
LINC01169	0	0	0			
LINC01170	0	0	0			
LINC01173	1.29602	1.4555	0	1	0.5	0.706022
LINC01176	0.60956	7.67503	4.68559	1.72088	0.286662	0.706022
LINC01177	0	0	0			
LINC01179	0	0	0			
LINC01180	0	0	0			
LINC01181	0.978442	0.970336	0	1	0.5	0.706022
LINC01182	0	0	0			
LINC01184	-0.222666	915.833	1068.84	-2.76187	0.214578	0.648359
LINC01185	0	0	0			
LINC01186	0.0536752	51.4221	49.5076	0.351161	0.777336	0.892818
LINC01187	0	0	0			
LINC01189	0	0	0			
LINC01191	0	0	0			
LINC01192	0	0	0			
LINC01193	1.29602	1.4555	0	1	0.5	0.706022
LINC01194	-0.262529	122.683	147.368	-1.84104	0.225221	0.657364
LINC01195	0	0	0			
LINC01197	0	0	0			
LINC01198	0.978442	0.970336	0	1	0.5	0.706022
LINC01201	0	0	0			
LINC01202	-1.62033	0	2.07446	-1	0.5	0.706022
LINC01203	0	0	0			
LINC01204	-0.613954	2.38201	4.17599	-0.694783	0.581154	0.76357
LINC01205	0	0	0			
LINC01206	0	0	0			
LINC01208	0	0	0			
LINC01209	0	0	0			
LINC01210	0	0	0			
LINC01213	0	0	0			
LINC01214	0	0	0			
LINC01215	0.978442	0.970336	0	1	0.5	0.706022
LINC01216	0	0	0			
LINC01218	0	0	0			
LINC01219	0	0	0			
LINC01220	0.54837	4.28762	2.61564	0.147776	0.896588	0.959074
LINC01221	0	0	0			
LINC01222	0	0	0			
LINC01224	-0.462739	7.6838	10.9676	-0.198066	0.874307	0.94668
LINC01226	0	0	0			
LINC01227	0	0	0			
LINC01229	0	0	0			
LINC01230	0	0	0			
LINC01231	0	0	0			
LINC01232	0.145657	42.7504	38.549	1.02197	0.466756	0.706022
LINC01233	0	0	0			
LINC01234	2.01185	7.21616	1.03723	2.72735	0.218188	0.6512
LINC01235	0	0	0			
LINC01237	0	0	0			
LINC01238	-1.62033	0	2.07446	-1	0.5	0.706022
LINC01239	0	0	0			
LINC01241	0	0	0			
LINC01242	0	0	0			
LINC01243	0	0	0			
LINC01246	0	0	0			
LINC01247	0	0	0			
LINC01248	0	0	0			
LINC01249	2.85015	6.21076	0	2.58385	0.235082	0.669404
LINC01250	0	0	0			
LINC01251	0	0	0			
LINC01252	0.613739	2.91101	1.55585	0.212337	0.853037	0.9356
LINC01254	0	0	0			
LINC01255	0	0	0			
LINC01256	0	0	0			
LINC01257	0	0	0			
LINC01258	0	0	0			
LINC01259	0	0	0			
LINC01260	0.745289	30.3026	17.6735	1.30485	0.412056	0.706022
LINC01262	-1.62033	0	2.07446	-1	0.5	0.706022
LINC01264	0	0	0			
LINC01265	2.18363	17.8022	3.13876	1.94556	0.299426	0.706022
LINC01266	0	0	0			
LINC01267	1.29602	1.4555	0	1	0.5	0.706022
LINC01269	0.0593402	95.0289	91.1592	0.133691	0.914954	0.967268
LINC01270	-0.10128	241.211	258.826	-0.493667	0.701576	0.84396
LINC01271	0.520183	13.9384	9.41629	0.809981	0.566536	0.753691
LINC01273	0.186139	29.7473	26.0255	0.450804	0.700498	0.843231
LINC01275	-0.965502	1.92314	4.70814	-0.0845307	0.946313	0.983573
LINC01276	0	0	0			
LINC01277	-0.38298	0.970336	1.56938	-0.191619	0.86685	0.942608
LINC01278	-0.0190505	930.619	943.003	-0.151533	0.893717	0.957275
LINC01280	0	0	0			
LINC01281	0	0	0			
LINC01282	0	0	0			
LINC01283	0	0	0			
LINC01284	0	0	0			
LINC01285	0	0	0			
LINC01287	-0.0921146	411.719	438.93	-0.630876	0.601736	0.777644
LINC01288	0	0	0			
LINC01289	0	0	0			
LINC01290	0	0	0			
LINC01291	0	0	0			
LINC01293	1.28049	1.42921	0	1	0.5	0.706022
LINC01297	1.36478	2.91101	0.518615	0.590185	0.642704	0.805581
LINC01297-DUXAP10-NBEAP6	0.0936076	101.24	94.8166	0.195205	0.875029	0.946854
LINC01298	0	0	0			
LINC01299	0	0	0			
LINC01300	0	0	0			
LINC01301	-1.67107	2.91101	11.4547	-1.61807	0.349942	0.706022
LINC01303	-0.377591	10.586	14.0522	-1.29849	0.355669	0.706022
LINC01304	0	0	0			
LINC01305	-1.85425	0	2.61564	-1	0.5	0.706022
LINC01307	0	0	0			
LINC01309	0	0	0			
LINC01310	0	0	0			
LINC01311	0.0513779	29.7298	28.6547	-0.00500049	0.996769	0.998168
LINC01312	1.53884	1.90561	0	1	0.5	0.706022
LINC01315	-0.951596	8.67166	17.7051	-3.14468	0.174045	0.606022
LINC01317	0	0	0			
LINC01318	0	0	0			
LINC01320	0	0	0			
LINC01322	0.19205	126.311	110.443	1.10274	0.434497	0.706022
LINC01324	0	0	0			
LINC01327	0	0	0			
LINC01331	0	0	0			
LINC01333	0	0	0			
LINC01335	0	0	0			
LINC01337	-1.03299	0	1.04625	-1	0.5	0.706022
LINC01338	0	0	0			
LINC01339	0	0	0			
LINC01340	0	0	0			
LINC01341	-0.592861	2.42584	4.16697	-0.859113	0.548148	0.740047
LINC01342	0	0	0			
LINC01343	0	0	0			
LINC01344	0	0	0			
LINC01345	0	0	0			
LINC01346	0	0	0			
LINC01347	0.0479661	40.4035	39.0496	0.344064	0.768681	0.88791
LINC01348	0.694393	15.8265	9.39824	0.976282	0.467225	0.706022
LINC01349	0	0	0			
LINC01350	0	0	0			
LINC01351	-0.689663	3.81122	6.76005	-0.807635	0.548151	0.740047
LINC01352	0	0	0			
LINC01353	0	0	0			
LINC01354	0	0	0			
LINC01355	0.750594	21.6923	12.4874	1.35364	0.314327	0.706022
LINC01356	0	0	0			
LINC01357	1.53884	1.90561	0	1	0.5	0.706022
LINC01358	1.55615	1.94067	0	1	0.5	0.706022
LINC01359	0.965548	0.952805	0	1	0.5	0.706022
LINC01360	0	0	0			
LINC01361	1.21815	13.4445	5.20871	6.67364	0.0944151	0.519668
LINC01362	0	0	0			
LINC01363	0	0	0			
LINC01364	0	0	0			
LINC01365	0	0	0			
LINC01366	0	0	0			
LINC01370	0	0	0			
LINC01372	2.86064	6.26336	0	9.3637	0.0677314	0.485014
LINC01374	0	0	0			
LINC01375	0	0	0			
LINC01376	-0.667948	3.88134	6.75554	-0.70211	0.58002	0.762579
LINC01377	0	0	0			
LINC01378	0	0	0			
LINC01381	0	0	0			
LINC01386	0	0	0			
LINC01387	0	0	0			
LINC01388	0.352926	20.2456	15.6352	0.671581	0.595816	0.773885
LINC01389	-1.18785	2.40831	6.76456	-3.26792	0.0914434	0.514448
LINC01391	-1.62456	0	2.08349	-384.794	0.00165444	0.224702
LINC01392	0.978442	0.970336	0	1	0.5	0.706022
LINC01393	0	0	0			
LINC01394	-0.0922677	5.31055	5.72733	-0.343328	0.786718	0.898511
LINC01395	0	0	0			
LINC01396	0	0	0			
LINC01397	0	0	0			
LINC01398	0	0	0			
LINC01399	0	0	0			
LINC01402	0	0	0			
LINC01405	0.978442	0.970336	0	1	0.5	0.706022
LINC01409	0.635549	13.4795	8.32041	1.3112	0.371396	0.706022
LINC01410	-0.254105	131.364	156.857	-1.15294	0.36972	0.706022
LINC01411	0.0542002	12.9943	12.4784	0.263935	0.831101	0.922986
LINC01412	0	0	0			
LINC01413	0	0	0			
LINC01414	-0.32341	7.71009	9.89881	-1.0464	0.47291	0.706022
LINC01415	0	0	0			
LINC01416	0	0	0			
LINC01419	0.159868	65.9158	58.8968	0.670725	0.586138	0.767059
LINC01422	-1.62033	0	2.07446	-1	0.5	0.706022
LINC01423	0	0	0			
LINC01424	-0.0904111	4.34021	4.68559	-0.331328	0.78921	0.900039
LINC01425	0	0	0			
LINC01426	-0.217723	11.0712	13.0376	-0.411482	0.73391	0.865757
LINC01427	0	0	0			
LINC01428	0	0	0			
LINC01429	0	0	0			
LINC01430	0	0	0			
LINC01431	0.123096	5.75189	5.19969	0.232239	0.838655	0.926636
LINC01432	0	0	0			
LINC01433	-0.581954	411.233	616.062	-5.91868	0.0293643	0.413239
LINC01435	0	0	0			
LINC01436	1.54752	1.92314	0	178.853	0.00355942	0.224702
LINC01440	0	0	0			
LINC01441	0	0	0			
LINC01442	0	0	0			
LINC01443	0	0	0			
LINC01444	1.53884	1.90561	0	1	0.5	0.706022
LINC01445	0	0	0			
LINC01446	-0.307403	105.463	130.745	-1.22548	0.433444	0.706022
LINC01447	0	0	0			
LINC01448	-1.36142	0	1.56938	-1	0.5	0.706022
LINC01449	0	0	0			
LINC01450	0	0	0			
LINC01451	0	0	0			
LINC01455	0	0	0			
LINC01456	0	0	0			
LINC01460	0	0	0			
LINC01461	0	0	0			
LINC01465	-0.375849	11.0449	14.6295	0.0388632	0.975095	0.990635
LINC01467	0	0	0			
LINC01470	0	0	0			
LINC01471	0	0	0			
LINC01473	0	0	0			
LINC01474	2.53583	4.79909	0	10.9338	0.0580632	0.469808
LINC01475	0	0	0			
LINC01476	0	0	0			
LINC01477	0	0	0			
LINC01478	0	0	0			
LINC01479	0	0	0			
LINC01480	0	0	0			
LINC01482	0	0	0			
LINC01483	0.799503	5.29302	2.61564	1.00266	0.49693	0.706022
LINC01484	1.95781	2.88471	0	200.469	0.00317563	0.224702
LINC01485	-0.844698	9.1393	17.2091	-2.01702	0.277242	0.706022
LINC01486	0	0	0			
LINC01487	0	0	0			
LINC01488	0	0	0			
LINC01489	0	0	0			
LINC01490	0	0	0			
LINC01491	0	0	0			
LINC01492	0	0	0			
LINC01493	0	0	0			
LINC01494	0	0	0			
LINC01495	0	0	0			
LINC01496	0	0	0			
LINC01497	0	0	0			
LINC01498	0	0	0			
LINC01499	0	0	0			
LINC01500	0	0	0			
LINC01501	0	0	0			
LINC01502	0	0	0			
LINC01503	-0.110687	173.153	187.04	-0.927136	0.453852	0.706022
LINC01504	-0.0610616	0.952805	1.03723	-0.0364683	0.974229	0.990635
LINC01505	0	0	0			
LINC01506	0	0	0			
LINC01507	0	0	0			
LINC01508	0.501146	193.577	136.477	3.63196	0.154901	0.584978
LINC01509	0	0	0			
LINC01511	1.55615	1.94067	0	1	0.5	0.706022
LINC01512	-0.764672	4.79909	8.85256	-3.24347	0.15806	0.587978
LINC01514	0	0	0			
LINC01515	-0.0195306	45.2113	45.8412	-0.25338	0.830151	0.922546
LINC01516	0	0	0			
LINC01517	0	0	0			
LINC01518	1.28049	1.42921	0	1	0.5	0.706022
LINC01519	0	0	0			
LINC01520	0	0	0			
LINC01521	-0.0755104	125.559	132.36	-0.38214	0.743049	0.87235
LINC01522	0	0	0			
LINC01523	0	0	0			
LINC01524	0	0	0			
LINC01525	0	0	0			
LINC01526	0	0	0			
LINC01527	0	0	0			
LINC01529	0	0	0			
LINC01530	-0.103792	4.79032	5.22225	0.0310406	0.978581	0.990635
LINC01531	0	0	0			
LINC01532	0	0	0			
LINC01533	0	0	0			
LINC01534	-0.0779262	55.2859	58.4098	-0.0399991	0.974549	0.990635
LINC01535	-0.679542	15.8878	26.0481	-3.04913	0.173823	0.605907
LINC01537	0.13267	5.25796	4.70814	0.37899	0.752027	0.878085
LINC01538	0	0	0			
LINC01539	0	0	0			
LINC01541	0	0	0			
LINC01543	0	0	0			
LINC01544	0	0	0			
LINC01545	-0.421078	4.79909	6.76456	-1.11217	0.386667	0.706022
LINC01546	0	0	0			
LINC01547	0.257225	77.896	65.0119	0.680563	0.618903	0.788613
LINC01548	0	0	0			
LINC01549	0	0	0			
LINC01550	0.03618	179.469	174.999	0.225569	0.857583	0.938136
LINC01551	0	0	0			
LINC01553	0	0	0			
LINC01554	0.00706531	5.76942	5.73635	0.139138	0.911951	0.96554
LINC01555	1.29602	1.4555	0	1	0.5	0.706022
LINC01556	0.965548	0.952805	0	1	0.5	0.706022
LINC01558	0	0	0			
LINC01559	1.0336	48.97	23.4099	2.3555	0.182664	0.614264
LINC01560	0.107409	96.6597	89.653	0.515803	0.691559	0.838168
LINC01561	0	0	0			
LINC01562	1.55615	1.94067	0	1	0.5	0.706022
LINC01563	0	0	0			
LINC01564	-0.154215	53.3189	59.447	-0.264897	0.828926	0.921985
LINC01565	0	0	0			
LINC01566	0	0	0			
LINC01567	0	0	0			
LINC01568	0	0	0			
LINC01569	-0.123455	115.035	125.401	-0.248448	0.832549	0.923813
LINC01570	-1.02661	0	1.03723	-1	0.5	0.706022
LINC01571	0	0	0			
LINC01572	0.113068	16.4256	15.112	-0.11288	0.927557	0.974104
LINC01574	0	0	0			
LINC01579	1.58596	6.71346	1.56938	1.73315	0.295577	0.706022
LINC01580	-1.85425	0	2.61564	-1	0.5	0.706022
LINC01581	0	0	0			
LINC01582	0	0	0			
LINC01583	0.978442	0.970336	0	1	0.5	0.706022
LINC01584	0	0	0			
LINC01585	0	0	0			
LINC01586	0	0	0			
LINC01587	0	0	0			
LINC01588	0.555257	107.67	72.9536	3.72476	0.156256	0.58615
LINC01589	0.176749	25.4597	22.4087	0.885321	0.477995	0.706022
LINC01590	1.28049	1.42921	0	1	0.5	0.706022
LINC01591	0	0	0			
LINC01592	0	0	0			
LINC01593	0	0	0			
LINC01594	0	0	0			
LINC01595	0	0	0			
LINC01596	0	0	0			
LINC01597	0	0	0			
LINC01599	0.338763	2.91101	2.09251	0.108497	0.923711	0.972349
LINC01600	3.03692	7.2074	0	41.5657	0.015313	0.368816
LINC01601	0	0	0			
LINC01602	0	0	0			
LINC01603	0	0	0			
LINC01605	0	0	0			
LINC01606	0.278314	115.882	95.3758	1.42672	0.38157	0.706022
LINC01607	0.166396	10.057	8.85256	0.0915363	0.941562	0.981735
LINC01608	0	0	0			
LINC01609	0	0	0			
LINC01611	0.379033	11.115	8.31589	0.281182	0.8059	0.908989
LINC01612	0	0	0			
LINC01613	0	0	0			
LINC01614	0	0	0			
LINC01615	0.514169	77.7995	54.1751	3.02354	0.187728	0.620539
LINC01616	0	0	0			
LINC01617	1.75788	2.38201	0	1	0.5	0.706022
LINC01618	0	0	0			
LINC01619	1.47943	17.7584	5.72733	5.40148	0.0705181	0.486679
LINC01620	0	0	0			
LINC01621	0	0	0			
LINC01622	3.7031	12.024	0	56.5656	0.0112534	0.339591
LINC01623	0	0	0			
LINC01624	0	0	0			
LINC01625	1.28049	1.42921	0	1	0.5	0.706022
LINC01626	0	0	0			
LINC01627	0	0	0			
LINC01628	0	0	0			
LINC01629	0.586587	2.85841	1.56938	0.203801	0.858708	0.938248
LINC01630	0	0	0			
LINC01632	-0.872203	0.970336	2.60661	-1.30928	0.393223	0.706022
LINC01633	-0.419737	4.80785	6.76907	-4.52906	0.133174	0.56309
LINC01634	-1.3538	0	1.55585	-1	0.5	0.706022
LINC01635	1.53884	1.90561	0	1	0.5	0.706022
LINC01637	-0.223465	10.5597	12.4964	-0.939811	0.480271	0.706022
LINC01638	0	0	0			
LINC01639	0	0	0			
LINC01640	0	0	0			
LINC01641	0	0	0			
LINC01643	0	0	0			
LINC01644	0	0	0			
LINC01645	0	0	0			
LINC01646	0	0	0			
LINC01647	1.55615	1.94067	0	1	0.5	0.706022
LINC01648	0	0	0			
LINC01649	0	0	0			
LINC01650	0	0	0			
LINC01653	0	0	0			
LINC01654	0	0	0			
LINC01655	0	0	0			
LINC01656	0	0	0			
LINC01657	0	0	0			
LINC01659	0	0	0			
LINC01661	0	0	0			
LINC01664	0	0	0			
LINC01665	0	0	0			
LINC01666	0.322848	39.3806	31.2839	0.945201	0.476772	0.706022
LINC01667	-0.133723	141.81	155.68	-1.03533	0.486728	0.706022
LINC01668	0	0	0			
LINC01669	-0.365175	60.0675	77.6572	-1.6089	0.322163	0.706022
LINC01670	-0.0688944	15.844	16.6679	-0.420893	0.746278	0.87438
LINC01671	0	0	0			
LINC01672	0	0	0			
LINC01673	0	0	0			
LINC01674	0	0	0			
LINC01675	1.28049	1.42921	0	1	0.5	0.706022
LINC01676	0	0	0			
LINC01677	0	0	0			
LINC01678	0	0	0			
LINC01679	0	0	0			
LINC01680	0	0	0			
LINC01681	0	0	0			
LINC01682	0	0	0			
LINC01683	0	0	0			
LINC01684	1.73818	16.2678	4.17599	1.67445	0.242028	0.677647
LINC01685	0	0	0			
LINC01686	0.978442	0.970336	0	1	0.5	0.706022
LINC01687	-0.0397613	38.983	40.1003	-0.276898	0.822877	0.918023
LINC01688	0	0	0			
LINC01689	0	0	0			
LINC01690	0	0	0			
LINC01691	0	0	0			
LINC01692	0	0	0			
LINC01693	-0.334203	48.5111	61.4177	-1.16648	0.385719	0.706022
LINC01694	0.813177	6.27212	3.13876	0.883933	0.51412	0.717023
LINC01695	0.525443	7.21616	4.70814	0.794324	0.571964	0.757483
LINC01696	0	0	0			
LINC01697	-0.857755	11.0537	20.8439	-5.63563	0.0831601	0.502705
LINC01698	0	0	0			
LINC01699	0	0	0			
LINC01700	0	0	0			
LINC01701	-1.62878	0	2.09251	-1	0.5	0.706022
LINC01702	0	0	0			
LINC01703	-0.443907	25.0008	34.3685	-5.52266	0.105483	0.532756
LINC01704	0	0	0			
LINC01705	0	0	0			
LINC01706	0	0	0			
LINC01707	0	0	0			
LINC01708	0	0	0			
LINC01709	0	0	0			
LINC01710	0	0	0			
LINC01711	1.96754	2.91101	0	1	0.5	0.706022
LINC01712	0	0	0			
LINC01713	0	0	0			
LINC01714	1.55615	1.94067	0	1	0.5	0.706022
LINC01715	-2.04447	0	3.12523	-431.905	0.00147398	0.224702
LINC01716	0	0	0			
LINC01717	0	0	0			
LINC01718	0	0	0			
LINC01719	0.709178	42.3354	25.5069	3.23132	0.113602	0.542169
LINC01720	0	0	0			
LINC01721	0	0	0			
LINC01722	0	0	0			
LINC01723	0	0	0			
LINC01724	0	0	0			
LINC01725	0	0	0			
LINC01726	0	0	0			
LINC01727	1.77276	2.41707	0	2.46104	0.245706	0.681383
LINC01728	0	0	0			
LINC01729	0	0	0			
LINC01730	0.354722	14.9263	11.4547	1.31528	0.357212	0.706022
LINC01731	0	0	0			
LINC01732	-0.434651	2.42584	3.63031	-0.125228	0.91211	0.965586
LINC01733	1.83403	6.26336	1.03723	2.33505	0.212448	0.646788
LINC01734	0	0	0			
LINC01735	0	0	0			
LINC01736	0	0	0			
LINC01737	0	0	0			
LINC01738	0	0	0			
LINC01739	0	0	0			
LINC01740	0	0	0			
LINC01741	0	0	0			
LINC01742	0	0	0			
LINC01743	2.27427	3.83752	0	8.03275	0.0788474	0.49484
LINC01744	0	0	0			
LINC01745	0	0	0			
LINC01746	0	0	0			
LINC01747	0	0	0			
LINC01748	0.316025	56.6275	45.291	0.911126	0.474228	0.706022
LINC01749	0	0	0			
LINC01750	0	0	0			
LINC01751	0	0	0			
LINC01752	0	0	0			
LINC01753	0	0	0			
LINC01754	0.347206	2.91101	2.07446	0.111459	0.921652	0.971282
LINC01755	0	0	0			
LINC01756	0	0	0			
LINC01757	0	0	0			
LINC01758	0	0	0			
LINC01760	0	0	0			
LINC01761	0	0	0			
LINC01762	0	0	0			
LINC01763	0	0	0			
LINC01764	0	0	0			
LINC01765	0	0	0			
LINC01766	0	0	0			
LINC01767	0	0	0			
LINC01768	0	0	0			
LINC01770	0.376705	19.2226	14.5754	1.97496	0.268174	0.70118
LINC01771	-0.535013	15.8528	23.4189	-1.73473	0.284488	0.706022
LINC01772	0.542313	5.76942	3.64835	3.29162	0.18599	0.618244
LINC01773	0	0	0			
LINC01774	0	0	0			
LINC01775	-1.95759	1.94067	10.4219	-2.05186	0.283167	0.706022
LINC01776	0	0	0			
LINC01777	0	0	0			
LINC01778	0	0	0			
LINC01779	0	0	0			
LINC01780	0	0	0			
LINC01781	0	0	0			
LINC01782	0	0	0			
LINC01783	0	0	0			
LINC01784	0	0	0			
LINC01785	0	0	0			
LINC01786	-0.424989	24.9745	33.8724	-1.96106	0.189393	0.622412
LINC01787	0	0	0			
LINC01788	0	0	0			
LINC01789	0	0	0			
LINC01790	0	0	0			
LINC01791	0	0	0			
LINC01792	0	0	0			
LINC01793	0	0	0			
LINC01794	0	0	0			
LINC01795	0	0	0			
LINC01796	0	0	0			
LINC01797	0	0	0			
LINC01798	0	0	0			
LINC01799	0	0	0			
LINC01800	0	0	0			
LINC01801	1.4868	9.09547	2.6021	2.00639	0.260502	0.694101
LINC01802	0	0	0			
LINC01803	0	0	0			
LINC01804	0	0	0			
LINC01805	0	0	0			
LINC01806	0.283654	153.03	125.537	1.72459	0.326232	0.706022
LINC01807	0	0	0			
LINC01808	0	0	0			
LINC01809	0	0	0			
LINC01810	0	0	0			
LINC01811	0	0	0			
LINC01812	0	0	0			
LINC01813	0	0	0			
LINC01814	-0.675076	1.90561	3.63933	-0.80386	0.536818	0.731292
LINC01815	0	0	0			
LINC01816	0.233211	17.3346	14.5979	0.634177	0.593316	0.771773
LINC01817	0	0	0			
LINC01818	0	0	0			
LINC01819	0	0	0			
LINC01820	0.570626	0.485168	0	1	0.5	0.706022
LINC01821	0	0	0			
LINC01822	0	0	0			
LINC01823	0.562086	0.476402	0	1	0.5	0.706022
LINC01824	0	0	0			
LINC01826	0	0	0			
LINC01827	0	0	0			
LINC01828	0	0	0			
LINC01829	0	0	0			
LINC01830	0	0	0			
LINC01831	0	0	0			
LINC01832	0	0	0			
LINC01833	0.0992264	177.458	165.596	1.06995	0.404411	0.706022
LINC01834	0	0	0			
LINC01836	-0.158734	182.327	203.649	-1.49906	0.370188	0.706022
LINC01837	0	0	0			
LINC01838	0	0	0			
LINC01839	0	0	0			
LINC01840	0	0	0			
LINC01841	0	0	0			
LINC01842	0.151185	33.6637	30.215	1.99812	0.183847	0.615584
LINC01843	0.198373	26.4388	22.9138	3.42277	0.163002	0.594192
LINC01844	0	0	0			
LINC01845	0	0	0			
LINC01846	0	0	0			
LINC01847	0	0	0			
LINC01848	0	0	0			
LINC01849	0	0	0			
LINC01850	0	0	0			
LINC01851	0	0	0			
LINC01852	-0.11146	7.63997	8.33394	-0.458008	0.726573	0.861491
LINC01853	0	0	0			
LINC01854	1.53884	1.90561	0	1	0.5	0.706022
LINC01855	0	0	0			
LINC01856	0	0	0			
LINC01857	2.76276	5.78695	0	6.24042	0.101156	0.527781
LINC01858	0	0	0			
LINC01859	0	0	0			
LINC01861	0	0	0			
LINC01863	0	0	0			
LINC01864	0	0	0			
LINC01865	0	0	0			
LINC01866	0	0	0			
LINC01867	0	0	0			
LINC01868	0	0	0			
LINC01869	-0.765261	3.88134	7.29671	-0.935178	0.517796	0.719755
LINC01870	0	0	0			
LINC01871	0	0	0			
LINC01872	0	0	0			
LINC01873	-1.02661	0	1.03723	-1	0.5	0.706022
LINC01874	0	0	0			
LINC01875	0	0	0			
LINC01876	-0.264904	11.989	14.607	-0.357449	0.757758	0.882546
LINC01877	0	0	0			
LINC01878	0	0	0			
LINC01879	0	0	0			
LINC01880	2.13625	3.39618	0	1	0.5	0.706022
LINC01881	0.0143406	253.592	251.073	0.04361	0.971991	0.990635
LINC01882	0	0	0			
LINC01883	0	0	0			
LINC01884	0	0	0			
LINC01885	0	0	0			
LINC01886	2.65174	5.28425	0	26.6256	0.0238988	0.413239
LINC01887	0.978442	0.970336	0	1	0.5	0.706022
LINC01888	0	0	0			
LINC01889	0	0	0			
LINC01890	0	0	0			
LINC01891	0	0	0			
LINC01892	0	0	0			
LINC01893	0	0	0			
LINC01894	0	0	0			
LINC01895	1.34704	18.7638	6.76907	9.01069	0.0145746	0.361205
LINC01896	0	0	0			
LINC01898	0	0	0			
LINC01899	2.75716	5.76066	0	14.0607	0.0452003	0.439686
LINC01900	0	0	0			
LINC01901	0.965548	0.952805	0	1	0.5	0.706022
LINC01902	0	0	0			
LINC01903	0	0	0			
LINC01904	0	0	0			
LINC01905	1.56101	9.6683	2.61564	1.15383	0.381743	0.706022
LINC01907	-0.0814927	1.90561	2.07446	-0.0298823	0.978879	0.990635
LINC01908	0	0	0			
LINC01909	1.02939	5.27549	2.07446	1.16704	0.430623	0.706022
LINC01910	0.0279171	29.7123	29.1237	0.0434763	0.969273	0.990635
LINC01911	0	0	0			
LINC01912	0	0	0			
LINC01913	2.538	4.80785	0	233.118	0.00273087	0.224702
LINC01914	1.1946	64.469	27.6039	9.84417	0.0571564	0.469808
LINC01915	0	0	0			
LINC01916	0	0	0			
LINC01917	0	0	0			
LINC01918	0	0	0			
LINC01919	0	0	0			
LINC01920	0	0	0			
LINC01921	0	0	0			
LINC01922	0	0	0			
LINC01923	0	0	0			
LINC01924	0	0	0			
LINC01925	0	0	0			
