method	tf	n_targets	n	n_q1	n_q4	mean_q1	mean_q4	delta	coef	se	t	p	df	n_continuous	coef_continuous	se_continuous	p_continuous	fdr	fdr_continuous	program	expected	note
mlm	IRF2	73	34.0	18.0	16.0	1.5660057742479538	1.5138587546292155	-0.052147019618738355	-0.028227764011404935	0.18551019227611246	-0.15216287399126227	0.8801121788807748	29.0	64.0	0.043506139057827214	0.07181121072733908	0.5469444180430625	0.9290908557511913	0.7381779257461433	IFN	down	
mlm	IRF3	69	34.0	18.0	16.0	2.294786609604841	2.4469993933913305	0.1522127837864895	0.06793164916567007	0.2126909210286604	0.3193913912127739	0.7517192043528854	29.0	64.0	0.03697301005931064	0.073506046487981	0.6168419492544157	0.8581208488558417	0.7803149306567904	IFN	down	
mlm	IRF8	8	34.0	18.0	16.0	-0.40179613212946386	-0.05047647186411747	0.3513196602653464	0.32119083588099284	0.17412177374475435	1.8446333791190728	0.07532772910745877	29.0	64.0	0.10479844034259342	0.07124313241299003	0.14660553781207622	0.2513745566844411	0.36589785487551796	IFN	down	
mlm	IRF9	45	34.0	18.0	16.0	-0.3004391356726867	-0.04153903976282517	0.2589000959098615	0.2488761588984769	0.14432006060265226	1.7244737693375327	0.09526768966108455	29.0	64.0	0.11125896799591625	0.05844629418984743	0.0618422174678878	0.2990296536931195	0.20871748395412135	IFN	down	
mlm	KLF4	48	34.0	18.0	16.0	0.383951150924645	-0.11953569210483471	-0.5034868430294797	-0.5000106663315362	0.26949950395554084	-1.855330562738337	0.07374007175664042	29.0	64.0	-0.19714037186476907	0.09465613287428311	0.04162250035309701	0.2501285865894214	0.1692028476535758	junction	none	
mlm	RFX5	87	34.0	18.0	16.0	5.143282993103105	3.6026697083253607	-1.540613284777744	-1.2897590038183655	0.69432987819691	-1.857559417099711	0.07341291689009656	29.0	64.0	-0.1287014303508794	0.2823081598767024	0.6501427737055359	0.2501285865894214	0.8012132937366977	MHC	down	
mlm	STAT1	1062	34.0	18.0	16.0	1.5376204262187787	0.6104571322266783	-0.9271632939921004	-0.8492445985813217	0.3106229868340571	-2.734004354400888	0.010553689812436626	29.0	64.0	-0.19702733014739188	0.12557740538030993	0.12200275279634627	0.07289409009985298	0.32940743255013494	IFN	down	
mlm	STAT2	102	34.0	18.0	16.0	3.693497795227863	2.0565560654536137	-1.6369417297742492	-1.720747997582677	0.5492396798622295	-3.132963732726497	0.003935770425185772	29.0	64.0	-0.5910353055544199	0.2313372810741608	0.013222608027784155	0.049965800233598444	0.08639028490808012	IFN	down	
mlm	STAT3	168	34.0	18.0	16.0	2.5297214376125425	1.9509708699523187	-0.5787505676602238	-0.4416131229654611	0.26321056929787995	-1.6777940344245064	0.10413435408911273	29.0	64.0	-0.06219223294654094	0.11976168101874882	0.6054942886995452	0.3155908486170049	0.7718103164968452	context	none	
mlm	TFAP2A	123	34.0	18.0	16.0	0.3222418940865482	0.6916608117859138	0.3694189176993656	0.34267512422527474	0.17819988465193565	1.9229817398288227	0.06435181822041974	29.0	64.0	0.2030516916884651	0.0698433105921152	0.005130057202922712	0.23595666680820573	0.045943788865673935	junction	none	
mlm	TP63	86	34.0	18.0	16.0	-1.2081336360554353	-1.047128654502686	0.16100498155274923	0.0893324796221777	0.36790017291681365	0.2428171721527752	0.809856267024604	29.0	64.0	0.06611846199123395	0.1360441597980576	0.6287621829145522	0.899993362804164	0.7912812217187374	context	none	
viper	ELF3	52	34.0	18.0	16.0	0.5766441088964085	0.7229733785421932	0.14632926964578474	0.1768210804446731	0.19197539929179794	0.9210611416721648	0.36461770223733314	29.0	64.0	0.1270711177777494	0.07333723906663611	0.08837440585748922	0.6853889719271389	0.31623130770691926	junction	none	
viper	GRHL2	74	34.0	18.0	16.0	1.156389012909356	1.6180218747403652	0.46163286183100927	0.5084863656800186	0.3382249216955904	1.5033970977977404	0.14354979535545798	29.0	64.0	0.34948412697049414	0.11939373533679898	0.0048522620872135875	0.4263428922057102	0.06344286254448528	junction	none	
viper	IRF1	74	34.0	18.0	16.0	2.263403126188939	1.147383887182494	-1.1160192390064452	-1.062986158329305	0.3479870415860526	-3.054671672498019	0.004795674598721364	29.0	64.0	-0.3155890259469515	0.14345364687637302	0.03174044610568216	0.07196217343479738	0.18853824986775206	IFN	down	
viper	IRF2	73	34.0	18.0	16.0	1.8602666116795303	1.6535517396199084	-0.2067148720596219	-0.1769915480068362	0.12807138432478374	-1.3819757546931244	0.17753257885584892	29.0	64.0	-0.04205067573894139	0.0504178539603938	0.40762074088620714	0.47077835643024224	0.7112434193629544	IFN	down	
viper	IRF3	69	34.0	18.0	16.0	1.1579398070084976	1.1568116713257341	-0.001128135682763487	-0.029922584754879314	0.08902349439003975	-0.33612008784758685	0.739200257029208	29.0	64.0	-0.000972281256552715	0.03082987344142207	0.9749477414416327	0.8996810028439279	0.9961553511015258	IFN	down	
viper	IRF8	8	34.0	18.0	16.0	-0.3460861417285296	-0.5792253580795156	-0.233139216350986	-0.21578685358888477	0.15369049971484416	-1.4040350834258042	0.17092769193362664	29.0	64.0	-0.07707681545971289	0.0638092844295554	0.231895865413036	0.4657387569200653	0.5509845762213735	IFN	down	
viper	IRF9	45	34.0	18.0	16.0	1.2935203140149087	1.14722985460825	-0.14629045940665875	-0.15025826671678408	0.14348272862216632	-1.0472219768865687	0.30364737700556915	29.0	64.0	-0.01547465623857322	0.07117897059603438	0.828642919746152	0.6361933001629232	0.9651252829984593	IFN	down	
viper	KLF4	48	34.0	18.0	16.0	1.4011374437567468	1.3611211718547356	-0.04001627190201118	0.016391122814445852	0.18829202788954882	0.08705160275856609	0.9312288051308413	29.0	64.0	0.047996092305993575	0.06822669779126841	0.4845238984896527	0.9769124262668666	0.7613946976265972	junction	none	
viper	RFX5	87	34.0	18.0	16.0	3.2051368519704395	2.3756541468476016	-0.829482705122838	-0.7202776205725449	0.36652590789233375	-1.9651479064997637	0.05904055851127478	29.0	64.0	-0.12470828341893608	0.1412521468940028	0.3808858876630767	0.24354230385900846	0.7010904358682643	MHC	down	
viper	STAT1	1062	34.0	18.0	16.0	1.248062787708547	0.8038645287276827	-0.4441982589808644	-0.4099942573278272	0.2009615921094582	-2.040162266949571	0.050533650814828246	29.0	64.0	-0.15567081835523955	0.09022409589734261	0.08969381483685425	0.2227906929405017	0.3171317024588775	IFN	down	
viper	STAT2	102	34.0	18.0	16.0	2.4137793980197935	1.574085526745662	-0.8396938712741315	-0.8664414194897457	0.29452976856788904	-2.9417787672285196	0.006355588571830302	29.0	64.0	-0.30066936057476834	0.12302079151475191	0.017531594458236915	0.07260037714744615	0.1487681015456104	IFN	down	
viper	STAT3	168	34.0	18.0	16.0	3.9170886639433906	2.737711091526595	-1.1793775724167954	-0.9320090082512349	0.43866330728285297	-2.124656867300436	0.04226228846556392	29.0	64.0	-0.18583437171759293	0.20504718370514607	0.36846333334852793	0.19837910381794413	0.683960062528205	context	none	
viper	TFAP2A	123	34.0	18.0	16.0	0.9292740090554032	1.2461712073225915	0.3168971982671882	0.32255126042486226	0.152196929484483	2.119302022172185	0.04274835907188022	29.0	64.0	0.17798735676549918	0.060234832778568746	0.004488509631310801	0.19837910381794413	0.06344286254448528	junction	none	
viper	TP63	86	34.0	18.0	16.0	0.1878976933248981	0.25471024693470956	0.06681255360981145	0.0776999453600274	0.1924048878315718	0.4038356106007281	0.6892961812558978	29.0	64.0	0.06263076795690087	0.07250498960372284	0.39118872293640333	0.8664760873940681	0.7010904358682643	context	none	
wmean	ELF3	52	34.0	18.0	16.0	3.6729063456872075	3.8555145927500574	0.18260824706284984	0.21110246528325413	0.16369472330887788	1.2896106912678054	0.20737641434945775	29.0	64.0	0.14543763444960084	0.06109130991310181	0.02052970447024334	0.4811780864202262	0.1454719562658965	junction	none	
wmean	GRHL2	74	34.0	18.0	16.0	4.027609520436964	4.190848655412049	0.16323913497508524	0.18796746403295564	0.18095960576510267	1.0387260915949919	0.3075156784666983	29.0	64.0	0.17069822399838608	0.06039551005723907	0.006417340171995331	0.5673352570375433	0.06766771591265261	junction	none	
wmean	IRF1	74	34.0	18.0	16.0	3.73098524087945	3.3022029226238074	-0.4287823182556427	-0.3985651591664646	0.15779807515600414	-2.525792274540932	0.017262715151602832	29.0	64.0	-0.10934821952195045	0.06403054470310407	0.09293996853733383	0.11923317209362887	0.29551657600367415	IFN	down	
wmean	IRF2	73	34.0	18.0	16.0	4.566144798784093	4.447250137807841	-0.11889466097625156	-0.1049989628394111	0.09773743607298026	-1.0742962682283652	0.2915476575106294	29.0	64.0	-0.014445574103045589	0.03828295591113665	0.7072771529802947	0.552247428380218	0.8202280536888905	IFN	down	
wmean	IRF3	69	34.0	18.0	16.0	3.557109848937813	3.5656268427962243	0.008516993858411315	-0.014886347503005604	0.0672643231344561	-0.22131119156954815	0.8264010766513324	29.0	64.0	0.0100819063517823	0.02360417270211466	0.6708438158698531	0.9635397252299949	0.8066421591633456	IFN	down	
wmean	IRF8	8	34.0	18.0	16.0	0.9686652780156848	0.905492053818405	-0.06317322419727978	-0.043403531640776254	0.11289229158224068	-0.38446851447919544	0.703436212559133	29.0	64.0	-0.004061946622439805	0.046660231090132634	0.9309235966265171	0.8776390800565433	0.9667283503429217	IFN	down	
wmean	IRF9	45	34.0	18.0	16.0	4.3025998244800885	4.146496729027613	-0.15610309545247514	-0.1579762462777502	0.13802307485582335	-1.1445640262888623	0.2617489390852151	29.0	64.0	-0.02303256523414171	0.05961591405635535	0.7006278317692433	0.5382121644645552	0.8160253570018244	IFN	down	
wmean	KLF4	48	34.0	18.0	16.0	2.932554312176424	2.915166763663292	-0.017387548513132067	-0.005357564660891004	0.12345363286486433	-0.043397383588991166	0.9656822005855022	29.0	64.0	0.009819537600744416	0.043984853392215986	0.8241135275074455	0.9958597693537992	0.9065248802581901	junction	none	
wmean	RFX5	87	34.0	18.0	16.0	4.861902572108948	4.445579845505648	-0.4163227266033003	-0.342579803689536	0.21929737045147546	-1.5621701390411318	0.12909590331449472	29.0	64.0	-0.012136008200526904	0.08755063387884679	0.890224838081306	0.39292423681582556	0.9510675428422586	MHC	down	
wmean	STAT1	1062	34.0	18.0	16.0	3.517862324324904	3.375985159859815	-0.1418771644650887	-0.11995550913534268	0.07019946883546203	-1.70878086579974	0.0981748298562472	29.0	64.0	-0.01701545485182293	0.02792287942939724	0.5446166625813159	0.3276171288461283	0.7213856642242047	IFN	down	
wmean	STAT2	102	34.0	18.0	16.0	4.5278574160398675	4.032291963108645	-0.49556545293122234	-0.5078767625010474	0.18824313146240162	-2.6979829678539278	0.011505385560193123	29.0	64.0	-0.1514512926072678	0.08003495335566273	0.06335887486310193	0.11162079248081314	0.25777514841563387	IFN	down	
wmean	STAT3	168	34.0	18.0	16.0	4.217391392927514	3.920317884185998	-0.2970735087415157	-0.23703283160481903	0.12500133047650552	-1.8962424695901157	0.06793091933676529	29.0	64.0	-0.02796761091357436	0.0538070205737884	0.6051642854936279	0.25866003901306783	0.7747146241017563	context	none	
wmean	TFAP2A	123	34.0	18.0	16.0	3.3024961394972703	3.33117791163895	0.028681772141679662	0.047434764719309006	0.09441557848419246	0.5024040045176525	0.6191772014339505	29.0	64.0	0.06412313948688964	0.03517773776529518	0.0733966677153673	0.820962628686979	0.2640362219947231	junction	none	
wmean	TP63	86	34.0	18.0	16.0	3.056572081909624	3.133955563706664	0.0773834817970398	0.08609449288290306	0.1474659045996239	0.5838264317209678	0.5638510007480861	29.0	64.0	0.0630366601176432	0.056385841266715094	0.26811903698336464	0.7865457777685936	0.4955245294411837	context	none	
ulm	IRF7	2																		IFN	down	below tmin or absent from DoRothEA A+B+C
