interaction_name	pathway_name	annotation	direction	ligand	receptor	ligand_genes	receptor_genes	ligand_class	prob_high	prob_low	delta_prob	pval_high	pval_low	sig_high	sig_low	contrast	absd
GZMA_F2RL1	PARs	Secreted Signaling	incoming	GZMA	F2RL1	GZMA	F2RL1	other	0.07344544515660377	0.042480398985106714	0.030965046171497056	0.009900990099009901	0.9900990099009901	True	False	incoming	0.030965046171497056
LAMA3_ITGA1_ITGB1	LAMININ	ECM-Receptor	outgoing	LAMA3	ITGA1_ITGB1	LAMA3	ITGB1|ITGA1	other	0.06932197397431827	0.09984571672401059	-0.030523742749692315	1.0	0.009900990099009901	False	True	outgoing	0.030523742749692315
MDK_ITGA4_ITGB1	MK	Secreted Signaling	outgoing	MDK	ITGA4_ITGB1	MDK	ITGA4|ITGB1	other	0.5338672981805612	0.5072735102743391	0.026593787906222133	0.009900990099009901	1.0	True	False	outgoing	0.026593787906222133
KLK6_F2R	KLK	Secreted Signaling	outgoing	KLK6	F2R	KLK6	F2R	other	0.0422176382213443	0.01624093886179025	0.02597669935955405	0.009900990099009901	1.0	True	False	outgoing	0.02597669935955405
SPP1_ITGA4_ITGB1	SPP1	Secreted Signaling	outgoing	SPP1	ITGA4_ITGB1	SPP1	ITGA4|ITGB1	other	0.19657294043428225	0.22223858518158945	-0.025665644747307204	0.9900990099009901	0.019801980198019802	False	True	outgoing	0.025665644747307204
LAMB3_CD44	LAMININ	ECM-Receptor	outgoing	LAMB3	CD44	LAMB3	CD44	other	0.2522764191264217	0.27724539797011993	-0.024968978843698253	0.9603960396039604	0.04950495049504951	False	True	outgoing	0.024968978843698253
GZMA_PARD3	PARs	Secreted Signaling	incoming	GZMA	PARD3	GZMA	PARD3	other	0.5925801054679362	0.568530115869525	0.024049989598411203	0.009900990099009901	1.0	True	False	incoming	0.024049989598411203
MDK_NCL	MK	Secreted Signaling	outgoing	MDK	NCL	MDK	NCL	other	0.6930177627030887	0.669889404747418	0.023128357955670698	0.009900990099009901	1.0	True	False	outgoing	0.023128357955670698
HLA-DPB1_CD4	MHC-II	Cell-Cell Contact	incoming	HLA-DPB1	CD4	HLA-DPB1	CD4	other	0.022943739244008724	0.0	0.022943739244008724	0.009900990099009901	1.0	True	False	incoming	0.022943739244008724
CD6_ALCAM	CD6	Cell-Cell Contact	incoming	CD6	ALCAM	CD6	ALCAM	other	0.38734129937982203	0.3648580128579685	0.02248328652185355	0.009900990099009901	1.0	True	False	incoming	0.02248328652185355
NECTIN2_CD226	NECTIN	Cell-Cell Contact	outgoing	NECTIN2	CD226	NECTIN2	CD226	barrier|inhibitory	0.06672476114942469	0.04432939256299496	0.02239536858642973	0.009900990099009901	1.0	True	False	outgoing	0.02239536858642973
