spec	score	outcome	coding	estimate	se	wald_z	wald_p	lr_chi2	lr_p	n_units	re_sd	singular	note
seed_k20|compartment|global_z	seed_k20	compartment	global_z	-0.968901411577633	0.232905627001445	-4.16006012414471	3.18163827688974e-05	15.3568766929335	8.8996416211693e-05	65	1.58108072359883	FALSE	ok
seed_k20|compartment|within_z	seed_k20	compartment	within_z	-0.850263579575724	0.202403980122869	-4.20082440601995	2.65944800625703e-05	15.6252474245537	7.72166916150559e-05	65	1.57777552717694	FALSE	ok
seed_k20|compartment|within_rank	seed_k20	compartment	within_rank	-0.936299227802818	0.196378754654133	-4.76782343106233	1.86226882472272e-06	19.5125935109928	9.99386364360682e-06	65	1.53118724715774	FALSE	ok
seed_antimode|all_cells|global_z	seed_antimode	all_cells	global_z	-0.487940925907361	0.147753778518141	-3.30239220141129	0.000958639273603445	10.0842913030517	0.00149538665178617	65	1.08783327641609	FALSE	ok
seed_antimode|all_cells|within_z	seed_antimode	all_cells	within_z	-0.468188601686959	0.139019499302414	-3.36779087851908	0.000757730472285798	10.4552544598808	0.00122301064769211	65	1.08461700979327	FALSE	ok
seed_antimode|all_cells|within_rank	seed_antimode	all_cells	within_rank	-0.679297122728911	0.124836907521853	-5.44147669318063	5.28407072783137e-08	24.3964209833405	7.84142365351174e-07	65	0.973267346233509	FALSE	ok
seed_antimode|compartment|global_z	seed_antimode	compartment	global_z	-0.90503465828411	0.214055360016049	-4.22804015847234	2.35735723291894e-05	15.8015944855191	7.03432032307837e-05	65	1.57539647854772	FALSE	ok
seed_antimode|compartment|within_z	seed_antimode	compartment	within_z	-0.892765282779648	0.199428813637671	-4.47661131054842	7.58371366504001e-06	17.4777722311204	2.90686496199809e-05	65	1.55510617407447	FALSE	ok
seed_antimode|compartment|within_rank	seed_antimode	compartment	within_rank	-1.20144312231486	0.172489570164851	-6.96530880775355	3.27684165010712e-12	36.2482271326063	1.73717968999241e-09	65	1.34447979863619	FALSE	ok
scanvi_k01|all_cells|global_z	scanvi_k01	all_cells	global_z	-0.310276450727322	0.144855506680028	-2.14197207851196	0.0321957289354459	4.43354806259572	0.0352391807379356	65	1.1364207212079	FALSE	ok
scanvi_k01|all_cells|within_z	scanvi_k01	all_cells	within_z	-0.451102521115011	0.13982983617932	-3.22608202541631	0.00125497385128013	9.65221292275635	0.0018912361498292	65	1.09123847338681	FALSE	ok
scanvi_k01|all_cells|within_rank	scanvi_k01	all_cells	within_rank	-0.527526107485645	0.135694607984649	-3.88759815382882	0.000101241052894944	13.588342541016	0.000227594495150946	65	1.05851319877911	FALSE	ok
scanvi_k01|compartment|global_z	scanvi_k01	compartment	global_z	-0.610434516232925	0.213889076372164	-2.85397705477384	0.00431756495931522	7.67629199441183	0.00559510188904705	65	1.67729233946873	FALSE	ok
scanvi_k01|compartment|within_z	scanvi_k01	compartment	within_z	-0.775738565156088	0.206887137347776	-3.74957368109395	0.000177135447244875	12.734181019797	0.00035903300969326	65	1.61314793062968	FALSE	ok
scanvi_k01|compartment|within_rank	scanvi_k01	compartment	within_rank	-0.937595962999006	0.196190094873904	-4.77901783778443	1.76153567572231e-06	19.5804144766529	9.64529109889782e-06	65	1.52986084245743	FALSE	ok
scanvi_k02|all_cells|global_z	scanvi_k02	all_cells	global_z	-0.336344700516865	0.143407374390689	-2.34537939172187	0.0190077271194582	5.28097413010141	0.0215596824054034	65	1.12902159473252	FALSE	ok
scanvi_k02|all_cells|within_z	scanvi_k02	all_cells	within_z	-0.442889053890077	0.140249360606011	-3.15786861327833	0.00158927168969417	9.27620033845687	0.00232150502920069	65	1.09444958859563	FALSE	ok
scanvi_k02|all_cells|within_rank	scanvi_k02	all_cells	within_rank	-0.545482765514062	0.13464872000094	-4.05115448190117	5.09655435594494e-05	14.6392112373497	0.000130177676495672	65	1.05015655636953	FALSE	ok
scanvi_k02|compartment|global_z	scanvi_k02	compartment	global_z	-0.658848123660706	0.210839349281726	-3.12488217168772	0.00177876294448202	9.10128613261998	0.00255429822883765	65	1.65901009348439	FALSE	ok
scanvi_k02|compartment|within_z	scanvi_k02	compartment	within_z	-0.760819963189305	0.207753082931465	-3.66213561047511	0.000250121386525996	12.1987854941511	0.000478206384733876	65	1.61983060768023	FALSE	ok
scanvi_k02|compartment|within_rank	scanvi_k02	compartment	within_rank	-0.93820863720363	0.196146560226999	-4.78320209193497	1.72524512590728e-06	19.612540215302	9.48446431521117e-06	65	1.52959578211055	FALSE	ok
scanvi_k03|all_cells|global_z	scanvi_k03	all_cells	global_z	-0.34479819555192	0.142818732608785	-2.41423648882536	0.0157682241574215	5.58258962960076	0.0181398804973059	65	1.12639878860864	FALSE	ok
scanvi_k03|all_cells|within_z	scanvi_k03	all_cells	within_z	-0.444034644607799	0.140203951469942	-3.16706226859086	0.00153987341985593	9.32674066011236	0.00225833689548454	65	1.09403055911497	FALSE	ok
scanvi_k03|all_cells|within_rank	scanvi_k03	all_cells	within_rank	-0.599410179509965	0.131068811145285	-4.5732480082202	4.80221148319221e-06	18.1380753269426	2.05451943774464e-05	65	1.02197941900307	FALSE	ok
scanvi_k03|compartment|global_z	scanvi_k03	compartment	global_z	-0.678538084043744	0.209474094599308	-3.23924581386392	0.00119846236533961	9.73164487253723	0.00181122326958656	65	1.65098443858453	FALSE	ok
scanvi_k03|compartment|within_z	scanvi_k03	compartment	within_z	-0.771278124560933	0.207192230800539	-3.72252435132779	0.000197240879147146	12.5681775259173	0.000392371030814345	65	1.61525399047647	FALSE	ok
scanvi_k03|compartment|within_rank	scanvi_k03	compartment	within_rank	-1.01387097304947	0.190262210209462	-5.32880897332835	9.88589063385984e-08	23.5730354189915	1.20261025678796e-06	65	1.48346130537897	FALSE	ok
scanvi_k04|all_cells|global_z	scanvi_k04	all_cells	global_z	-0.349673338879549	0.142211684896813	-2.45882283958078	0.0139393384985209	5.78184342959457	0.0161925500978491	65	1.12467521909594	FALSE	ok
scanvi_k04|all_cells|within_z	scanvi_k04	all_cells	within_z	-0.429001582346901	0.140939158381338	-3.04387784966158	0.00233549948018408	8.66106206469635	0.00325081766082451	65	1.09972375587108	FALSE	ok
scanvi_k04|all_cells|within_rank	scanvi_k04	all_cells	within_rank	-0.625351686282762	0.129215015594084	-4.83962087074495	1.30087054224228e-06	20.0122496342931	7.6947651384881e-06	65	1.0073334932705	FALSE	ok
scanvi_k04|compartment|global_z	scanvi_k04	compartment	global_z	-0.680593150393542	0.208730241341162	-3.26063509542509	0.0011116299805109	9.85127515532906	0.00169714079522106	65	1.64945660731628	FALSE	ok
scanvi_k04|compartment|within_z	scanvi_k04	compartment	within_z	-0.741425943200758	0.208877243771231	-3.54957739682161	0.000385850022820116	11.5225935391634	0.000687553978004762	65	1.62836513750371	FALSE	ok
scanvi_k04|compartment|within_rank	scanvi_k04	compartment	within_rank	-1.00084544107787	0.1913518712829	-5.23039275428977	1.69150283541494e-07	22.8500413669013	1.75145559021728e-06	65	1.49196737421849	FALSE	ok
scanvi_k05|all_cells|global_z	scanvi_k05	all_cells	global_z	-0.352248678329932	0.141851953916216	-2.48321343911826	0.0130203046503021	5.89215541724286	0.015208474667975	65	1.12372434363175	FALSE	ok
scanvi_k05|all_cells|within_z	scanvi_k05	all_cells	within_z	-0.431622996101441	0.140818614077796	-3.06509902066631	0.0021759794116109	8.77454519003913	0.00305463314272048	65	1.09876453187332	FALSE	ok
scanvi_k05|all_cells|within_rank	scanvi_k05	all_cells	within_rank	-0.597000844470042	0.131297069614908	-4.54694721078721	5.44296432177725e-06	17.9628335202915	2.25260504952417e-05	65	1.02358666653675	FALSE	ok
scanvi_k05|compartment|global_z	scanvi_k05	compartment	global_z	-0.683355640962489	0.208187403208149	-3.28240628602904	0.00102925190824396	9.97356626223154	0.00158803604997217	65	1.64789162248683	FALSE	ok
scanvi_k05|compartment|within_z	scanvi_k05	compartment	within_z	-0.765668444058988	0.207528441100485	-3.6894627068887	0.000224728166592868	12.3656028119498	0.00043731634497589	65	1.61777393334953	FALSE	ok
scanvi_k05|compartment|within_rank	scanvi_k05	compartment	within_rank	-0.98008687230237	0.193003642239822	-5.07807449086653	3.81279215415387e-07	21.735683675416	3.1291627731618e-06	65	1.5049281628174	FALSE	ok
scanvi_k06|all_cells|global_z	scanvi_k06	all_cells	global_z	-0.360537407988001	0.14100421683561	-2.55692642446526	0.0105601550756464	6.23079929425535	0.0125547054493717	65	1.12079248025836	FALSE	ok
scanvi_k06|all_cells|within_z	scanvi_k06	all_cells	within_z	-0.423406156159424	0.14121027798984	-2.9984089131946	0.002713932680403	8.42069866001202	0.00370973214511425	65	1.10181262037485	FALSE	ok
scanvi_k06|all_cells|within_rank	scanvi_k06	all_cells	within_rank	-0.587096891370628	0.132006719668271	-4.44747731665467	8.68846305932531e-06	17.2809588639889	3.22401410704525e-05	65	1.02904828550352	FALSE	ok
scanvi_k06|compartment|global_z	scanvi_k06	compartment	global_z	-0.689561696536277	0.207058297784524	-3.33027801307375	0.000867593117967322	10.244828940616	0.00137068294510676	65	1.64445454506653	FALSE	ok
scanvi_k06|compartment|within_z	scanvi_k06	compartment	within_z	-0.766400411819079	0.207481507541644	-3.69382515531053	0.000220905722827168	12.3922248369205	0.000431125261118261	65	1.61743951038729	FALSE	ok
scanvi_k06|compartment|within_rank	scanvi_k06	compartment	within_rank	-0.971346722210008	0.193701330725626	-5.0146621015521	5.31267465459487e-07	21.2762523628136	3.9762710698692e-06	65	1.51031934105824	FALSE	ok
scanvi_k07|all_cells|global_z	scanvi_k07	all_cells	global_z	-0.379321332123299	0.139953808721187	-2.71033232742507	0.00672158236917421	6.96114750772756	0.0083298592042012	65	1.11447803015763	FALSE	ok
scanvi_k07|all_cells|within_z	scanvi_k07	all_cells	within_z	-0.438013972002908	0.14052466972985	-3.11698986978559	0.00182707850288906	9.05482211631852	0.00262002893477028	65	1.09641994945362	FALSE	ok
scanvi_k07|all_cells|within_rank	scanvi_k07	all_cells	within_rank	-0.589785897727712	0.131843048020711	-4.47339398308712	7.69877370750653e-06	17.4584360126453	2.93658230734543e-05	65	1.02764415317268	FALSE	ok
scanvi_k07|compartment|global_z	scanvi_k07	compartment	global_z	-0.716176686679794	0.205236269179929	-3.48952302408073	0.000483883372518093	11.1674094528604	0.000832467846269994	65	1.63284830234464	FALSE	ok
scanvi_k07|compartment|within_z	scanvi_k07	compartment	within_z	-0.789442054504422	0.20617979944501	-3.82890106901561	0.000128716732673694	13.2283771458084	0.00027574245030166	65	1.60710261766311	FALSE	ok
scanvi_k07|compartment|within_rank	scanvi_k07	compartment	within_rank	-0.973232401736547	0.193590065212637	-5.02728484887673	4.97473132043098e-07	21.3688431098841	3.78878527348786e-06	65	1.50928812679284	FALSE	ok
scanvi_k08|all_cells|global_z	scanvi_k08	all_cells	global_z	-0.390499614581223	0.139298013236321	-2.80333944116443	0.00505764078195078	7.42055276091037	0.00644830028271001	65	1.11053162448001	FALSE	ok
scanvi_k08|all_cells|within_z	scanvi_k08	all_cells	within_z	-0.432123589290121	0.140816007421167	-3.06871070415795	0.00214984664945151	8.79499927394022	0.00302057364880495	65	1.09866545182857	FALSE	ok
scanvi_k08|all_cells|within_rank	scanvi_k08	all_cells	within_rank	-0.558173979322525	0.133875326871584	-4.16935661234978	3.0546071957798e-05	15.4062581763962	8.67006821534579e-05	65	1.04375540721279	FALSE	ok
scanvi_k08|compartment|global_z	scanvi_k08	compartment	global_z	-0.735408457881094	0.20391260809358	-3.60648841068032	0.000310368713846694	11.8636533667463	0.000572401447003524	65	1.6241258956349	FALSE	ok
scanvi_k08|compartment|within_z	scanvi_k08	compartment	within_z	-0.801055080847697	0.205501017303071	-3.89805895542749	9.69668121907942e-05	13.6638601974072	0.000218621603013913	65	1.60174323409028	FALSE	ok
scanvi_k08|compartment|within_rank	scanvi_k08	compartment	within_rank	-0.944268442967008	0.195728153982512	-4.82438741567744	1.4043421507652e-06	19.9050543329681	8.13848777379396e-06	65	1.52615457719873	FALSE	ok
scanvi_k09|all_cells|global_z	scanvi_k09	all_cells	global_z	-0.399128746581363	0.138864951973509	-2.87422233550698	0.00405023729351174	7.77888452829916	0.00528604267615449	65	1.10746653852663	FALSE	ok
scanvi_k09|all_cells|within_z	scanvi_k09	all_cells	within_z	-0.433473330189502	0.140760952105659	-3.0794998449863	0.00207348478305203	8.8531850917866	0.00292577889637223	65	1.09818793180883	FALSE	ok
scanvi_k09|all_cells|within_rank	scanvi_k09	all_cells	within_rank	-0.563040225193815	0.133576886033939	-4.21510219253619	2.49665110975753e-05	15.7108484055379	7.3799685381479e-05	65	1.04139161629871	FALSE	ok
scanvi_k09|compartment|global_z	scanvi_k09	compartment	global_z	-0.748504173180224	0.203101500238037	-3.68536998644998	0.000228370639985026	12.3424516399216	0.000442773153425218	65	1.61819864220839	FALSE	ok
scanvi_k09|compartment|within_z	scanvi_k09	compartment	within_z	-0.80873897961466	0.205062575981438	-3.94386433382104	8.0179028126617e-05	13.9555151177368	0.000187187694411013	65	1.59819909966089	FALSE	ok
scanvi_k09|compartment|within_rank	scanvi_k09	compartment	within_rank	-0.926687231200026	0.197059577523632	-4.70257392634922	2.56902156790689e-06	19.0469362265773	1.27542377766597e-05	65	1.53643914644418	FALSE	ok
scanvi_k10|all_cells|global_z	scanvi_k10	all_cells	global_z	-0.398262747444224	0.13889817587093	-2.86730005593671	0.00413990301910761	7.74367048560555	0.00539011294681353	65	1.10777503715342	FALSE	ok
scanvi_k10|all_cells|within_z	scanvi_k10	all_cells	within_z	-0.422911027189835	0.141265762405215	-2.99372629283472	0.00275593053483542	8.39712682956781	0.00375814542069665	65	1.10209128719261	FALSE	ok
scanvi_k10|all_cells|within_rank	scanvi_k10	all_cells	within_rank	-0.582187375513514	0.132333135716267	-4.3994073922783	1.08546885907002e-05	16.950244310115	3.8372381348948e-05	65	1.03156515264703	FALSE	ok
scanvi_k10|compartment|global_z	scanvi_k10	compartment	global_z	-0.743166507364423	0.20338534764333	-3.65398253107048	0.000258203842899896	12.1518300427134	0.000490397219277922	65	1.62061005946542	FALSE	ok
scanvi_k10|compartment|within_z	scanvi_k10	compartment	within_z	-0.791802914511113	0.206075848098859	-3.8422887583181	0.00012189231014062	13.3138722410455	0.000263449732754447	65	1.60615772414976	FALSE	ok
scanvi_k10|compartment|within_rank	scanvi_k10	compartment	within_rank	-0.978521861138802	0.193180951223846	-5.06531236615019	4.07731211765793e-07	21.6433244446254	3.2835075693197e-06	65	1.50602445352477	FALSE	ok
scanvi_k11|all_cells|global_z	scanvi_k11	all_cells	global_z	-0.399795309115025	0.139043068762536	-2.87533433110436	0.00403599885415237	7.78469990992198	0.00526905421818303	65	1.10742820900288	FALSE	ok
scanvi_k11|all_cells|within_z	scanvi_k11	all_cells	within_z	-0.422555316915665	0.141290444264921	-2.99068574038433	0.0027835178974915	8.3811578144655	0.00379130826599419	65	1.10222990182468	FALSE	ok
scanvi_k11|all_cells|within_rank	scanvi_k11	all_cells	within_rank	-0.589684660690022	0.131798827659866	-4.47412675180865	7.67242211873718e-06	17.4579072841632	2.93739917102853e-05	65	1.0274591150223	FALSE	ok
scanvi_k11|compartment|global_z	scanvi_k11	compartment	global_z	-0.733586411375433	0.204225347647604	-3.59204388595903	0.000328094578965115	11.778060723626	0.000599328882161934	65	1.62529130475965	FALSE	ok
scanvi_k11|compartment|within_z	scanvi_k11	compartment	within_z	-0.773591768314417	0.207119098926323	-3.73500933677585	0.000187708222929018	12.6473434807793	0.000376099720721304	65	1.61444108196681	FALSE	ok
scanvi_k11|compartment|within_rank	scanvi_k11	compartment	within_rank	-0.980606918694336	0.193005991972646	-5.08070712557626	3.76032480242433e-07	21.7555605092242	3.0969096721183e-06	65	1.50472732425228	FALSE	ok
scanvi_k12|all_cells|global_z	scanvi_k12	all_cells	global_z	-0.404570008601671	0.139022706236316	-2.91010022430414	0.00361312871693856	7.96318594677359	0.00477383112848565	65	1.10591556690574	FALSE	ok
scanvi_k12|all_cells|within_z	scanvi_k12	all_cells	within_z	-0.420469900786193	0.141397137850047	-2.97368042365966	0.00294251358968552	8.29223777871209	0.00398148948808606	65	1.10301260570178	FALSE	ok
scanvi_k12|all_cells|within_rank	scanvi_k12	all_cells	within_rank	-0.575320647519044	0.13278288517305	-4.33279218755681	1.47230070541857e-05	16.499545156001	4.86617464051233e-05	65	1.03515386710937	FALSE	ok
scanvi_k12|compartment|global_z	scanvi_k12	compartment	global_z	-0.737502409165223	0.204296829286325	-3.60995523886278	0.000306249848663152	11.8861078975194	0.000565541755713667	65	1.62396716452297	FALSE	ok
scanvi_k12|compartment|within_z	scanvi_k12	compartment	within_z	-0.77113474324314	0.207261231446006	-3.72059327189721	0.000198755318135737	12.5589880255	0.000394305217230061	65	1.61556373409511	FALSE	ok
scanvi_k12|compartment|within_rank	scanvi_k12	compartment	within_rank	-0.960118131316566	0.194588302729509	-4.93409993226158	8.0521207873405e-07	20.6953915778685	5.38454374350646e-06	65	1.51712631005017	FALSE	ok
scanvi_k13|all_cells|global_z	scanvi_k13	all_cells	global_z	-0.402517488522454	0.139486958625746	-2.88569979938009	0.00390544481468213	7.83818963698934	0.00511538107374985	65	1.10700991265928	FALSE	ok
scanvi_k13|all_cells|within_z	scanvi_k13	all_cells	within_z	-0.417592101412852	0.141540497480299	-2.95033653863607	0.00317427961771976	8.17064011820003	0.00425738793099714	65	1.10407289461349	FALSE	ok
scanvi_k13|all_cells|within_rank	scanvi_k13	all_cells	within_rank	-0.575758864474471	0.132754811799538	-4.33700938346307	1.44434460839708e-05	16.5280669548724	4.79352388537331e-05	65	1.03492999632349	FALSE	ok
scanvi_k13|compartment|global_z	scanvi_k13	compartment	global_z	-0.729309751429427	0.205288722734354	-3.55260504189099	0.000381436694838541	11.5426926873359	0.000680160584116917	65	1.62827714358793	FALSE	ok
scanvi_k13|compartment|within_z	scanvi_k13	compartment	within_z	-0.765826603264473	0.207536933514168	-3.69007381142688	0.000224188993175852	12.3718304288392	0.000435860090903462	65	1.61788081523971	FALSE	ok
scanvi_k13|compartment|within_rank	scanvi_k13	compartment	within_rank	-0.970331710602949	0.193807011631467	-5.00669043103599	5.53738761952397e-07	21.2183963489324	4.09812099255256e-06	65	1.51098844119045	FALSE	ok
scanvi_k14|all_cells|global_z	scanvi_k14	all_cells	global_z	-0.402498393406632	0.140079103361467	-2.8733650041149	0.00406124602108238	7.77510584079914	0.00529711126269429	65	1.10754648383755	FALSE	ok
scanvi_k14|all_cells|within_z	scanvi_k14	all_cells	within_z	-0.417807330524398	0.141531143004556	-2.95205225969912	0.00315669500718161	8.17952817779553	0.00423657781976806	65	1.10399354868805	FALSE	ok
scanvi_k14|all_cells|within_rank	scanvi_k14	all_cells	within_rank	-0.56209204233801	0.133632745852035	-4.20624479991144	2.5964897802928e-05	15.6535131041924	7.60711375921864e-05	65	1.04190387005412	FALSE	ok
scanvi_k14|compartment|global_z	scanvi_k14	compartment	global_z	-0.723124947965799	0.206548356230671	-3.50099589830781	0.000463522977786893	11.2370708269812	0.000801795957407108	65	1.63214159318105	FALSE	ok
scanvi_k14|compartment|within_z	scanvi_k14	compartment	within_z	-0.76021958754452	0.207858552464779	-3.65738902022489	0.000254797521819936	12.1728910831991	0.000484890913954202	65	1.62037606158088	FALSE	ok
scanvi_k14|compartment|within_rank	scanvi_k14	compartment	within_rank	-0.94149920007287	0.195969987624044	-4.80430300316739	1.55291509550985e-06	19.7667775527478	8.74902851820895e-06	65	1.52798646241531	FALSE	ok
scanvi_k15|all_cells|global_z	scanvi_k15	all_cells	global_z	-0.393752121789934	0.141133774471198	-2.78992128755325	0.00527208570512648	7.35417767377066	0.00669071045047303	65	1.11115629539792	FALSE	ok
scanvi_k15|all_cells|within_z	scanvi_k15	all_cells	within_z	-0.40809158785496	0.141973065887638	-2.87442963426553	0.00404757950402457	7.77937383344397	0.00528461112154714	65	1.10742016273211	FALSE	ok
scanvi_k15|all_cells|within_rank	scanvi_k15	all_cells	within_rank	-0.520884439996043	0.136214459448702	-3.82400254792486	0.000131302556586507	13.1940619024135	0.00028083754254125	65	1.06197710541166	FALSE	ok
scanvi_k15|compartment|global_z	scanvi_k15	compartment	global_z	-0.705173071446118	0.208533324367598	-3.38158456728505	0.00072069045709624	10.5412064845029	0.00116742188069415	65	1.64092915362424	FALSE	ok
scanvi_k15|compartment|within_z	scanvi_k15	compartment	within_z	-0.742579180671273	0.208836551472654	-3.55579124169032	0.000376843225653315	11.5615816151843	0.000673285572669071	65	1.62803315086445	FALSE	ok
scanvi_k15|compartment|within_rank	scanvi_k15	compartment	within_rank	-0.891193139033784	0.199561416930099	-4.46575872602641	7.97854865283584e-06	17.4052384329851	3.0199253590368e-05	65	1.55607030070153	FALSE	ok
scanvi_k16|all_cells|global_z	scanvi_k16	all_cells	global_z	-0.390533153308886	0.14196078452577	-2.750993202901	0.00594148761381315	7.16132086936784	0.00744923216117038	65	1.11282913494064	FALSE	ok
scanvi_k16|all_cells|within_z	scanvi_k16	all_cells	within_z	-0.404358630730631	0.142145412854704	-2.8446829384776	0.00444556497371012	7.62838098760437	0.00574568567376251	65	1.10872871727365	FALSE	ok
scanvi_k16|all_cells|within_rank	scanvi_k16	all_cells	within_rank	-0.483391847707818	0.138324807345374	-3.49461428491905	0.000474747307388749	11.1949296973517	0.00082021145168983	65	1.07856432420614	FALSE	ok
scanvi_k16|compartment|global_z	scanvi_k16	compartment	global_z	-0.692744045606346	0.210212038055818	-3.2954537333509	0.000982628825257876	10.0497402199645	0.0015236942676479	65	1.64715592377555	FALSE	ok
scanvi_k16|compartment|within_z	scanvi_k16	compartment	within_z	-0.726865163929805	0.209669040525532	-3.46672623725433	0.000526838169650094	11.0351991102535	0.000893980737577765	65	1.63464860362639	FALSE	ok
scanvi_k16|compartment|within_rank	scanvi_k16	compartment	within_rank	-0.822500105382849	0.20405022229401	-4.03087091077868	5.55705595766678e-05	14.5118797403987	0.000139278453191798	65	1.59124367011136	FALSE	ok
scanvi_k17|all_cells|global_z	scanvi_k17	all_cells	global_z	-0.389999750152345	0.142625443661756	-2.73443321289329	0.00624877706084772	7.08000202132666	0.00779489223279976	65	1.11354174098338	FALSE	ok
scanvi_k17|all_cells|within_z	scanvi_k17	all_cells	within_z	-0.401013153424137	0.142299780356915	-2.81808694587103	0.00483107257777106	7.4943958280744	0.00618912919167477	65	1.10989062206751	FALSE	ok
scanvi_k17|all_cells|within_rank	scanvi_k17	all_cells	within_rank	-0.480244356285965	0.138545056773087	-3.4663406076806	0.000527594451606777	11.0322394086951	0.00089540915577868	65	1.08010345900682	FALSE	ok
scanvi_k17|compartment|global_z	scanvi_k17	compartment	global_z	-0.687199184507331	0.21146045404497	-3.2497763594189	0.00115495796964706	9.79272877675942	0.00175203273934337	65	1.65041695477304	FALSE	ok
scanvi_k17|compartment|within_z	scanvi_k17	compartment	within_z	-0.716413076326215	0.210211881660405	-3.40805225026992	0.000654283649861377	10.6934398012316	0.00107516108309034	65	1.6389552776271	FALSE	ok
scanvi_k17|compartment|within_rank	scanvi_k17	compartment	within_rank	-0.817756875144289	0.204377432913461	-4.00120925038993	6.30195967713901e-05	14.3226507750621	0.000154000684876798	65	1.59368659164561	FALSE	ok
scanvi_k18|all_cells|global_z	scanvi_k18	all_cells	global_z	-0.39083879850389	0.143604665525395	-2.72163022749964	0.00649607844435187	7.01731210359355	0.00807253223461671	65	1.11408409254326	FALSE	ok
scanvi_k18|all_cells|within_z	scanvi_k18	all_cells	within_z	-0.399101263225948	0.142387824120724	-2.80291707307479	0.00506426890635969	7.41833933435942	0.00645623766378151	65	1.11054467909591	FALSE	ok
scanvi_k18|all_cells|within_rank	scanvi_k18	all_cells	within_rank	-0.488701459244002	0.138087224477624	-3.5390780073445	0.000401527180278977	11.4611374293979	0.000710667888584585	65	1.07651675852836	FALSE	ok
scanvi_k18|compartment|global_z	scanvi_k18	compartment	global_z	-0.682579184984801	0.213238854376461	-3.20100756018763	0.00136947938848732	9.52115355129661	0.00203116864942472	65	1.65386597300777	FALSE	ok
scanvi_k18|compartment|within_z	scanvi_k18	compartment	within_z	-0.704151580778297	0.210838777873784	-3.33976314926198	0.000838498689498224	10.3007897209346	0.0013297329043201	65	1.64391400129015	FALSE	ok
scanvi_k18|compartment|within_rank	scanvi_k18	compartment	within_rank	-0.825948886535087	0.203868554613835	-4.05137951804087	5.09165424560333e-05	14.6464236892951	0.000129680473733118	65	1.58971254612116	FALSE	ok
scanvi_k19|all_cells|global_z	scanvi_k19	all_cells	global_z	-0.400523704399865	0.144134689482667	-2.7788154665434	0.00545575087768391	7.29937524408956	0.00689785913042066	65	1.11166829376319	FALSE	ok
scanvi_k19|all_cells|within_z	scanvi_k19	all_cells	within_z	-0.404298492533391	0.142167792638059	-2.84381212531506	0.00445773242311761	7.62424934204444	0.00575886346289839	65	1.10878715830806	FALSE	ok
scanvi_k19|all_cells|within_rank	scanvi_k19	all_cells	within_rank	-0.460038357388056	0.139600545941891	-3.29539081874042	0.000982848871641137	10.0486213713835	0.00152461995466922	65	1.08837006119253	FALSE	ok
scanvi_k19|compartment|global_z	scanvi_k19	compartment	global_z	-0.698753518623338	0.21388472768743	-3.26696312625226	0.00108707838566525	9.8891976148343	0.0016625184716328	65	1.64919851306419	FALSE	ok
scanvi_k19|compartment|within_z	scanvi_k19	compartment	within_z	-0.711834680043497	0.210451754566405	-3.38241266512647	0.00071852120394374	10.5454623519748	0.0011647368250472	65	1.64083154419631	FALSE	ok
scanvi_k19|compartment|within_rank	scanvi_k19	compartment	within_rank	-0.792907348648179	0.205877295627082	-3.85135887001557	0.00011746421689424	13.3704178666932	0.000255624394118838	65	1.6054329216055	FALSE	ok
scanvi_k20|all_cells|global_z	scanvi_k20	all_cells	global_z	-0.406598104779801	0.144796467582256	-2.80806646438954	0.00498399392549358	7.4452891512658	0.00636027001557202	65	1.11040825032619	FALSE	ok
scanvi_k20|all_cells|within_z	scanvi_k20	all_cells	within_z	-0.404489507008877	0.142163261290092	-2.8452463972636	0.00443770808293909	7.63148925838004	0.00573579219136979	65	1.10872339366759	FALSE	ok
scanvi_k20|all_cells|within_rank	scanvi_k20	all_cells	within_rank	-0.455049485414463	0.139853700441664	-3.25375362952427	0.0011389100675946	9.81447002958885	0.00173144162105302	65	1.0903518027114	FALSE	ok
scanvi_k20|compartment|global_z	scanvi_k20	compartment	global_z	-0.710092942176337	0.214736666585697	-3.3068080708655	0.0009436552325757	10.1140138616618	0.00147146145175824	65	1.64634120608656	FALSE	ok
scanvi_k20|compartment|within_z	scanvi_k20	compartment	within_z	-0.715390674944309	0.210270841918782	-3.40223432034685	0.00066837305332292	10.659800848122	0.00109489181540095	65	1.6393827713059	FALSE	ok
scanvi_k20|compartment|within_rank	scanvi_k20	compartment	within_rank	-0.796208186308903	0.205679981521284	-3.87110199261911	0.00010834444493324	13.4944092901274	0.000239275281132327	65	1.60388690494121	FALSE	ok
scanvi_antimode|all_cells|global_z	scanvi_antimode	all_cells	global_z	-0.340268705919685	0.143149101130941	-2.37702300071333	0.0174529997998163	5.41867694049324	0.0199224510812703	65	1.12782332236615	FALSE	ok
scanvi_antimode|all_cells|within_z	scanvi_antimode	all_cells	within_z	-0.447162805896557	0.140040712776231	-3.19309147341368	0.00140758349983701	9.46971541849484	0.00208891776392931	65	1.09280117637946	FALSE	ok
scanvi_antimode|all_cells|within_rank	scanvi_antimode	all_cells	within_rank	-0.622806511997398	0.12935621410674	-4.81466249069009	1.47448883811196e-06	19.8313817931868	8.45825557149336e-06	65	1.00864584132125	FALSE	ok
scanvi_antimode|compartment|global_z	scanvi_antimode	compartment	global_z	-0.6651478240447	0.210364183625921	-3.16188722138886	0.00156750259373755	9.30338879709439	0.00228730373668414	65	1.65642848500032	FALSE	ok
