cohort	accession	model	kras	is_kl	sample	group	role	ordinal	transform	cldn4	tacstd2	nhej_core_zmean	ifn_chemokine_zmean
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	KP_1	parental	reference	0	author_scale	8.6358	8.32522	-0.348623	-0.825436
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	KP_2	parental	reference	0	author_scale	9.42889	8.71719	-0.487105	-0.0836185
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	KP_3	parental	reference	0	author_scale	9.53781	8.79081	-0.297741	-0.782016
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	KPy_1	chronic_ifng	other		author_scale	9.45979	8.59804	0.083988	-0.424136
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	KPy_2	chronic_ifng	other		author_scale	9.462	8.62062	-0.184404	-0.390169
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	KPy_3	chronic_ifng	other		author_scale	9.13603	8.45131	-0.223016	-0.284217
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	ResKP2_1	relapse_1	resistant	1	author_scale	9.30733	8.53727	0.429473	0.255836
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	ResKP2_2	relapse_1	resistant	1	author_scale	9.33946	8.47575	-0.165419	-0.00401449
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	ResKP2_3	relapse_1	resistant	1	author_scale	9.95699	8.87385	0.15006	0.489633
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	ResResKP_1	relapse_2	resistant	2	author_scale	9.14634	8.31749	0.564717	1.25053
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	ResResKP_2	relapse_2	resistant	2	author_scale	9.21087	8.29499	0.2858	0.985017
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	ResResKP_3	relapse_2	resistant	2	author_scale	8.99098	8.17197	0.0166874	0.378423
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	ResKPlate_1	relapse_late	resistant	3	author_scale	8.97892	8.30007	-0.282949	-0.163795
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	ResKPlate_2	relapse_late	resistant	3	author_scale	8.97856	8.27383	0.210992	-0.178982
GSE246922_KP	GSE246922	KP	Kras/Trp53 lung cancer cells; not Lkb1	0	ResKPlate_3	relapse_late	resistant	3	author_scale	9.00577	8.4268	0.24754	-0.223056
GSE246922_LLC1	GSE246922	LLC1	KrasG12C and Nras; not Stk11/Lkb1	0	LLC1_1	parental	reference	0	author_scale	8.22193	8.13117	-0.365916	-0.0705095
GSE246922_LLC1	GSE246922	LLC1	KrasG12C and Nras; not Stk11/Lkb1	0	LLC1_2	parental	reference	0	author_scale	8.10738	8.10695	0.277306	-0.520155
GSE246922_LLC1	GSE246922	LLC1	KrasG12C and Nras; not Stk11/Lkb1	0	LLC1_3	parental	reference	0	author_scale	8.34304	8.16813	-0.0306376	0.0821067
GSE246922_LLC1	GSE246922	LLC1	KrasG12C and Nras; not Stk11/Lkb1	0	LLC1y_1	chronic_ifng	other		author_scale	8.02723	8.12693	-0.0399417	0.188218
GSE246922_LLC1	GSE246922	LLC1	KrasG12C and Nras; not Stk11/Lkb1	0	LLC1y_2	chronic_ifng	other		author_scale	8.02723	8.02723	-0.795472	1.38112
GSE246922_LLC1	GSE246922	LLC1	KrasG12C and Nras; not Stk11/Lkb1	0	LLC1y_3	chronic_ifng	other		author_scale	8.39362	8.13755	-0.405123	1.57774
GSE246922_LLC1	GSE246922	LLC1	KrasG12C and Nras; not Stk11/Lkb1	0	ResResLLC1_1	relapsed	resistant	1	author_scale	8.02723	8.02723	0.622441	-0.848443
GSE246922_LLC1	GSE246922	LLC1	KrasG12C and Nras; not Stk11/Lkb1	0	ResResLLC1_2	relapsed	resistant	1	author_scale	8.02723	8.02723	0.190387	-0.780069
GSE246922_LLC1	GSE246922	LLC1	KrasG12C and Nras; not Stk11/Lkb1	0	ResResLLC1_3	relapsed	resistant	1	author_scale	8.12077	8.12057	0.546957	-1.01001
GSE297630_LLC	GSE297630	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	C-1	untreated_control	reference		author_scale	14.12	13.19	0.653106	0.273482
GSE297630_LLC	GSE297630	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	C-2	untreated_control	reference		author_scale	14.21	13.12	0.00473481	-0.44036
GSE297630_LLC	GSE297630	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	C-3	untreated_control	reference		author_scale	14.18	13	-0.0752255	0.344736
GSE297630_LLC	GSE297630	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	P-1	anti_pd1_tolerant	resistant		author_scale	13.91	15.18	-0.222745	0.0149101
GSE297630_LLC	GSE297630	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	P-2	anti_pd1_tolerant	resistant		author_scale	14.03	15.19	-0.410194	0.0359955
GSE297630_LLC	GSE297630	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	P-3	anti_pd1_tolerant	resistant		author_scale	14	15.09	0.0503236	-0.228764
GSE114601_KP	GSE114601	KP	Kras/Trp53 GEMM lung tumor; not Lkb1	0	s1795	anti_pd1	other		log2_value	4.10769	5.38922	-0.850044	-0.436228
GSE114601_KP	GSE114601	KP	Kras/Trp53 GEMM lung tumor; not Lkb1	0	s2467	anti_pd1_jq1	other		log2_value	6.87983	5.27314	0.289126	0.663174
GSE114601_KP	GSE114601	KP	Kras/Trp53 GEMM lung tumor; not Lkb1	0	s2503	jq1	other		log2_value	4.9222	5.94345	0.443085	0.889082
GSE114601_KP	GSE114601	KP	Kras/Trp53 GEMM lung tumor; not Lkb1	0	s2521	anti_pd1	other		log2_value	5.58135	6.69502	-0.15673	-0.666075
GSE114601_KP	GSE114601	KP	Kras/Trp53 GEMM lung tumor; not Lkb1	0	s2596	vehicle	other		log2_value	6.2032	8.19889	-0.159557	-0.841221
GSE114601_KP	GSE114601	KP	Kras/Trp53 GEMM lung tumor; not Lkb1	0	s2617	vehicle	other		log2_value	6.13175	6.19594	0.0431239	-0.181826
GSE114601_KP	GSE114601	KP	Kras/Trp53 GEMM lung tumor; not Lkb1	0	s2625	jq1	other		log2_value	7.23439	4.37016	0.622018	-0.431061
GSE114601_KP	GSE114601	KP	Kras/Trp53 GEMM lung tumor; not Lkb1	0	s2669	anti_pd1_jq1	other		log2_value	7.7172	5.48993	-0.231023	1.00415
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	8_6_S36	pd1_8gy	other		log2_value	2.61512	2.62213	0.295198	0.214008
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	0-4_S16	pd1_0gy	other		log2_value	2.11778	2.40841	0.585908	-1.2005
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	4_3_S27	igg_4gy	other		log2_value	3.16758	4.33044	-0.592546	0.320263
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	4_2_S26	igg_4gy	other		log2_value	3.05027	3.9432	-0.108312	0.622909
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	0-3_S15	igg_0gy	other		log2_value	1.84893	2.37646	0.540343	-0.240653
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	8_1_S31	igg_8gy	other		log2_value	1.93529	1.65818	-0.2972	0.469555
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	4_5_S29	pd1_4gy	other		log2_value	3.65298	3.57416	-0.463904	0.050833
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	8_2_S32	igg_8gy	other		log2_value	1.8395	1.88894	-0.341195	0.558577
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	8_4_S34	pd1_8gy	other		log2_value	1.54321	1.47324	0.127344	0.888531
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	8_5_S35	pd1_8gy	other		log2_value	2.32481	2.67967	0.142129	0.811098
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	0-1_S13	igg_0gy	other		log2_value	2.7798	2.62568	0.36554	-0.906831
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	8_3_S33	igg_8gy	other		log2_value	1.23243	1.83853	-0.376924	0.499335
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	0-2_S14	igg_0gy	other		log2_value	3.04049	2.07124	0.241832	-1.58936
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	0-5_S17	pd1_0gy	other		log2_value	2.34657	3.00276	0.726187	-1.39631
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	4_4_S28	pd1_4gy	other		log2_value	3.29558	3.86498	-0.0325772	0.160084
GSE157880_HKP1	GSE157880	HKP1	KrasG12D/Trp53-null lung line; not Lkb1	0	4_6_S30	pd1_4gy	other		log2_value	4.15359	3.89019	-0.811824	0.73846
GSE274960_LL2	GSE274960	LL/2	LL/2 is Lewis lung, KrasG12C; not Stk11/Lkb1	0	LL2_IgG_1	igg	other		log2_cpm	0.14378	0.644577	0.85552	0.253401
GSE274960_LL2	GSE274960	LL/2	LL/2 is Lewis lung, KrasG12C; not Stk11/Lkb1	0	LL2_IgG_2	igg	other		log2_cpm	0.336025	0.73881	0.494728	-0.734773
GSE274960_LL2	GSE274960	LL/2	LL/2 is Lewis lung, KrasG12C; not Stk11/Lkb1	0	LL2_IgG_3	igg	other		log2_cpm	0	0.211616	0.355347	-0.645809
GSE274960_LL2	GSE274960	LL/2	LL/2 is Lewis lung, KrasG12C; not Stk11/Lkb1	0	LL2_E_1	entrectinib	other		log2_cpm	0	0.455509	-0.140923	-0.718644
GSE274960_LL2	GSE274960	LL/2	LL/2 is Lewis lung, KrasG12C; not Stk11/Lkb1	0	LL2_E_2	entrectinib	other		log2_cpm	0.452713	0.144461	0.0432365	-0.494145
GSE274960_LL2	GSE274960	LL/2	LL/2 is Lewis lung, KrasG12C; not Stk11/Lkb1	0	LL2_E_3	entrectinib	other		log2_cpm	0.174147	0.174147	-0.221841	-1.42821
GSE274960_LL2	GSE274960	LL/2	LL/2 is Lewis lung, KrasG12C; not Stk11/Lkb1	0	LL2_PD_1	anti_pd1	other		log2_cpm	0.397254	0.763324	0.171381	-0.134601
GSE274960_LL2	GSE274960	LL/2	LL/2 is Lewis lung, KrasG12C; not Stk11/Lkb1	0	LL2_PD_2	anti_pd1	other		log2_cpm	0.140622	0.206105	0.306886	-0.2465
GSE274960_LL2	GSE274960	LL/2	LL/2 is Lewis lung, KrasG12C; not Stk11/Lkb1	0	LL2_PD_3	anti_pd1	other		log2_cpm	0.446389	0.390472	-0.0520391	-0.521781
GSE274960_LL2	GSE274960	LL/2	LL/2 is Lewis lung, KrasG12C; not Stk11/Lkb1	0	LL2_E_PD_1	anti_pd1_entrectinib	other		log2_cpm	0.211506	0.243927	-0.396483	0.698585
GSE274960_LL2	GSE274960	LL/2	LL/2 is Lewis lung, KrasG12C; not Stk11/Lkb1	0	LL2_E_PD_2	anti_pd1_entrectinib	other		log2_cpm	1.12028	0.0725859	-0.162118	1.10084
GSE274960_LL2	GSE274960	LL/2	LL/2 is Lewis lung, KrasG12C; not Stk11/Lkb1	0	LL2_E_PD_3	anti_pd1_entrectinib	other		log2_cpm	0.806636	0.270242	-0.465696	1.32931
GSE274960_LL2	GSE274960	LL/2	LL/2 is Lewis lung, KrasG12C; not Stk11/Lkb1	0	LL2_E_PD_4	anti_pd1_entrectinib	other		log2_cpm	0.987009	0.362547	-0.787999	1.54233
GSE262305_LLC	GSE262305	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	BTZ+PDL1-01_FPKM	btz_anti_pdl1	other		log2_value	0.115821	0.0817888	0.925201	0.925195
GSE262305_LLC	GSE262305	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	BTZ+PDL1-02_FPKM	btz_anti_pdl1	other		log2_value	0.042278	0.169293	1.03662	0.642427
GSE262305_LLC	GSE262305	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	BTZ+PDL1-03_FPKM	btz_anti_pdl1	other		log2_value	0	0.379558	0.13136	1.18746
GSE262305_LLC	GSE262305	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	Blank-01_FPKM	isotype	other		log2_value	0	0.275161	-0.275043	-0.635883
GSE262305_LLC	GSE262305	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	Blank-02_FPKM	isotype	other		log2_value	0.306124	0.0772137	-0.644588	-1.55362
GSE262305_LLC	GSE262305	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	Blank-03_FPKM	isotype	other		log2_value	0.160033	0.280807	-0.0474827	-0.18295
GSE262305_LLC	GSE262305	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	PDL1-01_FPKM	anti_pdl1	other		log2_value	0.0773667	0.230222	-0.46848	-0.11113
GSE262305_LLC	GSE262305	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	PDL1-02_FPKM	anti_pdl1	other		log2_value	0.116312	0.233594	-0.111649	-0.19558
GSE262305_LLC	GSE262305	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	PDL1-03_FPKM	anti_pdl1	other		log2_value	0.0720453	0.280196	-0.545939	-0.0759193
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	C_339_S25	vehicle	other		author_scale	-1.87394	-3.45891	0.337192	-0.326443
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	C_351_S29	vehicle	other		author_scale	-3.51663	-2.77966	0.332228	-0.455971
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	C_356_S27	vehicle	other		author_scale	-3.57246	-5.15743	0.408143	-0.68083
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	C_358_S26	vehicle	other		author_scale	-3.42741	-3.42741	0.631294	-1.38238
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	C_361_S32	vehicle	other		author_scale	-4.9189	-2.59698	0.685931	-0.537508
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	C_364_S28	vehicle	other		author_scale	-2.79139	-3.52835	0.586992	-1.83827
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	C_369_S30	vehicle	other		author_scale	-1.98072	-2.34329	0.391015	-0.619844
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	C_375_S31	vehicle	other		author_scale	-2.58517	-1.44767	-0.0432879	-1.41422
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	D_344_S33	polyic_anti_pd1	other		author_scale	-2.51516	-1.37765	0.237999	-0.364591
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	D_357_S37	polyic_anti_pd1	other		author_scale	-4.97784	-1.07095	-0.0598589	0.627302
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	D_359_S39	polyic_anti_pd1	other		author_scale	-3.34508	-0.68212	-0.0113011	0.802477
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	D_366_S34	polyic_anti_pd1	other		author_scale	-3.46022	-1.87526	-0.219847	0.156266
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	D_367_S35	polyic_anti_pd1	other		author_scale	-5.00036	-1.83044	-0.133697	0.403542
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	D_368_S36	polyic_anti_pd1	other		author_scale	-5.24135	-0.597496	-0.29479	0.553427
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	D_370_S38	polyic_anti_pd1	other		author_scale	-5.02072	-0.628401	-0.178487	-0.511983
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	D_373_S40	polyic_anti_pd1	other		author_scale	-1.27559	0.0683607	-0.58973	0.523599
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	T_331_S44	polyic_anti_pd1_c5ar1	other		author_scale	-1.59458	-0.966553	0.0112848	-0.57608
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	T_352_S48	polyic_anti_pd1_c5ar1	other		author_scale	-1.6234	0.750061	-1.23919	1.32296
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	T_353_S45	polyic_anti_pd1_c5ar1	other		author_scale	-5.2061	-2.39874	-0.154075	0.976389
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	T_354_S47	polyic_anti_pd1_c5ar1	other		author_scale	-2.34681	0.0552871	-0.281583	1.59923
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	T_355_S43	polyic_anti_pd1_c5ar1	other		author_scale	-3.42536	0.966953	-0.495327	0.613577
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	T_360_S46	polyic_anti_pd1_c5ar1	other		author_scale	-1.55512	0.894184	-0.0725258	0.878341
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	T_362_S42	polyic_anti_pd1_c5ar1	other		author_scale	-3.3689	-1.78394	0.146882	-0.167197
GSE239485_LLC	GSE239485	LLC	KrasG12C and Nras; not Stk11/Lkb1	0	T_363_S41	polyic_anti_pd1_c5ar1	other		author_scale	-0.859626	-1.64812	0.00473855	0.418199
GSE260596_KP	GSE260596	KP	refractory KP mouse lung tumors (series summary); not Lkb1	0	aKLH_PD1_W4_LOHM_a	anti_pd1_control	other		log2_cpm	0.340971	0	-0.212739	-0.491109
GSE260596_KP	GSE260596	KP	refractory KP mouse lung tumors (series summary); not Lkb1	0	aLair1_PD1_W4_WTSV_ae	anti_pd1_lair1	other		log2_cpm	0.99518	0.26143	-0.63951	0.359192
GSE260596_KP	GSE260596	KP	refractory KP mouse lung tumors (series summary); not Lkb1	0	aLair1_PD1_W4_WTSV_af	anti_pd1_lair1	other		log2_cpm	1.45526	0	-0.252881	-0.0870441
GSE260596_KP	GSE260596	KP	refractory KP mouse lung tumors (series summary); not Lkb1	0	aLair1_PD1_W4_WTSV_ai	anti_pd1_lair1	other		log2_cpm	0.0910669	0	-0.16424	1.16711
GSE260596_KP	GSE260596	KP	refractory KP mouse lung tumors (series summary); not Lkb1	0	aKLH_PD1_W4_KWM_a	anti_pd1_control	other		log2_cpm	0.461176	0	0.175095	-0.909464
GSE260596_KP	GSE260596	KP	refractory KP mouse lung tumors (series summary); not Lkb1	0	aKLH_PD1_W4_LOHM_d	anti_pd1_control	other		log2_cpm	1.38928	0.684641	0.59303	-1.21003
GSE260596_KP	GSE260596	KP	refractory KP mouse lung tumors (series summary); not Lkb1	0	aLair1_PD1_W4_WTSV_ah	anti_pd1_lair1	other		log2_cpm	0.104939	0	0.501244	1.17134
