question	cohort	accession	model	kras	response_family	confounded	subset	module	score	association	transform	sample_filter	effect_name	effect	p	n	n_resistant	n_reference	n_genes	thesis_aligned	eligible_headline	pre_specified	q_bh
cldn4_response	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	1	pooled			mwu	log2_cpm	all	median_resistant_minus_reference	-0.110814	0.445221	13	6	7		0	0	1	1
cldn4_response	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	1	pooled			welch	log2_cpm	all	median_resistant_minus_reference	-0.110814	0.318049	13	6	7		0	0	0	1
cldn4_response	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	1	pooled			spearman_binary	log2_cpm	all	spearman_rho	-0.247436	0.415049	13	6	7		0	0	0	1
cldn4_response	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	1	pooled			fisher_median	log2_cpm	all	odds_ratio_high_cldn4_in_resistant	0.2	0.286131	13	6	7		0	0	0	1
cldn4_response	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	1	pooled			fisher_tertile	log2_cpm	all	odds_ratio_high_cldn4_in_resistant	0.333333	1	13	6	7		0	0	0	1
cldn4_response	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	1	pooled			fisher_quartile	log2_cpm	all	odds_ratio_high_cldn4_in_resistant	0.25	1	13	6	7		0	0	0	1
cldn4_response	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	1	pooled			mwu	log2_cpm	drop_max_cldn4	median_resistant_minus_reference	-0.106723	0.699134	12	6	6		0	0	0	1
cldn4_response	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	1	pooled			welch	log2_cpm	drop_max_cldn4	median_resistant_minus_reference	-0.106723	0.634037	12	6	6		0	0	0	1
cldn4_response	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	1	pooled			spearman_binary	log2_cpm	drop_max_cldn4	spearman_rho	-0.144841	0.653339	12	6	6		0	0	0	1
cldn4_response	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	1	pooled			fisher_median	log2_cpm	drop_max_cldn4	odds_ratio_high_cldn4_in_resistant	0.25	0.5671	12	6	6		0	0	0	1
cldn4_response	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	1	pooled			fisher_tertile	log2_cpm	drop_max_cldn4	odds_ratio_high_cldn4_in_resistant	0.333333	1	12	6	6		0	0	0	1
cldn4_response	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	1	pooled			fisher_quartile	log2_cpm	drop_max_cldn4	odds_ratio_high_cldn4_in_resistant	1	1	12	6	6		0	0	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	zmean	spearman	log2_count	all	rho	0.0990186	0.58353	33			10	1	1	0	0.91866
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	zmean	pearson	log2_count	all	rho	-0.0376297	0.835303	33			10	0	0	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_core	zmean	mwu_median	log2_count	all	median_high_minus_low	0.0685505	0.871228	33	17	16	10	1	1	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_core	zmean	mwu_tertile	log2_count	all	median_high_minus_low	0.150063	0.293424	33	11	11	10	1	1	0	0.72755
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_core	zmean	mwu_quartile	log2_count	all	median_high_minus_low	0.0185171	0.798446	33	8	8	10	1	1	0	0.994674
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	mean	spearman	log2_count	all	rho	0.0591738	0.743587	33			10	1	1	0	0.964881
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	mean	pearson	log2_count	all	rho	-0.0191468	0.915774	33			10	0	0	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_core	mean	mwu_median	log2_count	all	median_high_minus_low	-0.0126694	0.55227	33	17	16	10	0	0	0	0.900361
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_core	mean	mwu_tertile	log2_count	all	median_high_minus_low	0.0448191	0.393302	33	11	11	10	1	1	0	0.788806
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_core	mean	mwu_quartile	log2_count	all	median_high_minus_low	-0.0067737	0.95913	33	8	8	10	0	0	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	pct	spearman	rank_within_sample	all	rho	-0.406587	0.0188714	33			10	0	0	0	0.53945
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_core	pct	pearson	rank_within_sample	all	rho	-0.558314	0.000734176	33			10	0	0	0	0.125911
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_core	pct	mwu_median	rank_within_sample	all	median_high_minus_low	-0.00647813	0.041827	33	17	16	10	0	0	0	0.53945
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_core	pct	mwu_tertile	rank_within_sample	all	median_high_minus_low	-0.00609157	0.0255746	33	11	11	10	0	0	0	0.53945
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_core	pct	mwu_quartile	rank_within_sample	all	median_high_minus_low	-0.00632365	0.00699301	33	8	8	10	0	0	0	0.440974
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_extended	zmean	spearman	log2_count	all	rho	0.241782	0.17523	33			14	1	1	0	0.637152
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_extended	zmean	pearson	log2_count	all	rho	0.0600568	0.739891	33			14	1	1	0	0.961298
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_extended	zmean	mwu_median	log2_count	all	median_high_minus_low	0.0830554	0.899671	33	17	16	14	1	1	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_extended	zmean	mwu_tertile	log2_count	all	median_high_minus_low	0.470351	0.041789	33	11	11	14	1	1	0	0.53945
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_extended	zmean	mwu_quartile	log2_count	all	median_high_minus_low	0.398727	0.0281274	33	8	8	14	1	1	0	0.53945
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_extended	mean	spearman	log2_count	all	rho	0.171926	0.338715	33			14	1	1	0	0.765293
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_extended	mean	pearson	log2_count	all	rho	0.0298391	0.86907	33			14	1	1	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_extended	mean	mwu_median	log2_count	all	median_high_minus_low	0.00967039	0.871228	33	17	16	14	1	1	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_extended	mean	mwu_tertile	log2_count	all	median_high_minus_low	0.149551	0.0762361	33	11	11	14	1	1	0	0.53945
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_extended	mean	mwu_quartile	log2_count	all	median_high_minus_low	0.194952	0.0829837	33	8	8	14	1	1	0	0.53945
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_extended	pct	spearman	rank_within_sample	all	rho	0.0717207	0.691641	33			14	1	1	0	0.945276
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_extended	pct	pearson	rank_within_sample	all	rho	-0.343476	0.0503429	33			14	0	0	0	0.53945
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_extended	pct	mwu_median	rank_within_sample	all	median_high_minus_low	-0.00226537	0.576613	33	17	16	14	0	0	0	0.912901
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_extended	pct	mwu_tertile	rank_within_sample	all	median_high_minus_low	0.00315428	0.264292	33	11	11	14	1	1	0	0.712102
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_extended	pct	mwu_quartile	rank_within_sample	all	median_high_minus_low	0.00417046	0.194872	33	8	8	14	1	1	0	0.637152
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_union	zmean	spearman	log2_count	all	rho	0.180234	0.315526	33			24	1	1	0	0.753017
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_union	zmean	pearson	log2_count	all	rho	0.0263674	0.884195	33			24	1	1	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_union	zmean	mwu_median	log2_count	all	median_high_minus_low	0.0424765	0.956909	33	17	16	24	1	1	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_union	zmean	mwu_tertile	log2_count	all	median_high_minus_low	0.332492	0.0877681	33	11	11	24	1	1	0	0.53945
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_union	zmean	mwu_quartile	log2_count	all	median_high_minus_low	0.235374	0.160528	33	8	8	24	1	1	0	0.620991
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_union	mean	spearman	log2_count	all	rho	0.151241	0.400818	33			24	1	1	0	0.788806
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_union	mean	pearson	log2_count	all	rho	0.014726	0.935174	33			24	1	1	0	1
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_union	mean	mwu_median	log2_count	all	median_high_minus_low	0.0221674	0.787034	33	17	16	24	1	1	0	0.991822
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_union	mean	mwu_tertile	log2_count	all	median_high_minus_low	0.138841	0.100668	33	11	11	24	1	1	0	0.53945
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_union	mean	mwu_quartile	log2_count	all	median_high_minus_low	0.0989504	0.160528	33	8	8	24	1	1	0	0.620991
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_union	pct	spearman	rank_within_sample	all	rho	-0.0415403	0.818458	33			24	0	0	0	0.999536
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	nhej_union	pct	pearson	rank_within_sample	all	rho	-0.457808	0.00738475	33			24	0	0	0	0.440974
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	nhej_union	pct	mwu_median	rank_within_sample	all	median_high_minus_low	-0.00148164	0.417657	33	17	16	24	0	0	0	0.809358
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	nhej_union	pct	mwu_tertile	rank_within_sample	all	median_high_minus_low	0.00227769	0.693588	33	11	11	24	1	1	0	0.945276
cldn4_nhej	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	nhej_union	pct	mwu_quartile	rank_within_sample	all	median_high_minus_low	0.00156546	0.95913	33	8	8	24	1	1	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine	zmean	spearman	log2_count	all	rho	0.0444227	0.806092	33			16	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine	zmean	pearson	log2_count	all	rho	-0.0332415	0.854291	33			16	1	1	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_chemokine	zmean	mwu_median	log2_count	all	median_high_minus_low	-0.0180212	0.732194	33	17	16	16	1	1	0	0.981026
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_chemokine	zmean	mwu_tertile	log2_count	all	median_high_minus_low	0.17428	0.470101	33	11	11	16	0	0	0	0.895699
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_chemokine	zmean	mwu_quartile	log2_count	all	median_high_minus_low	0.332488	0.328205	33	8	8	16	0	0	0	0.851687
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine	mean	spearman	log2_count	all	rho	0.0801983	0.657291	33			16	0	0	0	0.976585
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine	mean	pearson	log2_count	all	rho	-0.00383551	0.983099	33			16	1	1	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_chemokine	mean	mwu_median	log2_count	all	median_high_minus_low	0.12442	0.55227	33	17	16	16	0	0	0	0.938609
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_chemokine	mean	mwu_tertile	log2_count	all	median_high_minus_low	0.0999308	0.470101	33	11	11	16	0	0	0	0.895699
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_chemokine	mean	mwu_quartile	log2_count	all	median_high_minus_low	0.329371	0.234499	33	8	8	16	0	0	0	0.73623
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine	pct	spearman	rank_within_sample	all	rho	-0.214314	0.231054	33			16	1	1	0	0.73623
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine	pct	pearson	rank_within_sample	all	rho	-0.216528	0.226156	33			16	1	1	0	0.73623
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_chemokine	pct	mwu_median	rank_within_sample	all	median_high_minus_low	-0.00569558	0.70526	33	17	16	16	1	1	0	0.976585
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_chemokine	pct	mwu_tertile	rank_within_sample	all	median_high_minus_low	-0.0129422	0.264292	33	11	11	16	1	1	0	0.786568
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_chemokine	pct	mwu_quartile	rank_within_sample	all	median_high_minus_low	-0.00629015	0.720901	33	8	8	16	1	1	0	0.981026
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine_only	zmean	spearman	log2_count	all	rho	0.0071212	0.968626	33			4	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine_only	zmean	pearson	log2_count	all	rho	-0.102347	0.570879	33			4	1	1	0	0.950686
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_chemokine_only	zmean	mwu_median	log2_count	all	median_high_minus_low	0.0743143	0.482413	33	17	16	4	0	0	0	0.895699
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_chemokine_only	zmean	mwu_tertile	log2_count	all	median_high_minus_low	-0.113256	0.843831	33	11	11	4	1	1	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_chemokine_only	zmean	mwu_quartile	log2_count	all	median_high_minus_low	0.172216	0.278632	33	8	8	4	0	0	0	0.818595
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine_only	mean	spearman	log2_count	all	rho	0.0167857	0.92613	33			4	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine_only	mean	pearson	log2_count	all	rho	-0.0648109	0.720095	33			4	1	1	0	0.981026
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_chemokine_only	mean	mwu_median	log2_count	all	median_high_minus_low	0.0664334	0.460242	33	17	16	4	0	0	0	0.894098
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_chemokine_only	mean	mwu_tertile	log2_count	all	median_high_minus_low	-0.106371	0.895514	33	11	11	4	1	1	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_chemokine_only	mean	mwu_quartile	log2_count	all	median_high_minus_low	0.207719	0.278632	33	8	8	4	0	0	0	0.818595
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine_only	pct	spearman	rank_within_sample	all	rho	-0.0673123	0.709749	33			4	1	1	0	0.976585
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_chemokine_only	pct	pearson	rank_within_sample	all	rho	-0.116835	0.517303	33			4	1	1	0	0.921067
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_chemokine_only	pct	mwu_median	rank_within_sample	all	median_high_minus_low	-0.00749052	0.652513	33	17	16	4	1	1	0	0.976585
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_chemokine_only	pct	mwu_tertile	rank_within_sample	all	median_high_minus_low	-0.00690493	0.470101	33	11	11	4	1	1	0	0.895699
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_chemokine_only	pct	mwu_quartile	rank_within_sample	all	median_high_minus_low	0.00624749	0.645377	33	8	8	4	0	0	0	0.976585
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_isg	zmean	spearman	log2_count	all	rho	0.037132	0.837453	33			10	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_isg	zmean	pearson	log2_count	all	rho	0.0127148	0.944013	33			10	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_isg	zmean	mwu_median	log2_count	all	median_high_minus_low	-0.0481377	0.928244	33	17	16	10	1	1	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_isg	zmean	mwu_tertile	log2_count	all	median_high_minus_low	0.542213	0.393302	33	11	11	10	0	0	0	0.851687
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_isg	zmean	mwu_quartile	log2_count	all	median_high_minus_low	0.253237	0.573737	33	8	8	10	0	0	0	0.950686
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_isg	mean	spearman	log2_count	all	rho	0.0590042	0.744297	33			10	0	0	0	0.987597
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_isg	mean	pearson	log2_count	all	rho	0.0251318	0.889588	33			10	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	median	ifn_isg	mean	mwu_median	log2_count	all	median_high_minus_low	0.0375041	0.814874	33	17	16	10	0	0	0	1
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	tertile	ifn_isg	mean	mwu_tertile	log2_count	all	median_high_minus_low	0.484359	0.324636	33	11	11	10	0	0	0	0.851687
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	quartile	ifn_isg	mean	mwu_quartile	log2_count	all	median_high_minus_low	0.245578	0.441803	33	8	8	10	0	0	0	0.877649
cldn4_ifn	GSE155972_LLC	GSE155972	LLC	KrasG12C and NrasQ61; not Stk11/Lkb1	tismo_label	0	continuous	ifn_isg	pct	spearman	rank_within_sample	all	rho	-0.110209	0.541494	33			10	1	1	0	0.93488
