set_name	gene	status	source
NHEJ_EXTENDED	Rnf168	used	53BP1-pathway and end-sensing genes
NHEJ_EXTENDED	Rif1	used	53BP1-pathway and end-sensing genes
NHEJ_EXTENDED	Mad2l2	used	53BP1-pathway and end-sensing genes
NHEJ_EXTENDED	Atm	used	53BP1-pathway and end-sensing genes
NHEJ_EXTENDED	H2afx	used	53BP1-pathway and end-sensing genes
NHEJ_EXTENDED	Mre11a	used	53BP1-pathway and end-sensing genes
NHEJ_EXTENDED	Rad50	used	53BP1-pathway and end-sensing genes
NHEJ_EXTENDED	Nbn	used	53BP1-pathway and end-sensing genes
NHEJ_EXTENDED	Parp1	used	53BP1-pathway and end-sensing genes
NHEJ_EXTENDED	Pnkp	used	53BP1-pathway and end-sensing genes
NHEJ_EXTENDED	Aplf	used	53BP1-pathway and end-sensing genes
NHEJ_EXTENDED	Aptx	used	53BP1-pathway and end-sensing genes
NHEJ_KEGG	Dclre1c	used	KEGG 2019 Mouse non-homologous end-joining
NHEJ_KEGG	Fen1	used	KEGG 2019 Mouse non-homologous end-joining
NHEJ_KEGG	Xrcc5	used	KEGG 2019 Mouse non-homologous end-joining
NHEJ_KEGG	Xrcc6	used	KEGG 2019 Mouse non-homologous end-joining
NHEJ_KEGG	Xrcc4	used	KEGG 2019 Mouse non-homologous end-joining
NHEJ_KEGG	Mre11a	used	KEGG 2019 Mouse non-homologous end-joining
NHEJ_KEGG	Dntt	used	KEGG 2019 Mouse non-homologous end-joining
NHEJ_KEGG	Lig4	used	KEGG 2019 Mouse non-homologous end-joining
NHEJ_KEGG	Prkdc	used	KEGG 2019 Mouse non-homologous end-joining
NHEJ_KEGG	Rad50	used	KEGG 2019 Mouse non-homologous end-joining
NHEJ_KEGG	Polm	used	KEGG 2019 Mouse non-homologous end-joining
NHEJ_KEGG	Poll	used	KEGG 2019 Mouse non-homologous end-joining
NHEJ_KEGG	Nhej1	used	KEGG 2019 Mouse non-homologous end-joining
STING_CORE	Mb21d1	used	Mb21d1, Tmem173, Tbk1, Ikbke, Irf3
STING_CORE	Tmem173	used	Mb21d1, Tmem173, Tbk1, Ikbke, Irf3
STING_CORE	Tbk1	used	Mb21d1, Tmem173, Tbk1, Ikbke, Irf3
STING_CORE	Ikbke	used	Mb21d1, Tmem173, Tbk1, Ikbke, Irf3
STING_CORE	Irf3	used	Mb21d1, Tmem173, Tbk1, Ikbke, Irf3
IFN_COMPACT	Stat1	used	15-gene epithelial ISG list
IFN_COMPACT	Stat2	used	15-gene epithelial ISG list
IFN_COMPACT	Irf1	used	15-gene epithelial ISG list
IFN_COMPACT	Irf7	used	15-gene epithelial ISG list
IFN_COMPACT	Irf9	used	15-gene epithelial ISG list
IFN_COMPACT	Isg15	used	15-gene epithelial ISG list
IFN_COMPACT	Ifit1	used	15-gene epithelial ISG list
IFN_COMPACT	Ifit2	used	15-gene epithelial ISG list
IFN_COMPACT	Ifit3	used	15-gene epithelial ISG list
IFN_COMPACT	Mx1	used	15-gene epithelial ISG list
IFN_COMPACT	Oasl2	used	15-gene epithelial ISG list
IFN_COMPACT	Rsad2	used	15-gene epithelial ISG list
IFN_COMPACT	Ifih1	used	15-gene epithelial ISG list
IFN_COMPACT	Ddx58	used	15-gene epithelial ISG list
IFN_COMPACT	Ifnb1	used	15-gene epithelial ISG list
IFN_OAS	Oas1a	used	OAS antiviral enzymes
IFN_OAS	Oas1b	used	OAS antiviral enzymes
IFN_OAS	Oas1g	used	OAS antiviral enzymes
IFN_OAS	Oas2	used	OAS antiviral enzymes
IFN_OAS	Oas3	used	OAS antiviral enzymes
IFN_OAS	Oasl1	used	OAS antiviral enzymes
IFN_OAS	Oasl2	used	OAS antiviral enzymes
IFN_HALLMARK_ALPHA	Mx1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Isg15	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ifit3	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ifi44	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ifi35	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Irf7	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Rsad2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ifi44l	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ifitm1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ifi27	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Irf9	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Eif2ak2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ifit2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Cxcl10	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Tap1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Sp110	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ddx60	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ube2l6	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Usp18	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Psmb8	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ifih1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Bst2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Lgals3bp	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Adar	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Isg20	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Gbp2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Irf1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Plscr1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Psmb9	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Herc6	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Cmpk2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ifitm3	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Rtp4	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Stat2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Samd9l	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ly6e	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ifitm2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Helz2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Cxcl11	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Trim21	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Parp14	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Trim26	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Parp12	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Nmi	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Rnf31	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Casp1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Trim14	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Tdrd7	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Dhx58	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Parp9	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Pnpt1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Trim25	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Psme1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Wars	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Epsti1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Uba7	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Psme2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	B2m	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Trim5	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Lap3	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Lamp3	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Gbp4	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ncoa7	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Tmem140	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Cd74	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Gmpr	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Psma3	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Procr	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Il7	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ifi30	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Irf2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Csf1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Il15	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Cnp	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Cmtr1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Cd47	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Lpar6	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Mov10	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Casp8	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Txnip	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Slc25a28	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Sell	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Trafd1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Batf2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ripk2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ccrl2	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Nub1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Ogfr	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Mvb12a	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	Elf1	used	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	OAS1	absent	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	OASL	absent	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	SAMD9	absent	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	HLA-C	absent	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	C1S	absent	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	TENT5A	absent	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_ALPHA	IL4R	absent	MSigDB Hallmark 2020 interferon alpha, case-matched to this matrix
IFN_HALLMARK_GAMMA	Stat1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Isg15	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ifit1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Mx1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ifit3	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ifi35	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Irf7	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ifit2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Oas2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Tap1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Eif2ak2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Rsad2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Mx2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Irf1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Oas3	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Tnfsf10	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Irf9	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cxcl10	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ifi44	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Bst2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Xaf1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Sp110	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Psmb8	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ifi44l	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ifitm3	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ddx60	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Lgals3bp	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Gbp4	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Irf8	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Psmb9	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Pml	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ifih1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ube2l6	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ifi27	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Adar	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ly6e	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Stat2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cxcl9	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Il10ra	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Pla2g4a	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Trim21	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Usp18	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ptgs2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Epsti1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ddx58	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Il15	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Nlrc5	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Nmi	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ido1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Psmb10	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cxcl11	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Itgb7	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Samhd1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Herc6	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cmpk2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Samd9l	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Rtp4	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ptpn2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Parp14	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Tnfaip2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ifitm2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Plscr1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Socs1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Casp1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Icam1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Wars	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Psme1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Isg20	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Irf2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Trim14	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Socs3	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Jak2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Parp12	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Tnfaip6	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Trim26	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Vcam1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Cd274	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Ciita	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Nampt	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Selp	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Gpr18	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Fpr1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Helz2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Psme2	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
IFN_HALLMARK_GAMMA	Serping1	used	MSigDB Hallmark 2020 interferon gamma, case-matched to this matrix
