set_name	gene	status	source
CLDN4_NEIGHBORHOOD	Kcne3	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Kcnk5	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Kctd14	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Kif13b	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Lgr4	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Liph	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Mal2	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Mgat4a	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Mkrn1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Mxd1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Ndufb2	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Nectin4	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Ngly1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Nod2	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Ocln	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Pag1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Paqr8	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Pik3r1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Pof1b	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Ptdss1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Ptgfrn	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Pygb	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Qsox2	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Rab28	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Rmdn3	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Rmrp	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Rnaset2a	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Rnaset2b	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Rnf103	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Rpl17-ps9	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Rps11-ps3	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Sap18b	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Sephs1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Sgms1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Slc35f5	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Spin1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Sptlc2	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Srd5a1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	St14	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Suds3	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Sumf1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Tjp3	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Tm4sf4	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Tmem260	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Trim21	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Tspyl1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Twsg1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Ugt2b34	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Vhl	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
CLDN4_NEIGHBORHOOD	Znfx1	used	within-arm Spearman >= 0.9, both arms > 0, mean FPKM >= 1.0
