score	adjust	covariate	keratin_scale	k	fail_reason	n_GSE123902	rho_GSE123902	p_GSE123902	n_GSE131907	rho_GSE131907	p_GSE131907	n_GSE205335	rho_GSE205335	p_GSE205335	n_GSE189357	rho_GSE189357	p_GSE189357	n_total	pooled_rho	pooled_p	I2	ci_lo	ci_hi	cliff	cliff_p	r_rb	n_q1	n_q4	median_q1	median_q4	consistent	histology	min_mal	panel_id	abs_rho	abs_cliff	joint
pct_ge2	partial	KRT_SIMPLE	raw	1		13	-0.2778167335984674	0.35808027601192455	21	-0.42007928720759513	0.05796500661979917	22	-0.3810426708572161	0.08018287127741074	9	-0.6775639980524758	0.044925859739250375	65	-0.41307311162234545	0.0021037800129912417	0.0	-0.6164822965223508	-0.1579767057291779	-0.5131578947368421	0.01027953837979978	-0.513157894736842	19.0	16.0	0.3923257635082224	0.12380844872566725	True	all	20	pct_ge2|partial|KRT_SIMPLE_raw|all|min20	0.41307311162234545	0.5131578947368421	0.9262310063591876
pct_gt0	partial	KRT_SIMPLE	cp10k	1		13	-0.35561825523887225	0.23307020938474415	21	-0.5064394037093125	0.01914390219246757	17	-0.15642055559415363	0.5488240751036879	9	-0.7109380507685111	0.03178438008235437	60	-0.41302698694454365	0.0035718422494134617	0.0	-0.625954504053021	-0.14279167086850658	-0.5	0.017588037150887557	-0.5	18.0	14.0	0.4155122997140418	0.2062176711026928	True	nsclc	20	pct_gt0|partial|KRT_SIMPLE_cp10k|nsclc|min20	0.41302698694454365	0.5	0.9130269869445437
mean_log1p_cp10k	semipartial	KRT5	raw	1		8	-0.40895644067598486	0.3144121656062087	21	-0.5896428363686478	0.004905399627327393	22	-0.1683467953832926	0.4539206757538701	9	-0.5390074335713408	0.13427324826910506	60	-0.41292049731809916	0.0035815973070794866	0.0	-0.6258764162139395	-0.14266590085909947	-0.4980392156862745	0.017357181421087806	-0.4980392156862745	17.0	15.0	0.4334841628959276	0.1690490988191423	True	all	20	mean_log1p_cp10k|semipartial|KRT5_raw|all|min20	0.41292049731809916	0.4980392156862745	0.9109597130043736
pct_ge3	none	none	none	0		12	-0.6153846153846154	0.033169901090105904	21	-0.42987012987012985	0.05178188171189559	21	-0.2324675324675325	0.31055989862791317	6	-0.6	0.208	60	-0.4128658295472938	0.002350868199650628	0.0	-0.6181235489967911	-0.15490230386351958	-0.5294117647058824	0.011402873635608692	-0.5294117647058824	17.0	15.0	0.3958158995815899	0.125	True	drop_ais	50	pct_ge3|none|none|drop_ais|min50	0.4128658295472938	0.5294117647058824	0.9422775942531761
mean_log1p_cp10k	semipartial	KRT18	cp10k	1		13	-0.3574733981280547	0.23046740619924427	21	-0.5721876575139037	0.0067198979976425995	14	-0.043415104246972924	0.8828423245667778	9	-0.5548725960827384	0.12098227789087239	57	-0.41264014276044525	0.004959995177927203	0.0	-0.6320902420162748	-0.13191515694244416	-0.4789915966386555	0.024914693776609754	-0.4789915966386554	17.0	14.0	0.4223951578037181	0.20679067254409716	True	adc	20	mean_log1p_cp10k|semipartial|KRT18_cp10k|adc|min20	0.41264014276044525	0.4789915966386555	0.8916317393991007
pct_ge2	partial	KRT5	raw	1		8	-0.5296035859626509	0.17704849535257317	21	-0.47163576131912166	0.030894192207258978	22	-0.3044184324818253	0.16837130291909175	9	-0.47331979903601773	0.1981244994526392	60	-0.41243574937524835	0.0036262967231771494	0.0	-0.625520901156276	-0.1420934975810539	-0.6549019607843137	0.0017226001018820782	-0.6549019607843137	17.0	15.0	0.4334841628959276	0.125	True	all	20	pct_ge2|partial|KRT5_raw|all|min20	0.41243574937524835	0.6549019607843137	1.067337710159562
pct_gt0	partial	KRT_SIMPLE	cp10k	1		13	-0.35561825523887225	0.23307020938474415	21	-0.5064394037093125	0.01914390219246757	14	-0.06689327850614256	0.820261060240348	9	-0.7109380507685111	0.03178438008235437	57	-0.4117598155259893	0.00506563882876062	0.0	-0.6314530138888788	-0.1308729473918088	-0.42857142857142855	0.04501036653860838	-0.4285714285714286	17.0	14.0	0.4223951578037181	0.24532027698817654	True	adc	20	pct_gt0|partial|KRT_SIMPLE_cp10k|adc|min20	0.4117598155259893	0.42857142857142855	0.8403312440974178
pct_gt0	semipartial	KRT19	raw	1		13	-0.4246773943819993	0.148050407470369	21	-0.5343390474022836	0.012584364674226767	17	-0.16707563955557422	0.5215686660433481	9	-0.5134360308102702	0.15743539227265219	60	-0.4114813658763218	0.003715723200749381	0.0	-0.6248206957912749	-0.14096706429229072	-0.36507936507936506	0.08391616351118067	-0.3650793650793651	18.0	14.0	0.4210568022601465	0.24532027698817654	True	nsclc	20	pct_gt0|semipartial|KRT19_raw|nsclc|min20	0.4114813658763218	0.36507936507936506	0.7765607309556868
pct_gt0	partial	KRT_SIMPLE	raw	1		12	-0.2250691132425482	0.4818641178262544	21	-0.5142344286973736	0.017084287258618217	13	-0.21370876984689968	0.48326310721078936	9	-0.6172364710903101	0.07657835457685284	55	-0.41134701591849426	0.006323643951861033	0.0	-0.6357944233128103	-0.12275805106441517	-0.40384615384615385	0.06877493709463742	-0.40384615384615385	16.0	13.0	0.41465003123875877	0.2433862433862433	True	adc	50	pct_gt0|partial|KRT_SIMPLE_raw|adc|min50	0.41134701591849426	0.40384615384615385	0.8151931697646482
mean_log1p_cp10k	partial	KRT6A	cp10k	1		7	-0.1997019030675211	0.6676951768399865	21	-0.6075427283802479	0.0034868884701198494	14	-0.029872460268442126	0.9192544571909231	9	-0.4627684845909322	0.2097088422156359	51	-0.41131051984666184	0.010951208812481263	2.081828260198278	-0.6492384527517513	-0.10005807915247839	-0.4153846153846154	0.06538542362105745	-0.41538461538461535	15.0	13.0	0.4223951578037181	0.170195101701951	True	adc	20	mean_log1p_cp10k|partial|KRT6A_cp10k|adc|min20	0.41131051984666184	0.4153846153846154	0.8266951352312772
mean_log1p_cp10k	semipartial	KRT19	raw	1		13	-0.2986762535787448	0.3215599861066733	21	-0.6383798530177777	0.0018439129848525427	22	-0.2409472364007455	0.2800582594761096	9	-0.26943012562182533	0.4832500036972981	65	-0.4112776364010917	0.0022131040149621422	0.0	-0.6151395982461217	-0.15586703375201658	-0.6447368421052632	0.0012442054185640436	-0.6447368421052632	19.0	16.0	0.4086294416243655	0.14702454940957116	True	all	20	mean_log1p_cp10k|semipartial|KRT19_raw|all|min20	0.4112776364010917	0.6447368421052632	1.0560144785063548
mean_log1p_cp10k	partial	KRT19	raw	1		11	-0.31796438998237125	0.3406461187921433	19	-0.6815244186085907	0.0013122231950243193	21	-0.17945222316786208	0.43636358156311905	9	-0.28577380332470426	0.4560047671835786	60	-0.4111717897824911	0.010070600910103015	17.433400107421818	-0.6468554821531118	-0.1037932622009471	-0.6	0.004105124768635482	-0.6	17.0	15.0	0.3958158995815899	0.1690490988191423	True	all	100	mean_log1p_cp10k|partial|KRT19_raw|all|min100	0.4111717897824911	0.6	1.011171789782491
pct_ge3	partial	KRT19	raw	1		13	-0.502157700578448	0.08034462351258147	21	-0.4604541324585668	0.03568388175632797	22	-0.31050559276047884	0.15959510462526952	9	-0.41339864235384244	0.2687361619742431	65	-0.4111407033597929	0.0022216435234630886	0.0	-0.6150371479668689	-0.15570623387263388	-0.5526315789473685	0.005692955020258404	-0.5526315789473684	19.0	16.0	0.4086294416243655	0.16962210026054664	True	all	20	pct_ge3|partial|KRT19_raw|all|min20	0.4111407033597929	0.5526315789473685	0.9637722823071614
pct_ge3	partial	KRT19	cp10k	1		13	-0.682801569011781	0.010110937017137651	21	-0.39022080041314705	0.0803221619729409	17	-0.04618654642694182	0.8602784407251092	9	-0.610191845185117	0.08098118937801556	60	-0.4110990497758472	0.011406246949032011	20.63428568320437	-0.6500738835926614	-0.09812274755221885	-0.47619047619047616	0.02380771805731315	-0.47619047619047616	18.0	14.0	0.4210568022601465	0.20815170470462604	True	nsclc	20	pct_ge3|partial|KRT19_cp10k|nsclc|min20	0.4110990497758472	0.47619047619047616	0.8872895259663234
pct_gt0	semipartial	KRT18	raw	1		11	-0.34912457251006246	0.292640105962895	19	-0.5195391619419449	0.02262032944855593	13	-0.1772334662983367	0.5624182455278838	9	-0.5229763603684908	0.14854185467278275	52	-0.41043920494364655	0.008874903520663223	0.0	-0.6427267556138286	-0.10903739520771277	-0.48717948717948717	0.030382235668296224	-0.4871794871794872	15.0	13.0	0.4334841628959276	0.2433862433862433	True	adc	100	pct_gt0|semipartial|KRT18_raw|adc|min100	0.41043920494364655	0.48717948717948717	0.8976186921231337
pct_gt0	semipartial	KRT_SIMPLE	cp10k	1		12	-0.29233185026259007	0.35650963008281134	21	-0.49496208334946123	0.022534142711808744	13	-0.10114857053020379	0.742311544693082	9	-0.7108393025145772	0.03181899606497386	55	-0.4100494918151051	0.006513148663511912	0.0	-0.6348636372887253	-0.121220490806335	-0.5961538461538461	0.006997706024715186	-0.5961538461538461	16.0	13.0	0.4279396603498229	0.2433862433862433	True	adc	50	pct_gt0|semipartial|KRT_SIMPLE_cp10k|adc|min50	0.4100494918151051	0.5961538461538461	1.0062033379689512
pct_gt_cohort_median	none	none	none	0		13	-0.6593406593406593	0.0142255785114567	21	-0.3637544849205044	0.10502791842699541	14	-0.12967032967032965	0.6586192763211781	6	-0.6	0.208	54	-0.4099285707132411	0.004764681753996844	0.0	-0.6279110166328913	-0.13231050606262912	-0.49107142857142855	0.023476194170912425	-0.4910714285714286	16.0	14.0	0.4210568022601465	0.2087247061460304	True	invasive_adc	20	pct_gt_cohort_median|none|none|invasive_adc|min20	0.4099285707132411	0.49107142857142855	0.9009999992846697
pct_ge2	semipartial	KRT18	raw	1		11	-0.401667632070462	0.22076509983596035	19	-0.39299212208425877	0.09601800261631768	21	-0.38840417754378276	0.08186433531663792	9	-0.5337605126836246	0.13885024792933354	60	-0.40977570045011313	0.0038803318840140905	0.0	-0.6235684399052568	-0.13895565599054754	-0.5372549019607843	0.0102326496302078	-0.5372549019607843	17.0	15.0	0.4334841628959276	0.125	True	all	100	pct_ge2|semipartial|KRT18_raw|all|min100	0.40977570045011313	0.5372549019607843	0.9470306024108974
pct_ge2	partial	KRT5	cp10k	1		8	-0.5267840297761023	0.17979680706720383	21	-0.4710993018881813	0.031111752616434788	22	-0.3030490909818452	0.1703906876456671	9	-0.45893219913027666	0.21401141618982167	60	-0.409670075222081	0.0038907307338577586	0.0	-0.6234908564766616	-0.13883117072287127	-0.6392156862745098	0.0022223851324291153	-0.6392156862745098	17.0	15.0	0.4334841628959276	0.125	True	all	20	pct_ge2|partial|KRT5_cp10k|all|min20	0.409670075222081	0.6392156862745098	1.0488857614965907
pct_gt0	partial	KRT6A	cp10k	1		7	-0.6231884057971013	0.1348827063721802	21	-0.5119705482101258	0.01766313996983899	21	-0.1965685147900459	0.3930998707924885	9	-0.5472473273105904	0.12726763420969348	58	-0.4092990374128361	0.004838034373851076	0.0	-0.6274525939227841	-0.13156722055888692	-0.4117647058823529	0.05420820007627732	-0.4117647058823529	17.0	14.0	0.4334841628959276	0.19087639541663545	True	all	50	pct_gt0|partial|KRT6A_cp10k|all|min50	0.4092990374128361	0.4117647058823529	0.821063743295189
pct_gt0	semipartial	KRT19	raw	1		13	-0.4246773943819993	0.148050407470369	21	-0.5343390474022836	0.012584364674226767	14	-0.07607640309360514	0.7960315750910404	9	-0.5134360308102702	0.15743539227265219	57	-0.4090853143932077	0.0053985829214093	0.0	-0.6295152444596632	-0.12771043906940835	-0.2689075630252101	0.2111652971287249	-0.26890756302521013	17.0	14.0	0.4086294416243655	0.30641142734606447	True	adc	20	pct_gt0|semipartial|KRT19_raw|adc|min20	0.4090853143932077	0.2689075630252101	0.6779928774184178
pct_ge3	none	none	none	0		12	-0.6153846153846154	0.033169901090105904	21	-0.42987012987012985	0.05178188171189559	21	-0.2324675324675325	0.31055989862791317	9	-0.48333333333333334	0.18746985521554216	63	-0.40907409776073766	0.0019160744242831275	0.0	-0.6100202622093139	-0.15869123758010276	-0.5407407407407407	0.008760978188276064	-0.5407407407407407	18.0	15.0	0.4015878262704655	0.125	True	all	50	pct_ge3|none|none|all|min50	0.40907409776073766	0.5407407407407407	0.9498148385014784
pct_ge3	semipartial	KRT18	cp10k	1		13	-0.5017348787075971	0.08064085052254776	21	-0.3656249934820858	0.10311923162586702	22	-0.3510202630926676	0.10920499799891954	9	-0.5640774738142328	0.11364686439716358	65	-0.40880613580145986	0.002371768305736161	0.0	-0.6132894161854183	-0.1529668425460999	-0.5328947368421053	0.007684618770978392	-0.5328947368421053	19.0	16.0	0.4073597529593412	0.11759820912767185	True	all	20	pct_ge3|semipartial|KRT18_cp10k|all|min20	0.40880613580145986	0.5328947368421053	0.9417008726435652
pct_gt0	semipartial	KRT_SIMPLE	cp10k	1		11	-0.326656045497617	0.3268614896994215	19	-0.4827307809404824	0.03631005766538903	13	-0.10114857053020379	0.742311544693082	9	-0.7108393025145772	0.03181899606497386	52	-0.4087858678807045	0.009189685195850013	0.0	-0.64155928788211	-0.10707392679850723	-0.6307692307692307	0.004954365778050534	-0.6307692307692307	15.0	13.0	0.5278015397775877	0.2433862433862433	True	adc	100	pct_gt0|semipartial|KRT_SIMPLE_cp10k|adc|min100	0.4087858678807045	0.6307692307692307	1.0395550986499353
pct_ge2	semipartial	KRT19	cp10k	1		13	-0.6702222515750994	0.012185191068002242	21	-0.38723051780067796	0.08287233740946802	17	-0.09942209033409756	0.7042077977602996	9	-0.6016572731853205	0.08652082032379471	60	-0.40855470289239554	0.004674890387582039	2.786005540687746	-0.625819527316075	-0.13245286408949966	-0.5158730158730159	0.014279576416245018	-0.5158730158730158	18.0	14.0	0.4210568022601465	0.14702454940957116	True	nsclc	20	pct_ge2|semipartial|KRT19_cp10k|nsclc|min20	0.40855470289239554	0.5158730158730159	0.9244277187654115
pct_ge2	partial	KRT_JOINT	raw	3		12	-0.07093363824553205	0.8266025645830786	21	-0.43064214940200307	0.051316800865492805	21	-0.37453523276962636	0.09437343419402992	9	-0.8410613029833832	0.004495235058954233	63	-0.4084510485592318	0.006753268294573406	0.0	-0.6337160874474328	-0.11932824621893809	-0.43703703703703706	0.034423814325388775	-0.437037037037037	18.0	15.0	0.3829340895551552	0.1690490988191423	True	all	50	pct_ge2|partial|KRT_JOINT_raw|all|min50	0.4084510485592318	0.43703703703703706	0.8454880855962689
pct_gt0	partial	KRT18	raw	1		13	-0.45273894694911987	0.12030291421776651	21	-0.49961891672215164	0.021105158351702433	17	-0.17023107509840238	0.5136189513820634	9	-0.554700196225229	0.12112228977516565	60	-0.40841855482569783	0.00401580016723478	0.0	-0.6225712739605896	-0.13735683482998598	-0.46825396825396826	0.02626768219654324	-0.46825396825396826	18.0	14.0	0.41290496320207504	0.2062176711026928	True	nsclc	20	pct_gt0|partial|KRT18_raw|nsclc|min20	0.40841855482569783	0.46825396825396826	0.8766725230796661
pct_ge2	none	none	none	0		13	-0.6593406593406593	0.0142255785114567	21	-0.4311688311688312	0.05100136282401154	17	-0.10049019607843139	0.7011667687510685	9	-0.48333333333333334	0.18746985521554216	60	-0.40803389665880746	0.002685252398976215	0.0	-0.6145199478195998	-0.1492257769211941	-0.5476190476190477	0.00926548769337796	-0.5476190476190477	18.0	14.0	0.4210568022601465	0.14702454940957116	True	nsclc	20	pct_ge2|none|none|nsclc|min20	0.40803389665880746	0.5476190476190477	0.9556529442778552
pct_ge3	partial	KRT_JOINT	raw	3		11	-0.10837045701616733	0.7511175725791158	19	-0.437409327934305	0.061094214004320566	21	-0.3378168719353974	0.1342075057204691	9	-0.8410613029833832	0.004495235058954233	60	-0.40787272221617776	0.009367552970616816	0.0	-0.640914027472613	-0.10599050202447004	-0.5058823529411764	0.015656941559989566	-0.5058823529411764	17.0	15.0	0.3923257635082224	0.125	True	all	100	pct_ge3|partial|KRT_JOINT_raw|all|min100	0.40787272221617776	0.5058823529411764	0.9137550751573542
pct_gt0	semipartial	KRT18	cp10k	1		11	-0.39711424617848484	0.2265356155358308	19	-0.4333730732406024	0.06379914143897153	16	-0.2076794371028384	0.4402299950987389	9	-0.7120653320005385	0.03139095289213444	55	-0.4078447873458565	0.006846301442291112	0.0	-0.6332805826315749	-0.11861110033486431	-0.6476190476190476	0.00321973269092177	-0.6476190476190475	15.0	14.0	0.4334841628959276	0.2062176711026928	True	nsclc	100	pct_gt0|semipartial|KRT18_cp10k|nsclc|min100	0.4078447873458565	0.6476190476190476	1.0554638349649041
pct_ge2	partial	KRT_SIMPLE	cp10k	1		13	-0.35998212843058086	0.22697583784957578	21	-0.4064071599346902	0.06752205367547177	22	-0.3561239246583255	0.1037982470159076	9	-0.6382876699120444	0.06432094376042632	65	-0.40760757446317597	0.0024522566194378564	0.0	-0.6123913563548888	-0.15156197145022393	-0.5328947368421053	0.007684618770978392	-0.5328947368421053	19.0	16.0	0.4073597529593412	0.12380844872566725	True	all	20	pct_ge2|partial|KRT_SIMPLE_cp10k|all|min20	0.40760757446317597	0.5328947368421053	0.9405023113052813
pct_gt0	semipartial	KRT18	raw	1		11	-0.34912457251006246	0.292640105962895	19	-0.5195391619419449	0.02262032944855593	16	-0.22711887903659034	0.3975980042751276	9	-0.5229763603684908	0.14854185467278275	55	-0.4073054832764841	0.0069299786715790075	0.0	-0.6328930561288625	-0.11797341150097763	-0.5142857142857142	0.019547003365170023	-0.5142857142857142	15.0	14.0	0.4675600798917596	0.3044773937441312	True	nsclc	100	pct_gt0|semipartial|KRT18_raw|nsclc|min100	0.4073054832764841	0.5142857142857142	0.9215911975621983
pct_ge2	semipartial	KRT18	raw	1		13	-0.38150051370025845	0.19835841358854017	21	-0.3932377044575073	0.0778090513154169	22	-0.39530306383816777	0.06862297263741766	9	-0.5337605126836246	0.13885024792933354	65	-0.40726625970892955	0.0024756126019112703	0.0	-0.6121355188034864	-0.15116209493649982	-0.4868421052631579	0.014940084023921841	-0.48684210526315785	19.0	16.0	0.4334841628959276	0.14702454940957116	True	all	20	pct_ge2|semipartial|KRT18_raw|all|min20	0.40726625970892955	0.4868421052631579	0.8941083649720875
pct_gt0	partial	KRT_SIMPLE	raw	1		13	-0.29183826491865406	0.33329395836105824	21	-0.5142344286973736	0.017084287258618217	14	-0.17203060048244956	0.5564789964641979	9	-0.6172364710903101	0.07657835457685284	57	-0.4069380454917222	0.0056793733460451514	0.0	-0.6279574861411662	-0.12517549944932982	-0.35294117647058826	0.09949440800504383	-0.3529411764705882	17.0	14.0	0.4334841628959276	0.24532027698817654	True	adc	20	pct_gt0|partial|KRT_SIMPLE_raw|adc|min20	0.4069380454917222	0.35294117647058826	0.7598792219623105
mean_log1p_raw	partial	KRT5	raw	1		8	-0.5931229820154265	0.12118968228737279	21	-0.4330372952568365	0.04989431757931623	14	-0.18451831354181228	0.5277168734534745	9	-0.5459509836013597	0.12835506233072522	52	-0.4067389453417511	0.009592439050152432	0.0	-0.6401124028140597	-0.1046463004793008	-0.49743589743589745	0.02702638531408372	-0.49743589743589745	15.0	13.0	0.5278015397775877	0.170195101701951	True	adc	20	mean_log1p_raw|partial|KRT5_raw|adc|min20	0.4067389453417511	0.49743589743589745	0.9041748427776486
pct_gt0	semipartial	KRT_SIMPLE	cp10k	1		12	-0.29233185026259007	0.35650963008281134	21	-0.49496208334946123	0.022534142711808744	16	-0.16839046018664422	0.5330208834458374	9	-0.7108393025145772	0.03181899606497386	58	-0.4064710345188736	0.005179717545616358	0.0	-0.6253913903939041	-0.1282320655398322	-0.5803571428571429	0.007333663809840838	-0.5803571428571428	16.0	14.0	0.4279396603498229	0.2062176711026928	True	nsclc	50	pct_gt0|semipartial|KRT_SIMPLE_cp10k|nsclc|min50	0.4064710345188736	0.5803571428571429	0.9868281773760166
pct_ge2	partial	KRT19	raw	1		11	-0.5211115035329374	0.1002247757595278	19	-0.45772179183380934	0.0487701961313127	21	-0.3023961978009038	0.1827465749225166	9	-0.41339864235384244	0.2687361619742431	60	-0.40620570495303554	0.004245503055523135	0.0	-0.6209438845608356	-0.13475295427061285	-0.592156862745098	0.0046228067424399335	-0.592156862745098	17.0	15.0	0.4334841628959276	0.125	True	all	100	pct_ge2|partial|KRT19_raw|all|min100	0.40620570495303554	0.592156862745098	0.9983625676981336
pct_ge3	none	none	none	0		11	-0.6090909090909091	0.046695709354098905	19	-0.431578947368421	0.06502990156827812	21	-0.2324675324675325	0.31055989862791317	6	-0.6	0.208	57	-0.40608137535978034	0.0038446934518689014	0.0	-0.6188192806149984	-0.13784706142400607	-0.525	0.013491322038801766	-0.525	16.0	15.0	0.3940708315449062	0.125	True	drop_ais	100	pct_ge3|none|none|drop_ais|min100	0.40608137535978034	0.525	0.9310813753597804
pct_ge3	partial	KRT18	raw	1		12	-0.4216779749614291	0.17215001604177446	21	-0.3985481820590542	0.07352881014468582	21	-0.3524172451040076	0.11715070764768905	9	-0.5661385170722982	0.11204202428119811	63	-0.4058376442589342	0.0031555097480178746	0.0	-0.6147449611019119	-0.14372061506430106	-0.5259259259259259	0.010805309438568243	-0.5259259259259259	18.0	15.0	0.41465003123875877	0.125	True	all	50	pct_ge3|partial|KRT18_raw|all|min50	0.4058376442589342	0.5259259259259259	0.9317635701848601
pct_gt_cohort_median	none	none	none	0		13	-0.6593406593406593	0.0142255785114567	21	-0.3637544849205044	0.10502791842699541	14	-0.12967032967032965	0.6586192763211781	9	-0.48333333333333334	0.18746985521554216	57	-0.40581465624590257	0.0038709794415465034	0.0	-0.6186221856442765	-0.13753377055320634	-0.4957983193277311	0.02022694638739214	-0.4957983193277311	17.0	14.0	0.4334841628959276	0.2087247061460304	True	adc	20	pct_gt_cohort_median|none|none|adc|min20	0.40581465624590257	0.4957983193277311	0.9016129755736337
pct_ge3	semipartial	KRT19	cp10k	1		13	-0.6824304251449447	0.010168004307523149	21	-0.38126719598420516	0.0881370995281816	17	-0.045074286637293244	0.8636132800907214	9	-0.6016572731853205	0.08652082032379471	60	-0.4057811985584877	0.01230725972158855	20.06055529964218	-0.6455720436933009	-0.09316078678403591	-0.47619047619047616	0.02380771805731315	-0.47619047619047616	18.0	14.0	0.4210568022601465	0.20815170470462604	True	nsclc	20	pct_ge3|semipartial|KRT19_cp10k|nsclc|min20	0.4057811985584877	0.47619047619047616	0.8819716747489639
pct_ge3	none	none	none	0		13	-0.6758241758241759	0.011225245577668616	21	-0.42987012987012985	0.05178188171189559	17	-0.05147058823529412	0.8444669030406069	9	-0.48333333333333334	0.18746985521554216	60	-0.4055997286185809	0.007366008573502304	16.865712042250696	-0.6322014132869329	-0.11507957057262683	-0.48412698412698413	0.021550126620250052	-0.4841269841269841	18.0	14.0	0.4210568022601465	0.20815170470462604	True	nsclc	20	pct_ge3|none|none|nsclc|min20	0.4055997286185809	0.48412698412698413	0.889726712745565
mean_log1p_cp10k	partial	KRT_SIMPLE	cp10k	1		13	-0.19985344912234504	0.5127053341904093	21	-0.6019772362722853	0.003885479049423269	22	-0.2586867915120808	0.2450555845420656	9	-0.4834415318139827	0.18735653688466775	65	-0.40517252636755813	0.002623215283205448	0.0	-0.6105651907517512	-0.14871095786473704	-0.4144736842105263	0.03849152312012653	-0.4144736842105263	19.0	16.0	0.4223951578037181	0.16962210026054664	True	all	20	mean_log1p_cp10k|partial|KRT_SIMPLE_cp10k|all|min20	0.40517252636755813	0.4144736842105263	0.8196462105780844
pct_ge2	partial	KRT19	raw	1		12	-0.5112258636385837	0.0893732035469041	21	-0.44719065243229783	0.04209810538606677	21	-0.3023961978009038	0.1827465749225166	9	-0.41339864235384244	0.2687361619742431	63	-0.4051500197338001	0.0032136493062067174	0.0	-0.6142327629386376	-0.1429145821182972	-0.6370370370370371	0.001993096855857301	-0.6370370370370371	18.0	15.0	0.40222267060297767	0.125	True	all	50	pct_ge2|partial|KRT19_raw|all|min50	0.4051500197338001	0.6370370370370371	1.0421870567708371
pct_gt0	semipartial	KRT_SIMPLE	cp10k	1		11	-0.326656045497617	0.3268614896994215	19	-0.4827307809404824	0.03631005766538903	16	-0.16839046018664422	0.5330208834458374	9	-0.7108393025145772	0.03181899606497386	55	-0.4050244783041967	0.007293633774781209	0.0	-0.6312527485641871	-0.11527892133318807	-0.6095238095238096	0.00558214360906498	-0.6095238095238096	15.0	14.0	0.5278015397775877	0.2062176711026928	True	nsclc	100	pct_gt0|semipartial|KRT_SIMPLE_cp10k|nsclc|min100	0.4050244783041967	0.6095238095238096	1.0145482878280063
pct_ge3	partial	KRT18	cp10k	1		12	-0.47877988217341766	0.11532553262519764	21	-0.38620461608930834	0.08376097376328098	21	-0.3336655862930796	0.13936335202725367	9	-0.5643911115775906	0.11340176311269067	63	-0.4049693915783751	0.0032290761829338287	0.0	-0.6140981873082396	-0.14270290760433782	-0.562962962962963	0.006339039560481336	-0.5629629629629629	18.0	15.0	0.4015878262704655	0.1101964182553437	True	all	50	pct_ge3|partial|KRT18_cp10k|all|min50	0.4049693915783751	0.562962962962963	0.9679323545413381
pct_ge3	partial	KRT5	raw	1		8	-0.6278288749411838	0.09557979049522328	21	-0.46944184528904304	0.031791562359635095	22	-0.25611104973409987	0.24995325097235915	9	-0.47331979903601773	0.1981244994526392	60	-0.40488387236369966	0.004388086800365728	0.0	-0.6199708892990428	-0.13319932841235915	-0.615686274509804	0.0032243923776923175	-0.615686274509804	17.0	15.0	0.4334841628959276	0.125	True	all	20	pct_ge3|partial|KRT5_raw|all|min20	0.40488387236369966	0.615686274509804	1.0205701468735036
pct_ge3	partial	KRT_SIMPLE	raw	1		11	-0.2793378544270556	0.40547895561887276	19	-0.44660777688561115	0.05525273265159949	21	-0.31539272857223255	0.16372342244579677	9	-0.6775639980524758	0.044925859739250375	60	-0.40474062622520135	0.004403785166757108	0.0	-0.6198654066914724	-0.1330310431403604	-0.5686274509803921	0.006549590537952918	-0.5686274509803921	17.0	15.0	0.3923257635082224	0.1690490988191423	True	all	100	pct_ge3|partial|KRT_SIMPLE_raw|all|min100	0.40474062622520135	0.5686274509803921	0.9733680772055935
mean_log1p_cp10k	semipartial	KRT_JOINT	raw	3		13	-0.06928826981371616	0.8220425020376838	21	-0.6209324666206232	0.002665524760880924	14	-0.21702298328921657	0.45610843495832476	9	-0.32662088503115033	0.39096362558810394	57	-0.40468739327409026	0.01367054106384857	0.0	-0.6471816892723273	-0.08782265893899144	-0.4789915966386555	0.024914693776609754	-0.4789915966386554	17.0	14.0	0.4334841628959276	0.16962210026054664	True	adc	20	mean_log1p_cp10k|semipartial|KRT_JOINT_raw|adc|min20	0.40468739327409026	0.4789915966386555	0.8836789899127457
pct_ge3	partial	KRT5	cp10k	1		8	-0.6433966234460194	0.08521107707600856	21	-0.46932196539828996	0.031841180874919765	22	-0.25464318333995517	0.25277235127134384	9	-0.45893219913027666	0.21401141618982167	60	-0.4045361855175682	0.004426274232211075	0.0	-0.6197148485806003	-0.132790893745745	-0.615686274509804	0.0032243923776923175	-0.615686274509804	17.0	15.0	0.4334841628959276	0.125	True	all	20	pct_ge3|partial|KRT5_cp10k|all|min20	0.4045361855175682	0.615686274509804	1.0202224600273722
pct_gt0	semipartial	KRT_SIMPLE	raw	1		11	-0.19827344351492843	0.558934412778933	19	-0.5449877204690949	0.015820953477548593	16	-0.2237865105332877	0.4047441884903618	9	-0.5948856099191582	0.091077913561056	55	-0.40451803119823043	0.007376549426839896	0.0	-0.6308882794932503	-0.1146812468076212	-0.5142857142857142	0.019547003365170023	-0.5142857142857142	15.0	14.0	0.4334841628959276	0.2062176711026928	True	nsclc	100	pct_gt0|semipartial|KRT_SIMPLE_raw|nsclc|min100	0.40451803119823043	0.5142857142857142	0.9188037454839446
