cohort	study_id	sample_id	tacstd2_group	TACSTD2	LGALS1	LGALS2	LGALS3	LGALS4	LGALS7	LGALS7B	LGALS8	LGALS9	LGALS9B	LGALS9C	LGALS12	LGALS13	LGALS14	LGALS16
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-6848-01	low	449.723	8747.41	25.1242	1245.32	2.5124	0	0.8375	650.717	1150.69	0.8375	12.5621	0.8375	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-95-7043-01	low	482.069	3018.62	3.1354	11318.8	3385.46	0	0.7839	503.139	265.726	121.497	154.419	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7910-01	low	488.889	1870.37	5.5556	2106.48	5.5556	0	0	2161.91	387.037	0	9.2593	0.9259	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-64-5775-01	low	643.255	27871.2	0	4321.79	0.4641	0.4641	0.4641	394.029	791.306	0	9.2822	16.2438	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-A479-01	low	647.56	2623.72	160.613	3748.58	12.4858	11.3507	10.2157	1604.21	1542.57	0.5675	22.7015	2.2701	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7816-01	low	738.064	6320.86	457.204	4499.35	1.2903	2.1505	0	2428.31	1937.63	3.4409	31.3978	50.7527	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-3918-01	low	740.275	9676.58	92.296	22842.9	2.2883	7.2464	34.3249	914.561	2121.28	0.3814	19.0694	6.865	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-7973-01	low	753.653	1690.24	16.2548	2279.54	7.9984	7.2243	3.3542	2165.46	931.682	0	13.9327	8.2564	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-7667-01	low	799.051	6271.89	1.6647	807.707	0.3329	72.5805	105.208	906.201	681.524	0	7.9905	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-6778-01	low	973.35	3019.04	31.0914	3809.01	29.1878	0.6345	1.269	1192.82	2295.05	0	29.8223	1.9036	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-S2-AA1A-01	low	1014.24	3125.94	74.0371	4549.68	2795.06	2.6208	2.6208	758.703	2057.31	0	20.9662	5.8968	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-35-3615-01	low	1031.19	2563.03	10.7212	12909.7	5.5231	0.9747	0.9747	747.232	1750.49	23.7167	39.3112	2.924	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-7669-01	low	1103.15	1531.89	21.7746	1651.5	10.1206	0.3067	0	1218.31	1177.67	0.3067	14.1075	0.9201	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-5122-01	low	1149.14	6514.07	16.9241	5101.76	4.231	6.7696	0	919.797	3878.99	3.3848	44.0025	82.0817	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7570-01	low	1160.78	1962.53	7.8431	4043.57	8.7146	14.3791	18.3007	650.253	404.793	0	11.329	0.4357	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-1594-01	low	1190.25	1628.14	5.1101	2175.31	27.5157	91.5881	47.956	1363.37	620.283	0	9.434	0.7862	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5044-01	low	1224.16	45996.9	21.4944	4899.69	3.0706	10.2354	1.0235	803.48	2739	0	55.2712	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6968-01	low	1250.14	2827.13	86.4339	1870.06	5.1517	1.7172	3.4345	720.584	1504.87	4.5793	24.6136	0.5724	0	4.0069	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7155-01	low	1254.05	478.009	2.8935	4035.3	1.7361	1.7361	0	665.475	186.343	0	4.0509	12.7315	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-4B-A93V-01	low	1472.17	5167.02	5.7732	873.679	4.811	7.6976	10.5842	3053.78	694.709	2.8866	38.0069	0.4811	0	0.4811	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-5644-01	low	1493.6	1231.59	45.2203	1533.5	31.9202	48.5453	21.2801	390.357	272.652	0	3.99	1.33	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-7701-01	low	1550.05	2986.3	43.2034	2328.77	2.1075	10.5374	62.1707	2135.38	1041.1	0	12.6449	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-AARQ-01	low	1563.48	3541.57	47.7528	8552.25	22.4719	215.168	575.281	2030.22	4674.16	6.1798	238.764	35.3933	0.5618	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6969-01	low	1579.18	6863.11	40.0141	2195.6	4.1394	0	0	999.977	1143.85	0	20.697	1.7247	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7153-01	low	1581.21	2251.16	17.8079	2015.36	1916.49	11.0532	3.0703	697.577	1025.49	0	27.0188	4.2984	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-4112-01	low	1595.98	6906.83	12.4498	6529.72	24.498	6.4257	1.2048	830.076	2053.82	4.0161	17.6707	6.0241	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-6831-01	low	1668.53	4448.39	6.174	1606.02	0.7718	5.4023	1.5435	1626.99	737.025	0	10.0328	10.0328	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-64-5774-01	low	1719.23	2479.64	7.9551	1476.37	4.6795	6.0833	6.0833	1958.6	532.054	0	2.8077	0.4679	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-8648-01	low	1719.63	10400.3	37.4332	5822.77	10.6952	1.5279	0	758.548	2788.39	0	56.5317	10.6952	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-64-5779-01	low	1797.87	4004.09	1.6367	1505.73	3.2733	44.1899	45.0082	1253.55	575.286	0	6.5466	1.6367	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-6828-01	low	1801.35	2056.4	8.4175	2378.79	26.936	0	0	1078.19	1153.2	0	10.101	0.8418	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-NJ-A55R-01	low	1954.23	2088.54	5.7668	1762.24	10.3322	5.046	2.1626	1402.88	605.514	0.2403	16.8198	1.682	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-8171-01	low	1973.32	901.278	3.0895	4881.9	2561.16	0.8426	0	1161.05	1806.21	0	31.1754	1.1234	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-53-A4EZ-01	low	2057.24	963.903	16.9175	1701.58	7.8686	0.3934	0	536.638	2555.33	6.6883	87.3414	14.5569	0	0.7869	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6971-01	low	2062.92	3205.23	75.5082	5856.73	26.1375	0.9681	0.9681	1261.3	1545.01	0	28.0736	1.9361	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-8174-01	low	2094.86	2285.95	38.6011	3477.93	16.9735	6.0229	7.6655	868.65	844.569	0.5475	14.2358	0.5475	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-A4D0-01	low	2130.76	2851.09	11.168	827.827	16.752	0	0	1562.9	762.215	0	13.4946	3.2573	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-7954-01	low	2175.83	1989.59	23.281	4443.72	322.187	2.9436	2.1408	2586.5	5318.49	25.9569	71.716	17.1262	0.2676	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-99-8032-01	low	2193.41	5605.16	4.3023	1637.23	9.3869	7.4313	2.7379	1609.27	615.234	0	19.5561	1.1734	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7220-01	low	2219.53	731.952	22.1336	8613.05	3238.71	20.5894	41.1787	904.836	317.591	56.6208	40.664	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8673-01	low	2241.65	6489.16	2.346	5880.95	11.7302	1.173	7.0381	936.658	2065.69	1.7595	44.5748	4.1056	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-8497-01	low	2282.31	2740.36	44.3488	5123.28	169.452	3.9715	0	820.692	2144.63	0	34.42	1.3238	0.6619	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TH-01	low	2397.14	2470.94	109.317	3704.8	49.8155	0.9225	0	899.447	1337.18	0.4613	22.6015	2.3063	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7574-01	low	2400.48	4964.48	56.3604	4508.04	21.4328	2.3814	2.3814	779.464	1801.94	1.5876	25.4019	1.5876	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-A490-01	low	2407.42	4362.19	1.9681	6333.2	2.9521	5.9042	0.492	393.119	1141.96	0	9.3483	39.8531	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7159-01	low	2487.05	2173.55	4.9587	3639.67	126.722	3.3058	0.551	1407.98	506.336	2.2039	19.2837	2.7548	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-A4DF-01	low	2524.73	2315.3	114.193	6231.62	7.8595	39.7596	5.0855	2290.69	1329.63	8.3218	43.4582	4.6232	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7152-01	low	2533.89	2039.93	6.4995	6579.39	7.428	2.7855	1.857	578.459	3619.31	2.7855	49.2108	1.857	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-8076-01	low	2539.08	3034.89	172.676	6663.81	10.5243	3.8979	1.1694	1480.38	2849.35	33.9115	51.452	1.1694	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-O1-A52J-01	low	2547.37	2102.87	16.7464	10557.9	1.9139	0.9569	0	1656.33	2091.87	0	24.4019	14.3541	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-L4-A4E6-01	low	2564.6	11033.7	94.5527	17696.4	111.795	0.5562	0	966.662	4873.36	0	72.305	7.7867	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4417-01	low	2624.11	5203.11	41.935	5389.28	4.4476	0.6354	1.2708	1055.33	1353.99	1.2708	26.0505	3.1769	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-95-A4VP-01	low	2640.81	3785.61	14.1528	2315.82	13.1044	12.5803	13.6286	2435.29	1772.24	0	34.5957	0.5242	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-8119-01	low	2709.02	5128.69	0	2070.89	19.2017	360.097	289.34	1768	597.883	0	6.3129	0.263	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-A46U-01	low	2726.26	3078.5	854.501	8144.27	30.4151	0	0	1103.97	4189.07	0	39.0464	2.4661	0	0.411	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TJ-01	low	2732.75	3363.32	115.284	4367.69	6.1135	6.1135	20.0873	1085.59	2248.91	23.5808	62.8821	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-64-1678-01	low	2740.34	122039	6.5558	6217.75	0	227.581	602.201	1370.94	98.3376	0	0.9365	4.6827	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TD-01	low	2751.6	4731.89	12.3213	3547.07	75.8995	1.4786	1.4786	1092.09	1226.71	0	24.1498	6.4071	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-A4M5-01	low	2755.86	3048.99	60.7203	7203.94	2364.32	8.794	12.9816	841.265	2116.83	15.4941	119.766	2.9313	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-6774-01	low	2766.73	10069.7	11.1524	2629.18	0.9294	4.6468	9.2937	926.487	1115.24	0	8.3643	20.4461	23.2342	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-1595-01	low	2781.29	7243.31	14.6496	2481.58	9.7664	0	0	899.58	890.879	0	14.6496	2.1364	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YP-01	low	2829.52	5761.94	23.628	4516.51	3223.83	75.2033	105.945	802.083	2277.95	14.2276	58.9431	1.0163	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-38-4626-01	low	2841.69	7722.87	2.7148	9790.62	18.7772	3.8459	4.0722	1159.42	3349.36	0	42.7578	7.4656	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-73-4662-01	low	2856.24	2648.07	40.79	5430.23	9.377	0	0.4689	779.687	1079.53	0	12.1901	3.5164	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-7713-01	low	2919.98	727.71	5.7717	2864.43	18.0364	6.7336	2.4049	2196.07	390.068	2.4049	9.3789	0.7215	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8615-01	low	2924.6	2831.02	2.6738	2395.19	25.1337	1790.37	458.824	967.759	433.155	0	9.6257	1.6043	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TE-01	low	2967.84	1423.35	1.7621	3679.74	59.9119	9.2511	19.3833	1601.59	306.167	0.8811	7.489	5.2863	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-7661-01	low	3002.19	16013.4	69.644	4776.39	1.2492	0	0.3123	913.794	2282.01	0.3123	32.792	3.123	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-L9-A7SV-01	low	3009.05	1014.33	1.8861	8815.92	32.8178	20.3697	89.7774	1079.71	383.629	0	3.0177	1.5089	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-7554-01	low	3011.01	4037.52	14.007	10363.2	0	0	0	1081.54	853.927	0	13.0065	0.5003	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7911-01	low	3012.55	5943.7	8.4578	9531.91	3.7003	0	0	1165.47	2270.91	0	34.8883	0.5286	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-6590-01	low	3033.15	10621.2	190.217	6214.13	2.7174	0.5435	2.7174	696.174	1859.24	0.5435	18.4783	12.5	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7163-01	low	3043.4	457.074	1.7119	9919.37	2.0543	0	1.0271	1524.55	1810.15	3.7662	53.0686	5.478	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5066-01	low	3072.3	23596.7	237.805	15421.6	28.7456	114.983	295.296	550.462	830.139	0	12.1951	3.4843	0.8711	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-6211-01	low	3227.48	2273.5	0.6575	1012.49	194.609	167.653	117.028	1926.49	686.39	0	7.8895	63.1164	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-L9-A443-01	low	3251.44	8599.19	8.985	9078.2	74.1261	5.6156	8.985	1044.94	1137.72	0	16.8468	1.6847	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4432-01	low	3273.15	2737.81	37.7848	2401.79	8.9414	29.7087	56.533	1127.09	1031.73	0.8653	10.3836	2.3075	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8299-01	low	3275.44	6506.95	40.9694	8465.45	3.8013	0	0	871.761	2525.74	27.0313	54.0627	1.2671	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-4487-01	low	3303.29	5160.91	237.574	3985.68	13.4794	0.8425	0.8425	770.008	2058.97	0	36.2258	0	0.8425	0.8425	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-A4M2-01	low	3315.58	2738.58	98.7352	7907.01	99.2169	12.0409	9.1511	885.096	3756.27	6.7429	101.143	3.3714	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-8172-01	low	3377.88	2117.49	96.0572	4709.71	129.135	0.5292	0	930.389	1372.59	1.3231	15.6126	10.3202	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-86-A4P7-01	low	3381.4	3355.31	7.5901	9187.38	253.795	2.3719	0	1035.49	3403.7	30.8349	102.941	1.4231	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-8395-01	low	3423.4	2655.38	17.106	2692.22	7.0179	3.0703	0	1051.74	716.26	4.8248	30.7031	4.8248	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-64-1677-01	low	3509.85	6596.28	118.162	15109.4	27.3523	133.479	28.4464	883.665	1027.35	0	19.6937	30.6346	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-A46S-01	low	3531.13	1914.35	22.5166	4042.83	4798.68	10.596	12.8035	1134.7	1449.45	0.4415	19.8675	1.766	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-6203-01	low	3559.15	6244.15	37.1389	11304.7	37.8267	1.3755	0	863.136	3480.05	0.6878	63.9615	8.2531	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-6673-01	low	3574.87	2448.68	7.8519	14239.5	17200.8	1090.86	793.606	734.128	1364.55	0	26.3601	2.2434	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YF-01	low	3577.16	5555.89	12.7582	2625.76	4.8603	4.8603	4.8603	1402	423.451	0.6075	18.226	8.5055	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8096-01	low	3588.14	6790.21	16.528	8105.59	776.505	76.715	49.8959	1393.64	2073.49	3.1185	26.8191	137.526	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-8399-01	low	3602.12	1692.89	7.5643	2889.94	6.4297	1.8911	0.3782	1220.05	650.908	0	15.885	10.9682	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-53-7813-01	low	3609.46	1391.57	10.2775	2427.54	17.4717	2.0555	4.111	1994.85	799.589	0	18.4995	4.111	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-7771-01	low	3662.86	2156.57	26.8571	9929.71	4474.86	2.8571	5.1429	733.714	1641.14	0	16.5714	0.5714	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-A47B-01	low	3692.79	3025.08	21.4957	7346.17	10.7479	0	0	1275.41	1699.51	0	33.5871	1.7913	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-97-A4M7-01	low	3694.03	3486.46	94.5423	6959.17	1638.16	3.4379	5.1569	1216.14	3512.68	17.6193	198.109	48.1306	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7162-01	low	3703.26	2766.19	17.929	6314.67	29.2719	1.4636	0.7318	875.961	1211.49	1.8295	20.1244	5.1226	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4424-01	low	3726.88	3089.13	18.1125	4427.55	2.3832	2.3832	0	1320.75	2753.1	2.3832	28.122	11.9161	0.4766	0.4766	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-J2-8194-01	low	3728.74	2238.99	8.7222	3502.4	0.8722	5.6694	0	1723.05	770.17	0	10.4666	1.3083	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-5425-01	low	3740.95	3411.76	20.362	5735.29	915.158	70.1357	35.6335	684.389	2069.57	3.9593	16.9683	5.6561	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-73-4675-01	low	3757.74	9170.38	4.6468	6682.78	3.4077	2.7881	4.3371	899.604	1755.89	188.352	380.111	5.2664	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4418-01	low	3770.67	4169.17	30.5775	11715.5	66.1404	3.656	0	603.832	1023.35	7.9767	75.1143	1.3295	0	1.3295	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-6777-01	low	3819.04	10212.5	11.0468	5601.26	0	0	0	1059.96	2509.21	4.2083	21.0416	32.6144	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6972-01	low	3823.06	566.21	2.2831	3447.49	15.9817	37.6712	29.6804	794.897	326.484	3.4247	12.5571	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-A471-01	low	3830.69	1595.91	3.5806	3881.84	637.34	7.6726	2.5575	546.256	2078.26	0	45.5243	0.5115	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6642-01	low	3838.79	6070.77	0.6553	2885.98	1.3106	0	0.6553	1238.45	490.17	4.5872	15.0721	2.6212	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-7914-01	low	3845.58	2028.99	5.997	8206.9	5456.77	4.4978	8.4958	906.542	1917.04	0	22.4888	1.4993	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6970-01	low	3857.05	1425.31	15.098	5585.93	1.9274	10.9219	11.2432	1023.44	1476.71	22.1651	21.5226	1.6062	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-99-AA5R-01	low	3880.02	5460.91	119.435	5620.52	65.1466	1.0858	0	1008.69	2008.14	20.6298	100.977	10.3149	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-69-7765-01	low	3907.62	5527.47	8.7391	6996.88	7.4906	1.2484	1.2484	2302.09	1169.79	0.6242	15.6055	3.1211	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-49-4506-01	low	3912.05	4754.55	83.1758	13975.5	1.5919	0.7959	0	737.757	1113.92	0.7959	37.8072	1.1939	0	0.398	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-A493-01	low	3915.92	8916.75	61.565	5638.29	4.8476	8.7257	9.2105	461.495	1343.77	0	22.7839	28.6011	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-80-5607-01	low	3920.26	2024.41	90.3173	5689.99	5292.92	0	0.8137	813.645	4560.62	24.4101	72.4166	3.2547	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-93-7348-01	low	3923.73	3765.88	36.9852	7047.66	1231.74	9.9067	2.6418	1139.9	2660.95	38.3061	108.314	3.9627	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-50-5935-01	low	3980.9	2820.31	82.763	11783.5	247.016	1.2733	7.003	1665.27	1445.17	12.7328	69.3936	1.2733	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4422-01	low	4005.78	1890.41	25.2664	5708.68	3050.53	11.8721	24.6575	636.444	1992.39	3.0441	21.309	2.7397	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6983-01	low	4020.21	3057.45	44.3262	6097.52	85.8156	12.0567	19.5035	1283.3	3082.62	7.4468	78.0142	2.8369	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-75-5125-01	low	4026.8	6043.3	8.7629	3991.24	8.7629	34.5361	75.2577	769.588	1215.46	0	10.3093	10.8247	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-05-4384-01	low	4045.82	2548.56	17.1045	4602.93	42.7611	11.6066	2.4435	1192.4	1119.12	28.7111	41.5394	3.0544	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-78-7154-01	low	4045.84	1378.18	24.4084	7663.64	3730.91	13.6925	24.4084	454.83	2081.26	13.6925	42.2682	0	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-2666-01	low	4092.59	1220.73	0.4171	10160.4	6590.35	1.2512	2.0853	960.888	2992.81	1.2512	35.867	9.5923	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-7671-01	low	4115.95	2075.78	11.343	4278.22	1.2603	0.6302	0.6302	681.204	624.813	11.9732	9.4525	11.9732	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-7659-01	low	4118.09	1439.46	24.6637	9059.04	14.2003	2.2422	0.7474	825.86	2239.91	8.9686	50.0747	2.9895	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-A46P-01	low	4127.07	1915.79	15.7895	6001.5	35.3383	0	0.7519	1480.45	1733.08	9.0226	124.06	5.2632	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-8621-01	low	4155.35	5565.82	20.8919	8078.21	21.9633	2.1428	8.571	873.079	3552.7	21.4276	80.8892	7.4997	0	0.5357	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-62-8402-01	low	4157.65	1614.48	207.907	5485.4	17.2435	5.4194	2.956	1507.43	5538.61	0	81.7835	0.4927	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-55-6987-01	low	4181.5	4168.79	76.6243	5260.95	25.4237	1.4124	1.7655	1445.54	2159.96	0	34.2514	3.178	0	0.3531	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-91-6835-01	low	4195.94	2373.36	155.305	6916.48	12.6411	1.3544	0.9029	1207.05	2756.21	11.2867	63.6569	1.3544	0	0	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-44-7670-01	low	4201.25	1566.12	1.5457	7421.28	56.8823	11.1291	37.0971	985.918	461.241	5.8737	18.5486	464.333	0	4.0189	
LUAD	luad_tcga_pan_can_atlas_2018	TCGA-95-7944-01	low	4216.32	2805.27	65.8858	3828.7	3.6603	0.7321	0	813.982	2821.01	2.5622	47.9502	0	0	1.0981	
