	welch_t
RUNDC1	4.961858997200581
PABPC1L	4.956623025052733
SLC41A3	4.951345207590684
MOCS3	4.929046696339055
ECI1	4.914742703024067
CHCHD2	4.905048980659777
MED23	4.896357928852507
CELSR2	4.87670720409767
TUBGCP4	4.875092031580906
RBM14	4.872670535533424
SPRYD4	4.8490598970378604
ADNP2	4.847570335580922
ZNF789	4.8451276966712005
STYXL1	4.817401187256907
GRB7	4.813800662051343
ACAP3	4.7923844091185615
ERMARD	4.782724466586521
RALGAPB	4.782228053746326
ZNF3	4.779273596579352
USP31	4.767574056079022
WDR24	4.73547685613551
CEP72	4.723146518303835
BLCAP	4.714132365474365
MROH1	4.7110394258403625
EPHB2	4.71008993407099
ARRDC1	4.709948260737691
SUN1	4.7084009878393065
NSUN5P1	4.69663965273986
RAI1	4.687190824246722
RAB40C	4.687059301861822
SLC25A33	4.684409026432777
TM7SF2	4.682971802966588
DR1	4.680338775706596
CNTN1	4.67280405138955
ZNF433	4.668693243899544
MECR	4.666044508008589
GOLGA8A	4.652284013010392
LLGL2	4.6390489819359635
ENDOG	4.63675558836574
NPIPA1	4.623797725924534
TMEM201	4.609174536610795
METTL17	4.606456438860703
SERINC2	4.604154345721881
TYRO3	4.593472455936135
WDR45B	4.587422078435846
ZNF263	4.58715960117032
C11orf80	4.579019007621595
RECQL5	4.570709113425968
RHBDF1	4.561376018729144
CTNNBIP1	4.558100167338543
CCDC24	4.541937574063812
SLC29A2	4.539031039949549
ZNF398	4.53750617547378
TUBD1	4.51556112403139
ZNF500	4.514498338964261
C14orf79	4.507348335999758
TRMT61A	4.47665690091017
C6orf136	4.472423730545852
MIEN1	4.471164828302619
ABCB8	4.465541692683387
ZNF780B	4.464775635099665
EHMT1	4.463171390915758
DDX47	4.458177485876759
GPR157	4.4558708586413465
LETMD1	4.448682475197339
TEAD4	4.448453080862735
MRPL53	4.438337839085924
MPZL3	4.438032488950978
FAM227B	4.4368156635358815
ZNF765	4.431948924798997
SPDYE3	4.426488022067358
ATXN7L2	4.415574664918574
PLXNB1	4.406891088402995
ERI3	4.406256664223155
LEMD2	4.40494904914263
ATRIP	4.403463607941195
TBC1D32	4.399571518317612
RPAP1	4.394116570483497
TAS2R50	4.393208651494233
CCHCR1	4.393080890447717
C22orf29	4.392573185021081
HARS2	4.39158223785618
HAUS5	4.385643913033546
MMS19	4.3837754907054665
HDAC1	4.38158796035961
E4F1	4.378999064986835
UBE2V1	4.376900019555769
PDCD2	4.376290635616099
SPNS2	4.3760679954297785
SLC35A3	4.373755171551124
CORT	4.37171486316724
MIEF2	4.368383164146378
ZNF76	4.367838149346205
RPUSD4	4.351917617041582
TM2D3	4.3443936915137575
BCS1L	4.336636863131971
APOOL	4.326528628657366
MINOS1	4.323171027689148
TBL3	4.3207287632467795
FBF1	4.313395308756735
ATAT1	4.3041668050689195
TSC2	4.30281687709872
CDK3	4.294063162355196
ZNF565	4.282569227325973
ACOT8	4.276694820629096
SS18L1	4.266603252130071
MIR600HG	4.263190055424409
NAT6	4.259882512501557
DHPS	4.256582136748774
TMPRSS13	4.255305634414445
MSH5	4.249248713084075
PLGLB1	4.2416525662379145
IPO13	4.235949169959378
FASTK	4.233928671412648
SRRD	4.22170153938553
MCAT	4.2041723547056264
TMEM45B	4.203738956413046
PEX7	4.200800684503697
FAM156B	4.1899131735533945
UBIAD1	4.182040796754997
VWA1	4.180939942004744
AP4E1	4.176187185525274
ANKRD46	4.172904713506617
FOXK1	4.171789787059715
HERC2	4.167791653912632
BTBD18	4.166722244073173
WDR73	4.1663975084211815
TEN1	4.1650402572563525
LRIG2	4.160770821050595
TFB1M	4.158409440745787
KRT80	4.148486322752413
TELO2	4.147705407863095
FBXL8	4.147657874535509
SCRIB	4.1472464493241255
ATAD3A	4.14621067657288
PAN2	4.144017282191584
MFSD11	4.1438176328721505
MYLIP	4.141178027157936
GSDMB	4.137276399478978
JRK	4.133384732770629
HKR1	4.13095489012028
MRPL34	4.129415939989428
FAM214A	4.128257750842821
ZNF780A	4.124522109992366
ULK3	4.118892656245224
TMEM39B	4.117979443157251
ANKZF1	4.116350765396024
PLCG1	4.114811497746047
MRPL38	4.11470201992378
NOP9	4.114559102291963
LMTK2	4.1114853160898335
NUDCD3	4.108698665861592
ATAD3B	4.103398966359342
KLHL25	4.100612255585449
TBRG4	4.094906086992358
DPP8	4.085614949455371
INTS1	4.084900912458891
KPNA6	4.084342306167415
DDI2	4.080273296401928
ZNF468	4.076461581122607
IFI27L1	4.073754409208886
RBM4	4.071541523270384
C1orf159	4.068223861607621
THOC6	4.0670364814021545
MSTO1	4.065730897403388
HIP1R	4.061767699417314
TRIM66	4.057623780630921
TGFA	4.056873253564432
MARCKSL1	4.055011708841962
CREB3L4	4.052129770672168
RCE1	4.04939538983244
MTOR	4.049377790388185
FBXL6	4.045573460701626
TMEM63A	4.040850611523818
ZNF655	4.039687786994468
NELFCD	4.034654803802118
CLDN12	4.028755325528383
MRPS18B	4.028327029615979
RCC1	4.0276920791897926
BCDIN3D	4.025079684820739
ZDHHC13	4.021490936269735
WDR77	4.017397244717301
PSMG3	4.017164287222537
ARHGAP32	4.008475998115938
CYB561	4.007543722404501
NRIP2	4.003403477745767
GEMIN7	4.001378618299069
PRADC1	3.996270718190156
UBAP1L	3.99574257168048
S100G	3.9919327657540715
GEMIN8	3.99026755234538
EPS8L2	3.9854681250609074
DYRK2	3.9839959149191317
UQCRC2	3.983915263688082
SH3GLB2	3.979092422906811
CASKIN2	3.9750188900918833
ATP5J2-PTCD1	3.9736215912738073
IFT122	3.971151264466272
GALE	3.9689022801046066
REPIN1	3.9687374914388966
POMK	3.9645929501949926
RER1	3.963766369299714
GPM6B	3.963377241875935
ZNF558	3.962963282280593
NELFB	3.9600971812055703
LYG1	3.958325587455026
ZNF345	3.9492936037385173
ZNF236	3.9475483911507734
RNPS1	3.941818482077376
RAC1	3.9410828388875276
VARS2	3.9358163077434463
ECHDC2	3.9281142814452013
ZNF587	3.924307806404327
OXCT1	3.922035243623472
PIGV	3.9164425193551247
SLFNL1	3.9162603117586188
UBE4B	3.9070717430256248
CABIN1	3.9068711389551836
ZNF28	3.9058796297326444
KCNJ13	3.9041448573706483
NEK8	3.897069322693284
ZFHX4	3.8927046993113277
FOXRED1	3.892504517729797
HIF1AN	3.890606637404969
SPATA12	3.888488544918643
TMEM234	3.884989532990362
EPHA3	3.8849375427773594
NSUN5	3.8837670446907326
PDDC1	3.8832970748970674
STAG3L2	3.8817842585154563
SPINT2	3.877894307113679
TUBG2	3.8744974935535046
SUPT3H	3.8736440674186654
OGFOD2	3.8726881685622963
SMG5	3.8724085180684664
HPS4	3.871051383100841
SPPL2B	3.8703185957724573
METTL3	3.8701641718339133
IQCC	3.8677757462566307
CYB561D1	3.8621374176057537
THAP7	3.853720816133276
PGAP3	3.8529409952664264
RPL12P1	3.8509839304602584
TMEM203	3.849227345464322
PVR	3.845509376277999
ABHD17B	3.843986240272383
FANCF	3.8426016151439244
POMT2	3.8417393802686797
PCBD2	3.838755565654961
GET4	3.8345858474763914
NUP85	3.8326092661892273
UCKL1	3.829995666083328
SLC44A3	3.827266102680844
IL17RC	3.8260481994267797
OVOL1	3.8243187116466197
TRMT2B	3.82103235961437
EXOC3	3.8169696932575037
NIPAL3	3.815166616705149
NPIPB5	3.8145830178993854
BTBD8	3.8104922709445885
MTFP1	3.809479621353857
TRIOBP	3.8021520852651647
PCGF2	3.7980924650570604
PPP1R37	3.796974717436639
ANKRD54	3.796616708699005
TMEM147	3.7957454675354088
ATG9B	3.793654005065385
6-Mar	3.7886910792966035
PSMA7	3.78820203874088
PATZ1	3.7838188562742894
PRMT7	3.7806798523285092
ZSCAN32	3.777115083832045
GDPGP1	3.7753542545318197
RHBDD3	3.7681155378221587
VPS52	3.7666058301687224
BRI3BP	3.7649525465879585
ZNF681	3.763238364015763
GPR19	3.7603616789835583
MTG2	3.7602602850055473
SPDYE1	3.7587214585116153
B4GALT7	3.7562263016435447
YRDC	3.754799980677454
ALKBH6	3.75397577053107
ARHGEF19	3.749116811007058
PSMG4	3.743870045711635
PHKG2	3.7410515961315816
LSM4	3.735664093981615
UBE2NL	3.7350544082923967
B3GNT4	3.734608137639272
PHF2	3.734402097055543
PLA2G4B	3.734025681389849
FAN1	3.7313190144451167
FAM174B	3.7281588622842294
TOP3B	3.726443641231968
SMDT1	3.7241519587334
PCMTD2	3.723814720638326
EPN2	3.7223603417302837
ICMT	3.7214532968922134
TRAF2	3.720292227583197
RTEL1	3.718922200832081
TFAP2A	3.714151003848614
NUPL2	3.71172672586079
MKRN2	3.7112611848477064
ABHD11	3.710493553182542
ZNF20	3.7104219955779634
SLC35B2	3.7089427926726057
MEGF11	3.696509194770423
HYPK	3.6958451615809635
ZNF827	3.694255054824099
ELMO3	3.691743783762697
ERI2	3.691647709855512
ZNF692	3.6896821503322172
COG7	3.683830735740319
TSEN54	3.6824382292938482
MOV10	3.682172055454144
FBXL4	3.6746652455065356
SH2B1	3.6642567475916383
CLDND1	3.66263849504534
IL17RE	3.6613396790638375
CACFD1	3.6584293323131183
TMEM161A	3.653751765065803
ASB9	3.6534871729561904
SSH3	3.6527059141567446
MAST2	3.649606768873075
ZNF720	3.6485644249030154
RAD54L	3.6443545629587453
SPIN2A	3.6393930811167357
RSAD1	3.6349551403955656
C1orf122	3.629443669707479
ZNF446	3.6280274493535165
C18orf25	3.622149994751805
PMF1	3.6206611978862036
TRPT1	3.6199761167255278
NUDT13	3.619745338960703
AACS	3.618866771056257
TSSC4	3.6164692256046114
POLB	3.614487527518721
NUP43	3.6118131800546296
GTF3C5	3.611630510448361
CHPT1	3.6045649486257836
KDM5B	3.6041799861096817
FAM83F	3.6039803632254923
GALNT6	3.603883439790256
TRAPPC4	3.603409017658056
KIAA1522	3.6024331847390725
DNAJC16	3.6017176887539324
SLC2A11	3.600336647311103
R3HCC1L	3.6001331558536047
DPH2	3.5914377591155886
SH3BP4	3.586911904965703
RGMB	3.5813882015025857
ZNF417	3.580198289738459
CCDC120	3.5775804721875173
NCAPH2	3.5752894758471045
TSPAN17	3.5734066543643914
LRRC42	3.5695920417020846
C7orf26	3.569063237798607
OTUD3	3.5673081253631063
NUDT14	3.565968063134329
TLE1	3.565846911127521
BDH1	3.56243262175054
ASB6	3.5579810303872215
DET1	3.557690619313215
JAGN1	3.554729368365334
GFOD2	3.5493135008058387
ARL6	3.5463851888874673
AP4B1	3.5447936036885475
BRF2	3.5445535550950082
PAQR4	3.5418138092700295
ZNF749	3.53801991475331
NOL9	3.5376030641139793
BSPRY	3.537043595800845
NIT1	3.534366639518504
KIFC2	3.5337708108893917
LRRC41	3.527552120573577
KIAA0556	3.526600077808189
TMED4	3.525853754488362
FNTA	3.5254536329679986
SOCS7	3.5250762428492965
PASK	3.523653392411897
SMUG1	3.5214915537379636
ATG9A	3.519978904111829
GPAA1	3.517533373177981
FLRT1	3.511401382782684
TNRC6A	3.511291549038763
UPF1	3.509359616382882
CAPN15	3.5077155775935993
ESR2	3.506199884658338
C15orf40	3.505226763407215
CATSPER2	3.5037234764064635
RPS21	3.496161267671081
PUSL1	3.493280246573762
DPH6	3.490350981656414
CCNF	3.484198313545894
PEX11A	3.482329162711297
MKS1	3.482187303586947
C7orf43	3.4795182056329583
PGAM5	3.4766580741043707
ZSCAN2	3.4736958806989957
JMJD4	3.472882909882912
DIS3L2	3.4720694173972686
ELF3	3.4709248250405125
UGT8	3.467031851229866
PRSS8	3.465170447052606
PPIE	3.465033238964036
HINFP	3.460881242445437
ZNF552	3.45498826936961
MOGS	3.454498563468766
CYHR1	3.4514111196093133
CMTM4	3.443436118453823
OXSM	3.4408784343456067
MACC1	3.44053669989999
KBTBD4	3.4360813342454772
MTCP1	3.4357786760874487
TAMM41	3.4354166812091207
ZNF529	3.433947005499094
RGL2	3.429925408597977
KIAA2013	3.429062829857949
HHIPL2	3.4275272683947566
CDC42BPG	3.4256709203775744
TMEM181	3.4238085250424115
MED24	3.4198127956524735
SLC52A2	3.4183216536548686
KCND2	3.4141589939473134
LDOC1L	3.4130081548719984
NSUN4	3.4128647767131723
DDX56	3.412489122379102
ZNF266	3.4120120974395802
SPIN3	3.4115878911558792
CCDC57	3.4106421155166444
RNF31	3.4063423490099822
STPG1	3.40154539494136
ADCK1	3.3988538485912714
ZNF142	3.395082521112394
GDF11	3.3934158575422084
TRNAU1AP	3.3927795174666513
ZSCAN21	3.3921368974708113
RBM15	3.3884646495940585
TMEM242	3.3856917707824117
BCR	3.38411884183361
CMTM8	3.383585981545006
SLC27A4	3.3797986324129488
PRICKLE1	3.3788084820767503
IKBKAP	3.3752260058455423
CECR5	3.374079663112178
ZNF761	3.3728550861436726
CUEDC1	3.3683143699654856
ANAPC11	3.3676849715324595
SLITRK6	3.3673788632009045
MLLT6	3.366571115674966
SMG1	3.366399797645762
RALGPS1	3.3653864094639743
SOX4	3.3648034100306448
DBNDD1	3.3641662699537447
RWDD3	3.363676081373969
SAMD10	3.3617985988133685
LUC7L2	3.359909679510149
MCRS1	3.352230860107992
GPS1	3.349696058865299
FARP2	3.345848395302267
MUC15	3.3429876161198337
HDAC3	3.3414527462961297
DAAM1	3.33288913956198
CDAN1	3.3323532440412014
MTA1	3.3313302524203916
ZMIZ2	3.330052636328225
CNKSR1	3.3266643065504677
AKTIP	3.3251530234013873
UBALD1	3.324894456374758
NR2F6	3.32444270257127
ARL16	3.3215409834294483
ANKRD52	3.321428590755241
C6orf99	3.3194277740848905
AAAS	3.317107444888401
GNG3	3.316056673584925
DYRK1B	3.311493129438749
ELP2	3.3110598690099793
TBCD	3.3075160030468056
RNF170	3.3072905069223735
MAPKAPK5-AS1	3.307023015681239
COG4	3.30309450515957
ZNF443	3.3001306678971747
XRCC3	3.2975651140156006
PPIH	3.296518827384099
FBXO36	3.291136691433508
HACE1	3.2857769195680637
RIMS2	3.2836434390062945
ABCC10	3.2827305441814842
C15orf62	3.2809303101187237
ATP5S	3.2803801507544157
GATSL2	3.278863250234677
HEBP2	3.2779261188002717
ARMC6	3.276889827483304
SLC25A13	3.2741473078354044
CNIH2	3.2737482650979914
RNF114	3.273124553762443
WDR83	3.272966883026962
TMEM182	3.269542682172212
INTS5	3.2680631453862325
ZNF576	3.267027307971247
BCKDHB	3.2650648934531867
B4GALNT4	3.263644091437063
WDR31	3.26344003661145
SYT2	3.2606512293824736
ALG10B	3.2583726627865133
DCDC2B	3.2555708203703215
PEX6	3.2554026731205936
LGALS3	3.2519139976464677
PPRC1	3.2503893285918948
SLC20A2	3.2498374312980105
SLC35E2B	3.248561193801562
ZNF282	3.2442982603655777
TARBP1	3.2441043523046167
EPN3	3.2438010757275846
CPSF1	3.242789551908851
PPAT	3.242604956756299
COQ4	3.2416025710935386
TMEM80	3.241572340475942
EARS2	3.2400664118627107
HN1L	3.2397338805816274
ZBTB3	3.239595951018578
TMEM248	3.2381785907489626
SEC22A	3.238035811925443
ZNF816	3.2375518878649983
L3MBTL2	3.236821506395692
DDHD2	3.2341356327059714
EDC4	3.233821908958492
LRP11	3.2337700839484786
ADCY6	3.23311131715105
RPRD1B	3.2318996075633457
QRSL1	3.2275210111898653
PYGO2	3.2233299021180395
COQ7	3.2230468369859775
RASSF7	3.221049076656771
BRF1	3.2194578443782045
JMJD7	3.2189294791356193
ATP5A1	3.217519973535559
SLC50A1	3.2173972664688444
ZDHHC4	3.21690991915545
LYPLA2	3.2149201697063567
BPHL	3.214865380917572
LRIF1	3.2137599616676105
ATXN2L	3.2122946060980673
STK36	3.2105543076796903
TBC1D8	3.208160957059024
IL20RA	3.207838346800658
COQ6	3.2061368843763836
ARHGEF9	3.204498585879306
TSTD2	3.1997971711840636
CRYBB3	3.198047378525276
ZFYVE21	3.1975774434203275
UNC5B	3.1974029587901054
SLC25A3	3.1970759317581785
ZNRF1	3.194692532644627
COQ3	3.193411919322834
RECQL4	3.1881962387531497
RUSC1	3.1863465056091207
FAM186B	3.1847767383305987
MAP3K4	3.1815952301106227
SETD6	3.1814127390241
MAD2L1BP	3.1810468444756967
CDPF1	3.1789529032059423
TRAPPC9	3.1768433489849963
KIAA0895L	3.1765564121647842
MARS	3.1755488277142048
FZD1	3.1734434161263314
PKP3	3.170012268074446
WDR6	3.1685755688161397
SLC35A4	3.1681056552764413
SLC2A4RG	3.167800044906983
PEX3	3.1670456080346
XPNPEP3	3.166998871034392
AKR1E2	3.16686143081817
HMGN2	3.1640820123988114
NCLN	3.1631923379960845
ARHGEF16	3.1630599263732293
MICAL3	3.1619158472481677
AGRN	3.1613441041451407
EYA4	3.1593861216788937
ZBTB5	3.1569136037597203
PUS1	3.1568004963212766
DIDO1	3.1562383040002753
TMEM69	3.1556763230316878
RGS17	3.1548324011347395
ERBB3	3.153714631465837
PDCD6	3.1490578562418134
ADNP	3.145805422546173
POLR2B	3.144990074722323
TMEM42	3.1438592985150566
MCM9	3.1413488776059926
ZNF10	3.1390822366513595
ZNF589	3.139036282719356
LNX1	3.137276843728201
CARHSP1	3.1354009957719486
MAP3K9	3.1351800960871636
ERVFRD-1	3.132997914686819
C10orf113	3.1319958061287565
SZT2	3.127110585644129
PARS2	3.1264821271030137
MAN1B1	3.126407000630038
LAPTM4B	3.121027276172666
CES4A	3.1191716597438446
STK19	3.1178898430499165
PEX1	3.1160586250770717
RNF207	3.1158921075176176
SPTBN2	3.115542381199466
WRAP73	3.1154924074924972
TULP4	3.113716807062293
PIGF	3.113288295338464
CHTOP	3.112165764195748
CC2D1A	3.1117534105074274
AASDH	3.1087220532590565
ZSWIM3	3.107098111676799
YARS2	3.104652752660328
SMIM13	3.1025121005705865
PPL	3.1023859933950084
DNAJA3	3.1023402508922655
CHTF18	3.1021498718495337
GPRASP1	3.099866986906825
TAOK2	3.099339578494885
NTMT1	3.0985288988937056
FAM196A	3.0972409657115683
NDUFB8	3.0958824136495675
CCDC28B	3.0956426476496683
ZNF512B	3.092171179098691
HRASLS	3.090990269362558
INTS3	3.0896079576505184
SCAMP4	3.0890283531404283
NR6A1	3.087392364192473
PGAP2	3.087063854979308
TARBP2	3.0869207876399067
COBL	3.086601355651072
PERP	3.0816306256186916
MYO19	3.081339152223563
SPG7	3.08008918913024
MYO5B	3.0783709999635676
ATP7B	3.0771028342809448
AGAP6	3.0767631747448143
PRR4	3.073896805729632
XRRA1	3.073521237470179
TOE1	3.0729011906888717
MRPL27	3.072343696560397
OSBPL3	3.070653813428745
UQCC2	3.0698886043068985
AP3S2	3.0692668734684974
MON2	3.066923626866095
PRPF40B	3.065348130651002
ANAPC2	3.0644799927021404
PIGW	3.060984152515384
AP1G2	3.060270559076821
DNAJB7	3.0584460432546225
RAB22A	3.057318886533521
SNURF	3.0565025173317224
PPP1R16A	3.054776497306975
GPR75	3.0541582393865747
SDHD	3.053499558269876
GATAD1	3.05318809086514
CEP170B	3.050637411283757
FAM219B	3.0504354074010154
ZKSCAN5	3.050340835222716
MAU2	3.050024264323975
RABGGTB	3.0486728005438515
MISP	3.0473355751667333
TCEANC2	3.0468515460000516
AARSD1	3.046831177621787
TMEM222	3.0459504911502164
PRAME	3.044547636880117
PICK1	3.044092504248203
SEMA6A	3.0415012228816334
ZNF485	3.0413708035667337
TMEM106C	3.0391485423790203
PMM2	3.035444894251294
TMUB1	3.034543549414796
TNFRSF25	3.03434801609502
MTRNR2L3	3.033115860348917
MIPEP	3.0329165428504754
TIMM17B	3.02926058464307
PUM1	3.0285081961452
ZNF736	3.0274851623405574
PVRIG	3.0270733678249475
EIF2B3	3.026329138755746
TMEM138	3.0256663549496987
DDX11	3.0247216881123506
LDHAL6B	3.0204337122410183
RRNAD1	3.0198606065663873
EPHB3	3.0180245501822274
CDC42BPB	3.0143986489792747
WDR25	3.0133932811712714
PIK3C2G	3.0133929151212904
KCNC4	3.0130196098948563
PIAS3	3.013002221791083
TOB2	3.0125111942098166
MLST8	3.010862379088261
ERVW-1	3.0093197272956487
ANKRD13B	3.0089750661126846
HENMT1	3.0075546257847616
GPR153	3.006532812594162
LSM14B	3.0058381113912866
C19orf47	3.005719904624146
NAPEPLD	3.003802259978136
PTPRU	3.0029614737662236
UHRF1BP1	3.0022793136654076
ZNF773	3.001729693332412
URGCP	2.9980667792844082
PLEKHG1	2.9947503112650447
ZNF283	2.9942172868722365
CENPM	2.990663243972969
ELP6	2.9905878334009928
MRPL37	2.9900136038068856
GCHFR	2.9895021071573766
SLC35B1	2.9894949057759552
FAF1	2.988834627067559
DLG5	2.988623537065949
KCTD4	2.986949131874493
CCDC85C	2.986159889992778
NDC1	2.9828142486148286
RHEBL1	2.982213828680858
CS	2.9817182800837
ACYP1	2.98147754160143
BRPF3	2.9813385692435888
ITGB1BP2	2.9809738805119244
TMC4	2.9809513852175544
PCDH1	2.9809299817738206
PRRG2	2.980144611285793
HSD17B7	2.977453247271125
ARFGAP2	2.977394388373538
ZNF251	2.977298490138263
C12orf57	2.9762632614324867
ZNF7	2.975925999511069
GIGYF1	2.9747990410341596
POLR2J3	2.9742713050737883
BCOR	2.973419124756405
NAT9	2.9725827316675297
GFER	2.972403007944287
ABHD17C	2.9705370456821005
PGBD2	2.9700642204957766
BBS1	2.969581080711674
SRSF2	2.968041827630767
HIST4H4	2.966548418254925
TINAGL1	2.9657349563145896
HOOK2	2.964937798785626
DMAP1	2.9643788588531357
CDS1	2.964241942927052
ZNF740	2.964240083253249
FAM3A	2.963248383368521
MCM7	2.9623543264092276
GJA9	2.9604193420133513
RNF215	2.9600372047622305
CD160	2.9600107806417246
ZNF544	2.9589286563987294
ADPRHL2	2.9586633916828786
NEIL1	2.9583126767478105
ERBB2	2.9579703255327465
CEP85	2.957054618828036
STAG3L3	2.9568832633317252
ACTR5	2.9560360778883275
UBE3B	2.953932199078699
SLC35G2	2.952918125270782
COQ5	2.949358486798471
COMMD4	2.9480208516572253
CELF1	2.947392621975628
PXMP2	2.9450554965039437
USP43	2.943405839034257
LEAP2	2.9425366815502256
PRR5-ARHGAP8	2.9404053359730007
ZNF691	2.939900911713592
USP19	2.9390395031828365
SIRT4	2.938969925905957
TSTD3	2.9383499866616196
AP3M2	2.937729268161756
KANSL1	2.9371931334962973
RNFT2	2.9371476187472596
TMTC4	2.9365149507827453
YTHDF2	2.9358880462195405
ACY1	2.9351834618730925
MTO1	2.93508501436658
FBXL18	2.9349810982717366
SPAG1	2.934741284388616
KANSL2	2.934009388376024
SRSF1	2.9331897553691584
ZNF567	2.9329034806423797
TSC1	2.9308797961707524
PRSS22	2.9296546063498794
POLA2	2.929650219757307
ABLIM1	2.9293413272469038
CDKAL1	2.9277277956778045
MIEF1	2.92443851649281
ZADH2	2.924197059321825
HSF1	2.9241572297141523
S100PBP	2.9238387953079434
NPEPPS	2.922165962869852
TMEM177	2.920948485136384
NFATC2IP	2.920238231227886
THTPA	2.9195877603052622
RC3H1	2.9190216178962145
MOK	2.918262228448001
FBXO42	2.9181792539240603
EIF4EBP3	2.9180274168793474
FANCC	2.9165652938467215
ZNF154	2.9155827630392865
ALX3	2.9148781823822176
HGSNAT	2.9142932122545817
FEM1A	2.913287741212688
SIX1	2.9129926140786573
TIA1	2.9127383719047613
TTI1	2.9109532214678095
TMEM184B	2.908969633478199
NPHP4	2.908442775258986
PRKRIP1	2.9078810289931463
SAMM50	2.9048921370753753
DCAF10	2.9017781499137603
RINT1	2.9007474238328035
AGMAT	2.9003778490711167
POLI	2.8998161505836655
SLC30A5	2.899141318567939
DPH7	2.8977367596986174
GAPDHS	2.8973592894881586
TMEM9	2.896603940245915
NETO2	2.8955864695570277
HTR2B	2.895440453709007
TLCD1	2.8931808645532398
RHPN2	2.8915062971155105
TRIM32	2.8885956619604882
ULK1	2.8882545643515742
KIAA1671	2.8880269751303516
FAM220A	2.887155863198755
OAZ2	2.884792133954204
COPS6	2.884461077537235
SAPCD1	2.883906609068945
RHBDD2	2.8827685609449905
WBSCR27	2.8820171942680086
SIVA1	2.880056236207284
SKIV2L	2.8790804587576844
DUS1L	2.8776609571382235
SLC44A2	2.877313858434581
USP54	2.8766977122966026
SIX4	2.876540686162797
OGDH	2.8759535397432208
B3GALT6	2.8751874650538656
VARS	2.872053669662516
LCAT	2.8699725193632686
ZNF180	2.868247119720177
EI24	2.867431277299714
HUS1	2.8665044955250294
WDR76	2.8637097634183237
OVOL3	2.8632415514681107
CUL7	2.8623892029103972
HYI	2.859551016748721
AMOT	2.857895298558292
SREBF1	2.8560150675514864
LCMT1	2.853616305803476
SIRT5	2.853530936523926
DNHD1	2.8512739612033444
METTL23	2.8498999274924146
BAHD1	2.8493750187667484
RCC2	2.8478045238594283
FAM173B	2.846868868197962
ELP5	2.845941183647054
MRM1	2.8440596455060194
ZNF397	2.8433514857391775
