	welch_t
TPO	0.521070474122845
SULT6B1	0.5210210208161024
BMP1	0.5209981262880907
A4GALT	0.5208268499753098
SLC39A2	0.5208240165297485
HPCA	0.5207939013991105
KIAA1217	0.5205806517606612
RAB30	0.5205037432870117
SRL	0.5201906579109028
ANKAR	0.5201863466239177
SPATA7	0.5198901833190296
DIRAS2	0.5196663503785184
DCAF7	0.519214876082387
USP3	0.519094758722382
C20orf27	0.5187782372458314
TBC1D3	0.5178320312155774
IDH3A	0.5177562663096064
PCBP3	0.5176219138352709
RRP36	0.5173995865944058
TNNI2	0.5171004489046286
CDH3	0.5170377411187894
TMEM192	0.5169517493108342
ANKRD36	0.5166321777565986
PPM1B	0.5165455881185947
CHKA	0.5165259642821409
ANKRD22	0.5163309297503703
STIM1	0.5161078415874355
CLLU1	0.5160848276830762
MRPS35	0.5159370482263732
CRNN	0.5157570598264271
PPP1R14C	0.5144582529974323
POC5	0.5144382960766494
MTRNR2L4	0.513916171120987
ADH5	0.5137538558187035
ITIH4	0.5136165109865981
CLCA1	0.5131211086472628
TPX2	0.5130347219398801
DNASE1L2	0.5128322587586237
MRPL19	0.5127301718726189
YKT6	0.5126658091337057
NOB1	0.5124724210439988
TGS1	0.512451210549503
MIS18A	0.512319760299502
FRY	0.5121744722731507
CCNYL1	0.5120409450324584
SEC24A	0.5115926404928802
NIPBL	0.5112255678112618
KIAA1328	0.5112113703145074
CAMSAP2	0.5107819952184263
C12orf45	0.5106390370758674
CYP7B1	0.5102397713125155
FDX1L	0.5094652500058386
TMX3	0.5092483564839884
HMGB4	0.509070865607166
PIK3R2	0.5086106243765703
IL5	0.5081069051451348
SCML2	0.5079884494790666
ZCCHC3	0.5077141896951302
C20orf197	0.5074281364962777
RET	0.5073338338938665
ARSI	0.5070934904879352
NUBP1	0.5070297780018955
ZC3H7A	0.5068461496767357
LZIC	0.5066699474484987
KRTAP22-1	0.5066388385620868
CX3CL1	0.506307443164097
RNF145	0.5060948042040438
BEST3	0.5060774780064602
PSMD1	0.5060232426444213
CDK2AP1	0.5055811922057986
MYL1	0.5055034190185629
GNPNAT1	0.5054269806144457
TANC2	0.5049463700507172
FGF3	0.5048258496091826
IL20	0.5044979860557398
CCDC50	0.5040531751258001
SENP5	0.5038767488726817
CKAP2L	0.5038658860807356
DCLRE1C	0.5037297889959005
TMEM233	0.503662903779526
TMEM14C	0.5032777564810228
TMBIM4	0.5032280637715059
COL25A1	0.5031630876298774
IPO8	0.503050082887308
C3orf33	0.50272617205869
ZNF862	0.5026823073113874
THEM5	0.5024174762753104
PPP2CA	0.502118968197976
ZDHHC21	0.5021011999131165
SCHIP1	0.5018658432179475
FOXP2	0.5018324300714362
TMEM105	0.5012155004746959
KIF3B	0.501101763530339
KCNMB3	0.5008689699535125
CCNE1	0.5008038953219474
FBXW2	0.5005552417225538
CCNY	0.5004318391038689
C22orf24	0.5002194165552861
FGF4	0.49955234388772607
CERS3	0.49950447490790667
AP4S1	0.49947900679415214
USP9X	0.4993358743347686
TMIE	0.4991941972985371
RANBP2	0.49918216902576684
CEP135	0.49916647932754654
ZCCHC7	0.4991470337529302
C19orf43	0.4990404796672327
LTB4R2	0.49890403668249605
TNRC6B	0.49867828533998815
AADAT	0.49840391291841396
TYW3	0.49838862512628396
ERGIC2	0.49836345621395417
SLC15A2	0.4979540630506317
LEO1	0.49794070205183555
C1orf105	0.49770692202133354
KIF1C	0.4975904802279854
STXBP4	0.49734686987766547
ERH	0.4969843169429807
GTPBP4	0.49599661991269695
CHRNB2	0.49556125639671195
NTRK2	0.49543937810981814
NPIPA3	0.4951169574072722
PSMC6	0.49499356669900557
CAMK2B	0.49491584052583576
NR2F1	0.4948669331438583
PPP1R36	0.49477542979559713
BGN	0.49396056701725877
ELOVL3	0.4939331602579013
C6orf141	0.4939179394982022
TMEM139	0.49329092802921054
ZNF510	0.49315239113878484
NRXN3	0.4931454804576906
UBE2M	0.4931039131650296
NGRN	0.4928189374195054
RORC	0.4927034405306062
EXOC2	0.4922411203733961
FTSJ3	0.4921390307126795
ILF2	0.4915574573954714
IZUMO1	0.4907625623721501
XKR4	0.4906944759522676
YEATS4	0.490630392434629
C1orf220	0.4905684134002235
RDM1	0.49017725190464356
KRTAP21-2	0.48999096800858555
DAZ4	0.48999096800858555
TNR	0.4899844113937206
ZNF616	0.4896510045813897
PARL	0.4895619223402529
NDUFA7	0.48946466362735314
C14orf105	0.48939518688462935
SYT12	0.48918121802253056
IGDCC4	0.4891553117853496
ITPKC	0.4887202761379352
LHFP	0.4884202012043474
MICALL2	0.488290116323181
CACNA1S	0.4880038371500536
CDKN3	0.4878759343049167
NCOR2	0.48785302867677754
MYLPF	0.4873936591387202
OTOP1	0.487308859328658
CYP2E1	0.48685547292522147
ZBTB8OS	0.48649186506780795
TSPAN1	0.48644451109064213
PEX2	0.48567457996755214
IDH3G	0.4853897980041353
SPATA9	0.48499198864590515
MYOM2	0.48457773378541474
ASB17	0.4843372613139458
DYNC2LI1	0.4843240721163862
STMN2	0.4842666748634247
ARHGAP23	0.48417318573387663
REG1A	0.4841065674653735
CACNG4	0.4838817694506365
ANKRD26	0.48382485359414307
EHF	0.483783811067805
ABHD3	0.48367727632676916
NKAIN4	0.48358957036184225
CAST	0.48355985048820493
C5orf24	0.4835410838181061
FZD10	0.4832220559653716
MCF2	0.48316772703724525
SNX15	0.482960880472853
FKBP10	0.48285457035477214
NAPB	0.48245437700032706
LAMA4	0.4823320219358789
NIPSNAP3B	0.4822048375944587
P2RY1	0.4820409637849471
CNFN	0.4817662602641421
KLF12	0.48176621111770396
PTPRB	0.481498756490359
PRKD2	0.48071773470317525
ONECUT2	0.48058296026316993
PCDHGC3	0.4804943488118475
CRIP1	0.480438012424857
CNTFR	0.48016282654146414
DNAJB6	0.48001218544520646
FAM204A	0.4798045227619345
SEC16B	0.47952981602264605
EGLN2	0.4789980567768174
EIF1	0.4788106237412649
NFKBIB	0.47786768704337684
C16orf72	0.4776030653136201
HIST1H3H	0.47757589723676735
UBE2J1	0.4771389762798386
KIF7	0.4770836784741177
NGFR	0.476632986321334
GOLM1	0.4765428866870847
KCND1	0.4758310359186072
GMDS	0.4757198283334303
PROCA1	0.4756582279063503
PYDC2	0.47563855161413204
LHX8	0.4755783659212972
TMEM38B	0.47542014396945426
OR1N2	0.47538487171157956
POU5F1	0.4752450777603436
TCAIM	0.4746535212165922
SLC25A39	0.4745758610450578
TENM3	0.47448790222046805
SYT14	0.4744166239707069
DNAH6	0.4743889558405408
SIRT3	0.47437183595047955
CSNK2A3	0.47396198420783653
MSGN1	0.4736836488677145
FLYWCH1	0.47352495416101653
MAGED2	0.47302836845949137
RPS3	0.4727524229086431
MAGOHB	0.4725087382916652
CEP85L	0.4720387926226659
ZRANB1	0.4719230552875255
HS6ST2	0.4718088628652286
PPFIA1	0.47177011982336925
SPIN4	0.4715359261965638
AMBN	0.47048672127356567
TPCN2	0.47039143750863655
CA14	0.46987260936117614
SERPINB11	0.46964522218934945
TP53AIP1	0.46942667329327864
INA	0.4693831398379355
CARF	0.46924317558145223
KIF20B	0.46916868644161047
ZNF737	0.4690214546818332
TAS1R1	0.46886943635313033
KLF7	0.46875889040417235
CCDC107	0.46868068120405215
CDCA2	0.4677035978942878
LRCH3	0.4676517401028829
CDK18	0.46752259669820806
TUBA3E	0.46745082908273494
SCRG1	0.4673285241406241
OR8A1	0.4672889566551531
PARP1	0.4671479406435382
TMEM18	0.46694289368892716
CHP1	0.4668757857884354
HIST1H1B	0.46677143056781856
NDUFB6	0.4663594444862266
ATP2C2	0.46629165865730055
STIP1	0.46624086648261526
ROM1	0.4659667324455959
KIF15	0.4657165732981984
MFF	0.46512904693300355
CYCS	0.4649092391557931
TMOD1	0.4648765371946386
TMEM160	0.46478547859452796
PWP1	0.4647091098724127
ECT2L	0.46469981818673417
MRPL28	0.46419957138108087
ADAMTSL3	0.46399436926285254
LIPI	0.4638524111729011
KIAA1161	0.46365936070192104
ABHD16A	0.46358765444683586
DUSP11	0.46347939695558016
SPACA5	0.463253189118544
RTBDN	0.4630008657464048
ALAD	0.4628361840083936
SLC27A5	0.4626741409953505
NR2C2	0.4622729652068372
FAM219A	0.46221556778366063
CCSER1	0.4621617463771917
PHEX	0.46178978656446956
EIF2S3	0.4616789143774568
COX6A1	0.461411854104
FAM81A	0.46124482741727024
R3HDM1	0.46104319504316105
ARCN1	0.460306462854102
COL3A1	0.46021912770642404
KRTAP21-1	0.4602095562912764
MYH1	0.460160720252168
KIF27	0.46014557009700047
LCORL	0.4600290740379421
FAIM2	0.46000773796154354
PGPEP1L	0.45996409372604313
MRPL39	0.45980879451599743
PNPLA7	0.45978027068702615
EIF3D	0.4596967682747614
IQCB1	0.45936567576450965
PTPN4	0.45934504384888886
DCT	0.45924067564325527
FKBP14	0.45923978494635675
PLIN1	0.4590455643367163
NSUN6	0.4590284456813567
IL9	0.45900219353499777
FAM127C	0.4588573743272288
FAM89A	0.4588523981003357
MOAP1	0.4587537038498911
TMEM70	0.45853482850518723
OSGIN1	0.4584978083959432
GJC3	0.4584885046964436
ZNF585B	0.45848107521447157
KRT6C	0.4583141820607229
PCSK2	0.45819137946363503
FLG2	0.45813795116517314
LAMB1	0.45805865085693925
TMEM251	0.45799227914291457
SERTAD2	0.4577349267720818
SLC20A1	0.45763901870921314
TCEANC	0.4572442567874433
CDKN2C	0.45715420773631565
SPOCK3	0.4568230929972862
PRR9	0.45679002611022657
CPEB2	0.45649257752036704
FECH	0.4563054441417897
C1orf52	0.45622229872043824
RAPGEF5	0.4561876554696092
PI4K2A	0.4558193909081449
SMO	0.4557788258650138
TNP1	0.4556567530591938
MVB12A	0.4555219343107705
PQLC1	0.45550593152976404
BOLA3	0.45550570457686285
CHRM4	0.45546841992108944
GABPB1	0.45498118263039194
MZT1	0.45490985959377117
TSG101	0.45436187510684295
TMED10	0.45425006400705054
CLDN10	0.4541866496436258
NRCAM	0.4538785453219215
BCL7A	0.4536482974958032
C9orf135	0.45325354002213014
PTGES	0.4530449657221307
MLX	0.4529870333149737
GRP	0.45282708109414177
SLCO1B3	0.45243158184162463
SIRT1	0.4523466234860067
DUSP13	0.4521745466282186
ROPN1	0.45183009897348736
GNG5	0.451595444355139
KRT12	0.4515630010403513
CTCFL	0.451559221558028
SYT8	0.45140155315500224
HIRIP3	0.4513374983207173
ACTN3	0.4510075686161775
C10orf126	0.45089232835797216
FGFR1	0.45084299475440365
MRPL11	0.4506221925348545
POU4F1	0.4503615709602595
INSR	0.45004888167026186
HIST1H3J	0.44985716800280345
HCCS	0.4497266813657507
WIPF3	0.449678491172219
SPATA1	0.4496479480543379
NOLC1	0.44922208617183307
XIAP	0.4491486542591192
GTF2B	0.44913602727976704
GMCL1P1	0.4490350051752177
CSK	0.44902278595878536
ADPRM	0.4489098878630923
C12orf75	0.44879041474869086
SLC6A3	0.4482061177553943
SDHAF2	0.4482029403511455
PHF6	0.44765786783375894
ACTL6B	0.4472901724541437
KRT17	0.447230427571157
MRPS22	0.44712346260692176
ENPP1	0.4470417155133806
BMPR2	0.4469413187416016
ZNF208	0.44681775517487615
ARGFX	0.4467533131163845
LMOD2	0.4465705478661747
MAP9	0.446463084242827
TXNRD3	0.4461947304553807
ANK2	0.44599523226998383
ACE2	0.4459807517735856
WLS	0.4459316921359816
C1GALT1C1	0.445815183752051
ABCC11	0.4456322628692879
SLCO1A2	0.4456099092292418
RAB17	0.44548872039126025
RPL10A	0.44542333024924025
CRABP2	0.4448222399932756
RGL3	0.44466430493255393
CDK2AP2	0.4445756077079477
HIST1H4C	0.4436867363741005
SEZ6L	0.44345771669356754
KIAA1683	0.44311894732835583
NLGN1	0.44283198892629955
UNC5C	0.4428287256056374
PTRHD1	0.44212719984572574
SLC39A11	0.4420957971246752
ALS2	0.44197902253029075
HNRNPUL1	0.441964487896044
AQP3	0.44192937791821063
POLA1	0.4416579895306384
G3BP1	0.4412535763914311
LSM14A	0.4410867609474234
MAPK3	0.44100337785399185
LRRTM3	0.4409586769074558
PDGFD	0.4408174178544001
ZNF645	0.4403301514691787
ELMO2	0.4403272442209827
KLHDC10	0.4400092579520045
HOXD1	0.4398329019459117
TRDN	0.4397963946394241
LMX1A	0.4395665078140087
LUZP1	0.4392801856173565
BACH2	0.4392112197253733
SGPP1	0.43917740227683383
RRP9	0.4387284283724016
C12orf74	0.438653994798419
CYTH3	0.4384219887176177
ARL8B	0.438200726332774
PRKCI	0.4381123436678154
MASTL	0.43808164988441245
OR2A4	0.43805885361838626
ANKEF1	0.4378943692488366
RAB9B	0.4378887197748971
UGT1A6	0.43773570066903655
NPIPB7	0.43745062932751666
RPP38	0.4373922869587654
GRIK1	0.43723646666587984
LDB3	0.4372034826471389
GCLM	0.43708669365812425
BPIFC	0.4370386569514932
CHCHD6	0.4370184171032093
C2orf48	0.4367816878459004
PAFAH1B2	0.4366175841950035
MRPL51	0.4365291245310121
MUC21	0.43601420697254273
FGFBP1	0.435783888108213
RPS2	0.4349612769373417
PPP1R27	0.43486959642801104
ABLIM2	0.4348602513491564
ATMIN	0.43466678719664176
FJX1	0.43422841957600405
AHCYL1	0.43413660327395104
BCL7B	0.4340708399851905
ELK3	0.43345460384924556
GNA14	0.4331644164655829
VSIG10L	0.43278362864490877
RBM41	0.43219186845641183
CTNNA1	0.43199507438095136
KRT8P41	0.43190274119868644
METTL24	0.4318576463984105
IPO7	0.43169031387659723
H2AFY2	0.43103557906624584
CCDC144A	0.430976361438782
RBFOX1	0.43091031781040057
RASA1	0.4307333507141894
SPATA6	0.4303914337194909
PIK3CA	0.4299904055813463
GATAD2B	0.42987806300860737
PDLIM3	0.4297369077476444
KRT15	0.4293117373123273
CRY2	0.42927182489435556
ACD	0.429094332080065
KLHL30	0.42902804240632364
SPRY1	0.4287447680259104
OMD	0.4286515009248576
VTCN1	0.42858091554578714
DPYSL5	0.4285002941588756
KARS	0.42813224042768905
NDRG4	0.4280305307531154
GCLC	0.4277449381049902
HRC	0.42747405161274654
PCDH17	0.4272708376943114
WASL	0.4271628307207745
PDCD6IP	0.4270279338115987
ACAA2	0.42685443775183685
AP3B2	0.42674824858095134
SIRT2	0.426597164926094
TACO1	0.4261891589154675
CACNG1	0.42589637826301274
SRSF8	0.42582116917009033
HMGCS1	0.4254630542587916
RPL21	0.4247427794185048
HIST1H2BD	0.4244323393923355
ARHGEF5	0.42400573683603404
ARHGAP12	0.42340479221115107
PRR5L	0.42330294059376544
LINC00521	0.42322259540608687
PSMA4	0.42320618562152273
OR8B12	0.42278895928799265
NKAIN2	0.4227451761334485
HIST1H4D	0.4227109803134591
GEMIN6	0.42238326265298354
DIMT1	0.42238158238329004
P2RX6	0.4221944160445123
ZC3H14	0.4221659099928534
FBN1	0.4214785005990544
THY1	0.42141536870159524
BECN1	0.42120977076627736
SI	0.42106338679815064
ARL3	0.4207164681817129
SIN3A	0.420278865927097
LMOD3	0.4201848221124594
C6orf15	0.4198672139091713
CHST1	0.4195177529696071
PHTF2	0.41896828678672504
ZCCHC11	0.418627485343004
RPS9	0.4186259085699188
PAXBP1	0.41825730395063704
VSTM2L	0.4175073622993389
RBM26	0.41716229508066555
TMEM39A	0.41709388887743065
ARPP21	0.4170536099384949
ZNF286A	0.4170230624984765
RAB6A	0.41699708368171823
MAN2A2	0.41698412494400133
SNAP91	0.4148387171478756
SMPX	0.4148028853793973
ZNF346	0.4144059016652282
SPRR2F	0.41440292007224033
HSPA1L	0.4142590019823038
TMEM57	0.41401644916528213
SURF6	0.41396748505526315
TEKT5	0.4136667511067056
DGKQ	0.4133944433777479
RBM24	0.4133698798606061
PSG9	0.41321353232176244
CEP55	0.41315810478466475
SLCO6A1	0.4128647079309277
SOX21	0.4124952139980645
CASC10	0.4120460456039994
DDX23	0.4117971405057925
ZNF469	0.4117888063149118
COX5B	0.4114352376608147
CMTM7	0.41107372458801283
OR56B1	0.41055254656084084
GREB1L	0.41055003812896435
SH3TC2	0.41030998586531736
VPS37D	0.41028400801918724
STX5	0.41013369536055433
PCID2	0.40996960959249923
PBK	0.4099145174152713
MUC20	0.4097076639051461
CCDC78	0.4087266874160403
MRPS18C	0.4085109283288018
GTF2H1	0.408467827431305
CKAP5	0.4081634081795192
NUSAP1	0.4081592631971919
CAMK4	0.4069562854854222
UTP14A	0.4069063937661643
ACSF2	0.40668581866750797
CDK9	0.40665125031910987
MAST1	0.40629681901074277
ADCY4	0.40599040423725186
MED13L	0.40591882753625663
CLDN6	0.4056814241326818
FBXO30	0.4049251771449964
RASSF9	0.4046691305897335
KCNC3	0.4045436970949509
ZNF471	0.4043441648251478
SIMC1	0.40433717125890223
CXorf30	0.40418581900188705
HMG20A	0.40402245873257897
HIST3H2A	0.40399211226376763
BTG4	0.4039353343746068
SVOPL	0.4038640767632196
CDH19	0.4038105569617786
MAPRE3	0.40375035495511274
SH3YL1	0.4035593367382916
YLPM1	0.40352000412562433
WNT9A	0.4033917950785621
SMOC2	0.403236574990639
CMSS1	0.40297740954917405
DENR	0.40271093839807875
FAM126B	0.40257587816994905
PTP4A3	0.40257133098994485
TBC1D10A	0.4019196730124526
DCUN1D5	0.40182234340761763
SLC52A1	0.40165461017357884
ISPD	0.4015419423772199
CTAG2	0.401463060999013
BAMBI	0.40126157304633425
FADD	0.40098865605019096
DIXDC1	0.40047065329299897
EIF1AD	0.40042301819463755
OR13D1	0.39948727038987303
GFRA3	0.39910248426717226
RFFL	0.3989740654150672
DLX6	0.3988951281886783
ZBTB22	0.3988518916439638
UGT2A1	0.39872012164385
DNAJC9	0.39849008123844654
LRRC37B	0.39805139920679833
LRRC66	0.39801721044023164
KHDRBS3	0.397998928182686
GALNT2	0.3979287353491901
TEX101	0.39710318753057716
NAA15	0.3968463504006341
MGEA5	0.3968439781717601
DUOXA2	0.39653364343196884
MCM8	0.39650023389290795
KIFC3	0.3962043163685335
MPHOSPH9	0.3961694492746859
ADORA1	0.39610008092096993
CDKN2A	0.395996390350903
PRRT1	0.3959879730774428
ADIRF	0.39590389868976616
RPL7	0.39554742538898924
ADAMTS2	0.395131724591852
OR1L8	0.3949920990450087
ZNF181	0.3949079696873287
ERP29	0.39480511997787093
RAD51AP1	0.39400678971750297
YPEL2	0.39389718113877636
SIAH2	0.39377279127691084
CUEDC2	0.3936477956463533
TAF1L	0.3934980104200286
PFKL	0.3931409899152821
ZNF486	0.39311948165294075
KLHL13	0.3930459455625131
PTPN13	0.3930052759161543
PRPF38A	0.3928826357879171
EYA3	0.39279711087582253
MAST4	0.39197173883119385
SMPD3	0.3918372090709947
LRRC34	0.3916371712435275
FAP	0.39131862565395314
TTYH3	0.3907728127501314
SSX2IP	0.3906303885619661
CARD10	0.39035227245336707
DOT1L	0.39013640327554255
BRWD1	0.39003597033970483
YPEL1	0.3893903619587529
ETFA	0.3893329729237675
OSBP2	0.38879116913145273
PSMG1	0.3886731650050413
PKD1L2	0.388599771658237
GPR50	0.38847336102302354
ITGA10	0.38832785423458593
HK2	0.3882045557782236
SPTLC1	0.3880741938393562
PRR22	0.38795895220525045
CCDC148	0.3879444900806587
WISP3	0.3878226827593478
ENDOV	0.3878139177048319
DSPP	0.38759874182217163
CROCC	0.3875796247189299
CHAF1A	0.387110600078201
TRUB1	0.38694528132431577
DCLK2	0.38687912970299176
PRKAG3	0.38677169526945954
ENOPH1	0.38671862626771025
ADORA2B	0.3865451176566035
AP3D1	0.3863021033591394
SLC44A1	0.38620203905324746
RPF1	0.3861260673109231
RIBC1	0.38610614206100125
YOD1	0.3855065583757438
HFE2	0.38542399701369
MKKS	0.3853478801892657
GJB6	0.38522996849464397
GULP1	0.38505631289714504
SORL1	0.3847826887573898
SLC7A6OS	0.3846380168081742
ZSCAN5A	0.3844753355391501
MUC1	0.38415312233301485
HAP1	0.3840226563971161
CALML4	0.3838725981462508
HDAC4	0.38320242242447805
SULT1C4	0.38300199749192027
TP53TG3D	0.382975733926675
ZFHX2	0.3822368536803336
CXCL13	0.38210177537447143
FN3KRP	0.3816942169925561
NEUROD1	0.3816919239956955
KIAA1211L	0.38102339230299875
DCHS1	0.38081233283731
APBB3	0.3805406627124155
PRSS42	0.38036203059835993
C4orf47	0.3802414781391415
SNTB2	0.38013286493766424
SAMD15	0.37963057645500164
SOX2	0.3795893612653571
RPL13	0.3792244971957434
ZFP3	0.3791115370776004
GATSL1	0.37851004466478283
DHX34	0.3783858896244629
TFAP2D	0.37830912670370076
DDX52	0.37804629030938275
DPM1	0.3780093286659787
DUSP19	0.37794457112079705
CATSPERB	0.37772093704818677
POFUT2	0.37771935770634424
ZNF23	0.3776346818572946
GUSB	0.37751721969200186
MAPK1	0.37693450725784466
HMGN4	0.37665468494607063
PLK2	0.37643162960837945
CAV3	0.37640066914722164
DUOX1	0.3757890178430407
ARNT	0.37568759122103895
SEC23IP	0.37540288127120186
NTN3	0.3753827281833357
CRLS1	0.37520606796198214
PARD6G	0.3750982749898663
SERBP1	0.3750197153160896
ZNF83	0.3748977753214408
FAM120C	0.37388676873755206
TXLNB	0.3738668164060547
NDUFB7	0.3735726611662289
CSNK1D	0.3729552136093859
AKR1B15	0.3727083373517095
CALML3	0.37248776217582313
TMEM87A	0.37248121326916234
SCNN1D	0.3723777000846755
LARP1B	0.37190203069553596
ZNF561	0.3717831286750639
GABRE	0.37140469036077944
SPPL2A	0.37135855781045934
CCNG2	0.37127280601498747
CCNI2	0.37094722037907585
CLHC1	0.370421903308718
AKAP8L	0.3703978719610006
TBKBP1	0.3701813388622087
ATPAF2	0.36984777268281743
CDH18	0.3694889025116679
TMX1	0.36945253531121813
RSPH4A	0.36932728754690913
SAE1	0.3693114431601674
IRGQ	0.3692137673806695
TXNDC11	0.36839909112674163
DARS	0.3683147032727159
MRPL41	0.36825561977483673
ALYREF	0.3682520988559228
GGT6	0.3676718981551883
RHBDD1	0.36726698995525103
NBPF4	0.36704124522824794
LEMD1	0.36668963747892486
DUOXA1	0.3664524768093205
PTPRR	0.3663514098653184
REEP3	0.36617971289158435
CDK11A	0.36616200744256844
BCAM	0.36610666820477594
SMARCC1	0.3660762311934669
ORAI2	0.36588188850203573
SLC25A18	0.3657965480469118
GOLGB1	0.3650042816639887
ZNF512	0.36460882902528696
EEF1G	0.36447100252649633
SIM2	0.36430461750443693
JOSD1	0.36422600159448554
PHLDA1	0.3639073024410037
CNTNAP1	0.3637934194418915
CERS4	0.36331948161642896
KIFAP3	0.3633095883429862
C1orf116	0.3632233104579605
JMJD8	0.3628018904235689
GALNT1	0.3625430672180422
ZNF701	0.3624669213343816
SPTB	0.3624613668039351
OR56A1	0.36175000655101375
MAGEB10	0.36129537543402884
ALDH2	0.36094087624859433
SLC6A2	0.3604029172529716
FRG2B	0.3603805243242726
GLDC	0.36023802101437524
MON1B	0.35998194598248734
FUCA2	0.3597379979292573
SHOX2	0.35939486425492484
TMEM171	0.35924600542338536
RDH11	0.3591170762195674
KPNA1	0.35906591003233135
SRCIN1	0.35892700226147034
FAM150A	0.3583846926154938
PCDHGA4	0.3583812851057708
MSL1	0.3582518242707034
N4BP2	0.3579560113196618
FBXO16	0.3579511643365134
PGM5	0.3575335627234732
SLC7A14	0.3574962527383676
DHX36	0.3574301399305056
ZNF626	0.3574234161988766
RYR1	0.3568794628993512
ZNF639	0.3564654879151699
ECHS1	0.3562843135120293
TMEM123	0.3561876256011089
SPINK7	0.3561796008437916
IGFN1	0.3561679846402774
FBXL20	0.355860186266509
CYFIP1	0.35546192486114253
TRIM26	0.3552262467389304
RAB4A	0.35501592499089973
SLC39A10	0.3545947745314632
EVA1C	0.3542873985685998
ASB2	0.3542205919321547
SIDT2	0.3536814190656595
IGSF1	0.3536631847579132
DEFB112	0.3535404212486714
FUT1	0.35349582962889453
OR8G1	0.35338260785240194
ROBO3	0.3529834802624626
DRP2	0.3527625156243629
PRKAR1B	0.3524606716123379
SLC24A5	0.3524457500602426
NPIPA5	0.3524016743067094
COL21A1	0.35230485284298757
PPP2R5B	0.3515258728281188
TMED2	0.35149562155279684
NCOA2	0.35125657286366485
FUT10	0.3511992147485866
MAP3K11	0.3509413067819063
LENG9	0.3507405251237352
STK39	0.3506546422467179
C16orf87	0.35060209901990913
VDAC1	0.3499679282281929
DHRS9	0.3496908667626589
UBTD2	0.34897356893477405
SPINK4	0.3486545499417343
NBEAL1	0.3485186295126012
ADAMTS18	0.34850121885718965
ZNF518B	0.34826864010291075
MB21D1	0.3481972906494843
MTRF1	0.34809288264198424
FSBP	0.3477491921859931
MTDH	0.34745292319976173
FCRL2	0.3473740489920879
MED9	0.34734459471411017
DMRT3	0.3473259539877207
ATF4	0.3472354484440505
PCDHB13	0.34675639820398246
ALG5	0.34610704326017533
DLX1	0.34607331489249454
NTM	0.3460537821851164
PROB1	0.34588331081635004
MTA2	0.345301519642967
APH1B	0.3452682991387716
MATN2	0.34493919592970157
QPCT	0.3446864572591178
7-Mar	0.3443821091239542
CCT8	0.34415749628458175
SHROOM3	0.3440650949267302
KCNS2	0.34371452389685314
KCTD5	0.3435944654145973
VPS4B	0.34350558162841444
USO1	0.34341499876265824
TCERG1	0.34309569379081706
SH2D4A	0.34306303910330593
FAM96A	0.3430416400280771
CLEC19A	0.3430312750187028
SLC38A6	0.34287269017267624
NOX1	0.3428203201585024
PAPD5	0.3414484311379126
RBM28	0.34122875505085226
LIFR	0.3410823736215742
CHCHD4	0.34073220670398957
NRP2	0.3406877249971294
GHDC	0.34055987988763536
SLC12A7	0.34048663021083203
UTP6	0.3404394508820692
HIVEP2	0.33965347566986487
SLC13A2	0.3393329570871876
RNGTT	0.3392361678693954
COX6B2	0.33910148115118727
CCNA1	0.339002996221492
EXOSC6	0.33866370188295875
NSG1	0.3385624368748103
BCKDK	0.33850602285129283
HOXA11	0.3383264061024038
CEP63	0.3381532206976663
SLC10A6	0.33813201491579525
IGF2	0.3379972745817351
MLLT10	0.3376528047786482
HTT	0.337501697600445
OMA1	0.33739767950333127
MYF6	0.337123175363682
KLHL35	0.3370593355596597
YY1	0.33700251508045387
ZNF679	0.3369976214796836
ZNF865	0.33672211157422527
FASTKD5	0.3366393804256294
ZBTB17	0.3365016165966174
SRPK1	0.3362113141908687
TBC1D24	0.33618251483963496
CYP3A43	0.3357309893295747
POTEKP	0.33551877016258885
STK32A	0.3353574130637946
KCNH2	0.3352760342945324
FMO4	0.33452040109392495
ISOC1	0.3344239543945785
ACTC1	0.3341932928750246
HHLA3	0.33418623553306004
ZBTB2	0.3338940257846322
SIRT6	0.33375448053388723
HDDC3	0.3325346827468664
C10orf71	0.33247429180092397
CARD17	0.332098137298042
HSPB8	0.3319523949253739
KDM5D	0.3318054855610639
PHF20L1	0.33145939688193304
ABL1	0.33130823349958344
GCSH	0.3306691518375395
NDUFB5	0.33054404019503436
GOPC	0.3299990438135796
CEBPZ	0.3299751560082822
TIGD6	0.32983812977710064
GRTP1	0.32979193504374027
AQP7	0.32971751784671227
ATE1	0.32959258951285625
MSL2	0.3295836846240409
TNNC2	0.32932623691657303
CA7	0.32921035464916426
EIF2S1	0.3291406312906838
DDB2	0.3290848938337659
GHITM	0.3290622590474121
NDUFAF3	0.32904619208095087
ZNF564	0.3289803484411475
DEDD2	0.32884488065286854
KCNJ16	0.3287260487585891
LSMEM1	0.32862171468058793
THSD4	0.3284443947549481
CCDC129	0.3280808885732337
CIB4	0.32749068034356554
ADPRHL1	0.3267055765160435
SYP	0.3262802137253892
ATRN	0.3258499565421491
LACTB2	0.3258181781973769
KDM5A	0.32581518580211366
ZNF764	0.32543437117133556
PYROXD1	0.3250715177658696
SPATA13	0.3249906894373046
PLEKHA3	0.32475195623839986
F12	0.324320585767181
ZNF517	0.32413606488540947
SPDEF	0.3235542997279264
PGK1	0.3234474703025802
KCTD11	0.32338611557472446
DHX8	0.32300951839728304
