gene	n	rho	p	in_ifn	in_cyto	in_exh
IFNW1	51	-0.12027389556654065	0.4005207842157303	False	False	False
BCL2	51	0.12018099547511311	0.40088742361566804	False	False	False
NPHS1	51	0.12010639160016916	0.40118199655667225	False	False	False
IL2RA	51	0.11982171545409352	0.40230719512210356	False	False	False
IFI44L	51	-0.11945701357466063	0.40375137611579726	False	False	False
NTSR1	51	0.11932834573390254	0.4042616040010161	False	False	False
COL10A1	51	0.11919584838921213	0.40478740814560815	False	False	False
CLDN5	51	0.11893747131825322	0.4058138940921926	False	False	False
ADRB3	51	0.11892854997854804	0.4058493638670729	False	False	False
FGF8	51	0.11870714814905983	0.40673019567012647	False	False	False
WNT1	51	-0.11842917035922877	0.40783767453918784	False	False	False
HP	51	-0.11842198517234465	0.4078663237868765	False	False	False
CD300A	51	-0.11837104072398189	0.4080694861543915	False	False	False
SCN1B	51	0.11833074700787226	0.4082302156257145	False	False	False
PRL	51	-0.11827686319092909	0.4084452123748121	False	False	False
SLC40A1	51	0.11820074263272096	0.40874904517404054	False	False	False
S1PR2	51	-0.11765770706166712	0.4109203340601818	False	False	False
TGFBR3	51	-0.11737556561085973	0.4120510711885659	False	False	False
HRH3	51	0.11731413527295691	0.41229750211542426	False	False	False
NRSN1	51	0.11731413527295691	0.41229750211542426	False	False	False
SLITRK2	51	0.11731413527295691	0.41229750211542426	False	False	False
LRP1B	51	0.11731413527295691	0.41229750211542426	False	False	False
UNC5A	51	0.11731413527295691	0.41229750211542426	False	False	False
CAMK2A	51	0.11731413527295691	0.41229750211542426	False	False	False
ISLR2	51	0.11731413527295691	0.41229750211542426	False	False	False
GHRH	51	0.11731413527295691	0.41229750211542426	False	False	False
NPY	51	0.11731413527295691	0.41229750211542426	False	False	False
SFRP1	51	0.11716656716658445	0.4128898249596155	False	False	False
TNFRSF13B	51	0.11715709665827567	0.4129278552578877	False	False	False
SECTM1	51	0.11700991380466524	0.41351914931387057	False	False	False
NOTCH4	51	-0.1168285733725774	0.41424833590438026	False	False	False
RSAD2	51	-0.11675264777657736	0.41455385848384846	True	False	False
IL1R1	51	0.11674472276116363	0.41458575597527636	False	False	False
AMHR2	51	-0.11644710731173273	0.41578464973430457	False	False	False
PTPRS	51	-0.1162846313159372	0.4164399931380235	False	False	False
TNFSF14	51	-0.11583710407239818	0.41824813521975324	False	False	False
ADRA2B	51	0.11582296293774592	0.418305342480095	False	False	False
CXCL10	51	-0.1157405307800505	0.418638906539076	True	False	False
IL17RE	51	0.11569519567202854	0.4188224209711293	False	False	False
CHL1	51	0.11559011490541166	0.4192479594058622	False	False	False
NPPC	51	-0.1155469016961692	0.41942302847365837	False	False	False
ANTXR1	51	0.11551429615555298	0.4195551504089828	False	False	False
TRHDE	51	0.11529227073966274	0.4204554567745494	False	False	False
INHBE	51	0.11529227073966274	0.4204554567745494	False	False	False
PCDHGA7	51	0.1150266867893331	0.4215338344106598	False	False	False
CXCR2	51	-0.11498740676802437	0.42169346042228717	False	False	False
FGFBP2	51	-0.11493212669683259	0.4219181655562931	False	True	False
CEACAM4	51	-0.1148245618253545	0.4223555954012913	False	False	False
VEGFA	51	0.11466063348416289	0.4230227313720079	False	False	False
TGFBR2	51	-0.11457013574660634	0.4233912842370575	False	False	False
SEMA3E	51	-0.11455945092215689	0.4234348102985059	False	False	False
CTHRC1	51	0.11453357011614343	0.4235402497398235	False	False	False
PROK1	51	-0.11449744857210169	0.42368743524475844	False	False	False
IL3RA	51	0.11425587486157512	0.42467252782171494	False	False	False
PDE1B	51	0.11398824164819868	0.4257653990139561	False	False	False
LCN2	51	0.11361203623761969	0.42730430705800715	False	False	False
CD4	51	0.11357466063348416	0.4274573671955862	False	False	False
BTN1A1	51	0.11354716762657753	0.42756997598642654	False	False	False
LRP1	51	0.1135376049490422	0.4276091477450836	False	False	False
LRP6	51	-0.1134166077283243	0.4281049656120945	False	False	False
TAC3	51	-0.11322445436631144	0.42889303035865917	False	False	False
COL3A1	51	-0.11292738886430227	0.43011297083645567	False	False	False
ACE	51	-0.11281379666835126	0.43057996833188644	False	False	False
IL20RA	51	0.11275105945159454	0.4308380142349683	False	False	False
IL20	51	-0.11273996027378197	0.43088367556951657	False	False	False
CXCL1	51	0.11262315321880616	0.43136437752694895	False	False	False
EFEMP2	51	0.1125396222150206	0.4317083215510401	False	False	False
ADRB1	51	0.11243235854505655	0.43215021204430826	False	False	False
ENAM	51	0.11227850577031678	0.43278447706885165	False	False	False
EMC1	51	-0.11212669683257918	0.4334108276792897	False	False	False
KCND1	51	0.11197365127395405	0.4340427943831259	False	False	False
PSPN	51	-0.11182092806232298	0.43467394408679644	False	False	False
SEMA7A	51	-0.11179000059940924	0.4348018185840292	False	False	False
TFF2	51	0.11139092864960282	0.4364537315896417	False	False	False
IGFBP7	51	-0.11095022624434389	0.43828203375468144	False	False	False
PROCR	51	-0.1102964499841135	0.44100213939145577	False	False	False
GFRA1	51	0.11013370992736168	0.4416806907956188	False	False	False
COL8A1	51	-0.11005033120155605	0.44202856613392794	False	False	False
TMC1	51	-0.10993637046425948	0.4425042823785248	False	False	False
TRPM1	51	-0.10983766868835337	0.44291653102173095	False	False	False
VIPR2	51	-0.10961928097048289	0.44382942881908605	False	False	False
ESM1	51	-0.10954155826621993	0.4441545739732682	False	False	False
GPR42	51	0.10944379471275471	0.4445637450458221	False	False	False
LRP5	51	0.10899155881048996	0.4464592030730482	False	False	False
COL4A1	51	0.1088430944715145	0.44708243266365577	False	False	False
CDON	51	0.10874410910415118	0.4474982237034627	False	False	False
ANPEP	51	-0.10846912402106365	0.4486544239937901	False	False	False
NRG2	51	-0.10826023795642796	0.4495338018786918	False	False	False
GHR	51	0.10813136920567176	0.4500767913164152	False	False	False
ADAM28	51	-0.10810199328543407	0.4502006173589674	False	False	False
FBLN1	51	0.10803919449377228	0.4504653909635531	False	False	False
FGF19	51	-0.10792129575360848	0.4509627089102667	False	False	False
LRPAP1	51	0.1078733031674208	0.4511652364226037	False	False	False
HMMR	51	0.10785245806817502	0.45125321775335075	False	False	False
IFNB1	51	0.10784062016674695	0.45130318641048306	False	False	False
SHBG	51	-0.10762682320342615	0.45220616117049206	False	False	False
CD80	51	-0.10741540789505757	0.4531000490581598	False	False	False
FLT3LG	51	-0.10733031674208143	0.45346009671628895	False	False	False
HRH4	51	-0.1073264356380511	0.45347652262801097	False	False	False
ITGAM	51	-0.10715901935462603	0.45418538452294627	False	False	False
HCRTR1	51	-0.107152383384742	0.45421349453237	False	False	False
FGFR3	51	0.10709562074273495	0.45445398026381384	False	False	False
LAMA3	51	0.10687015886868761	0.45540987865949095	False	False	False
ERBB2	51	-0.1067209803293146	0.4560429583804926	False	False	False
TRPV6	51	-0.10601323233381885	0.4590530058262528	False	False	False
PCDHGB1	51	0.10596288075052708	0.4592675609580128	False	False	False
CD82	51	0.10588235294117647	0.45961081431598044	False	False	False
GRM5	51	-0.10574416321622032	0.4602001783851133	False	False	False
PCDHA6	51	0.1056845815113575	0.46045441419849487	False	False	False
GHRHR	51	-0.1056845815113575	0.46045441419849487	False	False	False
SLITRK3	51	0.1056845815113575	0.46045441419849487	False	False	False
PCDHGC4	51	-0.1056845815113575	0.46045441419849487	False	False	False
GALP	51	0.1056845815113575	0.46045441419849487	False	False	False
KCNA1	51	0.1056845815113575	0.46045441419849487	False	False	False
HRG	51	-0.1056845815113575	0.46045441419849487	False	False	False
CER1	51	0.1056845815113575	0.46045441419849487	False	False	False
EPHA5	51	0.1056845815113575	0.46045441419849487	False	False	False
ADRA2C	51	0.1056845815113575	0.46045441419849487	False	False	False
ITGA6	51	-0.1056584990881074	0.460565732146192	False	False	False
LEFTY1	51	-0.1053616450353176	0.46183371136253265	False	False	False
SPP1	51	-0.10529652504913031	0.4621121165440316	False	False	False
AXL	51	0.10512270443133712	0.46285569000270826	False	False	False
SOST	51	0.10493405040800803	0.46366344914225965	False	False	False
KIAA0319L	51	-0.10488687782805428	0.4638655466280278	False	False	False
GP6	51	-0.10468950767758982	0.46471163811961885	False	False	False
TSPAN14	51	-0.10443438914027149	0.4658065183443191	False	False	False
PCDHB7	51	0.10417105684212236	0.46693810390015755	False	False	False
INSR	51	0.10388706911607154	0.46816010353067083	False	False	False
RBP4	51	-0.10387977357818227	0.4681915188353219	False	False	False
ADGRE5	51	-0.103710407239819	0.4689211448440834	False	False	False
COL4A3	51	0.10353800513501135	0.4696644744839071	False	False	False
CSF2RA	51	-0.10349156425319023	0.4698648170289043	False	False	False
CXCL9	51	0.10342173954284477	0.4701661217909443	True	False	False
GREM2	51	-0.10311515278421089	0.4714903156687064	False	False	False
KREMEN1	51	0.10296126113987009	0.4721557470020797	False	False	False
CD7	51	-0.10262443438914026	0.47361394227105563	False	False	False
PLEKHO2	51	-0.10244343891402714	0.47439850053794996	False	False	False
PRTG	51	-0.10238710217240983	0.47464284363309395	False	False	False
EPHA7	51	0.10224196319689786	0.47527264718775747	False	False	False
ITGAV	51	-0.10190045248868777	0.47675632039976135	False	False	False
AGER	51	-0.10185750811448811	0.47694306350931315	False	False	False
NMU	51	0.10183761991785784	0.4770295602453566	False	False	False
HTR7	51	-0.10182776301205815	0.47707243248395703	False	False	False
PSEN1	51	-0.10171945701357465	0.47754363989955967	False	False	False
SFTPA2	51	0.10159656930159619	0.4780785866759245	False	False	False
WNT3	51	-0.10141849632979105	0.4788543252516904	False	False	False
CXCL6	51	0.1012895037443169	0.4794166708670846	False	False	False
MXRA8	51	0.10079230930080839	0.48158746256407936	False	False	False
OAS3	51	-0.10063348416289593	0.48228199666129323	False	False	False
THBD	51	-0.10037990121271313	0.48339199456818777	False	False	False
PIGA	51	-0.10004751241276463	0.48484897852118675	False	False	False
ARTN	51	-0.09987433728560931	0.48560898201783714	False	False	False
ZPBP2	51	0.09979843465454598	0.48594228824372654	False	False	False
DLK1	51	-0.09976896765711285	0.48607171703589175	False	False	False
KIR2DL4	51	-0.0997285067873303	0.4862494639804487	False	False	False
HLA-DMB	51	0.09963800904977375	0.4866471490282258	False	False	False
COL19A1	51	-0.09961976898482228	0.4867273241502272	False	False	False
EPHA3	51	0.09946171132380355	0.4874223640937696	False	False	False
ATP6AP2	51	-0.09936651583710407	0.48784122542289027	False	False	False
APOB	51	-0.09928650439385571	0.4881934222785356	False	False	False
LRCH4	51	-0.09927601809954752	0.48823959102119086	False	False	False
GHRL	51	-0.0991025461359931	0.48900367914320175	False	False	False
OXT	51	-0.09901380458498008	0.48939479829275706	False	False	False
CCL11	51	0.0989975784299294	0.48946633102821796	False	False	False
SEMA4F	51	0.09891626509918747	0.4898248816402973	False	False	False
UTS2B	51	-0.09870044485200384	0.49077720340177927	False	False	False
F11R	51	0.09864253393665158	0.4910329032890396	False	False	False
ACKR1	51	0.09842494772716301	0.49199425303413225	False	False	False
C1R	51	-0.09828651419159791	0.4926063955916538	False	False	False
IL26	51	0.09817490284780045	0.4931002203824945	False	False	False
TEX101	51	0.0980220402078638	0.49377697845640595	False	False	False
EFNA5	51	-0.0980039929206304	0.49385690972949714	False	False	False
TRH	51	0.09772824798560295	0.495079015557131	False	False	False
WFIKKN2	51	-0.09767208968826456	0.4953281017555987	False	False	False
KLRG2	51	0.09765021376028142	0.49542514845338964	False	False	False
HAS2	51	-0.09741626724245459	0.49646360446192705	False	False	False
FCER1A	51	0.09720380499071507	0.4974076684030404	False	False	False
EPHB4	51	0.09713627670717752	0.49770792038471456	False	False	False
GALR3	51	-0.09706848478470491	0.4980094385981223	False	False	False
HLA-A	51	0.09701357466063348	0.4982537314418071	False	False	False
MERTK	51	0.09674771830968441	0.4994373881424399	False	False	False
F11	51	-0.09674590615782236	0.4994454612422971	False	False	False
TYRO3	51	0.09669103364025422	0.49968994899565566	False	False	False
PCDHGA4	51	0.09665992976386412	0.49982856149397964	False	False	False
RAET1E	51	-0.09659581321787046	0.5001143552945548	False	False	False
RAMP1	51	-0.09656108597285068	0.5002691839664584	False	False	False
LIPC	51	-0.09652759473111706	0.500418525349545	False	False	False
NTRK3	51	-0.09644705049851876	0.500777775326961	False	False	False
FGB	51	-0.09626640182236135	0.5015840008031103	False	False	False
IL1RL2	51	0.09624454308910589	0.5016816003152555	False	False	False
ANG	51	0.09618910416284093	0.5019291794810635	False	False	False
COL6A2	51	-0.0961521148771938	0.5020944010791095	False	False	False
GUCA2B	51	-0.09607689228305229	0.5024304869931578	False	False	False
SSTR1	51	-0.09607689228305229	0.5024304869931578	False	False	False
AQP2	51	-0.09607689228305229	0.5024304869931578	False	False	False
TNFRSF10D	51	-0.0960493705075696	0.5025534799244487	False	False	False
EFNA4	51	0.09588452229880068	0.5032904980784146	False	False	False
IL15	51	0.09588452229880068	0.5032904980784146	False	False	False
NETO2	51	0.09584577829100421	0.5034637985156611	False	False	False
UNC5C	51	0.09552548761684065	0.504897614952647	False	False	False
ICAM4	51	0.09542490556915059	0.5053483113859397	False	False	False
CSF3	51	0.09522288855454217	0.5062541459961786	False	False	False
CCR4	51	0.09515618901688389	0.5065534051454074	False	False	False
THY1	51	0.09503058189340469	0.5071172080569908	False	False	False
LHB	51	0.09495085520438899	0.5074752366940725	False	False	False
CR2	51	-0.09485487060878299	0.5079064452717154	False	False	False
ADORA2B	51	0.09484467132034682	0.5079522762874057	False	False	False
GLG1	51	-0.09484162895927602	0.5079659476970905	False	False	False
NODAL	51	0.09469345231952882	0.5086320330996689	False	False	False
MRC1	51	0.09468058431851291	0.508689898421927	False	False	False
HTR6	51	-0.09465146730311842	0.5088208452794755	False	False	False
FGFRL1	51	-0.09409368876363233	0.5113326225319178	False	False	False
TNFSF4	51	0.0940745265970772	0.5114190245524339	False	False	False
PRG4	51	0.09378387791301203	0.512730461744375	False	False	False
NRP1	51	0.09368011704905697	0.5131990525947698	False	False	False
RAMP2	51	-0.09361529862475444	0.513491886473145	False	False	False
CDH4	51	-0.09357631375047598	0.5136680512386868	False	False	False
IFNE	51	0.09336698380668818	0.514614491877282	False	False	False
SIRPB2	51	0.09317862580005795	0.5154668624009753	False	False	False
ITGB3	51	-0.09315095281697668	0.5155921498776719	False	False	False
TNFSF12	51	0.09312217194570137	0.5157224694847442	False	False	False
F10	51	-0.09292411027538186	0.5166197404568288	False	False	False
ESAM	51	-0.09272418371079397	0.5175262542400967	False	False	False
IL36RN	51	0.09265134112733452	0.5178567376988822	False	False	False
ILDR2	51	0.09260607047954895	0.5180621818398468	False	False	False
IFNAR1	51	-0.09257918552036198	0.5181842086400432	False	False	False
ISG15	51	-0.09257918552036198	0.5181842086400432	True	False	False
LEP	51	-0.09255977645389259	0.5182723124337888	False	False	False
HAS1	51	-0.0923930517602835	0.5190294366831574	False	False	False
NPPA	51	-0.09219894871036695	0.5199115872767861	False	False	False
ADGRL4	51	-0.09217477383848086	0.5200215085687234	False	False	False
PLB1	51	-0.09199415152631986	0.5208431517377554	False	False	False
MAS1	51	-0.09191045749157425	0.5212240918608787	False	False	False
LMBR1L	51	-0.0918552036199095	0.5214756604347438	False	False	False
PTPRG	51	0.09181411529294577	0.5216627731157735	False	False	False
PRSS3	51	0.0917262720782862	0.522062915731953	False	False	False
MARCO	51	-0.0916173569870334	0.5225592570066617	False	False	False
SIRPA	51	0.09149895741086704	0.5230990867635257	False	False	False
AGRP	51	0.0914980968333203	0.523103011486762	False	False	False
GCGR	51	0.09130949629344932	0.5239634904595547	False	False	False
KIR2DL1	51	-0.09124875502046417	0.5242407686013312	False	False	False
APOD	51	0.09116963625213173	0.5246020475008328	False	False	False
DPP4	51	-0.0910427837966904	0.5251815498262502	False	False	False
IL2RB	51	-0.09104072398190044	0.5251909623332243	False	False	False
CCL19	51	0.09103444805227388	0.5252196412678346	False	False	False
ABCA1	51	0.09099140814649695	0.5254163404057837	False	False	False
TNFSF18	51	-0.09094536174830144	0.5256268201122625	False	False	False
IL27	51	-0.09038232869156307	0.5282038384949431	False	False	False
CA12	51	-0.09029210291514832	0.5286173834966889	False	False	False
GREM1	51	-0.09024140549633015	0.528849822467789	False	False	False
IGDCC4	51	0.09023106119584497	0.528897255502595	False	False	False
IFNGR2	51	0.0902262443438914	0.5289193435415488	False	False	False
TOX	51	-0.09013574660633483	0.5293344123013193	False	False	True
IL1RAPL1	51	0.09008907775246762	0.5295485221749731	False	False	False
MXRA5	51	0.090071070954744	0.5296311461345743	False	False	False
F12	51	-0.08981440485703977	0.5308095451722115	False	False	False
PCDHGB7	51	-0.08970285450293869	0.5313220940176387	False	False	False
CLEC2L	51	0.08949306620367546	0.5322866824307816	False	False	False
PLXNB3	51	0.0893309470427103	0.5330326803387182	False	False	False
EPHB1	51	-0.08924693215465598	0.5334194797305588	False	False	False
ADIPOR1	51	-0.08914027149321266	0.5339107368520483	False	False	False
IL17F	51	-0.08906560750419784	0.5342547555729505	False	False	False
BRS3	51	0.08906187792511178	0.534271942671039	False	False	False
TMEM167A	51	0.08904977375565609	0.5343277244341031	False	False	False
HSPG2	51	0.08887978655913399	0.5351114069828613	False	False	False
SPON2	51	-0.08868778280542987	0.5359972660507969	False	False	False
EFNA3	51	-0.0879954446706142	0.5391974767145564	False	False	False
CD320	51	-0.08787330316742081	0.5397630152676185	False	False	False
S100A4	51	0.08769230769230768	0.5406015877252567	False	False	False
AVP	51	-0.08765951376863731	0.5407535931819702	False	False	False
DSC1	51	-0.08765515886598851	0.5407737804590486	False	False	False
BMP8B	51	-0.08750550328786262	0.5414677349261271	False	False	False
RELN	51	-0.0873322343330958	0.5422717226527268	False	False	False
CD8B	51	-0.08733031674208144	0.5422806237201241	False	False	False
HAVCR1	51	-0.0867110404339962	0.5451588654700192	False	False	False
IGSF9B	51	-0.08662628352981429	0.5455533653249884	False	False	False
PRLHR	51	-0.08652500755075158	0.5460249328816775	False	False	False
NDP	51	0.08636187617383917	0.5467849268907374	False	False	False
CFP	51	-0.08635382084312626	0.5468224680902106	False	False	False
COL16A1	51	-0.0862417020698417	0.5473451166700999	False	False	False
EPHA8	51	-0.0862224725593154	0.5474347802721303	False	False	False
CEACAM3	51	0.08603842345408697	0.5482933227288121	False	False	False
HLA-DOA	51	-0.08591002970160426	0.5488926284395342	False	False	False
FN1	51	0.08572401650309612	0.5497614407100521	False	False	False
IFIT1	51	-0.0855675467989769	0.5504927722993108	True	False	False
KIRREL3	51	-0.08540623683857505	0.5512472124856049	False	False	False
IFNGR1	51	-0.0853393665158371	0.5515601066557636	False	False	False
CSF2	51	-0.08520554875910558	0.5521865096567357	False	False	False
CD68	51	0.08515837104072398	0.552407429950892	False	False	False
LTB	51	0.0846153846153846	0.5549531074846967	False	False	False
ADAM19	51	0.08452488687782805	0.5553779266096898	False	False	False
CDCP1	51	-0.08452426771892081	0.555380833627264	False	False	False
GUCY2D	51	-0.08450316699259361	0.5554799081084993	False	False	False
SLC4A11	51	0.084136426908505	0.5572032015984658	False	False	False
FAM3C	51	0.08407239819004525	0.5575043278555857	False	False	False
TGFBR1	51	-0.08398190045248868	0.5579300684465524	False	False	False
ANGPT1	51	-0.08387782637568489	0.5584198673967129	False	False	False
CHRNA10	51	-0.08343332756637563	0.560514067719608	False	False	False
BDKRB2	51	-0.0832727563928125	0.561271483914726	False	False	False
IGFBPL1	51	0.0830732181554909	0.5622133762811843	False	False	False
NPTN	51	-0.08298642533936651	0.5626233004061402	False	False	False
EDA	51	-0.08293461195848975	0.5628680826165375	False	False	False
FNDC5	51	0.0827794893759551	0.5636012265538901	False	False	False
IL13RA2	51	0.08249379621453884	0.5649526419763214	False	False	False
BTC	51	0.08242497336149705	0.5652784205105402	False	False	False
CD274	51	-0.08230955453587467	0.5658249611552433	False	False	False
C5AR2	51	-0.08208079670213483	0.5669089199168508	False	False	False
MUC5AC	51	-0.08195228534221966	0.5675182880467263	False	False	False
COL14A1	51	-0.08191134893134963	0.5677124618834147	False	False	False
EZR	51	0.08190045248868778	0.5677641522147336	False	False	False
SMO	51	-0.08188452520176755	0.5678397116935716	False	False	False
TCN2	51	0.08182986997962834	0.5680990329932712	False	False	False
P2RY14	51	0.08167450981558559	0.5688364662267376	False	False	False
RLN3	22	0.12841196885165015	0.5690072494617503	False	False	False
SERPINA1	51	0.08127432380105928	0.5707380291421886	False	False	False
FCGRT	51	0.08126696832579186	0.5707730075743449	False	False	False
CADM2	51	0.08107056516729245	0.5717073542951754	False	False	False
SGCG	51	-0.0810219330994285	0.5719388199366101	False	False	False
PLD2	51	-0.08101380610240591	0.571977504807329	False	False	False
TMED5	51	-0.08081447963800904	0.5729266847346978	False	False	False
CALCB	51	-0.0807007808559067	0.5734684352795484	False	False	False
RPS19	51	0.08054298642533937	0.5742206819095098	False	False	False
GDF6	51	0.08037800085842335	0.5750076943344155	False	False	False
ROBO2	51	0.08034361534579171	0.5751717819620689	False	False	False
LINGO1	51	0.07997045656562354	0.5769538730736511	False	False	False
GLP1R	51	-0.07997045656562354	0.5769538730736511	False	False	False
TOX2	51	-0.07991131023109108	0.5772365690430966	False	False	True
KISS1R	51	-0.07947472211459783	0.5793252398406286	False	False	False
PTH2R	51	0.07941549726895365	0.5796088405670284	False	False	False
HGF	51	0.07941344253457988	0.5796186808838607	False	False	False
FSTL5	51	0.07938814741587384	0.5797398278165232	False	False	False
OMG	51	-0.07928357582048084	0.5802407788659966	False	False	False
APOC4	51	-0.07924591633929064	0.5804212350362074	False	False	False
GPI	51	-0.07918552036199093	0.5807106928087148	False	False	False
HMGB1	51	0.07891402714932128	0.5820126774658175	False	False	False
RET	51	0.07891401364924738	0.5820127422402044	False	False	False
RLN1	51	0.07888602046930453	0.5821470626774007	False	False	False
HSP90B1	51	-0.07882352941176471	0.5824469658296396	False	False	False
VTCN1	51	-0.07880284952213115	0.5825462268443798	False	False	False
COL6A6	51	0.07874209515507227	0.5828378848404164	False	False	False
CADM3	51	0.07856672300550642	0.5836801481228636	False	False	False
FZD1	51	0.07843837378004348	0.5842969214609118	False	False	False
TPSB2	51	0.07816080524635437	0.5856317618507325	False	False	False
PDGFRA	51	0.0781474311318547	0.5856961132366485	False	False	False
NLGN4X	51	0.07805402779053815	0.5861456248723598	False	False	False
NAMPT	51	-0.07800904977375565	0.5863621407557988	False	False	False
EFNA2	51	0.07790276029482006	0.5868739414574887	False	False	False
POMZP3	51	-0.07774459258920927	0.587635915040904	False	False	False
LSAMP	51	-0.0777336967353185	0.5876884221867205	False	False	False
FAS	51	-0.0776470588235294	0.5881060053128052	False	False	False
ANXA1	51	0.07755656108597284	0.5885423341424684	False	False	False
ANGPTL4	51	0.07754992325792642	0.5885743436920295	False	False	False
IL6	51	-0.07747324310955314	0.5889441742845368	False	False	False
GSTP1	51	0.07728506787330316	0.5898521891225823	False	False	False
GP5	51	-0.07716790767698106	0.590417845803941	False	False	False
CFH	51	-0.07711105108964644	0.5906924401080134	False	False	False
SPON1	51	-0.07707626357117166	0.5908604778149515	False	False	False
CXCL5	51	0.07702681349823844	0.591099378221691	False	False	False
ALB	51	-0.0769790006505096	0.5913304098727675	False	False	False
DSPP	51	0.07695376763317814	0.5914523520070865	False	False	False
GPR182	51	0.07686151382644181	0.5918982768812956	False	False	False
IGFL3	51	0.07686151382644181	0.5918982768812956	False	False	False
IL17B	51	0.07686151382644181	0.5918982768812956	False	False	False
IL12B	51	0.07686151382644181	0.5918982768812956	False	False	False
CRH	51	-0.07668469851557963	0.5927533623414986	False	False	False
GNRHR	22	0.1203858530857692	0.5935859254827768	False	False	False
VEGFD	22	-0.1203858530857692	0.5935859254827768	False	False	False
CD200R1	51	-0.07632413638556909	0.5944987524273647	False	False	False
CEACAM8	51	-0.07628249861720887	0.5947004568334879	False	False	False
GP9	51	-0.07602382683680141	0.5959542097369528	False	False	False
CXCL13	51	-0.07597456957984253	0.596193086353825	False	False	True
ACVR2A	51	-0.07584563572073032	0.5968185604413261	False	False	False
SEMA4B	51	0.07565610859728505	0.5977385048584057	False	False	False
FCRL4	51	0.07539513141953691	0.5990062807774829	False	False	False
KREMEN2	51	-0.07534687791842956	0.5992408161306714	False	False	False
TMIGD2	51	-0.07529411764705882	0.5994973026991886	False	False	False
TMEM81	51	-0.07523956079778615	0.5997625737299132	False	False	False
MDGA1	51	-0.07516694182472647	0.6001157478339428	False	False	False
INHBC	51	0.0751178803177095	0.6003544044727767	False	False	False
FGF1	51	0.07488931956024093	0.60146677170556	False	False	False
BGN	51	0.07482024694259712	0.6018031139030651	False	False	False
TNFSF9	51	-0.07470757258863611	0.6023519467034305	False	False	False
LTK	51	-0.074501183507257	0.6033578268620451	False	False	False
MYEOV	51	-0.07432708613460179	0.6042068953036044	False	False	False
NRXN1	51	-0.07414736506812668	0.6050839352043443	False	False	False
ANGPTL3	51	0.07407067282325532	0.6054583620783174	False	False	False
IL17RA	51	-0.07402714932126696	0.6056708972384619	False	False	False
DCHS1	51	-0.07399328384838305	0.6058362924347153	False	False	False
CCL4	51	-0.07384615384615384	0.6065550862925106	False	False	False
TSPAN17	51	-0.0734841628959276	0.6083251393593504	False	False	False
ACKR3	51	-0.07344457455780573	0.608518852495698	False	False	False
IGFBP3	51	0.0733048259198004	0.6092028814448331	False	False	False
HRH2	51	-0.07315528137549208	0.6099352253384698	False	False	False
CD300C	51	-0.07287492788422163	0.6113091818087751	False	False	False
BACE1	51	-0.07257415134468088	0.6127847029998287	False	False	False
EPHB6	51	0.07244507796148177	0.6134183662131143	False	False	False
ALK	51	-0.07233784584514344	0.6139450165112477	False	False	False
LUM	51	0.07218633394113072	0.6146894676604305	False	False	False
CRHR1	51	0.07190766493257485	0.6160597073095918	False	False	False
NRCAM	51	-0.07182996019616177	0.6164420197920792	False	False	False
SLIT1	51	-0.07181737411822876	0.6165039536247867	False	False	False
LY86	51	-0.07180702163547223	0.6165548983185938	False	False	False
CORT	51	-0.0712794341084407	0.6191535276291631	False	False	False
IL12A	51	-0.071143407225836	0.6198242775475796	False	False	False
GZMK	51	0.07104072398190045	0.6203308128223985	False	True	False
GRIN2B	51	-0.07103424704601059	0.6203627693287117	False	False	False
FXYD1	51	0.07085972850678733	0.6212240863843079	False	False	False
SV2B	51	-0.07075275795083602	0.621752276645919	False	False	False
F3	51	-0.07072056938740126	0.6219112516179576	False	False	False
FAT4	51	-0.07031731990079208	0.6239042930425243	False	False	False
CDH11	51	0.07026171689305274	0.6241793180839619	False	False	False
PLA2R1	51	-0.07012384454682859	0.624861484752285	False	False	False
CLDN8	51	-0.07005048313067248	0.6252245903985665	False	False	False
FPR2	51	-0.07000733538877707	0.6254381932698122	False	False	False
EREG	51	-0.06995293776589032	0.6257075321007598	False	False	False
VSIG10L	51	-0.06990743120171095	0.6259328858429214	False	False	False
WNT10B	51	0.06989929825903146	0.6259731646781725	False	False	False
TLR6	51	0.06987321717489389	0.6261023399422085	False	False	False
APLNR	51	-0.06979512181096571	0.6264891997467331	False	False	False
CD163	51	0.06966659772579678	0.6271260843393321	False	False	False
MAG	51	0.06961363064777583	0.6273886342972771	False	False	False
GRIN2A	51	0.0695350573028645	0.6277781949449713	False	False	False
GFRA3	51	0.06940606478768666	0.6284179479481043	False	False	False
GDF9	51	-0.06931411565771262	0.6288741452741434	False	False	False
HHIP	51	-0.06924255499664247	0.6292292820874646	False	False	False
DSCAM	51	0.06910068577029606	0.6299335875473999	False	False	False
TAC4	51	0.0688816941052224	0.631021405101804	False	False	False
TNFRSF17	51	-0.06839847826140023	0.63342446747725	False	False	False
COL4A2	51	-0.06824756193889558	0.634175753878549	False	False	False
CLDN19	51	0.06813017052071327	0.6347604005094907	False	False	False
S1PR1	51	-0.06810108827734546	0.6349052734820899	False	False	False
IL24	51	-0.0674145459851713	0.6383292038815545	False	False	False
POMC	51	-0.06733031674208144	0.6387497898488533	False	False	False
LAT	51	-0.06733031674208144	0.6387497898488533	False	False	False
MSMP	51	0.06727680844896036	0.6390170339154214	False	False	False
