dataset	ligand	n	mean_high	mean_low	median_delta	mean_delta	W	p	padj
combined	CEACAM6	51	1.1703697013504364	0.9290867109289941	0.20268511585891247	0.2412829904214424	98.0	1.9094468838628967e-07	1.1025515877788985e-06
combined	PDGFA	51	0.14936544760769488	0.0893411382978015	0.029886528849601746	0.06002430930989338	109.0	2.070426888639047e-07	1.1581450408324668e-06
combined	PLAU	51	0.32438145639995736	0.20274080971013939	0.05080808233469725	0.12164064668981797	110.0	2.17728484131092e-07	1.1810120805898627e-06
combined	PSEN1	51	0.16441578766805867	0.11141866832679394	0.041739970445632935	0.052997119341264755	112.0	2.4072156769997937e-07	1.2311188748084659e-06
combined	TGOLN2	51	0.44766994288154677	0.33085816901396303	0.07196444272994995	0.11681177386758375	112.0	2.4072156769997937e-07	1.2311188748084659e-06
combined	TIMP2	51	0.2955150762755497	0.19014756090929916	0.07381218671798706	0.10536751536625054	116.0	2.939482171344491e-07	1.4615758574185108e-06
combined	ADAM10	51	0.25235720519341676	0.17905455805799542	0.045400530099868774	0.07330264713542134	118.0	3.246586373559929e-07	1.5706458401816952e-06
combined	COL1A1	51	0.4009774232114318	0.29378229727073774	0.03845399618148804	0.1071951259406941	121.0	3.766032055260173e-07	1.7739993102409761e-06
combined	ALCAM	51	0.4207115234332342	0.28553986079150845	0.07936113327741623	0.1351716626417257	123.0	4.155953299630488e-07	1.907476001625275e-06
combined	HLA-E	51	0.9961368152323891	0.8035032946397277	0.23003888130187988	0.19263352059266148	125.0	4.584685650802641e-07	2.051646828734182e-06
combined	NAMPT	51	0.7520696804219601	0.6245435821075066	0.12678122520446777	0.12752609831445358	127.0	5.05592656102171e-07	2.207343547372893e-06
combined	LGALS3	51	1.8152411181260557	1.5240945725464354	0.12459671497344971	0.29114654557962044	131.0	6.142428813060041e-07	2.6178446608041603e-06
combined	HSPG2	51	0.19286003246830374	0.1273531482883674	0.024520061910152435	0.06550688417993632	125.0	7.524789949242506e-07	3.1324125602660667e-06
combined	NECTIN2	22	0.4603997760198333	0.18524236858568408	0.274786613881588	0.27515740743414924	1.0	9.5367431640625e-07	3.830789460504382e-06
combined	CEACAM5	51	0.41184732347713127	0.2710693123312119	0.05674769729375839	0.14077801114591934	120.0	9.630476297357385e-07	3.830789460504382e-06
combined	HBEGF	51	0.17875468338310135	0.11173707943902735	0.033532675355672836	0.067017603944074	141.0	9.933579860193366e-07	3.86545824994481e-06
combined	ANGPTL4	51	0.15691845167049334	0.09942140093064118	0.0375988632440567	0.05749705073985217	146.0	1.259232516317772e-06	4.695887925435025e-06
combined	CD47	51	0.8599660343983594	0.6977709374007057	0.1223103404045105	0.16219509699765375	146.0	1.259232516317772e-06	4.695887925435025e-06
combined	PRNP	51	0.24844609376262217	0.18827617146513043	0.024755261838436127	0.06016992229749175	149.0	1.45032004599201e-06	5.298107923113669e-06
combined	ADAM9	51	0.3042654539001923	0.21487169037116507	0.04718625545501709	0.08939376352902721	150.0	1.519997314402822e-06	5.441590385562103e-06
combined	CEACAM1	51	0.11601678397068206	0.06975822747849367	0.014981381595134735	0.0462585564921884	140.0	1.5669201260056926e-06	5.499582403039587e-06
combined	FAM3C	51	0.7430974049311058	0.5691500852505366	0.12804853916168213	0.17394731968056923	153.0	1.7488750623336432e-06	6.020166079956194e-06
combined	PODXL2	51	0.202022177705943	0.15146228506152207	0.02730506658554077	0.05055989264442092	143.0	1.810099071924746e-06	6.1133534693307455e-06
combined	CXCL16	51	0.3019549979316984	0.2175967271768433	0.057658106088638306	0.08435827075485505	157.0	2.106030639523367e-06	6.981101564345976e-06
combined	TGFA	51	0.12290290785170452	0.07317187656036706	0.028648270294070244	0.04973103129133746	159.0	2.309919438975976e-06	7.517737810485449e-06
combined	NECTIN4	22	0.29817874721166765	0.09126104775350541	0.21440760605037212	0.2069176994581622	3.0	2.384185791015625e-06	7.596016476733124e-06
combined	ZDHHC5	51	0.1462658155052101	0.10187391976953722	0.025841981172561646	0.04439189573567288	160.0	2.4188432356077545e-06	7.596016476733124e-06
combined	WNT7B	51	0.17267276395703482	0.11438698575183676	0.045859478414058685	0.05828577820519807	163.0	2.776001542903553e-06	8.567315106547173e-06
combined	TSPAN3	51	0.7041171944024516	0.5310234795598423	0.07742299139499664	0.17309371484260933	164.0	2.905918852411897e-06	8.816262281046264e-06
combined	CD59	51	1.0168999959440792	0.8224574207675224	0.11720311641693115	0.19444257517655691	169.0	3.6479676343972197e-06	1.0883103442618372e-05
combined	LIF	51	0.0857078723590045	0.04819985130441138	0.020379692316055298	0.03750802105459312	170.0	3.816754504414515e-06	1.1199984529347512e-05
combined	MMP7	51	0.3790799232756756	0.2564895173503935	0.07378855347633362	0.12259040592528204	149.0	4.015643462997091e-06	1.1593551288330311e-05
combined	CCN1	22	0.38404001227834006	0.13297698888081042	0.1768517978489399	0.25106302339752967	5.0	4.76837158203125e-06	1.3336539268493652e-05
combined	NECTIN1	22	0.1388961548536	0.07901480756911704	0.032674653455615044	0.05988134728448296	5.0	4.76837158203125e-06	1.3336539268493652e-05
combined	HLA-A	51	2.1572138354474424	1.9139868134961409	0.22707414627075195	0.24322702195130141	177.0	5.225989785372797e-06	1.4391571870488166e-05
combined	EFNB2	51	0.2069344201088682	0.12426891685326528	0.026575952768325806	0.08266550325560292	183.0	6.818910222334893e-06	1.8493711057544636e-05
combined	JAG1	51	0.1130413764051399	0.07439671286984402	0.015939414501190186	0.038644663535295894	185.0	7.446239154307425e-06	1.989368371076163e-05
combined	COL9A2	51	0.0859349960045816	0.053546877929429505	0.008383890613913536	0.03238811807515209	174.0	7.666395813806118e-06	2.0180659568695514e-05
combined	MDK	51	1.535892491831499	1.2943402040092384	0.1688709259033203	0.24155228782226057	187.0	8.128535790784189e-06	2.108707110942565e-05
combined	DUSP18	51	0.08959411632488756	0.05574792163336978	0.01537567563354969	0.03384619469151778	189.0	8.870355753255721e-06	2.2682766854753916e-05
combined	TGM2	51	0.3635312647332766	0.28499564338605576	0.0436597540974617	0.07853562134722084	200.0	1.4253773633971572e-05	3.593557014761847e-05
combined	ADAM28	51	0.08614996344697953	0.05518700230601883	0.016772586852312088	0.03096296114096071	190.0	1.56140806782635e-05	3.88183394640162e-05
combined	COL27A1	51	0.071303862527095	0.046047204744764696	0.012466534972190857	0.025256657782330307	165.0	2.418419917601511e-05	5.930098154118773e-05
combined	COL18A1	51	0.14835201232584522	0.09913718968848972	0.0196230411529541	0.0492148226373555	215.0	2.6772584215932413e-05	6.476071046826894e-05
combined	HLA-B	51	2.0545626291457344	1.836736883018531	0.17355549335479736	0.2178257461272034	222.0	3.569711009050854e-05	8.519710274934705e-05
combined	CFH	51	0.16748837378633885	0.10945807141251862	0.03230839967727661	0.058030302373820224	223.0	3.71822886595204e-05	8.757407460597567e-05
combined	CD58	51	0.12895265491861924	0.09045168128339391	0.020808584988117218	0.03850097363522532	224.0	3.872600691536026e-05	9.002539269934398e-05
combined	CALR	51	1.3791502585598068	1.2142784724048539	0.13915693759918213	0.1648717861549527	233.0	5.563684173486075e-05	0.00012767941885307785
combined	CX3CL1	51	0.12708078399722866	0.08122304087851707	0.01796991191804409	0.04585774311871158	184.0	5.7897424167289046e-05	0.00013118530286006
combined	SLPI	51	1.342504061904608	1.0794185309068245	0.08939224481582642	0.26308553099778353	239.0	7.057173567008605e-05	0.00015790425856181754
combined	SPON2	51	0.13320269743802354	0.081026571446701	0.010514527559280396	0.05217612599132254	241.0	7.634184151321539e-05	0.00016773492995852913
combined	COL6A1	51	0.1561075339787731	0.09867864390652553	0.009184319525957108	0.05742889007224756	215.0	7.683946512066697e-05	0.00016773492995852913
combined	TRAF2	51	0.09105857063596155	0.07505754600552951	0.01738479733467102	0.016001024630432036	245.0	8.924629462434457e-05	0.00019247092455129732
combined	TCN1	51	0.0938851039345358	0.06688876368913471	0.0011464193230494857	0.026996340245401085	77.0	9.689594924079667e-05	0.00020648065373931674
combined	MICA	51	0.0853800678496733	0.06184712000700243	0.014812149107456207	0.02353294784267086	248.0	0.00010024886930691242	0.00020865753030159678
combined	THBS1	51	0.08687088558651215	0.06429055668116894	0.01402408629655838	0.022580328905343207	248.0	0.00010024886930691242	0.00020865753030159678
combined	TNFSF13	51	0.03957468717057696	0.024747354395039306	0.0009924746118485928	0.014827332775537655	144.0	0.00012061312193998489	0.0002481580324972103
combined	CCN2	22	0.2500829655645331	0.06221485959725793	0.03761723451316357	0.18786810596727513	7.0	0.00016246112358599135	0.0003304606945669597
combined	BACE2	51	0.28328623579285456	0.19295451634873947	0.022072029300034046	0.09033171944411508	264.0	0.0001840105326790997	0.00037008859943324547
combined	HLA-F	51	0.32874259779768467	0.25027382106511104	0.023825302720069885	0.07846877673257362	266.0	0.00019822622679641964	0.000394249939961768
combined	PODXL	51	0.051111181526828336	0.03586954320096137	0.0039431266486644745	0.015241638325866969	256.0	0.00023075330864934335	0.00045389936536519184
combined	PCDHA12	51	0.0278513714660863	0.016959615025781187	0.0017577101243659854	0.010891756440305114	173.0	0.0002917855632446799	0.0005677132154434533
combined	COL17A1	51	0.12017320767906722	0.07881292976055514	0.005168416537344456	0.041360277918512094	202.0	0.00036913202501822045	0.0007104799191210911
combined	WBP1	51	0.18233127219091153	0.11188386106525786	0.0049233101308345795	0.07044741112565366	293.0	0.0005239908344855039	0.0009978123337543107
combined	B2M	51	3.206087862744051	3.072767365212534	0.08675122261047363	0.13332049753151687	306.0	0.0008188956296302775	0.0015429717653033651
combined	TIMP1	51	1.0152604775640237	0.8990424175509343	0.07890759408473969	0.1162180600130894	310.0	0.0009368543132336339	0.0017369948711591897
combined	MELTF	22	0.12195628966120156	0.07890415750443935	0.018828677013516426	0.04305213215676221	30.0	0.0009412765502929688	0.0017369948711591897
combined	ZG16B	51	0.12782159454860342	0.10016830365273956	0.003484766697511077	0.027653290895863856	252.0	0.0009612357401960938	0.001755726505052049
combined	PLAT	51	0.2479690594756154	0.1836697004630468	0.010403916239738464	0.06429935901256863	281.0	0.0009753989027676829	0.0017636000363173256
combined	COL21A1	51	0.053820255703969595	0.029457266985178542	0.0028382334858179092	0.024362988718791053	271.0	0.001148685461565319	0.002056146976201921
combined	FAM200A	51	0.04588455170867782	0.03591987060602097	0.00927482545375824	0.009964681102656851	329.0	0.0017436768537595843	0.0030902787804254015
combined	PIP	51	0.0853533613154272	0.0479840997991143	0.0003753422060981393	0.0373692615163129	167.0	0.0018584682365910521	0.0032614295524490034
combined	LGALS9	51	0.25482275042975067	0.21285445414319196	0.02073635160923004	0.041968296286558696	335.0	0.002108577483257964	0.0036644210631376264
combined	PAEP	51	0.09340619511888637	0.06891292847627911	0.0	0.024493266642607255	63.0	0.0024687152258023645	0.0042490387059483
combined	PVR	51	0.10342444417377313	0.08062918612039556	0.010488249361515045	0.02279525805337756	342.0	0.0026221018912179973	0.004470059414552586
combined	ADGRE5	51	0.17169980745187358	0.1538451252249526	0.011872122064232826	0.017854682226920975	347.0	0.003056323676662851	0.005161150359647644
combined	TGFBI	51	0.18052561664908176	0.14006884410228654	0.014996954007074237	0.040456772546795215	351.0	0.003449860668037705	0.00577126223905373
combined	TNFSF15	51	0.06179707913029501	0.046461462841013115	0.0037109963595867157	0.015335616289281888	321.0	0.0037359577619706704	0.006192004068451389
combined	FN1	51	0.267922975051025	0.23020246038761208	0.02236582711338997	0.037720514663412946	343.0	0.004470641731807893	0.007341696054987274
combined	COL6A2	51	0.13240953031402336	0.08796742608868882	0.0024475217796862125	0.044442104225334546	332.0	0.005267286497447819	0.008571311664028724
combined	CD99	51	0.6625129893038642	0.5769673135935092	0.04663991928100586	0.08554567571035494	367.0	0.0055278783149195635	0.008914326291627044
combined	CD40	51	0.12414162240776361	0.09999628445731622	0.00982917845249176	0.02414533795044739	378.0	0.007552701063904588	0.012070834736061797
combined	TCTN1	51	0.16608756601664365	0.1130595282085386	0.014182031154632568	0.053028037808105055	381.0	0.008209797247577373	0.013004900064746458
combined	NUCB2	51	0.47597741408675326	0.39745863746194277	0.022061526775360107	0.07851877662481047	394.0	0.01168681024032215	0.0183503423948918
combined	LAMA3	51	0.0937597343855647	0.056215444607112336	0.002254188060760498	0.03754428977845237	344.0	0.01232858331747244	0.019189707946326667
combined	CLEC2B	51	0.1853099567587396	0.1670421355942666	0.008272083476185799	0.018267821164473015	397.0	0.01265468244596645	0.019527484119206847
combined	HLA-DPB1	51	0.5061051644882479	0.5640262890168849	-0.029602348804473877	-0.05792112452863697	399.0	0.013338724594837748	0.02040710856817057
combined	GPI	51	0.5429880938985768	0.5228483507446214	0.028881847858428955	0.020139743153955423	404.0	0.015193736827439198	0.023048126204335734
combined	LYZ	51	0.23860952140781663	0.21997634506574376	0.01109643466770649	0.018633176342072878	413.0	0.019110588960474614	0.028694124298498904
combined	NPNT	51	0.10573252251225651	0.0806526560872775	0.0068567069247365	0.02507986642497902	395.0	0.019236284445921053	0.028694124298498904
combined	SHISA4	51	0.11370370105506998	0.09875742596683695	0.005338684655725956	0.014946275088233034	414.0	0.019596075362947708	0.028989235454278013
combined	HLA-G	51	0.043867675783843096	0.036499896112146935	0.0011709341779351234	0.007367779671696161	305.0	0.0266000994109359	0.03902801470948792
combined	BACE1	51	0.04372299473513575	0.03696280247623138	0.004682630300521851	0.006760192258904378	428.0	0.027611336406186848	0.039858300134737464
combined	C3	51	0.3775135442584881	0.3220474910437285	0.012753645423799753	0.05546605321475962	428.0	0.027611336406186848	0.039858300134737464
combined	GPC3	51	0.09203578170826066	0.06970114411795329	0.0032207639887928963	0.02233463759030736	340.0	0.02848528320850669	0.04079092555458158
combined	CRLF1	51	0.11804052428159789	0.09780471864345885	0.00310545414686203	0.020235805638139044	412.0	0.029494422595650115	0.04190080670334421
combined	MIF	51	1.8663098210213231	1.9167753586582108	-0.05291473865509033	-0.05046553763688779	435.0	0.032585757035245785	0.045927956766212565
combined	THY1	51	0.009436348341314085	0.011406081912390814	0.0	-0.0019697335710767293	173.0	0.0332943137998865	0.046560016954528785
combined	IGF2	51	0.17299233517134746	0.15990771518451818	0.0015437128022313118	0.013084619986829256	300.0	0.036710714511656285	0.05093967362470136
combined	ULBP2	51	0.04009431056500248	0.03589168237864643	0.0018797535449266434	0.004202628186356057	350.0	0.03740794675092242	0.051507865141654716
combined	COL9A3	51	0.03418792843563007	0.02845133623272619	0.001778066623955965	0.005736592202903885	446.0	0.041947329699110254	0.05731734363466211
combined	VSIG10	51	0.12119588266838999	0.10357013421461862	0.006844650954008102	0.017625748453771368	449.0	0.04486458025585686	0.06083908989241194
combined	APOE	51	0.5291281988086435	0.4857445983398779	0.006446428596973419	0.043383600468765576	453.0	0.04901880799753542	0.06597268144029203
combined	MCAM	51	0.044151003893656546	0.031163968717081325	0.0007057972252368927	0.01298703517657522	372.0	0.06563248100336798	0.08767323954927514
combined	CXCL14	51	0.27701060451862775	0.23389902329711498	0.003470227587968111	0.043111581221512776	357.0	0.0700399776726171	0.09286782224739601
combined	PTDSS1	51	0.15674381947838792	0.1475151168803374	0.007188275456428528	0.00922870259805053	476.0	0.07962976613642674	0.10421426827992224
combined	FBLN1	51	0.09744038013398976	0.08426160691191863	0.0008948210743255913	0.013178773222071137	456.0	0.0797617584041863	0.10421426827992224
combined	LAMB1	51	0.04358773688813124	0.034274140461895836	0.0007139444351196289	0.009313596426235402	429.0	0.10293449583235374	0.13351648372457478
combined	CLEC11A	51	0.06278998050188153	0.054877999412151525	0.0023158416152000427	0.007911981089729998	475.0	0.11672770019947837	0.15031840529285342
combined	TNC	51	0.23456599255886806	0.1890135652273802	0.0014593973755836487	0.04555242733148785	477.0	0.1212973114517199	0.155087276784699
combined	TNFSF12	51	0.06746475017793915	0.06269147367828398	0.002643045037984848	0.0047732764996551704	501.0	0.12888798825236933	0.1626407801713691
combined	VCAN	51	0.13587103177355053	0.11043267806891498	0.0	0.025438353704635566	440.0	0.12902229488454978	0.1626407801713691
combined	TIMP3	51	0.12728403620513193	0.1202214204354723	0.0025180645752698183	0.0070626157696596255	462.0	0.1343756065101101	0.167409450355185
combined	CNTN4	51	0.01373390475526	0.012030238379249531	0.0	0.0017036663760104692	184.0	0.13467575894495332	0.167409450355185
combined	FGL1	51	0.06467430831096363	0.06565316438369051	0.0	-0.0009788560727268785	200.0	0.15033186602705045	0.1855820966816692
combined	LGALS1	51	0.8428178983283978	0.8847441661226398	-0.019993111491203308	-0.04192626779424209	510.0	0.15153219217906758	0.18578261917844585
combined	HLA-DRB1	51	0.9105437699677971	0.8545392159710401	0.008107615634799004	0.05600455399675697	512.0	0.15695315522552944	0.1910014826914567
combined	FGG	51	0.12727287021127767	0.1206903380716183	0.0	0.006582532139659366	176.0	0.15825899104195218	0.1910014826914567
combined	NECTIN3	22	0.05083966470027173	0.034249807890525764	0.00029784743674099445	0.016589856809745965	60.0	0.1589900610113243	0.1910014826914567
combined	HMGB1	51	1.546860766177084	1.6125564025897605	-0.008087873458862305	-0.06569563641267664	517.0	0.17114743842067615	0.20423594318200688
combined	HLA-DQA1	51	0.21135077362494342	0.21752952876519047	-0.007913392037153244	-0.0061787551402470425	519.0	0.1770868094124466	0.20992409857501948
combined	RELN	51	0.01937348068610185	0.015899628877877166	0.0	0.003473851808224686	55.0	0.18408369354964227	0.21678277069332874
combined	ICAM3	51	0.12263262095660263	0.15209680093753644	-0.0031928904354572296	-0.029464179980933813	524.0	0.19260484260317556	0.22533507729391125
combined	SEMA6D	51	0.01455686973206991	0.01349132644884544	0.0	0.001065543283224471	208.0	0.1951762053243511	0.22614617748559734
combined	HLA-DMA	51	0.40445313073110345	0.37991233809175445	0.01081705093383789	0.02454079263934902	525.0	0.19582490229199767	0.22614617748559734
combined	CCL20	51	0.26699378206360375	0.2308248306616602	0.0018489856738597155	0.036168951401943525	535.0	0.2302155639152592	0.26415760218481665
combined	S100A9	51	0.9622506071772317	1.050224070236379	-0.006378222838975489	-0.08797346305914734	538.0	0.24132420678404642	0.2751403376709829
combined	TYROBP	51	0.1596127425790673	0.1780174502922569	-0.0025279708206653595	-0.01840470771318959	540.0	0.24893648005952218	0.28202297424464856
combined	LRFN5	51	0.011236369154443416	0.009985645525340064	0.0	0.0012507236291033526	2.0	0.27332167829229814	0.30770176361208407
combined	HLA-DRA	51	1.0675523802090217	1.0936602436955654	-0.004902496933937073	-0.02610786348654359	555.0	0.3113781819395105	0.3483543410448274
combined	NCAM1	51	0.05296707325974507	0.046034480960110626	0.0	0.0069325922996344444	272.0	0.3378887837089046	0.3756651694651797
combined	TGFB1	51	0.15139599546662294	0.17786602538955562	0.0027988962829113007	-0.026470029922932677	564.0	0.35342146126257845	0.3905088985555651
combined	IFITM1	51	0.2763065202298629	0.29006731741623404	0.0025757330004125834	-0.013760797186371158	567.0	0.3681985810999626	0.4043407731097749
combined	FSTL5	51	0.0198687177311798	0.018079806016198834	0.0	0.0017889117149809631	19.0	0.3862707203664827	0.42160035942439267
combined	S100A8	51	0.25076617846521093	0.25985460348573386	-0.003693748265504837	-0.009088425020522931	565.0	0.48401305106093695	0.5250808250903497
combined	JAM3	51	0.02091588669538717	0.018184716212928442	0.0	0.0027311704824587294	229.0	0.5128136262533662	0.5527065917304668
combined	EDIL3	51	0.07578354556023317	0.062103018499328755	0.0	0.013680527060904413	481.0	0.5156536358602679	0.5527065917304668
combined	CNTN1	51	0.017071232745223038	0.01326436449501974	0.0	0.0038068682502033005	190.0	0.5520854520027925	0.5882339042172611
combined	L1CAM	51	0.0245702732275223	0.01888674623036173	0.0	0.005683526997160573	283.0	0.6001863328603723	0.6357003170532937
combined	FGA	51	0.08119328198132708	0.07190755991648663	0.0	0.009285722064840444	213.0	0.6883592982254604	0.7248018493079847
combined	ITGB2	51	0.14890532052588384	0.17209048467852614	-0.002144351601600647	-0.023185164152642292	629.0	0.7499556273330805	0.7850412707170843
combined	HLA-DQB1	51	0.5296751736017291	0.515291649971486	0.00012552767293527722	0.014383523630243087	637.0	0.8074553206568335	0.8403168744044953
combined	FGB	51	0.14783528862109033	0.1353290901375551	0.0	0.012506198483535234	121.0	0.8582823598181881	0.8880493780777785
combined	HLA-DMB	51	0.15202660945371962	0.13798386573691068	-0.0007067173719406128	0.014042743716808949	645.0	0.8660149958741169	0.8909004842613042
combined	SDC2	51	0.0923500216779169	0.09108891345756859	-0.00011338945478200912	0.0012611082203483081	597.0	0.8774653933470543	0.897521745194987
combined	HLA-DRB5	51	0.39354782692709134	0.3665154504828844	0.0	0.0270323764442069	626.0	0.9116062720674252	0.9271450153413018
combined	CD320	51	0.2481547712403185	0.24911202636419558	0.0038990378379821777	-0.0009572551238770579	654.0	0.9327692537533812	0.9433090193325154
combined	SPP1	51	0.2809956976093863	0.27646040638187425	-0.0012073391117155552	0.004535291227512062	634.0	0.973047420887899	0.978513979432213
combined	HLA-DQA2	51	0.09373813022245361	0.08834543083046846	0.0	0.005392699391985147	408.0	0.9785533759834825	0.9785533759834824
