dataset	ligand	n	mean_high	mean_low	median_delta	mean_delta	W	p	padj
GSE131907	AGRN	29	0.4791872727459875	0.3753202639777085	0.10756652057170868	0.10386700876827898	32.0	1.0278075933456421e-05	9.304363476602655e-05
GSE131907	ADAM15	29	0.42690390168592846	0.35159300678762895	0.054343730211257935	0.07531089489829951	34.0	1.3809651136398315e-05	0.00011310761883145286
GSE131907	CXADR	29	0.4400170656113789	0.34559604602641075	0.08802466839551926	0.09442101958496817	34.0	1.3809651136398315e-05	0.00011310761883145286
GSE131907	MIF	29	1.305282626686425	1.4227921695544803	-0.09831345081329346	-0.11750954286805515	35.0	1.5951693058013916e-05	0.00012471323663538152
GSE131907	EDN1	29	0.20183663205083074	0.1325794473322558	0.04282854497432709	0.06925718471857495	37.0	2.1148473024368286e-05	0.0001581537982691889
GSE131907	PLXNA1	29	0.1484307496455209	0.1099249954367506	0.01952376961708069	0.03850575420877029	38.0	2.4273991584777832e-05	0.0001670050621032715
GSE131907	TRAF2	29	0.07468891208027971	0.05871842069358661	0.016153156757354736	0.0159704913866931	38.0	2.4273991584777832e-05	0.0001670050621032715
GSE131907	HLA-A	29	2.206657119352242	2.0020338846691725	0.16158604621887207	0.2046232346830697	39.0	2.780929207801819e-05	0.0001839691629776588
GSE131907	LRPAP1	29	0.5180832070523295	0.433788587820941	0.06219965219497681	0.08429461923138849	40.0	3.1795352697372437e-05	0.000202548172738817
GSE131907	CD82	29	0.26572876436443166	0.21415368034022636	0.05387085676193237	0.05157508402420529	41.0	3.628432750701904e-05	0.00021520359762783708
GSE131907	NAMPT	29	0.8549548402942461	0.744961911491279	0.14531725645065308	0.10999292880296707	41.0	3.628432750701904e-05	0.00021520359762783708
GSE131907	ADAM17	29	0.22328776146831184	0.1775668271142861	0.032569803297519684	0.045720934354025744	44.0	5.336105823516846e-05	0.000296067806982225
GSE131907	COPA	29	0.413166514758406	0.3579214407966055	0.06358000636100769	0.05524507396180054	44.0	5.336105823516846e-05	0.000296067806982225
GSE131907	ADAM10	29	0.22499881838930064	0.17224748740936147	0.04238422214984894	0.052751330979939164	45.0	6.0480087995529175e-05	0.0003250804729759693
GSE131907	LAMC1	29	0.17453906723651394	0.14402360571869488	0.016477089375257492	0.030515461517819042	48.0	8.720904588699341e-05	0.00045454411795645046
GSE131907	LAMB2	29	0.16385837336038722	0.12504716384513626	0.03270232677459717	0.03881120951525096	49.0	9.822472929954529e-05	0.0004969015717506409
GSE131907	COL18A1	29	0.1623521534854482	0.12594746695510273	0.0196230411529541	0.036404686530345474	51.0	0.00012406706809997559	0.0006097010203770229
GSE131907	CLCF1	29	0.12070099198548444	0.08667858333551678	0.026516810059547424	0.03402240864996766	52.0	0.0001391395926475525	0.0006647780537605286
GSE131907	CD55	29	1.0805790845690102	0.9220600354260412	0.13260722160339355	0.15851904914296908	53.0	0.00015582889318466187	0.0007243937737232929
GSE131907	ANGPTL4	29	0.1917763228110712	0.14451318210922182	0.0375988632440567	0.0472631407018494	54.0	0.0001742914319038391	0.0007888980601963244
GSE131907	PODXL2	29	0.16477117454633117	0.1271292276997601	0.023926641792058945	0.03764194684657108	39.0	0.00018807844969211292	0.0008294741883857287
GSE131907	PDGFA	29	0.14558965237490062	0.10749414839364331	0.02599485218524933	0.03809550398125731	56.0	0.00021718069911003113	0.0009338770061731339
GSE131907	COL1A1	29	0.5368094195708119	0.4504994110300623	0.03822394460439682	0.08631000854074955	59.0	0.00029926374554634094	0.0012554479081456254
GSE131907	HLA-B	29	2.133232760018316	1.9299533079410423	0.1586148738861084	0.20327945207727366	60.0	0.00033221766352653503	0.0013605104315848578
GSE131907	TIMP2	29	0.28068313028278025	0.20711972782837934	0.04694738984107971	0.07356340245440088	62.0	0.0004079751670360565	0.001631900668144226
GSE131907	PRNP	29	0.20948717772061454	0.1739019866840079	0.012675076723098755	0.03558519103660666	69.0	0.0008089840412139893	0.0031623921611092305
GSE131907	PLAU	29	0.3652835410441561	0.27444088095919517	0.03112906590104103	0.09084266008496092	70.0	0.0008884184062480927	0.0033957325749927095
GSE131907	MMP7	29	0.47135681985748995	0.35304257206233414	0.03796366602182388	0.11831424779515586	58.0	0.000960472308924274	0.0035669594369036085
GSE131907	APP	29	0.7101880476633408	0.6163259323300987	0.06351771950721741	0.09386211533324215	71.0	0.0009746924042701721	0.0035669594369036085
GSE131907	TGM2	29	0.40076083937210255	0.34357621376242103	0.03230684995651245	0.05718462560968152	72.0	0.001068316400051117	0.003828133766849836
GSE131907	B2M	29	3.255426057453813	3.154129509268136	0.0746469497680664	0.10129654818567736	74.0	0.0012797452509403229	0.004492167003300725
GSE131907	CD47	29	0.918362689429316	0.8229258014210339	0.0652908980846405	0.09543688800828211	75.0	0.0013987235724925995	0.004717263813112296
GSE131907	HLA-F	29	0.2941306195270013	0.22260390601024546	0.022684752941131592	0.07152671351675587	75.0	0.0013987235724925995	0.004717263813112296
GSE131907	COL9A2	29	0.08819293746210892	0.055341017151508354	0.005761533975601196	0.032851920310600566	70.0	0.002456903085302011	0.008096955164715095
GSE131907	CLEC2B	29	0.2135422126679071	0.18070166541969981	0.018596559762954712	0.03284054724820729	82.0	0.0025420673191547394	0.008096955164715095
GSE131907	JAG1	29	0.06097960735044988	0.04323581376530487	0.009691733866930008	0.01774379358514501	82.0	0.0025420673191547394	0.008096955164715095
GSE131907	HBEGF	29	0.1851201074454805	0.14813840510484216	0.03148770332336426	0.03698170234063833	84.0	0.0029922761023044586	0.009190562314220838
GSE131907	TGOLN2	29	0.41945146538060285	0.3586708144124212	0.03436461091041565	0.06078065096818168	84.0	0.0029922761023044586	0.009190562314220838
GSE131907	CFH	29	0.15479465786785143	0.12062895492297308	0.02749195694923401	0.03416570294487836	85.0	0.0032424964010715485	0.00978437510498783
GSE131907	CEACAM1	29	0.12436783875756223	0.09483806247790826	0.011097133159637451	0.029529776279653967	75.0	0.003559824736676251	0.010556721632901984
GSE131907	EFNB2	29	0.19045355191839666	0.14533148396053705	0.019086197018623352	0.04512206795785961	88.0	0.004106286913156509	0.01179668731458979
GSE131907	HSPG2	29	0.17924082539333352	0.14554586049554677	0.021394267678260803	0.03369496489778675	77.0	0.004115123481833648	0.01179668731458979
GSE131907	ZDHHC5	29	0.13008476382699505	0.10441403797474401	0.02165566384792328	0.025670725852251053	89.0	0.004435725510120392	0.012507291602306679
GSE131907	ADAM28	29	0.08299206572199433	0.0657655071900708	0.012223400175571442	0.01722655853192354	79.0	0.004747923962975725	0.013071898666639176
GSE131907	LGALS9	29	0.26683412676934026	0.22434113050232932	0.02460096776485443	0.04249299626701094	90.0	0.004787962883710861	0.013071898666639176
GSE131907	CEACAM6	29	1.3767224393528084	1.272886449406887	0.09578967094421387	0.1038359899459214	80.0	0.005096266424780682	0.013696216016598083
GSE131907	ALCAM	29	0.43359473938571996	0.3873048334799964	0.03936634957790375	0.04628990590572357	92.0	0.005566027015447617	0.014728563794722925
GSE131907	WNT7B	29	0.18328237283075677	0.15057427474650845	0.024574093520641327	0.03270809808424834	93.0	0.005994632840156555	0.015622376492529205
GSE131907	ADGRE5	29	0.1886294991548719	0.16329865690706105	0.01505240797996521	0.025330842247810858	95.0	0.006938289850950241	0.01754979197593296
GSE131907	CD58	29	0.11395471035663424	0.0862512696405937	0.01138988509774208	0.027703440716040546	95.0	0.006938289850950241	0.01754979197593296
GSE131907	CXCL16	29	0.3330499027566663	0.27427057151136724	0.023360654711723328	0.05877933124529904	96.0	0.007456466555595398	0.018321603536605835
GSE131907	SPON2	29	0.1449609305227882	0.10175294227544861	0.010514527559280396	0.04320798824733958	96.0	0.007456466555595398	0.018321603536605835
GSE131907	CEACAM5	29	0.4167195221505545	0.37521989871185785	0.016439469531178474	0.04149962343869667	78.0	0.007658294877486018	0.018552488998980213
GSE131907	LGALS3	29	1.8126726253279324	1.7285919374433056	0.04397130012512207	0.08408068788462672	97.0	0.008007697761058807	0.019129500206973817
GSE131907	ADAM9	29	0.32179690589164867	0.27249541352021284	0.024280179291963577	0.04930149237143582	98.0	0.008593697100877762	0.020248163032205137
GSE131907	MDK	29	1.6282357861255776	1.516981608908752	0.043118953704833984	0.11125417721682582	100.0	0.009877141565084457	0.022796716439173935
GSE131907	COL27A1	29	0.07358151716019573	0.05972723972758856	0.006452582776546478	0.013854277432607165	74.0	0.009940428679872356	0.022796716439173935
GSE131907	TGFA	29	0.1336703473413042	0.09846771511666734	0.014534927904605865	0.03520263222463686	101.0	0.010578293353319168	0.02394034811540654
GSE131907	PIP	29	0.08561375974035211	0.0642698445078387	0.0012579826870933175	0.02134391523251342	48.0	0.010817068032832248	0.024162801320092814
GSE131907	COL6A1	29	0.16931453257285314	0.12941966215469713	0.0072069596499204636	0.039894870418156016	92.0	0.011483595636288289	0.025322800633866483
GSE131907	LIF	29	0.07628520431623248	0.061078118967245625	0.011072400375269353	0.01520708534898686	104.0	0.012943167239427567	0.02818006031875369
GSE131907	MICA	29	0.08495084992770491	0.0711361294419601	0.012894295156002045	0.013814720485744805	106.0	0.014758598059415817	0.03173098582774401
GSE131907	COL17A1	29	0.1058429956259527	0.08427319371799842	0.0008793222950771451	0.021569801907954288	66.0	0.016395071849192262	0.03481422664272925
GSE131907	S100A9	29	1.2245720961484416	1.3365880451325713	-0.06645476818084717	-0.11201594898412967	108.0	0.01678590476512909	0.03520945877563662
GSE131907	TCN1	29	0.1325662042704764	0.11075445981535675	0.0	0.021811744455119658	43.0	0.020633435105949553	0.04275844383401594
GSE131907	CD99	29	0.7222236876600775	0.644164147947369	0.04663991928100586	0.07805953971270857	112.0	0.021553177386522293	0.04413269655335517
GSE131907	FAM3C	29	0.8136353148468609	0.7259568479554407	0.028055399656295776	0.0876784668914203	114.0	0.02433420717716217	0.04924098393496345
GSE131907	COL6A2	29	0.16085243190373777	0.12251827160522727	0.0054443106055259705	0.038334160298510486	115.0	0.025833535939455032	0.051667071878910065
GSE131907	PCDHA12	29	0.024417796429118205	0.018921307266031487	0.0017577101243659854	0.005496489163086717	90.0	0.02989135425663507	0.059095550944152093
GSE131907	CX3CL1	29	0.1515525964987946	0.12382488387058778	0.01706017553806305	0.027727712628206815	99.0	0.03059891833352297	0.05980697674279489
GSE131907	CD59	29	1.1116372028301502	1.0448907058814476	0.03990510106086731	0.06674649694870258	120.0	0.03453366830945015	0.06599767721361584
GSE131907	DUSP18	29	0.06955707933882187	0.05752331093917119	0.008628122508525848	0.01203376839965068	120.0	0.03453366830945015	0.06599767721361584
GSE131907	ICAM3	29	0.15007346598752613	0.16941612239541678	-0.01320202648639679	-0.019342656407890648	122.0	0.038631681352853775	0.07222444774663966
GSE131907	IFITM1	29	0.17019208255705648	0.1527613595224403	0.01140981912612915	0.017430723034616173	122.0	0.038631681352853775	0.07222444774663966
GSE131907	SDC2	29	0.08951566831167619	0.1025311710405292	-0.0034832058008760214	-0.013015502728853006	113.0	0.04042027126874376	0.07470226018352712
GSE131907	TIMP1	29	1.2813264884311577	1.2323374845858277	0.05466046929359436	0.04898900384532994	123.0	0.040825653821229935	0.07470226018352712
GSE131907	ULBP2	29	0.04717962492803304	0.042514884988937914	0.0023580938577651978	0.004664739939095131	79.0	0.042501961142818866	0.07695091912173521
GSE131907	LGALS1	29	1.1009192936893166	1.173334692058892	-0.05513191223144531	-0.07241539836957536	124.0	0.04312055930495262	0.07725766875470678
GSE131907	GPI	29	0.3816529666555339	0.35779272225396386	0.022472620010375977	0.023860244401570023	125.0	0.04551969841122627	0.0801299808760031
GSE131907	THY1	29	0.0029076418642693296	0.004604482354901345	-0.0007440358167514205	-0.0016968404906320162	58.0	0.04565545422004828	0.0801299808760031
GSE131907	TSPAN3	29	0.630103659013222	0.5907938156662316	0.029695332050323486	0.039309843346990385	127.0	0.05064401775598526	0.08798758640433803
GSE131907	ITGB2	29	0.19433796206681891	0.1608667657550039	0.001899300143122673	0.033471196311815034	131.0	0.0622917003929615	0.10714172467589378
GSE131907	PAEP	29	0.09635187056445485	0.07905397576215709	0.0	0.017297894802297754	33.0	0.07032573521121915	0.11976263818148213
GSE131907	CALR	29	1.3528540977116288	1.281625357167474	0.016403019428253174	0.07122874054415472	138.0	0.08774079009890556	0.14795505781384075
GSE131907	SLPI	29	1.5583726786847771	1.5086023461972844	0.0522657111287117	0.04977033248749273	141.0	0.1008644811809063	0.1684338909040377
GSE131907	TNFSF12	29	0.0751798858159575	0.0655818778764585	0.004359051585197449	0.009598007939499	142.0	0.10555979982018471	0.1745796689333824
GSE131907	FAM200A	29	0.03834690856907902	0.03268291412627902	0.006533406674861908	0.005663994442799996	143.0	0.1104210764169693	0.17917382211055397
GSE131907	TGFB1	29	0.16845895818852144	0.14808389281147513	0.00699421763420105	0.020375065377046322	143.0	0.1104210764169693	0.17917382211055397
GSE131907	THBS1	29	0.0863522997061754	0.08006234597093587	0.005971461534500122	0.006289953735239547	144.0	0.1154516153037548	0.18558577413313856
GSE131907	IGF2	29	0.19195694141973066	0.1783033301853093	0.0015437128022313118	0.01365361123442136	119.0	0.15129116827130748	0.24094519391356375
GSE131907	PTDSS1	29	0.1280862090402636	0.11302531716124765	0.0056677162647247314	0.015060891879015955	151.0	0.1556677184998989	0.24564080350442763
GSE131907	TGFBI	29	0.21146824919811352	0.18138364789172493	0.002959795296192169	0.030084601306388604	152.0	0.16216303035616875	0.253564011102373
GSE131907	HLA-DRB1	29	1.1833386470017762	1.1130730104472102	0.035067081451416016	0.07026563655456593	153.0	0.16885415464639664	0.26164787927189387
GSE131907	COL21A1	29	0.04158132595154617	0.03386130356249913	0.00043561775237321854	0.00772002238904704	132.0	0.17086648171401575	0.26240209691795274
GSE131907	HLA-DPB1	29	0.7113536149905674	0.7465545084841293	-0.029602348804473877	-0.03520089349356191	154.0	0.17574355751276016	0.2672246932327964
GSE131907	JAM3	29	0.000365966583746646	0.0007325300509270666	0.0	-0.00036656346718042063	31.0	0.1771140408635976	0.2672246932327964
GSE131907	S100A8	29	0.24133085523699893	0.26590954724313887	-0.008057616651058197	-0.02457869200613992	158.0	0.2053302302956581	0.3071026053117669
GSE131907	PODXL	29	0.048372372406823884	0.042129934681097755	0.0015498000429943204	0.006242437725726129	150.0	0.22747626562591206	0.33412403875728497
GSE131907	PLAT	29	0.3116852663766496	0.2845856533546386	0.003103173803538084	0.02709961302201103	139.0	0.229654258637482	0.33412403875728497
GSE131907	BACE2	29	0.2820869470336314	0.260241631498753	0.016383535228669643	0.021845315534878392	161.0	0.2297072820365429	0.33412403875728497
GSE131907	ZG16B	29	0.17201913990570103	0.1585328236467141	0.00018816953524947166	0.013486316258986962	118.0	0.23116721286114483	0.33412403875728497
GSE131907	APOE	29	0.6537914391735504	0.6228771348451746	0.009780526161193848	0.03091430432837585	163.0	0.24702516570687294	0.3511432107568772
GSE131907	HLA-DRA	29	1.3933626048523804	1.429598327854584	-0.009774252772331238	-0.03623572300220358	163.0	0.24702516570687294	0.3511432107568772
GSE131907	GPC3	29	0.06816218765843901	0.063708671661704	0.0015422729775309563	0.004453515996734997	120.0	0.25281290101640796	0.3564247456952637
GSE131907	FSTL5	29	8.110020857641538e-05	1.1520841608530489e-05	0.0	6.957936696788489e-05	2.0	0.27332167829229814	0.3809327274080246
GSE131907	CRLF1	29	0.1205047374824062	0.11473961162846535	0.00310545414686203	0.0057651258539408445	166.0	0.27462591975927353	0.3809327274080246
GSE131907	FN1	29	0.35040117748852434	0.3306184692372536	0.021687805652618408	0.019782708251270754	168.0	0.2941182516515255	0.4047067142724991
GSE131907	LAMB1	29	0.033410544426919056	0.02399247419089079	0.0001672515645623207	0.009418070236028269	146.0	0.3015688217495123	0.4116653757215565
GSE131907	CD40	29	0.12799371901000367	0.11637444640028066	0.0012465417385101318	0.011619272609723025	170.0	0.31448761001229286	0.42592022773318405
GSE131907	LRFN5	29	7.805965965260463e-06	0.0	0.0	7.805965965260463e-06	0.0	0.31731050786291415	0.4263859949407909
GSE131907	FGL1	29	0.0823551286895085	0.06513367832341263	0.0	0.017221450366095865	72.0	0.35466939531524566	0.4692548922632481
GSE131907	NCAM1	29	0.010219166775390602	0.009026058957558768	0.0	0.0011931078178318345	72.0	0.35466939531524566	0.4692548922632481
GSE131907	TIMP3	29	0.16822832769007776	0.17863125449191009	-0.0010318756103515625	-0.010402926801832328	164.0	0.3744947549643215	0.49170303705239155
GSE131907	L1CAM	29	0.003599860926348403	0.0024223900691140443	0.0	0.0011774708572343585	58.0	0.3811632511856291	0.49666726669642586
GSE131907	HLA-DQA2	29	0.1510413135080759	0.13279974899417318	0.0	0.018241564513902693	110.0	0.3944257624523617	0.507980495709952
GSE131907	FGG	29	0.16596911487506766	0.16183970699183128	0.0	0.004129407883236377	66.0	0.3957522466577532	0.507980495709952
GSE131907	WBP1	29	0.02061069703757249	0.015940111062232535	-0.0024240296334028244	0.004670585975339958	179.0	0.41691966354846954	0.5311865342987908
GSE131907	FBLN1	29	0.07256467762836737	0.06272507666064234	0.0	0.009839600967725032	168.0	0.4254511364591589	0.5341430326348564
GSE131907	TNFSF15	29	0.06241527821162138	0.06016799965712788	0.0005699265748262405	0.0022472785544934972	168.0	0.4254511364591589	0.5341430326348564
GSE131907	HLA-DRB5	29	0.5084789377990467	0.44684170519256694	0.0016945218667387962	0.061637232606479866	180.0	0.4293668270111084	0.5351528568544249
GSE131907	TNFSF13	29	0.0010426077903408942	0.0012537464118113034	0.0	-0.00021113862147040922	84.0	0.43304828842793475	0.5358583137381638
GSE131907	LYZ	29	0.25006491342431	0.2450053646421895	0.0015959441661834717	0.005059548782120491	183.0	0.46793800592422485	0.5748952644211905
GSE131907	HMGB1	29	1.4271489977836609	1.4522682120060098	0.0011066198348999023	-0.02511921422234897	185.0	0.4946499206125736	0.6034027400380331
GSE131907	LAMA3	29	0.05594289496115505	0.041957144513083945	0.0006570742116309702	0.01398575044807111	187.0	0.522130947560072	0.632440302678397
GSE131907	FGB	29	0.1767274975964342	0.15513746754531266	0.0	0.02159003005112152	26.0	0.5336947142111965	0.6419265094008797
GSE131907	MCAM	29	0.03956676476257693	0.027968868650375577	0.0	0.01159789611220135	140.0	0.5449095877922505	0.6508642298629659
GSE131907	COL9A3	29	0.014018727321948471	0.013517876557106602	-0.00047999899834394455	0.0005008507648418689	190.0	0.5647306069731712	0.6698873406854169
GSE131907	CXCL14	29	0.3691274814371919	0.3479557412291138	0.00035124761052429676	0.021171740208078046	132.0	0.6070522480710051	0.7151574429329649
GSE131907	BACE1	29	0.042031131749009264	0.03848068124678885	0.001411687582731247	0.003550450502220413	194.0	0.6239256113767624	0.7300354092299532
GSE131907	CD320	29	0.25501010091654186	0.2604560371616791	-0.008742108941078186	-0.0054459362451372475	195.0	0.6391207613050938	0.7377769862045378
GSE131907	HLA-DQB1	29	0.720481575498807	0.6922065159627075	0.010264098644256592	0.028275059536099434	195.0	0.6391207613050938	0.7377769862045378
GSE131907	TYROBP	29	0.2323132356436088	0.23720597225273476	-0.0025279708206653595	-0.00489273660912596	196.0	0.6544641703367233	0.750452248652776
GSE131907	CCL20	29	0.329402357901864	0.31989371853655785	-0.001972953788936138	0.009508639365306189	197.0	0.6699504218995571	0.7581017932021304
GSE131907	NUCB2	29	0.4419046529921992	0.44258284003570164	-0.012769877910614014	-0.000678187043502413	197.0	0.6699504218995571	0.7581017932021304
GSE131907	HLA-DQA1	29	0.2885862737251767	0.26223961273529406	1.901201903820038e-05	0.026346660989882618	198.0	0.6855739243328571	0.7707105554591597
GSE131907	CNTN1	29	0.004540725085274156	0.0052355202838200434	0.0	-0.0006947951985458875	53.0	0.6909447568979337	0.7717045336782116
GSE131907	HLA-DMA	29	0.5085548107223264	0.48211711439593086	-0.0036777108907699585	0.02643769632639556	199.0	0.7013288475573063	0.7732600114093378
GSE131907	VSIG10	29	0.10289259184280346	0.10009474198109117	-0.004924319684505463	0.002797849861712291	199.0	0.7013288475573063	0.7732600114093378
GSE131907	NPNT	29	0.08349800159640867	0.07790096144288264	0.0016040392220020294	0.005597040153526026	200.0	0.7172092758119106	0.7809462835902737
GSE131907	FGA	29	0.08263444414880158	0.06788926181616262	0.0	0.014745182332638973	61.0	0.7173808884143212	0.7809462835902737
GSE131907	HLA-G	29	0.04581378814202316	0.04845996353181143	0.0	-0.0026461753897882743	138.0	0.7317059346728588	0.790465442435141
GSE131907	RELN	29	0.002109380000610113	0.00321745829142887	0.0	-0.0011080782908187569	12.0	0.7353166906373405	0.790465442435141
GSE131907	CLEC11A	29	0.07281405581482525	0.07186357264310636	-0.0013791359961032867	0.0009504831717189016	203.0	0.7655419819056988	0.807811171090676
GSE131907	HLA-DMB	29	0.2016490356803968	0.16890488237399479	-0.0007889047265052795	0.032744153306402006	203.0	0.7655419819056988	0.807811171090676
GSE131907	TCTN1	29	0.11975328219604903	0.11442981512639029	-0.005227982997894287	0.00532346706965874	203.0	0.7655419819056988	0.807811171090676
GSE131907	CNTN4	29	0.005401221475541865	0.005192830552475463	0.0	0.0002083909230664019	89.0	0.8092039689931078	0.8450902027871562
GSE131907	SEMA6D	29	0.0028616148689440614	0.0034733685917734845	0.0	-0.0006117537228294231	80.0	0.8106969968597719	0.8450902027871562
GSE131907	VCAN	29	0.1550726109136153	0.1440368218805063	-0.0011691623367369175	0.011035789033109	193.0	0.819868406008273	0.849502203815801
GSE131907	SHISA4	29	0.14105468770039492	0.14159843486187787	-0.0014868006110191345	-0.0005437471614829425	207.0	0.83135736733675	0.8562483064785689
GSE131907	C3	29	0.4306161282744644	0.42697812252726147	0.00662996293976903	0.003638005747202912	210.0	0.8815100230276585	0.9024983569092694
GSE131907	PVR	29	0.08560660963171515	0.08049923843093987	-0.00040744245052337646	0.005107371200775278	211.0	0.8983406014740467	0.9142874760564262
GSE131907	EDIL3	29	0.07460721397114083	0.0647778724609264	-0.0023396292235702276	0.009829341510214425	184.0	0.9043841325888762	0.9146689025696356
GSE131907	TNC	29	0.315777615160312	0.3020639796420161	-0.0010166079737246037	0.013713635518295884	198.0	0.9093510601128354	0.9146689025696356
GSE131907	SPP1	29	0.38334812668698104	0.3808924677211727	-0.00492410734295845	0.0024556589658083073	216.0	0.983013316988945	0.983013316988945
GSE205335	ADAM9	22	0.2811558126387271	0.1389131462201476	0.09891264885663986	0.1422426664185795	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	ALCAM	22	0.40372910240495746	0.1513951240657744	0.1414453238248825	0.2523339783391831	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	APP	22	0.7534057566980746	0.4364624867977744	0.17016973346471786	0.3169432699003003	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	CD55	22	0.754251757467335	0.4116285675289956	0.31491024792194366	0.34262318993833935	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	CDH1	22	0.6194342164830728	0.2779251196506349	0.3350261226296425	0.34150909683243796	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	CEACAM6	22	0.8983592739836737	0.47589614657177165	0.4013085961341858	0.42246312741190195	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	CLCF1	22	0.11272308430951936	0.041630633639050015	0.04844289645552635	0.07109245067046933	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	CTSD	22	1.117928993972865	0.6794848144054413	0.39814335107803345	0.4384441795674237	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	CXADR	22	0.4145573861896992	0.23516745721413332	0.13000287860631943	0.17938992897556585	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	F11R	22	0.7187606936151331	0.3507372174750675	0.38969994336366653	0.36802347614006564	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	FAM3C	22	0.6501156145876105	0.36245026168498123	0.2630142271518707	0.2876653529026292	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	GRN	22	0.7109995240514929	0.3943726731972261	0.2924651652574539	0.3166268508542668	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	LGALS3BP	22	0.8895250252363357	0.48539492123844946	0.4335682690143585	0.4041301039978862	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	LRPAP1	22	0.4943587671626698	0.3221959519115361	0.19756321981549263	0.17216281525113367	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	OCLN	22	0.2909362658180974	0.10943740496242588	0.18438296765089035	0.1814988608556715	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	PLAU	22	0.27046507209624077	0.10822707942729308	0.1184342410415411	0.1622379926689477	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	PLXNA1	22	0.15411311506547712	0.07340081721882928	0.06312747206538916	0.08071229784664782	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	ST14	22	0.5173255611549724	0.21899496255950493	0.25845450907945633	0.29833059859546746	0.0	4.76837158203125e-07	4.267692565917968e-06
GSE205335	TGOLN2	22	0.4848670268600637	0.2941960455341773	0.18709613382816315	0.19067098132588647	0.0	4.76837158203125e-07	4.267692565917968e-06
