accession	n_quant	median	mean	hits
Q9Y490_TLN1	106	13.485505642880849	13.534037071474438	
O94826_TOM70	134	14.481341778814201	14.6092761740306	
Q96L58_B3GT6	127	13.4894827405252	13.667075107951112	
Q16555_DPYL2	121	13.3371462216447	13.357249499601014	
Q96S52_PIGS	129	12.3031551357283	12.25636053791535	
Q17RC7_EX3L4	134	13.14819180392305	13.051190746007132	
Q8N4T8_CBR4	134	14.5456062309458	14.670209754983444	
P23381_SYWC	61	13.0614735284265	13.428878232460137	
Q96C19_EFHD2	134	12.63108425868095	12.759873986969215	
Q9BUP0_EFHD1	119	11.0640852371831	11.331458611186532	
Q9GZT9_EGLN1	124	11.9734442162738	12.068634345012006	
Q15149_PLEC	104	13.3399493552622	13.332026911318065	
Q96T51_RUFY1	134	14.93451202841075	14.975633695306382	
Q8N3D4_EH1L1	93	12.1929606576578	12.323536110035239	
Q8NFD5_ARI1B	134	13.298368027910499	13.298358867616038	
Q9BQS8_FYCO1	133	11.9092497812288	11.914303158871881	
Q9BRK4_LZTS2	134	12.66172982395075	12.645712870310408	
Q9NUP1_BL1S4	71	12.1252646323042	12.294786147362897	
P51970_NDUA8	118	12.55558356427475	12.3227679886946	
Q9BR61_ACBD6	134	14.3455332766771	14.46499385669364	
P08107_NA	125	12.6077116255962	12.669587347776945	
Q96NB2_SFXN2	116	12.66974485258985	12.828793519049013	
Q8TAE8_G45IP	134	14.01073772595705	14.29666606331949	
Q16853_AOC3	88	12.50979593239175	12.70647212506879	
Q8IYS1_P20D2	120	12.46990055223235	12.572125561863661	
Q14008_CKAP5	130	13.8114811881361	14.0729441807107	
Q7Z392_TPC11	110	12.44386872544405	12.341907894472484	
P31948_STIP1	124	11.974542462380949	11.99587865567238	
Q92574_TSC1	130	14.01569000268635	14.176209377975916	
Q13423_NNTM	131	13.7715703804743	13.76114317513823	
O95273_CCDB1	134	13.35100131012845	13.3986397085743	
Q9BWH6_RPAP1	65	11.106650686461	11.294958864227644	
P29597_TYK2	134	13.951131877341599	13.965542147779084	
Q13470_TNK1	134	13.2325874233666	13.428156637182232	
P98172_EFNB1	134	13.7294947858296	13.645009767270533	
Q8WZA9_IRGQ	67	12.4939383069466	12.459771638408842	
O60716_CTND1	131	12.6168125351299	12.796123088108715	
Q14498_RBM39	132	13.87003947874955	13.922813454145228	
Q9NV92_NFIP2	126	12.915270555941749	12.94556609829895	
Q15042_RB3GP	98	11.98584126561335	11.97931014885056	
Q9NX63_MIC19	130	14.84009939277775	15.029892477263337	
A5YKK6_CNOT1	125	13.0631590545342	12.873709463139054	
P29375_KDM5A	66	11.45780031343385	11.924214595938322	
Q9H477_RBSK	134	14.46888264213505	14.410346708848584	
Q6UB99_ANR11	134	13.34920047232755	13.205202620332733	
P26641_EF1G	128	14.42484810960395	14.343406715275819	
Q9Y2B5_VP9D1	126	11.6276200650197	11.510464518199942	
P20810_ICAL	102	13.874126964409	13.942983366017907	
Q13608_PEX6	130	12.48606494567975	12.809147991080634	
O43301_HS12A	134	13.859616765869	13.985461999731582	
P31350_RIR2	87	13.5813075407882	13.635956081549377	
Q8NDA8_MROH1	134	13.117338754026349	13.108769156755375	
Q16643_DREB	119	12.8852339058447	13.06081448500659	
Q8TF74_WIPF2	134	13.026048469731	13.106483076141108	
P53618_COPB	90	12.735297230929401	12.905150550057648	
Q92506_DHB8	134	14.32937018306705	14.38987684509602	
Q9NVA2_40787	129	12.9516531331437	12.919837167554801	
P18054_LOX12	121	12.539450280059	12.490573508256674	
O14981_BTAF1	128	13.2469108786973	13.126639965704165	
Q99569_PKP4	128	13.35637539507835	13.413676017985603	
Q8N423_LIRB2	127	12.1326875547055	12.256322018895583	
Q8ND83_SLAI1	125	14.6122699662062	14.770706088002065	
Q9H2M9_RBGPR	113	13.0106957786076	13.031528404474743	
Q96BN8_OTUL	51	10.9876988889269	10.620902959638586	
Q7Z5L9_I2BP2	129	12.6239603668082	12.838870039086922	
Q9P1Y5_CAMP3	122	12.63060343193225	12.936717548592295	
Q9UNS1_TIM	134	14.0022461530811	14.049337260248596	
P30305_MPIP2	120	13.07507130836685	13.282134049664343	
P08559_ODPA	94	12.6230548946148	12.504048540792228	
Q10570_CPSF1	133	13.1696240220692	13.271740499568727	
Q99733_NP1L4	134	13.65214267402215	13.552856778379736	
Q96RP9_EFGM	69	12.5798700873147	12.411598958376597	
Q9NVC6_MED17	133	11.6328941277067	11.523472419598189	
P02730_B3AT	67	13.496462263961	14.36415317808401	
Q9UDW1_QCR9	129	10.4618234135713	10.718357184643187	
P49006_MRP	132	15.33496280676345	15.526619867412053	
P11274_BCR	61	14.0309425769915	13.953779868091235	
Q6UWP2_DHR11	122	12.624712777737301	12.720758836574303	
P19404_NDUV2	132	13.992272791123249	14.372721072954054	
O43837_IDH3B	125	14.0141851109421	14.209533569957506	
Q8N201_INT1	133	12.3760699451928	12.368330213569982	
Q9UBF2_COPG2	119	13.7618504233226	13.743232505646267	
P54802_ANAG	42	13.732904439949799	13.809208513974331	
Q96PY5_FMNL2	133	13.865544196502	13.812140661811203	
O00468_AGRIN	134	13.616353558825399	13.662359898069248	
P13995_MTDC	48	11.5966438974672	11.737499632112876	
P49585_PCY1A	133	12.2684773478136	12.443635087214885	
P35749_MYH11	132	14.380371005909499	14.575087704242502	
Q70CQ2_UBP34	134	13.621272509498748	13.74798582526937	
Q96F24_NRBF2	132	13.5660909774213	13.618829456848422	
P17858_PFKAL	100	12.80153771832575	12.783012632243391	
Q9H7E9_CH033	134	15.11214306505125	15.116709857055769	
Q7Z7L1_SLN11	125	13.6654116343602	13.654054790645503	
P0C0L5_CO4B	134	16.58177486195595	16.780455487211075	
P0C0L4_CO4A	134	16.588069570317153	16.607048342378096	
O95336_6PGL	100	13.3694061035386	13.286569199316135	
Q9BUH6_PAXX	131	13.0749643139899	13.234055878008533	
P35228_NOS2	134	13.76345886200005	13.640124326617736	
O15269_SPTC1	59	14.2153729544811	14.015378230457468	
O95235_KI20A	134	13.5959479110084	13.619637424255851	
Q9P265_DIP2B	134	13.725546950459648	13.773854632876114	
Q9NZJ9_NUDT4	132	12.658702487257301	12.77399263399924	
O95989_NUDT3	118	12.135313664824999	12.027558458548743	
Q8TDX7_NEK7	134	14.009729970131652	14.215281072125395	
P02768_ALBU	94	15.6488525101539	15.747818318929003	
P13796_PLSL	134	12.8237312303396	12.878292678603914	
Q99575_POP1	133	13.295647784276	13.43468149774823	
Q53H12_AGK	119	13.2388388161536	13.170024827184626	
Q9H019_MFR1L	45	13.0149113951066	12.880328870371837	
Q9UGR2_Z3H7B	95	12.6673836194387	12.649963987725576	
P06753_TPM3	134	12.285795345194948	12.405118751581865	
Q13009_TIAM1	121	12.926351523031	12.978155367172011	
Q9UNF0_PACN2	134	14.70420147863045	14.73064564117832	
Q7Z6E9_RBBP6	128	13.28612153298915	13.289791530975734	
P02766_TTHY	134	16.58447937230395	17.041895426591793	
Q13586_STIM1	134	13.393594516468301	13.424532678789815	
Q9NXH9_TRM1	134	12.793772890366998	12.754866394877919	
Q14CN2_CLCA4	132	11.77400878021405	11.781054939127063	
Q9H9Z2_LN28A	126	12.42940264982885	12.62362288606079	
P49916_DNLI3	81	13.0842320318299	13.21790265651345	
Q6P1J9_CDC73	47	13.3951010372151	13.130073023740943	
P51452_DUS3	134	14.586844743612101	14.55126852068295	
Q86TC9_MYPN	47	13.1450787547374	12.752835098019876	
Q9Y277_VDAC3	126	11.872056882034801	12.044502712935422	
O95785_WIZ	119	12.3393307681048	12.035428036437855	
Q7Z3D6_CN159	119	12.9529231246922	12.914937638655227	
P53814_SMTN	134	13.62845698760505	13.504480614645999	
P15923_TFE2	121	12.3654015814932	12.22373760946051	
O43395_PRPF3	134	15.0946289934068	15.049466373401216	
Q96PP9_GBP4	133	12.1158658441144	12.064954953200958	
Q86VP6_CAND1	74	13.27052085148995	13.546609583596398	
P12259_FA5	126	11.91603570233605	11.956382074190106	
Q96ST3_SIN3A	130	12.1852620023964	12.119877594510733	
Q12888_TP53B	127	12.0900861005411	12.008287062778615	
Q96FQ6_S10AG	134	14.6943881379827	14.760560116408543	
O60701_UGDH	130	14.029317418772049	14.048262855247971	
Q8NFC6_BD1L1	134	14.58118395579155	14.758476688276208	
Q92673_SORL	123	12.1731171526527	12.084041041535498	
P78362_SRPK2	104	13.09047990099435	13.26357016105596	
P30038_AL4A1	118	13.0741753778875	12.854957001639969	
Q9UBV2_SE1L1	114	13.3208419660924	13.370322786040802	
Q8IVT2_MISP	78	12.7318843738814	12.74837251655548	
Q9BZL4_PP12C	134	15.333307152317701	15.428259494162367	
P67809_YBOX1	129	15.5057084259526	15.320505712022614	
Q92805_GOGA1	134	13.4971160529426	13.534544999169732	
Q6PK04_CC137	134	13.6191233607247	13.756025223379908	
O60784_TOM1	132	13.475925939489	13.47294430756879	
Q96GM8_TOE1	134	13.0213915240471	13.036799239720075	
P35251_RFC1	134	14.4207832155976	14.618040986040477	
P12270_TPR	131	12.9604224377096	13.151751427536615	
Q08357_S20A2	134	14.64796705262405	14.6271800140381	
P27482_CALL3	134	12.2704738263047	12.504307412356892	
Q92616_GCN1	122	11.51059795273165	11.665953077410025	
Q9Y2T2_AP3M1	128	12.839587816907649	12.883150615951498	
Q9NU22_MDN1	106	13.4689604689775	13.368229292424154	
Q9BZ67_FRMD8	134	13.1207621974532	13.216003327794507	
P80723_BASP1	128	13.931549561292801	13.920759361998229	
O75569_PRKRA	130	12.090555771557149	12.055225189716722	
Q8N163_CCAR2	129	13.2996208689657	13.226590018847435	
Q3KQV9_UAP1L	126	12.0754341141398	12.0946024340376	
P35240_MERL	133	14.4026541592289	14.735270754935641	
Q14692_BMS1	130	13.20592031263105	13.263303803206465	
Q12929_EPS8	134	13.4630557758403	13.574519996552619	
P46821_MAP1B	120	13.20228521252795	13.200409305301118	
P55263_ADK	48	12.21576537676185	12.289289365575101	
Q14554_PDIA5	134	12.977497719514751	13.079961959265512	
P25391_LAMA1	130	12.747732570237151	12.76234702013788	
Q2NKX8_ERC6L	128	11.954704178979501	11.869937866583193	
Q08211_DHX9	100	13.2246491249102	13.249913625826085	
Q92817_EVPL	105	13.7000567290068	13.585435451201572	
P06454_PTMA	122	15.4942560280425	15.454196654127966	
Q9UQ90_SPG7	121	12.2134736804424	12.258889552804208	
Q9Y2A7_NCKP1	133	14.7207708983343	14.449387608783585	
Q86VS8_HOOK3	134	15.3671452863877	15.436964521840459	
Q9NW82_WDR70	130	13.3110144279468	13.45415844038957	
Q01995_TAGL	125	12.6561556387433	12.544644723191793	
P20962_PTMS	121	15.7535204339101	15.777595096132735	
Q9UKK6_NXT1	124	13.8729358787718	13.828528137671926	
P11586_C1TC	96	14.1027669014644	14.191883903639768	
P29966_MARCS	128	14.6339414685103	14.712636045089477	
Q05655_KPCD	119	14.0376942740448	14.063934569092917	
Q1KMD3_HNRL2	123	11.564721777721	11.666655325240237	
Q96CS2_HAUS1	128	13.21453353954685	13.042747890854725	
P07108_ACBP	134	13.29696388030195	13.380828090231917	
O95425_SVIL	126	12.22241497195415	12.222427165897818	
P52739_ZN131	68	11.35221038396085	11.436073498480106	
Q8WUB8_PHF10	131	14.361010247191	14.316544111435437	
Q9NVR2_INT10	124	13.610109871140551	13.486809185856659	
Q9P253_VPS18	90	12.7491412107555	12.872879952976923	
Q52LJ0_FA98B	134	13.78878706374805	13.758140468928627	
Q9H1R3_MYLK2	127	11.7670527786486	11.71883416321844	
P40818_UBP8	132	13.035085588591	13.102550139813115	
Q9P260_K1468	134	12.97479666063995	12.94396249322559	
P42338_PK3CB	133	12.8471535257137	12.973081138797761	
Q92614_MY18A	73	13.3086162524928	13.311710311239562	
P49917_DNLI4	134	13.82276625629615	13.725243221780424	
Q86VP3_PACS2	132	13.85304560470065	13.968986815512107	
Q9HCS7_SYF1	121	12.9615780211567	13.01243231597368	
Q15020_SART3	134	13.753155953602452	13.785274130514884	
O75348_VATG1	130	14.67606607022395	14.584198541512796	
P17568_NDUB7	127	12.3079045711641	12.39833565270659	
Q9NVM6_DJC17	134	14.2267518931019	14.309815410708236	
Q9UHV9_PFD2	134	13.3802148345125	13.418585654328126	
Q6PGP7_TTC37	58	12.7356792729428	12.824032967163266	
Q6P179_ERAP2	120	13.779905199364851	13.916958209781814	
Q9NR33_DPOE4	120	12.008680217464	12.088861564936078	
P35232_PHB	54	12.5773061754754	12.484753977962916	
Q5JVF3_PCID2	133	13.3364906562554	13.256639228061438	
Q9BUK6_MSTO1	134	12.8333470056492	12.904107960102428	
P55196_AFAD	43	12.8416456819608	12.804406732649124	
O15020_SPTN2	126	13.059690895841602	13.14674086567351	
Q8N2G8_GHDC	134	13.04502326456455	13.294524495173363	
Q6P0Q8_MAST2	122	13.376265418974	13.309988583074723	
O75717_WDHD1	134	14.1705502131478	14.171076020254272	
Q96I15_SCLY	55	12.5926608283119	12.617488687688837	
Q08379_GOGA2	131	14.6760842630874	14.58972368799861	
P33176_KINH	134	14.56158536303995	14.753528259057395	
Q86TM6_SYVN1	130	11.41618906857165	11.188940540466495	
P78318_IGBP1	127	12.8355686313414	12.81376054639704	
Q6ZVM7_TM1L2	51	12.5958254955468	12.386403673966488	
Q6ICG6_K0930	134	13.2690519180809	13.407063584126268	
Q8IVT5_KSR1	134	13.3551753445437	13.34496096263042	
O60524_NEMF	134	14.0944808507507	14.23673660663255	
Q9C0C2_TB182	130	13.37926880913755	13.429786726566041	
Q8IXQ3_CI040	120	12.241268540761201	12.31703796647518	
Q2T9J0_TYSD1	134	13.562146268604799	13.475842802558395	
Q00610_CLH1	112	13.7332954948029	13.829742676906873	
Q16877_F264	131	12.5368517363766	12.482391188607448	
P49327_FAS	119	14.1985491822807	14.307319923983234	
Q9H4A4_AMPB	134	14.56305864779315	14.569629358731902	
Q9NS91_RAD18	133	14.0377438169469	14.32507933845823	
O76021_RL1D1	132	13.10573126845955	13.283173774713182	
P35606_COPB2	100	13.6009658422551	13.640367704943564	
Q14676_MDC1	120	12.895094667138551	13.184647209270098	
P53985_MOT1	128	12.741290185202551	12.997385641047556	
Q9BY42_RTF2	134	14.475815673001549	14.559491842000785	
Q9P032_NDUF4	134	12.97020760046675	13.076685770532542	
Q9NZN8_CNOT2	122	11.85416524578935	11.886661203492284	
Q9GZS1_RPA49	132	12.531889005050399	12.53965304226111	
P55809_SCOT1	45	12.8704284954617	12.692088647637155	
P56192_SYMC	43	12.8805341159881	12.94896782839982	
Q8NCM8_DYHC2	119	13.9188747690524	13.563407421585518	
Q4KMQ1_TPRN	134	14.03132185944015	14.200772943598153	
Q8IXK2_GLT12	134	12.07515928018	11.991342924098019	
Q8N4A0_GALT4	132	13.054092532023201	13.164128261310012	
Q10471_GALT2	130	12.942761043773999	12.862819568446197	
Q7Z4V5_HDGR2	130	14.8387204991743	14.915928477917596	
Q6SZW1_SARM1	100	12.689320970371	12.586684781212739	
Q9NVZ3_NECP2	134	14.33385715266665	14.40253046780607	
Q9NUQ6_SPS2L	134	13.223080111944501	13.3223965504869	
O60306_AQR	129	12.4372242781136	12.811942207920989	
P27708_PYR1	118	14.266169031965148	14.214214943576964	
P31483_TIA1	134	14.181639594078352	14.768470327650018	
Q15006_EMC2	124	11.791866936905	11.895067884260564	
P62258_1433E	73	12.3089979396918	12.306300357535706	
Q6UWE0_LRSM1	125	13.7324612424704	13.674489976376737	
P49257_LMAN1	123	14.0262651755231	13.95704981265952	
Q969H8_MYDGF	134	12.98300318412435	12.915066062108565	
Q86UX2_ITIH5	126	12.18824860217945	12.394118097418895	
Q8IWA0_WDR75	99	12.422261624256	12.723381070809669	
O00273_DFFA	134	13.35739237521895	13.388812259175404	
P35908_K22E	134	15.7288038398281	15.749222345013314	
Q9UQ35_SRRM2	131	13.9349234219497	13.949080176329256	
P31040_SDHA	54	12.97258482531435	13.141847903151776	
Q08380_LG3BP	134	15.45234008675525	15.396058907517808	
O75385_ULK1	127	11.6605968030277	11.854730802335066	
Q8IVG5_SAM9L	124	12.75924872966795	12.346166960271226	
Q12882_DPYD	134	14.01021629517075	14.099461876462659	
P08311_CATG	134	14.92175625564525	14.947233913230242	
Q9UID3_VPS51	134	14.20938140993145	14.237866908632665	
Q14999_CUL7	134	14.7119509737707	14.775486492905975	
Q5JTZ9_SYAM	126	12.550874872610251	12.5972251729025	
Q8WUM0_NU133	80	13.02815650888755	12.773852424779445	
O94953_KDM4B	134	13.432862153268	13.62588407757368	
P04406_G3P	122	13.54396630937805	13.61496818402209	
P10636_TAU	134	13.7354175425276	13.855698798076856	
Q4KMQ2_ANO6	134	13.67148220754755	13.740603160613409	
Q9UHN6_TMEM2	134	14.536584539579401	14.662504784919433	
P05091_ALDH2	45	13.5334266892424	13.660007968621258	
Q8WX93_PALLD	134	14.2856650865274	14.10334200912429	
Q9UBI1_COMD3	134	15.29127890625535	15.333210552518835	
P13591_NCAM1	134	13.934283628041051	14.063510283759122	
Q96CT7_CC124	134	15.00707407753155	15.159563540477707	
Q5PRF9_SMAG2	94	12.639346817397449	12.76920520303405	
Q9UKD2_MRT4	134	14.5229560423197	14.354005181041188	
P19623_SPEE	122	12.43571409617575	12.751418372269963	
P26006_ITA3	134	14.5295113490509	14.67449054124748	
Q13576_IQGA2	129	14.1541073815823	14.029599404374151	
Q92925_SMRD2	133	13.6423576416923	13.574081951933046	
A6NCS6_CB072	122	12.12658573391385	12.169348772165048	
Q9BZV1_UBXN6	54	12.08646888616735	11.862645572502995	
Q9P2R3_ANFY1	121	12.9193933944887	13.138815057319693	
O75175_CNOT3	134	13.9596359835225	13.928107003971807	
O95685_PPR3D	134	14.3341031782956	14.252450942911914	
Q9Y4K1_AIM1	63	13.1978054567265	13.284825227451446	
Q9NSD9_SYFB	97	13.5358066613454	13.619573262773976	
P52758_UK114	78	12.50825954534875	12.638125119761721	
Q9Y315_DEOC	132	14.35286796124395	14.461035657640963	
Q92843_B2CL2	125	12.0118519107036	11.964421127230908	
Q3LXA3_TKFC	133	12.6992366040935	12.326030864535817	
Q8TE68_ES8L1	134	13.86202732260825	14.028587243821226	
Q99543_DNJC2	128	12.169087729321	12.178685532125055	
Q9Y5K8_VATD	129	12.3338285614004	12.513353778319976	
O95786_DDX58	124	12.81921950224545	12.759769915245046	
Q9UHI6_DDX20	134	13.1990098998631	13.347852871899843	
P22732_GTR5	134	13.43302019604965	13.690424456440567	
Q0VDF9_HSP7E	125	12.5045856611846	12.614889886939736	
Q7Z478_DHX29	134	14.87604604230845	15.072916536997184	
Q9HC84_MUC5B	53	12.7861960437943	12.812449673958698	
P56182_RRP1	134	15.543430053710551	15.420081073903642	
Q9H4A6_GOLP3	134	15.352968820505	15.324687715741756	
Q92499_DDX1	119	13.9850975208374	13.946601898517166	
P46926_GNPI1	134	12.985917349202651	13.180093664749762	
Q8IYS2_K2013	134	14.15058417511055	14.165637046965257	
Q14761_PTCA	131	12.2264521879326	13.119549410178768	
Q8N1G4_LRC47	69	13.2447319318541	13.29228054429755	
Q96IR7_HPDL	131	13.3423018304873	13.23360966891665	
P28838_AMPL	134	13.3600406648135	13.599076649950659	
Q99459_CDC5L	125	13.7701544082623	13.758997747771481	
P30566_PUR8	119	14.2833359436207	14.497982943507273	
P47736_RPGP1	116	12.04663673927735	11.826926799501086	
P62424_RL7A	133	12.6163013395555	12.474528110854225	
O75533_SF3B1	100	13.562971438960851	13.475062199631601	
Q6ICB4_SESQ2	123	11.7402425823944	11.521722007094017	
P11474_ERR1	42	10.27426892897253	10.274029231210275	
P39059_COFA1	118	12.940009470083801	13.024190099393241	
O00329_PK3CD	134	13.50247074259375	13.520983427351712	
Q8IUD2_RB6I2	68	13.0654080232606	12.96592757663137	
Q9BW92_SYTM	70	12.9721638130786	13.007299599817712	
O75446_SAP30	134	13.9841751565028	14.102910295886957	
P48740_MASP1	131	13.1215482012608	13.491464313225993	
Q15785_TOM34	123	13.2624787456822	13.287860274548844	
Q9BQ69_MACD1	121	12.3013058079545	12.264368234191648	
P20618_PSB1	123	12.8231431515422	13.092880924599703	
P27694_RFA1	134	14.1499648776031	14.122494002051017	
Q7L1T6_NB5R4	134	12.986894697124	13.219224994971391	
O75369_FLNB	112	13.10584810078055	13.110807853759757	
Q9C026_TRIM9	134	12.782522903056702	12.890651934456315	
Q9Y520_PRC2C	134	15.472152981502699	15.539304511989563	
Q14674_ESPL1	124	13.6240239681415	13.539706910750784	
Q5T653_RM02	133	13.9111952406716	13.870188566346917	
Q8N5M9_JAGN1	134	13.628176813516351	13.730783249777403	
Q9NVU0_RPC5	132	14.1865948754785	14.283493651201299	
P10586_PTPRF	89	13.131844496926	13.092863079859647	
Q9UBN7_HDAC6	134	13.1427912124826	13.145271010790443	
Q14974_IMB1	67	12.9020580499433	12.91227382766554	
Q96EN8_MOCOS	61	10.855056337608	10.775118108428902	
Q8IUC4_RHPN2	125	13.6003643296599	13.647495498084805	
P05386_RLA1	79	11.0786507090286	11.261108216587056	
Q96SB3_NEB2	129	12.5004332702556	12.499677354315091	
P98160_PGBM	70	13.07440924530105	12.979290770561972	
Q9Y230_RUVB2	133	12.6314968509816	12.620013986142524	
Q9H0N5_PHS2	134	12.95580032588185	13.054804767674066	
P33316_DUT	134	14.08036383242175	14.277790132177321	
Q5JSZ5_PRC2B	131	12.6435176462817	12.752588528528657	
Q9H444_CHM4B	134	15.0475979224405	15.211619316846898	
Q8TEX9_IPO4	118	13.5627839186729	13.755297571559737	
P21757_MSRE	134	13.6165373713542	13.682774840930431	
Q9UJX2_CDC23	134	14.2290482807818	14.459978665204746	
O75410_TACC1	126	12.474848871369	12.672410840212795	
Q15021_CND1	115	13.6598426384664	13.974996511203328	
Q15833_STXB2	133	12.5457004315252	12.468730198755434	
O43795_MYO1B	132	13.4062592700051	13.8372441815571	
Q05823_RN5A	134	14.0609065950134	14.178065324346665	
Q9UQ80_PA2G4	127	12.1030099105717	12.220711946670493	
Q3B7T1_EDRF1	134	11.96961402822405	11.886217377809292	
Q6JQN1_ACD10	83	13.1945500140373	13.499896434706251	
P78371_TCPB	55	12.6319045122594	12.805422205757935	
Q9Y2U9_KLDC2	131	12.7247887536534	12.640741474180397	
P04049_RAF1	127	12.0680286630992	12.18479126734995	
Q5K4L6_S27A3	133	12.6683122031384	12.794811897350847	
P61764_STXB1	134	14.060049313593499	14.022380996042969	
P36269_GGT5	132	14.0361425322283	14.227195964896564	
P0CAP2_GRL1A	120	12.87047715183935	12.686892593260897	
Q96PK6_RBM14	132	13.89826216180135	14.12752227080838	
Q8TEW0_PARD3	134	14.7005387539057	14.743454181919555	
Q92804_RBP56	134	14.302565004412099	14.409866982460548	
P35637_FUS	120	11.2089751121635	11.48728995360036	
Q9UHB9_SRP68	133	12.9707709362436	12.978951019520043	
Q8NB49_AT11C	128	11.86410311492915	11.758885340017091	
Q5THJ4_VP13D	133	12.1047763024522	12.108241101817542	
Q9Y2W6_TDRKH	130	12.03990512609445	12.182755750754028	
O43432_IF4G3	127	13.2408942150446	13.284766382492261	
Q7Z6B0_CCD91	125	13.4370173878678	13.420875093734091	
Q15075_EEA1	130	13.9544737301535	14.03665399965594	
Q9ULL1_PKHG1	118	12.1076367416398	12.26175430629703	
Q7Z406_MYH14	133	13.6615001862697	13.512258899382525	
Q9P2E9_RRBP1	129	13.2362906398139	13.252992898964072	
Q6YHU6_THADA	130	12.11050038437115	12.04753844720293	
O14744_ANM5	129	12.7724950801057	12.79256863210546	
Q01664_TFAP4	58	12.408062315759299	12.534831075057339	
O15083_ERC2	134	11.8253214485851	11.993462673983286	
Q5VTQ0_TT39B	89	9.77162901562758	10.29805590868358	
Q12980_NPRL3	134	12.94088779653435	12.972101418863817	
P28332_ADH6	134	13.3914732329268	13.327603094164429	
Q96GE4_CEP95	134	12.18150770584855	12.463800832728593	
Q96I25_SPF45	125	11.436379420464	11.396298505987767	
O60645_EXOC3	92	12.94207015942275	12.975732998561353	
Q96DI7_SNR40	126	11.662344213409352	11.67606157193665	
Q9NTJ3_SMC4	118	12.84009428072715	12.864498980939144	
P19827_ITIH1	134	15.1445984009687	15.249568251385567	
Q7Z3J2_CP062	132	13.985628691524951	14.127083664214757	
P22234_PUR6	134	14.5692252952554	14.577003970434404	
O95747_OXSR1	116	13.0222908369529	13.215256622750532	
Q8NDI1_EHBP1	127	13.8795155404974	14.09377189277567	
O00534_VMA5A	134	14.64689429960845	14.649211530305159	
P30273_FCERG	121	12.5590107468135	13.383998433144596	
Q7Z417_NUFP2	125	13.205870744642	13.245085248899505	
Q9BY89_K1671	129	13.0699484212273	12.976837697966753	
Q96AT1_K1143	125	14.740829284561	14.581416835238073	
P19338_NUCL	105	14.574599546671	14.602140884928453	
P62913_RL11	132	12.5819836061306	12.740996702826445	
P02765_FETUA	134	16.2598452140154	16.349498193763065	
P50479_PDLI4	134	14.4075190781871	14.538665939198488	
A6NKD9_CC85C	134	13.80301063896875	13.700430128050796	
Q69YQ0_CYTSA	129	12.5114944676084	12.442672198446292	
