accession	n_quant	median	mean	hits
P15144_AMPN	118	13.16964030009775	13.309287708295093	
Q9HA77_SYCM	131	12.5075456893889	12.580102002184672	
Q9HC35_EMAL4	134	14.8205189531275	14.994860333363441	
Q32P44_EMAL3	121	13.1376328189267	13.039280079427215	
Q9Y4F1_FARP1	127	12.7126960824562	12.727102121025467	
Q96SY0_VWA9	131	12.6574582348186	12.58885667828371	
Q14195_DPYL3	125	13.9124857862673	13.968472390901331	
P24941_CDK2	133	12.3687267554349	12.33849661468836	
P54098_DPOG1	134	13.2947445049269	13.35018307838255	
Q9BRR9_RHG09	133	12.3767086638684	12.513909005735984	
O00151_PDLI1	67	12.6422368997287	13.014651679852212	
Q8IVF2_AHNK2	134	12.747818634404	12.71046384621807	
Q9Y240_CLC11	72	12.0320980946753	12.336006413076717	
Q9NWZ5_UCKL1	134	14.47700681514865	14.488090546000777	
O43747_AP1G1	131	13.2765986513295	13.316461012868265	
P54920_SNAA	134	14.44477539731285	14.60933322495006	
Q9H115_SNAB	134	13.8716097360546	13.929272648122819	
Q17R89_RHG44	72	10.54077755311425	10.592813178347498	
Q68EM7_RHG17	134	13.90630202678885	14.003619747761505	
P15428_PGDH	76	11.4581775726896	11.92214799382604	
Q12756_KIF1A	134	14.9502153821488	15.285892579367756	
P09417_DHPR	134	12.364561989510001	12.384366309907627	
Q8NFW8_NEUA	134	14.482653337823699	14.563365424905857	
Q86UK7_ZN598	134	14.609594439171051	14.634433783409357	
P11766_ADHX	132	12.64555845238305	12.837790139018933	
P46019_KPB2	130	12.775243587734451	12.69302010731462	
P46020_KPB1	134	11.648619158053151	11.891386485336097	
P34897_GLYM	51	12.5909940643335	12.44091741575851	
O95319_CELF2	134	13.529298196268101	13.640085472836786	
Q92879_CELF1	134	13.5762333171631	13.675078280414539	
P52815_RM12	134	14.3031982361639	14.440242488285028	
P08727_K1C19	133	13.214430363377	13.041071439192288	
Q8NB16_MLKL	134	12.78284668069285	12.728739541289338	
Q96FS4_SIPA1	134	14.11191104459935	14.185747291430951	
Q92922_SMRC1	131	14.2677867072847	14.297005089893995	
Q96RT7_GCP6	134	13.186420575412999	13.365720350532106	
Q96CW5_GCP3	110	12.241421517428751	12.428586854870375	
Q15057_ACAP2	131	13.3804777216729	13.248929818261672	
Q9H0D6_XRN2	46	12.90377922001745	12.629375198063945	
P78549_NTH	118	11.308767415206251	11.417345309266068	
Q9NRV9_HEBP1	134	14.5001888929746	14.622692117395243	
O14967_CLGN	121	12.1029414490801	11.824449616793363	
Q9H7J1_PPR3E	123	12.8914120106134	12.902755472550178	
P09601_HMOX1	134	13.9820898731806	14.10432124181372	
Q92797_SYMPK	78	12.188056799788349	12.442970125721295	
Q14168_MPP2	134	11.82088391961525	11.804082220130095	
Q5M775_CYTSB	124	12.4880797073345	12.481982820779113	
O75643_U520	49	13.7840728588316	14.022964643998995	
P42345_MTOR	109	14.1466862289504	14.00860551417332	
Q9BRX8_F213A	120	12.7469084434696	12.717136163364948	
Q12872_SFSWA	128	14.52330324817485	14.674324746173054	
Q15024_EXOS7	133	12.5520688260314	12.499257626672929	
Q96GD0_PLPP	134	13.039222738908851	13.357116701744278	
P42684_ABL2	134	13.4367707046473	13.520680874462835	
Q02833_RASF7	134	14.192652507949902	14.241550716905595	
O75420_PERQ1	42	12.5259924313414	12.527564046578547	
P04114_APOB	134	15.8823679309919	15.946321227727552	
P11172_UMPS	77	12.4244873385096	12.257117999092387	
P14317_HCLS1	134	15.530589361700699	15.499898980068306	
Q9UIF9_BAZ2A	133	12.6759783181133	12.331281378551308	
P41227_NAA10	132	12.283893160553149	12.560237063108692	
Q8NDH3_PEPL1	134	13.09514190320975	13.153395856807888	
Q9NQX4_MYO5C	129	12.7113196207667	12.731702361778916	
P33240_CSTF2	134	14.249579154865199	14.268591662935204	
Q9H0L4_CSTFT	134	14.77678803360535	14.782429107311888	
Q9UKF6_CPSF3	134	13.8303273331801	13.83592409836469	
O00401_WASL	134	13.5666860551957	13.478545386335442	
Q9C0C9_UBE2O	130	12.4742467295989	12.62481057237078	
Q96EV2_RBM33	134	13.9367114043616	14.001928925787846	
Q13813_SPTN1	112	12.308603172598	12.425558996508954	
P78346_RPP30	132	13.6479380230744	13.658470655588603	
Q9H8H0_NOL11	56	12.68022515990085	13.024246602458225	
Q14004_CDK13	133	11.5191771860532	11.508478806194002	
P0C7T5_ATX1L	122	12.814646746929	12.64209660117166	
Q8ND30_LIPB2	126	12.7987715393033	12.848054817132363	
P15289_ARSA	132	13.651389898638	13.593148186064361	
Q99959_PKP2	127	14.7102792745277	14.662937626552198	
Q9BRR8_GPTC1	134	13.503475311715949	13.520767668625211	
Q9P287_BCCIP	126	13.18120610635755	13.165744460984733	
Q3ZAQ7_VMA21	132	10.85323550046775	11.536309017223193	
O75558_STX11	79	11.9141508833485	11.987651697435503	
Q8WVV9_HNRLL	127	11.9599815411149	12.14138554402469	
O95602_RPA1	121	12.9547653514683	13.27065678939651	
O14772_FPGT	134	12.26158811781495	12.619682773795478	
Q99988_GDF15	134	14.044042236438951	14.207403138318341	
P78316_NOP14	129	12.3033418181676	12.248922564415743	
Q14147_DHX34	118	12.0813528547544	12.294035699670117	
Q9H3S7_PTN23	132	12.2102225428595	12.348456009710231	
O00459_P85B	134	15.035994151292101	15.058034658920482	
P55072_TERA	57	13.8255502337728	13.651544518678454	
Q9BY43_CHM4A	130	14.69247600632595	14.566833001954057	
O00139_KIF2A	124	12.2376392302982	12.28997530570085	
P50583_AP4A	134	13.6957831119602	13.7813715128699	
P62851_RS25	133	14.5359143548362	14.519016329717374	
A6NC98_CC88B	134	13.2906611296483	13.419793230773296	
Q9NRY2_SOSSC	120	12.7095743122678	12.602330632854736	
O60287_NPA1P	80	13.91117809152425	14.03034829725791	
Q03001_DYST	121	12.1547440922559	12.123037389844239	
O96013_PAK4	127	13.4564759939559	13.47102351903961	
O43524_FOXO3	134	13.3052717503205	13.670748194619737	
Q6NXE6_ARMC6	134	13.312990198405299	13.287001433823031	
P53041_PPP5	103	13.1644236741767	13.096281268281722	
P62910_RL32	134	14.773493188744752	14.919776704228104	
Q9UNQ2_DIM1	85	12.3880490868555	12.244280631180878	
P42765_THIM	133	14.2078681043237	14.446043906510074	
P78527_PRKDC	132	14.0092791487976	13.899171695049375	
O95831_AIFM1	125	10.9507624946883	10.87101281052074	
Q07954_LRP1	123	11.8224709418533	11.869366075609312	
Q14978_NOLC1	116	11.79046780389125	11.415884544980639	
Q6B0K9_HBM	90	9.080502827907615	9.4639810699475	
P61201_CSN2	134	13.86363240920325	13.959561865603629	
Q6Y7W6_PERQ2	134	13.6022654716113	13.638844744825452	
P17987_TCPA	41	13.3866456829961	13.237927969986904	
O94832_MYO1D	80	12.07443466002025	12.171953553634877	
Q9BUE6_ISCA1	134	14.24530943863395	14.152891303914032	
P15336_ATF2	125	11.2651543516074	11.411771035891169	
Q9BS40_LXN	128	12.499178471096851	12.27334307706471	
Q9BUF5_TBB6	114	12.0274375084804	12.020091446175208	
Q96C11_FGGY	134	14.1680851589746	14.341128563905391	
Q9BPU6_DPYL5	130	13.0651169823476	13.061314422564445	
Q8TAA9_VANG1	75	11.5864659380791	11.918508082541203	
O95248_MTMR5	132	13.423994388800399	13.36206837914421	
P02792_FRIL	120	12.7315562985511	12.854095758337824	
Q16891_MIC60	74	12.57266531858495	12.6163950492658	
Q96G03_PGM2	134	14.2060102863342	14.350239650466387	
P14923_PLAK	117	12.4787458373244	12.399489251580896	
Q10567_AP1B1	63	13.3114613320958	13.58907073695486	
P63010_AP2B1	46	14.20101206564855	14.040023558071654	
O60343_TBCD4	126	13.525977648920701	13.711136138995096	
Q9P0K7_RAI14	130	12.894067798553401	13.179577575177106	
Q9NX74_DUS2L	134	13.8121929544723	13.735690777751083	
A1L0T0_ILVBL	132	14.38537465290125	14.362504397354323	
Q14534_ERG1	116	12.4529888182768	12.426012347814845	
P48728_GCST	127	12.1722554557716	12.27415978672525	
O60725_ICMT	130	10.5619927354336	10.948085749688639	
Q8IZ69_TRM2A	134	13.7348158652951	13.771744811833218	
Q14191_WRN	132	13.87246442391595	13.986032943456683	
O14920_IKKB	132	12.37639864513815	12.348113729246103	
Q01082_SPTB2	117	14.2980090736002	14.363867752495487	
P11277_SPTB1	134	14.4478531747642	14.46659713959836	
Q9BTW9_TBCD	110	11.96811746268955	11.994972970678374	
P01019_ANGT	127	14.3838445859301	14.814426364497695	
Q9Y2V7_COG6	119	12.3036696245943	12.266805282695104	
Q9NYL9_TMOD3	109	12.5008106030418	12.695848245764871	
Q8WWA0_ITLN1	133	13.925451151337	13.866561529870609	
Q8N3Z6_ZCHC7	120	13.7132137537887	13.672019531258478	
Q16566_KCC4	125	14.1565389794609	14.176854438768215	
Q86V48_LUZP1	134	14.89243148546905	14.953201044790609	
P12931_SRC	120	13.871820971504249	13.693376994068675	
P06239_LCK	121	14.6729666347439	14.654967264593056	
Q8NEZ5_FBX22	130	12.90297859080915	12.992161191597718	
Q9H7U1_CCSE2	134	14.3210099718728	14.252364359325291	
P05062_ALDOB	83	13.2608707903896	13.206685948696581	
Q8WXI9_P66B	134	13.30036245137105	13.364773009603923	
P39880_CUX1	121	11.9245753127008	11.877862005669774	
Q8N8E3_CE112	134	14.0767638802031	14.11404990440704	
Q9Y4P8_WIPI2	131	12.1134987528618	12.15483538710922	
Q9BV44_THUM3	133	13.3187899437804	13.277107298568012	
Q8IY81_SPB1	79	13.3259911764124	13.352759110889869	
Q5VZL5_ZMYM4	124	12.50100010718575	12.40507080436449	
Q9NUQ3_TXLNG	134	14.337944018905201	14.363482704409481	
Q9P0V3_SH3B4	124	12.98272490526885	13.28514964514474	
P50750_CDK9	132	12.436667449825801	12.604350645558737	
Q9Y6E0_STK24	54	11.6304480692457	11.623367923333555	
O00506_STK25	134	13.724150526968451	13.824572139763525	
Q9P289_STK26	134	13.74816438511545	13.617357849200022	
P07948_LYN	129	14.0604836208198	14.36973155187468	
P05549_AP2A	134	13.975758866324501	14.228370151960213	
O75489_NDUS3	103	13.2753437262571	13.279108838541278	
Q8ND04_SMG8	134	14.9695466498024	15.01757223605331	
Q9Y4D7_PLXD1	122	12.103231832411101	12.065735280853701	
Q6F5E8_CARL2	134	12.7266337544026	12.753742400717675	
P17676_CEBPB	134	13.7252827236038	13.781089649503324	
Q96JN8_NEUL4	132	12.9325358946475	12.889909493832844	
Q9UBP6_TRMB	134	13.481002516795499	13.57378743521308	
Q8N350_CBARP	131	13.1301193530168	13.368368191809253	
Q86Y37_CACL1	121	11.7055349188563	11.80175849352605	
Q8NF37_PCAT1	134	13.98758191198755	14.143477019983019	
Q9UKV3_ACINU	134	15.1856884621488	15.171940251100265	
Q9UHJ6_SHPK	128	13.229614204507751	13.349337497940024	
Q96GQ7_DDX27	127	13.2143752148343	13.508686194582404	
Q9Y639_NPTN	127	14.2043837360613	14.167115688377057	
Q8TF72_SHRM3	131	13.2765285535934	13.433988019970789	
Q9H9F9_ARP5	134	12.5071818529434	12.405309634928974	
P31146_COR1A	125	11.9814998931599	11.938946326430889	
Q96TA1_NIBL1	58	13.161157064002701	12.859652343573465	
Q15181_IPYR	134	14.7414382890999	14.830668557964914	
Q15233_NONO	129	14.2152024290235	14.319928431803328	
P51813_BMX	128	13.00984969333795	13.078771531925247	
Q8N612_F16A2	134	13.2330784328384	13.180198689237885	
P35658_NU214	134	14.1268851754742	14.430112865150472	
O00391_QSOX1	134	13.51005582096475	13.467989362840807	
Q9BV36_MELPH	131	12.7141117505092	12.84045270270855	
Q7Z6V5_ADAT2	133	12.1995822854784	12.265799919679989	
Q92610_ZN592	132	13.94487564397895	14.098773308987923	
P85298_RHG08	128	11.82855542000475	11.8810995113031	
P12111_CO6A3	86	13.6085489892174	13.874003927943752	
Q5T6F2_UBAP2	112	12.50919579464445	12.517495504118594	
Q9UGI9_AAKG3	134	14.994484267403	15.204245756286149	
Q7L2J0_MEPCE	134	13.891279457108102	14.079862495468586	
Q12965_MYO1E	134	14.44682295715345	14.606334224631732	
Q5T4S7_UBR4	98	13.68427390463425	13.597325068461393	
P16298_PP2BB	131	12.2661801770063	12.66441074137211	
Q9HAF1_EAF6	128	11.715459972468949	11.774359027489114	
Q96RR4_KKCC2	134	14.56002082224255	14.513960031998057	
Q9H334_FOXP1	121	12.2884609096194	12.155417245771014	
P38435_VKGC	134	15.05087711373245	15.464267200868546	
O75694_NU155	128	12.94647190784125	12.98850200734485	
Q9HCB6_SPON1	128	12.580696616176649	12.732235376642999	
O95817_BAG3	129	12.9007440495824	12.978382946727422	
A0M8Q6_LAC7	127	13.256975332065	13.647192953834105	
P0CG05_LAC2	126	13.38842714948585	13.502028608222906	
Q9BRP8_PYM1	134	14.5202241146541	14.506829474139993	
O60331_PI51C	132	11.61952616865345	11.75159267437309	
P27987_IP3KB	127	12.363845917751	12.44925759724883	
P18583_SON	97	12.8459245111676	12.886744401273102	
Q96N67_DOCK7	118	13.85951743322035	13.766849186193147	
O75808_CAN15	119	12.0038735741569	12.002570817919057	
Q9BUL5_PHF23	132	12.2552594325855	12.378731333141074	
Q9NR12_PDLI7	134	15.02112565566795	15.020052359213963	
P08651_NFIC	134	14.09683006221745	13.987932817280337	
P04075_ALDOA	127	13.7665184270147	13.61029310013176	
Q5T160_SYRM	82	12.738283025971	12.634506108163725	
Q9Y2X7_GIT1	134	15.0967194431881	15.087507422227386	
P35520_CBS	134	13.65520023834585	13.768819859626326	
Q9Y2D5_AKAP2	134	13.752661244788701	13.877731501644526	
Q9NW08_RPC2	134	14.751817928523199	14.694761282242489	
O75594_PGRP1	134	13.856358121327549	14.023583884004518	
O60232_SSA27	134	13.83399333626985	14.156077251713082	
O75449_KTNA1	43	12.8225389842706	12.52778653153707	
Q5JTH9_RRP12	117	13.5389530572691	13.866199859163453	
Q13952_NFYC	134	14.837342818594099	15.042489628374456	
Q16134_ETFD	130	12.4470164198455	12.369924692603746	
Q9H4L5_OSBL3	134	13.27137088320535	13.190003272993774	
P04040_CATA	128	13.52075639319295	13.4043772467034	
P52790_HXK3	126	13.5613661634358	13.53803016097837	
Q2TB90_HKDC1	93	11.4981198354919	11.42313771089417	
P19367_HXK1	120	14.025995052334	13.806473767722341	
P52789_HXK2	133	12.6295277432661	12.749263300366527	
P55268_LAMB2	134	13.61627776967615	13.659595679302571	
O75146_HIP1R	127	11.9973499238059	11.83885901986917	
Q9UPY3_DICER	111	11.9405421746553	12.32758209197817	
Q9UKU7_ACAD8	132	12.95654508706095	12.898552433613059	
P09622_DLDH	117	14.0818994469815	13.969773658664014	
Q9NZL4_HPBP1	124	14.20562354961055	14.169095404946423	
Q9BV73_CP250	134	14.85667934915945	15.070667830356987	
Q969V3_NCLN	134	14.847003587356749	14.990503843842797	
O14492_SH2B2	132	13.574588696497699	13.41424006158082	
P07942_LAMB1	41	12.9926026347074	13.059907724020807	
Q96B54_ZN428	129	12.9383551285011	12.84684621736717	
P48729_KC1A	129	13.76894792972	14.074016965807498	
Q9Y5X2_SNX8	134	13.679338680207099	13.756529950642364	
Q96A26_F162A	116	12.64733283271255	12.620537958309226	
P78563_RED1	134	14.248172855615799	14.23119423433674	
P35914_HMGCL	40	12.456630167380549	12.797427588385958	
Q8TDY2_RBCC1	132	12.270721186313601	12.239784265998502	
Q9UMR2_DD19B	130	13.0128968038158	12.86299172719353	
P46459_NSF	130	12.460400466289599	12.507410585498027	
P30622_CLIP1	132	12.9476889765155	12.94930214247372	
Q15642_CIP4	129	12.9807976752389	12.976866982447202	
Q5VIR6_VPS53	124	11.06972797015835	11.15278753041264	
O94964_SOGA1	134	12.077716417942248	12.043026653941087	
O94915_FRYL	42	13.95343998927595	13.91735452790944	
Q8IVM0_CCD50	134	14.633484350632099	14.82192258741123	
Q5VT06_CE350	134	12.38511319195485	12.515885012810696	
Q96I24_FUBP3	120	11.4875680721149	11.53323565833762	
P01023_A2MG	134	16.139523228763	16.346222734939882	
O96011_PX11B	128	12.0595548985679	12.223855920370921	
Q96EA4_SPDLY	134	13.96178003053365	14.04272020926853	
Q9NR56_MBNL1	118	13.5870945956436	13.668396341071988	
Q9NQ88_TIGAR	63	13.0178709467842	12.87454074026081	
Q9NZT2_OGFR	134	14.1769744502057	14.426570335738731	
Q5VUE5_CA053	133	12.2340874087427	12.26485042838781	
Q9UKY7_CDV3	129	13.960411537215	13.928865398695491	
Q9Y4F5_C170B	118	12.75890049585715	13.013954634741488	
O00116_ADAS	134	13.4824696058131	13.707205507802783	
Q96E22_NGBR	108	12.2908014631151	12.254491646833756	
O75367_H2AY	133	11.5819827903059	11.463344264753632	
O00154_BACH	122	12.917169306325999	12.855102467979746	
Q96HY6_DDRGK	79	11.7594139284206	11.8333662861366	
P31323_KAP3	69	13.3010443774525	13.347429645416767	
Q16787_LAMA3	131	13.6742822893104	13.630075495740268	
Q8NA72_POC5	119	12.660177013637	12.972419440942009	
O14976_GAK	117	14.5055984443694	14.689672280213546	
P13861_KAP2	133	13.9904407857509	13.965819786269323	
Q96JM3_CHAP1	134	13.67577056139425	13.776411217527471	
P19532_TFE3	134	15.04212919176815	15.109664304657146	
Q2M3G4_SHRM1	132	11.462650763493048	11.60577194233043	
Q8IXQ6_PARP9	120	13.1479307972599	13.124376199500082	
Q13422_IKZF1	121	13.5997791014776	14.035958158689457	
P16401_H15	129	12.748237290408	12.90979632900533	
P16403_H12	120	15.3983799838187	15.629771685963776	
P10412_H14	120	12.5265214635576	12.565244558752982	
Q641Q2_FA21A	58	12.21134333167955	12.351320792437866	
P09525_ANXA4	108	14.248416784169951	14.21843548639859	
P10643_CO7	134	15.2953928104971	15.46035887958064	
P26640_SYVC	59	13.7053428107319	13.402640427567018	
Q12959_DLG1	118	11.968865457084249	11.856004008192745	
Q8TEQ6_GEMI5	126	13.443441451295701	13.52986869947557	
O60291_MGRN1	134	13.096250546928399	13.147747498835141	
P23588_IF4B	120	14.42601028317055	14.206256862215172	
A8MXV4_NUD19	133	13.1291677371863	13.172147434298713	
Q92538_GBF1	93	13.3472152092763	13.325479210217656	
Q9Y2J4_AMOL2	134	14.2277467790964	14.295697631468204	
O96007_MOC2B	105	11.8480051794403	11.800481761432941	
Q08378_GOGA3	134	14.78281915292585	14.915918192092576	
Q96N66_MBOA7	134	13.47593290797085	13.37150884491893	
P11182_ODB2	116	13.8831884572737	13.84969094494874	
O14521_DHSD	127	12.3656266375795	12.464558853406588	
P52948_NUP98	122	12.863126124709801	12.866782444313824	
Q27J81_INF2	118	12.0801557626516	12.045398722826226	
A2RRP1_NBAS	51	11.9668976546193	11.764906656949899	
Q02880_TOP2B	56	12.2411967317225	12.440315137526317	
Q9UHL4_DPP2	134	13.4675173818847	13.624465855029978	
Q5VW36_FOCAD	116	13.0696159771704	13.122715829538581	
Q9NZM1_MYOF	127	12.1029897061568	12.155094596177792	
Q5TCZ1_SPD2A	134	12.84613990182975	12.757278939703106	
Q8IYJ3_SYTL1	130	13.545434659790551	13.433072069058808	
O75592_MYCB2	97	12.7910662175062	12.512081891168014	
Q9UI08_EVL	118	12.165895365811451	12.279765621222348	
Q5T5U3_RHG21	134	14.3754327406708	14.42213076273693	
O15127_SCAM2	108	13.36407510071535	13.268034310359196	
Q9HCJ0_TNR6C	117	11.7670641663039	11.537884875974266	
O15484_CAN5	82	13.8157940045699	13.723366031353699	
O60563_CCNT1	126	11.92338075306135	12.005830043774852	
Q9Y446_PKP3	68	12.815598997307099	12.832903632002482	
O95819_M4K4	134	13.2919196150851	13.246971958940806	
Q02156_KPCE	133	14.2424057182965	14.105350149956607	
Q08554_DSC1	130	13.4521212062036	13.88105528567456	
Q9BYI3_HYCCI	80	13.4475384420887	13.438963166047019	
O95071_UBR5	58	12.60931675488465	12.624943375248584	
Q9NRF9_DPOE3	134	13.826816237333698	13.806379383288848	
Q9C073_F117A	127	14.3039714243458	14.486110407885539	
Q9H269_VPS16	130	14.554683541905248	14.368282680750651	
O60885_BRD4	122	12.5829657696128	12.665439640789218	
Q14126_DSG2	131	12.3038949157431	12.452005429996337	
Q9Y3F4_STRAP	134	14.6617012784371	14.741853951047661	
Q96B36_AKTS1	134	14.138985896835901	14.248697650647708	
Q9UJA5_TRM6	133	14.0815047128047	13.71610508642753	
Q8N1F8_S11IP	133	12.1353685071798	12.113545490224293	
Q9UPN4_CP131	122	12.321223749019751	12.188806048068356	
Q13263_TIF1B	108	13.0964405513505	13.15563375984997	
Q6WCQ1_MPRIP	127	11.7291469606059	11.452095995445458	
P82094_TMF1	119	12.0783882266682	12.144934747189044	
Q9HCL2_GPAT1	127	11.944572103169	11.949159145749897	
O00764_PDXK	86	13.941439702896	13.783203214617673	
P01042_KNG1	134	14.2003650199186	14.245681375932733	
Q9HCC0_MCCB	120	11.536136110658951	11.438719334431271	
Q96GQ5_RUS1	128	12.869133187010199	13.059228371371557	
Q02952_AKA12	133	14.8308886427546	14.822174962394158	
Q53GS7_GLE1	134	13.7235939904283	13.91008994972111	
Q9Y4I1_MYO5A	120	12.715521313956	12.64975705330837	
Q6PK18_OGFD3	134	14.08206136257115	14.264634561673864	
Q14683_SMC1A	126	12.6076622146687	12.677768730580517	
Q9H8G2_CAAP1	134	14.4632777305946	14.43189827493304	
O75128_COBL	122	13.741082157255299	13.631055944439094	
P49753_ACOT2	54	11.87338878116255	11.92243186593975	
Q86TX2_ACOT1	124	12.37523203436065	12.743707035898696	
Q99615_DNJC7	120	12.39765809265445	12.354818393008657	
Q6PD74_AAGAB	117	13.3978264130657	13.35075499318971	
P53365_ARFP2	127	11.9788839258406	11.960184574362524	
Q53H96_P5CR3	134	13.43962740003185	13.698917471851942	
Q13895_BYST	133	13.1587159706446	12.958618654885088	
Q9Y3Q8_T22D4	134	14.34619624914115	14.312911532233452	
Q96GG9_DCNL1	134	14.47130416188585	14.653573428973226	
P80303_NUCB2	129	13.6260941208887	13.743384880032155	
Q96PE2_ARHGH	116	13.04601479080985	13.155167695000989	
P51608_MECP2	119	12.4241847239638	12.306345648328977	
Q9NR77_PXMP2	134	12.32887051650625	12.27700443963857	
Q01415_GALK2	131	13.4902800164089	13.561491965551607	
P13611_CSPG2	134	13.46910997155275	13.475892970534126	
Q8N128_F177A	117	12.5084378922575	12.399314008663632	
Q9BXK5_B2L13	133	13.3103518958474	13.286978166293153	
Q96BP3_PPWD1	62	12.6155657136384	12.80137777803066	
