protein	n_R	n_NR	median_R	median_NR	p_val	foldchange	hits
P55036_PSMD4	30	18	14.49675502	14.072134815	0.254565470363006	0.214210924	
A1X283_SPD2B	30	18	13.072721385000001	12.893722025	0.287793982848976	0.390290863777778	
P05154_IPSP	30	18	14.661074785	15.136162885000001	0.452739118867676	-0.343367968377777	
O60346_PHLP1	30	18	12.191615344999999	13.22120322	0.133302792289545	-0.710396212622223	
Q8WWH5_TRUB1	30	18	14.547083765	14.670377825	0.614776072356852	-0.097136869111111	
Q9UNF1_MAGD2	30	18	14.53525612	14.66738894	0.579167546513388	-0.188511435000001	
Q9NZQ3_SPN90	30	18	13.989476435	14.56926494	0.0467309830742649	-0.579101100999999	
Q9NQP4_PFD4	30	18	13.348453710000001	13.284214765	0.910040825407256	0.0390928886666675	
O95551_TYDP2	30	18	14.630472359999999	15.24522573	0.327727554538983	-0.293756501666667	
O15357_SHIP2	30	18	13.178660985	12.85496946	0.351026142167905	0.369378872455556	
P21953_ODBB	30	18	13.49517707	13.013263814999998	0.471259177627005	0.215529777666667	
O15042_SR140	30	18	13.974156140000002	13.67590178	0.233030570100417	0.271940773444445	
Q01780_EXOSX	30	18	13.402644615	13.51770569	0.75358030893733	-0.0821753544444448	
O15405_TOX3	30	18	12.701458205	12.96575672	0.558352517540402	-0.291776163311111	
P02786_TFR1	30	18	11.71836454	12.561080245	0.0552376464431215	-0.663774796577776	
P07954_FUMH	30	18	13.669461675	13.669801905	0.489743891623112	0.196022893999999	
Q9Y490_TLN1	30	18	13.55928196	13.359254985	0.122549747014758	0.554482281888887	
O94826_TOM70	30	18	14.450443025	14.63761394	0.34539744367158	-0.386251409777778	
Q96L58_B3GT6	30	18	13.19716218	13.46562268	0.648510000163054	0.368631571522222	
Q16555_DPYL2	30	18	13.28548094	12.64969492	0.0939771105340244	0.618587187000001	
Q96S52_PIGS	30	18	12.354936185	12.533771015	0.918093373656795	0.0441588551444436	
Q17RC7_EX3L4	30	18	13.019913095	13.39203934	0.868977445963531	-0.0648959952444432	
Q8N4T8_CBR4	30	18	14.462637229999999	14.45614864	0.935342110374353	-0.0332144027777783	
Q96C19_EFHD2	30	18	12.42529355	12.72566357	0.413799833321217	-0.280672489000001	
Q9BUP0_EFHD1	30	18	11.028675960000001	11.00170336	0.746971009010552	-0.152227737477778	
Q9GZT9_EGLN1	30	18	11.90760371	12.763788115	0.109847453127355	-0.875211482122221	
Q15149_PLEC	30	18	13.63130459	13.180367494999999	0.0188387820199353	0.69953276211111	
Q96T51_RUFY1	30	18	15.001554915	14.93570841	0.791372433619881	0.0474195523333343	
Q8NFD5_ARI1B	30	18	13.187968625	12.97865246	0.418991137361367	0.359373700055556	
Q9BQS8_FYCO1	30	18	11.86196468	12.215646335	0.387676322881225	-0.234117546511111	
Q9BRK4_LZTS2	30	18	12.884704	12.663593675	0.43670754870613	0.336976213166666	
P51970_NDUA8	30	18	12.04672983	12.697433455	0.231895526290278	-0.702633843144444	
Q9BR61_ACBD6	30	18	14.480628605	14.516163465	0.810592474163159	-0.0549228082222228	
P08107_NA	30	18	12.846965874999999	12.224513340000001	0.00819810910045995	0.846971407666667	
Q96NB2_SFXN2	30	18	12.45674788	12.496683355	0.473203147186517	-0.474985950099999	
Q8TAE8_G45IP	30	18	13.862322875	15.125616745	0.366831098076529	-0.407156878333334	
Q8IYS1_P20D2	30	18	12.58621158	12.07705378	0.0257697462992796	0.906549646444445	
Q14008_CKAP5	30	18	13.90204885	13.775135665	0.342887358029978	0.421946420222222	
Q7Z392_TPC11	30	18	12.41011451	12.34907829	0.801546231662025	0.12890400141111	
P31948_STIP1	30	18	12.14948323	11.93067825	0.684126727996237	0.168905405644445	
Q92574_TSC1	30	18	14.137891075	14.40831758	0.683336244656131	0.124166309111111	
Q13423_NNTM	30	18	14.08036532	13.96877314	0.15434165952176	0.453726962444446	
O95273_CCDB1	30	18	13.655527315	13.251622665	0.558604209570127	0.247334050666666	
P29597_TYK2	30	18	13.861175845	14.276706780000001	0.859250373115089	-0.0681228783333339	
Q13470_TNK1	30	18	13.19195141	12.934217480000001	0.649097674151233	0.172890327666668	
P98172_EFNB1	30	18	13.61140333	13.77133483	0.100590657202882	-0.376364213333334	
O60716_CTND1	30	18	12.922025529999999	12.842897749999999	0.179539508947781	0.532389881111111	
Q14498_RBM39	30	18	13.950368115	13.776741295	0.744581133481572	0.102719887666666	
Q9NV92_NFIP2	30	18	13.225720214999999	12.581649225	0.285462809016701	0.659712446288887	
Q15042_RB3GP	30	18	12.222520085	12.028235599999999	0.801141269847897	0.0917312782888899	
Q9NX63_MIC19	30	18	15.115375935	14.34326974	0.157977908316072	0.508663199777777	
A5YKK6_CNOT1	30	18	13.05808746	12.417661185	0.180091782530781	0.451087946777779	
Q9H477_RBSK	30	18	14.556316835	14.686849304999999	0.876305899167592	-0.0671075718222216	
Q6UB99_ANR11	30	18	13.540952794999999	13.029911469999998	0.75847403317358	0.140504368544445	
P26641_EF1G	30	18	14.263468485	14.369372665	0.512380237579034	-0.300036343222223	
Q9Y2B5_VP9D1	30	18	11.907483615	11.5863841	0.454133467850411	0.343203877933332	
P20810_ICAL	30	18	13.59619768	13.682580439999999	0.824090949627685	0.063160627666667	
Q13608_PEX6	30	18	13.0443429	12.356107425000001	0.0952578305412497	0.758370723000001	
O43301_HS12A	30	18	14.084139780000001	13.344028345	0.295595919301732	0.365967228111112	
Q8NDA8_MROH1	30	18	13.286307704999999	12.84678851	0.414028346875619	0.253965204666667	
Q16643_DREB	30	18	13.06377236	12.608708454999999	0.424852056541784	0.272465756999999	
Q8TF74_WIPF2	30	18	13.10118421	12.85881249	0.691720280870862	0.102830347777779	
Q92506_DHB8	30	18	14.12461478	14.232691945	0.91112501562692	-0.0333892205555557	
Q9NVA2_40787	30	18	13.041824065	13.12214752	0.326665712171831	0.383366779722222	
P18054_LOX12	30	18	12.641606620000001	12.22195413	0.0276482630431542	0.786648509555555	
O14981_BTAF1	30	18	13.323459615	13.0330704	0.207187488513898	0.387814784	
Q99569_PKP4	30	18	13.4456035	13.265281125000001	0.688821020042104	0.149138340266667	
Q8N423_LIRB2	30	18	12.31404475	12.431248369999999	0.749340195808718	0.149326419166666	
Q8ND83_SLAI1	30	18	14.408395850000002	14.603964139999999	0.342210565129465	-0.413246036	
Q9H2M9_RBGPR	30	18	13.103915615	12.907220135	0.221292365804227	0.398255775444444	
Q7Z5L9_I2BP2	30	18	12.562036095	12.8428764	0.180848724504858	0.583930920666667	
Q9P1Y5_CAMP3	30	18	12.813986085	12.887003570000001	0.946950995368264	-0.030235112222222	
Q9UNS1_TIM	30	18	13.98412003	14.080890974999999	0.981341929269306	0.00643448800000002	
P30305_MPIP2	30	18	13.306211399999999	12.749317990000002	0.0908495743410863	0.655368726033334	
Q10570_CPSF1	30	18	13.3361322	12.62106906	0.331968794205628	0.718122413055555	
Q99733_NP1L4	30	18	13.73821423	13.47909753	0.802399049412757	0.0979082463666661	
Q9NVC6_MED17	30	18	11.489346170000001	11.765764175000001	0.798676926485525	-0.0796889888111121	
Q9UDW1_QCR9	30	18	10.63239831	10.82419557	0.39038211586297	-0.509317040055555	
P49006_MRP	30	18	15.296540284999999	15.5762058	0.377508600763856	-0.408698706888888	
Q6UWP2_DHR11	30	18	12.947817415	12.602762595	0.52173579515746	0.218758233555555	
P19404_NDUV2	30	18	13.872716359999998	13.96828812	0.553118921167216	0.245762708777777	
O43837_IDH3B	30	18	13.69511543	13.992872469999998	0.243299518870562	-0.391607575333333	
Q8N201_INT1	30	18	12.192770565	12.850870239999999	0.87778835694997	-0.0735670461666675	
Q9UBF2_COPG2	30	18	13.45994372	13.303680645	0.666886155349183	0.149529086777777	
Q96PY5_FMNL2	30	18	13.2888588	14.12820916	0.0811505853413403	-0.688226193222221	
O00468_AGRIN	30	18	14.106194405	13.710914635	0.957411098371818	0.0211964485555551	
P49585_PCY1A	30	18	12.673756485	11.994228034999999	0.376739203917882	0.382226337388889	
P35749_MYH11	30	18	14.00911641	14.3280586	0.159962085556417	-0.639180371333333	
Q70CQ2_UBP34	30	18	13.761568395000001	13.210848535	0.383659222994141	0.295433537733333	
Q96F24_NRBF2	30	18	13.343848295	13.346377435	0.882726549765148	-0.0682674411111108	
P17858_PFKAL	30	18	12.996348885	12.62792402	0.271393525869639	0.402019919000001	
Q9H7E9_CH033	30	18	14.911236545	15.373808499999999	0.487857466627742	-0.307292212	
Q7Z7L1_SLN11	30	18	13.371253840000001	13.624179065	0.185318765730619	-0.819958330666667	
P0C0L5_CO4B	30	18	16.199476554999997	15.895961549999999	0.760659795391906	0.149781163333333	
P0C0L4_CO4A	30	18	16.066543445	15.638385735	0.0817967801757116	0.646421650777777	
O95336_6PGL	30	18	13.191827374999999	12.91002262	0.0801885341187019	0.520927129	
Q9BUH6_PAXX	30	18	13.353706395	13.386284595	0.901341901504589	0.0564681764444437	
P35228_NOS2	30	18	13.961339055	13.403389635	0.593725273095507	0.220932898699999	
O95235_KI20A	30	18	13.57769628	13.18883301	0.426748739718023	0.335028334499999	
Q9P265_DIP2B	30	18	13.570963655	14.10068949	0.398508477642118	-0.336818962777778	
Q9NZJ9_NUDT4	30	18	12.810825795	12.26220489	0.10525177460085	0.649639218555556	
O95989_NUDT3	30	18	12.104045970000001	12.456602135	0.273140631935079	-0.394687663888888	
Q8TDX7_NEK7	30	18	14.062999795	13.944856309999999	0.968011155679937	0.0177203146666667	
P13796_PLSL	30	18	13.120909075	12.363603865	0.0164950741510244	0.779920762222222	
Q99575_POP1	30	18	13.19797796	13.264150990000001	0.513329347470163	-0.250833712222223	
Q53H12_AGK	30	18	13.152689995	12.82812981	0.403235795045009	0.354331946222223	
Q9UGR2_Z3H7B	30	18	12.774771505	12.05446851	0.826555473371387	0.102290203900001	
P06753_TPM3	30	18	12.77601262	13.018406455000001	0.11100190601354	-0.711320839177777	
Q13009_TIAM1	30	18	13.122719525	12.59702214	0.264725008149437	0.482841207222222	
Q9UNF0_PACN2	30	18	14.450229035	15.060702775	0.249979599182951	-0.33087411711111	
Q7Z6E9_RBBP6	30	18	12.884039985000001	13.653032495000001	0.0137001952471363	-0.690248923555556	
P02766_TTHY	30	18	16.108817639999998	16.10561602	0.721864422317099	-0.195779177666665	
Q13586_STIM1	30	18	13.404775185	13.339108705	0.609643716876184	0.192692431500001	
Q9NXH9_TRM1	30	18	12.96831297	12.359007425	0.143498292375509	0.543946105555555	
Q14CN2_CLCA4	30	18	11.882584195	12.365195615000001	0.548161893296356	-0.226540596866666	
Q9H9Z2_LN28A	30	18	12.569373559999999	12.11432538	0.745529839657652	0.149665700111111	
P51452_DUS3	30	18	14.35076525	14.58622231	0.566891005666253	0.263759577333333	
Q9Y277_VDAC3	30	18	12.01840408	12.064584525	0.488011731104036	0.426450544722222	
O95785_WIZ	30	18	11.87894232	12.89277395	0.72313593047963	-0.177535629544446	
Q7Z3D6_CN159	30	18	13.079418725	12.911429675	0.547525518411567	0.147020718666667	
P53814_SMTN	30	18	13.83865239	13.495569759999999	0.696654140125583	0.11207626711111	
P15923_TFE2	30	18	12.385986294999999	12.684702975	0.469107396588738	-0.340188761177778	
O43395_PRPF3	30	18	15.064008395	15.110878455	0.626902364026024	0.126968783777778	
Q96PP9_GBP4	30	18	12.337141005	11.87237264	0.134430074417051	0.656676245677778	
P12259_FA5	30	18	12.10298126	12.180351	0.98711933555114	0.00625479380000016	
Q96ST3_SIN3A	30	18	12.53415972	12.04126712	0.263969580988923	0.497832052066666	
Q12888_TP53B	30	18	11.847550835	11.78401365	0.547407997126965	0.230492888833334	
Q96FQ6_S10AG	30	18	14.606874625	14.874926425	0.655796531371765	-0.173260427333332	
O60701_UGDH	30	18	14.414522405	13.892735179999999	0.0735429562122375	0.771161827566667	
Q8NFC6_BD1L1	30	18	14.34698007	14.580872285	0.268304049970249	-0.544061061000001	
Q92673_SORL	30	18	12.038931405	12.33690313	0.068096958302168	-0.614224884411112	
P78362_SRPK2	30	18	13.1611815	12.886466025	0.92260262465263	0.0339220658888895	
P30038_AL4A1	30	18	13.018808145000001	12.92099567	0.502661785981184	0.341708545244444	
Q9UBV2_SE1L1	30	18	13.32933236	13.103619949999999	0.00611248179318779	0.866830714555556	
Q9BZL4_PP12C	30	18	15.06942462	16.051628915000002	0.012700269911953	-1.11196885122222	
P67809_YBOX1	30	18	15.108105909999999	15.775738324999999	0.458439440023397	-0.300434294444445	
Q92805_GOGA1	30	18	14.064925445	12.687947744999999	0.209331756028866	0.846639092111111	
Q6PK04_CC137	30	18	13.55026295	13.60106618	0.312055325855358	0.43122143211111	
O60784_TOM1	30	18	13.61348889	13.588113504999999	0.517695194660604	0.212533294222222	
Q96GM8_TOE1	30	18	13.198138215	13.255823515	0.563946593423551	0.3075346015	
P35251_RFC1	30	18	14.29210648	14.735743575	0.377330331368473	-0.422759668666666	
P12270_TPR	30	18	12.867885300000001	13.3212079	0.824391772671452	-0.132446606944443	
Q08357_S20A2	30	18	14.035989565	14.638077845000002	0.378113038234677	-0.315313979111112	
P27482_CALL3	30	18	12.20192806	12.33981444	0.272233343916489	-0.397025368877777	
Q92616_GCN1	30	18	11.90649419	11.72036034	0.385338159317576	0.336717116611112	
Q9Y2T2_AP3M1	30	18	13.006018755	12.00833671	0.0787276728736865	0.722840390611111	
Q9NU22_MDN1	30	18	13.38980102	13.053309599999999	0.154108539638886	0.592897861666666	
Q9BZ67_FRMD8	30	18	13.232012145	13.486288049999999	0.477942753716706	0.298577990555556	
P80723_BASP1	30	18	13.33274043	14.19391015	0.371583239230672	-0.341390560777779	
O75569_PRKRA	30	18	12.278517975	12.261040990000001	0.772946028903159	0.117332239255555	
Q8N163_CCAR2	30	18	13.43418724	13.76799976	0.859162584367903	0.0812619904111109	
Q3KQV9_UAP1L	30	18	12.114726915	12.143597255	0.324818295045299	-0.528181597855555	
P35240_MERL	30	18	15.389082559999999	14.19929679	0.0180494342300249	1.16155874144444	
Q14692_BMS1	30	18	13.022466555	13.16473311	0.980480637027094	0.00915346866666766	
Q12929_EPS8	30	18	13.47216602	13.530732024999999	0.873162756270987	0.0521076058888887	
P46821_MAP1B	30	18	13.36799426	13.19247199	0.635217120893523	0.150975819222221	
Q14554_PDIA5	30	18	12.94565328	13.505987345000001	0.0515867312422159	-0.807680155222222	
P25391_LAMA1	30	18	12.85413118	12.909694145	0.207871806501022	0.373958976555555	
Q2NKX8_ERC6L	30	18	12.19889367	11.601193604999999	0.216697331571923	0.535346141133335	
Q08211_DHX9	30	18	13.229871805	13.10823775	0.118870855313647	0.614947450611112	
Q92817_EVPL	30	18	13.22728833	12.996353970000001	0.424758856591342	0.344589469777777	
P06454_PTMA	30	18	15.198325735000001	15.77148963	0.338581844123779	-0.295533342222223	
Q9UQ90_SPG7	30	18	12.559720545000001	12.880161605000001	0.236218987099927	-0.542357581166666	
Q9Y2A7_NCKP1	30	18	13.952895565	14.663436359999999	0.68454803941618	-0.244327451988889	
Q86VS8_HOOK3	30	18	15.504797069999999	15.266668580000001	0.102686907937905	0.377887161333334	
Q9NW82_WDR70	30	18	13.08920049	13.70834193	0.15696628175125	-0.57049641588889	
Q01995_TAGL	30	18	12.126076309999998	12.709970795	0.870899471875509	-0.0910027494444456	
P20962_PTMS	30	18	15.42101746	15.60146494	0.170050966791953	-0.554900547222221	
Q9UKK6_NXT1	30	18	13.932324945000001	14.4416601	0.964760273426998	-0.0129398869999999	
P11586_C1TC	30	18	13.94562692	13.9057593	0.455371247122259	-0.216830574999999	
P29966_MARCS	30	18	14.162265380000001	15.39620755	0.0221067027730176	-0.810039949222222	
Q05655_KPCD	30	18	14.27370325	13.74874346	0.111850502574205	0.545291923555554	
Q1KMD3_HNRL2	30	18	11.788886615	12.068771309999999	0.485440466819914	-0.270548225300001	
Q96CS2_HAUS1	30	18	13.148664295	12.998079534999999	0.626882701941724	-0.165411518222221	
P07108_ACBP	30	18	13.32388536	13.558200695	0.478256800625967	-0.249063662555555	
O95425_SVIL	30	18	12.088025835	12.459923025	0.870961717460247	-0.0708066270111125	
Q8WUB8_PHF10	30	18	14.39930152	13.82265412	0.345008780406942	0.416311960666667	
Q9NVR2_INT10	30	18	13.7704591	13.046014159999999	0.0623359701925476	0.696869181111111	
Q52LJ0_FA98B	30	18	13.875956035000002	13.86978808	0.721979541883885	-0.134261001555554	
Q9H1R3_MYLK2	30	18	11.76117971	12.32288962	0.316036505816531	-0.360016814288889	
P40818_UBP8	30	18	13.10654816	13.435009585	0.659991671700897	-0.243411402333335	
Q9P260_K1468	30	18	12.938122005	12.67535109	0.622217295650386	0.227976747266668	
P42338_PK3CB	30	18	12.607462745	13.323962915	0.00066169017922348	-1.30657713085556	
P49917_DNLI4	30	18	13.392849125	13.83429233	0.924053083904371	0.0446336494444459	
Q86VP3_PACS2	30	18	13.943565849999999	13.41826292	0.313898342667305	0.342119501222221	
Q9HCS7_SYF1	30	18	13.077306145	12.84246752	0.38972220102593	0.309061366888889	
Q15020_SART3	30	18	13.702163295	13.629054815	0.0504912733691964	0.553303636222221	
O75348_VATG1	30	18	14.557875245	15.003432740000001	0.14853916414813	-0.360117607111111	
P17568_NDUB7	30	18	12.362457809999999	11.96817866	0.517800561138795	0.25660248811111	
Q9NVM6_DJC17	30	18	14.218650905	14.744462599999999	0.545509746442217	-0.18461344422222	
Q9UHV9_PFD2	30	18	13.520381385	13.457272464999999	0.601136381227218	0.248283888388888	
Q6P179_ERAP2	30	18	13.691422475	13.677402955	0.781927451475089	0.086636264111112	
Q9NR33_DPOE4	30	18	11.855178330000001	12.25800169	0.0892886101526829	-0.821225989633332	
Q5JVF3_PCID2	30	18	13.45542334	13.317952285	0.716295970435934	-0.143538130444444	
Q9BUK6_MSTO1	30	18	12.729768485000001	12.79417576	0.887728032267482	0.066000142488889	
O15020_SPTN2	30	18	13.4882683	12.565897825	0.0012434134739765	1.11153931861111	
Q8N2G8_GHDC	30	18	13.122128154999999	13.377938745000002	0.779142760117553	-0.140955116111112	
Q6P0Q8_MAST2	30	18	13.495004245	13.18540672	0.949255749563352	0.0271245945555556	
O75717_WDHD1	30	18	14.18206556	14.33102809	0.824083062184851	0.0739462137777771	
Q08379_GOGA2	30	18	14.511296184999999	14.564745875	0.915026544416389	-0.0343479627777779	
P33176_KINH	30	18	14.56080869	14.561585365	0.943730720966193	-0.0261945271111124	
Q86TM6_SYVN1	30	18	11.297549154999999	11.453817860000001	0.840038268491418	-0.103946219933334	
P78318_IGBP1	30	18	12.822748325	12.539241265	0.07363108499374	0.73507605788889	
Q6ICG6_K0930	30	18	13.36712396	13.467281405	0.677762871061001	0.124455352777778	
Q8IVT5_KSR1	30	18	13.493663285	13.24346211	0.821225408962984	0.0577118442222222	
O60524_NEMF	30	18	14.065113324999999	14.515751835	0.372254368623828	-0.325995475222221	
Q9C0C2_TB182	30	18	13.358440205	13.23379076	0.114030930375452	0.516489868666666	
Q8IXQ3_CI040	30	18	12.136735635	12.49422854	0.45915093868434	-0.142648980000001	
Q2T9J0_TYSD1	30	18	13.249321885	13.683403715	0.487828388960107	-0.263818765222222	
Q00610_CLH1	30	18	13.612277495	13.28488095	0.115840095738557	0.727201892111111	
Q16877_F264	30	18	12.559496715	12.33901461	0.701378812692304	0.158002912833334	
P49327_FAS	30	18	13.6503801	13.681616945	0.545225011499074	0.169843863555554	
Q9H4A4_AMPB	30	18	14.294894005	14.707424159999999	0.209234722602219	-0.428181665777778	
Q9NS91_RAD18	30	18	13.923834715	14.800421799999999	0.0572778448362574	-0.955155189111112	
O76021_RL1D1	30	18	13.494158305	12.98900317	0.264265933900435	0.341059623222222	
P35606_COPB2	30	18	13.498916075	13.395476505	0.832312882975121	0.0765042657777784	
Q14676_MDC1	30	18	13.10404818	12.86254018	0.137559923516969	0.562834874666667	
P53985_MOT1	30	18	12.742237085	12.686769775	0.97927972849987	-0.00871267454444435	
Q9BY42_RTF2	30	18	14.217697775000001	14.967256835	0.0363613148896455	-0.828025198222223	
Q9P032_NDUF4	30	18	13.20030448	13.29768542	0.959491536367659	-0.0179360998888889	
Q9NZN8_CNOT2	30	18	11.600701525000002	12.51827599	0.0818582024360356	-0.828335580944444	
Q9GZS1_RPA49	30	18	12.650814845	12.454561120000001	0.708917030325327	0.1641853702	
Q8NCM8_DYHC2	30	18	13.24306625	13.191157194999999	0.27275999582752	-0.691022985488889	
Q4KMQ1_TPRN	30	18	13.731349900000001	13.784837775	0.472467667867931	0.16429128388889	
Q8IXK2_GLT12	30	18	11.91237202	11.865751939999999	0.732838940533136	-0.167018703888889	
Q8N4A0_GALT4	30	18	12.936626095000001	12.910057615	0.762835670361453	-0.145191226333333	
Q10471_GALT2	30	18	12.866235745000001	13.516427095000001	0.299823477676843	-0.522171351477777	
Q7Z4V5_HDGR2	30	18	14.685397524999999	15.151738005	0.230816025202475	-0.461708539666667	
Q6SZW1_SARM1	30	18	12.62214929	12.31473791	0.850684944212306	0.0965681288222235	
Q9NVZ3_NECP2	30	18	14.265222829999999	14.096798815	0.772865624611954	-0.175206986322223	
Q9NUQ6_SPS2L	30	18	13.26465009	13.395825935000001	0.725706284899	-0.127552072777778	
O60306_AQR	30	18	12.385280015	12.488574100000001	0.748640231308865	-0.200453112833333	
P27708_PYR1	30	18	13.991276684999999	14.170943170000001	0.620598518281632	0.135250297444445	
P31483_TIA1	30	18	13.807108935	14.759791465	0.230694945093703	-1.05349869455556	
Q15006_EMC2	30	18	11.165831255	12.390710765000001	0.223305218071533	-0.548006285433333	
Q6UWE0_LRSM1	30	18	13.6187084	13.28836085	0.538996452758738	0.159674450444445	
P49257_LMAN1	30	18	13.97975894	13.59807252	0.0997153431046971	0.813146439277778	
Q969H8_MYDGF	30	18	13.13263105	12.788626355	0.243534938452574	0.376193224444444	
Q86UX2_ITIH5	30	18	12.049044805000001	12.49334904	0.357294796943503	-0.396799567433334	
Q8IWA0_WDR75	30	18	12.81003977	12.76794856	0.66062758751929	-0.168228654111111	
O00273_DFFA	30	18	13.443893905	13.425297180000001	0.77162036625301	-0.0875210301222218	
P35908_K22E	30	18	15.71041455	15.868353205	0.901458322970595	0.0322703332222218	
Q9UQ35_SRRM2	30	18	14.133715445	13.88707441	0.617119790629627	-0.194387672	
Q08380_LG3BP	30	18	15.527080595	15.550700775	0.91204757178838	0.0395879351111112	
O75385_ULK1	30	18	11.634953395	11.950791800000001	0.989596404127616	0.00501046456666643	
Q8IVG5_SAM9L	30	18	12.645958395000001	12.71448288	0.844572060093258	-0.10485330828889	
Q12882_DPYD	30	18	13.92136658	13.657446245	0.668623800898233	0.174430203666667	
P08311_CATG	30	18	14.984377349999999	14.92746692	0.54084248173315	0.152004461222221	
Q9UID3_VPS51	30	18	14.277950220000001	14.082236745	0.287524586154719	0.283932644111111	
Q14999_CUL7	30	18	14.659799605	15.492402080000002	0.337654298555848	-0.536831708888888	
Q5JTZ9_SYAM	30	18	12.87688407	12.407583935	0.264797893892116	0.489252701166667	
O94953_KDM4B	30	18	13.27938906	14.252283559999999	0.0740859598498965	-0.64478341211111	
P04406_G3P	30	18	13.272928494999999	13.320057055	0.743034278774347	0.0954998684444437	
P10636_TAU	30	18	14.010207705	13.52304659	0.205369245908751	0.499328624111111	
Q4KMQ2_ANO6	30	18	13.250617315	13.75006906	0.39457588553926	-0.381518442888888	
Q9UHN6_TMEM2	30	18	14.55098497	14.306037195	0.78868760889437	0.0896346323333326	
Q8WX93_PALLD	30	18	14.353638305	14.455007405	0.28843225503947	-0.385770700666667	
Q9UBI1_COMD3	30	18	15.41013665	15.448467555	0.902082752416717	-0.0248740059999992	
P13591_NCAM1	30	18	13.760284075000001	13.76992576	0.906243797055384	-0.0433418357777775	
Q96CT7_CC124	30	18	15.051190349999999	15.299832755	0.0835357686593695	-0.517867709333332	
Q9UKD2_MRT4	30	18	14.47647134	14.639844785000001	0.354555482935941	-0.469639563666666	
P19623_SPEE	30	18	12.378822325	12.624466035000001	0.6038242578644	-0.202203689000001	
P26006_ITA3	30	18	14.92762059	14.628262095	0.78279347047594	0.0886708645555565	
Q13576_IQGA2	30	18	13.904302065	13.69937758	0.108027150481203	0.456084983777778	
Q92925_SMRD2	30	18	13.77079848	14.08128737	0.778470639917962	-0.104125485433334	
A6NCS6_CB072	30	18	12.302773	12.351125395	0.513196412300007	0.324866433533334	
Q9P2R3_ANFY1	30	18	12.829006725	12.984512715000001	0.469842276300455	-0.33956148731111	
O75175_CNOT3	30	18	13.549678105	14.212148605	0.331661280813955	-0.430656173444445	
O95685_PPR3D	30	18	14.504049945	14.54957723	0.963640986404286	0.0157009832222226	
Q9NSD9_SYFB	30	18	13.302053879999999	13.433065315	0.523506932601298	-0.227553790333333	
Q9Y315_DEOC	30	18	14.498775729999998	14.26002877	0.683436728206416	-0.243460825	
Q92843_B2CL2	30	18	12.036929950000001	12.19586527	0.623793252396871	-0.180604620566667	
Q3LXA3_TKFC	30	18	12.066903535	12.90334009	0.547436442584492	-0.323306922988889	
Q8TE68_ES8L1	30	18	13.53729576	14.41286591	0.235704980637845	-0.569686629055555	
Q99543_DNJC2	30	18	12.49733687	12.523725065	0.97694067072221	-0.0165970734333332	
Q9Y5K8_VATD	30	18	12.31329267	12.590781865	0.408339726049645	0.293692320777778	
O95786_DDX58	30	18	13.137554484999999	12.7234103	0.321352824746708	0.310828763888889	
