protein	n_R	n_NR	median_R	median_NR	p_val	foldchange	hits
Q8IZP0_ABI1	30	18	14.474478255000001	14.17227852	0.765156674351293	0.119629049	
O94972_TRI37	30	18	10.607843885	11.507111264999999	0.618898197137881	-0.258581506388888	
Q96ER9_CCD51	30	18	13.619682315	13.590126394999999	0.61470084239617	-0.226182664966666	
Q9H3P2_NELFA	30	18	13.269693329999999	12.086985625	0.327263022620748	0.70719171561111	
Q9ULK4_MED23	30	18	13.02723136	12.584775310000001	0.814347330032254	0.108165694422221	
Q9Y5P6_GMPPB	30	18	14.013645879999999	13.92909565	0.294539685210118	0.390980425222223	
Q9NXX6_NSE4A	30	18	13.545046485	13.70321301	0.187336162244588	-0.818156152555556	
Q86W56_PARG	30	18	14.079382735	13.524208685	0.09985077715351	0.438320239222222	
Q9HC21_TPC	30	18	9.210137003	10.011953289000001	0.330581276433956	-0.768281808088888	
Q8N2F6_ARM10	30	18	13.023570045	12.50772926	0.0755136264146182	0.713423848777778	
Q6P1L8_RM14	30	18	13.72668878	13.629671215	0.634848621986754	-0.253315886222223	
Q9UH62_ARMX3	30	18	14.01269616	14.67562973	0.0182209416962057	-0.699053133	
Q05519_SRS11	30	18	13.146678705	12.994267785	0.977835745333864	0.0140684872000012	
P19388_RPAB1	30	18	14.048331075	13.856035685	0.244742265496844	0.382566382111111	
Q6IQ23_PKHA7	30	18	13.07635016	12.792146335	0.461702541859164	0.387194552055556	
P56378_68MP	30	18	14.14046868	14.011486715	0.199836280193014	0.341505999555556	
Q8TB36_GDAP1	30	18	14.4360637	13.846418369999999	0.772104952226899	-0.126455969777778	
Q9BVL2_NUP58	30	18	12.57237556	12.57585116	0.72162319959372	0.125218709888888	
Q7L2H7_EIF3M	30	18	13.530902695	13.21799408	0.677679386426443	0.157718402222223	
O00203_AP3B1	30	18	13.105798485000001	13.304993849999999	0.577715862718306	-0.184905850266667	
E9PAV3_NACAM	30	18	13.924717805	14.309312290000001	0.66971499617542	-0.184207292	
P16152_CBR1	30	18	14.240352875	13.909077305	0.0924771881286848	0.895129031222222	
O00299_CLIC1	30	18	13.014797985	12.733314440000001	0.267883365962821	0.500113152222221	
P02741_CRP	30	18	15.130930525	15.603614995000001	0.579429132492893	-0.364917005000001	
Q5C9Z4_NOM1	30	18	13.295193035	13.188185585	0.873731112245232	-0.0560392438888879	
Q12768_STRUM	30	18	12.484683275	12.3959541	0.610571262545159	0.144978141233333	
P20851_C4BPB	30	18	14.05310617	14.76843045	0.102116409491992	-0.880906515222222	
P57088_TMM33	30	18	14.0121117	14.432281159999999	0.913196588385677	-0.0486779915444444	
Q9NYH9_UTP6	30	18	14.263174275	14.24829259	0.187187206143691	0.527119557333334	
O00519_FAAH1	30	18	12.79592553	13.38115249	0.447381315771743	-0.490515864199999	
Q14258_TRI25	30	18	13.483290445000002	13.560032074999999	0.689260348160458	-0.153575427222222	
Q2PPJ7_RGPA2	30	18	13.0657413	13.51852508	0.661377420166427	-0.153545142888889	
P49366_DHYS	30	18	13.376866790000001	13.29590264	0.567533288211051	0.196012851977779	
P42771_CDN2A	30	18	13.94691848	13.602201255	0.352054170222133	0.469004241666667	
Q14767_LTBP2	30	18	13.87237243	13.919809310000002	0.619258405377343	-0.234508024777778	
Q96EK5_KBP	30	18	13.673191035	13.688808495	0.612385427391986	-0.175530752444445	
O75935_DCTN3	30	18	14.268674555	14.799291199999999	0.580798458618656	-0.435530222444445	
Q8N5C6_SRBD1	30	18	13.041281694999999	12.723857644999999	0.216857735562653	-0.910107725055555	
Q9BY32_ITPA	30	18	14.039552795	14.295045290000001	0.988359516931607	-0.00485641900000111	
P40222_TXLNA	30	18	12.06713272	11.934091689999999	0.444086570136596	0.381804168888889	
Q86UT6_NLRX1	30	18	13.970074235	14.09075347	0.706184972435608	-0.149364441555555	
Q16775_GLO2	30	18	13.24896596	14.01024372	0.298458798274385	-0.360604419777777	
O75356_ENTP5	30	18	12.78445694	12.30310695	0.00167696692575048	0.911696583444444	
Q9Y4E6_WDR7	30	18	13.493989854999999	14.147262375	0.244800566672403	-0.420942344222222	
Q495W5_FUT11	30	18	12.851757899999999	13.107243205	0.14993166537128	-0.955308337333333	
Q96MK2_FA65C	30	18	12.76919457	12.60430962	0.668982396744471	0.133184287000001	
Q9NY26_S39A1	30	18	11.92441756	12.039573765	0.509881158304245	0.314874317033334	
O15164_TIF1A	30	18	12.68333815	13.150204975000001	0.182790698057154	-0.460925256666666	
Q8TB72_PUM2	30	18	14.153199885	14.134842635	0.541850268195397	0.220859795999999	
O75063_XYLK	30	18	10.813020715	11.66409807	0.418903188479718	-0.477981941433333	
P02458_CO2A1	30	18	12.46403171	12.374976445	0.846259743817616	0.132708707600001	
Q5SY16_NOL9	30	18	12.811518974999998	12.36105632	0.102941608015952	0.452685413333334	
Q8NBP0_TTC13	30	18	14.135888484999999	14.570082795000001	0.58672972932726	-0.259921425888889	
O60315_ZEB2	30	18	14.24488859	14.431735015000001	0.360198420908949	-0.390573663444444	
Q969I3_GLYL1	30	18	12.932188035	12.84307176	0.0918045074329056	0.571539040722222	
Q15043_S39AE	30	18	13.1756407	14.05161164	0.0268009901311171	-0.720633226555556	
Q9P0J1_PDP1	30	18	11.616471789999999	12.25457952	0.377140130715811	-0.374740596477778	
Q6IAN0_DRS7B	30	18	12.124575095	12.036899290000001	0.598109771188465	0.2152535899	
P06280_AGAL	30	18	13.382453715	13.27107631	0.090813492965182	0.632805239111111	
Q6PJG2_EMSA1	30	18	14.1474387	14.10235776	0.519874404369644	0.186449011555556	
Q2TAM9_TUSC1	30	18	10.85686285	10.466145090000001	0.478479254359802	0.302584474855555	
P04920_B3A2	30	18	12.01387535	12.78769729	0.541078309178304	-0.310880363833334	
P29536_LMOD1	30	18	12.908079645	12.905704159999999	0.533154847327545	0.272522605000001	
Q13426_XRCC4	30	18	14.581849615	14.636091895	0.17906770784241	0.615545361422223	
Q9NRG1_PRDC1	30	18	13.124270070000001	13.00750535	0.969315188603346	-0.0231639102666659	
Q10588_BST1	30	18	15.15312713	14.991309465	0.331365925462621	0.493260730555555	
Q13322_GRB10	30	18	13.638842624999999	13.619819655	0.398193504058807	-0.382540278222221	
Q9UM22_EPDR1	30	18	13.943263195	13.988705105000001	0.302021483620793	0.384859322333334	
Q9UI26_IPO11	30	18	13.276102915	13.14395659	0.753049713034661	0.122634428444444	
Q12851_M4K2	30	18	12.88791991	12.865598085	0.477694379474862	0.278933214266665	
Q9NY61_AATF	30	18	12.698095795	12.904618719999998	0.901275747420003	0.0574614681444441	
P51956_NEK3	30	18	13.07952008	12.853579655	0.988489547333059	-0.00544624311111264	
Q9NXN4_GDAP2	30	18	13.567694305	13.59794269	0.581947041856163	0.157473728222222	
Q9NY57_ST32B	30	18	13.49926747	13.34606846	0.392376627487636	0.312712921333334	
O43776_SYNC	30	18	14.188728225	14.67156504	0.400966584034083	-0.230462205555556	
Q9UGN5_PARP2	30	18	13.58162806	13.52804645	0.57880584577606	-0.427212994344446	
Q712K3_UB2R2	30	18	10.110223255000001	11.29574804	0.585153277916551	-0.440691545033333	
O95870_ABHGA	30	18	13.57193246	13.64953974	0.562518661396304	0.204431281888889	
Q9H8V3_ECT2	30	18	13.20509687	13.71657892	0.213418314745539	-0.489187936999999	
O95391_SLU7	30	18	14.53424829	14.785054015	0.211802912148286	-0.399170339333333	
Q8TD55_PKHO2	30	18	13.016607165	13.298533379999999	0.732378050477164	-0.138700362222222	
Q13601_KRR1	30	18	12.214529235	12.15830342	0.818115639868622	0.123836046111112	
O14777_NDC80	30	18	14.407183585	14.20864761	0.78931210485674	0.0745715915555554	
Q4G0N4_NAKD2	30	18	13.84458298	14.071038810000001	0.729567329622447	0.107606332444444	
O60318_GANP	30	18	12.498283405	13.22239725	0.298971772186062	-0.463560424911112	
P14635_CCNB1	30	18	12.06985377	12.155230905	0.929357510900388	-0.0365284953333322	
Q8IYB7_DI3L2	30	18	14.20459983	14.178234475	0.741225349541035	0.130150381444444	
P16157_ANK1	30	18	14.385194850000001	13.465395725	0.000593487296487174	1.15712739744444	
P40937_RFC5	30	18	13.20177748	13.204374755	0.914189612457988	-0.0489720111111129	
P10619_PPGB	30	18	12.793994695	12.22904298	0.56489668872734	0.234728020888888	
Q2M1Z3_RHG31	30	18	13.573397695	13.476777495	0.637811411546758	-0.182060336122221	
Q7L576_CYFP1	30	18	12.820708585	13.12435013	0.245704931760225	-0.330130859	
P16383_GCFC2	30	18	14.748837609999999	14.327191635	0.28728099236767	0.332879454666667	
Q14746_COG2	30	18	13.71478213	13.92144573	0.804496552968989	-0.0854212087777775	
Q9ULQ1_TPC1	30	18	12.52869823	13.063810855	0.185088925118848	-0.475998481122222	
Q9H330_TM245	30	18	14.15530669	14.44137062	0.401377524226565	-0.252330979555556	
P05109_S10A8	30	18	14.386481719999999	13.645878325	0.329847947689898	0.368194029	
Q02413_DSG1	30	18	13.03089739	13.686476625000001	0.0637373843313855	-1.03975289805556	
Q8WWQ0_PHIP	30	18	12.338434855	12.370113230000001	0.753114564109732	-0.134314737111112	
Q9NZJ4_SACS	30	18	12.16262627	12.27539112	0.673738554934091	0.179930583211112	
P30044_PRDX5	30	18	12.86250689	12.78517263	0.0305844663490766	0.7943531615	
Q0VDG4_SCRN3	30	18	14.84095381	14.443618650000001	0.370782131620042	0.255135200666667	
Q9NP58_ABCB6	30	18	14.53385875	14.392436295	0.567241996571353	0.223502599666666	
Q8N0Z6_TTC5	30	18	12.66259456	12.3900027	0.0441816989741495	0.865022627555556	
Q9H6W3_NO66	30	18	12.081807900000001	12.41866819	0.159870329932644	-0.827903127888888	
P17029_ZKSC1	30	18	12.6600073	13.51930733	0.130675065474983	-0.623881545666666	
P01860_IGHG3	30	18	15.77127728	14.886222199999999	0.734067239561593	0.234753542555554	
P01857_IGHG1	30	18	16.170140234999998	14.880345485	0.124501930531661	0.948261667222221	
Q14005_IL16	30	18	11.74604414	11.823423420000001	0.822806896185427	0.0896154073000002	
Q8IXS8_F126B	30	18	11.93207553	11.60762693	0.562908195797644	0.33963894441111	
P07902_GALT	30	18	13.197503345000001	13.250346415	0.842887503487231	0.0702974197777788	
P18669_PGAM1	30	18	14.028312025	13.694620780000001	0.663684047557219	0.155938331	
Q96KC8_DNJC1	30	18	10.63101141	11.44999383	0.0848278178226145	-0.671164928211111	
Q6ZXV5_TMTC3	30	18	13.25241724	12.644009215	0.563797686857926	0.401112491222223	
Q6PJW8_CNST	30	18	12.515375160000001	12.72307364	0.388344369964456	-0.416219135044445	
Q16740_CLPP	30	18	13.34089962	13.06474498	0.670887654994323	0.233179344777778	
Q5SSJ5_HP1B3	30	18	12.01878491	12.418872555	0.25789208720552	-0.637337569344446	
Q9ULW0_TPX2	30	18	12.36042492	12.462099635	0.702840896445239	-0.108996793111112	
Q6P996_PDXD1	30	18	13.95817613	13.623009029999999	0.306190138971788	0.331003832444445	
P04637_P53	30	18	14.08653077	13.68128096	0.102225059421877	0.590648453333333	
P49674_KC1E	30	18	12.88411868	13.243540975	0.41573633870342	-0.416947481899999	
Q96DZ1_ERLEC	30	18	13.70861501	14.35530345	0.0823559889461202	-0.725090012555555	
P02790_HEMO	30	18	15.66833771	15.45889447	0.848416264058367	0.0868359075555549	
P12755_SKI	30	18	13.873599835	13.589929685000001	0.621276931719221	0.195758346888889	
Q5VWJ9_SNX30	30	18	13.80057489	13.598093	0.715444498783938	0.146176230444444	
Q15628_TRADD	30	18	11.48005049	12.184879344999999	0.765348988103557	-0.143831635833333	
Q6UVJ0_SAS6	30	18	12.00931049	12.66188573	0.195462088766546	-0.481141538300001	
Q8NF91_SYNE1	30	18	11.399968165	10.477048895	0.65987132783407	0.1739415873	
Q96P16_RPR1A	30	18	13.35414761	13.34443914	0.696411726045505	-0.145546097999999	
Q9NQG5_RPR1B	30	18	12.86548942	13.071460949999999	0.712798562265115	0.197812053977779	
Q9NQ48_LZTL1	30	18	12.194665409999999	13.510201365	0.00500544959899907	-1.29410988684444	
Q4V328_GRAP1	30	18	12.544365205	11.807282685	0.550604158994465	0.3355154197	
Q96LD4_TRI47	30	18	11.96285786	12.157788735	0.539249446553356	-0.309201465744444	
Q96BZ8_LENG1	30	18	12.343337264999999	13.61342599	0.0625381151730032	-1.00690701635556	
Q9NZD4_AHSP	30	18	14.308909425	14.056951909999999	0.872112037586421	-0.0630599413333321	
Q6ZTN6_AN13D	30	18	12.259629815	11.940210675	0.429014295359232	0.383106052788889	
Q9UJ83_HACL1	30	18	13.170643195	12.608388295000001	0.361559526316506	0.279320451	
Q2TBE0_C19L2	30	18	14.121611165000001	14.785599914999999	0.0967626857719334	-0.767443393666667	
Q8WXA3_RUFY2	30	18	14.66942547	13.844158625	0.0341225476498286	0.776846279555556	
P50897_PPT1	30	18	12.53425186	12.51179013	0.338626169045547	0.268150456444443	
P28347_TEAD1	30	18	11.06646117	10.94574759	0.368461036558278	0.366048521722224	
O95980_RECK	30	18	12.44983976	11.447079155	0.149781516263011	0.634683127955554	
Q14C86_GAPD1	30	18	13.65906861	13.20887512	0.272208572364527	0.492978443777778	
Q6DKK2_TTC19	30	18	14.660191095	14.817326685	0.480402231541753	-0.229226445222222	
Q9BZD4_NUF2	30	18	13.35395246	13.019171215	0.624408850297173	0.168509309777777	
O43663_PRC1	30	18	13.577755795	14.126051749999998	0.875477781407757	-0.0633910251111107	
Q96HW7_INT4	30	18	11.22016586	10.868438945	0.921000454770736	0.0722453195444448	
Q9BVG8_KIFC3	30	18	12.872805555	12.517594885000001	0.111760412066435	0.558537104555556	
Q9H061_T126A	30	18	12.868731194999999	12.82075013	0.856638670364536	0.0632321247555563	
Q68DK2_ZFY26	30	18	12.480057330000001	12.797822324999999	0.519611583781718	-0.176673446777777	
Q9H974_QTRD1	30	18	12.785318185	12.759848935	0.945702519258192	-0.0355408700222224	
Q9NRG4_SMYD2	30	18	12.040379405	12.24050832	0.273874830808545	-0.5955500242	
Q96GS4_CQ059	30	18	12.5452965	13.16218063	0.225409711180943	-0.654745492322222	
Q14CX7_NAA25	30	18	14.073290140000001	14.016672135	0.662802204035138	0.223194355888889	
Q5VU43_MYOME	30	18	12.358389055	11.625533115	0.0551288873151457	0.535345140333334	
Q99856_ARI3A	30	18	13.043538595000001	12.90960725	0.56788701457653	0.189204834444444	
Q7Z7A1_CNTRL	30	18	12.11807896	12.20018754	0.597956792142412	-0.239254644977777	
Q9H8H2_DDX31	30	18	14.30656795	14.554454265	0.754047195413739	-0.0951553083333341	
Q13618_CUL3	30	18	14.2398274	14.59481115	0.0696975474016167	-0.394296983555556	
Q8NI60_ADCK3	30	18	13.87983916	13.38098608	0.0842390510379726	0.563319434888889	
Q9BVJ6_UT14A	30	18	14.834154085	15.435490205	0.457750785383041	-0.186182867444446	
Q969Y2_GTPB3	30	18	13.486416225	13.59651079	0.318993117598691	-0.411474480000001	
P14902_I23O1	30	18	10.833811265000001	12.00322537	0.781401929939447	-0.150776185144444	
Q92552_RT27	30	18	12.805381	12.60585545	0.314322095955805	0.352309732055556	
Q3SXM5_HSDL1	30	18	12.808714179999999	13.316713325	0.15265049534875	-0.778522003977777	
P25786_PSA1	30	18	12.79668519	12.77608008	0.770525905481586	0.0761320534444447	
Q15742_NAB2	30	18	11.148006769999999	12.38123246	0.0365112688231949	-0.897981965111111	
Q96ST2_IWS1	30	18	11.985463115000002	11.642346045	0.459689435146108	0.303897992466666	
Q13938_CAYP1	30	18	14.63615851	14.765520695	0.308536830424091	-0.414710761	
P61978_HNRPK	30	18	12.46572144	12.600725415	0.626459789092784	-0.134958387777779	
Q9Y3U8_RL36	30	18	12.97231382	13.566032515	0.051312257073648	-0.628427312333335	
Q8TB22_SPT20	30	18	13.331286	13.07814246	0.807045071840568	-0.0774002302111114	
O60443_DFNA5	30	18	13.044654275	13.181364765000001	0.776585529649881	0.0962974421111102	
O43822_CU002	30	18	14.030950995000001	13.803198205	0.975230959495731	0.0124909246666665	
P28331_NDUS1	30	18	13.39437887	13.814102725000001	0.174573311119757	-0.330101519333333	
Q9P246_STIM2	30	18	14.143160250000001	14.498931935	0.359249001844715	-0.270547578999999	
Q92791_SC65	30	18	15.39747994	15.51976221	0.375582190184144	0.266909862222223	
P03951_FA11	30	18	11.655273285	11.572992605	0.296353706493757	0.259903928766667	
Q9Y314_NOSIP	30	18	13.38528464	13.43785698	0.462567736862379	0.275307058555555	
Q9Y450_HBS1L	30	18	13.842366655	13.485133919999999	0.293598134069874	0.311230016333333	
Q8N6M0_OTU6B	30	18	13.660998945	13.851730414999999	0.879681405606268	-0.0404469324444445	
P16070_CD44	30	18	13.63869184	13.792977345	0.778864971293197	0.151401888555556	
Q9C0D3_ZY11B	30	18	14.417410055000001	14.634750535	0.585736080967207	-0.117360200888889	
P24593_IBP5	30	18	13.44178758	13.437897079999999	0.557279742758362	-0.197152060888889	
Q9NRR5_UBQL4	30	18	13.536816025	13.383609285	0.334268010028446	0.290380025999999	
Q9UHD9_UBQL2	30	18	13.832358865	13.81068394	0.669680530707556	-0.157526252444443	
Q9UMX0_UBQL1	30	18	13.400666184999999	13.173699639999999	0.294673829823808	0.415043165311111	
Q5T7N3_KANK4	30	18	12.689207365	13.2616043	0.0611104671838656	-1.55918174128889	
Q13596_SNX1	30	18	14.028346580000001	14.06748399	0.917075057902582	-0.0372264428888887	
O95630_STABP	30	18	12.680492574999999	12.587806050000001	0.452230685016225	0.279379690333334	
Q9H6Z4_RANB3	30	18	14.64036502	14.783379955000001	0.907105532918424	0.0452636344444457	
Q0VG06_FP100	30	18	11.16417551	10.769592955	0.172472494517308	0.586790774477777	
Q8NEJ9_NGDN	30	18	13.82088648	13.80350481	0.806644174404239	-0.0734044687777775	
Q9HD42_CHM1A	30	18	13.62481081	13.28041305	0.563082742751643	0.294381337666666	
Q9NWU1_OXSM	30	18	13.19361151	13.25329155	0.961934745333017	0.0163351792222226	
Q7Z3E2_CC186	30	18	12.93829942	13.592350835	0.0410196728691365	-0.715878323444446	
Q7Z5J4_RAI1	30	18	12.73559513	12.294351774999999	0.438258343996757	0.422134493900002	
Q8WUT4_LRRN4	30	18	12.50708215	11.706486865	0.117715233794564	0.8714293963	
Q9UNM6_PSD13	30	18	13.60472827	13.670481625	0.643253155851406	0.230783724444445	
Q9BTE6_AASD1	30	18	12.604494925	12.68074499	0.92616208103077	-0.028003418111112	
Q8WVM8_SCFD1	30	18	12.809625624999999	12.42484818	0.836234122207088	0.0737010741555544	
P02671_FIBA	30	18	16.851731635	16.373680444999998	0.730167240674339	0.170056955666666	
P30626_SORCN	30	18	13.471185205	13.90381347	0.306293131451147	-0.531139515222222	
Q13568_IRF5	30	18	13.27289005	14.02471156	0.0173813370210843	-0.865190176444445	
O95208_EPN2	30	18	12.47562661	12.4734702	0.969223090284859	-0.0140684023333328	
Q96FJ0_STALP	30	18	14.77656404	15.337277695000001	0.398880567266795	-0.337372179888888	
O94919_ENDD1	30	18	14.625381795	14.616918380000001	0.674742226900848	0.11560160911111	
Q53HC9_TSSC1	30	18	13.53466937	13.50492676	0.781400538556676	0.0948986915555565	
O95229_ZWINT	30	18	13.65879141	14.138418405	0.476230434713097	-0.282883110222222	
P04843_RPN1	30	18	13.003176995	12.875959975	0.105569046831707	0.810439637888889	
Q92556_ELMO1	30	18	13.144410845	13.230427385	0.369084956631691	-0.425979941444444	
P17405_ASM	30	18	12.8351684	13.172971780000001	0.618071755391991	-0.226212467333333	
Q92541_RTF1	30	18	14.166013525	14.513799684999999	0.0730381417140002	-0.639575475000001	
P62249_RS16	30	18	13.37042317	13.82577923	0.393546619309759	-0.379369643555554	
Q9Y2B0_CNPY2	30	18	13.944972790000001	13.844640479999999	0.0958698687689231	0.518599208888888	
Q8TB24_RIN3	30	18	13.304523355	13.725082839999999	0.111303348401688	-0.650079130777778	
Q9UBK8_MTRR	30	18	13.279598735	14.398446245	0.11137514065647	-0.91529422981111	
Q9HB07_MYG1	30	18	13.67228309	13.267473375	0.13184090194284	0.481386102777778	
Q9C0H2_TTYH3	30	18	13.7700158	14.05436473	0.323574402398883	-0.426113766333334	
P43357_MAGA3	30	18	11.941090865	11.95356018	0.706629200276672	-0.141841477244444	
Q86VR2_F134C	30	18	12.987134919999999	12.937076189999999	0.386840852011303	0.340118430166665	
Q14699_RFTN1	30	18	13.64243376	13.608747825	0.509025132798057	0.317035999777779	
Q6ZS81_WDFY4	30	18	13.7211582	13.286049275	0.365286233491109	0.331630161777777	
Q9H171_ZBP1	30	18	11.93541129	11.657339154999999	0.369200484851682	0.299274721277778	
Q96KQ7_EHMT2	30	18	13.26108708	13.40199651	0.920937359260168	0.0504844346111106	
Q86TG7_PEG10	30	18	12.03886982	12.433369335	0.703324941763096	-0.16307676977778	
O14732_IMPA2	30	18	13.423952545	13.806407645	0.444912544266269	-0.263201051333333	
Q8IY21_DDX60	30	18	12.8833905	12.631809220000001	0.429896207914647	0.326489253011111	
Q9BQ95_ECSIT	30	18	11.430283755	10.575604395	0.610515385713927	0.221435047011111	
Q9NX46_ARHL2	30	18	12.675960655	11.946355635	0.0691256646925944	0.5721478709	
Q16531_DDB1	30	18	12.62611686	12.406413319999999	0.551370164824712	0.269375624044445	
O95182_NDUA7	30	18	13.342399695000001	13.522470055	0.111669490988869	-0.604019474666666	
Q6UXY1_BI2L2	30	18	12.162887415	11.07219792	0.103008439874659	0.8505826982	
Q9BV79_MECR	30	18	14.604599499999999	14.822562195	0.649377206120531	-0.173706291111111	
P63092_GNAS2	30	18	11.640121144999998	10.48989908	0.172147928911146	0.578175521588889	
P29622_KAIN	30	18	13.962277154999999	13.743518080000001	0.46933308843268	0.212838989666666	
P43243_MATR3	30	18	13.732842909999999	13.78422193	0.255534639520005	-0.52348006451111	
Q9Y2S7_PDIP2	30	18	14.012914845000001	13.864532035	0.485988455956472	0.233969219666665	
Q15154_PCM1	30	18	12.819312505	12.31405989	0.706477648297701	0.142707155111111	
Q99962_SH3G2	30	18	13.106908995	12.546819984999999	0.0714537666603652	0.825152958555556	
Q14691_PSF1	30	18	11.704401045000001	12.136645300000001	0.835475193097394	-0.10205009448889	
Q8IZH2_XRN1	30	18	12.82294202	13.19743884	0.662937659027089	-0.151965853888889	
Q6ZS30_NBEL1	30	18	14.106099335	13.60054711	0.69106158673876	0.147553549666666	
Q13153_PAK1	30	18	11.852130775	12.147645194999999	0.997790783071069	-0.00100606677777826	
Q13177_PAK2	30	18	12.942957685	12.738178075	0.238222375343774	0.428570514555556	
Q86YR5_GPSM1	30	18	12.646008005	12.883017955	0.64220020858707	-0.289545511477778	
Q9BQ70_TCF25	30	18	12.22170233	11.872743975	0.84999210264017	-0.0743949889444444	
Q92621_NU205	30	18	13.188524925	13.061162715	0.345812066743621	0.407145704777777	
Q14289_FAK2	30	18	13.80256914	13.649156125000001	0.173387191304988	0.344662148666668	
Q9HCN8_SDF2L	30	18	14.688362205	14.53065367	0.952865346593085	0.0237071941111111	
P17980_PRS6A	30	18	14.303860085	14.49292421	0.892801916119522	-0.0533379471111104	
P58876_H2B1D	30	18	11.02676928	11.734827875	0.116616053141213	-0.96311243561111	
Q96HN2_SAHH3	30	18	13.344279545	13.254698139999999	0.725404531051997	-0.118083176444443	
Q9NZ45_CISD1	30	18	11.641108885000001	12.01928974	0.611757875587346	0.258031278955555	
Q13438_OS9	30	18	13.738713279999999	14.114889485	0.105312770312861	-0.680135105888889	
P40967_PMEL	30	18	13.66452559	13.096623359999999	0.184068306540609	0.370455015700001	
Q15369_ELOC	30	18	12.87795728	12.972789375	0.464669948093786	0.344193406499999	
P48059_LIMS1	30	18	11.789248775	11.374464929999998	0.268922581238109	0.501234932200001	
P26368_U2AF2	30	18	12.584726555	12.08921047	0.254607737532756	0.395966748777779	
Q9BVG4_PBDC1	30	18	15.359092045	14.809114475000001	0.688139507380516	0.147389391444445	
Q9Y2X0_MED16	30	18	11.673993339999999	11.3148693	0.664656248236253	-0.195209080855555	
Q96RQ3_MCCA	30	18	13.67058919	12.968878929999999	0.128465556093396	0.511451410777777	
P54819_KAD2	30	18	12.71505686	12.403183859999999	0.936340031736293	0.0445900231111107	
Q9NRW3_ABC3C	30	18	12.981547455000001	13.162084605	0.988041782872207	0.00777046605555576	
O14641_DVL2	30	18	12.64587406	13.903269415	0.225718403418105	-0.748227194333332	
Q03135_CAV1	30	18	12.489318925	12.588701615	0.257982581422134	-0.823807233088889	
Q6GQQ9_OTU7B	30	18	14.297024465	14.392779145	0.651918511627562	-0.122856620555556	
Q9H1Z4_WDR13	30	18	12.0945503	12.072569300000001	0.860488722307869	-0.0780125858444443	
Q9NPF4_OSGEP	30	18	12.790343195	12.53457152	0.381705133246391	0.250082232222221	
Q9Y572_RIPK3	30	18	14.021388315	13.655167745	0.942665512740132	0.0339841494111113	
Q6ZV73_FGD6	30	18	13.736426004999998	13.81177863	0.86356249587501	-0.0566334844444434	
Q9UK41_VPS28	30	18	13.68747592	14.115929925	0.0527741576767055	-0.784519661777779	
Q11206_SIA4C	30	18	12.865335235	12.137546445	0.0358142045430414	0.881627367055556	
Q15847_ADIRF	30	18	12.519148094999998	12.65893953	0.141150071347345	-0.558295496666666	
O96028_NSD2	30	18	12.22359218	12.25627519	0.111513622423294	0.794525640388889	
P84022_SMAD3	30	18	13.513740105	12.95285809	0.0253119050979865	0.817871945555556	
O60551_NMT2	30	18	11.866606919999999	12.188569645	0.19258832494125	-0.911102253633333	
Q9BXW6_OSBL1	30	18	13.19543388	13.30378867	0.556514865455386	-0.2905041305	
Q4U2R6_RM51	30	18	13.141398315	13.83805159	0.0299605335678287	-0.640015968999998	
O14656_TOR1A	30	18	14.58966672	14.098542689999999	0.139522004486995	0.458583468444445	
Q9UIC8_LCMT1	30	18	15.103542455	14.351321785	0.107643812357082	0.505211562222224	
Q9Y6X9_MORC2	30	18	13.499061645000001	13.217455995	0.577099407158733	0.222986167444445	
P78330_SERB	30	18	14.408040450000001	15.11453645	0.0420838037288748	-0.683190037555557	
Q15147_PLCB4	30	18	13.44340988	13.09683434	0.310181935808873	-0.544478822955556	
Q8WZ55_BSND	30	18	12.28635665	12.62338771	0.657140869854047	-0.249697395966667	
Q9Y4W2_LAS1L	30	18	11.989978325	12.49346935	0.298856521381163	-0.4452024261	
O00746_NDKM	30	18	13.101637435	13.768514185	0.0549976185768273	-0.66410652888889	
P82930_RT34	30	18	13.1470822	13.29613147	0.935315708384427	0.0316920388888882	
O15056_SYNJ2	30	18	12.42626413	12.367954325	0.73866452448401	0.158657094366667	
Q9HAU0_PKHA5	30	18	11.49211974	11.476193665	0.901242862035037	-0.0766014634888883	
O95295_SNAPN	30	18	13.096787225	13.597933075	0.212605754426116	-0.611983238666665	
Q9NQ50_RM40	30	18	11.671978769999999	11.28087477	0.509158584261223	-0.345518122833335	
Q9UG63_ABCF2	30	18	12.302797015	12.546116545	0.732725143837926	-0.133230637988889	
A6NJ78_MET15	30	18	14.423136595	15.2557513	0.209653567975256	-0.574885264999999	
Q9UEU0_VTI1B	30	18	14.171901885	14.084574565	0.656818447060611	-0.155367900111111	
Q9H0E3_SP130	30	18	14.48128955	15.428577295	0.138265829817257	-0.623056530633335	
O75326_SEM7A	30	18	14.680392345	14.575582	0.873949909136245	0.0681512402222211	
P26045_PTN3	30	18	13.537974445	13.129688125	0.254536261321268	0.438001375444445	
Q9GZV5_WWTR1	30	18	13.33941639	13.28957875	0.27906785095491	-0.420367400444444	
O60704_TPST2	30	18	12.801904915000001	12.77775075	0.553021399450424	0.3256885589	
Q9UQL6_HDAC5	30	18	13.308494115	13.12788121	0.719112534116363	0.103886956277776	
Q8N4Q1_MIA40	30	18	13.94401376	13.69450095	0.991630885739614	-0.00283582933333371	
P20073_ANXA7	30	18	12.463946535	12.079932355	0.211425391476446	0.373889058555555	
