cohort	strict_luad	n_cohort	platform	endpoint	endpoint_family	n_genes	genes_used	subset	covariate_class	covariate_name	n	rho	p	story_negative	primary_family	eligible_max	q_primary
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	-0.36364555082320554	0.004639166088098576	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	none	none	30	-0.2645161290322581	0.1577857878821356	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	composition	stromal9_zmean	30	-0.2656452249776792	0.16368334398677506	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.09143293167253903	0.6371316027551821	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.09143293167253899	0.6371316027551823	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	none	none	30	-0.3539488320355951	0.0549942149071629	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	composition	stromal9_zmean	30	-0.3404482037420329	0.07073994638451954	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.23816247419880496	0.21345362640113857	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_zmean	ImmuneScore	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.23816247419880507	0.2134536264011383	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	none	none	60	-0.34187274242845245	0.007506302292920011	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	composition	stromal9_zmean	60	-0.36848699774333465	0.004083490076855369	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	-0.37601438471182497	0.0033359211315776146	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	-0.37601438471182497	0.0033359211315776146	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	none	none	30	-0.2925472747497219	0.1166931132500915	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	composition	stromal9_zmean	30	-0.29329254099974106	0.1225550516728703	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.13067501850814275	0.4992574086181916	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.13067501850814273	0.4992574086181916	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	none	none	30	-0.3730812013348164	0.04229542323064239	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	composition	stromal9_zmean	30	-0.35998228827486894	0.055090941357488474	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.26499630275132346	0.16475369056636727	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	immune8_deposited_mean	ImmuneScoreAnchor	8	CD8A,GZMA,GZMB,IFNG,EOMES,CXCL9,CXCL10,TBX21	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.2649963027513236	0.16475369056636718	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	none	none	60	-0.2094470686301751	0.10824931591818042	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	composition	stromal9_zmean	60	-0.24041511298232107	0.06663094161855092	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	-0.22752634058841595	0.0830813676822239	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	-0.2275263405884159	0.08308136768222399	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	none	none	30	-0.16929922135706338	0.3711247449621317	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	composition	stromal9_zmean	30	-0.17315887618118553	0.369034244424194	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	0.03791617254676016	0.8451790496734333	False	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	0.037916172546760184	0.8451790496734332	False	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_cosine_purity	none	none	30	-0.24716351501668518	0.18791023730119966	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_cosine_purity	composition	stromal9_zmean	30	-0.23233014918874442	0.22521311180589138	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.08435784888839926	0.6635077735891679	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.08435784888839928	0.6635077735891677	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	all	none	none	60	-0.3013614893025841	0.01928808808968951	True	True	True	0.04214804434413634
GSE273377_validation	True	60	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	all	composition	stromal9_zmean	60	-0.34790705912588094	0.006932663462362325	True	True	True	0.020198871322438382
GSE273377_validation	True	60	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	all	cosine_purity	ESTIMATE_cosine_TumorPurity	60	-0.44853256062760327	0.0003668875637046591	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	all	estimate_score	ESTIMATEScore_stromal_plus_immune	60	-0.4485325606276031	0.0003668875637046609	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_tumor	none	none	30	-0.37486095661846497	0.04124480861561663	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_tumor	composition	stromal9_zmean	30	-0.3979348439983814	0.03252747057686207	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.25652377263483817	0.179186861063772	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.2565237726348381	0.17918686106377196	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_cosine_purity	none	none	30	-0.4896551724137932	0.006025100690888328	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_cosine_purity	composition	stromal9_zmean	30	-0.4799201408614962	0.008422406920023563	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_cosine_purity	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.31482648439146294	0.09622787754744916	True	False	False	
GSE273377_validation	True	60	RNA-seq log2 CPM	estimate_immune141	ImmuneScore	140	Yoshihara_Immune141_present_140_of_141	high_cosine_purity	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.31482648439146305	0.09622787754744909	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	all	none	none	30	-0.43670745272525024	0.0158279865175195	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	all	composition	stromal9_zmean	30	-0.26634845299369014	0.162529014324583	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	all	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.24499125996591367	0.20022485758354958	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	all	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.24499125996591353	0.20022485758354983	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	high_tumor	none	none	15	-0.6749999999999999	0.005763499218050834	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	high_tumor	composition	stromal9_zmean	15	-0.43493031346898786	0.12013749895039995	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	15	-0.6354341093803954	0.014602882101318923	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A	CD8	1	CD8A	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	15	-0.6354341093803952	0.014602882101318939	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	all	none	none	30	-0.30233592880978866	0.10440615960354474	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	all	composition	stromal9_zmean	30	-0.11726208231796384	0.5446511213813802	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	all	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.17815534826970203	0.35516288270349045	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	all	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.17815534826970197	0.3551628827034906	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	high_tumor	none	none	15	-0.44999999999999996	0.09235737494812248	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	high_tumor	composition	stromal9_zmean	15	-0.1575401523169232	0.5906584211688851	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	15	-0.4328014246403675	0.12216885683244472	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8B	CD8	1	CD8B	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	15	-0.4328014246403675	0.12216885683244472	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	none	none	30	-0.40289210233592887	0.027280781205159022	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	composition	stromal9_zmean	30	-0.22486559601930772	0.24088946189690122	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.250339690204649	0.1902662353478622	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	all	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.25033969020464913	0.19026623534786208	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	none	none	15	-0.5464285714285714	0.03506666021670983	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	composition	stromal9_zmean	15	-0.2639399632567958	0.36186492459100633	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	15	-0.5299369485394786	0.051277616010340324	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	CD8A_CD8B_zmean	CD8	2	CD8A,CD8B	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	15	-0.5299369485394785	0.05127761601034047	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	none	none	30	-0.37664071190211346	0.04021518500185503	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	composition	stromal9_zmean	30	-0.2193802962506253	0.2528603947073514	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.1856702421277198	0.3348939083129602	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	all	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.18567024212771988	0.33489390831295995	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	none	none	15	-0.5357142857142856	0.03956697222954946	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	composition	stromal9_zmean	15	-0.33383833022208254	0.24341220293650204	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	15	-0.37972711548382454	0.18051772149297177	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	cytotoxic6_zmean	CD8	6	CD8A,GZMA,GZMB,PRF1,NKG7,GNLY	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	15	-0.3797271154838245	0.1805177214929717	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	all	none	none	30	-0.43893214682981085	0.015242568393486356	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	all	composition	stromal9_zmean	30	-0.26811444138251334	0.15965575260086692	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.2706048210549268	0.15566574312548875	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.2706048210549267	0.15566574312548878	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	high_tumor	none	none	15	-0.5857142857142856	0.021776517619042784	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	high_tumor	composition	stromal9_zmean	15	-0.31765255459000863	0.26841820605255445	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	15	-0.4386940619617354	0.1166025517846229	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_zmean	ImmuneScore	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	15	-0.43869406196173516	0.11660255178462307	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	all	none	none	30	-0.33615127919911014	0.06933876905332938	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	all	composition	stromal9_zmean	30	-0.16333662105861682	0.3972122160754314	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	all	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.2006739467578311	0.296581573783286	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	all	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.20067394675783104	0.2965815737832861	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	high_tumor	none	none	15	-0.5285714285714286	0.04279728930945039	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	high_tumor	composition	stromal9_zmean	15	-0.2599441894841442	0.3694461992051298	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	15	-0.47396259829773985	0.08687396693178656	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	immune8_deposited_mean	ImmuneScoreAnchor	7	CD8A,GZMA,GZMB,EOMES,CXCL9,CXCL10,TBX21	high_tumor	estimate_score	ESTIMATEScore_stromal_plus_immune	15	-0.4739625982977398	0.08687396693178655	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	none	none	30	-0.4117908787541713	0.023758748913501986	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	composition	stromal9_zmean	30	-0.25887587140342827	0.17509410436817957	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	cosine_purity	ESTIMATE_cosine_TumorPurity	30	-0.17653697143401298	0.3596214694619465	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	all	estimate_score	ESTIMATEScore_stromal_plus_immune	30	-0.176536971434013	0.35962146946194656	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	none	none	15	-0.6607142857142856	0.007330569830891709	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	composition	stromal9_zmean	15	-0.4724234207572071	0.08804707656883891	True	False	False	
GSE233774_tumor	True	30	RNA-seq log2 FPKM	ayers_gep18_zmean	GEP18_companion	18	CCL5,CD27,CD274,CD276,CD8A,CMKLR1,CXCL9,CXCR6,HLA-DQA1,HLA-DRB1,HLA-E,IDO1,LAG3,NKG7,PDCD1LG2,PSMB10,STAT1,TIGIT	high_tumor	cosine_purity	ESTIMATE_cosine_TumorPurity	15	-0.4958171460053756	0.0713796810165764	True	False	False	
