analysis	signature	dropped	k	mu	se	p	I2	lo	hi	n_pos
epithelial_drug	MHCI	GSE242255	4	0.3513615463513534	0.17470352725014615	0.04430565793115954	0.9595771540047822	0.008942632941066953	0.6937804597616399	4
epithelial_drug	MHCI	GSE116765	4	0.33845568737772547	0.1757518258539501	0.0541344539053379	0.9720283365329501	-0.006017891296016709	0.6829292660514676	4
epithelial_drug	MHCI	GSE319513	4	0.22375976705906386	0.03876747004388309	7.840895895262171e-09	0.08405164417588668	0.147775525773053	0.29974400834507475	4
epithelial_drug	MHCI	GSE93076_drug	4	0.3264413017505181	0.18430061037835171	0.07652017912913232	0.9718337851994797	-0.03478789459105125	0.6876704980920875	4
epithelial_genetic	IFN	GSE242255	4	0.014450523109404432	0.07503474939122513	0.8472844536236196	0.9945727782502837	-0.13261758569739684	0.1615186319162057	1
epithelial_genetic	IFN	GSE167956	4	0.0686640055429586	0.06811421111689406	0.31342006396456445	0.9878846933979107	-0.06483984824615377	0.20216785933207096	2
epithelial_genetic	IFN	GSE93075	4	0.0439041024375727	0.06674197414635326	0.5106547930470269	0.9952674232100264	-0.08691016688927969	0.1747183717644251	2
epithelial_genetic	IFN	GSE63480	4	0.06031715560252856	0.08297823283092795	0.4672851635258559	0.9951236296577655	-0.1023201807460902	0.22295449195114733	2
epithelial_genetic	IFN	GSE285698	4	-0.0039688956641083855	0.0477552184949369	0.9337647495896194	0.9807370391829756	-0.0975691239141847	0.08963133258596793	1
epithelial_genetic	STING	GSE242255	4	0.11104150273348315	0.1947650792544491	0.5685892222685466	0.9914882964766897	-0.27069805260523705	0.4927810580722034	1
epithelial_genetic	STING	GSE167956	4	0.19419646401842694	0.2210063493335251	0.379568413019602	0.9631334997512375	-0.2389759806752822	0.6273689087121361	2
epithelial_genetic	STING	GSE93075	4	0.1528766089667071	0.17887654267142597	0.3927456450405312	0.9914868093367144	-0.1977214146692878	0.503474632602702	2
epithelial_genetic	STING	GSE63480	4	0.211870415027201	0.20944948903871452	0.3117491876401691	0.9909573116414423	-0.19865058348867948	0.6223914135430815	2
epithelial_genetic	STING	GSE285698	4	-0.03108532673562332	0.01775982247556198	0.08006355586315729	0.0	-0.0658945787877248	0.0037239253164781626	1
epithelial_genetic	APM	GSE242255	4	0.057453021695613025	0.07652397529273075	0.4527823027654092	0.9677863329279548	-0.09253396987813925	0.20744001326936531	2
epithelial_genetic	APM	GSE167956	4	0.03533570079370545	0.09694337649864582	0.7154859055646992	0.9297329483097079	-0.15467331714364033	0.22534471873105125	2
epithelial_genetic	APM	GSE93075	4	0.02975332778941913	0.0746723473206998	0.6902972148080975	0.971038572879167	-0.11660447295915247	0.17611112853799074	2
epithelial_genetic	APM	GSE63480	4	-0.021494496747209896	0.12835512929539677	0.8670072186214026	0.9556387443903895	-0.27307055016618753	0.23008155667176775	1
epithelial_genetic	APM	GSE285698	4	-0.07617903517014847	0.07187574204963607	0.28920316030037707	0.9593279306134881	-0.21705548958743515	0.06469741924713822	1
epithelial_genetic	MHCI	GSE242255	4	0.18839202984893647	0.17566699557778748	0.2835231727465738	0.9877400062220717	-0.15591528148352699	0.5326993411813999	2
epithelial_genetic	MHCI	GSE167956	4	0.07500266626047344	0.17155129870758243	0.6619644563195666	0.9792766634787542	-0.2612378792063881	0.411243211727335	2
epithelial_genetic	MHCI	GSE93075	4	0.02340824426127841	0.2087753666161711	0.9107269298840753	0.9883786030985409	-0.38579147430641697	0.4326079628289738	2
epithelial_genetic	MHCI	GSE63480	4	-0.09134723412111746	0.2133121843447581	0.6684817744356422	0.9828056415395792	-0.5094391154368434	0.32674464719460844	1
epithelial_genetic	MHCI	GSE285698	4	-0.13144796313986176	0.1987289471679398	0.5083279602986561	0.9876634666233279	-0.5209566995890238	0.2580607733093002	1
