gene	platform_or_source	probe_or_row	sample	sample_title	value
CLDN4	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:CLDN4	Pt28.baseline		147.8915
CLDN4	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:CLDN4	Pt29.baseline		15.3695
CLDN4	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:CLDN4	Pt31.baseline		0.528871
CLDN4	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:CLDN4	Pt32.baseline		0.244306
CLDN4	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:CLDN4	Pt35.baseline		0.096592
CLDN4	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:CLDN4	Pt37.baseline		0.73664
CLDN4	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:CLDN4	Pt38.baseline		1.48747
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt1.baseline		3.99519
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt2.baseline		1.187225
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt4.baseline		0.149112
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt5.baseline		0.04009565
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt6.baseline		0.275426
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt7.baseline		0.4468925
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt8.baseline		0.531932
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt9.baseline		10.4215
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt10.baseline		0.4346265
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt12.baseline		1.67984
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt13.baseline		0.801813
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt14.baseline		0.507261
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt15.baseline		0.33088
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt16.OnTx		0.670585
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt19.baseline		0.433897
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt20.baseline		0.475758
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt22.baseline		0.8226815
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt23.baseline		1.79413
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt25.baseline		0.207223
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt27A.baseline		0.5637145
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt27B.baseline		0.2528715
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt28.baseline		644.2955
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt29.baseline		12.03445
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt31.baseline		0.909308
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt32.baseline		0.132056
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt35.baseline		0.16573
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt37.baseline		0.119469
TACSTD2	RNA-seq FPKM	GSE78220_PatientFPKM.xlsx:TACSTD2	Pt38.baseline		0.637474
