gene	platform_or_source	probe_or_row	sample	sample_title	value
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H04_Normal_H04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H04_Tumor_H04_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H05_Normal_H05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H05_Tumor_H05_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H06_Normal_H06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H06_Tumor_H06_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H07_Normal_H07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H07_Tumor_H07_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H08_Normal_H08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H08_Tumor_H08_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H09_Normal_H09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H09_Tumor_H09_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H10_Normal_H10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H10_Tumor_H10_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H11_Normal_H11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H11_Tumor_H11_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H12_Normal_H12_PeterHammerman_thout		0
CLDN4	RNA-seq featureCounts	GSE84789_fcount_primary_output.txt.gz:ENSG00000189143.8	1350H12_Tumor_H12_PeterHammerman_thout		0
