gene	platform_or_source	probe_or_row	sample	sample_title	value
CLDN4	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Cldn4:kd:padj_GA.5	kd:padj_GA.5		1.0
CLDN4	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Cldn4:oe:baseMean	oe:baseMean		391.318063708
CLDN4	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Cldn4:oe:log2FoldChange	oe:log2FoldChange		-0.716080529066
CLDN4	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Cldn4:oe:lfcSE	oe:lfcSE		0.354614545798
CLDN4	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Cldn4:oe:stat	oe:stat		-2.01932080212
CLDN4	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Cldn4:oe:pvalue	oe:pvalue		0.0434538871432
CLDN4	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Cldn4:oe:padj	oe:padj		0.107563722939
CLDN4	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Cldn4:oe:stat_GA.5	oe:stat_GA.5		-0.609339158888
CLDN4	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Cldn4:oe:pvalue_GA.5	oe:pvalue_GA.5		0.542299656335
CLDN4	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Cldn4:oe:padj_GA.5	oe:padj_GA.5		1.0
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:16T:baseMean	16T:baseMean		0.0
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:16T:log2FoldChange	16T:log2FoldChange		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:16T:lfcSE	16T:lfcSE		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:16T:stat	16T:stat		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:16T:pvalue	16T:pvalue		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:16T:padj	16T:padj		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:16T:stat_GA.5	16T:stat_GA.5		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:16T:pvalue_GA.5	16T:pvalue_GA.5		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:16T:padj_GA.5	16T:padj_GA.5		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:KP1:baseMean	KP1:baseMean		0.0
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:KP1:log2FoldChange	KP1:log2FoldChange		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:KP1:lfcSE	KP1:lfcSE		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:KP1:stat	KP1:stat		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:KP1:pvalue	KP1:pvalue		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:KP1:padj	KP1:padj		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:KP1:stat_GA.5	KP1:stat_GA.5		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:KP1:pvalue_GA.5	KP1:pvalue_GA.5		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:KP1:padj_GA.5	KP1:padj_GA.5		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:kd:baseMean	kd:baseMean		0.0
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:kd:log2FoldChange	kd:log2FoldChange		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:kd:lfcSE	kd:lfcSE		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:kd:stat	kd:stat		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:kd:pvalue	kd:pvalue		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:kd:padj	kd:padj		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:kd:stat_GA.5	kd:stat_GA.5		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:kd:pvalue_GA.5	kd:pvalue_GA.5		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:kd:padj_GA.5	kd:padj_GA.5		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:oe:baseMean	oe:baseMean		0.0
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:oe:log2FoldChange	oe:log2FoldChange		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:oe:lfcSE	oe:lfcSE		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:oe:stat	oe:stat		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:oe:pvalue	oe:pvalue		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:oe:padj	oe:padj		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:oe:stat_GA.5	oe:stat_GA.5		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:oe:pvalue_GA.5	oe:pvalue_GA.5		
TACSTD2	GSE81257 DESeq (cqn-norm)	GSE81257_gene_expression_cqnnorm_deseq.csv.gz:Tacstd2:oe:padj_GA.5	oe:padj_GA.5		
