gene	platform_or_source	probe_or_row	sample	sample_title	value
TACSTD2	GPL16499	22426	GSM1062700	NDMA_AC_1	-0.64825
TACSTD2	GPL16499	22426	GSM1062701	NDMA_AC_2	-0.30909
TACSTD2	GPL16499	22426	GSM1062702	NDMA_AC_3	-0.21614
TACSTD2	GPL16499	22426	GSM1062703	NDMA-silica_AD_4m_1	-0.66149
TACSTD2	GPL16499	22426	GSM1062704	NDMA-silica_AD_4m_2	-0.5178
TACSTD2	GPL16499	22426	GSM1062705	NDMA-silica_AD_6m_1	-0.5673
TACSTD2	GPL16499	22426	GSM1062706	NDMA-silica_AD_6m_2	-0.57687
TACSTD2	GPL16499	22426	GSM1062707	NDMA-silica_AD_6m_3	-0.40473
TACSTD2	GPL16499	22426	GSM1062708	NDMA-silica_AD_9m_1	-0.53299
TACSTD2	GPL16499	22426	GSM1062709	NDMA-silica_AD_9m_2	-0.80555
TACSTD2	GPL16499	22426	GSM1062710	NDMA-silica_AD_9m_3	-0.38227
TACSTD2	GPL16499	22426	GSM1062711	NDMA-silica_AC_1	-0.93988
TACSTD2	GPL16499	22426	GSM1062712	NDMA-silica_AC_2	-0.56465
TACSTD2	GPL16499	22426	GSM1062713	NDMA-silica_AC_3	-1.0142
CLDN4	GPL16499	45183	GSM1062698	NDMA_AD_1	0.040541
CLDN4	GPL16499	45183	GSM1062699	NDMA_AD_2	0.045369
CLDN4	GPL16499	45183	GSM1062700	NDMA_AC_1	0.13434
CLDN4	GPL16499	45183	GSM1062701	NDMA_AC_2	-0.03254
CLDN4	GPL16499	45183	GSM1062702	NDMA_AC_3	0.05721
CLDN4	GPL16499	45183	GSM1062703	NDMA-silica_AD_4m_1	-0.0048368
CLDN4	GPL16499	45183	GSM1062704	NDMA-silica_AD_4m_2	0.06273
CLDN4	GPL16499	45183	GSM1062705	NDMA-silica_AD_6m_1	0.10924
CLDN4	GPL16499	45183	GSM1062706	NDMA-silica_AD_6m_2	0.16778
CLDN4	GPL16499	45183	GSM1062707	NDMA-silica_AD_6m_3	0.00052023
CLDN4	GPL16499	45183	GSM1062708	NDMA-silica_AD_9m_1	0.024684
CLDN4	GPL16499	45183	GSM1062709	NDMA-silica_AD_9m_2	0.30264
CLDN4	GPL16499	45183	GSM1062710	NDMA-silica_AD_9m_3	0.1787
CLDN4	GPL16499	45183	GSM1062711	NDMA-silica_AC_1	0.00093664
CLDN4	GPL16499	45183	GSM1062712	NDMA-silica_AC_2	0.18857
CLDN4	GPL16499	45183	GSM1062713	NDMA-silica_AC_3	-0.0079353
TACSTD2	GPL16499	6357	GSM1062698	NDMA_AD_1	-0.13711
TACSTD2	GPL16499	6357	GSM1062699	NDMA_AD_2	-0.30315
TACSTD2	GPL16499	6357	GSM1062700	NDMA_AC_1	-0.77375
TACSTD2	GPL16499	6357	GSM1062701	NDMA_AC_2	-0.41482
TACSTD2	GPL16499	6357	GSM1062702	NDMA_AC_3	-0.28905
TACSTD2	GPL16499	6357	GSM1062703	NDMA-silica_AD_4m_1	-0.79384
TACSTD2	GPL16499	6357	GSM1062704	NDMA-silica_AD_4m_2	-0.57404
TACSTD2	GPL16499	6357	GSM1062705	NDMA-silica_AD_6m_1	-0.60449
TACSTD2	GPL16499	6357	GSM1062706	NDMA-silica_AD_6m_2	-0.45024
TACSTD2	GPL16499	6357	GSM1062707	NDMA-silica_AD_6m_3	-0.44964
TACSTD2	GPL16499	6357	GSM1062708	NDMA-silica_AD_9m_1	-0.54074
TACSTD2	GPL16499	6357	GSM1062709	NDMA-silica_AD_9m_2	-0.64916
TACSTD2	GPL16499	6357	GSM1062710	NDMA-silica_AD_9m_3	-0.50866
TACSTD2	GPL16499	6357	GSM1062711	NDMA-silica_AC_1	-0.80846
TACSTD2	GPL16499	6357	GSM1062712	NDMA-silica_AC_2	-0.4979
TACSTD2	GPL16499	6357	GSM1062713	NDMA-silica_AC_3	-1.0437
TACSTD2	GPL16499	91074	GSM1062698	NDMA_AD_1	-0.050784
TACSTD2	GPL16499	91074	GSM1062699	NDMA_AD_2	-0.33807
TACSTD2	GPL16499	91074	GSM1062700	NDMA_AC_1	-0.84704
TACSTD2	GPL16499	91074	GSM1062701	NDMA_AC_2	-0.37183
TACSTD2	GPL16499	91074	GSM1062702	NDMA_AC_3	-0.34544
TACSTD2	GPL16499	91074	GSM1062703	NDMA-silica_AD_4m_1	-0.76697
TACSTD2	GPL16499	91074	GSM1062704	NDMA-silica_AD_4m_2	-0.59597
TACSTD2	GPL16499	91074	GSM1062705	NDMA-silica_AD_6m_1	-0.78352
TACSTD2	GPL16499	91074	GSM1062706	NDMA-silica_AD_6m_2	-0.52093
TACSTD2	GPL16499	91074	GSM1062707	NDMA-silica_AD_6m_3	-0.51582
TACSTD2	GPL16499	91074	GSM1062708	NDMA-silica_AD_9m_1	-0.63035
TACSTD2	GPL16499	91074	GSM1062709	NDMA-silica_AD_9m_2	-0.61371
TACSTD2	GPL16499	91074	GSM1062710	NDMA-silica_AD_9m_3	-0.60944
TACSTD2	GPL16499	91074	GSM1062711	NDMA-silica_AC_1	-0.69864
TACSTD2	GPL16499	91074	GSM1062712	NDMA-silica_AC_2	-0.43342
TACSTD2	GPL16499	91074	GSM1062713	NDMA-silica_AC_3	-1.0109
