gene	rho	p	n
Kprp	0.5265456739220052	0.00010177687972883322	49
Htra1	0.5264695768048152	0.00010205537425211793	49
Krtcap3	0.5261655618734234	0.00010317494015391667	49
Grhl2	0.5261382835413213	0.00010327594145271448	49
Prl7a1	0.5259312680295999	0.00010404538747631069	49
Nap1l3	0.5258588589372277	0.00010431575408460676	49
Gnmt	0.5256726348399338	0.00010501403973346288	49
Clock	0.5254302197637315	0.00010592941603676535	49
Eppk1	0.5253170902083943	0.00010635908822036041	49
Tspan1	0.5253129982397003	0.00010637465950254904	49
Adgrf4	0.525146496764589	0.00010701001955197707	49
Dapk1	0.5250110806088739	0.00010752931134223477	49
Acsbg3	0.5249696003000112	0.0001076888388630476	49
Ttc6	0.5246250619193024	0.00010902225624944625	49
Foxc1	0.5246232222140454	0.00010902941645378886	49
Ptprk	0.5240366706465553	0.00011133430022286756	49
Cip2a	0.5238464059890104	0.00011209144901963409	49
Tns4	0.5236767116560046	0.00011277069924972814	49
Sash3	0.5236342135632721	0.00011294139696510159	49
Zfp791	0.5234068045173479	0.00011385881936575711	49
Jmjd4	0.5229979343239812	0.00011552541611536676	49
Flacc1	0.522374319123277	0.0001181102192673195	49
Ang2	0.5221609493715391	0.00011900664741636339	49
Cyp2b9	0.5219682153283414	0.00011982170782721007	49
Plxnb1	0.5217535092152719	0.0001207356784372245	49
Hoxa4	0.5212542657108912	0.00012288550790801424	49
Plb1	0.5206064479349949	0.00012572714457894524	49
Stfa3	0.5201215460651958	0.00012789321361472516	49
Rab11fip4	0.520015724977929	0.00012837041746554455	49
4930486L24Rik	0.5199053312452218	0.00012886997100507584	49
Rs1	0.5197027388207076	0.0001297913540458885	49
Cd164l2	0.5188674380020113	0.00013365402867210853	49
Grhl1	0.5187748038391564	0.00013408878613943532	49
Il23a	0.5173886131210782	0.000140750350532311	49
Alox12e	0.5172711931248594	0.00014132825441191075	49
1700125H20Rik	0.5170143337522246	0.00014259997721365367	49
Gja8	0.5169035458309547	0.00014315170375938977	49
Phlda2	0.5167977203953044	0.00014368053189613644	49
Ctsm	0.5167419519545131	0.00014395993184198873	49
Col8a2	0.516690177652961	0.00014421976400610988	49
Serpine2	0.5160492805395545	0.00014747170138988705	49
Rhox9	0.5159469718428804	0.00014799695643007792	49
Dsg1a	0.5152730730256764	0.00015149955211160248	49
Epha4	0.514790536673181	0.00015405372653396404	49
Krt88	0.514600556243224	0.0001550700456675059	49
Padi4	0.5144005453960262	0.00015614661564451027	49
Asb11	0.513887131234635	0.0001589413159186807	49
Fam187a	0.5135629390354886	0.0001607293824856184	49
Cyp4f39	0.5134802244278738	0.00016118851265344757	49
Ivl	0.5133145964512377	0.00016211146605015313	49
Aif1	0.5133141791936683	0.00016211379725724066	49
Gzmd	0.5129512426475258	0.00016415310730225034	49
Slc28a3	0.5127426247885991	0.0001653358517891964	49
Klk14	0.5127170603199638	0.00016548131983797407	49
Plekhs1	0.5125949427437857	0.00016617780670510546	49
Arvcf	0.5125334504552881	0.00016652953131202	49
Slc4a4	0.5121160234967526	0.00016893509824960227	49
Gm3512	0.5120848880288128	0.00016911578789945286	49
Sprr2a1	0.5118417476463172	0.00017053287267092937	49
Smcp	0.5117866800148834	0.00017085531757164222	49
Tmem45b	0.5117584347171704	0.00017102092116483923	49
Tcaf2	0.5115222798995555	0.0001724112332398159	49
Cts3	0.5113374742842193	0.00017350639992231635	49
Spink5	0.5104280046967835	0.00017898872199105558	49
Skap1	0.5097431717791823	0.00018322038438164503	49
Efs	0.5097092561303788	0.00018343229796063425	49
Cep19	0.5095920820165203	0.0001841661476635223	49
Aadat	0.5094666553120334	0.0001849546396204859	49
Chit1	0.5092377698021269	0.00018640143831426498	49
Nkx6-2	0.5090516898252243	0.00018758523503849747	49
Fam83c	0.508713203025405	0.00018975614600629312	49
Fxyd3	0.5086512404269498	0.00019015601196915185	49
St6galnac2	0.5086072166167881	0.0001904405780146582	49
Exph5	0.5085932136363216	0.0001905311731625933	49
Scn4b	0.5084566315637393	0.00019141687558784168	49
Crybg3	0.5084042216854795	0.00019175773361499533	49
Ano1	0.5083076494373412	0.00019238725560391496	49
Trmt44	0.5080648330194678	0.00019397840198833387	49
Arhgap40	0.5080047344001876	0.0001943740629119917	49
Tmprss11d	0.5079905241225469	0.0001944677238221763	49
Gm18336	0.5077540042504344	0.00019603267742528818	49
Lipm	0.5073613097382531	0.0001986562674494026	49
Cyp3a16	0.5073346778816222	0.00019883534479925232	49
Fam83a	0.5073108701696405	0.00019899555626536183	49
Tslp	0.5070722727501786	0.00020060766314739098	49
Cpa4	0.5070611491586466	0.0002006831094893708	49
Tdpoz8	0.5069913429401656	0.0002011571626939976	49
Srsf12	0.5069251356855353	0.0002016077152946839	49
Itgb4	0.5064244544670781	0.00020504474134095895	49
Ntf5	0.5060285010233978	0.0002078004435620866	49
Gm8206	0.5058730666150395	0.00020889137880003653	49
Zdhhc23	0.5057732263201866	0.00020959486143547283	49
Tmem92	0.5056919799653825	0.00021016891707199375	49
Myh1	0.5056635864824389	0.0002103698710654134	49
Lpar6	0.505575982802049	0.0002109909838241146	49
Ror1	0.5053452372565926	0.00021263495667089537	49
Uts2b	0.5052177906220149	0.000213547943920045	49
Trpm8	0.5052060880797564	0.00021363195543020483	49
Klk12	0.5047796157877507	0.00021671411809465494	49
Adrb1	0.5043930749586137	0.00021954252044379714	49
Pthlh	0.504227607706032	0.00022076349269184754	49
Pigr	0.5039730762483803	0.00022265370436413425	49
Met	0.503894470824684	0.00022324040974534807	49
Slc5a1	0.5038755316400809	0.0002233819801693246	49
Gm10251	0.5037870937339967	0.00022404413320374435	49
Nectin4	0.5037633814067298	0.0002242219750308952	49
Morc4	0.5037530227922269	0.00022429970458083675	49
Clstn2	0.5036961609578942	0.00022472682348458585	49
2210017I01Rik	0.5036307921277707	0.00022521875515717075	49
Wnt7b	0.5035344697183995	0.0002259454090585274	49
Ptk7	0.5035344697183995	0.0002259454090585274	49
Rapgef5	0.5034933208997296	0.00022625648307307724	49
Kif26a	0.5032106583986139	0.00022840386574547015	49
Gm9930	0.5031341847823849	0.00022898800571580672	49
Lfng	0.503081905314653	0.00022938811993648118	49
Ajuba	0.5030305678069614	0.00022978164245198517	49
Ltk	0.5028059029435528	0.00023151100742742353	49
Klhdc7a	0.5027788661741429	0.00023171991824958343	49
Mrgprb1	0.5026116843141627	0.0002330155230360913	49
Sprr2f	0.5025666335305153	0.00023336577466476265	49
Usp43	0.5024046130145337	0.00023462937167604357	49
Btg1b	0.5023562642268948	0.00023500764473386666	49
Lratd1	0.5023339527754916	0.00023518239247397987	49
Ceacam12	0.5020199833924552	0.0002376540012915678	49
Cmah	0.5020145716047395	0.0002376968094868918	49
Scnn1a	0.5018939237548186	0.00023865297401149427	49
Gm3183	0.5018566129372353	0.00023894937743165463	49
Ppp1r14d	0.5013984331685382	0.00024261657359193347	49
Dmkn	0.5010573373532041	0.00024537972641041093	49
Krt26	0.501024448771	0.00024564765404062785	49
Ctsw	0.5009670726039622	0.0002461157058594096	49
Tlr7	0.5003664604262394	0.000251064051670967	49
Rps6ka6	0.5003594146222783	0.0002511226326405673	49
Adamts3	0.5002639125061817	0.0002519178904047858	49
Spns2	0.5002023289235309	0.0002524319151753192	49
Acp5	0.5001891961288222	0.00025254165475235195	49
Cutal	0.5000185413365571	0.00025397161150025665	49
Ell3	0.4996155861301957	0.00025737725631988387	49
Asb4	0.4995041418340652	0.00025832643023300896	49
Usp46	0.4994669868138389	0.00025864358539907283	49
Prlr	0.49946695095948823	0.0002586438916221968	49
1700016H13Rik	0.49938350215383603	0.00025935749878179526	49
Tmem184a	0.4993258564826885	0.00025985149429218787	49
Itga3	0.499297292480833	0.00026009658998392437	49
Adamts15	0.4992601292924408	0.0002604157854907608	49
Vtcn1	0.4992221229774364	0.00026074259000424127	49
Fam71a	0.49911472498244563	0.0002616680833874426	49
Clca3a2	0.4991067744960609	0.00026173671432848524	49
Cxcl16	0.4985547692366445	0.0002665418885455486	49
Gm2897	0.4983737969170906	0.0002681345652045599	49
1700016C15Rik	0.49830889544178747	0.0002687078399939047	49
Defb4	0.4982523200876621	0.00026920847642437684	49
Rasgrp1	0.4982213922238809	0.00026948251505827606	49
Lyzl4	0.4980848121636118	0.0002706957197867006	49
Exoc1	0.4980528673721237	0.0002709801904929102	49
Smim22	0.49800209053126515	0.00027143291977135776	49
Ube3c	0.4977700434837805	0.0002735106043255922	49
Cstdc5	0.4977497963155112	0.0002736925738928282	49
Vangl2	0.4974224622431477	0.00027664972828333594	49
Vdr	0.4967518774857455	0.0002827984484340437	49
Zfp644	0.4967518774857455	0.0002827984484340437	49
Ppp1r26	0.4966678867706183	0.00028357723979213057	49
Klra17	0.49653373357571057	0.0002848251873845397	49
Gm3739	0.4964044248700467	0.0002860327778328136	49
Pou3f1	0.4963809683579313	0.00028625233040047404	49
Pcgf3	0.496242794486728	0.00028754873773093953	49
Depp1	0.4961188128222378	0.0002887165136703845	49
Gdpd5	0.49607310015372214	0.0002891481617092714	49
Pgr	0.49597161081751073	0.0002901085793959377	49
Ggt6	0.4958415070072239	0.00029134401008831047	49
Gm94	0.49582587540323547	0.00029149276389380695	49
Dbf4	0.4953377580440303	0.0002961725624462258	49
Scube3	0.4953291507943206	0.0002962556911914145	49
Slc24a3	0.4952024338251585	0.00029748197129115915	49
Krt80	0.49504888714815354	0.00029897405156226127	49
Wfdc3	0.49484646383294245	0.0003009514466004374	49
Asprv1	0.49462000243424314	0.0003031776946026133	49
Stab1	0.49433220272222334	0.00030602845402922884	49
Crybg2	0.49394945884403324	0.00030985727874672066	49
Ddx31	0.4939236386023149	0.0003101171299421532	49
Palmd	0.49390876288236507	0.00031026692662698187	49
Pxdc1	0.4936292338149334	0.00031309396165664566	49
Mark1	0.49360592180838875	0.0003133307795986332	49
Ppp1r14c	0.49351648026743644	0.00031424088841665077	49
Wfdc18	0.49328975638508943	0.00031655864222288543	49
Dok7	0.49324923457671066	0.0003169745153749848	49
Tpbg	0.4931763110175347	0.00031772417228100285	49
Yes1	0.49290547260427997	0.00032052247434444855	49
Grik3	0.4927811698946045	0.0003218142241785167	49
Capns2	0.4927430589340942	0.0003222112150124154	49
Dcc	0.49265851886607	0.00032309342737210097	49
Cnfn	0.49247580500856675	0.00032500760036885477	49
Tanc2	0.49245295438293113	0.0003252477121637216	49
Glis3	0.49201283609829904	0.0003299038680648847	49
Ccl20	0.49160774706828136	0.0003342426694048683	49
Tnfaip8l1	0.49092570538587854	0.00034166464365192124	49
Prl7d1	0.49091101574170615	0.00034182612395346375	49
Plek2	0.4906670266014858	0.00034451836624046665	49
1110002E22Rik	0.48925810621986554	0.0003604435338520641	49
Sftpc	0.48923633723658	0.00036069472932347683	49
Stap2	0.48911563250048296	0.00036209043397602647	49
Cd70	0.4889846864801809	0.00036361008027689033	49
C130074G19Rik	0.48896814190049875	0.0003638024922124979	49
Ikzf2	0.4889392676975764	0.00036413851712681475	49
Enkur	0.4888452793140467	0.0003652342561839586	49
Hcar2	0.4887351483880378	0.0003665219822586881	49
Dnaja4	0.48862630906565396	0.00036779863842663693	49
Serpina5	0.4885906899250055	0.0003682173139208112	49
Ehf	0.4884140154625347	0.000370300363060558	49
Nbeal2	0.48838029039079106	0.0003706992015922502	49
Amd1	0.48815403128011664	0.0003733850410156696	49
Fat1	0.48815403128011664	0.0003733850410156696	49
Nadsyn1	0.4879843369471108	0.00037541095368322745	49
Odam	0.4878831006601238	0.00037662430101542146	49
Cadps2	0.48762982669615434	0.0003796754117819331	49
Ripor3	0.4873845943589384	0.00038265092237375637	49
Col2a1	0.48693181811189684	0.0003882000988703752	49
Prrg4	0.4869220278101497	0.00038832088701703697	49
2300002M23Rik	0.4868167550065929	0.00038962184158640125	49
Ptpn13	0.4867964766160699	0.0003898728926637117	49
Adarb1	0.4864005231723896	0.0003948042764801573	49
Ttc30a2	0.48614598958115346	0.00039800404750571554	49
Eomes	0.48604670389138116	0.00039925851954261633	49
Arrdc4	0.4859672596281049	0.0004002648677597464	49
Arhgap5	0.48577831061803495	0.00040266756565066834	49
Slc34a2	0.4857704126547117	0.00040276828023957	49
Pifo	0.4856553631457422	0.00040423797111052907	49
Fcmr	0.4853757236399019	0.00040783042713200775	49
Notch1	0.4852692276190174	0.00040920612045179026	49
Zcchc3	0.48502915956182796	0.0004123226592687975	49
Sema3f	0.48482907764414424	0.0004149364673558617	49
Sprr2d	0.48439457573256445	0.0004206642816521572	49
Gm5478	0.484339119036778	0.0004214004546517476	49
Map2	0.4843160087934222	0.0004217075803772397	49
Depdc1a	0.48430762639865105	0.0004218190289461388	49
Gm13694	0.484257577675755	0.0004224850081425728	49
Slc16a2	0.48420489976748	0.0004231869985897764	49
Ampd1	0.48420453058666374	0.00042319192204103544	49
Sct	0.48408587106710116	0.00042477706658762006	49
Kcns3	0.48408494103379973	0.0004247895118342541	49
Plet1	0.48397631669537317	0.00042624533651186325	49
Cpxm2	0.483852817346505	0.000427905994428266	49
Sftpa1	0.4836809969822959	0.0004302261299237745	49
Lmx1b	0.483490354483114	0.00043281371591675485	49
Vgll1	0.4834827226864006	0.00043291759404285815	49
Efcab1	0.48345430269330036	0.0004333046230986849	49
Has2	0.48327284244410096	0.0004357831593997844	49
Gm5890	0.4831003010518706	0.00043815174010592144	49
Slc22a15	0.48301895858165295	0.000439272404154334	49
Padi2	0.4824975535132554	0.000446517530754511	49
A630095N17Rik	0.48234372075695486	0.0004486756095605056	49
Odf3b	0.4818219206384518	0.0004560661212593227	49
Sftpd	0.4817071005414565	0.0004577070503154125	49
Batf3	0.4815507888191352	0.0004599495138166116	49
F2rl1	0.4815309388411782	0.00046023499196418474	49
Asb16	0.4813388928900674	0.0004630052249082572	49
Sema4f	0.48127247914867766	0.00046396672886299525	49
Nat8f2	0.481198896486683	0.00046503412462080556	49
Grb7	0.4811327443258931	0.0004659956240589315	49
Rab20	0.48113253173295	0.00046599871691567653	49
Bmp7	0.48110313922896913	0.0004664265049817281	49
Lrba	0.48097030451620293	0.0004683642477800499	49
Prl7c1	0.4807477420244041	0.0004716271929053023	49
St8sia2	0.480689945424127	0.0004724778855303442	49
Lce1e	0.4806540128992724	0.0004730074643981428	49
2610042L04Rik	0.4806226650820557	0.0004734699105335749	49
Fshb	0.4804964801383287	0.0004753355322439255	49
St8sia6	0.4803739167474209	0.00047715395698848847	49
Dlec1	0.4794261964032427	0.000491428177982311	49
Tmprss11a	0.4789271595227148	0.0004990982688158677	49
Col4a3	0.4788940925849045	0.0004996102940634712	49
Ttc9	0.4788014994421219	0.0005010465747027072	49
Rhox10	0.47871551712635074	0.0005023836430713144	49
Sgk3	0.47861257715902716	0.0005039886429753921	49
Upk3bl	0.47800407313436744	0.0005135710152781757	49
Tdpoz9	0.477977041875936	0.0005140004733550828	49
Bpifb3	0.4779127507400707	0.000515023197400899	49
Mapk13	0.47752604642820035	0.0005212135733731587	49
Ang5	0.47717720256153195	0.0005268553378906807	49
Slc12a2	0.4770673348570687	0.0005286435646903683	49
Guca2a	0.47700824532405633	0.0005296075773900059	49
Rnf6	0.47689764052406286	0.0005314162926141206	49
Gm11437	0.4764772066374472	0.0005383425448300521	49
Gm1527	0.476392535999096	0.0005397472160185326	49
Calca	0.476069142904033	0.0005451427017923295	49
Myh11	0.4759955236862011	0.0005463777344283361	49
B3gnt7	0.4759569220789938	0.0005470263202769983	49
Gm11239	0.4758732099437829	0.0005484352392499415	49
A130010J15Rik	0.47570978019302207	0.0005511952737872689	49
Spopfm2	0.47554892569709895	0.0005539240311705517	49
Grm3	0.4752821438258894	0.0005584765972449037	49
Akr1c21	0.4752207118302192	0.0005595296817297766	49
Col25a1	0.47503006935250347	0.0005628091279704882	49
Mbp	0.4749744380833302	0.0005637693592736754	49
Glt28d2	0.47486933456451513	0.0005655875420939515	49
Slc7a4	0.4745216778346063	0.000571639338801139	49
Kbtbd6	0.4743800149254877	0.0005741219996086825	49
Serpina1e	0.47435114903346187	0.0005746290674883409	49
Dynap	0.4742230070624544	0.0005768849251029885	49
Mall	0.47412764157872295	0.0005785689467305084	49
Cftr	0.47405774649608157	0.0005798060066065942	49
Fxyd2	0.4738009232288861	0.0005843719557693474	49
Plekhg6	0.4737377503048595	0.0005855000298534475	49
Gm6902	0.4736317470289259	0.0005873973287272941	49
Sned1	0.4736168834192835	0.0005876638070237388	49
Cep295nl	0.4736086485206652	0.0005878114910831561	49
Slc23a3	0.47348314384643697	0.0005900664222451998	49
Slk	0.473390624308609	0.0005917336963960296	49
Lypd6b	0.47318536943473966	0.0005954477020287073	49
Krt27	0.47281926036485106	0.0006021244388456154	49
Acsm1	0.4726156637262556	0.0006058665247653157	49
Cyld	0.47254215264357985	0.0006072227865608805	49
Hip1r	0.47254215264357985	0.0006072227865608805	49
Stox2	0.47252358120880583	0.0006075658572081712	49
Dsel	0.47231355466235597	0.0006114578455513196	49
Krt9	0.47228859185986327	0.0006119219185770303	49
Yeats2	0.47208963442223095	0.0006156320006384937	49
Pdcl2	0.4718698220497375	0.0006197545072864399	49
Mmp7	0.4718479220230742	0.000620166592761571	49
Gm9008	0.47177646228133885	0.0006215129424643225	49
Cysltr1	0.4717262775860223	0.0006224600276498016	49
Erbb2	0.47168524980474275	0.0006232352683461049	49
Gpr20	0.4716774032201142	0.0006233836324755825	49
Vwa1	0.47152398664554485	0.0006262908440786124	49
Ifitm10	0.4712531846754598	0.0006314522730838923	49
Tmem130	0.47120552466851806	0.000632364613450124	49
Inava	0.4711966184547569	0.0006325352337417934	49
Pcare	0.47111603639151106	0.000634080864029889	49
Cyp2d10	0.47107063054106296	0.0006349532817269272	49
Ccn2	0.4710219480816858	0.0006358898550483619	49
Slc5a8	0.4709503417207459	0.0006372697066981426	49
Slco2a1	0.47090177409119016	0.0006382071355929826	49
Fam90a1a	0.4708669734509097	0.0006388796035216379	49
Barx2	0.4703373940854815	0.0006491918636176621	49
Cep290	0.4702915589235112	0.0006500913932269678	49
Hoxa1	0.47023499270280844	0.0006512030688696805	49
Bspry	0.47018516984818326	0.0006521836356272106	49
Rph3al	0.47012352825588727	0.0006533986457231534	49
Jup	0.46999673764849237	0.0006559042035905495	49
Calm4	0.46986149264153065	0.0006585863547494393	49
Klrg2	0.46972589671648274	0.0006612853646199757	49
Nt5c2	0.46971391376014926	0.0006615243607374874	49
Anxa3	0.46960746775711615	0.0006636508037910582	49
Stx19	0.46950813723017765	0.0006656406456341303	49
Klk8	0.46941995430442884	0.0006674116672360713	49
Galnt4	0.46937452509413763	0.0006683256975573292	49
Sorbs2	0.469284633454752	0.0006701376249419042	49
Anln	0.46914826598346315	0.000672894791027632	49
Mpp7	0.468969863382264	0.000676517251591809	49
Gm3696	0.46895092423153734	0.0006769028383228781	49
Gm11992	0.46893371257857913	0.0006772534258968412	49
Fzd10	0.46888305868533897	0.0006782861526328122	49
Gm16485	0.46881519313914044	0.0006796720083163473	49
Msx1	0.468766804170863	0.0006806616947213607	49
Pou3f3	0.46874634937375753	0.000681080440616111	49
Atp6v1fnb	0.46851355841834036	0.0006858624284038443	49
Mycl	0.4684562352915048	0.0006870445811883445	49
Afap1l2	0.46734429923780474	0.0007103409873421573	49
Sptlc3	0.4673075120081175	0.0007111237134418003	49
Foxo6	0.46724347729567356	0.0007124880365310442	49
Pate14	0.4672141424669623	0.0007131138294750159	49
Aass	0.4670520808171678	0.0007165799634482997	49
Trabd2b	0.46693853242229677	0.0007190175204551633	49
Paqr9	0.4665785307151091	0.0007267950604022321	49
Npl	0.4665742170690495	0.00072688870970715	49
Spdl1	0.46654628621070704	0.0007274953513992401	49
Crybb3	0.4665061010679085	0.0007283689469780764	49
Shtn1	0.46619790640931696	0.0007351002707250065	49
Ctla2b	0.46616270312821917	0.000735872696340427	49
Krt77	0.46591170151128003	0.0007414013084539029	49
Usp25	0.4658109441010151	0.0007436310869951409	49
Lgalsl	0.46564124976800925	0.0007474000714229527	49
Mob3b	0.46542060599639007	0.000752326322842436	49
Hoxb2	0.4654189713108003	0.0007523629285875538	49
Slitrk2	0.46538837117717935	0.0007530484570384997	49
Sprr2h	0.4651335491373089	0.0007587790082261026	49
Ankrd42	0.4643968246592998	0.0007755677622946367	49
Wwc1	0.46434025988163113	0.0007768704661355194	49
Lrrtm1	0.46430730542804244	0.0007776303225644377	49
Peg3	0.46426299975132124	0.0007786529646831746	49
Pdgfb	0.4640627048848033	0.0007832911587028703	49
Abhd11	0.4637746121049451	0.0007900059766646945	49
Wfdc5	0.4635578182522102	0.0007950929990971033	49
Spz1	0.46350455159777515	0.000796347381468624	49
Chodl	0.46333297209946056	0.0008004000128440403	49
Sprr2a2	0.4633090342402549	0.00080096688356253	49
Stoml3	0.4632502183508646	0.0008023612292378551	49
Mpped2	0.4631333446826639	0.0008051384162464232	49
Spint2	0.4630442790511131	0.0008072606100840231	49
Dync1i1	0.4629156444464467	0.0008103344881587267	49
4930412O13Rik	0.46281139571552776	0.0008128333388315559	49
