gene	matched	display	category	contrast	label	e1	e2	mean_lfc	welch_t	welch_p	max_cpm	call	welch_fdr_in_panel
TBK1	TBK1	TBK1	cgas_sting	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.232444431304339	-0.11497295034654353	-0.17370869082544127	-4.01039769642119	0.08582104450441304	30.353689204567257	FLAT	0.3974853343154356
TBK1	TBK1	TBK1	cgas_sting	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.007968008008072403	0.016140764895267168	0.004086378443597383	0.08864109397345385	0.9383723799579418	30.353689204567257	FLAT	0.9639664216686125
IKBKE	IKBKE	IKBKE	cgas_sting	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.16130488171267077	-0.16487537997664958	-0.0017852491319894082	-0.007876405564998556	0.9948696785885686	7.586969060705807	FLAT	0.9985229393848633
IKBKE	IKBKE	IKBKE	cgas_sting	mirin_vs_WT	mirin vs scrambled	-0.041000657544945085	0.18421173409583336	0.07160553827544414	0.8992867830893866	0.46340961558519944	7.586969060705807	FLAT	0.5313594477969289
IKBKE	IKBKE	IKBKE	cgas_sting	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.5061214555412863	0.15311778708426527	-0.1765018342285105	-0.632722067486173	0.63401143544305	7.586969060705807	FLAT	0.8118439112380519
IKBKE	IKBKE	IKBKE	cgas_sting	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.6674263372539571	0.31799316706091485	-0.1747165850965211	-0.49853628816872636	0.6695380167727903	7.586969060705807	DISCORDANT	0.8151190877032343
IRF3	IRF3	IRF3	cgas_sting	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.3431039111274474	-0.1344337876798236	-0.23876884940363552	-2.536567103623546	0.233789150120215	11.045142972012345	FLAT	0.40242394692823896
IRF3	IRF3	IRF3	cgas_sting	mirin_vs_WT	mirin vs scrambled	0.20790354745250728	0.1372996458559279	0.1726015966542176	3.6425075456701457	0.15084101536311198	11.045142972012345	FLAT	0.36283771579932966
IRF3	IRF3	IRF3	cgas_sting	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.06395454444591042	0.18683188036013032	0.06143866795710995	0.5339032358649269	0.6865431188080817	11.045142972012345	FLAT	0.8633503678170961
IRF3	IRF3	IRF3	cgas_sting	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.279149366681537	0.32126566803995393	0.30020751736074547	2.0300893876739075	0.18456182523749712	11.045142972012345	UP	0.5039113120373413
MAVS	MAVS	MAVS	cgas_sting	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.0827200785852451	0.130678332680513	0.02397912704763394	0.20521439604069056	0.8707885575951007	60.363962714259586	FLAT	0.9119886323851977
MAVS	MAVS	MAVS	cgas_sting	mirin_vs_WT	mirin vs scrambled	0.19483229395023827	0.09111151922085803	0.14297190658554815	3.3072691836894648	0.16739349094612338	60.363962714259586	FLAT	0.37396418190091396
MAVS	MAVS	MAVS	cgas_sting	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.16761767541091643	0.21197458587398188	0.022178455231532723	0.11101611863928411	0.9295478880198514	60.363962714259586	FLAT	0.9568875317851412
MAVS	MAVS	MAVS	cgas_sting	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.08489759682567133	0.08129625319346889	-0.001800671816101218	-0.007794117340319702	0.9946356591743577	60.363962714259586	FLAT	0.9946356591743577
TREX1	TREX1	TREX1	cgas_sting	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.12107008659824414	-0.054548565170263075	-0.08780932588425361	-0.6702433505271316	0.5791077189444533	11.290590593612619	FLAT	0.6756256721018622
TREX1	TREX1	TREX1	cgas_sting	mirin_vs_WT	mirin vs scrambled	0.27835426844995226	0.1796954014601062	0.22902483495502923	1.2022082388197417	0.3655708767429371	11.290590593612619	FLAT	0.47388817355565915
TREX1	TREX1	TREX1	cgas_sting	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.12024326575644784	0.2381954913690718	0.05897611280631199	0.456111874033776	0.6989026787090777	11.290590593612619	FLAT	0.8633503678170961
TREX1	TREX1	TREX1	cgas_sting	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.0008268208417963052	0.2927440565393349	0.1467854386905656	1.4219146602557429	0.29117779047725756	11.290590593612619	FLAT	0.545958357144858
SAMHD1	SAMHD1	SAMHD1	cgas_sting	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.3542632845217275	-0.07658726757096534	0.13883800847538108	0.6428298816482323	0.6362864035596135	45.48962586991751	FLAT	0.7261964388452111
SAMHD1	SAMHD1	SAMHD1	cgas_sting	mirin_vs_WT	mirin vs scrambled	0.700976888024754	0.16669349494314645	0.4338351914839502	1.9546003635679357	0.2811208558881716	45.48962586991751	FLAT	0.4099679148369169
SAMHD1	SAMHD1	SAMHD1	cgas_sting	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.6001785845369998	0.2591611639699103	0.42966987425345504	1.946734035977933	0.28610024552403723	45.48962586991751	UP	0.5364379603575699
SAMHD1	SAMHD1	SAMHD1	cgas_sting	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.2459153000152723	0.33574843154087564	0.29083186577807396	6.395656202732018	0.09869081342187967	45.48962586991751	FLAT	0.49888733740176944
ENPP1	ENPP1	ENPP1	cgas_sting	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.3516681323134463	-1.1586271771119931	-0.7551476547127197	-2.5624723949708352	0.1529257768360316	3.009731111435945	DOWN	0.35270974210419653
ENPP1	ENPP1	ENPP1	cgas_sting	mirin_vs_WT	mirin vs scrambled	0.04948437271235018	-0.4583119893646008	-0.20441380832612532	-1.120957402561364	0.3904121727272064	3.009731111435945	FLAT	0.47870651205101067
ENPP1	ENPP1	ENPP1	cgas_sting	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-1.2107359847463157	-1.0779138688602496	-1.1443249268032827	-4.35619955500099	0.059978829273539896	3.009731111435945	DOWN	0.3974853343154356
ENPP1	ENPP1	ENPP1	cgas_sting	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.8590678524328693	0.08071330825174328	-0.389177272090563	-1.1674889353736881	0.36599432403378873	3.009731111435945	FLAT	0.6099905400563146
DNASE2	DNASE2	DNASE2	cgas_sting	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.0027383611041047473	-0.08875005654892121	-0.04300584772240823	-0.7366808069404145	0.5882027146862313	111.73329522275202	FLAT	0.6786954400225746
DNASE2	DNASE2	DNASE2	cgas_sting	mirin_vs_WT	mirin vs scrambled	0.18407384390993276	0.127138127317604	0.15560598561376837	2.4291184476989622	0.17883880870436564	111.73329522275202	FLAT	0.38322601865221206
DNASE2	DNASE2	DNASE2	cgas_sting	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.0638311406412706	0.1566374805624804	0.046403169960604895	0.2621936258295264	0.8302106082165643	111.73329522275202	FLAT	0.9255859969118179
DNASE2	DNASE2	DNASE2	cgas_sting	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.06656950174537535	0.2453875371114016	0.08940901768301313	0.5326284430906576	0.687767661560679	111.73329522275202	FLAT	0.8206318689076284
RNASEH2A	RNASEH2A	RNASEH2A	cgas_sting	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.22190370960249073	0.1784518171360716	0.20017776336928117	9.574854225011975	0.0658100987046757	76.05459540654229	FLAT	0.3226048938674022
RNASEH2A	RNASEH2A	RNASEH2A	cgas_sting	mirin_vs_WT	mirin vs scrambled	0.23887668890871083	0.1129070277754547	0.17589185834208276	3.7429123864066214	0.10195133600770637	76.05459540654229	FLAT	0.36283771579932966
RNASEH2A	RNASEH2A	RNASEH2A	cgas_sting	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.09588837999714794	0.4649460668487526	0.2804172234229503	1.3580960963562079	0.40069717845038266	76.05459540654229	FLAT	0.6527475571501077
RNASEH2A	RNASEH2A	RNASEH2A	cgas_sting	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.12601532960534279	0.286494249712681	0.08023946005366911	0.3906108988302763	0.7629298883605101	76.05459540654229	FLAT	0.8258519410087997
RNASEH2B	RNASEH2B	RNASEH2B	cgas_sting	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.1073913372539228	-0.08749884587490975	-0.09744509156441628	-0.7474809008095304	0.533492206789437	8.053611121369098	FLAT	0.6513567641033824
RNASEH2B	RNASEH2B	RNASEH2B	cgas_sting	mirin_vs_WT	mirin vs scrambled	-0.11439883318673516	-0.008827887946280644	-0.0616133605665079	-0.5778292333915773	0.6425096593440655	8.053611121369098	FLAT	0.6884032064400702
RNASEH2B	RNASEH2B	RNASEH2B	cgas_sting	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.5036148621045125	0.08517870787861437	-0.20921807711294904	-0.9512826532276656	0.47216193651710275	8.053611121369098	FLAT	0.7048722846351149
RNASEH2B	RNASEH2B	RNASEH2B	cgas_sting	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.39622352485058965	0.17267755375352412	-0.11177298554853277	-0.5181159136442015	0.6753843869541084	8.053611121369098	FLAT	0.8151190877032343
RNASEH2C	RNASEH2C	RNASEH2C	cgas_sting	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.051931105276095124	0.04252498723871767	0.0472280462574064	2.990953345274382	0.11546397398974524	301.1021215176498	FLAT	0.3226048938674022
RNASEH2C	RNASEH2C	RNASEH2C	cgas_sting	mirin_vs_WT	mirin vs scrambled	-0.7443599018800278	-0.618374098353689	-0.6813670001168584	-12.366238103502095	0.045820443547273416	301.1021215176498	DOWN	0.36283771579932966
RNASEH2C	RNASEH2C	RNASEH2C	cgas_sting	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-1.023895620107889	-0.7302366025395939	-0.8770661113237415	-6.331191166411234	0.09846132587986854	301.1021215176498	DOWN	0.3974853343154356
RNASEH2C	RNASEH2C	RNASEH2C	cgas_sting	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-1.0758267253839842	-0.7727615897783116	-0.9242941575811479	-6.654335591447184	0.09201265309772515	301.1021215176498	DOWN	0.49888733740176944
POLA1	POLA1	POLA1	cgas_sting	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.10619009028273219	0.26649226824240824	0.1863411792625702	2.3426644431167443	0.25681991368362517	44.82117584812134	FLAT	0.4235874674689526
POLA1	POLA1	POLA1	cgas_sting	mirin_vs_WT	mirin vs scrambled	-0.04965320284768371	0.11616797230500353	0.03325738472865991	0.40409045751447115	0.7555145842881489	44.82117584812134	FLAT	0.7720312304590611
POLA1	POLA1	POLA1	cgas_sting	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.21951947915578085	0.01823991571239425	-0.1006397817216933	-0.8509306478058667	0.5511552215123485	44.82117584812134	FLAT	0.7614644507736393
POLA1	POLA1	POLA1	cgas_sting	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.32570956943851304	-0.248252352530014	-0.2869809609842635	-2.0135122801680088	0.19948145434769832	44.82117584812134	FLAT	0.5039113120373413
IFNB1	IFNB1	IFNB1	ifn_ligand	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.0	0.1105120154025061	0.05525600770125305	1.0	0.5000000000000001	0.08160377531706127	LOW	
IFNB1	IFNB1	IFNB1	ifn_ligand	mirin_vs_WT	mirin vs scrambled	0.0	0.0	0.0			0.08160377531706127	LOW	
IFNB1	IFNB1	IFNB1	ifn_ligand	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.11317209244066434	0.0	0.05658604622033217	1.0	0.5000000000000001	0.08160377531706127	LOW	
IFNB1	IFNB1	IFNB1	ifn_ligand	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.11317209244066434	-0.1105120154025061	0.0013300385190791186	0.01681680061742755	0.9881103315859272	0.08160377531706127	LOW	
IFNA1		IFNA1	ifn_ligand	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled							ABSENT	
IFNA1		IFNA1	ifn_ligand	mirin_vs_WT	mirin vs scrambled							ABSENT	
IFNA1		IFNA1	ifn_ligand	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled							ABSENT	
IFNA1		IFNA1	ifn_ligand	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO							ABSENT	
IFNA2		IFNA2	ifn_ligand	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled							ABSENT	
IFNA2		IFNA2	ifn_ligand	mirin_vs_WT	mirin vs scrambled							ABSENT	
IFNA2		IFNA2	ifn_ligand	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled							ABSENT	
IFNA2		IFNA2	ifn_ligand	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO							ABSENT	
IFNG		IFNG	ifn_ligand	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled							ABSENT	
IFNG		IFNG	ifn_ligand	mirin_vs_WT	mirin vs scrambled							ABSENT	
IFNG		IFNG	ifn_ligand	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled							ABSENT	
IFNG		IFNG	ifn_ligand	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO							ABSENT	
IL6	IL6	IL6	ifn_ligand	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-2.135712205318958	-2.1066811932361063	-2.121196699277532	-27.352822699316643	0.0018836034576219306	101.02935244333632	DOWN	0.13627144911461256
IL6	IL6	IL6	ifn_ligand	mirin_vs_WT	mirin vs scrambled	-0.44996858575223797	-0.7619043218978847	-0.6059364538250613	-5.108130585528907	0.07523998049543541	101.02935244333632	DOWN	0.36283771579932966
IL6	IL6	IL6	ifn_ligand	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-2.340532980623376	-2.082704498148839	-2.2116187393861075	-12.13830089223866	0.03791090412878882	101.02935244333632	DOWN	0.3974853343154356
IL6	IL6	IL6	ifn_ligand	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.20482077530441778	0.023976695087267075	-0.09042204010857535	-0.4848845495296482	0.6994023558590148	101.02935244333632	FLAT	0.8251376108449051
ISG15	ISG15	ISG15	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-1.5148781744094322	-2.2162931223276523	-1.8655856483685422	-6.827888064975176	0.05955893324034565	875.1025868788447	DOWN	0.3226048938674022
ISG15	ISG15	ISG15	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.1266876378500221	0.5962089680924283	0.8614483029712252	3.35701244882471	0.1838456695379816	875.1025868788447	UP	0.3852685137691064
ISG15	ISG15	ISG15	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.8439211459773084	-1.0954215996386534	-0.9696713728079809	-3.368663962387651	0.11537283762039194	875.1025868788447	DOWN	0.3974853343154356
ISG15	ISG15	ISG15	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.6709570284321238	1.120871522688999	0.8959142755605614	5.559675298031417	0.037956781586315526	875.1025868788447	UP	0.49888733740176944
ISG20	ISG20	ISG20	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.8254580131031011	-1.4518483154695465	-1.1386531642863238	-4.131364955908072	0.14302378858676665	171.15880812925795	DOWN	0.34924413492117434
ISG20	ISG20	ISG20	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.655038908109713	-0.06361999608520019	0.2957094560122564	1.0337008696160048	0.46557208759349955	171.15880812925795	FLAT	0.5313594477969289
ISG20	ISG20	ISG20	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.7291120380783109	-0.9194506689064363	-0.8242813534923736	-2.534169197931269	0.1467582878093554	171.15880812925795	DOWN	0.43732796926554096
ISG20	ISG20	ISG20	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.09634597502479014	0.5323976465631102	0.31437181079395016	1.7271225606553902	0.3161377497295659	171.15880812925795	FLAT	0.5755481007277523
MX1	MX1	MX1	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	0.5100045443773193	0.3000614662610799	0.4050330053191996	2.143992107361912	0.2276940935662903	2.6252228788981657	UP	0.40242394692823896
MX1	MX1	MX1	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.2751378545602914	0.875392560282136	0.5752652074212137	2.3939208659865563	0.21931760193358357	2.6252228788981657	UP	0.39044998936039416
MX1	MX1	MX1	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.2728146141118195	0.7391888310259322	0.5060017225688759	2.852618095454898	0.15827107459133866	2.6252228788981657	UP	0.43732796926554096
MX1	MX1	MX1	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.23718993026549984	0.43912736476485237	0.10096871724967627	0.4219734590159238	0.7142733772046124	2.6252228788981657	FLAT	0.8258519410087997
MX2	MX2	MX2	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.5561724909665926	-0.6392556799528838	-0.5977140854597383	-17.254688422392622	0.027897381657720502	2.7817397114697755	DOWN	0.3226048938674022
MX2	MX2	MX2	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.7320475670607449	0.4850842372451347	0.6085659021529398	5.2482563772132185	0.11825961683028739	2.7817397114697755	UP	0.36283771579932966
MX2	MX2	MX2	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.4620639799844187	-0.5248287150249795	-0.4934463475046991	-19.859635961883022	0.01779477553676701	2.7817397114697755	DOWN	0.2769551647595862
MX2	MX2	MX2	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.09410851098217388	0.11442696492790427	0.10426773795503907	2.531814659497469	0.14140869698193298	2.7817397114697755	FLAT	0.49888733740176944
OAS1	OAS1	OAS1	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.6115514849871504	-1.6733018261215804	-1.1424266555543654	-2.9873356979117105	0.11234761556404119	36.3262479968406	DOWN	0.3226048938674022
OAS1	OAS1	OAS1	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.2555034903086577	0.48742384242512227	0.87146366636689	2.689113454614599	0.2098897601584476	36.3262479968406	UP	0.39044998936039416
OAS1	OAS1	OAS1	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.5346641920106512	-0.8466794917446849	-0.6906718418776681	-1.9420405398513791	0.2338623481867094	36.3262479968406	DOWN	0.5038966455271275
OAS1	OAS1	OAS1	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.07688729297649921	0.8266223343768955	0.45175481367669734	1.6876629846058502	0.2428662107097388	36.3262479968406	FLAT	0.5039113120373413
OAS2	OAS2	OAS2	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.478010728300315	-2.019417997401426	-1.2487143628508706	-2.2097841169592805	0.18981438802461345	36.85409041530117	DOWN	0.37521565790229877
OAS2	OAS2	OAS2	ifn_isg	mirin_vs_WT	mirin vs scrambled	2.8210624743447994	1.9882173330023285	2.404639903673564	4.84176440369747	0.12155563675840397	36.85409041530117	UP	0.36283771579932966
OAS2	OAS2	OAS2	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.40274297772905276	-0.2549133392680427	0.07391481923050502	0.14293991154097865	0.9063118872763588	36.85409041530117	DISCORDANT	0.9481991014274391
OAS2	OAS2	OAS2	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.8807537060293678	1.7645046581333832	1.3226291820813754	4.09086966331788	0.07851071962835829	36.85409041530117	UP	0.49888733740176944
OAS3	OAS3	OAS3	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.32129533154844214	-1.0224197757352593	-0.6718575536418507	-1.973542216175549	0.29821972677522535	200.7761544690244	DOWN	0.4352532796053312
OAS3	OAS3	OAS3	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.8068647092955663	0.9487070780150422	1.3777858936553042	3.9177999727416872	0.13562865425349216	200.7761544690244	UP	0.36283771579932966
OAS3	OAS3	OAS3	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	0.32986155304942777	-0.04733662382147674	0.1412624646139755	0.3791757818560743	0.7545933843161939	200.7761544690244	FLAT	0.8803589483688928
OAS3	OAS3	OAS3	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.6511568845978699	0.9750831519137826	0.8131200182558262	5.34855372704632	0.11605022238631284	200.7761544690244	UP	0.49888733740176944
OASL	OASL	OASL	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-1.2528582314784629	-1.9370680896914783	-1.5949631605849706	-5.86025445242851	0.0789044770035485	247.08393907760944	DOWN	0.3226048938674022
OASL	OASL	OASL	ifn_isg	mirin_vs_WT	mirin vs scrambled	0.782785844592981	0.26070575400889506	0.521745799300938	2.012495229133767	0.29356565314469807	247.08393907760944	UP	0.422251966851963
OASL	OASL	OASL	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-1.3519606019670674	-1.5394639169779358	-1.4457122594725016	-4.70047307272917	0.05745745836225889	247.08393907760944	DOWN	0.3974853343154356
OASL	OASL	OASL	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	-0.09910237048860449	0.3976041727135424	0.14925090111246897	0.8064183712322532	0.529559487624446	247.08393907760944	FLAT	0.7413832826742244
IFIT1	IFIT1	IFIT1	ifn_isg	XRCC4_KO_vs_WT	XRCC4 KO vs scrambled	-0.5589930823573779	-1.7304366306812309	-1.1447148565193044	-2.7638490478566107	0.10978618938475174	115.711746892973	DOWN	0.3226048938674022
IFIT1	IFIT1	IFIT1	ifn_isg	mirin_vs_WT	mirin vs scrambled	1.4968303079680787	1.0022177729190664	1.2495240404435726	4.242313998871676	0.13905921158437395	115.711746892973	UP	0.36283771579932966
IFIT1	IFIT1	IFIT1	ifn_isg	XRCC4_KO_plus_mirin_vs_WT	XRCC4 KO + mirin vs scrambled	-0.2964645552661276	-0.6756010669829466	-0.4860328111245371	-1.5755714145483943	0.3234424148816054	115.711746892973	DOWN	0.5688973087512534
IFIT1	IFIT1	IFIT1	ifn_isg	mirin_on_XRCC4_KO	mirin on XRCC4 KO vs KO	0.2625285270912503	1.0548355636982842	0.6586820453947673	2.1142951693494156	0.24192518043417027	115.711746892973	UP	0.5039113120373413
