cohort,gene,role,alias,n,spearman_rho,spearman_p,partial_rho,partial_p,partial_n,partial_covariates,partial_fdr_ligands,partial_fdr_core,partial_fdr_all_partners,spearman_fdr_ligands,spearman_fdr_core,spearman_fdr_all_partners,primary_label
POOLED,TGFB3,primary_ligand,TGF-β3 ligand,1017,-0.035373708269462616,0.25972200131546097,-0.07963771691114004,0.01201750088639664,996,ABSOLUTE purity + histology (LUSC vs LUAD),0.01201750088639664,0.022032084958393844,0.018026251329594963,0.25972200131546097,0.2856942014470071,0.27827357283799387,NULL
POOLED,TGFBR1,receptor,TGF-β receptor I / ALK5,1017,-0.06368569036922671,0.042302863371738414,-0.06113279329313577,0.05400985848714496,996,ABSOLUTE purity + histology (LUSC vs LUAD),,0.07426355541982431,0.0675123231089312,,0.05170349967656917,0.048810996198159706,NULL
POOLED,TGFBR2,receptor,TGF-β receptor II,1017,-0.08469182158460961,0.006884209747187239,0.05586810992562771,0.07831366571549923,996,ABSOLUTE purity + histology (LUSC vs LUAD),,0.09571670254116572,0.0903619219794222,,0.015145261443811927,0.011473682911978731,NULL
POOLED,TGFBR3,receptor,TGF-β receptor III / betaglycan,1017,0.07512075555204308,0.01657175335643155,0.037399013279570514,0.23878232990223364,996,ABSOLUTE purity + histology (LUSC vs LUAD),,0.262660562892457,0.25583821060953604,,0.026041326702963864,0.022597845486043024,NULL
POOLED,SMAD2,smad,R-SMAD,1017,-0.004738442851581624,0.8800340697792052,-0.06727689827758186,0.03393656989656496,996,ABSOLUTE purity + histology (LUSC vs LUAD),,0.05332889555174494,0.04627714076804313,,0.8800340697792052,0.8800340697792052,NULL
POOLED,SMAD3,smad,R-SMAD (in HALLMARK set),1017,0.39673094367104994,1.127010128937038e-39,0.33999050476713283,2.559597345886603e-28,996,ABSOLUTE purity + histology (LUSC vs LUAD),,2.815557080475263e-27,1.9196980094149525e-27,,1.2397111418307417e-38,1.6905151934055571e-38,ASSOCIATED_POSITIVE
POOLED,SMAD4,smad,Co-SMAD,1017,-0.10182922383705065,0.0011466017042425644,-0.12931992456897143,4.3282558595788463e-05,996,ABSOLUTE purity + histology (LUSC vs LUAD),,0.00015870271485122437,0.00010820639648947115,,0.003153154686667052,0.002457003651948352,WEAK_NEGATIVE
POOLED,SMAD6,smad,I-SMAD (BMP-biased),1017,-0.07561599970448085,0.01586895957788995,-0.015433822192017253,0.6269596462588357,996,ABSOLUTE purity + histology (LUSC vs LUAD),,0.6269596462588357,0.6269596462588357,,0.026041326702963864,0.022597845486043024,NULL
POOLED,SMAD7,smad,I-SMAD / TGF-β feedback,1017,-0.14949652908734912,1.679650963489525e-06,-0.08146173126021058,0.010189069022199194,996,ABSOLUTE purity + histology (LUSC vs LUAD),,0.022032084958393844,0.016981781703665325,,6.158720199461592e-06,4.317818249207763e-06,NULL
POOLED,CLDN4,positive_control,"claudin-4 (junction positive control, not TGF-β)",1017,0.28305940313800637,3.4268387597434824e-20,0.43612353711969865,2.0725494652564178e-47,996,ABSOLUTE purity + histology (LUSC vs LUAD),,,3.1088241978846267e-46,,,2.570129069807612e-19,ASSOCIATED_POSITIVE
POOLED,CD8A,immune_context,"CD8 T-cell marker (immune context, not TGF-β)",1017,-0.20510253570130152,4.026848788362329e-11,-0.20568911787437613,5.874948769589447e-11,996,ABSOLUTE purity + histology (LUSC vs LUAD),,,2.2031057885960428e-10,,,1.5100682956358734e-10,ASSOCIATED_NEGATIVE
POOLED,HALLMARK_TGFB_ZMEAN,pathway_score,z-mean of HALLMARK_TGF_BETA_SIGNALING genes present,1017,0.14932373982139344,1.7271272996831052e-06,0.15324243006699537,1.2099008864479668e-06,996,ABSOLUTE purity + histology (LUSC vs LUAD),,,3.6297026593439006e-06,,,4.317818249207763e-06,WEAK_POSITIVE
POOLED,FTBRS_ZMEAN,pathway_score,z-mean of Mariathasan 2018 F-TBRS genes present,1017,0.0931026234991485,0.0029597361656087174,0.10730132791611616,0.0007027561201044683,996,ABSOLUTE purity + histology (LUSC vs LUAD),,,0.001317667725195878,,,0.005549505310516345,WEAK_POSITIVE
