k,n_total,fe_or,fe_or_lo,fe_or_hi,re_or,re_or_lo,re_or_hi,re_logor,re_se,re_p,tau2,Q,I2,estimable,cohorts,subset,gene,measure,cutoff,endpoint,histology_split
5,252.0,0.9452563413004628,0.5639052038169623,1.5845031127940448,0.8573045182535639,0.34244178593495084,2.1462656346430458,-0.1539620929817175,0.4682099544987172,0.7422831955030489,0.4966958831218429,8.468657341590113,52.7670108890137,True,"Gide,Liu,Braun,Snyder,Miao1",nonlung_DCB,TACSTD2,residual,tertile,DCB,all
5,371.0,0.9619352998907124,0.7758127133609525,1.192709922433719,0.9344335605386341,0.681405280894951,1.2814195949789258,-0.06781475088082307,0.1611139147135259,0.673819474554644,0.04315477954409115,6.260536712566054,36.10771434386351,True,"Gide,Liu,Braun,Snyder,Miao1",nonlung_DCB,TACSTD2,residual,continuous,DCB,all
0,,,,,,,,,,,,,,False,,lung_LUAD_DCB,CLDN4,raw,median,DCB,LUAD
0,,,,,,,,,,,,,,False,,lung_LUAD_DCB,CLDN4,raw,tertile,DCB,LUAD
0,,,,,,,,,,,,,,False,,lung_LUAD_DCB,CLDN4,raw,continuous,DCB,LUAD
0,,,,,,,,,,,,,,False,,lung_LUAD_DCB,CLDN4,residual,median,DCB,LUAD
0,,,,,,,,,,,,,,False,,lung_LUAD_DCB,CLDN4,residual,tertile,DCB,LUAD
0,,,,,,,,,,,,,,False,,lung_LUAD_DCB,CLDN4,residual,continuous,DCB,LUAD
0,,,,,,,,,,,,,,False,,lung_LUAD_DCB,TACSTD2,raw,median,DCB,LUAD
0,,,,,,,,,,,,,,False,,lung_LUAD_DCB,TACSTD2,raw,tertile,DCB,LUAD
0,,,,,,,,,,,,,,False,,lung_LUAD_DCB,TACSTD2,raw,continuous,DCB,LUAD
0,,,,,,,,,,,,,,False,,lung_LUAD_DCB,TACSTD2,residual,median,DCB,LUAD
0,,,,,,,,,,,,,,False,,lung_LUAD_DCB,TACSTD2,residual,tertile,DCB,LUAD
0,,,,,,,,,,,,,,False,,lung_LUAD_DCB,TACSTD2,residual,continuous,DCB,LUAD
2,24.0,1.8923855551806925,0.267308533635672,13.396965075336603,1.8923855551806925,0.267308533635672,13.396965075336603,0.6378382316769713,0.9985663075064699,0.5229829718759769,0.0,0.10737918362641755,0.0,True,"GSE190265,GSE190266",lung_LUSC_DCB,CLDN4,raw,median,DCB,LUSC
2,18.0,0.4887824034069556,0.043605330167679514,5.4788769391628165,0.4887824034069556,0.043605330167679514,5.4788769391628165,-0.7158378713493565,1.233029598570215,0.5615423914631692,0.0,0.18022314799463898,0.0,True,"GSE190265,GSE190266",lung_LUSC_DCB,CLDN4,raw,tertile,DCB,LUSC
2,24.0,0.5716516410674224,0.157640238307303,2.0729834098451634,0.5716516410674224,0.157640238307303,2.0729834098451634,-0.5592254922427073,0.6572522054567744,0.3948506089874333,0.0,0.7536573149842528,0.0,True,"GSE190265,GSE190266",lung_LUSC_DCB,CLDN4,raw,continuous,DCB,LUSC
2,24.0,0.817313674567777,0.1153547075089223,5.79084856665962,0.817313674567777,0.1153547075089223,5.79084856665962,-0.20173232320668089,0.9989852863951886,0.839965794960789,0.0,0.7343981383980028,0.0,True,"GSE190265,GSE190266",lung_LUSC_DCB,CLDN4,residual,median,DCB,LUSC
2,18.0,0.3056676070624559,0.03199691790184623,2.9200526842585943,0.3056676070624559,0.03199691790184623,2.9200526842585943,-1.1852570188583098,1.1514585089439022,0.30331392907043786,0.0,0.007451596399456216,0.0,True,"GSE190265,GSE190266",lung_LUSC_DCB,CLDN4,residual,tertile,DCB,LUSC
2,24.0,0.33426914254144924,0.06783159903400929,1.6472538056986354,0.33426914254144924,0.06783159903400929,1.6472538056986354,-1.0958087945084698,0.8137338447204961,0.17809531399789535,0.0,0.36217942671564923,0.0,True,"GSE190265,GSE190266",lung_LUSC_DCB,CLDN4,residual,continuous,DCB,LUSC
1,11.0,0.3333333333333333,0.028300054811768276,3.926180067499613,0.3333333333333333,0.028300054811768276,3.926180067499613,-1.0986122886681098,1.2583057392117916,0.38261483368567406,0.0,0.0,0.0,True,GSE190265,lung_LUSC_DCB,TACSTD2,raw,median,DCB,LUSC
1,8.0,0.3333333333333333,0.01669640682806238,6.654791791750173,0.3333333333333333,0.01669640682806238,6.654791791750173,-1.0986122886681098,1.5275252316519465,0.4720111892731751,0.0,0.0,0.0,True,GSE190265,lung_LUSC_DCB,TACSTD2,raw,tertile,DCB,LUSC
1,11.0,0.21957959990129453,0.02699501601998428,1.786077869230346,0.21957959990129453,0.02699501601998428,1.786077869230346,-1.516040470286262,1.069419669175078,0.1562990721864852,0.0,0.0,0.0,True,GSE190265,lung_LUSC_DCB,TACSTD2,raw,continuous,DCB,LUSC
1,11.0,0.3333333333333333,0.028300054811768276,3.926180067499613,0.3333333333333333,0.028300054811768276,3.926180067499613,-1.0986122886681098,1.2583057392117916,0.38261483368567406,0.0,0.0,0.0,True,GSE190265,lung_LUSC_DCB,TACSTD2,residual,median,DCB,LUSC
1,8.0,0.3333333333333333,0.01669640682806238,6.654791791750173,0.3333333333333333,0.01669640682806238,6.654791791750173,-1.0986122886681098,1.5275252316519465,0.4720111892731751,0.0,0.0,0.0,True,GSE190265,lung_LUSC_DCB,TACSTD2,residual,tertile,DCB,LUSC
1,11.0,0.2601719233028777,0.038821951256842444,1.7435864886669783,0.2601719233028777,0.038821951256842444,1.7435864886669783,-1.3464126230191409,0.970590211872408,0.16537768201031455,0.0,0.0,0.0,True,GSE190265,lung_LUSC_DCB,TACSTD2,residual,continuous,DCB,LUSC
2,68.0,3.378992880644344,1.0586682246595895,10.784864059858268,4.04814318096684,0.78698203711675,20.823173135751276,1.3982583021518362,0.835616406877182,0.09426322093044925,0.49403790309402673,1.3244328552353275,24.49598361690308,True,"GSE190265,GSE190266",lung_nonLUSC_DCB,CLDN4,raw,median,DCB,nonLUSC
2,46.0,4.432176852744217,1.1780790651955029,16.674765076774932,4.432176852744217,1.1780790651955029,16.674765076774932,1.488890852246377,0.6760232913809894,0.02763527496125673,0.0,0.6435162955524727,0.0,True,"GSE190265,GSE190266",lung_nonLUSC_DCB,CLDN4,raw,tertile,DCB,nonLUSC
2,68.0,1.8873274700462217,0.9745811939150915,3.6549083867315058,2.3490528522174583,0.6901513282832044,7.995419375975813,0.8540122053033756,0.6249268338714556,0.17175714385037977,0.3921712769747424,1.5931697534234295,37.232049638704005,True,"GSE190265,GSE190266",lung_nonLUSC_DCB,CLDN4,raw,continuous,DCB,nonLUSC
2,68.0,1.6923738315439925,0.5537229290661256,5.172495187304874,3.199124133874168,0.2380717240440712,42.98870546273518,1.1628770641764423,1.3255409966110503,0.380331926764776,2.3431566643689785,2.556005646068205,60.87645574890425,True,"GSE190265,GSE190266",lung_nonLUSC_DCB,CLDN4,residual,median,DCB,nonLUSC
2,46.0,1.5568026331110598,0.4095304713849112,5.918080845768356,2.570520806817929,0.20108223781356271,32.860074018125076,0.9441085269439687,1.3000764480572908,0.46771946739385495,2.0276935275954187,2.1853078843278513,54.23985758841591,True,"GSE190265,GSE190266",lung_nonLUSC_DCB,CLDN4,residual,tertile,DCB,nonLUSC
2,68.0,1.3568068694383613,0.7620370564286596,2.4157944360117485,2.0528446997049494,0.43735575631463713,9.63556852804973,0.7192264896348315,0.7888953148135219,0.36193291742233225,0.8305036086085965,2.4233434701725973,58.73469806041249,True,"GSE190265,GSE190266",lung_nonLUSC_DCB,CLDN4,residual,continuous,DCB,nonLUSC
1,14.0,1.0,0.09836174951134759,10.166553614264803,1.0,0.09836174951134759,10.166553614264803,0.0,1.1832159566199232,1.0,0.0,0.0,0.0,True,GSE190265,lung_nonLUSC_DCB,TACSTD2,raw,median,DCB,nonLUSC
1,10.0,2.6666666666666665,0.15752248547000908,45.14346691453777,2.6666666666666665,0.15752248547000908,45.14346691453777,0.9808292530117262,1.4433756729740643,0.4967967600691945,0.0,0.0,0.0,True,GSE190265,lung_nonLUSC_DCB,TACSTD2,raw,tertile,DCB,nonLUSC
1,14.0,1.4034024056176833,0.34664658997071807,5.681689562444193,1.4034024056176833,0.34664658997071807,5.681689562444193,0.33889957797002696,0.7134434024019976,0.6347730247991927,0.0,0.0,0.0,True,GSE190265,lung_nonLUSC_DCB,TACSTD2,raw,continuous,DCB,nonLUSC
1,14.0,1.0,0.09836174951134759,10.166553614264803,1.0,0.09836174951134759,10.166553614264803,0.0,1.1832159566199232,1.0,0.0,0.0,0.0,True,GSE190265,lung_nonLUSC_DCB,TACSTD2,residual,median,DCB,nonLUSC
1,10.0,2.6666666666666665,0.15752248547000908,45.14346691453777,2.6666666666666665,0.15752248547000908,45.14346691453777,0.9808292530117262,1.4433756729740643,0.4967967600691945,0.0,0.0,0.0,True,GSE190265,lung_nonLUSC_DCB,TACSTD2,residual,tertile,DCB,nonLUSC
1,14.0,1.6364202426548211,0.39112568958008037,6.846574597146697,1.6364202426548211,0.39112568958008037,6.846574597146697,0.4925110772329811,0.7302231587547693,0.500014760202093,0.0,0.0,0.0,True,GSE190265,lung_nonLUSC_DCB,TACSTD2,residual,continuous,DCB,nonLUSC
2,24.0,0.6814948877569931,0.08905645517767231,5.215065894014575,0.5861407517302415,0.030045480369923588,11.434697552141893,-0.5341953275803432,1.5157386252017606,0.7245140435798196,2.3964631988054492,2.070760152657754,51.70855500978555,True,"GSE207422,GSE283829",lung_LUAD_ORR,CLDN4,raw,median,ORR,LUAD
2,18.0,1.0092543146491388,0.11984777469977669,8.49906703891266,0.9930272118629567,0.10873554636593885,9.068819502517456,-0.006997211623660539,1.128489445511465,0.995052739419503,0.1759490552391991,1.0710905273693734,6.637209979251109,True,"GSE207422,GSE283829",lung_LUAD_ORR,CLDN4,raw,tertile,ORR,LUAD
2,24.0,1.5977046068398977,0.573827974872862,4.448476063375965,1.5977046068398977,0.573827974872862,4.448476063375965,0.4685679784670838,0.5224457149952676,0.3697861550114383,0.0,0.5623406305372738,0.0,True,"GSE207422,GSE283829",lung_LUAD_ORR,CLDN4,raw,continuous,ORR,LUAD
2,24.0,0.6814948877569931,0.08905645517767231,5.215065894014575,0.5861407517302415,0.030045480369923588,11.434697552141893,-0.5341953275803432,1.5157386252017606,0.7245140435798196,2.3964631988054492,2.070760152657754,51.70855500978555,True,"GSE207422,GSE283829",lung_LUAD_ORR,CLDN4,residual,median,ORR,LUAD
2,18.0,0.9409841929047241,0.08528173646015842,10.38265973524374,0.9410551996607197,0.06997096858285105,12.65646176899604,-0.06075348047884098,1.3259802943932593,0.9634554830543627,0.5152823673698848,1.171694085904218,14.653490870163305,True,"GSE207422,GSE283829",lung_LUAD_ORR,CLDN4,residual,tertile,ORR,LUAD
2,24.0,1.709968866639915,0.6485267414586408,4.508670711559658,1.709968866639915,0.6485267414586408,4.508670711559658,0.5364751637055011,0.4946567366918491,0.27812531038980026,0.0,0.32575459814571084,0.0,True,"GSE207422,GSE283829",lung_LUAD_ORR,CLDN4,residual,continuous,ORR,LUAD
2,24.0,0.24832599099394884,0.03245076798622945,1.9002877783753769,0.24832599099394884,0.03245076798622945,1.9002877783753769,-1.393012916175104,1.0382746189699348,0.17970582762980403,0.0,0.40711005280625234,0.0,True,"GSE207422,GSE283829",lung_LUAD_ORR,TACSTD2,raw,median,ORR,LUAD
2,18.0,0.540029869446153,0.05617160592606891,5.191809190534188,0.540029869446153,0.05617160592606891,5.191809190534188,-0.6161308271643958,1.1547005383792515,0.5936287241613372,0.0,0.35589112142088997,0.0,True,"GSE207422,GSE283829",lung_LUAD_ORR,TACSTD2,raw,tertile,ORR,LUAD
2,24.0,1.566596332557122,0.6095799528450474,4.026090519753819,1.566596332557122,0.6095799528450474,4.026090519753819,0.44890532492765706,0.48157677848519437,0.3512552226054164,0.0,0.28506657940412444,0.0,True,"GSE207422,GSE283829",lung_LUAD_ORR,TACSTD2,raw,continuous,ORR,LUAD
2,24.0,4.026964700704115,0.5262360845444869,30.81591167347263,4.026964700704115,0.5262360845444869,30.81591167347263,1.393012916175104,1.0382746189699348,0.17970582762980403,0.0,0.40711005280625234,0.0,True,"GSE207422,GSE283829",lung_LUAD_ORR,TACSTD2,residual,median,ORR,LUAD
2,18.0,1.851749424574581,0.19261108474926628,17.802588754826857,1.851749424574581,0.19261108474926628,17.802588754826857,0.6161308271643958,1.1547005383792515,0.5936287241613372,0.0,0.35589112142088997,0.0,True,"GSE207422,GSE283829",lung_LUAD_ORR,TACSTD2,residual,tertile,ORR,LUAD
2,24.0,1.6986683611787123,0.6389617271762583,4.515879556700916,1.6986683611787123,0.6389617271762583,4.515879556700916,0.529844627155442,0.4988547696054331,0.28818030243017034,0.0,0.0028696103627452244,0.0,True,"GSE207422,GSE283829",lung_LUAD_ORR,TACSTD2,residual,continuous,ORR,LUAD
2,21.0,1.2194845145656197,0.1467313061053455,10.135141032532305,1.3495303116628268,0.09065731046551946,20.089191403813516,0.29975661462628217,1.3777680177042564,0.8277666342864181,1.4270158595394702,1.5874987691618143,37.00782517595328,True,"GSE207422,GSE283829",lung_LUSC_ORR,CLDN4,raw,median,ORR,LUSC
2,14.0,0.942876034300154,0.09463142002952579,9.394503599123894,0.9676712688082093,0.0833753803909512,11.230985455012288,-0.03286284772076089,1.2507853901151973,0.9790389761556113,0.36695262967187947,1.129078814457445,11.432223579491318,True,"GSE207422,GSE283829",lung_LUSC_ORR,CLDN4,raw,tertile,ORR,LUSC
2,21.0,2.2437574587941693,0.7133261909855572,7.057707396021299,2.2437574587941693,0.7133261909855572,7.057707396021299,0.8081518975025954,0.5846777397061945,0.16690487909120622,0.0,0.6765537268291241,0.0,True,"GSE207422,GSE283829",lung_LUSC_ORR,CLDN4,raw,continuous,ORR,LUSC
2,21.0,1.2194845145656197,0.1467313061053455,10.135141032532305,1.3495303116628268,0.09065731046551946,20.089191403813516,0.29975661462628217,1.3777680177042564,0.8277666342864181,1.4270158595394702,1.5874987691618143,37.00782517595328,True,"GSE207422,GSE283829",lung_LUSC_ORR,CLDN4,residual,median,ORR,LUSC
2,14.0,0.942876034300154,0.09463142002952579,9.394503599123894,0.9676712688082093,0.0833753803909512,11.230985455012288,-0.03286284772076089,1.2507853901151973,0.9790389761556113,0.36695262967187947,1.129078814457445,11.432223579491318,True,"GSE207422,GSE283829",lung_LUSC_ORR,CLDN4,residual,tertile,ORR,LUSC
2,21.0,1.4997862667736712,0.5163264750389741,4.356466218070875,1.4997862667736712,0.5163264750389741,4.356466218070875,0.4053226091381159,0.5440503158914797,0.4562660265140239,0.0,0.30012521731010294,0.0,True,"GSE207422,GSE283829",lung_LUSC_ORR,CLDN4,residual,continuous,ORR,LUSC
2,21.0,1.4894476867274384,0.18867846102984143,11.757857252963525,1.4894476867274384,0.18867846102984143,11.757857252963525,0.3984053711898371,1.054140994029792,0.7054728242559876,0.0,0.31975378975510116,0.0,True,"GSE207422,GSE283829",lung_LUSC_ORR,TACSTD2,raw,median,ORR,LUSC
2,14.0,2.2181600866743305,0.1516599086583602,32.44255000310425,2.2181600866743305,0.1516599086583602,32.44255000310425,0.7966780624617144,1.3687718216583098,0.5605406674919484,0.0,0.23525621903967858,0.0,True,"GSE207422,GSE283829",lung_LUSC_ORR,TACSTD2,raw,tertile,ORR,LUSC
2,21.0,1.996666397156897,0.6634261519219653,6.009224523311272,1.996666397156897,0.6634261519219653,6.009224523311272,0.6914789884793879,0.5621513881017797,0.2186752688632927,0.0,0.17686983537717021,0.0,True,"GSE207422,GSE283829",lung_LUSC_ORR,TACSTD2,raw,continuous,ORR,LUSC
2,21.0,0.5241923583835342,0.06640300854118367,4.138029806545171,0.5241923583835342,0.06640300854118367,4.138029806545171,-0.6458965658726191,1.054140994029792,0.5400594280860596,0.0,0.08716518677223405,0.0,True,"GSE207422,GSE283829",lung_LUSC_ORR,TACSTD2,residual,median,ORR,LUSC
2,14.0,0.290342059707185,0.02914007823391317,2.892871836455955,0.290342059707185,0.02914007823391317,2.892871836455955,-1.2366955348526947,1.1729312543906916,0.29171666998337287,0.0,0.01991193372156208,0.0,True,"GSE207422,GSE283829",lung_LUSC_ORR,TACSTD2,residual,tertile,ORR,LUSC
2,21.0,1.2067178142877582,0.43317473081498675,3.3616177946939567,1.2067178142877582,0.43317473081498675,3.3616177946939567,0.18790412380253518,0.5227133779648968,0.7192372980584865,0.0,0.3457718464811723,0.0,True,"GSE207422,GSE283829",lung_LUSC_ORR,TACSTD2,residual,continuous,ORR,LUSC
2,24.0,0.6814948877569931,0.08905645517767231,5.215065894014575,0.5861407517302415,0.030045480369923588,11.434697552141893,-0.5341953275803432,1.5157386252017606,0.7245140435798196,2.3964631988054492,2.070760152657754,51.70855500978555,True,"GSE207422,GSE283829",lung_nonLUSC_ORR,CLDN4,raw,median,ORR,nonLUSC
2,18.0,1.0092543146491388,0.11984777469977669,8.49906703891266,0.9930272118629567,0.10873554636593885,9.068819502517456,-0.006997211623660539,1.128489445511465,0.995052739419503,0.1759490552391991,1.0710905273693734,6.637209979251109,True,"GSE207422,GSE283829",lung_nonLUSC_ORR,CLDN4,raw,tertile,ORR,nonLUSC
2,24.0,1.5977046068398977,0.573827974872862,4.448476063375965,1.5977046068398977,0.573827974872862,4.448476063375965,0.4685679784670838,0.5224457149952676,0.3697861550114383,0.0,0.5623406305372738,0.0,True,"GSE207422,GSE283829",lung_nonLUSC_ORR,CLDN4,raw,continuous,ORR,nonLUSC
2,24.0,0.6814948877569931,0.08905645517767231,5.215065894014575,0.5861407517302415,0.030045480369923588,11.434697552141893,-0.5341953275803432,1.5157386252017606,0.7245140435798196,2.3964631988054492,2.070760152657754,51.70855500978555,True,"GSE207422,GSE283829",lung_nonLUSC_ORR,CLDN4,residual,median,ORR,nonLUSC
2,18.0,0.9409841929047241,0.08528173646015842,10.38265973524374,0.9410551996607197,0.06997096858285105,12.65646176899604,-0.06075348047884098,1.3259802943932593,0.9634554830543627,0.5152823673698848,1.171694085904218,14.653490870163305,True,"GSE207422,GSE283829",lung_nonLUSC_ORR,CLDN4,residual,tertile,ORR,nonLUSC
2,24.0,1.709968866639915,0.6485267414586408,4.508670711559658,1.709968866639915,0.6485267414586408,4.508670711559658,0.5364751637055011,0.4946567366918491,0.27812531038980026,0.0,0.32575459814571084,0.0,True,"GSE207422,GSE283829",lung_nonLUSC_ORR,CLDN4,residual,continuous,ORR,nonLUSC
2,24.0,0.24832599099394884,0.03245076798622945,1.9002877783753769,0.24832599099394884,0.03245076798622945,1.9002877783753769,-1.393012916175104,1.0382746189699348,0.17970582762980403,0.0,0.40711005280625234,0.0,True,"GSE207422,GSE283829",lung_nonLUSC_ORR,TACSTD2,raw,median,ORR,nonLUSC
2,18.0,0.540029869446153,0.05617160592606891,5.191809190534188,0.540029869446153,0.05617160592606891,5.191809190534188,-0.6161308271643958,1.1547005383792515,0.5936287241613372,0.0,0.35589112142088997,0.0,True,"GSE207422,GSE283829",lung_nonLUSC_ORR,TACSTD2,raw,tertile,ORR,nonLUSC
2,24.0,1.566596332557122,0.6095799528450474,4.026090519753819,1.566596332557122,0.6095799528450474,4.026090519753819,0.44890532492765706,0.48157677848519437,0.3512552226054164,0.0,0.28506657940412444,0.0,True,"GSE207422,GSE283829",lung_nonLUSC_ORR,TACSTD2,raw,continuous,ORR,nonLUSC
2,24.0,4.026964700704115,0.5262360845444869,30.81591167347263,4.026964700704115,0.5262360845444869,30.81591167347263,1.393012916175104,1.0382746189699348,0.17970582762980403,0.0,0.40711005280625234,0.0,True,"GSE207422,GSE283829",lung_nonLUSC_ORR,TACSTD2,residual,median,ORR,nonLUSC
2,18.0,1.851749424574581,0.19261108474926628,17.802588754826857,1.851749424574581,0.19261108474926628,17.802588754826857,0.6161308271643958,1.1547005383792515,0.5936287241613372,0.0,0.35589112142088997,0.0,True,"GSE207422,GSE283829",lung_nonLUSC_ORR,TACSTD2,residual,tertile,ORR,nonLUSC
2,24.0,1.6986683611787123,0.6389617271762583,4.515879556700916,1.6986683611787123,0.6389617271762583,4.515879556700916,0.529844627155442,0.4988547696054331,0.28818030243017034,0.0,0.0028696103627452244,0.0,True,"GSE207422,GSE283829",lung_nonLUSC_ORR,TACSTD2,residual,continuous,ORR,nonLUSC
3,140.0,0.9471138554395725,0.7892453490395802,1.1365599509166395,0.9602753624985235,0.7754955404221775,1.1890832683830348,-0.04053519971385545,0.1090397179857822,0.7100811481352456,0.008507692377588097,2.5961672913653193,22.963361927720616,True,"GSE135222,GSE190265,GSE190266",lung_PFS,CLDN4,raw,continuous,PFS_Cox,all
3,140.0,0.8335506366451705,0.5691375779774508,1.2208061648656368,0.8335506366451705,0.5691375779774508,1.2208061648656368,-0.18206082681276586,0.19467972357410399,0.34969490080851573,0.0,0.9876873959111718,0.0,True,"GSE135222,GSE190265,GSE190266",lung_PFS,CLDN4,raw,median,PFS_Cox,all
3,140.0,1.048996620467933,0.8775945008099562,1.2538751197022784,1.048996620467933,0.8775945008099562,1.2538751197022784,0.04783410773874476,0.09102282854522518,0.5992233503566893,0.0,0.24499454043381672,0.0,True,"GSE135222,GSE190265,GSE190266",lung_PFS,CLDN4,residual,continuous,PFS_Cox,all
3,140.0,1.0990599323133674,0.7508209428209321,1.608815985177908,1.0990599323133674,0.7508209428209321,1.608815985177908,0.09445520743173677,0.1944098408586306,0.6270691943917193,0.0,0.05373427095102072,0.0,True,"GSE135222,GSE190265,GSE190266",lung_PFS,CLDN4,residual,median,PFS_Cox,all
2,70.0,1.129632345040003,0.8513578410030822,1.49886354891275,1.129632345040003,0.8513578410030822,1.49886354891275,0.12189222141205207,0.14429334973888627,0.39824883333374794,0.0,0.08996741198380453,0.0,True,"GSE135222,GSE190265",lung_PFS,TACSTD2,raw,continuous,PFS_Cox,all
2,70.0,1.1003374315652235,0.6479677719950557,1.8685226575015388,1.1003374315652235,0.6479677719950557,1.8685226575015388,0.09561688873271733,0.27016898325250815,0.7234024936878463,0.0,0.5123939934896911,0.0,True,"GSE135222,GSE190265",lung_PFS,TACSTD2,raw,median,PFS_Cox,all
2,70.0,1.0973963993270188,0.8339253387368976,1.4441087245051971,1.0973963993270188,0.8339253387368976,1.4441087245051971,0.09294046454296728,0.14007748319994195,0.5070147013014092,0.0,0.061277021008348614,0.0,True,"GSE135222,GSE190265",lung_PFS,TACSTD2,residual,continuous,PFS_Cox,all
2,70.0,1.1003374315652235,0.6479677719950557,1.8685226575015388,1.1003374315652235,0.6479677719950557,1.8685226575015388,0.09561688873271733,0.27016898325250815,0.7234024936878463,0.0,0.5123939934896911,0.0,True,"GSE135222,GSE190265",lung_PFS,TACSTD2,residual,median,PFS_Cox,all
8,541.0,1.0274222682008687,0.931839636653171,1.132809204152698,1.0274222682008687,0.931839636653171,1.132809204152698,0.027053013140526404,0.04982018159111228,0.5871207567481829,0.0,6.6080270288688485,0.0,True,"GSE135222,GSE190265,GSE190266,Gide,Liu,Braun,Snyder,Miao1",all_open_PFS,CLDN4,raw,continuous,PFS_Cox,all
8,541.0,0.9411898755633935,0.7737982708585807,1.1447924029090162,0.9440079920025751,0.7555919524345177,1.17940786173469,-0.0576206467680508,0.11358834041150748,0.6119611276476522,0.013635051510269593,8.04545178974874,12.994320481552332,True,"GSE135222,GSE190265,GSE190266,Gide,Liu,Braun,Snyder,Miao1",all_open_PFS,CLDN4,raw,median,PFS_Cox,all
8,541.0,1.0610866063288367,0.9634729889513909,1.1685898816487232,1.0610866063288367,0.9634729889513909,1.1685898816487232,0.05929348337766907,0.049236892448435585,0.22849331383158988,0.0,3.443003720505499,0.0,True,"GSE135222,GSE190265,GSE190266,Gide,Liu,Braun,Snyder,Miao1",all_open_PFS,CLDN4,residual,continuous,PFS_Cox,all
8,541.0,1.0744933935899708,0.8832692836999468,1.307116724394886,1.0744933935899708,0.8832692836999468,1.307116724394886,0.07184928872412415,0.09998696379690666,0.472395694564375,0.0,5.424822303623082,0.0,True,"GSE135222,GSE190265,GSE190266,Gide,Liu,Braun,Snyder,Miao1",all_open_PFS,CLDN4,residual,median,PFS_Cox,all
7,471.0,1.0733417778459082,0.9689023228754053,1.1890389205079477,1.0733417778459082,0.9689023228754053,1.1890389205079477,0.07077693841555771,0.05222878192548774,0.17537523228434448,0.0,5.551101290079496,0.0,True,"GSE135222,GSE190265,Gide,Liu,Braun,Snyder,Miao1",all_open_PFS,TACSTD2,raw,continuous,PFS_Cox,all
7,471.0,1.0732544172882004,0.8705736556456429,1.3231218711464114,1.069784229977448,0.8571984345581322,1.3350914474060787,0.06745697391218336,0.11303204873656296,0.550644183422544,0.005038028342870469,6.316740316387948,5.014300106119721,True,"GSE135222,GSE190265,Gide,Liu,Braun,Snyder,Miao1",all_open_PFS,TACSTD2,raw,median,PFS_Cox,all
7,471.0,1.100080198956798,0.9938536407573139,1.2176606237661687,1.100080198956798,0.9938536407573139,1.2176606237661687,0.09538308528919917,0.05181041385454695,0.06562123800480202,0.0,5.477236357922612,0.0,True,"GSE135222,GSE190265,Gide,Liu,Braun,Snyder,Miao1",all_open_PFS,TACSTD2,residual,continuous,PFS_Cox,all
7,471.0,1.1099478705811794,0.9003075122076806,1.3684038605728124,1.1099478705811794,0.9003075122076806,1.3684038605728124,0.10431305078104693,0.10680201253444588,0.3287198969939942,0.0,5.916794600754054,0.0,True,"GSE135222,GSE190265,Gide,Liu,Braun,Snyder,Miao1",all_open_PFS,TACSTD2,residual,median,PFS_Cox,all
