sampleId,CD274,CD8A,CLDN4,EGFR,KEAP1,KRAS,STK11,TACSTD2,TP53
TCGA-38-4632-01,147.582,386.924,14686.3,975.722,1096.54,863.315,826.611,8242.4,714.968
TCGA-38-6178-01,19.5008,78.0031,7581.12,14050.5,1308.11,1176.29,959.438,5924.34,1918.88
TCGA-38-7271-01,81.2453,1444.95,13300.7,827.639,1378.89,1242.22,1090.36,6949.13,1827.64
TCGA-38-A44F-01,27.3973,323.059,5566.21,305.936,1521.12,1116.44,957.763,6934.36,1143.26
TCGA-44-2655-01,29.5222,135.44,7302.6,367.474,1823.64,858.993,246.018,7958.82,2639.13
TCGA-44-2656-01,448.178,1443.17,12259.9,2456.58,1355.37,1094.16,627.287,11546.7,571.739
TCGA-44-2657-01,65.1007,1412.08,15990.6,1367.77,1703.36,1607.38,967.785,7768.46,753.02
TCGA-44-2659-01,53.9392,728.996,7800.59,6649.18,1631.91,1232.76,778.359,5094.15,958.81
TCGA-44-2662-01,403.268,74.6925,15646.6,1330.09,1097.05,1164.56,1120.03,10495.4,1160.25
TCGA-44-2665-01,162.714,107.211,5106.74,773.714,1778.94,1222.01,824.953,4623.34,1656.55
TCGA-44-2666-01,135.961,243.979,8008.34,978.834,1428.01,758.628,923.366,4092.59,2225.84
TCGA-44-2668-01,326.714,762.061,6919.41,2935.17,1563.7,1806.07,1649.13,7658.55,369.294
TCGA-44-3396-01,303.871,692.549,17235.2,773.757,1413.52,874.692,997.986,7714.03,1732.15
TCGA-44-3398-01,214.561,283.512,4425.7,306.638,1195.72,1836.4,462.527,5168.31,1179.44
TCGA-44-3918-01,699.466,1077.42,11016.0,704.806,1233.03,1260.49,661.709,740.275,790.236
TCGA-44-3919-01,171.707,551.545,10774.0,918.039,1364.23,1337.89,877.398,8432.52,722.602
TCGA-44-4112-01,76.3052,267.872,11855.8,1301.19,1704.82,1902.01,814.056,1595.98,2703.61
TCGA-44-5643-01,28.7324,297.465,4492.39,925.628,3419.72,5670.42,732.958,13063.7,1923.94
TCGA-44-5644-01,7.98,112.386,4860.52,3295.04,1040.73,1760.93,1025.44,1493.6,1550.12
TCGA-44-5645-01,57.9461,230.063,7690.76,2519.75,1415.95,1051.06,939.759,12115.3,1843.95
TCGA-44-6145-01,229.311,1379.03,4264.06,409.349,633.607,1519.9,421.352,6889.45,608.97
TCGA-44-6146-01,26.6245,108.754,2540.61,1331.21,851.083,2511.28,333.033,11316.3,1375.45
TCGA-44-6148-01,43.9266,147.315,4077.14,1744.69,1394.4,625.151,1044.6,7517.34,1566.36
TCGA-44-6774-01,46.4684,112.454,4996.28,827.138,901.487,1122.68,460.966,2766.73,1913.57
TCGA-44-6775-01,77.2337,145.381,7071.18,2337.2,1234.73,1046.44,802.625,10365.5,1143.36
TCGA-44-6776-01,17.9598,95.546,7657.33,740.654,2413.79,2285.2,403.736,4240.66,1485.63
TCGA-44-6777-01,194.634,208.311,5693.32,2692.79,1405.58,1355.08,927.407,3819.04,1278.8
TCGA-44-6778-01,307.741,936.548,2509.52,494.264,1168.78,1445.43,501.904,973.35,1366.12
TCGA-44-6779-01,137.079,975.493,5294.28,4004.78,1495.92,1330.15,198.446,14660.3,1853.76
TCGA-44-7659-01,68.012,143.498,11104.6,1869.91,1350.52,1275.78,1232.44,4118.09,1316.14
TCGA-44-7660-01,74.0196,105.983,5373.57,513.511,1853.01,1629.69,951.319,18878.4,579.96
TCGA-44-7661-01,1002.19,272.954,8836.98,2097.42,1420.36,3418.49,1084.32,3002.19,610.556
TCGA-44-7662-01,140.289,245.061,12942.7,1307.26,1149.83,1223.83,1062.23,9343.1,652.016
TCGA-44-7667-01,25.6362,83.5674,4503.98,492.415,2021.6,1991.97,395.197,799.051,2201.39
TCGA-44-7669-01,92.3122,318.339,3758.73,856.255,1519.93,2985.58,327.846,1103.15,984.459
TCGA-44-7670-01,42.3526,183.94,11057.1,599.119,258.134,7593.79,980.292,4201.25,1052.32
TCGA-44-7671-01,19.2202,54.5096,6406.62,704.523,2187.95,1598.74,239.149,4115.95,1878.85
TCGA-44-7672-01,144.865,466.224,11101.5,1085.9,1490.43,2636.08,988.286,4297.54,1504.88
TCGA-44-8117-01,109.843,178.06,20607.6,3018.03,944.934,2120.83,1119.53,29915.3,247.145
TCGA-44-8119-01,57.6051,243.572,4194.38,276.967,888.538,1810.48,817.255,2709.02,539.751
TCGA-44-8120-01,43.4532,137.088,13246.5,832.604,1021.57,871.586,423.598,5739.46,805.145
TCGA-44-A479-01,115.778,1000.57,1896.71,1027.79,981.271,4157.78,479.569,647.56,1131.1
TCGA-44-A47A-01,70.6244,153.531,5745.14,799.299,1943.71,1252.81,1552.2,7607.98,2079.84
TCGA-44-A47B-01,18.8088,523.511,4600.09,361.841,1376.18,3143.75,1361.85,3692.79,761.755
TCGA-44-A47G-01,202.532,908.515,6915.42,860.748,1088.61,1513.23,1120.83,9078.83,1219.22
TCGA-44-A4SS-01,63.6921,599.259,19555.7,554.392,1309.29,1639.93,876.181,13958.5,1248.36
TCGA-44-A4SU-01,43.1976,133.349,13704.4,2664.62,1281.84,639.981,945.651,10337.4,900.106
TCGA-49-4486-01,8.6447,125.349,12497.0,236.065,1875.24,1008.44,612.779,7267.9,1984.97
TCGA-49-4487-01,58.1297,1053.92,7232.52,627.633,1460.83,1380.79,593.934,3303.29,2360.57
TCGA-49-4488-01,101.266,535.682,19470.2,1356.07,2536.78,2214.64,1100.72,31566.3,397.725
TCGA-49-4490-01,10.2967,114.2,26721.9,957.587,1186.0,918.281,805.953,21650.3,507.348
TCGA-49-4494-01,67.864,427.06,22065.7,576.986,1942.78,1002.34,1255.06,6635.91,2167.39
TCGA-49-4501-01,64.465,251.783,13045.4,2078.71,1452.31,1206.61,891.942,13816.4,1644.91
TCGA-49-4505-01,92.8992,585.181,21808.3,1427.43,1401.63,1580.13,898.4,11115.1,1531.01
TCGA-49-4506-01,37.8072,1306.54,2161.38,282.519,3416.18,1203.46,324.744,3912.05,924.883
TCGA-49-4507-01,22.1377,1628.85,4590.11,259.772,2327.57,659.979,1067.8,19932.9,1898.65
TCGA-49-4510-01,30.0128,125.479,13484.7,412.832,1313.54,1361.11,312.58,7963.92,1140.17
TCGA-49-4512-01,17.6787,45.3497,12890.1,1741.69,1235.2,1493.47,1492.7,4843.2,1160.65
TCGA-49-4514-01,9.1813,439.171,6312.89,312.163,1589.89,1817.89,424.634,7136.91,4703.88
TCGA-49-6742-01,21.6257,108.874,12072.3,451.902,2339.3,1756.9,219.239,8312.45,2706.19
TCGA-49-6743-01,143.787,235.486,6817.15,1113.4,1942.49,1142.16,947.368,9965.27,1200.76
TCGA-49-6744-01,68.7373,683.299,8571.28,1047.85,1346.74,1423.12,910.387,5816.19,1217.41
TCGA-49-6745-01,847.174,681.572,16068.8,1877.64,1257.99,6439.31,691.4,12929.7,1703.19
TCGA-49-6761-01,334.372,523.556,11297.5,7247.6,1771.59,1344.09,1512.74,4431.16,2579.65
TCGA-49-6767-01,208.284,652.071,31189.9,1187.57,1033.14,1455.03,495.266,44794.1,504.142
TCGA-49-AAQV-01,83.3192,236.18,14690.4,1317.66,2143.34,732.487,1549.93,8936.47,2246.34
TCGA-49-AAR0-01,28.2598,275.161,15435.8,264.18,1463.06,524.541,868.121,6632.62,920.178
TCGA-49-AAR2-01,15.4674,272.227,5245.31,30.3162,1990.35,602.611,826.579,7515.31,1806.6
TCGA-49-AAR3-01,406.794,1529.62,6990.42,511.315,1973.87,823.171,1513.94,7678.57,861.498
TCGA-49-AAR4-01,116.015,3215.01,12296.3,394.697,1054.86,1025.85,1317.15,12392.8,936.948
TCGA-49-AAR9-01,15.6035,156.494,22599.8,230.376,1552.09,19435.5,952.731,14257.0,648.004
TCGA-49-AARE-01,16.8411,243.969,24645.9,50.9786,2391.9,702.777,1110.15,21718.3,2207.56
TCGA-49-AARN-01,64.9254,202.239,11229.9,691.657,1694.03,695.522,1237.31,7557.46,1529.85
TCGA-49-AARO-01,102.047,301.528,16098.0,1334.07,1138.66,983.569,981.263,17719.2,1585.47
TCGA-49-AARQ-01,28.0899,234.832,4633.15,716.247,809.551,716.854,886.517,1563.48,978.652
TCGA-49-AARR-01,94.3998,383.722,5649.7,834.729,1430.28,881.235,1179.23,6875.37,859.803
TCGA-4B-A93V-01,661.513,141.444,7198.23,319.422,2061.03,1017.05,2485.85,1472.17,3478.36
TCGA-50-5044-01,230.297,500.512,1405.32,186.285,1993.86,775.844,2020.47,1224.16,935.517
TCGA-50-5045-01,119.712,713.621,8298.22,323.604,1506.77,1270.73,903.976,5709.39,868.02
TCGA-50-5049-01,136.161,1967.08,11890.6,352.12,1408.48,965.402,757.255,7516.18,839.286
TCGA-50-5051-01,20.1394,140.976,11450.8,125.484,2106.12,1193.65,551.51,6398.14,1920.99
TCGA-50-5055-01,31.5615,1095.52,6966.78,184.385,1424.42,1046.51,938.538,7628.74,1745.85
TCGA-50-5066-01,87.108,1271.78,9164.63,117.596,1601.92,1442.51,419.861,3072.3,1134.15
TCGA-50-5068-01,55.5799,840.539,13421.3,128.236,1685.35,973.076,869.612,9540.08,836.264
TCGA-50-5072-01,45.2656,90.5312,8556.12,931.626,633.256,2594.0,395.843,10672.5,1060.97
TCGA-50-5930-01,35.8574,555.126,6745.18,455.469,1074.39,1237.74,342.637,9789.07,1568.43
TCGA-50-5931-01,6.9444,55.5556,8321.97,660.966,1315.03,1554.29,1193.81,6235.48,728.535
TCGA-50-5932-01,22.4439,55.6941,20630.9,2106.8,1266.83,2446.8,752.286,15774.3,1738.57
TCGA-50-5933-01,522.509,190.838,5980.28,5771.07,1138.4,1709.38,791.417,6070.59,1280.25
TCGA-50-5935-01,47.1113,254.655,18187.5,1498.62,2442.15,2864.24,602.897,3980.9,2815.22
TCGA-50-5936-01,32.8947,95.7602,16728.1,1342.11,1845.76,1830.41,539.474,12931.3,1393.27
TCGA-50-5939-01,127.245,67.0429,3397.3,21145.1,1682.23,900.291,381.05,16909.2,1253.98
TCGA-50-5941-01,200.641,1035.9,9102.56,1576.92,1281.41,3282.69,805.128,7237.18,673.077
TCGA-50-5942-01,31.9655,268.51,5344.0,3963.68,1708.24,671.915,905.903,5332.49,1737.65
TCGA-50-5944-01,33.5417,92.6971,12020.1,3727.99,1289.22,1313.61,589.724,11366.4,426.894
TCGA-50-5946-01,28.6266,115.15,11842.1,3144.37,1635.25,841.106,1181.09,11495.3,271.148
TCGA-50-6590-01,476.087,600.0,3952.72,3715.74,1861.41,1295.65,929.891,3033.15,430.978
TCGA-50-6591-01,5.3763,2.9869,1415.77,24089.1,2114.1,1225.81,1612.9,428.315,354.839
TCGA-50-6592-01,83.4879,920.08,13240.8,676.881,306.979,2374.05,664.478,9855.85,1407.73
TCGA-50-6593-01,121.873,80.821,8967.93,1477.85,1438.74,1032.07,1918.54,8669.66,513.791
TCGA-50-6594-01,1650.7,71.831,14528.9,691.514,1547.89,1002.82,717.606,5838.03,948.591
TCGA-50-6595-01,508.039,286.817,5367.2,5908.64,1381.99,991.64,903.537,7587.14,1854.02
TCGA-50-6597-01,8.4826,222.432,7290.29,992.46,1285.58,670.122,598.492,8877.47,2977.38
TCGA-50-6673-01,26.9209,63.9372,7396.52,8605.69,1508.69,2026.36,1048.23,3574.87,1595.63
TCGA-50-7109-01,24.4078,467.409,6789.02,345.98,1483.99,1774.44,804.846,4821.75,1951.4
TCGA-50-8457-01,51.4869,470.928,12841.5,2213.48,1469.15,1177.1,1418.55,5441.63,1514.87
TCGA-50-8459-01,38.0459,252.334,2651.46,617.121,1327.13,1387.0,978.003,5042.2,1152.57
TCGA-50-8460-01,53.9033,248.451,9843.87,965.291,1936.18,709.418,1233.58,8463.44,1856.26
TCGA-53-7624-01,145.367,171.717,5173.03,19967.6,3112.43,1593.76,88.274,7471.67,208.169
TCGA-53-7626-01,89.3452,802.969,15846.8,2181.51,1494.68,1898.44,974.546,9373.57,1542.77
TCGA-53-7813-01,26.7215,598.15,3477.9,383.351,718.397,2160.33,232.271,3609.46,1499.49
TCGA-53-A4EZ-01,23.2124,162.88,5589.85,392.234,2055.28,1775.15,917.871,2057.24,2095.41
TCGA-55-1592-01,59.2722,120.168,9997.24,137.219,1130.77,3826.17,639.273,13648.6,1139.16
TCGA-55-1594-01,73.5063,192.217,3575.47,19291.3,1552.28,1829.8,555.818,1190.25,325.079
TCGA-55-1595-01,67.7544,341.214,6714.71,509.666,1214.09,2238.34,752.013,2781.29,1187.84
TCGA-55-1596-01,20.7223,189.461,11814.7,27.8271,1937.24,986.975,641.208,19168.1,921.255
TCGA-55-5899-01,62.2946,294.899,6999.86,794.394,2944.42,1156.74,852.693,364.052,337.191
TCGA-55-6543-01,112.597,99.2196,11908.0,1549.05,1600.33,901.895,900.223,8195.09,1429.21
TCGA-55-6642-01,60.2883,476.409,4324.38,2391.2,992.792,2277.85,349.279,3838.79,2428.57
TCGA-55-6712-01,220.48,1244.01,16285.9,2237.95,1585.48,1601.61,1093.43,17858.8,623.796
TCGA-55-6968-01,119.634,438.466,8529.48,143.675,871.208,1360.62,1070.41,1250.14,665.713
TCGA-55-6969-01,76.2338,559.853,5630.95,225.597,1447.75,1040.02,607.801,1579.18,1866.18
TCGA-55-6970-01,109.219,368.776,3495.66,701.234,500.803,1553.16,396.081,3857.05,1377.45
TCGA-55-6971-01,149.08,1312.68,4634.08,638.916,1211.04,1677.64,819.942,2062.92,1670.86
TCGA-55-6972-01,5.7078,50.2283,18044.5,399.543,3672.37,1234.02,780.822,3823.06,1517.12
TCGA-55-6975-01,10.0587,195.306,5512.99,870.88,1821.46,1497.9,357.083,8680.64,746.857
TCGA-55-6978-01,689.529,1568.55,10170.4,1186.67,1169.75,2068.59,900.638,4356.57,697.454
TCGA-55-6979-01,309.36,909.053,9483.74,1832.89,1261.4,1025.33,929.489,5607.23,1791.33
TCGA-55-6980-01,83.1123,197.171,16611.0,1549.96,1157.38,1456.23,848.806,20161.8,615.385
TCGA-55-6981-01,72.807,40.3509,31812.3,9654.83,1012.28,1708.77,1104.39,8636.84,1240.35
TCGA-55-6982-01,80.2028,169.624,30213.4,1746.93,1358.84,2116.62,874.856,4903.43,955.981
TCGA-55-6983-01,31.5603,479.433,8792.2,445.028,1950.35,1581.56,586.879,4020.21,2613.83
TCGA-55-6984-01,36.5631,87.7514,11695.6,535.649,1729.43,2789.76,1297.08,12913.2,1284.28
TCGA-55-6985-01,111.94,438.06,19310.4,1589.53,1447.01,2051.49,1064.93,10430.6,1488.81
TCGA-55-6986-01,47.2384,161.337,10332.8,920.058,2163.52,800.145,1318.31,4736.19,3026.16
TCGA-55-6987-01,243.644,1704.45,5165.61,270.823,1640.18,1413.49,631.003,4181.5,1372.53
TCGA-55-7227-01,156.185,272.979,9287.49,1059.43,1846.58,870.076,1120.25,18727.7,1513.48
TCGA-55-7281-01,29.0598,339.031,25282.1,402.849,1710.54,1882.62,1247.29,29031.9,1593.73
TCGA-55-7283-01,45.1128,340.852,18469.2,2141.85,1636.09,1856.64,1344.86,5783.96,2520.8
TCGA-55-7284-01,71.6828,272.706,9800.6,1335.03,1334.86,2050.44,782.278,6538.09,1232.32
TCGA-55-7570-01,24.4009,288.889,6648.8,19.6078,2087.58,1147.71,110.24,1160.78,2282.35
TCGA-55-7573-01,44.0352,251.401,5763.01,1843.05,1330.66,911.929,899.119,11373.1,1293.03
TCGA-55-7574-01,47.6285,796.19,4098.43,654.868,1374.08,1800.36,751.736,2400.48,1031.95
TCGA-55-7576-01,64.7626,353.628,14714.3,1309.9,1485.14,2777.95,793.281,16683.6,401.284
TCGA-55-7724-01,60.1202,396.794,1763.53,2269.54,633.266,1878.76,177.355,7561.12,1386.77
TCGA-55-7725-01,120.798,406.513,3190.13,1535.64,609.244,3121.85,282.563,6505.25,2226.89
TCGA-55-7726-01,31.9432,106.477,4881.1,6583.8,994.676,2169.48,464.064,16543.0,617.569
TCGA-55-7727-01,73.3945,318.349,4271.56,1317.43,722.936,1215.6,372.477,10477.1,546.789
TCGA-55-7728-01,80.7557,294.869,7235.04,247.82,1349.51,1319.13,1402.48,9031.3,1342.1
TCGA-55-7815-01,119.239,192.385,810.621,295.591,386.774,3671.34,112.224,4271.54,1325.65
TCGA-55-7816-01,103.656,577.204,1429.68,1654.59,1178.49,1249.46,672.688,738.064,1775.48
TCGA-55-7903-01,204.783,433.483,14074.2,1251.12,1572.5,1403.59,1067.26,9289.99,1740.91
TCGA-55-7907-01,52.3847,408.131,11345.6,688.812,892.103,3030.49,494.918,11615.3,2385.46
TCGA-55-7910-01,29.6296,50.0,4565.74,366.657,748.148,1875.0,426.852,488.889,1225.93
TCGA-55-7911-01,230.474,964.715,8782.34,663.925,1473.24,2978.72,824.633,3012.55,1122.77
TCGA-55-7913-01,13.4873,107.325,15866.3,656.833,1202.96,3263.36,267.164,4819.57,443.073
TCGA-55-7914-01,78.9605,451.274,9270.86,937.032,1354.82,1569.72,782.109,3845.58,632.684
TCGA-55-7994-01,814.957,834.904,8101.45,2876.38,1034.05,1249.03,732.638,7677.82,1774.92
TCGA-55-7995-01,157.861,1036.85,13363.6,1177.73,2905.44,1948.65,1005.45,8685.48,1858.97
TCGA-55-8085-01,47.3208,622.129,7104.38,805.835,1563.67,1322.55,718.163,4627.7,658.664
TCGA-55-8087-01,15.7068,43.63,9616.4,1242.17,1808.38,827.574,1047.82,7444.68,2344.85
TCGA-55-8089-01,241.179,1511.11,3270.89,18056.9,1572.66,1036.66,668.649,8916.56,1172.63
TCGA-55-8090-01,245.277,105.606,15722.8,1715.63,2045.83,6327.97,1329.51,10212.8,2650.67
TCGA-55-8091-01,256.588,136.547,8213.82,2017.77,1725.97,1245.43,1306.95,9926.29,739.754
TCGA-55-8092-01,88.0827,1101.48,5692.9,350.551,1113.93,2077.06,661.955,5404.19,1032.97
TCGA-55-8094-01,8.3445,40.5305,12439.9,12.5168,1357.77,9271.35,299.806,4217.55,288.482
TCGA-55-8096-01,38.3575,188.357,8575.24,6829.35,1382.43,1238.35,800.206,3588.14,599.063
TCGA-55-8097-01,27.2221,124.101,12237.9,1111.26,1672.16,2616.52,1132.12,6695.84,1351.1
TCGA-55-8203-01,67.5361,444.04,10107.4,706.489,1517.74,2173.29,914.367,4828.63,1803.66
TCGA-55-8204-01,97.6395,253.755,4615.34,1518.77,1956.55,1063.3,857.296,22090.7,609.442
TCGA-55-8205-01,761.092,1115.21,7782.76,1597.46,1222.49,1112.05,1157.3,4231.1,1044.64
TCGA-55-8206-01,54.9321,80.6261,8676.02,2690.71,1325.16,1008.86,991.731,10595.7,1380.69
TCGA-55-8207-01,60.2979,246.64,15825.6,2534.97,1221.58,1636.03,734.471,10341.1,1231.02
TCGA-55-8208-01,290.872,726.663,7731.3,297.561,2244.97,1419.29,852.501,6561.63,1471.38
TCGA-55-8299-01,164.722,1366.35,2690.04,996.734,1465.61,918.643,598.913,3275.44,1266.25
TCGA-55-8301-01,312.688,715.269,10198.3,1380.19,2088.6,1049.46,1116.13,4318.28,2077.85
TCGA-55-8302-01,513.36,292.953,31509.3,738.175,1878.44,2174.72,853.939,12451.9,480.133
TCGA-55-8505-01,14.1426,41.2493,14411.3,612.84,575.133,1808.49,466.706,10134.4,1073.66
TCGA-55-8506-01,74.3243,180.743,9877.82,1994.9,1830.52,972.41,2283.22,158.784,727.477
TCGA-55-8507-01,29.7619,123.918,8205.63,374.454,1713.2,2574.68,642.857,5696.97,535.714
TCGA-55-8508-01,35.3669,157.383,13600.4,1484.49,1690.54,1603.89,1252.87,7037.14,2778.96
TCGA-55-8510-01,141.983,595.471,13933.3,1156.65,1679.93,778.458,1113.83,10175.0,654.223
TCGA-55-8511-01,358.355,464.232,12945.8,2009.47,1310.71,560.88,1615.31,6337.99,559.794
TCGA-55-8512-01,41.1545,143.239,11269.4,1102.07,1505.61,1062.0,872.795,13870.7,1109.57
TCGA-55-8513-01,90.5045,115.727,5891.69,815.26,1528.19,1106.08,1096.44,4885.76,1023.0
TCGA-55-8514-01,54.1935,56.129,21696.1,959.981,1274.19,983.871,2595.48,5909.68,805.807
TCGA-55-8614-01,32.689,213.107,7018.7,2006.59,1115.83,858.086,1118.34,19918.3,1790.98
TCGA-55-8615-01,12.8342,22.9947,4637.43,894.647,1285.56,1955.08,616.043,2924.6,1529.41
TCGA-55-8616-01,82.9832,199.58,19358.2,2286.19,1193.8,2340.86,1189.6,10671.7,333.508
TCGA-55-8619-01,64.6476,527.664,8405.94,836.337,1815.38,1004.08,1343.62,9543.97,1076.88
TCGA-55-8620-01,54.7701,403.632,11049.3,38.1009,4770.95,1276.98,1717.52,105.373,1446.64
TCGA-55-8621-01,233.025,365.341,5312.44,1001.16,1459.22,1102.99,804.071,4155.35,1228.87
TCGA-55-A48X-01,68.4262,386.608,14161.3,1701.82,1216.03,1237.54,1018.57,12614.4,1523.95
TCGA-55-A48Y-01,22.0588,134.454,2259.98,704.296,2323.0,1355.04,246.323,6180.15,1526.79
TCGA-55-A48Z-01,97.5493,287.362,19609.8,3633.28,1406.05,970.687,1326.29,5189.33,1098.51
TCGA-55-A490-01,26.5687,134.32,9382.2,5390.47,1262.51,2501.89,1302.85,2407.42,266.179
TCGA-55-A491-01,94.2298,213.87,17925.4,741.636,1890.95,1096.88,1300.69,7418.21,1781.37
TCGA-55-A492-01,1.0712,73.9154,7380.29,103.374,514.73,1092.13,437.6,4750.94,1313.34
TCGA-55-A493-01,446.467,472.16,18283.8,3354.06,1117.38,2634.21,884.209,3915.92,1105.75
TCGA-55-A494-01,8.4256,28.3811,30099.1,1347.15,1120.17,3439.44,613.742,4312.6,1580.92
TCGA-55-A4DF-01,190.014,474.341,5304.67,227.457,1478.96,2132.69,713.361,2524.73,1831.25
TCGA-55-A4DG-01,30.5907,424.578,9034.81,2281.63,1331.22,549.051,960.971,7075.42,2232.59
TCGA-55-A57B-01,66.6432,88.8575,23699.2,6528.5,1536.67,912.905,1153.03,16055.0,1407.26
TCGA-62-8394-01,35.7626,100.634,20656.2,1688.31,1717.43,1152.3,751.014,5668.36,2283.81
TCGA-62-8395-01,10.0882,121.058,8478.88,1772.42,2324.66,1646.12,246.941,3423.4,1377.69
TCGA-62-8397-01,33.5766,49.635,9716.79,5837.81,1132.85,875.912,880.292,8147.45,509.489
TCGA-62-8398-01,86.7005,164.393,10829.3,457.895,1859.74,2157.38,392.967,6862.47,1610.52
TCGA-62-8399-01,85.0983,231.089,11764.0,2140.66,898.638,1249.62,197.428,3602.12,316.188
TCGA-62-8402-01,177.362,557.704,5063.19,1690.35,1210.49,1441.56,828.181,4157.65,1554.87
TCGA-62-A46O-01,15.6076,47.9376,1829.43,1713.48,1257.53,3167.78,41.806,4300.45,311.594
TCGA-62-A46P-01,12.0301,95.4887,2450.38,217.293,1187.97,1573.68,1067.67,4127.07,1273.68
TCGA-62-A46R-01,51.5223,361.157,13500.9,3099.84,808.851,1899.32,537.233,10434.0,308.134
TCGA-62-A46S-01,42.3841,174.393,6752.76,246.799,828.256,2042.83,737.748,3531.13,646.358
TCGA-62-A46U-01,451.295,543.362,7063.71,2518.66,1533.09,1473.08,991.369,2726.26,1128.24
