term	nes	fdr	nom_p	es	lead_genes	cohort	split	n_high	n_low	n_rank_genes	bucket	expected	primary
CUSTOM_EMT_CORE	-0.7704771503392553	0.8818571866380631	0.7870563674321504	-0.2709278886146748	CDH2;ZEB2;SNAI1;SPARC;COL3A1;ZEB1	TCGA-LUAD	quartile	129	129	20138	EMT	DOWN	True
GOBP_KERATINIZATION	2.6734905402417906	0.0	0.0	0.6545431355319516	KRT16;PPL;SFN;IVL;CDH3;EVPL;KRT7;KRT80;KRT17;CDSN;KRT81;IL1A;TMEM79;LIPK;SPRR3;SPRR1A;KRT4;KRT86;KRT78;KLK5;KRT75;SPRR1B;KRT5;KRT6B;CASP14;ABCA12;KRT79;KRT6A;KRT6C;KRT77;CNFN;KRT74	TCGA-LUAD	median	257	257	20192	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	2.628818834484707	0.0	0.0	0.5698257675240637	KRT16;PPL;EPHA2;GRHL1;SFN;TP63;IVL;CDH3;ANXA1;EVPL;KRT7;KRT80;KRT17;WNT5A;KRT14;CSTA;CDSN;KRT81;IL1A;POU2F3;TMEM79;IRF6;ST14;LIPK;SPRR3;ZFP36L1;SPRR1A;KRT4;KRT86;KRT78;KLK5;CD109;KRT75;SPRR1B;KRT5;MSX2;PLEC;EREG;KRT6B;TXNIP;CASP14;PRKCH;SCEL;ABCA12;S100A7;ZBED2;KRT79;FOXC1;PPP3CA;VDR;FLNB;KRT6A;KRT6C;KRT77;CNFN;KRT10;SLC39A2;CDKN1A;KRT74;CFLAR;YAP1;GRHL2;BCR;ADAM9;EXPH5;KRT85;FOSL2;ERRFI1;SPRR4;KRT3;KRT83;POU3F1;SPRR2F;LCE1C;SPRR2D;PALLD	TCGA-LUAD	median	257	257	20192	KERATIN_BARRIER	UP	True
CUSTOM_BARRIER_KERATIN	2.573215831407311	0.0	0.0	0.7747635835653043	KRT16;PPL;IVL;EVPL;KRT17;KRT14;CSTA;S100A9;SPRR3;SPRR1A;SPRR1B;KRT5;S100A8;KRT6B;DSC1;S100A7;KRT6A;CNFN;KRT10;SPRR2A;LOR	TCGA-LUAD	median	257	257	20192	KERATIN_BARRIER	UP	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	2.547014995168291	0.0	0.0	0.7700736865800305	KRT16;CLDN4;CLDN1;GRHL3;GRHL1;SFN;TP63;MET;ELOVL1;IL18;LSR;TMEM79;PLEC;ABCA12;TMPRSS11F;KLF4;FA2H	TCGA-LUAD	median	257	257	20192	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	2.4047572308188365	0.0	0.0	0.5025138811101436	KRT16;PPL;EPHA2;GRHL1;SFN;TP63;IVL;CDH3;ANXA1;EVPL;KRT7;SULT2B1;KRT80;KRT17;WNT5A;KRT14;OVOL1;CSTA;TRIOBP;CDSN;KRT81;IL1A;POU2F3;TMEM79;IRF6;ST14;LIPK;SPRR3;ZFP36L1;SPRR1A;KRT4;BMP4;KRT86;KRT78;KLK5;CD109;KRT75;SPRR1B;KRT5;MSX2;PLEC;EREG;KRT6B;TXNIP;CASP14;PRKCH;PLS1;SCEL;ABCA12;ANKRD24;SLITRK6;S100A7;ZBED2;KRT79;FOXC1;MYO6;PPP3CA;VDR;FLNB;KRT6A;KRT6C;KRT77;KLF4;CNFN;KRT10;HES1;SLC39A2;CDKN1A;SLC44A4;HDAC1;KRT74;CFLAR;YAP1;FA2H;PDZD7;GRHL2	TCGA-LUAD	median	257	257	20192	KERATIN_BARRIER	UP	True
HALLMARK_APICAL_JUNCTION	2.1372616503580484	0.0	0.0	0.4578254712941426	ITGB4;CLDN4;MPZL2;LAMC2;CDH3;CDH1;LDLRAP1;COL17A1;CLDN9;CAP1;CDSN;CNN2;ACTB;AMIGO2;ITGA3;ITGA2;ADAM15;STX4;RRAS;ZYX;ACTN4;PCDH1;CX3CL1;ICAM4;LAMB3;RHOF;BAIAP2;VASP;CRAT;DSC1;CLDN8;GNAI2;ICAM1;IRS1;EXOC4;SDC3;PIK3R3;EGFR;MYL12B;DSC3;GRB7;ARPC2;RAC2;YWHAH;CALB2;CLDN6;ACTG2;FSCN1;JUP;TGFBI;WASL;SKAP2;CTNND1;LIMA1;IKBKG;MAPK13;MPZL1;MYH9;ICAM5;ADAM9;VCL;ACTN1;MYL9;LAYN;RSU1;CD276;NRXN2;ADRA1B;MDK;SHROOM2;TRAF1;TAOK2;MMP9;MMP2;BMP1	TCGA-LUAD	median	257	257	20192	TJ	UP	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.9507730524048712	0.0013020833333333333	0.0	0.41265188436682587	TNFRSF12A;SDC1;LAMC2;SDC4;FUCA1;GADD45A;WNT5A;GPC1;DST;ITGA2;CD59;CAPG;LOXL1;IGFBP3;FAS;NT5E;CXCL6;ITGB5;DKK1;PMEPA1;JUN;TGFB1;ANPEP;PDLIM4;CXCL1;TPM4;COMP;NOTCH2;COL8A2;CD44;IGFBP4;AREG;OXTR;ITGB3;TNC;ELN;EMP3;VIM;TGFBI;TIMP1;TGM2;PTX3;MATN3;TPM1;FSTL3;FLNA;MMP3;LGALS1;MMP14;MGP;ITGAV;MYL9;SPP1;NTM;SFRP4;PLAUR;TAGLN;PLOD1;ECM1;GADD45B;MMP2;COL7A1;BMP1;FSTL1;EFEMP2;ACTA2;ABI3BP;BGN;FOXC2;SGCD;COL6A2;GLIPR1;IL32;QSOX1;SAT1;GPX7	TCGA-LUAD	median	257	257	20192	EMT	DOWN	True
GOBP_CORNIFICATION	1.835595574420089	0.0025065104166666664	0.0	0.8139609119237036	CDSN;TMEM79;LIPK;KLK5;CASP14	TCGA-LUAD	median	257	257	20192	KERATIN_BARRIER	UP	True
CUSTOM_TJ_CORE	1.8286247825976785	0.002228009259259259	0.011695906432748537	0.558958137989513	CLDN4;CLDN1;AMOT;TJP3;CLDN8;MAGI3;CLDN3;F11R;PARD6B;CGN	TCGA-LUAD	median	257	257	20192	TJ	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	1.8053033089963564	0.0025520833333333333	0.0	0.44541447011603125	CLDN4;CLDN1;EPHA2;MICALL2;EPHB2;CLDN9;CLDN16;ILDR1;LSR;PLEC;CLDN12;MARVELD3;PRKCH;CLDN8;EXT1;OCEL1;CLDN6;CLDN3;F11R	TCGA-LUAD	median	257	257	20192	TJ	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	1.6145368465734153	0.010606060606060607	0.010395010395010396	0.8074976846535926	CLDN4;CLDN1;F11R	TCGA-LUAD	median	257	257	20192	TJ	UP	True
KEGG_TIGHT_JUNCTION	1.5036577173037704	0.025520833333333333	0.005357142857142857	0.33844086234500453	CLDN4;CLDN1;EPB41L1;CLDN9;CLDN16;ACTB;RRAS;ACTN4;TJP3;MYL12A;PRKCH;CLDN8;GNAI2;GNAI3;EXOC4;MYH14;CDC42;MYL12B;PRKCA;MAGI3;CLDN6;CLDN3;F11R;MYH11;PARD6B;CGN;LLGL2;MYH9;CLDN23;RHOA;ACTN1;MYLPF;MYL9;TJP2;SPTAN1;EXOC3	TCGA-LUAD	median	257	257	20192	TJ	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1.1011274492907082	0.29965945512820513	0.2420494699646643	0.24297714255029199	ADAM8;VASN;WNT5A;TGFB2;SMAD3;ACVR1;EDN1;PEF1;BCL9L;LRG1;ADAM15;BMP4;TGFB1;MSX2;TRIM62;SPRY2;ZNF750;HMGA2;S100A4;SPRED1;FOXC1;RTN4;PHLDB1;TIAM1;SOX9;DAG1;SPRED2;FLNA;BMP7;GATA3;EMP2;POFUT2;ADIPOR1;DLG5;MDK;DACT3;SPRY1;SERPINB3;IL17RD;OVOL2;GLIPR2;FOXF2;TCF7L2;EPHA4;PHLDB2;PDCD6;TGFB1I1;IL1B;MAD2L2	TCGA-LUAD	median	257	257	20192	EMT	DOWN	True
CUSTOM_EMT_CORE	0.7597103604482865	0.8958333333333334	0.812	0.26901924408243516	VIM;AXL;MMP9;MMP2	TCGA-LUAD	median	257	257	20192	EMT	DOWN	True
GOBP_KERATINIZATION	3.217379635257503	0.0	0.0	0.7267341601021512	TGM1;IVL;SPRR3;TMEM79;SPRR2D;SPRR1A;SFN;SPRR1B;KRT78;PPL;KRT6C;SPRR2E;KRT6A;KRT6B;KRT16;SPRR2F;EVPL;IL1A;KRT4;KRT80;KRT5;SPRR2B;CNFN;CDH3;SPRR4;ABCA12;KRT17;SPRR2G;KRT3;TGM3;LCE3E;LCE3D;KLK5;LIPK;LIPN;KRT76;LCE5A;LCE2D;LCE2C;KRT75;SHARPIN;TCHH;LCE1C;LCE2B;LIPM;LCE1B	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True
CUSTOM_BARRIER_KERATIN	3.212389233460837	0.0	0.0	0.8982855844650843	S100A9;S100A8;TGM1;IVL;SPRR2A;SPRR3;SPRR2D;SPRR1A;SPRR1B;CSTA;PPL;KRT6A;KRT6B;KRT16;EVPL;PI3;KRT5;S100A7;CNFN;KRT14;KRT17;PKP1;LCE3D;KRT10	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	3.070175587172948	0.0	0.0	0.6193925334302097	TGM1;IVL;SPRR3;TMEM79;SPRR2D;SPRR1A;EPHA2;SFN;SPRR1B;KRT78;CSTA;PPL;KRT6C;SPRR2E;KRT6A;KRT6B;KRT16;AQP3;SPRR2F;EVPL;IL1A;KRT4;GRHL1;SCEL;SLC39A2;ANXA1;KRT80;KRT5;S100A7;SPRR2B;IRF6;CNFN;CDKN1A;CDH3;ST14;SPRR4;PRKCH;ABCA12;CD109;TP63;NFKBIZ;KRT14;KRT17;SPRR2G;ADAM9;KRT3;TGM3;LCE3E;ZFP36;LCE3D;KRT10;KLK5;PLEC;JAG1;FOXN1;FOSL2;BCR;CFLAR;MAFB;LIPK;LIPN;FLG;DSG4;KRT76;VDR;AKR1C3;LCE5A;DSP;LCE2D;UGCG;TRIM16;FLNB;LCE2C;KRT75;PPP3CA;SHARPIN;TCHH;LCE1C;LCE2B;YAP1;CASP3;LIPM;LCE1B;EREG;EXPH5;LCE3C;GRHL2	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	2.895175880839105	0.0	0.0	0.8131591527984634	TMEM79;ELOVL1;SFN;GRHL3;KRT16;TMPRSS11F;CLDN1;GRHL1;CLDN4;KLF4;LSR;ABCA12;IL18;TP63;NFKBIZ;MET;ALOXE3;PLEC;FLG;ALOX12B;UGCG;ALOX12;FLG2	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	2.7794168757857176	0.0	0.0	0.5347077908250739	TGM1;IVL;SPRR3;TMEM79;SPRR2D;SPRR1A;OVOL1;EPHA2;SFN;SPRR1B;KRT78;CSTA;PPL;KRT6C;SPRR2E;KRT6A;HES1;KRT6B;KRT16;AQP3;SPRR2F;EVPL;IL1A;KRT4;SULT2B1;GRHL1;SCEL;SLC39A2;ANXA1;KLF4;KRT80;KRT5;S100A7;SPRR2B;IRF6;CNFN;CDKN1A;HDAC1;CDH3;ST14;SPRR4;PRKCH;ABCA12;CD109;TP63;NFKBIZ;KRT14;KRT17;MAFF;SPRR2G;ADAM9;KRT3;SPINK5;TGM3;LCE3E;ZFP36;LCE3D;KRT10;KLK5;PLEC;JAG1;FOXN1;FOSL2;BCR;CFLAR;MAFB;TRIOBP;HES5;LIPK;LIPN;FLG;DSG4;KRT76;PLS1;VDR;AKR1C3;LCE5A;DSP;LCE2D;UGCG;ESRP1;TRIM16;SLC44A4;FLNB;JAG2;LCE2C;KRT75;PPP3CA;SHARPIN;TCHH;LCE1C;LCE2B;YAP1;CASP3;LIPM;LCE1B;EREG;EXPH5;KEAP1;LCE3C;GRHL2	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True
CUSTOM_CLAUDIN_PAR_FOCAL	1.8713213137592644	0.0012580054894784996	0.0	0.9002918047381179	CLDN1;CLDN7;CLDN4;F11R;PARD3	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True
GOBP_TIGHT_JUNCTION_ORGANIZATION	1.7920332078200094	0.0028754411188079993	0.0	0.40936330999727377	EPHA2;CLDN1;CLDN7;CLDN4;MPP7;LSR;POF1B;F11R;PRKCH;CLDN16;CLDN17;MARVELD3;CLDN8;ILDR1;PLEC;DLG1;MICALL2;FZD5;SNAI2;TJP1;PARD3;EXT1;OCLN;CLDN12;RAB13;OCEL1;GRHL2;PDCD6IP;MARVELD2;FRMPD2;CLDN23	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True
GOBP_CORNIFICATION	1.6948043855545603	0.005661024702653247	0.010101010101010102	0.7056420309425036	TMEM79;KLK5;LIPK;LIPN;LIPM;CDSN	TCGA-LUSC	quartile	126	126	20224	KERATIN_BARRIER	UP	True
HALLMARK_APICAL_JUNCTION	1.5675545323208049	0.02152587170885432	0.0	0.30917997453756946	MPZL2;JUP;CLDN7;CTNND1;ADAM15;CLDN4;DSC3;ITGB4;BAIAP2;ARPC2;LDLRAP1;CDH3;MYL12B;LAMB3;ITGA2;KRT31;GRB7;CLDN8;STX4;MAPK13;LAMC2;LIMA1;CAP1;CRB3;GNAI1;PARD6G;ADAM9;PCDH1;COL17A1;RRAS;FSCN1;CDH1;ITGA3;LAMA3;DLG1;VASP;CNN2;IRS1;TJP1;BMP1;MAPK11;ZYX;SHC1;WNK4;ACTN4;CRAT	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True
CUSTOM_TJ_CORE	1.4787698770297462	0.038746569075937785	0.04507042253521127	0.4312080010522876	CLDN1;CLDN7;CLDN4;F11R;CLDN8;CRB3;TJP2;TJP1;PARD3;MAGI3;OCLN;TJP3	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-1.4557770734283217	0.07447029497299544	0.005326231691078562	-0.3242552091253312	LRP6;LOXL3;FGFR1;SLC39A10;BAMBI;FERMT2;ROCK1;EOMES;NCAM1;ROCK2;CLASP2;SMAD4;RBPJ;PHLDB1;LEF1;HGF;CRB2;CTNNB1;BMP5;IL17RD;TBX20;SFRP1;WNT11;ACVRL1;AXIN2;CLASP1;EPHA3;SMAD7;AKNA;MSX1;TBX5;TRIM28;SPRY2;GSC;TBX3;SPRED1;FGF8;CUL7;DACT3;AGT;HEYL;GLIPR2;HDAC2;OLFM1;FUZ;TMEM100;IGF1;BMP4;SOX9;SDCBP;TGFBR1;FOXA2;DDX5;SMAD2;SNAI1;KLHL12;POLR1B;EPB41L5;MDK;APLF;MSX2;LIMS1;LOXL2;HEY1;TGFB2;EDNRA;HAS2	TCGA-LUSC	quartile	126	126	20224	EMT	DOWN	True
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-1.357502071876479	0.08662235147486498	0.02266666666666667	-0.29828502826408804	SLIT2;CADM1;CDH2;FERMT2;SNTB1;COL4A2;FBN2;ID2;SGCG;FN1;COL4A1;WIPF1;MAGEE1;VCAM1;VIM;SCG2;VCAN;LAMA1;PTX3;LAMC1;FGF2;MEST;GEM;FBN1;MCM7;CDH11;SFRP1;APLP1;SGCD;SGCB;CXCL12;PCOLCE2;MSX1;COPA;NID2;PRRX1;FMOD;FBLN5;TNFRSF11B;OXTR;SLIT3;LAMA2;PDGFRB;FBLN2;TPM1;BGN;COL6A2;GPX7;TIMP3;THY1;DPYSL3;PCOLCE;PMP22;ABI3BP;EDIL3;COL6A3;THBS2;SPARC;COL5A1;GAS1;SPOCK1;COL1A2;FSTL1;CALD1;LOXL2;CRLF1;POSTN;NTM;ANPEP;ADAM12;VEGFC;COL5A2;ITGB3;EFEMP2;COL8A2;PLOD3;MXRA5;INHBA;FZD8;ECM2;SERPINH1;MATN3;TPM2;BDNF;IL6;ACTA2;COL11A1	TCGA-LUSC	quartile	126	126	20224	EMT	DOWN	True
CUSTOM_EMT_CORE	-1.3560010115305858	0.05837141670128791	0.11276948590381426	-0.49547694617989785	CDH2;FN1;VIM;ZEB1;ZEB2;SPARC;SNAI1	TCGA-LUSC	quartile	126	126	20224	EMT	DOWN	True
KEGG_TIGHT_JUNCTION	1.3148256282971325	0.08874656907593778	0.045283018867924525	0.2759246377103994	CLDN1;CLDN7;CLDN4;MYL12B;F11R;PRKCH;CLDN16;CLDN17;CLDN8;CDC42;CRB3;EPB41L1;GNAI1;AKT1;PARD6G;TJP2;GNAI3;RRAS;MYL12A;VAPA;TJP1;PARD3;RRAS2;ACTN4;LLGL2;PPP2CB;PRKCZ;MAGI3;EXOC3;HRAS;SRC;PRKCD;OCLN;TJP3;RAB13;ACTB;PPP2CA	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True
GOBP_KERATINIZATION	3.1002435476677643	0.0	0.0	0.6929150480499365	SFN;TMEM79;IVL;KRT78;TGM1;SPRR2D;KRT6C;KRT6A;SPRR1B;SPRR1A;SPRR3;PPL;KRT6B;IL1A;KRT4;KRT16;CDH3;EVPL;SPRR2E;SPRR2F;KRT5;KRT80;CNFN;ABCA12;SPRR2B;KRT17;SPRR4;SHARPIN;KLK5;SPRR2G;LIPK;KRT3;TGM3;LIPN;TCHH;LCE3E;KRT75;LCE3D;LCE1A;LCE1B;CDSN;LCE5A;LCE2C;LCE6A;LCE1C;LCE2B;LCE2D;KRT81;KRT7;LCE1E;KRT76;LCE2A;LIPM;LCE4A	TCGA-LUSC	median	251	251	20242	KERATIN_BARRIER	UP	True
CUSTOM_BARRIER_KERATIN	3.079305015521918	0.0	0.0	0.8694517548310279	S100A9;IVL;S100A8;CSTA;SPRR2A;TGM1;SPRR2D;KRT6A;SPRR1B;SPRR1A;SPRR3;PPL;KRT6B;KRT16;EVPL;KRT5;S100A7;PI3;KRT14;CNFN;KRT17;PKP1	TCGA-LUSC	median	251	251	20242	KERATIN_BARRIER	UP	True
GOBP_KERATINOCYTE_DIFFERENTIATION	2.9430041363412593	0.0	0.0	0.5904027284627451	EPHA2;SFN;TMEM79;IVL;CSTA;KRT78;TGM1;SPRR2D;KRT6C;KRT6A;SPRR1B;SPRR1A;SPRR3;PPL;KRT6B;IL1A;KRT4;SCEL;KRT16;CDH3;EVPL;AQP3;SPRR2E;SPRR2F;ANXA1;GRHL1;KRT5;CDKN1A;S100A7;SLC39A2;IRF6;ST14;KRT14;ADAM9;TP63;CD109;KRT80;CNFN;ABCA12;SPRR2B;KRT17;PRKCH;NFKBIZ;SPRR4;PLEC;JAG1;ZFP36;SHARPIN;KLK5;SPRR2G;KRT10;BCR;LIPK;FOSL2;KRT3;TGM3;EREG;FLNB;MAFB;LIPN;DSP;YAP1;TCHH;LCE3E;KRT75;LCE3D;LCE1A;PPP3CA;FLG;FOXN1;POU3F1;LCE1B;CDSN;LCE5A;VDR;CFLAR;ALOX15B;AKR1C3;LCE2C;EXTL3;LCE6A;LCE1C;LCE2B;IL20;LCE2D;TRIM16;KRT81;GRHL2;KRT7;LCE1E;NME2;POU2F3;ZBED2;KRT76;ZFP36L1;LCE2A;LIPM;LCE4A	TCGA-LUSC	median	251	251	20242	KERATIN_BARRIER	UP	True
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	2.829376460815454	0.0	0.0	0.793901801708565	SFN;TMEM79;ELOVL1;CLDN1;GRHL3;KRT16;LSR;CLDN4;TMPRSS11F;KLF4;GRHL1;TP63;IL18;ABCA12;NFKBIZ;PLEC;MET;ALOXE3	TCGA-LUSC	median	251	251	20242	KERATIN_BARRIER	UP	True
