gene	rho	p	present	q	cohort	split
OCLN	0.34961727922119246	3.813932373902186e-13	True	1.2967370071267433e-12	TCGA-BLCA	quartile
TJP1	0.20260474511777732	3.8282601640405976e-05	True	7.231158087632239e-05	TCGA-BLCA	quartile
CRB3	0.37641202254840267	3.7965917082271646e-15	True	2.151401967995393e-14	TCGA-BLCA	quartile
PARD6B	0.3010281267535001	5.693255520429655e-10	True	1.6130890641217355e-09	TCGA-BLCA	quartile
CDH1	0.3810240312468699	1.6429069187283208e-15	True	1.3964708809190727e-14	TCGA-BLCA	quartile
VIM	-0.2575474979632147	1.3717608554138278e-07	True	2.914991817754384e-07	TCGA-BLCA	quartile
ZEB1	-0.18751163901389017	0.00014176177919030292	True	0.00021908638602137723	TCGA-BLCA	quartile
SNAI2	-0.09207182816680945	0.06349493633420356	True	0.07196092784543069	TCGA-BLCA	quartile
KRT5	0.05102828022591292	0.3044393983781649	True	0.3234668607768002	TCGA-BLCA	quartile
KRT17	0.16315687807422916	0.0009544987591252058	True	0.001352206575427375	TCGA-BLCA	quartile
SPRR1B	0.09426048364060326	0.05743084461375782	True	0.06973745417384877	TCGA-BLCA	quartile
EPCAM	0.007507972932744357	0.8799726161740519	True	0.8799726161740519	TCGA-BLCA	quartile
CLDN1	0.19414530650458706	8.071714376449684e-05	True	0.00013721914439964464	TCGA-BLCA	median
CLDN4	0.5281516278933168	1.2917365779499357e-30	True	2.1959521825148905e-29	TCGA-BLCA	median
CLDN7	0.35666556178068426	1.1826070829464345e-13	True	5.026080102522347e-13	TCGA-BLCA	median
F11R	0.283065839371201	6.159282214992979e-09	True	1.495825680784009e-08	TCGA-BLCA	median
PARD3	0.13255587572378313	0.007410398771594852	True	0.009690521470547112	TCGA-BLCA	median
OCLN	0.34961727922119246	3.813932373902186e-13	True	1.2967370071267433e-12	TCGA-BLCA	median
TJP1	0.20260474511777732	3.8282601640405976e-05	True	7.231158087632239e-05	TCGA-BLCA	median
CRB3	0.37641202254840267	3.7965917082271646e-15	True	2.151401967995393e-14	TCGA-BLCA	median
PARD6B	0.3010281267535001	5.693255520429655e-10	True	1.6130890641217355e-09	TCGA-BLCA	median
CDH1	0.3810240312468699	1.6429069187283208e-15	True	1.3964708809190727e-14	TCGA-BLCA	median
VIM	-0.2575474979632147	1.3717608554138278e-07	True	2.914991817754384e-07	TCGA-BLCA	median
ZEB1	-0.18751163901389017	0.00014176177919030292	True	0.00021908638602137723	TCGA-BLCA	median
SNAI2	-0.09207182816680945	0.06349493633420356	True	0.07196092784543069	TCGA-BLCA	median
KRT5	0.05102828022591292	0.3044393983781649	True	0.3234668607768002	TCGA-BLCA	median
KRT17	0.16315687807422916	0.0009544987591252058	True	0.001352206575427375	TCGA-BLCA	median
SPRR1B	0.09426048364060326	0.05743084461375782	True	0.06973745417384877	TCGA-BLCA	median
EPCAM	0.007507972932744357	0.8799726161740519	True	0.8799726161740519	TCGA-BLCA	median
CLDN1	0.5224188887588793	1.2838821820785118e-22	True	7.233541153923839e-22	TCGA-CESC	quartile
CLDN4	0.2787656458173679	8.203269558244614e-07	True	1.5495064721128715e-06	TCGA-CESC	quartile
CLDN7	0.1796000153139285	0.0016957249591978256	True	0.002217486485104849	TCGA-CESC	quartile
F11R	0.5526150531841241	1.2569510266242e-25	True	1.06840837263057e-24	TCGA-CESC	quartile
PARD3	0.503716108225921	6.711882020606527e-21	True	2.2597672777274592e-20	TCGA-CESC	quartile
OCLN	0.04385940694557712	0.44685619837807455	True	0.44685619837807455	TCGA-CESC	quartile
TJP1	0.30985532113144226	3.6404436738736655e-08	True	8.841077493693189e-08	TCGA-CESC	quartile
CRB3	0.14732686798080283	0.010230749533606342	True	0.012423053005093415	TCGA-CESC	quartile
PARD6B	-0.19053047223186234	0.0008578431272506007	True	0.0012152777636050178	TCGA-CESC	quartile
CDH1	0.20253850939654952	0.00038841214898706214	True	0.0006603006532780056	TCGA-CESC	quartile
VIM	-0.11146854385179983	0.05258100727868628	True	0.055867320233604176	TCGA-CESC	quartile
ZEB1	-0.11638237229292757	0.04293245841543084	True	0.04865678620415495	TCGA-CESC	quartile
SNAI2	0.279891944088649	7.37487406857644e-07	True	1.5495064721128715e-06	TCGA-CESC	quartile
KRT5	0.5540791279086917	8.821681124007189e-26	True	1.06840837263057e-24	TCGA-CESC	quartile
KRT17	0.19807700230118702	0.0005241935929411863	True	0.0008101173709091062	TCGA-CESC	quartile
SPRR1B	0.5211237545804507	1.7020096832761974e-22	True	7.233541153923839e-22	TCGA-CESC	quartile
EPCAM	-0.5028738421267758	7.975649215508679e-21	True	2.2597672777274592e-20	TCGA-CESC	quartile
CLDN1	0.5224188887588793	1.2838821820785118e-22	True	7.233541153923839e-22	TCGA-CESC	median
CLDN4	0.2787656458173679	8.203269558244614e-07	True	1.5495064721128715e-06	TCGA-CESC	median
CLDN7	0.1796000153139285	0.0016957249591978256	True	0.002217486485104849	TCGA-CESC	median
F11R	0.5526150531841241	1.2569510266242e-25	True	1.06840837263057e-24	TCGA-CESC	median
PARD3	0.503716108225921	6.711882020606527e-21	True	2.2597672777274592e-20	TCGA-CESC	median
OCLN	0.04385940694557712	0.44685619837807455	True	0.44685619837807455	TCGA-CESC	median
TJP1	0.30985532113144226	3.6404436738736655e-08	True	8.841077493693189e-08	TCGA-CESC	median
CRB3	0.14732686798080283	0.010230749533606342	True	0.012423053005093415	TCGA-CESC	median
PARD6B	-0.19053047223186234	0.0008578431272506007	True	0.0012152777636050178	TCGA-CESC	median
CDH1	0.20253850939654952	0.00038841214898706214	True	0.0006603006532780056	TCGA-CESC	median
VIM	-0.11146854385179983	0.05258100727868628	True	0.055867320233604176	TCGA-CESC	median
ZEB1	-0.11638237229292757	0.04293245841543084	True	0.04865678620415495	TCGA-CESC	median
SNAI2	0.279891944088649	7.37487406857644e-07	True	1.5495064721128715e-06	TCGA-CESC	median
KRT5	0.5540791279086917	8.821681124007189e-26	True	1.06840837263057e-24	TCGA-CESC	median
KRT17	0.19807700230118702	0.0005241935929411863	True	0.0008101173709091062	TCGA-CESC	median
SPRR1B	0.5211237545804507	1.7020096832761974e-22	True	7.233541153923839e-22	TCGA-CESC	median
EPCAM	-0.5028738421267758	7.975649215508679e-21	True	2.2597672777274592e-20	TCGA-CESC	median
CLDN1	0.2464595414172594	1.213738486512119e-16	True	5.158388567676506e-16	TCGA-BRCA	quartile
CLDN4	0.34755119623109004	1.6923594621890979e-32	True	1.4385055428607331e-31	TCGA-BRCA	quartile
CLDN7	0.21418848600894624	7.53224034749158e-13	True	2.1341347651226143e-12	TCGA-BRCA	quartile
F11R	0.22452941504618004	5.294994084837281e-14	True	1.8002979888446755e-13	TCGA-BRCA	quartile
PARD3	0.1439122188631858	1.7012553189516526e-06	True	3.6151675527722617e-06	TCGA-BRCA	quartile
OCLN	0.07356039043257755	0.014813062091506983	True	0.017987289682544195	TCGA-BRCA	quartile
TJP1	0.07604218122915934	0.01175652356132896	True	0.016655075045216027	TCGA-BRCA	quartile
CRB3	0.13546902836071098	6.715126130414195e-06	True	1.2684127135226813e-05	TCGA-BRCA	quartile
PARD6B	-0.07468367660291793	0.013352248906833465	True	0.017460633185859144	TCGA-BRCA	quartile
CDH1	0.03244056845825585	0.2830372690841174	True	0.2830372690841174	TCGA-BRCA	quartile
VIM	0.18366535947807477	8.874048329957273e-10	True	2.1551260229896237e-09	TCGA-BRCA	quartile
ZEB1	-0.03623247623893022	0.23049642574242576	True	0.24490245235132738	TCGA-BRCA	quartile
SNAI2	0.11869737722610962	8.119953615873656e-05	True	0.00012549019224532013	TCGA-BRCA	quartile
KRT5	0.3249405943945859	2.159295690426017e-28	True	1.2236008912414098e-27	TCGA-BRCA	quartile
KRT17	0.380366926810047	4.3684061447835233e-39	True	7.42629044613199e-38	TCGA-BRCA	quartile
SPRR1B	0.06694342320593984	0.02660996301638452	True	0.03015795808523579	TCGA-BRCA	quartile
EPCAM	0.12803718049917417	2.1054806357999624e-05	True	3.579317080859936e-05	TCGA-BRCA	quartile
CLDN1	0.2464595414172594	1.213738486512119e-16	True	5.158388567676506e-16	TCGA-BRCA	median
CLDN4	0.34755119623109004	1.6923594621890979e-32	True	1.4385055428607331e-31	TCGA-BRCA	median
CLDN7	0.21418848600894624	7.53224034749158e-13	True	2.1341347651226143e-12	TCGA-BRCA	median
F11R	0.22452941504618004	5.294994084837281e-14	True	1.8002979888446755e-13	TCGA-BRCA	median
PARD3	0.1439122188631858	1.7012553189516526e-06	True	3.6151675527722617e-06	TCGA-BRCA	median
OCLN	0.07356039043257755	0.014813062091506983	True	0.017987289682544195	TCGA-BRCA	median
TJP1	0.07604218122915934	0.01175652356132896	True	0.016655075045216027	TCGA-BRCA	median
CRB3	0.13546902836071098	6.715126130414195e-06	True	1.2684127135226813e-05	TCGA-BRCA	median
PARD6B	-0.07468367660291793	0.013352248906833465	True	0.017460633185859144	TCGA-BRCA	median
CDH1	0.03244056845825585	0.2830372690841174	True	0.2830372690841174	TCGA-BRCA	median
VIM	0.18366535947807477	8.874048329957273e-10	True	2.1551260229896237e-09	TCGA-BRCA	median
ZEB1	-0.03623247623893022	0.23049642574242576	True	0.24490245235132738	TCGA-BRCA	median
SNAI2	0.11869737722610962	8.119953615873656e-05	True	0.00012549019224532013	TCGA-BRCA	median
KRT5	0.3249405943945859	2.159295690426017e-28	True	1.2236008912414098e-27	TCGA-BRCA	median
KRT17	0.380366926810047	4.3684061447835233e-39	True	7.42629044613199e-38	TCGA-BRCA	median
SPRR1B	0.06694342320593984	0.02660996301638452	True	0.03015795808523579	TCGA-BRCA	median
EPCAM	0.12803718049917417	2.1054806357999624e-05	True	3.579317080859936e-05	TCGA-BRCA	median
CLDN1	-0.07031199104156205	0.2358815814117969	True	0.33416557366671223	TCGA-COAD	quartile
CLDN4	-0.05797105538134661	0.3286148047291328	True	0.42972705233809677	TCGA-COAD	quartile
CLDN7	0.04421716058671554	0.4563505707336569	True	0.5171973134981446	TCGA-COAD	quartile
F11R	0.044813495114321034	0.4502938088883745	True	0.5171973134981446	TCGA-COAD	quartile
PARD3	0.014687496673736738	0.804665498190822	True	0.804665498190822	TCGA-COAD	quartile
OCLN	-0.03421201425481386	0.564471540206758	True	0.5997510114696805	TCGA-COAD	quartile
TJP1	0.1283712765722792	0.029973874330761596	True	0.05095558636229471	TCGA-COAD	quartile
CRB3	-0.09345297246668056	0.11480365700302197	True	0.17742383355012487	TCGA-COAD	quartile
PARD6B	-0.2441749804592126	2.984438860887714e-05	True	0.00011717137383291241	TCGA-COAD	quartile
CDH1	-0.2937741558950291	4.226353259284496e-07	True	3.592400270391822e-06	TCGA-COAD	quartile
VIM	0.22376111997901127	0.00013559443511698826	True	0.0003841842328314667	TCGA-COAD	quartile
ZEB1	0.13474024495918122	0.022661861405125064	True	0.04280573820968067	TCGA-COAD	quartile
SNAI2	0.1936438649468474	0.0009958927707426305	True	0.00211627213782809	TCGA-COAD	quartile
KRT5	0.24231018295122939	3.4462168774386004e-05	True	0.00011717137383291241	TCGA-COAD	quartile
KRT17	0.33464105461702726	6.5270919412026875e-09	True	1.1096056300044568e-07	TCGA-COAD	quartile
SPRR1B	0.21600450013785905	0.00023276524626974362	True	0.0005652870266550917	TCGA-COAD	quartile
EPCAM	-0.27132720202190674	3.2225599363638182e-06	True	1.8261172972728304e-05	TCGA-COAD	quartile
CLDN1	-0.07031199104156205	0.2358815814117969	True	0.33416557366671223	TCGA-COAD	median
CLDN4	-0.05797105538134661	0.3286148047291328	True	0.42972705233809677	TCGA-COAD	median
CLDN7	0.04421716058671554	0.4563505707336569	True	0.5171973134981446	TCGA-COAD	median
F11R	0.044813495114321034	0.4502938088883745	True	0.5171973134981446	TCGA-COAD	median
PARD3	0.014687496673736738	0.804665498190822	True	0.804665498190822	TCGA-COAD	median
OCLN	-0.03421201425481386	0.564471540206758	True	0.5997510114696805	TCGA-COAD	median
TJP1	0.1283712765722792	0.029973874330761596	True	0.05095558636229471	TCGA-COAD	median
CRB3	-0.09345297246668056	0.11480365700302197	True	0.17742383355012487	TCGA-COAD	median
PARD6B	-0.2441749804592126	2.984438860887714e-05	True	0.00011717137383291241	TCGA-COAD	median
CDH1	-0.2937741558950291	4.226353259284496e-07	True	3.592400270391822e-06	TCGA-COAD	median
VIM	0.22376111997901127	0.00013559443511698826	True	0.0003841842328314667	TCGA-COAD	median
ZEB1	0.13474024495918122	0.022661861405125064	True	0.04280573820968067	TCGA-COAD	median
SNAI2	0.1936438649468474	0.0009958927707426305	True	0.00211627213782809	TCGA-COAD	median
KRT5	0.24231018295122939	3.4462168774386004e-05	True	0.00011717137383291241	TCGA-COAD	median
KRT17	0.33464105461702726	6.5270919412026875e-09	True	1.1096056300044568e-07	TCGA-COAD	median
SPRR1B	0.21600450013785905	0.00023276524626974362	True	0.0005652870266550917	TCGA-COAD	median
EPCAM	-0.27132720202190674	3.2225599363638182e-06	True	1.8261172972728304e-05	TCGA-COAD	median
CLDN1	0.4450581018754257	2.45410567738738e-10	True	5.959970930797922e-10	TCGA-ESCA	quartile
CLDN4	-0.10120976286336227	0.17161496046318087	True	0.19449695519160498	TCGA-ESCA	quartile
CLDN7	-0.1550480630309568	0.035591187699577045	True	0.04321787077805784	TCGA-ESCA	quartile
F11R	0.4040107106393635	1.2911009333385284e-08	True	2.743589483344373e-08	TCGA-ESCA	quartile
PARD3	0.45528811585609286	8.393793600261142e-11	True	2.37824152007399e-10	TCGA-ESCA	quartile
OCLN	-0.33230336537535393	4.055704339651205e-06	True	6.894697377407048e-06	TCGA-ESCA	quartile
TJP1	0.17449095567413456	0.017837039451323054	True	0.02332535928249938	TCGA-ESCA	quartile
CRB3	0.030937566219105775	0.6767533806366007	True	0.6767533806366007	TCGA-ESCA	quartile
PARD6B	-0.38912947159561556	4.7843382662720526e-08	True	9.03708339184721e-08	TCGA-ESCA	quartile
CDH1	0.17805282117470284	0.01560088414172223	True	0.022101252534106493	TCGA-ESCA	quartile
VIM	-0.04919766523472867	0.5072002291511538	True	0.538900243473101	TCGA-ESCA	quartile
ZEB1	-0.2097243358825682	0.004272635271551704	True	0.006603163601488998	TCGA-ESCA	quartile
SNAI2	0.5034771050451734	3.2278808113906236e-13	True	1.371849344841015e-12	TCGA-ESCA	quartile
KRT5	0.7036644625713095	8.125265087685976e-29	True	6.9064753245330795e-28	TCGA-ESCA	quartile
KRT17	0.6353894165013194	3.394998258572062e-22	True	1.9238323465241683e-21	TCGA-ESCA	quartile
SPRR1B	0.7539361015943878	4.817379228148933e-35	True	8.189544687853186e-34	TCGA-ESCA	quartile
EPCAM	-0.4769432297586253	7.677342212531804e-12	True	2.6102963522608133e-11	TCGA-ESCA	quartile
CLDN1	0.4450581018754257	2.45410567738738e-10	True	5.959970930797922e-10	TCGA-ESCA	median
CLDN4	-0.10120976286336227	0.17161496046318087	True	0.19449695519160498	TCGA-ESCA	median
CLDN7	-0.1550480630309568	0.035591187699577045	True	0.04321787077805784	TCGA-ESCA	median
F11R	0.4040107106393635	1.2911009333385284e-08	True	2.743589483344373e-08	TCGA-ESCA	median
PARD3	0.45528811585609286	8.393793600261142e-11	True	2.37824152007399e-10	TCGA-ESCA	median
OCLN	-0.33230336537535393	4.055704339651205e-06	True	6.894697377407048e-06	TCGA-ESCA	median
TJP1	0.17449095567413456	0.017837039451323054	True	0.02332535928249938	TCGA-ESCA	median
CRB3	0.030937566219105775	0.6767533806366007	True	0.6767533806366007	TCGA-ESCA	median
PARD6B	-0.38912947159561556	4.7843382662720526e-08	True	9.03708339184721e-08	TCGA-ESCA	median
CDH1	0.17805282117470284	0.01560088414172223	True	0.022101252534106493	TCGA-ESCA	median
VIM	-0.04919766523472867	0.5072002291511538	True	0.538900243473101	TCGA-ESCA	median
ZEB1	-0.2097243358825682	0.004272635271551704	True	0.006603163601488998	TCGA-ESCA	median
SNAI2	0.5034771050451734	3.2278808113906236e-13	True	1.371849344841015e-12	TCGA-ESCA	median
KRT5	0.7036644625713095	8.125265087685976e-29	True	6.9064753245330795e-28	TCGA-ESCA	median
KRT17	0.6353894165013194	3.394998258572062e-22	True	1.9238323465241683e-21	TCGA-ESCA	median
SPRR1B	0.7539361015943878	4.817379228148933e-35	True	8.189544687853186e-34	TCGA-ESCA	median
EPCAM	-0.4769432297586253	7.677342212531804e-12	True	2.6102963522608133e-11	TCGA-ESCA	median
CLDN1	0.21709029476060132	8.102575667128708e-06	True	1.5304865149020892e-05	TCGA-STAD	quartile
CLDN4	0.3096723142432741	1.1283436284486872e-10	True	9.590920841813841e-10	TCGA-STAD	quartile
CLDN7	0.15801593984768	0.0012394912328470373	True	0.0019155773598545122	TCGA-STAD	quartile
F11R	0.32028011383665056	2.361236000528138e-11	True	4.0141012008978345e-10	TCGA-STAD	quartile
PARD3	0.22017507913030335	5.96980475056172e-06	True	1.2685835094943654e-05	TCGA-STAD	quartile
