sample	patient	pair_id	d_sdm_prox	d_sdm_geom	d_commot	d_commot_supply	d_expr	n_fov	d_squidpy	mean_hi	mean_lo	p_hi	p_lo	n_tumor_hi_interface	n_cd8_interface
Lung5_Rep3	Lung5	HLA-A|CD8A	0.1170310732789686	0.16813067279179686	-0.0031384266537150957	-0.00754512247735479	0.016201229681966894	30	0.0109538896864372	0.6453323133971749	0.6343784237107376	0.0	0.0	2594	3421
Lung5_Rep3	Lung5	HLA-A|CD8B	0.002051160653888313	0.0207651385182836	-0.0036089673669292264	-0.006874163612461333	0.016201229681966894	30	0.0109538896864372	0.4751883924852693	0.464234502798832	0.0453333333333333	0.506	2594	3421
Lung5_Rep3	Lung5	HLA-B|CD8A	0.12809977230102912	0.2886924464290341	-0.0029009392385332135	-0.0019352279306962897	-0.05864579427103857	30	-0.0363556889279481	0.7277978328335737	0.7641535217615218	0.0	0.0	2594	3421
Lung5_Rep3	Lung5	HLA-B|CD8B	-0.014729618506736153	0.059399468551212115	-0.002925244335783966	-0.0029896418399018203	-0.05864579427103857	30	-0.0363556889279481	0.5576539119216681	0.5940096008496163	1.0	0.3613333333333333	2594	3421
Lung5_Rep3	Lung5	HLA-C|CD8A	0.16629255761182196	0.27072058319149567	-0.00504832795254117	-0.006251631839375469	0.04795165199912375	30	0.0189089150224947	0.7860675402908848	0.7671586252683901	0.0	0.0	2594	3421
Lung5_Rep3	Lung5	HLA-C|CD8B	0.008089837781175032	0.07366027059431136	-0.0035772344976715805	-0.004482855485694638	0.04795165199912375	30	0.0189089150224948	0.6159236193789792	0.5970147043564844	0.0	0.396	2594	3421
Lung5_Rep3	Lung5	ICAM1|ITGAL	0.035381572864260816	0.14872016826317264	0.005993318029732619	-0.04278994038012058	0.06508532499199429	30	0.0321162887736165	0.1423301263205008	0.1102138375468843	0.0	0.0	2594	3421
Lung5_Rep3	Lung5	ICAM1|ITGAL_ITGB2	0.011647648884169795	0.10293000923399619	0.0012161072460724065	-0.008829737554868659	0.06508532499199429	30	0.0321162887736165	0.1020370159618171	0.0699207271882006	0.0	0.0	2594	3421
Lung5_Rep3	Lung5	IFNG|IFNGR1_IFNGR2	-0.0487495203096565	-0.03789840345820894	-4.9473732216869336e-05	0.0013896610406428343	-0.0017550291696924465	30	0.0080563684853701	0.0320888258107721	0.024032457325402	0.0	0.832	2594	3421
Lung5_Rep3	Lung5	LGALS9|CD44	-0.010237818172951989	-0.014956147534029086	-0.0005079206302910685	-0.053679818357775994	0.021307542218596185	30	0.0095748228377256	0.1661293389003668	0.1565545160626411	0.0	0.0	2594	3421
Lung5_Rep3	Lung5	LGALS9|HAVCR2	0.0037459333679395385	-0.010440307356216464	-0.00012778678706508817	-0.009745567369476302	0.021307542218596185	30	0.0095748228377256	0.0640208270542016	0.0544460042164759	0.0	0.11	2594	3421
Lung5_Rep3	Lung5	LGALS9|PTPRC	-0.008008981303549666	-0.04655534886869052	0.0005593039169391634	-0.023119996066783357	0.021307542218596185	30	0.0095748228377256	0.1899448767187594	0.1803700538810337	0.0	0.0	2594	3421
Lung5_Rep3	Lung5	MIF|CD74_CD44	0.015321880795669578	0.058392136146763265	0.00017020317100065706	-0.024925941635077723	0.10630861214884278	30	0.0509497571274115	0.3067837013288658	0.2558339442014542	0.0	0.0	2594	3421
Lung5_Rep3	Lung5	MIF|CD74_CXCR4	0.005323695411351982	0.03984246288873137	-0.0011698719403606048	-0.04326891669968654	0.10630861214884278	30	0.0509497571274115	0.3821030361717032	0.3311532790442917	0.0	0.0	2594	3421
Lung5_Rep3	Lung5	PDCD1LG2|PDCD1	-0.02080752312345551	0.01464141194423254	-0.0015020273314494167	-0.01017462941329397	-0.0015315694951139396	30	-0.0005303468920356	0.0398056533851265	0.0403360002771621	0.046	0.028	2594	3421
Lung5_Rep3	Lung5	SPP1|CD44	-0.004547904033330284	0.0426233291702119	-0.004101368617539673	-0.06337098751693848	-0.0031555553978208427	30	-0.0047380847140535	0.1511877170729585	0.1559258017870121	0.0	0.0	2594	3421
Lung5_Rep3	Lung5	TGFB1|TGFBR1_TGFBR2	-0.011848414578447626	-0.026803545610235787	-0.0004463528721592918	-0.004779184676938515	-0.01620606213126418	30	-0.0110422012379781	0.0337788709393511	0.0448210721773293	1.0	1.0	2594	3421
Lung6	Lung6	APP|CD74	-0.006096743663092822	-0.5903873029606436	0.01074842423817396	0.04276207344394227	-0.005260211639302966	23	0.0001625053646789	0.791060844256349	0.79089833889167	0.0	0.0	950	442
Lung6	Lung6	CCL5|CCR5	0.012125375147525045	-0.16934244547981434	-0.0030259506342613348	-0.028022498492651333	-0.011322013312734839	23	-0.0153788576869442	0.0699635479284286	0.0853424056153729	1.0	1.0	950	442
Lung6	Lung6	CD274|PDCD1	0.02978898998727454	0.09098874041334691	0.0004918747470837824	0.006086020891462674	0.004061598423662362	23	0.0038424862582162	0.0589215768488298	0.0550790905906135	0.0	0.0	950	442
Lung6	Lung6	CDH1|CDH1	0.11353409224160259	0.1152216091251553	0.00032026999677597717	0.0007473486134355695	0.18772360519555145	23	0.0787438306980173	0.2464363833619217	0.1676925526639043	1.0	1.0	950	442
Lung6	Lung6	CDH1|ITGA2_ITGB1	0.02857615464683427	0.19520760300713402	0.00052027341686541	-0.0006592576600023841	0.18772360519555145	23	0.0787438306980173	0.2227029958250594	0.143959165127042	0.0	1.0	950	442
Lung6	Lung6	CXCL10|CXCR3	-0.042758202427875945	-0.17408303363519623	-0.0006973955222333	0.0566510420237164	-0.0058466183969024	23	-0.0051351985119772	0.0504350047661636	0.0555702032781409	0.064	0.016	950	442
Lung6	Lung6	CXCL12|CXCR4	-0.04394244773618085	0.304650300985145	0.004559780333767095	0.046195860480349064	-0.004434110448543291	23	-0.0038805704217295	0.3584358532355211	0.3623164236572506	0.0	0.0	950	442
Lung6	Lung6	CXCL16|CXCR6	0.062233637735934426	0.22909732994857676	0.0013852209202823	-0.013416940845355245	0.03926588407892891	23	0.0135617673696887	0.1504258202078811	0.1368640528381924	0.0	0.0	950	442
Lung6	Lung6	CXCL9|CXCR3	-0.08742870240585514	-0.11778966478809727	0.0007267713079034798	0.012886463599061152	-0.009961465955507271	23	-0.0012547974741417	0.0552740557006666	0.0565288531748083	0.059	0.0426666666666666	950	442
Lung6	Lung6	FASLG|FAS	0.04372799780623075	0.2114389250006585	0.00156615044836518	0.1403272007632603	0.004109414691748948	23	-0.0005764276865908	0.0575653648117406	0.0581417924983315	0.026	0.02	950	442
Lung6	Lung6	HLA-A|CD8A	-0.03990879928742883	0.01519353671553506	-0.0061174703721161	-0.012139354048198088	-0.06915836436967962	23	-0.0721830326300434	0.831173285145608	0.9033563177756514	0.0	0.0	950	442
Lung6	Lung6	HLA-A|CD8B	0.043736717449242395	-0.34997665015608315	-0.00016231812949628883	0.003926151653613625	-0.06915836436967962	23	-0.0721830326300434	0.5513466573963494	0.6235296900263928	0.416	0.0	950	442
Lung6	Lung6	HLA-B|CD8A	-0.027372457869209162	-0.5949855115737414	-0.0031149929083676454	-0.00561486391273539	-0.14149152696651224	23	-0.0905057468662201	0.856505982320659	0.9470117291868791	0.0	0.0	950	442
Lung6	Lung6	HLA-B|CD8B	-0.1344534748786157	-0.9185596172889959	-0.005270518061799671	-0.004931320623497446	-0.14149152696651224	23	-0.0905057468662202	0.5766793545714004	0.6671851014376207	0.845	0.0	950	442
Lung6	Lung6	HLA-C|CD8A	0.07947387022981645	-0.5159895880589916	-0.00541708789280966	0.003958207958321578	-0.0640908682489711	23	-0.0520756678035676	0.8012488013444188	0.8533244691479864	0.0	0.0	950	442
Lung6	Lung6	HLA-C|CD8B	-0.00432755775611949	-0.8825949538034298	-0.001005564512876748	0.0035189246918917276	-0.0640908682489711	23	-0.0520756678035676	0.5214221735951602	0.5734978413987278	0.017	0.0	950	442
Lung6	Lung6	ICAM1|ITGAL	-0.034878109620995947	-0.7015417306757328	0.0029195374233628698	0.036626519949396946	-0.01754093747547662	23	-0.0033354829964437	0.1350897329111316	0.1384252159075754	0.0	0.0	950	442
Lung6	Lung6	ICAM1|ITGAL_ITGB2	0.05415942540920545	0.07496538414838212	0.002254721315405375	0.060722073527800666	-0.01754093747547662	23	-0.0033354829964437	0.0852197967324193	0.0885552797288631	0.0	0.0	950	442
Lung6	Lung6	IFNG|IFNGR1_IFNGR2	-0.07567218286768926	-0.10579888530939448	-0.00039505552152475996	-0.024250620982412468	-0.007081922628179582	23	0.0011724854877511	0.023285915442991	0.0221134299552398	0.568	0.568	950	442
Lung6	Lung6	LGALS9|CD44	0.156427926755491	0.7908911079392805	0.003618491816929989	0.01888056769117096	-0.006925839297231224	23	-0.0025382844676696	0.1937347784943241	0.1962730629619938	0.81	0.81	950	442
Lung6	Lung6	LGALS9|HAVCR2	0.013774275498522837	0.32589143824742917	0.001494341798856855	0.038294384067287746	-0.006925839297231224	23	-0.0025382844676696	0.0683949300371754	0.0709332145048451	0.039	0.018	950	442
Lung6	Lung6	LGALS9|PTPRC	-0.07498399394891982	-0.20446811457254327	-0.00032617315399805034	0.040764537211997486	-0.006925839297231224	23	-0.0025382844676696	0.1902536531953861	0.1927919376630557	0.0	0.0	950	442
Lung6	Lung6	MIF|CD74_CD44	-0.06318293769671633	-0.6183280363557055	0.009407941811550306	0.011011489419284516	0.08970983538939385	23	0.0229873582013593	0.472938632684347	0.4499512744829876	0.0	0.0	950	442
Lung6	Lung6	MIF|CD74_CXCR4	-0.03799808954733808	-0.17993156672435517	0.013691598362447072	-0.00022460341233385467	0.08970983538939385	23	0.0229873582013593	0.5934254755657127	0.5704381173643533	0.0	0.0	950	442
Lung6	Lung6	PDCD1LG2|PDCD1	-0.004765395988368764	0.1244806516706798	0.0007968241768585161	-0.0458565863091992	0.010388989655521976	23	-0.0008126776785649	0.0532435246916662	0.0540562023702311	0.002	0.0	950	442
Lung6	Lung6	SPP1|CD44	0.16431821820855727	1.3405684795093644	0.01140183387887446	0.045302092004184044	0.003581825132169072	23	-0.0128970783762411	0.2457572208571345	0.2586542992333757	0.954	0.954	950	442
Lung6	Lung6	TGFB1|TGFBR1_TGFBR2	-0.1667189323075055	-0.3898337371121213	-0.0008514310894807992	-0.007757038973018436	0.0031449256954537257	23	-0.0055413332041606	0.0686784854409566	0.0742198186451172	0.946	0.8466666666666667	950	442
Lung9_Rep1	Lung9	APP|CD74	0.023624385591302994	-0.10886224087756394	0.00653226834298429	-0.008116107615680525	0.11865822796344576	20	0.0605777151978672	0.4772821676482641	0.4167044524503969	0.0	1.0	3903	1414
Lung9_Rep1	Lung9	CCL5|CCR5	0.013577651031887244	-0.022106679067096763	0.0001211185086947421	-0.000625661679468837	-0.004567910721171299	20	-0.0026941612764958	0.0491261314954905	0.0518202927719863	0.995	0.995	3903	1414
Lung9_Rep1	Lung9	CD274|PDCD1	0.08373520654730165	0.08381205167296271	-0.0006423402803663744	0.020880274540450418	-0.015603935520302406	20	-0.0083367625493858	0.0510003303902059	0.0593370929395917	0.034	0.0	3903	1414
Lung9_Rep1	Lung9	CDH1|CDH1	0.008412533611787284	0.010808586532382194	0.00012215862521741322	0.0010528010594080368	0.0024322938766953546	20	0.0033547556925966	0.0656661539277204	0.0623113982351238	1.0	1.0	3903	1414
Lung9_Rep1	Lung9	CDH1|ITGA2_ITGB1	0.03513752941326442	0.016760796251891513	0.0008427931634848949	0.00478516044648852	0.0024322938766953546	20	0.0033547556925966	0.0559964875555546	0.052641731862958	0.16	0.986	3903	1414
Lung9_Rep1	Lung9	CXCL10|CXCR3	0.08979589077851031	0.06265154478217369	0.002367024351036618	0.008416857772161461	0.01922297466952893	20	0.0084110189534931	0.0979868902251745	0.0895758712716814	0.0	0.092	3903	1414
Lung9_Rep1	Lung9	CXCL12|CXCR4	0.08845023680412961	0.09089105253279724	0.001444388947815085	0.0020183795098276734	0.023479418482618305	20	0.0112581925368188	0.1519506906513922	0.1406924981145733	0.0	0.0	3903	1414
Lung9_Rep1	Lung9	CXCL16|CXCR6	0.02196588039060829	-0.023818586731762854	-0.00036910475416962484	0.007553414176008385	0.002398501840170455	20	0.0002221112940006	0.0662279164861265	0.0660058051921259	0.004	0.006	3903	1414
Lung9_Rep1	Lung9	CXCL9|CXCR3	-0.04652033566599431	-0.05378432796730374	-0.0013044764642649548	-0.01721975463563281	-0.0075525834014512905	20	-0.0045372145213886	0.0429310014665492	0.0474682159879378	0.064	0.004	3903	1414
Lung9_Rep1	Lung9	FASLG|FAS	0.018344954607229173	-0.004897701794494619	6.940602114756942e-05	0.0025655120388361195	-0.006665480042441235	20	-0.003519402836862	0.0583057559291823	0.0618251587660444	0.363	0.116	3903	1414
Lung9_Rep1	Lung9	HLA-A|CD8A	0.08014605385486187	0.0755419336084588	-0.010309247384196685	-0.015205481052749914	0.17161665520864128	20	0.0861049091369892	0.8097505611957794	0.7236456520587902	0.0	0.0	3903	1414
Lung9_Rep1	Lung9	HLA-A|CD8B	0.03278726560550128	-0.043392355825988806	-0.00471474872384727	-0.006765059313700135	0.17161665520864128	20	0.0861049091369894	0.6286141737598836	0.5425092646228942	0.0	0.0	3903	1414
Lung9_Rep1	Lung9	HLA-B|CD8A	0.07670640250024535	0.00502212906726261	-0.009962711877036635	-0.015988315883650683	0.1625002655366622	20	0.0802565675318168	0.77832420187747	0.6980676343456531	0.0	0.0	3903	1414
Lung9_Rep1	Lung9	HLA-B|CD8B	-0.015151854552484906	-0.07853358156738288	-0.003874580208742365	-0.006348614146998226	0.1625002655366622	20	0.0802565675318169	0.5971878144415741	0.5169312469097571	0.0	0.0	3903	1414
Lung9_Rep1	Lung9	HLA-C|CD8A	0.04963041752393549	0.028307978261886378	-0.008239263486861695	-0.01540648093761165	0.1204101756593963	20	0.0622424639301213	0.7291081967309208	0.6668657328007994	0.0	0.0	3903	1414
Lung9_Rep1	Lung9	HLA-C|CD8B	0.05317654359130909	-0.006858618443264875	-0.00344387974901346	-0.00708418074064104	0.1204101756593963	20	0.0622424639301211	0.5479718092950248	0.4857293453649036	0.0	0.0	3903	1414
Lung9_Rep1	Lung9	ICAM1|ITGAL	0.07508232860543487	0.10199952817675795	0.00168809250406548	0.003265995299685768	0.012451352720454478	20	0.0062106677301392	0.091634134832315	0.0854234671021757	0.0	0.0	3903	1414
Lung9_Rep1	Lung9	ICAM1|ITGAL_ITGB2	0.07079549038188372	0.07629630343197254	0.0004586480991093261	-0.002261053878391944	0.012451352720454478	20	0.0062106677301392	0.0653394769165687	0.0591288091864294	0.0	0.0	3903	1414
Lung9_Rep1	Lung9	IFNG|IFNGR1_IFNGR2	0.054078426213526765	0.07128883726854139	0.0013012057385666138	0.06465950559704894	0.0015857146522936158	20	0.0029484019084569	0.0215884272024696	0.0186400252940126	0.044	0.338	3903	1414
Lung9_Rep1	Lung9	LGALS9|CD44	0.058305024670475644	0.009840405925622912	0.00029838174558293026	-0.00551196099211235	0.010637262324491097	20	0.0058470238335651	0.1840628364771248	0.1782158126435597	0.0	0.0	3903	1414
Lung9_Rep1	Lung9	LGALS9|HAVCR2	-0.005519804643856235	-0.06903155894590678	-0.000515613565527328	-0.008014360922574754	0.010637262324491097	20	0.0058470238335651	0.0746619165948524	0.0688148927612873	0.0	0.1013333333333333	3903	1414
Lung9_Rep1	Lung9	LGALS9|PTPRC	0.023089712377702916	-0.010958866282389183	-0.0003815356154354899	-0.011319486614707684	0.010637262324491097	20	0.0058470238335651	0.1459594903767765	0.1401124665432113	0.0	0.0	3903	1414
Lung9_Rep1	Lung9	MIF|CD74_CD44	0.11911493182174027	0.09601137449363206	0.0019029764246218204	2.6623537166284468e-05	0.3087458605233651	20	0.1547058649599775	0.6466008625816924	0.4918949976217148	0.0	1.0	3903	1414
Lung9_Rep1	Lung9	MIF|CD74_CXCR4	0.05855165039813689	0.034537507919238916	-0.00033240075504762474	-0.0028067145219049096	0.3087458605233651	20	0.1547058649599776	0.6266828877746339	0.4719770228146562	0.0	1.0	3903	1414
Lung9_Rep1	Lung9	PDCD1LG2|PDCD1	-0.013541754872359538	-0.031739863634578265	-0.0009564215431673727	-0.06648523677741973	-0.0008700508325645746	20	-0.0006091559273884	0.0432979960140312	0.0439071519414197	0.0	0.0	3903	1414
Lung9_Rep1	Lung9	SPP1|CD44	0.058106937243065114	0.07008810395027827	0.0005449828874545646	0.02863019586351868	-0.016594702878239085	20	-0.0114683378049319	0.1693160492525481	0.1807843870574801	0.0	0.0	3903	1414
Lung9_Rep1	Lung9	TGFB1|TGFBR1_TGFBR2	0.06741025554314242	0.03585108430604126	0.00011080487845025995	0.017633131202728133	-0.01470967851986689	20	-0.0069338154377016	0.0309642225733463	0.037898038011048	1.0	0.7586666666666666	3903	1414
Lung9_Rep2	Lung9	APP|CD74	0.06588168291959731	0.08067538993769549	0.0021305153031575125	-0.008442786152181204	0.06417869993678998	45	0.0309213887886908	0.2566067150906684	0.2256853263019776	0.0	1.0	4749	1161
Lung9_Rep2	Lung9	CCL5|CCR5	0.012595815411718232	0.03904104201595642	0.0007041641975577405	0.017277976298113836	0.0011050114826070424	45	0.0018196670170599	0.039968847388716	0.0381491803716561	0.4426666666666667	0.644	4749	1161
Lung9_Rep2	Lung9	CD274|PDCD1	-0.0453369342706888	-0.09321018620238684	-4.539352745147662e-05	-0.006560368828680243	-0.000571549897185499	45	-0.0015261732046176	0.0417636043623297	0.0432897775669473	0.0853333333333333	0.076	4749	1161
Lung9_Rep2	Lung9	CDH1|CDH1	0.05496136125855286	0.07139789911634274	7.593457790471197e-05	0.0009050864612588445	-0.0017250087784486136	45	-0.0004663422226783	0.0501021523416729	0.0505684945643513	1.0	1.0	4749	1161
Lung9_Rep2	Lung9	CDH1|ITGA2_ITGB1	-0.009910279093148433	-0.025265813478829183	-1.5251394385892586e-05	-0.0018824415420196207	-0.0017250087784486136	45	-0.0004663422226783	0.0440354976267079	0.0445018398493862	0.01	0.004	4749	1161
Lung9_Rep2	Lung9	CXCL10|CXCR3	0.07342663650273976	0.270840785832649	0.0006762762509051629	0.0059641661374475324	0.03636340270458219	45	0.0181629708674043	0.0889385985670401	0.0707756276996357	0.0	0.985	4749	1161
Lung9_Rep2	Lung9	CXCL12|CXCR4	-0.03346170823381519	-0.1418743937865864	-0.0014669685631755536	-0.018241384356170367	-0.0009259315897885307	45	-0.001065386634563	0.0709998374332241	0.0720652240677871	0.0	0.0	4749	1161
Lung9_Rep2	Lung9	CXCL16|CXCR6	0.01092090138846169	-0.02010570757486161	0.0006866621557887469	0.0031329243510670696	0.0073258620839909885	45	0.0050035868983678	0.0553935684726029	0.050389981574235	0.244	0.7386666666666667	4749	1161
Lung9_Rep2	Lung9	CXCL9|CXCR3	0.0023939180492900556	0.04115711406687999	3.0554172979338304e-05	0.00019506237740784065	-0.0020866323033979493	45	0.0007756556114654	0.037087999440271	0.0363123438288055	0.3506666666666667	0.409	4749	1161
Lung9_Rep2	Lung9	FASLG|FAS	0.12121100754491033	0.1548527475993168	7.900814467099959e-05	0.010131845059439185	-0.005134716819227378	45	-0.000948540177443	0.045041551874121	0.045990092051564	0.356	0.35	4749	1161
Lung9_Rep2	Lung9	HLA-A|CD8A	0.0769580143715617	-0.07589510866527494	-0.004288481810702513	-0.014288789948017593	0.14407158122724084	45	0.0723402432742804	0.6661096896664406	0.5937694463921601	0.0	0.0	4749	1161
Lung9_Rep2	Lung9	HLA-A|CD8B	0.108855636279878	0.007616256190077915	-0.0018844774118334632	-0.005363593696638946	0.14407158122724084	45	0.0723402432742805	0.5221417575778817	0.4498015143036011	0.0	0.0	4749	1161
Lung9_Rep2	Lung9	HLA-B|CD8A	0.0646948471960086	-0.12933662285806355	-0.0048811989757761715	-0.01936669102433477	0.14742126768608008	45	0.0745408865374988	0.6642851094409157	0.5897442229034169	0.0	0.0	4749	1161
Lung9_Rep2	Lung9	HLA-B|CD8B	0.09378769444481648	-0.1271718033508355	0.0002543565159653907	-0.0016303069585308974	0.14742126768608008	45	0.0745408865374989	0.5203171773523568	0.4457762908148579	0.0	0.0	4749	1161
Lung9_Rep2	Lung9	HLA-C|CD8A	0.06643049692443763	-0.1017867814734737	-0.0049214964351131625	-0.01469016854173619	0.10468482498005789	45	0.0538170783051348	0.5826326511724578	0.528815572867323	0.0	0.0	4749	1161
Lung9_Rep2	Lung9	HLA-C|CD8B	0.05165310087549591	-0.11467954055476534	-0.002092506242974143	-0.007528978797883778	0.10468482498005789	45	0.0538170783051348	0.4386647190838989	0.3848476407787641	0.0	0.0	4749	1161
Lung9_Rep2	Lung9	ICAM1|ITGAL	0.07335632480277049	0.09616077528502093	0.0013367091604536924	0.029603215354780145	-0.0018259378352721057	45	-0.0010845431946206	0.0589425994081224	0.0600271426027431	0.012	0.012	4749	1161
Lung9_Rep2	Lung9	ICAM1|ITGAL_ITGB2	0.02662479338833384	0.04291690527454617	0.0004361709367410622	0.00408499045675368	-0.0018259378352721057	45	-0.0010845431946206	0.036645181141716	0.0377297243363366	0.226	0.048	4749	1161
Lung9_Rep2	Lung9	IFNG|IFNGR1_IFNGR2	-0.03806708971864106	-0.04829032624580778	-0.00058758909011394	-0.014371053276271754	0.003690512327571775	45	0.0012378096427342	0.0193186066787836	0.0180807970360494	0.2	0.29	4749	1161
Lung9_Rep2	Lung9	LGALS9|CD44	-0.001042365659118598	-0.10402657806962279	-0.00036491824320196886	-0.0009812121256017607	-0.0023637228600155067	45	8.58690158679759e-05	0.1121365563306927	0.1120506873148247	0.0	0.0	4749	1161
Lung9_Rep2	Lung9	LGALS9|HAVCR2	0.08453741013577513	0.11148605845360206	0.00031045897528539845	0.003151623055967616	-0.0023637228600155067	45	8.58690158679759e-05	0.0532989628369004	0.0532130938210325	0.042	0.042	4749	1161
Lung9_Rep2	Lung9	LGALS9|PTPRC	-0.012332199156838707	-0.05183813408374169	-0.0008056143036037422	-0.00305319226148482	-0.0023637228600155067	45	8.58690158679759e-05	0.0768502960737077	0.0767644270578398	0.0	0.0	4749	1161
Lung9_Rep2	Lung9	MIF|CD74_CD44	-0.05221738960434675	-0.17536296417420483	3.59401651369109e-05	0.00018634799029049016	0.17981286482234746	45	0.0815321414265497	0.4693337350543292	0.3878015936277795	0.0	1.0	4749	1161
Lung9_Rep2	Lung9	MIF|CD74_CXCR4	0.015252287260451311	0.06405026846952623	-0.0006400355143695922	-0.0013124382415110208	0.17981286482234746	45	0.0815321414265497	0.4581325612107331	0.3766004197841834	0.0	1.0	4749	1161
Lung9_Rep2	Lung9	PDCD1LG2|PDCD1	-0.062232241403863055	-0.07420089347446207	-0.0007367188526130312	-0.027071398551166418	-0.00021100025026581315	45	-0.0011256104595595	0.0362636703844455	0.0373892808440051	0.07	0.056	4749	1161
Lung9_Rep2	Lung9	SPP1|CD44	-0.06865134983594315	-0.11659337400840748	-0.0006725833053115137	-0.026501571195020644	-0.01159772625142391	45	-0.0035358120570895	0.0999224679445636	0.1034582800016532	0.0	0.0	4749	1161
Lung9_Rep2	Lung9	TGFB1|TGFBR1_TGFBR2	0.013364870027363383	-0.01825941007405005	0.00022248780703491554	0.011252115344322298	-0.0014639412597977118	45	-0.0008121138131039	0.0242888703616139	0.0251009841747178	0.892	0.892	4749	1161
