gene	rho	z	p	I2	k	n_pos	n_neg	epithelial_leak	fdr
ABCA12	-0.2056002759669747	-0.20857305543803378	0.32575466294508715	0.345802120726768	2	0	2	False	0.9208672556193621
ABCA13	-0.1265699462623098	-0.12725239955085885	0.6257359682921797	0.5667045884679585	2	1	1	False	0.9661675786212743
ABCA2	-0.1242681084502247	-0.12491377422178328	0.4663894428654878	0.0	2	1	1	False	0.9492541234721841
ABCA3	-0.05705984847209264	-0.057121895377559226	0.8196672103733499	0.530261201610738	2	1	1	False	0.9883920312815334
ABCA4	-0.03904963835344378	-0.03906950512928596	0.819792082486587	0.0	2	1	1	False	0.9883920312815334
ABCA5	0.03615293487623394	0.03616869828687525	0.9213173682332626	0.7799218201390272	2	1	1	False	0.9931288736013624
ABCA6	-0.13180521687918748	-0.13257654003010347	0.4394943128167098	0.0	2	0	2	False	0.9471608332191436
ABCA7	-0.1920788119544503	-0.19449472431743484	0.2567570573634771	0.0	2	0	2	False	0.9013688420603555
ABCA8	-0.15736818167755473	-0.15868689332533936	0.6658678133820524	0.7814804380274215	2	1	1	False	0.9708381399705299
ABCA9	-0.28242683441986927	-0.29031730543170037	0.09048854603888293	0.0	2	0	2	False	0.8142101525446653
ABCA9-AS1	0.0102654031034878	0.010265763710551528	0.9522677956983623	0.0	2	1	1	False	0.9946489047814141
ABCB1	-0.2511698717337111	-0.25666106512605014	0.13450301374963541	0.0	2	0	2	False	0.8532169099606133
ABCB10	-0.03156111877340595	-0.031571604428850514	0.9233328834657086	0.7258437148536458	2	1	1	False	0.9933778064691143
ABCB11					1	1	0	False	
ABCB4	-0.26688056070587096	-0.27350213603111334	0.11076193348837554	0.0	2	0	2	False	0.8308879183358759
ABCB5	0.0008388522437291903	0.0008388524404885226	0.9960973162451499	0.0	2	1	1	False	0.9997175553902903
ABCB6	-0.08022275026966402	-0.08039551411614253	0.6392251990287129	0.0	2	1	1	False	0.9665701678460429
ABCB7	0.027496352072735687	0.02750328475116346	0.8725893600623423	0.0	2	1	1	False	0.9909303701701492
ABCB8	-0.040861535091540925	-0.04088429959369694	0.8115752226611741	0.0	2	1	1	False	0.9878757059418366
ABCB9	0.24305351672390435	0.24801679496705553	0.14812840410490977	0.0	2	2	0	False	0.854344315076325
ABCC1	-0.01593525156288576	-0.015936600593149802	0.9426930426230208	0.40024128614151067	2	1	1	False	0.9941530568513902
ABCC10	-0.1495832824708026	-0.15071415367708532	0.3795059410672884	0.0	2	1	1	False	0.9358452844675607
ABCC11					1	0	1	False	
ABCC12					0	0	0	False	
ABCC2	-0.330979807521653	-0.34392820231135146	0.5351220986332352	0.9040269936541068	2	1	1	False	0.9599596183047737
ABCC3	0.34137177947406566	0.3556444335206011	0.15447320511126275	0.5272602852039642	2	2	0	False	0.8561351132968809
ABCC4	0.15023953301473209	0.1513854915112617	0.37738675275242484	0.0	2	2	0	False	0.9357210374975429
ABCC5	0.10075203366244559	0.1010950355474385	0.7209703649697725	0.6317913159661389	2	1	1	False	0.9750034872677579
ABCC5-AS1					1	1	0	False	
ABCC6	0.20128862536256806	0.20407523340728465	0.2340649170095771	0.0	2	2	0	False	0.8873959162203179
ABCC8					1	1	0	False	
ABCC9					1	0	1	False	
ABCD1	-0.11487926883173719	-0.11538867192706265	0.5010581249993604	0.0	2	0	2	False	0.9536518639743821
ABCD2	-0.2279703808034845	-0.2320475362128386	0.17603709521921795	0.0	2	0	2	False	0.8696661405705057
ABCD3	-0.17176159628668958	-0.1734812465876414	0.4062835797154115	0.32475070285012286	2	1	1	False	0.9412707248585347
ABCD4	-0.10637829682761796	-0.10678231466249939	0.5335194497959161	0.0	2	0	2	False	0.9599596183047737
ABCE1	-0.13184268091616755	-0.13261466661383703	0.43936275932037727	0.0	2	0	2	False	0.9471608332191436
ABCF1	0.008870985161377893	0.008871217871251487	0.9690387195281761	0.4356392175613607	2	1	1	False	0.9962860025183446
ABCF2	0.04621132845029947	0.046244265224066126	0.7874310028633471	0.0	2	1	1	False	0.9848494291835627
ABCF3	-0.1446012915054457	-0.14562197617778344	0.3958174503573971	0.0	2	0	2	False	0.940190975406701
ABCG1	-0.12094813015882801	-0.12154312247724874	0.47850315430493273	0.0	2	0	2	False	0.9511311400995621
ABCG2	-0.2961462283767075	-0.3052900386320554	0.07505443772648783	0.0	2	0	2	False	0.8071419990287222
ABCG4					1	0	1	False	
ABCG5					0	0	0	False	
ABCG8	0.16541574721875849	0.16694973345398556	0.3303168499094822	0.0	2	2	0	False	0.9223994859952717
ABHD1	-0.14363296576116316	-0.14463311188881023	0.3990334436655999	0.0	2	0	2	False	0.940190975406701
ABHD10	-0.052677413194053446	-0.052726219504165096	0.7585054039372559	0.0	2	1	1	False	0.9785767669662168
ABHD11	0.3998063803322805	0.42341845183516064	0.013551673137798226	0.0	2	2	0	False	0.7305423320435213
ABHD11-AS1					1	0	1	False	
ABHD12	-0.028593299194587092	-0.02860109542498125	0.8675497565201302	0.0	2	1	1	False	0.9909303701701492
ABHD12B					1	0	1	False	
ABHD13	-0.16848953800685812	-0.17011165997976743	0.3212400127819792	0.0	2	0	2	False	0.9205368985239424
ABHD14A	-0.310670712889262	-0.3212876012808277	0.06101143867114237	0.0	2	0	2	False	0.7892253467743492
ABHD14A-ACY1					0	0	0	False	
ABHD14B	-0.10076897131326616	-0.10111214692457646	0.5554722200882526	0.0	2	0	2	False	0.9599596183047737
ABHD15	-0.21498243836097353	-0.21838940629972256	0.20286970994825326	0.0	2	0	2	False	0.8788741958966746
ABHD16A	-0.2414067191482426	-0.24626734730346403	0.35630272902028537	0.5861670525343433	2	1	1	False	0.9310452764093771
ABHD16B	-0.07244899961563561	-0.07257615847919163	0.6721580365160035	0.0	2	0	2	False	0.9718283383956821
ABHD17A	-0.19301256536739422	-0.19546442847045722	0.2543931038146794	0.0	2	0	2	False	0.9003579420392306
ABHD17B	-0.01742883043048003	-0.017430595503362588	0.9190448384264077	0.0	2	1	1	False	0.9931288736013624
ABHD17C	-0.2262902460476333	-0.2302760111996112	0.17935995333411614	0.0	2	0	2	False	0.8727678761295474
ABHD18	-0.09045079297001196	-0.09069868068853594	0.596902818813821	0.0	2	0	2	False	0.9640526218069199
ABHD2	-0.059457854321327594	-0.059528069175033116	0.7285122061111198	0.0	2	0	2	False	0.975473810490329
ABHD3	-0.18390910327357193	-0.18602564990282647	0.2780516167795092	0.0	2	0	2	False	0.909157602715474
ABHD4	-0.4145002719629116	-0.44103293223433804	0.010121755212908147	0.0	2	0	2	False	0.7173109125527216
ABHD5	0.24860138986613653	0.25392151616528175	0.18135062101077026	0.18410542427420262	2	2	0	False	0.8735798666418605
ABHD6	-0.039070914908650084	-0.03909081419584696	0.81969548447564	0.0	2	0	2	False	0.9883920312815334
ABHD8	-0.15611815255988457	-0.1574053792473189	0.3587114371198117	0.0	2	0	2	False	0.9310452764093771
ABI1	-0.4198805690275914	-0.44754702146355974	0.009064148351737895	0.0	2	0	2	False	0.7173109125527216
ABI2	0.1844985609249213	0.18663581098146645	0.2764783860214006	0.0	2	2	0	False	0.9085474321163555
ABI3	-0.26216509955248646	-0.2684318854180904	0.11753287801872964	0.0	2	0	2	False	0.8382310806803543
ABI3BP	-0.08743534437498122	-0.08765918466056571	0.6092554870043689	0.0	2	0	2	False	0.9649188962017228
ABITRAM					1	1	0	False	
ABL1	-0.18931337303284818	-0.19162492296553865	0.2638422652612119	0.0	2	0	2	False	0.9045797608046467
ABL2	0.15279618607837708	0.15400222010418024	0.36919645889952135	0.0	2	2	0	False	0.9342359186021466
ABLIM1	-0.15894038439629993	-0.16029943044202427	0.4285301068127476	0.28135014187310153	2	1	1	False	0.9452562008544018
ABLIM2	-0.08204058641307724	-0.08222539569344231	0.6316168754636813	0.0	2	0	2	False	0.9661675786212743
ABLIM3	-0.07432771245439636	-0.07446504514734056	0.6641416911022071	0.0	2	1	1	False	0.9703532032634806
ABO	0.34468560521622016	0.3594002007155662	0.03611366920879011	0.0	2	2	0	False	0.7695248544867458
ABR	-0.11604425755350484	-0.11656940159118225	0.5509695788852993	0.22926553912337785	2	1	1	False	0.9599596183047737
ABRA					1	0	1	False	
ABRACL	-0.1496159388711712	-0.15074755766004938	0.3794003231943631	0.0	2	0	2	False	0.9358452844675607
ABRAXAS1					1	0	1	False	
ABRAXAS2					1	0	1	False	
ABT1	-0.04209037755459541	-0.04211525977807451	0.8060135246899249	0.0	2	1	1	False	0.9861883168854627
ABTB1	-0.20813100191839207	-0.21121692312051216	0.2181001412478205	0.0	2	0	2	False	0.8849581248981624
ABTB2	0.057135308831170274	0.05719760255216847	0.7387444599386596	0.0	2	2	0	False	0.9759849521259829
ACAA1	-0.12049949814457518	-0.12108785528185557	0.48015240549364535	0.0	2	1	1	False	0.9512478901474614
ACAA2	-0.08690345714654042	-0.0871232249266909	0.6114453951029062	0.0	2	0	2	False	0.9649188962017228
ACACA	0.0874319804458411	0.08765579481727595	0.609269326789144	0.0	2	2	0	False	0.9649188962017228
ACACB	-0.2656466345799577	-0.2721740535464457	0.11250498663015467	0.0	2	0	2	False	0.831322271241347
ACAD10	-0.015615606545434268	-0.01561687600498168	0.9274439205220912	0.0	2	1	1	False	0.9938165871317062
ACAD11	-0.5243250040691492	-0.5822860657008622	0.17089072974066222	0.8367922221566281	2	0	2	False	0.8656118290240384
ACAD8	-0.07981581755929104	-0.07998595898331765	0.6409333057077204	0.0	2	1	1	False	0.9665701678460429
ACAD9	-0.08393233417304477	-0.08413026238285852	0.6237380279849332	0.0	2	0	2	False	0.9661675786212743
ACADL	-0.05936449752482167	-0.05943438169088607	0.7289226368662022	0.0	2	0	2	False	0.975473810490329
ACADM	-0.01474333082509178	-0.014744399196416928	0.9314871791347116	0.0	2	1	1	False	0.9938937656369384
ACADS	-0.10343713994718313	-0.10380842602672569	0.544978393673289	0.0	2	1	1	False	0.9599596183047737
ACADSB	-0.2366078254746305	-0.2411776979411406	0.15963637957265464	0.0	2	0	2	False	0.8585180631750298
ACADVL	-0.178282113183962	-0.18020784382701582	0.2933581419881731	0.0	2	0	2	False	0.9128681961017631
ACAN	0.07439893062207852	0.07453665933460493	0.6638385114032685	0.0	2	2	0	False	0.9703173923425968
ACAP1	-0.08558623815549342	-0.08579613460965442	0.6168827687947911	0.0	2	1	1	False	0.965550226045901
ACAP2	-0.2194999666024242	-0.2231307037621137	0.1932364120962532	0.0	2	0	2	False	0.8788741958966746
ACAP3	0.0672982695039681	0.0674001457241421	0.6943143057990437	0.0	2	1	1	False	0.9732594115107658
ACAT1	0.2229720562483166	0.22678148676560184	0.22639745469448602	0.16226955992374353	2	2	0	False	0.8859187994329507
ACAT2	0.17551641005166682	0.17735279458811365	0.30107276914347936	0.0	2	2	0	False	0.9128681961017631
ACBD3	0.03622573249373939	0.03624159137014236	0.8326352555821073	0.0	2	1	1	False	0.9899500682495301
ACBD3-AS1					1	0	1	False	
ACBD4	0.06864854780217931	0.06875669199737192	0.7681193788822761	0.45785585719309224	2	1	1	False	0.9796586536472153
ACBD5	-0.2964369070057983	-0.30560869137182595	0.07475093129721401	0.0	2	0	2	False	0.8071419990287222
ACBD6	0.08687507018481681	0.0870946220203407	0.611562363272704	0.0	2	1	1	False	0.9649188962017228
ACBD7					1	1	0	False	
ACCS	0.039311339647348585	0.039331608782823727	0.8186041077373785	0.0	2	2	0	False	0.9883920312815334
ACCSL					0	0	0	False	
ACD	-0.018992629311316414	-0.01899491347925059	0.9118079130990187	0.0	2	1	1	False	0.9926851990835633
ACE	-0.25136823822648113	-0.2568727997245286	0.2929726737825342	0.5057543157911913	2	0	2	False	0.9128681961017631
ACE2	-0.17402443209435872	-0.17581380843898958	0.3052868213583616	0.0	2	0	2	False	0.915537539599748
ACER1	-0.04614324982281794	-0.04617604111943212	0.8075133871585348	0.18028649573606198	2	1	1	False	0.9864640932816227
ACER2					1	0	1	False	
ACER3	0.10325136342258949	0.10362064398288896	0.5457060339828657	0.0	2	2	0	False	0.9599596183047737
ACHE	-0.011134719392518535	-0.011135179594923746	0.9482307722455842	0.0	2	1	1	False	0.9943804057995589
ACIN1	0.04896130731985021	0.049000487194279164	0.7750929807148962	0.0	2	1	1	False	0.9814562451594375
ACKR1					1	0	1	False	
ACKR2	-0.10313225465927713	-0.10350025323256967	0.5461727918190848	0.0	2	1	1	False	0.9599596183047737
ACKR3	-0.16912496826354098	-0.17076572852552974	0.31938293000925033	0.0	2	0	2	False	0.9205368985239424
ACKR4	0.06050648837498679	0.06058048978948263	0.7239070820458023	0.0	2	1	1	False	0.9750034872677579
ACLY	-0.15406030232181658	-0.15529681151108882	0.3651856074154586	0.0	2	0	2	False	0.9330925851999325
ACMSD					1	1	0	False	
ACO1	0.032038207189492685	0.032049175783052226	0.8517569142567841	0.0	2	1	1	False	0.9909303701701492
ACO2	-0.20793771566400288	-0.2110148933620064	0.21854073144760588	0.0	2	0	2	False	0.8849581248981624
ACOD1					0	0	0	False	
ACOT1	-0.0636066608879698	-0.06369264981932066	0.7103479833560883	0.0	2	1	1	False	0.9747225240422419
ACOT11	0.1653682379649479	0.16690088805823908	0.3304583584427915	0.0	2	1	1	False	0.9223994859952717
ACOT12					1	0	1	False	
ACOT13	0.4022471833573158	0.42632702066245687	0.01292270500432089	0.0	2	2	0	False	0.7304601633526918
ACOT2	-0.2200541222232028	-0.22371298470539025	0.19207690781614228	0.0	2	0	2	False	0.8788741958966746
ACOT4	-0.01998699922820128	-0.019989661336043556	0.9072097246790065	0.0	2	1	1	False	0.9922293421228797
ACOT6					1	0	1	False	
ACOT7	0.08098498934766202	0.08116273787259741	0.7906973225121592	0.6845123576229736	2	1	1	False	0.9856579026822051
ACOT8	-0.06565335817562672	-0.0657479328319915	0.7194221847055073	0.12128448900990821	2	1	1	False	0.9750034872677579
ACOT9	-0.17178431237479122	-0.1735046533133727	0.3116828131010291	0.0	2	0	2	False	0.9183484865730684
ACOX1	-0.02899979106734841	-0.029007924662851764	0.8656835233707971	0.0	2	1	1	False	0.9909303701701492
ACOX2	0.2753960572779534	0.2826934114148364	0.09927642315380172	0.0	2	2	0	False	0.8224624503187897
ACOX3	0.047708958704590916	0.047745205718031876	0.8246082659940523	0.364982523858004	2	1	1	False	0.9889529224502921
ACOXL	0.400103586623599	0.4237722536864469	0.03913535658143245	0.30188630990902854	2	2	0	False	0.7695248544867458
ACOXL-AS1					1	0	1	False	
ACP1	-0.21843628543794183	-0.22201345363426345	0.19547559030921113	0.0	2	0	2	False	0.8788741958966746
ACP2	0.019000370448178934	0.019002657410642495	0.9230566923301331	0.23908178689571438	2	1	1	False	0.9933778064691143
ACP4					0	0	0	False	
ACP5	0.005772636067252757	0.0057727001896815825	0.989143688317127	0.836039468223115	2	1	1	False	0.9995704913264997
ACP6	0.006784230569290666	0.00678433465534294	0.96844461223652	0.0	2	1	1	False	0.9962860025183446
ACP7	-0.09819729014628101	-0.09851475818969203	0.565673598677513	0.0	2	0	1	False	0.9605181743522738
ACR	0.0681355403571057	0.06824127368622132	0.6906953607483419	0.0	2	1	1	False	0.9726549741852055
ACRBP	-0.2221903810083213	-0.22595906681789849	0.42099340256198514	0.6258692462047293	2	1	1	False	0.9442835831350707
ACRV1					0	0	0	False	
ACSBG1	-0.34732790070913205	-0.3624018595170573	0.0345881187071963	0.0	2	0	2	False	0.7695248544867458
ACSBG2					1	0	1	False	
ACSF2	0.05606492188333854	0.056123775416812266	0.7434749987565473	0.0	2	1	1	False	0.9759849521259829
ACSF3	-0.3474068496975179	-0.36249164203118134	0.03454334911408089	0.0	2	0	2	False	0.7695248544867458
ACSL1	0.10753890763820316	0.10795635682067109	0.5290294107829192	0.0	2	1	1	False	0.959688635192118
ACSL3	-0.08180615906805572	-0.0819893843717214	0.6325960021389228	0.0	2	0	2	False	0.9661675786212743
ACSL4	-0.2209938522198539	-0.22470075066711223	0.19012166934153174	0.0	2	0	2	False	0.8788741958966746
ACSL5	-0.2287112646766368	-0.23282917437716943	0.17458565361858824	0.0	2	0	2	False	0.8692638496536544
ACSL6	-0.21582596692559083	-0.21927397815020924	0.20104639944191405	0.0	2	0	2	False	0.8788741958966746
ACSM1	-0.036318603738151226	-0.0363345849635191	0.8322121873507466	0.0	2	0	2	False	0.9898906486244615
ACSM2A					1	1	0	False	
ACSM2B					0	0	0	False	
ACSM3	0.05793705310029207	0.05800200978440284	0.756549988193264	0.1589152295325882	2	1	1	False	0.9782426030123866
ACSM4					0	0	0	False	
ACSM5	0.24756145424544876	0.2528133809078933	0.20832751622660373	0.27035856215032905	2	2	0	False	0.8816567228587483
ACSM6					1	0	1	False	
ACSS1	-0.2401377072696596	-0.24492024179790395	0.15325785478724094	0.0	2	0	2	False	0.8561351132968809
ACSS2	0.08780220569146045	0.08802888418294116	0.607746947001834	0.0	2	1	1	False	0.9649188962017228
ACSS3	0.12561175112848427	0.12627872396487896	0.4615328351502743	0.0	2	2	0	False	0.9491548249749046
ACTA1					1	1	0	False	
ACTA2	-0.03206321166681802	-0.032074205972590385	0.8516424804668045	0.0	2	0	2	False	0.9909303701701492
ACTA2-AS1	-0.029521866036093226	-0.029530447025107803	0.8632876750152544	0.0	2	0	2	False	0.9909303701701492
ACTB	-0.2255168526089399	-0.22946102710622654	0.18090419176257788	0.0	2	0	2	False	0.8735385960840357
ACTBL2	-0.39905731446312137	-0.42252718858355787	0.013749745485590366	0.0	2	0	2	False	0.7305423320435213
ACTC1					0	0	0	False	
ACTG1	0.06838855372205827	0.06849547154009117	0.7315821402666693	0.2612034059071542	2	1	1	False	0.9755672032755076
ACTG2	-0.04471592581904316	-0.04474576499910583	0.794161602047416	0.0	2	0	2	False	0.9857689295457011
ACTL10	-0.23193405617698445	-0.23623251150805627	0.1683699466537124	0.0	2	0	2	False	0.8644610658736468
ACTL6A	-0.0939880701867191	-0.09426630231825735	0.5825510371158855	0.0	2	1	1	False	0.9609529722438025
ACTL6B					1	1	0	False	
ACTL7A					0	0	0	False	
ACTL7B	0.023250839463582508	0.023255030636293084	0.8921383237431424	0.0	2	1	1	False	0.9922272016197714
ACTL8					1	1	0	False	
ACTN1	0.1472609758535562	0.14833953511929632	0.38706036315595804	0.0	2	1	1	False	0.9379503028423574
ACTN2	-0.16905398158017254	-0.1706926525073845	0.3195900638986713	0.0	2	0	2	False	0.9205368985239424
ACTN3	-0.21559522131876835	-0.2190319717265845	0.2015440393715614	0.0	2	0	2	False	0.8788741958966746
ACTN4	-0.1309827741795367	-0.13173964887125417	0.4423876463227796	0.0	2	1	1	False	0.9473825603327902
ACTR10	-0.07793750972788177	-0.07809589147424936	0.6488406383987062	0.0	2	1	1	False	0.9673667363463184
ACTR1A	0.002372187432123599	0.0023721918817875536	0.9900942160896449	0.19338209417783353	2	1	1	False	0.9995704913264997
ACTR1B	-0.11279378267216231	-0.1132758048353554	0.5089293176909534	0.0	2	1	1	False	0.9555024264939818
ACTR2	-0.3411660128545863	-0.3554115434881126	0.03822930762437539	0.0	2	0	2	False	0.7695248544867458
ACTR3	-0.1852585631125369	-0.18742270946764966	0.2744584335190341	0.0	2	0	2	False	0.9084044329124715
ACTR3B	-0.04645698218972935	-0.046490447482097554	0.8331369588710634	0.39466647487408424	2	1	1	False	0.9900183834273693
ACTR3C	0.1174366369495798	0.11798101922168246	0.5973000597144136	0.4089598975504313	2	1	1	False	0.9640526218069199
ACTR5	-0.042052845586509284	-0.042077661259835884	0.8061832578649037	0.0	2	1	1	False	0.9861883168854627
ACTR6	-0.3914134970765594	-0.4134681769180245	0.06153111768390267	0.39727246022202395	2	0	2	False	0.7892253467743492
ACTR8	-0.02622979158761518	-0.026235809454726287	0.8784142501046833	0.0	2	1	1	False	0.9913593701936366
ACTRT1					0	0	0	False	
ACTRT2					0	0	0	False	
ACTRT3	-0.26923761754090675	-0.2760416746697261	0.6221964000519435	0.9059628936398476	2	1	1	False	0.9657359440999219
ACVR1	-0.04172540190207802	-0.04174964199748387	0.8076644407265772	0.0	2	0	2	False	0.9864640932816227
ACVR1B	-0.07033466080835961	-0.07045098730553351	0.6812218933324005	0.0	2	0	2	False	0.9724727600272187
ACVR1C	-0.03175063564662402	-0.0317613114069698	0.8530732052297226	0.0	2	1	1	False	0.9909303701701492
ACVR2A	-0.013480023791724617	-0.013480840370475837	0.9373459102400501	0.0	2	1	1	False	0.9941530568513902
ACVR2B	-0.0017456580526596975	-0.0017456598258570237	0.9950918251793784	0.633671342850306	2	1	1	False	0.9997175553902903
ACVR2B-AS1	0.18379290050244557	0.18590538193086703	0.2783624316064779	0.0	2	2	0	False	0.909157602715474
ACVRL1	-0.07177244922806424	-0.07189607164312116	0.6750535041349595	0.0	2	0	2	False	0.9721266772795291
ACY1	-0.3009945684827478	-0.31061289550523674	0.2743809332556778	0.6346992990702903	2	0	2	False	0.9084044329124715
ACY3	-0.12862254211900725	-0.12933896718212645	0.7026866968184382	0.7430171458138448	2	1	1	False	0.9742545000640302
ACYP1	-0.16028609079792044	-0.16168031707415895	0.34580871459493756	0.0	2	0	2	False	0.9280596205374749
ACYP2	-0.22971375211976872	-0.23388725158462098	0.17263514411720182	0.0	2	0	2	False	0.8676847427048413
ADA	-0.07857610256271273	-0.07873841925363069	0.6461480419087164	0.0	2	0	2	False	0.9665701678460429
ADA2					1	0	1	False	
ADAD1					1	1	0	False	
ADAD2	-0.019930055517495406	-0.01993269493316499	0.9074729675182391	0.0	2	1	1	False	0.9922293421228797
ADAL	-0.15645396752311758	-0.15774960196855276	0.3576614255493804	0.0	2	0	2	False	0.9310452764093771
ADAM10	-0.26970648819849136	-0.2765472583964766	0.10954140089503771	0.015065445577410618	2	0	2	False	0.8308879183358759
ADAM11	0.01333578578697173	0.013336576430868568	0.9380150392806326	0.0	2	1	0	False	0.9941530568513902
ADAM12	0.09658525930405223	0.09688729035079068	0.5721110865146666	0.0	2	2	0	False	0.9609529722438025
ADAM15	0.17829767995206164	0.1802239216660015	0.2933150770667218	0.0	2	2	0	False	0.9128681961017631
ADAM17	-0.2901709105945877	-0.29875287775115555	0.08150605428086377	0.0	2	0	2	False	0.8106386717871958
ADAM18					0	0	0	False	
ADAM19	-0.0029418787422517104	-0.0029418872292732577	0.9931051438845451	0.7454001884607581	2	1	1	False	0.9997175553902903
ADAM2					1	1	0	False	
ADAM20	-0.2073064145455336	-0.21035515283426184	0.21998395836352225	0.0	2	0	2	False	0.8849581248981624
ADAM20P1					1	0	1	False	
ADAM21	0.053702061277015156	0.053753774784166486	0.7539496840095754	0.0	2	1	1	False	0.9777455875000064
ADAM22	-0.20665813547685274	-0.20967785726985508	0.3925575074526677	0.5096790789536454	2	1	1	False	0.9386024851215784
ADAM23	0.01409186326115076	0.014092796162575246	0.9345080173114232	0.0	2	1	1	False	0.9941530568513902
ADAM28	0.11385221546448775	0.1143480070634915	0.5049268978441959	0.0	2	2	0	False	0.9543539491940481
ADAM29	0.05612100066509531	0.05618003120293166	0.7432269324216981	0.0	2	1	1	False	0.9759849521259829
ADAM30					0	0	0	False	
ADAM32					1	1	0	False	
ADAM33	-0.07713393097831392	-0.07728745251655714	0.6522350354290012	0.0	2	0	2	False	0.9680536588729097
ADAM7					0	0	0	False	
ADAM8	-0.24512186346152773	-0.2502161793720588	0.14456551910290014	0.0	2	0	2	False	0.854344315076325
ADAM9	0.24461911762741093	0.24968136523538825	0.14542578715950982	0.0	2	2	0	False	0.854344315076325
ADAMDEC1	-0.13918345684380498	-0.14009280562380566	0.4140002029477774	0.0	2	0	2	False	0.9416005089951425
ADAMTS1	-0.24848499932101528	-0.25379746235467443	0.1389050620443197	0.0	2	0	2	False	0.854344315076325
ADAMTS10	-0.29217921190817137	-0.30094722307115096	0.07929202117584978	0.0	2	0	2	False	0.8097356302862199
ADAMTS12	-0.07573805032379065	-0.07588336832200883	0.7760298760163192	0.585400414505676	2	1	1	False	0.9819276867466049
ADAMTS13	0.0799277980950347	0.08009865848630214	0.6404630865888798	0.0	2	2	0	False	0.9665701678460429
ADAMTS14	-0.004179228437014189	-0.004179252768667939	0.9805582579665688	0.0	2	1	1	False	0.9987893767216821
ADAMTS15	-0.08942916572873301	-0.08966872181152229	0.806879689885133	0.7806870115556288	2	1	1	False	0.9861883168854627
