ligand	family	n_patients	frac_patients_pct10	best_receptor	best_receptor_frac	sender_expressed	receptor_expressed	potential
ENPP1	other	59	0.01694915254237288	INSR	0.03389830508474576	False	False	False
ENTPD1	other	59	0.03389830508474576	ADORA2A	0.15254237288135594	False	True	False
EPCAM	other	59	0.9830508474576272	CLDN7	0.0847457627118644	True	False	False
EPGN	other	59	0.0	EGFR	0.01694915254237288	False	False	False
EPHA4	other	59	0.4406779661016949	FGFR1	0.03389830508474576	True	False	False
EPO	other	59	0.0	EPOR	0.03389830508474576	False	False	False
EREG	other	59	0.3050847457627119	EGFR	0.01694915254237288	True	False	False
ERFE	other	40	0.025	LRP1	0.06779661016949153	False	False	False
ESAM	other	59	0.2033898305084746		0.0	True	False	False
ESM1	other	59	0.0	ITGB2	0.9830508474576272	False	True	False
EXOC3-AS1	other	59	0.423728813559322	TRAF2	0.13559322033898305	True	True	True
EZR	other	59	1.0	SLC9A1	0.1016949152542373	True	True	True
F10	other	59	0.0	ITGB2	0.9830508474576272	False	True	False
F11	other	59	0.0		0.0	False	False	False
F11R	core_barrier	59	1.0	ITGB2	0.9830508474576272	True	True	True
F12	other	59	0.559322033898305	CD93	0.01694915254237288	True	False	False
F13A1	other	59	0.0	ITGB1	0.9661016949152542	False	True	False
F2	other	59	0.0	F2R	0.2711864406779661	False	True	False
F5	other	59	0.13559322033898305		0.0	True	False	False
F7	other	59	0.0	F3	0.01694915254237288	False	False	False
F8	other	59	0.1864406779661017	LDLR	0.288135593220339	True	True	True
F9	other	40	0.0	LRP1	0.06779661016949153	False	False	False
FAM200A	other	59	0.3559322033898305	CTLA4	0.5254237288135594	True	True	True
FAM3B	other	59	0.6271186440677966		0.0	True	False	False
FAM3C	other	59	0.9830508474576272	LAMP1	0.9661016949152542	True	True	True
FAM3D	other	59	0.1694915254237288	FPR1	0.06779661016949153	True	False	False
FAP	other	59	0.1016949152542373	DPP4	0.13559322033898305	True	True	True
FASLG	other	59	0.0	FAS	0.4745762711864407	False	True	False
FAT4	other	59	0.06779661016949153		0.0	False	False	False
FBLN1	other	59	0.4067796610169492	ITGB1	0.9661016949152542	True	True	True
FBLN2	other	59	0.15254237288135594		0.0	True	False	False
FBN1	other	59	0.03389830508474576	ITGB1	0.9661016949152542	False	True	False
FCAR	other	59	0.0	TNFRSF14	0.9152542372881356	False	True	False
FCER2	other	59	0.0	ITGB2	0.9830508474576272	False	True	False
FCGR3B	other	59	0.0		0.0	False	False	False
FCN1	other	59	0.01694915254237288	LRP1	0.06779661016949153	False	False	False
FCN2	other	59	0.0	LRP1	0.06779661016949153	False	False	False
FCRL6	other	59	0.0	NRP2	0.01694915254237288	False	False	False
FGA	other	59	0.11864406779661017	ITGB2	0.9830508474576272	True	True	True
FGB	other	59	0.11864406779661017	ITGB2	0.9830508474576272	True	True	True
FGF1	other	59	0.01694915254237288	NRP1	0.05084745762711865	False	False	False
FGF10	other	59	0.0	FGFR1	0.03389830508474576	False	False	False
FGF11	other	59	0.22033898305084745	FGFR1	0.03389830508474576	True	False	False
FGF12	other	59	0.1694915254237288	FGFR1	0.03389830508474576	True	False	False
FGF13	other	59	0.1694915254237288	FGFR1	0.03389830508474576	True	False	False
FGF14	other	59	0.0847457627118644	FGFR1	0.03389830508474576	False	False	False
FGF16	other	59	0.0	FGFR1	0.03389830508474576	False	False	False
FGF17	other	59	0.0	FGFR1	0.03389830508474576	False	False	False
FGF18	other	59	0.1016949152542373	FGFR1	0.03389830508474576	True	False	False
FGF19	other	59	0.05084745762711865	FGFR1	0.03389830508474576	False	False	False
FGF2	other	59	0.01694915254237288	CD44	1.0	False	True	False
FGF20	other	59	0.0	FGFR1	0.03389830508474576	False	False	False
FGF21	other	59	0.0	FGFR1	0.03389830508474576	False	False	False
FGF22	other	59	0.0	FGFR1	0.03389830508474576	False	False	False
FGF23	other	59	0.0	FGFR1	0.03389830508474576	False	False	False
FGF3	other	59	0.0	FGFR1	0.03389830508474576	False	False	False
FGF4	other	40	0.0	NRP1	0.05084745762711865	False	False	False
FGF5	other	59	0.0	FGFR1	0.03389830508474576	False	False	False
FGF6	other	19	0.0	SDC4	0.22033898305084745	False	True	False
FGF7	other	59	0.0847457627118644	NRP1	0.05084745762711865	False	False	False
FGF8	other	59	0.0	FGFR1	0.03389830508474576	False	False	False
FGF9	other	59	0.1016949152542373	FGFR1	0.03389830508474576	True	False	False
FGFRL1	other	59	0.4576271186440678	FGFR1	0.03389830508474576	True	False	False
FGG	other	59	0.11864406779661017	ITGB2	0.9830508474576272	True	True	True
FGL1	other	59	0.1694915254237288	LAG3	0.5423728813559322	True	True	True
FLRT1	other	59	0.0	UNC5B	0.01694915254237288	False	False	False
FLRT2	other	59	0.03389830508474576	UNC5B	0.01694915254237288	False	False	False
FLRT3	other	59	0.5084745762711864	UNC5B	0.01694915254237288	True	False	False
FLT3LG	other	59	0.1864406779661017		0.0	True	False	False
FN1	other	59	0.7288135593220338	CD44	1.0	True	True	True
FNDC5	other	59	0.0847457627118644	ITGAV	0.1016949152542373	False	True	False
FSHB	other	19	0.0	ADRB2	0.3050847457627119	False	True	False
FST	other	59	0.1016949152542373	BMPR2	0.1864406779661017	True	True	True
FSTL5	other	59	0.03389830508474576	IL6R	0.11864406779661017	False	True	False
FURIN	other	59	0.9152542372881356	NOTCH1	0.2033898305084746	True	True	True
GAD1	other	59	0.15254237288135594		0.0	True	False	False
GAL	other	59	0.1694915254237288		0.0	True	False	False
GALP	other	59	0.0		0.0	False	False	False
GAS6	other	59	0.559322033898305	AXL	0.05084745762711865	True	False	False
GAST	other	59	0.0		0.0	False	False	False
GC	other	59	0.0	LRP2	0.01694915254237288	False	False	False
GCG	other	59	0.0	DPP4	0.13559322033898305	False	True	False
GDF1	other	40	0.0	BMPR2	0.1864406779661017	False	True	False
GDF10	other	59	0.0	BMPR2	0.1864406779661017	False	True	False
GDF11	other	59	0.23728813559322035	TGFBR1	0.22033898305084745	True	True	True
GDF15	other	59	0.8305084745762712	ERBB2	0.01694915254237288	True	False	False
GDF2	other	40	0.0	BMPR2	0.1864406779661017	False	True	False
GDF3	other	59	0.0		0.0	False	False	False
GDF5	other	59	0.01694915254237288	BMPR2	0.1864406779661017	False	True	False
GDF6	other	59	0.0	BMPR2	0.1864406779661017	False	True	False
GDF7	other	59	0.0	BMPR2	0.1864406779661017	False	True	False
GDF9	other	59	0.0	ORAI2	0.288135593220339	False	True	False
GDNF	other	59	0.03389830508474576	NCAM1	0.03389830508474576	False	False	False
GGT1	other	59	0.15254237288135594	CD53	1.0	True	True	True
GH1	other	59	0.0		0.0	False	False	False
GH2	other	59	0.0		0.0	False	False	False
GHRH	other	59	0.0	ADRB2	0.3050847457627119	False	True	False
GHRL	other	59	0.01694915254237288		0.0	False	False	False
GIP	other	59	0.0	DPP4	0.13559322033898305	False	True	False
GJB2	other	59	0.3050847457627119		0.0	True	False	False
GJB6	other	59	0.0847457627118644		0.0	False	False	False
GLG1	other	59	1.0	UNC5B	0.01694915254237288	True	False	False
GNAS	other	59	1.0	ADRB2	0.3050847457627119	True	True	True
GNRH1	other	59	0.0		0.0	False	False	False
GNRH2	other	59	0.0		0.0	False	False	False
GP1BA	other	59	0.0	ITGB2	0.9830508474576272	False	True	False
GP5	other	59	0.0	ITGB2	0.9830508474576272	False	True	False
GPC3	other	59	0.2711864406779661	CD81	0.6779661016949152	True	True	True
GPC6	other	59	0.1864406779661017	LRP1	0.06779661016949153	True	False	False
GPHA2	other	59	0.0		0.0	False	False	False
GPHB5	other	40	0.0		0.0	False	False	False
GPI	other	59	1.0	AMFR	0.2033898305084746	True	True	True
GREM1	other	59	0.0		0.0	False	False	False
GRN	other	59	1.0	TNFRSF1B	0.9152542372881356	True	True	True
GRP	other	59	0.06779661016949153		0.0	False	False	False
GSTP1	other	59	1.0	TRAF2	0.13559322033898305	True	True	True
GUCA2A	other	59	0.0		0.0	False	False	False
GUCA2B	other	59	0.01694915254237288		0.0	False	False	False
GUCY2D	other	59	0.01694915254237288		0.0	False	False	False
GZMB	other	59	0.1864406779661017	MCL1	1.0	True	True	True
HAPLN1	other	59	0.01694915254237288	AGER	0.01694915254237288	False	False	False
HAS1	other	59	0.0	CD44	1.0	False	True	False
HAS2	other	59	0.0	CD44	1.0	False	True	False
HAVCR1	other	59	0.01694915254237288	BTN3A3	0.3220338983050847	False	True	False
HBEGF	other	59	0.711864406779661	CD44	1.0	True	True	True
HCRT	other	59	0.0		0.0	False	False	False
HDC	other	59	0.06779661016949153	HRH2	0.03389830508474576	False	False	False
HEBP1	other	59	1.0	FPR3	0.03389830508474576	True	False	False
HGF	other	59	0.0	CD44	1.0	False	True	False
HHIPL2	other	59	0.05084745762711865		0.0	False	False	False
HHLA2	other	59	0.1864406779661017	TMIGD2	0.3050847457627119	True	True	True
HJV	other	40	0.0	NEO1	0.01694915254237288	False	False	False
HLA-A	mhci	59	1.0	CD8A	0.8813559322033898	True	True	True
HLA-B	mhci	59	1.0	CD8A	0.8813559322033898	True	True	True
HLA-C	mhci	59	1.0	KIR2DL3	0.01694915254237288	True	False	False
HLA-DMA	other	59	0.8813559322033898	CD74	1.0	True	True	True
HLA-DMB	other	59	0.6779661016949152	CD74	1.0	True	True	True
HLA-DOA	other	59	0.2711864406779661	CD4	0.5932203389830508	True	True	True
HLA-DOB	other	59	0.01694915254237288	CD4	0.5932203389830508	False	True	False
HLA-DPB1	other	59	0.847457627118644	CD4	0.5932203389830508	True	True	True
HLA-DQA1	other	59	0.6779661016949152	CD4	0.5932203389830508	True	True	True
HLA-DQA2	other	59	0.2711864406779661	CD4	0.5932203389830508	True	True	True
HLA-DQB1	other	59	0.7627118644067796	CD4	0.5932203389830508	True	True	True
HLA-DQB2	other	59	0.0847457627118644	LAG3	0.5423728813559322	False	True	False
HLA-DRA	other	59	0.9152542372881356	CD53	1.0	True	True	True
HLA-DRB1	other	59	0.864406779661017	CD53	1.0	True	True	True
HLA-DRB3	other	19	0.0	CD4	0.5932203389830508	False	True	False
HLA-DRB4	other	19	0.0	CD4	0.5932203389830508	False	True	False
HLA-DRB5	other	59	0.5932203389830508	CD4	0.5932203389830508	True	True	True
HLA-E	ext_barrier	59	1.0	CD8A	0.8813559322033898	True	True	True
HLA-F	other	59	0.847457627118644	CD8A	0.8813559322033898	True	True	True
HLA-G	other	59	0.2542372881355932	CD8A	0.8813559322033898	True	True	True
HMGB1	other	59	1.0	CXCR4	1.0	True	True	True
HP	other	59	0.13559322033898305	ITGB2	0.9830508474576272	True	True	True
HPX	other	59	0.0	LRP1	0.06779661016949153	False	False	False
HRG	other	59	0.0	ERBB2	0.01694915254237288	False	False	False
HSP90B1	other	59	1.0	LRP1	0.06779661016949153	True	False	False
HSPG2	other	59	0.8305084745762712	ITGB1	0.9661016949152542	True	True	True
IAPP	other	59	0.0	RAMP2	0.03389830508474576	False	False	False
IBSP	other	59	0.01694915254237288	ITGAV	0.1016949152542373	False	True	False
ICAM1	ext_ifn_recruit	59	0.8305084745762712	EZR	0.9830508474576272	True	True	True
ICAM2	other	59	0.3220338983050847	ITGB2	0.9830508474576272	True	True	True
ICAM3	other	59	0.8135593220338984	ITGB2	0.9830508474576272	True	True	True
ICAM4	other	59	0.5423728813559322	ITGB2	0.9830508474576272	True	True	True
ICAM5	other	59	0.13559322033898305	ITGB2	0.9830508474576272	True	True	True
ICOSLG	other	59	0.05084745762711865	ICOS	0.7966101694915254	False	True	False
IFITM1	other	59	0.6949152542372882	CD81	0.6779661016949152	True	True	True
IFNA1	other	59	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNA10	other	19	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNA13	other	19	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNA14	other	19	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNA16	other	19	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNA17	other	19	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNA2	other	40	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNA21	other	19	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNA4	other	19	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNA5	other	59	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNA6	other	59	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNA7	other	19	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNA8	other	40	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNB1	other	59	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNE	other	59	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNG	core_ifn_recruit	59	0.03389830508474576	IFNGR1	0.6271186440677966	False	True	False
IFNK	other	59	0.0	IFNAR2	0.4915254237288136	False	True	False
IFNL1	other	59	0.01694915254237288	IL10RB	0.4406779661016949	False	True	False
IFNL2	other	59	0.01694915254237288	IL10RB	0.4406779661016949	False	True	False
IFNL3	other	59	0.0	IL10RB	0.4406779661016949	False	True	False
IFNL4	other	19	0.0	IL10RB	0.4406779661016949	False	True	False
IFNW1	other	59	0.0	IFNAR2	0.4915254237288136	False	True	False
IGF1	other	59	0.03389830508474576	TRPV2	0.3050847457627119	False	True	False
IGF2	other	59	0.1694915254237288	IGF2R	0.4745762711864407	True	True	True
IGFBP3	other	59	0.4915254237288136	EGFR	0.01694915254237288	True	False	False
IGFBP4	other	59	0.9152542372881356	LRP6	0.01694915254237288	True	False	False
IGFBP7	other	59	0.6440677966101694		0.0	True	False	False
IGFBPL1	other	59	0.1016949152542373		0.0	True	False	False
IGFL1	other	59	0.0	IGFLR1	0.3220338983050847	False	True	False
IGFL2	other	59	0.11864406779661017	IGFLR1	0.3220338983050847	True	True	True
IGFL3	other	59	0.0	IGFLR1	0.3220338983050847	False	True	False
IGSF10	other	59	0.15254237288135594		0.0	True	False	False
IGSF11	other	59	0.0	VSIR	0.9666666666666667	False	True	False
IGSF21	other	59	0.03389830508474576	CD79B	0.3220338983050847	False	True	False
IGSF3	other	59	0.711864406779661		0.0	True	False	False
IHH	other	59	0.01694915254237288	BOC	0.03389830508474576	False	False	False
IL10	other	59	0.0	IL10RA	0.8813559322033898	False	True	False
IL11	other	59	0.01694915254237288	IL6ST	0.5932203389830508	False	True	False
IL12A	other	59	0.0	CD28	0.4067796610169492	False	True	False
IL12B	other	59	0.0	IL12RB1	0.4067796610169492	False	True	False
IL13	other	59	0.0	IL2RG	0.9830508474576272	False	True	False
IL15	ext_ifn_recruit	59	0.3050847457627119	IL2RG	0.9830508474576272	True	True	True
IL16	other	59	0.03389830508474576	CD4	0.5932203389830508	False	True	False
IL17A	other	59	0.0	IL17RA	0.1864406779661017	False	True	False
IL17B	other	59	0.0		0.0	False	False	False
IL17C	other	59	0.03389830508474576	IL17RA	0.1864406779661017	False	True	False
IL17F	other	59	0.0	IL17RA	0.1864406779661017	False	True	False
IL18	ext_ifn_recruit	59	0.7288135593220338	IL18R1	0.2033898305084746	True	True	True
IL18BP	other	59	0.06779661016949153	IL6R	0.11864406779661017	False	True	False
IL19	other	59	0.01694915254237288	IL20RA	0.01694915254237288	False	False	False
IL1A	other	59	0.0	IL1R1	0.01694915254237288	False	False	False
IL1B	other	59	0.423728813559322	ADRB2	0.3050847457627119	True	True	True
IL1F10	other	59	0.0	SIGIRR	0.9661016949152542	False	True	False
IL1RN	other	59	0.3050847457627119	IL1R1	0.01694915254237288	True	False	False
IL2	other	59	0.0	CD53	1.0	False	True	False
IL20	other	59	0.01694915254237288	IL20RA	0.01694915254237288	False	False	False
IL21	other	59	0.0	IL2RG	0.9830508474576272	False	True	False
IL22	other	59	0.0	IL10RA	0.8813559322033898	False	True	False
IL23A	other	59	0.06779661016949153	IL12RB1	0.4067796610169492	False	True	False
IL24	other	59	0.0	IL10RB	0.4406779661016949	False	True	False
IL25	other	59	0.0	IL17RA	0.1864406779661017	False	True	False
IL26	other	59	0.01694915254237288	IL10RB	0.4406779661016949	False	True	False
IL27	other	59	0.0	IL27RA	0.847457627118644	False	True	False
IL3	other	59	0.0	BCL2	0.7288135593220338	False	True	False
IL31	other	59	0.0	OSMR	0.01694915254237288	False	False	False
IL32	other	59	0.864406779661017		0.0	True	False	False
IL33	other	59	0.06779661016949153	IL1RAP	0.01694915254237288	False	False	False
IL34	other	59	0.03389830508474576	CSF1R	0.03389830508474576	False	False	False
IL36A	other	40	0.0	IL1RAP	0.01694915254237288	False	False	False
IL36B	other	59	0.0	IL1RAP	0.01694915254237288	False	False	False
IL36G	other	59	0.0	IFNAR2	0.4915254237288136	False	True	False
IL36RN	other	59	0.1016949152542373	IL1RAP	0.01694915254237288	True	False	False
IL37	other	59	0.11864406779661017	SIGIRR	0.9661016949152542	True	True	True
IL4	other	59	0.0	CD53	1.0	False	True	False
IL5	other	59	0.0		0.0	False	False	False
IL6	other	59	0.1864406779661017	IL6ST	0.5932203389830508	True	True	True
IL7	other	59	0.1694915254237288	IL2RG	0.9830508474576272	True	True	True
IL9	other	40	0.0	IL2RG	0.9830508474576272	False	True	False
ILDR2	other	59	0.01694915254237288	IGSF21	0.01694915254237288	False	False	False
IMPG2	other	59	0.0		0.0	False	False	False
INHA	other	59	0.01694915254237288	TGFBR3	0.3220338983050847	False	True	False
INHBA	other	59	0.05084745762711865	TGFBR3	0.3220338983050847	False	True	False
INHBB	other	59	0.4406779661016949	BAMBI	0.03389830508474576	True	False	False
INHBC	other	59	0.0		0.0	False	False	False
INHBE	other	59	0.0		0.0	False	False	False
INS	other	40	0.0	IGF1R	0.05084745762711865	False	False	False
INSL3	other	59	0.0	ADRB2	0.3050847457627119	False	True	False
INSL5	other	59	0.0		0.0	False	False	False
ITGA4	other	59	0.03389830508474576	VCAM1	0.06779661016949153	False	False	False
ITGA9	other	59	0.13559322033898305	VCAM1	0.06779661016949153	True	False	False
ITGAL	other	59	0.03389830508474576	CD226	0.3728813559322034	False	True	False
ITGAM	other	59	0.03389830508474576	ICAM1	0.3559322033898305	False	True	False
ITGB1	other	59	1.0	VCAM1	0.06779661016949153	True	False	False
ITGB2	other	59	0.6101694915254238	ICAM3	0.9491525423728814	True	True	True
ITIH2	other	59	0.01694915254237288		0.0	False	False	False
ITM2B	other	59	1.0		0.0	True	False	False
IZUMO1	other	59	0.0	CD9	0.4915254237288136	False	True	False
JAG1	other	59	0.559322033898305	CD46	0.711864406779661	True	True	True
JAG2	other	59	0.3559322033898305	NOTCH1	0.2033898305084746	True	True	True
JAM2	other	59	0.0	ITGB1	0.9661016949152542	False	True	False
JAM3	other	59	0.05084745762711865	ITGB2	0.9830508474576272	False	True	False
JAML	other	59	0.03389830508474576	CD320	0.6101694915254238	False	True	False
KCNA1	other	59	0.01694915254237288	RTN4	0.9830508474576272	False	True	False
KIAA0319L	other	59	0.9661016949152542	MPZL3	0.1016949152542373	True	True	True
KIR2DL5A	other	19	0.0	TMEM167A	0.8983050847457628	False	True	False
KIR2DS3	other	19	0.0		0.0	False	False	False
KIR2DS5	other	19	0.0	IGSF21	0.01694915254237288	False	False	False
KIRREL1	other	40	0.05		0.0	False	False	False
KIRREL3	other	59	0.01694915254237288		0.0	False	False	False
KISS1	other	59	0.11864406779661017		0.0	True	False	False
KITLG	other	59	0.7457627118644068	EPOR	0.03389830508474576	True	False	False
KL	other	59	0.0	IGF1R	0.05084745762711865	False	False	False
KLK3	other	59	0.0	EPOR	0.03389830508474576	False	False	False
KLKB1	other	59	0.0	F12	0.01694915254237288	False	False	False
KLRA1P	other	19	0.0	CXADR	0.05084745762711865	False	False	False
KNG1	other	59	0.01694915254237288	ITGB2	0.9830508474576272	False	True	False
L1CAM	other	59	0.06779661016949153	EZR	0.9830508474576272	False	True	False
LACRT	other	59	0.0	SDC1	0.05084745762711865	False	False	False
LAIR2	other	59	0.01694915254237288		0.0	False	False	False
LAMA1	other	59	0.0	CD44	1.0	False	True	False
LAMA2	other	59	0.0	RPSA	1.0	False	True	False
LAMA3	other	59	0.3898305084745763	ITGB1	0.9661016949152542	True	True	True
LAMA4	other	59	0.11864406779661017	ITGB1	0.9661016949152542	True	True	True
LAMA5	other	59	0.9152542372881356	ITGB1	0.9661016949152542	True	True	True
LAMB1	other	59	0.23728813559322035	ITGB1	0.9661016949152542	True	True	True
LAMB2	other	59	0.7796610169491526	RPSA	1.0	True	True	True
LAMB3	other	59	0.7966101694915254	ITGB1	0.9661016949152542	True	True	True
LAMC1	other	59	0.8135593220338984	ITGB1	0.9661016949152542	True	True	True
LAMC2	other	59	0.6610169491525424	ITGB1	0.9661016949152542	True	True	True
LAMC3	other	59	0.0	CD44	1.0	False	True	False
LAYN	other	59	0.13559322033898305		0.0	True	False	False
LCN1	other	59	0.0	LMBR1L	0.3220338983050847	False	True	False
LCN2	other	59	0.7796610169491526	FCGR2A	0.1694915254237288	True	True	True
LEAP2	other	59	0.05084745762711865		0.0	False	False	False
LEFTY1	other	59	0.0		0.0	False	False	False
LEFTY2	other	59	0.0		0.0	False	False	False
LEP	other	59	0.0	LRP2	0.01694915254237288	False	False	False
LFNG	other	59	0.4915254237288136	NOTCH1	0.2033898305084746	True	True	True
LGALS1	other	59	0.9152542372881356	CD69	0.9830508474576272	True	True	True
LGALS3	ext_barrier	59	0.9830508474576272	ANXA2	1.0	True	True	True
LGALS3BP	other	59	0.9322033898305084	ITGB1	0.9661016949152542	True	True	True
LGALS9	core_barrier	59	0.7457627118644068	CD44	1.0	True	True	True
LGI1	other	59	0.01694915254237288		0.0	False	False	False
LGI2	other	59	0.05084745762711865		0.0	False	False	False
LGI3	other	59	0.06779661016949153		0.0	False	False	False
LGI4	other	59	0.0		0.0	False	False	False
LHB	other	59	0.0	ADRB2	0.3050847457627119	False	True	False
LIF	other	59	0.3389830508474576	IL6ST	0.5932203389830508	True	True	True
LILRA6	other	59	0.0		0.0	False	False	False
LILRB2	other	59	0.0	IFNGR1	0.6271186440677966	False	True	False
LILRB4	other	59	0.03389830508474576	LAIR1	0.4067796610169492	False	True	False
LIN7A	other	59	0.06779661016949153		0.0	False	False	False
LIN7B	other	59	0.4576271186440678	AQP1	0.03389830508474576	True	False	False
LIN7C	other	59	0.8813559322033898	ABCA1	0.05084745762711865	True	False	False
LINGO4	other	59	0.0	NFASC	0.01694915254237288	False	False	False
LIPC	other	59	0.0	LRP1	0.06779661016949153	False	False	False
LIPH	other	59	0.7627118644067796	LPAR2	0.1694915254237288	True	True	True
LOC101059948	other	19	0.0		0.0	False	False	False
LPA	other	59	0.0	ITGB2	0.9830508474576272	False	True	False
LPL	other	59	0.2033898305084746	LRP1	0.06779661016949153	True	False	False
LRCH4	other	59	0.8983050847457628		0.0	True	False	False
LRFN1	other	59	0.01694915254237288		0.0	False	False	False
LRFN3	other	59	0.2711864406779661		0.0	True	False	False
LRFN4	other	59	0.4406779661016949		0.0	True	False	False
LRFN5	other	59	0.03389830508474576	TNFRSF14	0.9152542372881356	False	True	False
LRIG1	other	59	0.6779661016949152	EGFR	0.01694915254237288	True	False	False
LRIG2	other	59	0.288135593220339	EGFR	0.01694915254237288	True	False	False
LRIT1	other	19	0.0		0.0	False	False	False
LRIT2	other	19	0.0		0.0	False	False	False
LRP1B	other	59	0.0	PLAUR	0.2711864406779661	False	True	False
LRPAP1	other	59	1.0	CD320	0.6101694915254238	True	True	True
LRRC4	other	59	0.2711864406779661		0.0	True	False	False
LRRC4B	other	59	0.01694915254237288	BTN3A2	0.9491525423728814	False	True	False
LRRC4C	other	59	0.01694915254237288	BTN3A1	0.5084745762711864	False	True	False
LRRC52	other	59	0.0	TREM2	0.0847457627118644	False	False	False
LRRN1	other	59	0.1864406779661017		0.0	True	False	False
LRRN2	other	59	0.0	TMEM123	0.9830508474576272	False	True	False
LRRTM2	other	59	0.0	OSCAR	0.03389830508474576	False	False	False
LRRTM3	other	59	0.0	NGFR	0.01694915254237288	False	False	False
LRTM2	other	59	0.01694915254237288	IL6R	0.11864406779661017	False	True	False
LSAMP	other	59	0.05084745762711865		0.0	False	False	False
LTA	other	59	0.03389830508474576	TNFRSF14	0.9152542372881356	False	True	False
LTB	other	59	0.3220338983050847	TNFRSF1A	0.4576271186440678	True	True	True
LTBP1	other	59	0.3220338983050847		0.0	True	False	False
LTBP3	other	59	0.9830508474576272		0.0	True	False	False
LTF	other	59	0.05084745762711865	BTN3A2	0.9491525423728814	False	True	False
LUM	other	59	0.15254237288135594	ITGB1	0.9661016949152542	True	True	True
LVRN	other	59	0.0		0.0	False	False	False
LY6G5C	other	59	0.15254237288135594		0.0	True	False	False
LY6G6F	other	59	0.0	LAYN	0.13559322033898305	False	True	False
LY86	other	59	0.05084745762711865		0.0	False	False	False
LY9	other	59	0.05084745762711865		0.0	False	False	False
LYPD6	other	59	0.03389830508474576	IL20RA	0.01694915254237288	False	False	False
LYZ	other	59	0.6610169491525424	ITGAL	0.6779661016949152	True	True	True
MADCAM1	other	59	0.0	CD44	1.0	False	True	False
MAG	other	59	0.0		0.0	False	False	False
MANSC1	other	59	0.7288135593220338		0.0	True	False	False
MATN1	other	59	0.0	ITGB1	0.9661016949152542	False	True	False
MBL2	other	59	0.0	C1QB	0.423728813559322	False	True	False
MCAM	other	59	0.1694915254237288	CD226	0.3728813559322034	True	True	True
MDK	other	59	1.0	ITGB1	0.9661016949152542	True	True	True
MEGF10	other	59	0.01694915254237288	ABCA1	0.05084745762711865	False	False	False
MELTF	other	40	0.425	TFRC	0.5254237288135594	True	True	True
MFAP2	other	59	0.3220338983050847	NOTCH1	0.2033898305084746	True	True	True
MFAP3L	other	59	0.01694915254237288	CEACAM1	0.01694915254237288	False	False	False
MFAP5	other	59	0.03389830508474576	NOTCH1	0.2033898305084746	False	True	False
MFGE8	other	59	0.6101694915254238	ITGAV	0.1016949152542373	True	True	True
MFNG	other	59	0.0847457627118644	NOTCH1	0.2033898305084746	False	True	False
MIA	other	59	0.03389830508474576	ITGB1	0.9661016949152542	False	True	False
MICA	other	59	0.6101694915254238	HCST	0.9830508474576272	True	True	True
MICB	other	59	0.1864406779661017	HCST	0.9830508474576272	True	True	True
MIF	ext_barrier	59	1.0	CD44	1.0	True	True	True
MLN	other	40	0.0		0.0	False	False	False
MMP1	other	59	0.15254237288135594	CD44	1.0	True	True	True
MMP12	other	59	0.0847457627118644	PLAUR	0.2711864406779661	False	True	False
MMP13	other	59	0.11864406779661017	LRP1	0.06779661016949153	True	False	False
MMP14	other	59	0.6440677966101694	CD44	1.0	True	True	True
MMP15	other	59	0.711864406779661	DDR1	0.01694915254237288	True	False	False
MMP16	other	59	0.01694915254237288	DDR1	0.01694915254237288	False	False	False
MMP2	other	59	0.05084745762711865	PECAM1	0.3389830508474576	False	True	False
MMP25	other	59	0.0		0.0	False	False	False
MMP26	other	40	0.025	MMP9	0.01694915254237288	False	False	False
MMP7	other	59	0.576271186440678	CD44	1.0	True	True	True
MMP9	other	59	0.05084745762711865	CD44	1.0	False	True	False
MMRN2	other	59	0.01694915254237288	CD93	0.01694915254237288	False	False	False
MPDZ	other	59	0.3050847457627119	CLDN4	0.2033898305084746	True	True	True
MPIG6B	other	40	0.0	BOC	0.03389830508474576	False	False	False
MPZ	other	59	0.0	IL6R	0.11864406779661017	False	True	False
MPZL3	other	59	0.7796610169491526	KIAA0319L	0.2542372881355932	True	True	True
MSMB	other	59	0.2542372881355932		0.0	True	False	False
MSMP	other	59	0.01694915254237288		0.0	False	False	False
MSN	other	59	0.9661016949152542	SLC9A1	0.1016949152542373	True	True	True
MST1	other	59	0.2711864406779661		0.0	True	False	False
MSTN	other	59	0.0	TGFBR1	0.22033898305084745	False	True	False
MUC1	other	59	0.9661016949152542		0.0	True	False	False
MUC4	other	59	0.5423728813559322	ERBB2	0.01694915254237288	True	False	False
MUC7	other	59	0.0	SELL	0.7457627118644068	False	True	False
