profile	panel	gene	entrez	n	rho_vs_CLDN4	p	q_bh	status
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	IFN_ISG	IFITM1	8519	300	0.0959837	0.0970392	0.339726	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	IFN_ISG	CXCL10	3627	300	0.0299043	0.605916	0.760618	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	IFN_ISG	CCL5	6352	300	0.0529855	0.36043	0.591965	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	IFN_ISG	ISG20	3669	300	0.103926	0.072271	0.284266	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	IFN_ISG	USP18	11274	300	0.094996	0.100543	0.339726	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	IFN_ISG	OASL	8638	300	0.0316381	0.585178	0.758848	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	IFN_ISG	RIGI	23586	300	0.0141664	0.806954	0.881672	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	IFN_ISG	DDX58		0				symbol_not_in_cbioportal
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	IFN_ISG	IFIH1	64135	300	0.0414991	0.473933	0.650281	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	IFN_ISG	MAVS	57506	300	-0.019534	0.736148	0.851622	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	IFN_ISG	SOCS1	8651	300	-0.00896232	0.877147	0.907924	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	CGAS	115004	300	-0.0926148	0.109403	0.339726	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	MB21D1		0				symbol_not_in_cbioportal
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	STING1	340061	300	0.191607	0.000850455	0.0115316	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	TMEM173		0				symbol_not_in_cbioportal
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	TBK1	29110	300	-0.13298	0.0212277	0.113858	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	IKBKE	9641	300	0.061314	0.289804	0.534325	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	IRF3	3661	300	0.128174	0.0264228	0.129912	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	TREX1	11277	300	0.228881	6.30679e-05	0.0018605	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	ENPP1	5167	300	-0.152369	0.0082044	0.0537844	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	RAB7A	7879	300	0.169147	0.00329604	0.0320025	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	BECN1	8678	300	-0.0680296	0.240095	0.505914	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	MAP1LC3B	81631	300	0.02419	0.676462	0.798225	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	ATG5	9474	300	0.0130286	0.82219	0.881986	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	STING	ULK1	8408	300	-0.0247905	0.668901	0.798225	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	XRCC4	7518	300	-0.0460036	0.427254	0.623979	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	XRCC5	7520	300	-0.118211	0.0407465	0.184926	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	XRCC6	2547	300	-0.0652701	0.259745	0.509007	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	LIG4	3981	300	0.0710239	0.219979	0.499183	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	PRKDC	5591	300	-0.258194	5.88637e-06	0.000347296	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	NHEJ1	79840	300	-0.0824182	0.154449	0.433411	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	DCLRE1C	64421	300	-0.0941277	0.103706	0.339726	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	PAXX	286257	300	0.0642283	0.267444	0.509007	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	C9orf142		0				symbol_not_in_cbioportal
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	TP53BP1	7158	300	-0.165663	0.00401095	0.0320025	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	POLL	27343	300	-0.0472641	0.414685	0.623979	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	POLM	27434	300	0.14617	0.0112512	0.066382	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	PNKP	11284	300	0.0830649	0.15123	0.433411	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	APTX	54840	300	-0.0504948	0.383481	0.595405	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	RIF1	55183	300	-0.164248	0.00433932	0.0320025	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	MAD2L2	10459	300	-0.112636	0.0512986	0.216187	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	SHLD1	149840	300	0.0523926	0.365837	0.591965	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	SHLD2	54537	300	-0.211091	0.000230935	0.00454173	ok
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	FAM35A		0				symbol_not_in_cbioportal
ov_tcga_pan_can_atlas_2018_rna_seq_v2_mrna	NHEJ	SHLD3	112441434	0				too_few_paired_samples
