term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	cohort	contrast	n_high	n_low	bucket	expected	primary	source	enrichr_name	n	fdr_all	fdr_primary
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.7193803225831841	1.9879199080298366	0.000999000999000999	17	0.43618868299862246	KDF1,CLDN4,ALOXE3,TMEM79,LSR,KRT16,SFN,CLDN1,FGFR1,STMN1,MET	11	GSE207422	tacstd2_spearman	10	10	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.002331002331002331	0.002331002331002331
GOBP_KERATINOCYTE_DIFFERENTIATION	0.45882179746765095	1.4585292662325446	0.03796203796203796	33	0.22956669794667298	BCR,ST14,TGM1,KRT16,ANXA1,POU2F3,CASP3,FGFR1,SCEL,EPHA2,IVL,AKR1C3,CLIC4,DSP,CSTA	15	GSE207422	tacstd2_spearman	10	10	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.04428904428904429	0.04428904428904429
GOBP_KERATINIZATION	0.5404882985781866	1.695562025478518	0.002997002997002997	29	0.28959806533588306	TMEM79,CNFN,TGM1,ABCA12,KRT16,TCHH,SFN,PPL,KRT80,SPRR2D,IVL,CDH3,SHARPIN,KRT17,IL1A	15	GSE207422	tacstd2_spearman	10	10	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.005244755244755245	0.005244755244755245
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.4910025332790922	1.7534086003835563	0.000999000999000999	68	0.2427132686249924	CLDN4,EPHB2,MPP7,MARVELD2,PARD3,LSR,AFDN,TJP1,CLDN9,ILDR1,CLDN6,CLDN7,MARVELD3,OCLN,CLDN3,DLG1,PATJ,CLDN1,PLEC,POF1B,TGFB3,EPHA2,ROCK2,CLDN16,MYO1C	26	GSE207422	tacstd2_spearman	10	10	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.002331002331002331	0.002331002331002331
KRT_EPITHELIAL	0.4681085535129751	1.1645444212957183	0.1918081918081918	12	0.22213830310663332	KRT16,KRT19,KRT17,KRT18,KRT1,KRT10,KRT8,KRT13,KRT7,KRT4	10	GSE207422	tacstd2_spearman	10	10	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.1918081918081918	0.1918081918081918
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.34202996485362097	-1.8199945807394087	0.000999000999000999	96	-0.057840241367034695	LY6E,EPSTI1,BATF2,B2M,RSAD2,TRIM25,IRF2,CCRL2,SELL,UBE2L6,IL4R,IFIT2,PSMB8,IL7,IFITM3,IFITM2,SAMD9L,TMEM140,BST2,TXNIP,NMI,SP110,TAP1,GBP2,IFIT3	38	GSE207422	tacstd2_spearman	10	10	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.002331002331002331	0.002331002331002331
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.33915168766964393	-2.093518061297948	0.000999000999000999	198	-0.05318562810510733	LY6E,ISOC1,DDX58,NLRC5,PTPN6,EPSTI1,ST8SIA4,BATF2,IRF5,B2M,RSAD2,FGL2,TAPBP,TRIM25,IRF2,LYSMD2,NFKBIA,HIF1A,HLA-DRB1,RIPK1,MX2,UBE2L6,IL4R,IFIT2,P2RY14	78	GSE207422	tacstd2_spearman	10	10	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.002331002331002331	0.002331002331002331
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.45743841236414085	-1.65217550568827	0.003996003996003996	21	-0.1484081960532618	HLA-C,HLA-A,NLRC5,B2M,TAPBP,HLA-F,PSMB8,TAPBPL,HLA-E,TAP1,PSMB9,IRF1,ERAP2,PSMB10	14	GSE207422	tacstd2_spearman	10	10	MHC_I	UNDIRECTED	True	Locked custom classical MHC-I / antigen-processing panel (not MSigDB; MHC-II excluded)		21	0.005594405594405594	0.005594405594405594
HALLMARK_APICAL_JUNCTION	0.22171961137616703	1.139141552902077	0.15384615384615385	200	0.10573802051468938	SLIT2,CLDN7,NEGR1,CLDN4,TMEM8B,CLDN9,VCAM1,NECTIN4,ACTG2,BAIAP2,CLDN8,B4GALT1,LDLRAP1,INSIG1,ICAM5,ICAM4,EVL,IKBKG,DSC3,PARVA,PKD1,SHROOM2,EGFR,SORBS3,ICAM1	42	GSE241934	tacstd2_median	17	17	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.16568047337278108	0.16568047337278108
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.3417990730984624	1.7791423135371593	0.000999000999000999	198	0.4126746012611578	JUN,GADD45B,ELN,SLIT2,RHOB,TNFAIP3,CXCL8,THBS1,POSTN,SLIT3,MYLK,VCAM1,BASP1,CXCL1,SAT1,TFPI2,GAS1,NID2,PRRX1,SCG2,ID2,PTHLH,CXCL6,MSX1,OXTR	77	GSE241934	tacstd2_median	17	17	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.0034965034965034965	0.0034965034965034965
KEGG_TIGHT_JUNCTION	0.30674582725585114	1.5493789772176103	0.007992007992007992	163	0.22076926224582674	RUNX1,JUN,EZR,F11R,PARD3,PPP2CA,MYH11,CLDN7,CLDN3,CLDN4,PRKCE,SYNPO,CLDN9,TUBA1A,PRKAG2,CLDN22,CLDN8,CLDN1,MAPK10,NEDD4L,RAPGEF6,MARVELD2,MPDZ,ACTR3C,CGNL1	35	GSE241934	tacstd2_median	17	17	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.013986013986013986	0.013986013986013986
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.4547625975198969	1.7801475527568928	0.001998001998001998	43	0.5664581412030318	PARD3,CLDN7,CLDN3,CLDN4,FRMPD2,CLDN9,TBCD,RAMP2,CLDN22,CLDN8,CLDN1,MARVELD2	12	GSE241934	tacstd2_median	17	17	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.005594405594405594	0.005594405594405594
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.33928349419300524	1.426254405616473	0.03196803196803197	53	0.281522442171701	OVOL1,ANXA1,EPHA2,GATA6,UGCG,CSTA,TGM1,TGM3,PPP3CA,DSP,POU2F3	11	GSE241934	tacstd2_median	17	17	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.037296037296037296	0.037296037296037296
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.3954794100062664	1.577901343043012	0.007992007992007992	45	0.45920427175852074	HEY2,DDX5,WNT4,NOTCH4,S100A4,SOX9,TGFBR3,IGF1,NOTCH1,SNAI1,LEF1,FOXF2,FGFR1,DDX17,BMP7,ROCK2,BMP2,DLG5	18	GSE241934	tacstd2_median	17	17	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.013986013986013986	0.013986013986013986
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.5140649859372342	1.6676087480961432	0.00999000999000999	19	0.4074335820041106	CLDN4,UGCG,CLDN1,TP63	4	GSE241934	tacstd2_median	17	17	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.015540015540015542	0.015540015540015542
GOBP_KERATINOCYTE_DIFFERENTIATION	0.3989711225229982	1.5609954839814268	0.017982017982017984	41	0.46960475261687007	ANXA1,EPHA2,UGCG,EXPH5,CSTA,TGM1,TGM3,PPP3CA,DSP,POU2F3,JAG1,CERS3,S100A7,EVPL,SPRR3,FGFR1,IVL	17	GSE241934	tacstd2_median	17	17	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.022886204704386525	0.022886204704386525
GOBP_KERATINIZATION	0.22590199644451459	0.9526201780843169	0.34565434565434566	59	0.06687448053467937	KRT5,KRT17,KRT78,TGM1,TGM3,KRT86,KAZN,PPL,KRT80,TMEM79,KRT4,CERS3,EVPL,LCE1C,KRT79,SPRR3,KRT6C,IVL,KRT6B,KRT75,SPRR2E,TCHH,KRT6A	23	GSE241934	tacstd2_median	17	17	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.34565434565434566	0.34565434565434566
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.41883260365400177	1.9111977744851567	0.002997002997002997	76	0.4938792365712496	F11R,PARD3,CLDN7,CLDN3,EPHA2,CLDN4,FRMPD2,CLDN9,MPP7,TBCD,NPHP1,RAMP2,CLDN22,CLDN8,CLDN1,MARVELD2,PRKCH,TGFB3,MPDZ,CLDN16,TJP1,AFDN,ILDR1,OCEL1,SNAI1	27	GSE241934	tacstd2_median	17	17	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.006993006993006993	0.006993006993006993
KRT_EPITHELIAL	0.5222067654865137	1.6642990270564602	0.014985014985014986	17	0.6930789715102283	KRT5,KRT17,KRT15,KRT4,KRT19,KRT6C,KRT13,KRT6B,KRT10,KRT6A	10	GSE241934	tacstd2_median	17	17	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.02097902097902098	0.02097902097902098
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.4268949095965372	-2.164738949843868	0.000999000999000999	96	-0.5895460946280836	SELL,GBP2,IFITM2,NUB1,IFI44L,USP18,BATF2,PARP14,IFIT2,CMTR1,PLSCR1,SAMD9L,CXCL11,CCRL2,RTP4,TXNIP,HLA-C,IFIH1,CSF1,TRIM25,TRIM21,PSME1,CASP8,CXCL10,IFITM3	38	GSE241934	tacstd2_median	17	17	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.0034965034965034965	0.0034965034965034965
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.28675063871481804	-1.6850816144384422	0.000999000999000999	198	-0.1627653350628166	IFI44L,USP18,BATF2,PARP14,CIITA,TAPBP,IFIT2,METTL7B,CASP4,PLA2G4A,MTHFD2,IDO1,PSMB2,CMTR1,PTPN6,PLSCR1,SAMD9L,CXCL11,RNF213,RTP4,PSMA2,PSMB10,TXNIP,IFIH1,HLA-G	51	GSE241934	tacstd2_median	17	17	HALLMARK_CONTEXT	UNDIRECTED	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.0034965034965034965	0.0034965034965034965
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.5933412743657989	-2.023991109479284	0.000999000999000999	21	-1.0161761046613866	HLA-F,TAPBP,PSMB10,HLA-C,HLA-G,HLA-A,CALR,TAP1,PSMB9,TAP2,PSMB8	11	GSE241934	tacstd2_median	17	17	MHC_I	UNDIRECTED	True	Locked custom classical MHC-I / antigen-processing panel (not MSigDB; MHC-II excluded)		21	0.0034965034965034965	0.0034965034965034965
HALLMARK_APICAL_JUNCTION	0.24801972834525374	1.235174032990138	0.08391608391608392	199	0.20388018685546516	VCAM1,NECTIN4,SLIT2,NEGR1,DSC3,MMP2,CX3CL1,CTNND1,FBN1,LDLRAP1,TMEM8B,EGFR,CLDN8,CLDN7,CLDN4,ICAM5,ARHGEF6,SHROOM2,B4GALT1,PTK2,ACTG2,VCAN,MAP4K2,CLDN5,PARVA	56	GSE241934	tacstd2_quartile	9	9	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.0979020979020979	0.0979020979020979
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.4027094841120878	2.01378475803381	0.000999000999000999	198	0.4956875481661427	VCAM1,POSTN,DCN,ELN,JUN,RHOB,SLIT2,OXTR,NID2,CXCL8,THBS1,MMP2,PRRX1,ABI3BP,FBN1,IGFBP3,GADD45B,TNFAIP3,CXCL1,INHBA,LAMA2,COL7A1,TGFBR3,GAS1,SLIT3	68	GSE241934	tacstd2_quartile	9	9	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.002331002331002331	0.002331002331002331
KEGG_TIGHT_JUNCTION	0.3449584196480745	1.6949127394211865	0.000999000999000999	163	0.3320958220794902	RUNX1,EZR,SYNPO,JUN,PARD3,PRKCE,MYH11,F11R,RAPGEF6,TIAM1,MAP3K5,PRKAG2,NEDD4L,AMOT,MAPK10,MPDZ,CLDN1,CD1C,CLDN8,CLDN7,AMOTL2,CLDN3,WHAMM,CLDN4,WAS	47	GSE241934	tacstd2_quartile	9	9	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.002331002331002331	0.002331002331002331
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.4667422845706654	1.8128536977655256	0.000999000999000999	43	0.6102159243568632	FRMPD2,PARD3,RAMP2,CLDN1,CLDN8,CLDN7,CLDN3,CLDN4,CLDN16,CLDN5,APC,TBCD,CLDN9,SLC39A9,PDCD6IP,MARVELD2,OCLN,CLDN22	18	GSE241934	tacstd2_quartile	9	9	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.002331002331002331	0.002331002331002331
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.383892599234339	1.5276861156434522	0.017982017982017984	52	0.36803493216828626	OVOL1,CSTA,GATA6,TGM1,EPHA2,TGM3,IVL,ANXA1,UGCG,DSP,PPP3CA,CFLAR,EVPL,S100A7,FGFR1,JAG1,CERS3,SPRR1A,KRT16,SPRR3	20	GSE241934	tacstd2_quartile	9	9	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.025174825174825177	0.025174825174825177
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.4072093922403947	1.584701276375286	0.00999000999000999	45	0.48815737019235633	HEY2,S100A4,TGFBR3,NOTCH4,SOX9,WNT4,DDX5,NOTCH1,ROCK2,TGFB2,TGFB1,RBPJ,FGFR1,SNAI2,ROCK1,DLG5,TGFBR1,LIMS1,BMP7,FOXF2,GSK3B,LEF1,HNRNPAB,DDX17	24	GSE241934	tacstd2_quartile	9	9	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.015540015540015542	0.015540015540015542
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.46265687748763457	1.4731086201249481	0.05094905094905095	19	0.6446446754503061	TP63,CLDN1,CLDN4,UGCG,TMEM79,FGFR1,KRT16	7	GSE241934	tacstd2_quartile	9	9	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.06484424666242848	0.06484424666242848
GOBP_KERATINOCYTE_DIFFERENTIATION	0.47081390004457957	1.7890456438740345	0.000999000999000999	41	0.5741757678129548	CSTA,TGM1,EPHA2,TGM3,IVL,ANXA1,UGCG,EXPH5,DSP,PPP3CA,CFLAR,EVPL,S100A7,FGFR1,JAG1,CERS3,SPRR1A,KRT16,SPRR3	19	GSE241934	tacstd2_quartile	9	9	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.002331002331002331	0.002331002331002331
GOBP_KERATINIZATION	0.3056553120063545	1.2559850773450032	0.1018981018981019	58	0.27548757662129597	KRT5,PPL,KRT86,KRT17,TGM1,TGM3,IVL,KRT80,KRT78,KAZN,EVPL,TMEM79,CERS3,LCE1C,KRT79,KRT6C,SPRR1A,KRT16,SPRR3,KRT4,TCHH	21	GSE241934	tacstd2_quartile	9	9	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.10973641742872513	0.10973641742872513
