collection	rank_metric	n_genes_ranked	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
hallmark_50	welch_t	15254	prerank	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.22621062768267333	1.137154039192795	0.14096916299559473	0.24443203113737924	0.925	37/181	14.06%	Plau;Il23a;Plk2;Litaf;Cebpb;Cxcl5;Bhlhe40;Il1a;Fosl2;Cd44;Nfkb1;Serpinb8;Ptgs2;Snn;Lif;Zc3h12a;Tank;Vegfa;Ier3;Ier5;Rnf19b;Fos;Ldlr;Cflar;Cxcl2;Lamb3;Ets2;Yrdc;Cdkn1a;Nr4a2;Tnfrsf9;Tnip1;Tubb2a;Pfkfb3;Tnfaip3;Pde4b;Nfil3
hallmark_50	welch_t	15254	prerank	HALLMARK_HYPOXIA	-0.25837006548828645	-1.094723708834545	0.28350515463917525	0.3848125762728999	1.0	26/169	14.42%	Bgn;Angptl4;Pklr;Hexa;Cav1;F3;Stc1;Pygm;Selenbp1;S100a4;Tgfbi;Col5a1;Adm;B4galnt2;Srpx;Ids;Tmem45a;Ppfia4;Aldob;Cavin1;Lox;Dcn;Cdkn1c;Cxcr4;Prkca;Zfp36
hallmark_50	welch_t	15254	prerank	HALLMARK_SPERMATOGENESIS	0.24407997710267287	1.034193142996472	0.3884057971014493	0.44026490515479655	0.991	29/68	29.15%	Map7;Chfr;Strbp;Ift88;Ide;Rad17;Mtor;Dbf4;Zc3h14;Stam2;Tsn;Coil;Sirt1;Nphp1;Phf7;Il13ra2;Vdac3;Prkar2a;Nf2;Bub1;Pias2;Topbp1;Kif2c;Mast2;Taldo1;Lpin1;Ttk;Pgs1;Ncaph
hallmark_50	welch_t	15254	prerank	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.3084289992732557	-0.9975245182577283	0.45652173913043476	0.563375408293196	1.0	9/35	14.84%	Hey1;Psen2;Frat1;Hdac11;Dll1;Notch4;Hdac5;Nkd1;Axin2
hallmark_50	welch_t	15254	prerank	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.29020799258356084	-0.9913707546363614	0.4494556765163297	0.5543265238332503	1.0	21/46	32.65%	Hhex;Ndufa6;Lsp1;Gpx4;Gpx3;Sod1;Egln2;Nqo1;Pdlim1;Stk25;Sbno2;Msra;Selenos;Gclm;Fes;Cdkn2d;Lamtor5;Prdx1;Glrx2;Cat;Sod2
hallmark_50	welch_t	15254	prerank	HALLMARK_IL2_STAT5_SIGNALING	-0.22962775153649925	-0.9838502282612356	0.47655259822560203	0.548880201346569	1.0	64/169	28.58%	Galm;Col6a1;S100a1;Anxa4;Cxcl10;Xbp1;St3gal4;Slc39a8;Penk;Bmp2;Itih5;Smpdl3a;Abcb1a;Syt11;Gpx4;Gpr65;Il10ra;Cd48;Tnfrsf4;Ager;Adam19;Cish;Spp1;Gabarapl1;Dcps;Cd86;Cd83;Fgl2;Il3ra;Il1r2;Ptger2;Cdkn1c;She;Tnfsf10;Pth1r;Irf8;Batf;Drc1;Itgae;Cd79b;Etfbkmt;Hopx;Rhob;Amacr;Tnfrsf18;Dhrs3;Ndrg1;Mxd1;Il2rb;Enpp1;Ltb;Spry4;Dennd5a;Flt3l;Furin;Hipk2;Tnfrsf21;Socs1;Gbp3;Ctsz;Cdc42se2;Ccnd2;Slc29a2;Alcam
hallmark_50	welch_t	15254	prerank	HALLMARK_HEME_METABOLISM	0.2001701709520116	0.9717147820735654	0.5550660792951542	0.5756571044159339	0.997	34/158	17.38%	Smox;Fbxo34;Mark3;Tfrc;Mboat2;Ubac1;Daam1;Usp15;Xpo7;Endod1;Gapvd1;Slc2a1;Cdc27;Top1;Htatip2;Hmbs;Mfhas1;Adipor1;Slc11a2;Trak2;Foxo3;Cast;Ell2;Kat2b;H1f0;Mocos;Picalm;Bmp2k;Lrp10;Nr3c1;Rad23a;Epb41;Uros;Narf
hallmark_50	welch_t	15254	prerank	HALLMARK_APICAL_SURFACE	0.2672825627408478	0.9706507672379118	0.5025	0.5486976775945919	0.997	8/35	16.37%	Lypd3;Shroom2;Dcbld2;Mal;Pcsk9;Crybg1;Pkhd1;Brca1
hallmark_50	welch_t	15254	prerank	HALLMARK_ANGIOGENESIS	-0.2945687400022215	-0.9512741879470796	0.5255813953488372	0.5968616016780773	1.0	18/33	28.18%	Olr1;Stc1;S100a4;Pf4;Lpl;Spp1;Col3a1;Col5a2;Postn;Vtn;Kcnj8;Fstl1;Lum;Vcan;Lrpap1;Fgfr1;Tnfrsf21;Ccnd2
hallmark_50	welch_t	15254	prerank	HALLMARK_HEDGEHOG_SIGNALING	0.26583622171284615	0.8971828639288714	0.6266318537859008	0.7063572149344097	0.999	9/23	19.74%	Vegfa;Nrp2;Ets2;Rasa1;Myh9;L1cam;Pml;Celsr1;Cdk6
hallmark_50	welch_t	15254	prerank	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.19811861868611974	-0.841756064857318	0.7752956636005256	0.8018957458419341	1.0	46/180	24.95%	Maob;Retsat;Pdk4;Phyh;Cpt1a;Ndufa6;Acadm;Acaa2;Hsd17b10;Ech1;Cyb5r3;Acat1;Ndufs7;Eci1;Aldh6a1;AK157302;Ndufv1;Bckdha;Gpx4;Decr1;Etfb;Echs1;Cox8a;Idh2;Ndufa2;Acadvl;Polr2f;Ndufa7;Acaa1a;Atp1b1;Etfa;Htra2;Ndufa3;Cox7a2l;Etfdh;Oat;Rhot2;Alas1;Atp6v1f;Cox4i1;Ndufs8;Uqcrh;Ndufa9;Prdx3;Ndufc1;Cox6b1
hallmark_50	welch_t	15254	prerank	HALLMARK_UV_RESPONSE_UP	-0.1767131884719778	-0.723117250587847	0.9596231493943472	0.9597157076668441	1.0	43/131	28.18%	Dlg4;Ptprd;Rxrb;Bmp2;Mrpl23;Abcb1a;Polr2h;Stard3;Gpx3;Clcn2;Fgf18;Selenow;Tst;Cdo1;Cdkn1c;Igfbp2;Sult1a1;Arrb2;Fmo1;Acaa1a;Spr;Olfm1;Hyal2;Rab27a;Maoa;Rhob;Cebpg;Chka;Icam1;Stk25;Polg2;Alas1;E2f5;Atp6v1f;Prkaca;Bsg;Furin;Mark2;Tmbim6;Btg1;Nxf1;Klhdc3;Dgat1
hallmark_50	welch_t	15254	prerank	HALLMARK_DNA_REPAIR	-0.16829190126382396	-0.6981226572142477	0.9745308310991957	0.9492332392182915	1.0	17/138	13.83%	Polr3gl;Npr2;Hcls1;Dguok;Adcy6;Ell;Polr2e;Ak3;Nt5c3;Gpx4;Polr2h;Polr2k;Cant1;Smad5;Tk2;Polr2f;Polr1c
hallmark_50	delta_log2	15254	prerank	HALLMARK_G2M_CHECKPOINT	0.5761781792370535	2.5603717415472933	0.0	0.0	0.0	110/183	24.21%	Odc1;Slc38a1;Map3k20;Uck2;Hmmr;Kif5b;Bub1;Mybl2;Dbf4;Lmnb1;Tmpo;Sqle;Pbk;Knl1;Cdc6;Xpo1;Cdc27;Top2a;Kif4;Aurka;Hif1a;Kif2c;Smc2;Nek2;Pole;Slc7a1;Ccnf;Nsd2;Exo1;Cenpe;Cenpf;Prmt5;Tpx2;Kif20b;Fbxo5;Tacc3;Kpnb1;Lig3;Bard1;Rad23b;Kif23;Aurkb;Ttk;Stil;Cdk1;Mki67;Srsf1;Rbl1;Nasp;Lbr;Nup98;Ndc80;Top1;Tfdp1;Hspa8;Atrx;Espl1;Ccna2;Cul5;Slc7a5;Notch2;Birc5;Mcm5;Casp8ap2;Kif15;Stag1;Hus1;Wrn;Srsf10;Cenpa;Plk1;Ss18;Odf2;Kif11;Hnrnpu;G3bp1;Ube2c;Rad54l;Amd1;Plk4;Ccnt1;Cdc25a;Nup50;Prim2;Smad3;Cdkn3;Mtf2;Cbx1;Dr1;Syncrip;Racgap1;Hmgb3;Polq;Nusap1;Chek1;Mcm3;Rps6ka5;Brca2;Ube2s;Smc4;Cdc45;Cdc20;Gspt1;Smarcc1;Tra2b;Traip;Chaf1a;Prc1;E2f3;Snrpd1
hallmark_50	delta_log2	15254	prerank	HALLMARK_E2F_TARGETS	0.5305400674376097	2.3960887436981615	0.0	0.0	0.0	103/192	24.05%	Tfrc;Trp53;Ccne1;Diaph3;Rrm2;Hmmr;Atad2;Mybl2;Lmnb1;Tmpo;Cse1l;Kif18b;Xpo1;Top2a;Kif4;Dlgap5;Aurka;Cdkn1a;Melk;Dnmt1;Kif2c;Spag5;Pole;Brca1;Donson;Eif2s1;Cenpe;Nup153;Depdc1a;Mthfd2;Tacc3;Bard1;Aurkb;Usp1;Nup205;Trip13;Rad50;Cdk1;Ran;Mki67;Srsf1;Ipo7;Mms22l;Tubb5;Orc2;Cdca8;Nasp;Lbr;Gins1;Nup107;E2f8;Espl1;Nop56;Wee1;Birc5;Mcm5;Zw10;Smc6;Stag1;Hus1;Ppm1d;Plk1;Spc25;Chek2;Rfc1;Bub1b;Cbx5;Spc24;Plk4;Asf1b;Wdr90;Cdc25a;Hells;Prim2;Pcna;Cdkn3;Nap1l1;Prkdc;Mcm4;Tubg1;Syncrip;Racgap1;Mre11a;Hmgb3;Cit;Rpa1;Chek1;Pop7;Mcm3;Ung;Ak2;Brca2;Ube2s;Smc4;Ranbp1;Cdc20;Gspt1;Asf1a;Tra2b;Rfc3;Rfc2;Cnot9;Dck
hallmark_50	delta_log2	15254	prerank	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.5871840970148775	-2.132776187167385	0.0	0.0	0.0	70/164	10.53%	Igfbp4;Mgp;Bgn;Vim;Eln;Emp3;Cxcl15;Col1a1;Col3a1;Vcam1;Tagln;Col1a2;Igfbp2;Loxl1;Pdgfrb;Acta2;Mmp2;Spp1;Fstl1;Col6a2;Col5a2;Anpep;Tgfbi;Myl9;Postn;Col5a1;Serpinh1;Thy1;Mfap5;Dab2;Dcn;Lox;Pdlim4;Fbn1;Col6a3;Gpx7;Pcolce;Slit3;Fbln1;Cxcl12;Mylk;Pmp22;Cthrc1;Gem;Fstl3;Matn2;Efemp2;Nnmt;Fmod;Fbln5;Sfrp1;Cdh11;Wipf1;Col16a1;Mmp3;Col5a3;Id2;Gas1;Rhob;Itga5;Rgs4;Fas;Timp3;Fgf2;Tgfbr3;Tgfb1;Thbs2;Qsox1;Vegfc;Col4a2
hallmark_50	delta_log2	15254	prerank	HALLMARK_XENOBIOTIC_METABOLISM	-0.5646396820823355	-2.0313228846683367	0.0	0.0	0.0	64/155	18.36%	Igfbp4;Apoe;Rbp4;Hnf4a;Ddah2;Cd36;Ces1d;Itih4;Cyp4f14;Papss2;Cyp2s1;Reg1;Cyp27a1;Ddc;Arg1;Cdo1;Maoa;Atoh8;Ndrg2;Pros1;Gstm4;Fbln1;Hsd11b1;Aldh2;Fmo1;Cyp2j6;Retsat;Ech1;Irf8;Enpep;Blvrb;Id2;Cfb;Fas;Abcc3;Slc35d1;Tnfrsf1a;Ninj1;Pcx;Csad;F10;Gss;Igf1;Slc46a3;Fetub;Fmo3;Tgfb2;Gstt2;Pdk4;Aox1;Fabp1;Psmb10;Car2;Ptgds;Cbr1;Alas1;Il1r1;Vtn;Ugdh;Pink1;Acox1;Serpine1;Lcat;Gabarapl1
hallmark_50	delta_log2	15254	prerank	HALLMARK_MTORC1_SIGNALING	0.44038771307120866	2.0184018542726823	0.0	0.0	0.0	106/188	24.03%	Eno1b;Ccng1;Tfrc;Ak4;Hmgcr;Cyp51;Dhcr24;Rdh11;Ldlr;Hk2;Plod2;Hmgcs1;Pik3r3;Rrm2;Gsr;Insig1;Idi1;Sc5d;Acsl3;Gbe1;Bub1;Slc7a11;Acly;Sqle;Fads2;Ddit4;Tuba4a;Txnrd1;Pgk1;Psmd14;Aurka;Trib3;Asns;Cdkn1a;Polr3g;Elovl6;Pdk1;Bhlhe40;Canx;Slc2a1;Nfil3;Hspa4;Actr2;Pno1;Ccnf;Etf1;Glrx;Cct6a;Eif2s2;Phgdh;Acaca;Pfkl;Mthfd2;G6pdx;Psmc6;Nup205;Aldoa;Cacybp;Abcf2;Ldha;Psmd12;Ifrd1;Uchl5;Mthfd2l;Slc7a5;Eef1e1;Nampt;Plk1;Ppa1;Hspa9;Psat1;Psph;Cdc25a;Gtf2h1;Tmem97;Shmt2;Serp1;Ykt6;Nmt1;Ssr1;Hspa5;Psmc2;Nufip1;Atp6v1d;Ppia;Mcm4;Tubg1;Atp2a2;Gmps;Sdf2l1;Hspd1;Psma3;Arpc5l;Rpa1;Rab1a;Tcea1;Ung;Psma4;Cops5;Ube2d3;Hsp90b1;Hmbs;Tbk1;Pdap1;Nupr1;Dapp1
hallmark_50	delta_log2	15254	prerank	HALLMARK_MYC_TARGETS_V1	0.4468250242041187	2.015233795286427	0.0	0.0	0.0	113/190	34.00%	Odc1;Cad;Rrm1;Abce1;Xpo1;Pgk1;Psmd14;Ptges3-ps;Ddx21;Canx;Prps2;Cct4;Psmd1;Cstf2;Etf1;Eif2s1;Eif2s2;Gm9531;Kpnb1;Dhx15;Cct2;Rad23b;Usp1;Xpot;Psmc6;Ran;Srsf1;Eif4a1;Tyms;Orc2;Ldha;Got2;Pabpc4;Ube2e1;Ifrd1;Ppm1g;Tfdp1;Psmd8;Ccna2;Nop56;Mcm5;Tomm70a;Tcp1;Acp1;Vbp1;Ap3s1;Hnrnpu;G3bp1;Psma7;Srpk1;Psmd3;Eif3b;Rsl1d1;Pcna;Nap1l1;Hdac2;Ppia;Npm1;Mcm4;Syncrip;Hspd1;Uba2;Pwp1;Ruvbl2;Sf3a1;Eif3d;Rpl6;Psma4;Txnl4a;Cdc45;Ranbp1;Cops5;Cdc20;Gspt1;Cct5;Smarcc1;Tra2b;Eif4h;Srsf7;Snrpd1;Psmc4;Psma1;Eif4e;Psma2;Mcm7;Erh;Psmb2;Dek;Mrps18b;Fam120a;Vdac3;Mcm6;Hnrnpa1;Ssb;Cct3;Srsf2;Ddx18;Rack1;Sf3b3;Mad2l1;Ncbp1;Hnrnpc;Serbp1;Pa2g4;Ywhaq;Hddc2;Rps2;Eif4g2;Eif3j1;Cct7;Slc25a3;Cbx3;Dut
hallmark_50	delta_log2	15254	prerank	HALLMARK_MITOTIC_SPINDLE	0.4444664225890235	1.9866229404720501	0.0	0.0	0.0	85/195	23.15%	Flnb;Fscn1;Shroom2;Kntc1;Kif5b;Bub1;Lmnb1;Rhof;Anln;Ckap5;Cdc27;Top2a;Tuba4a;Kif4;Dlgap5;Aurka;Ect2;Kif2c;Nek2;Sptan1;Lats1;Abi1;Cenpe;Tiam1;Cenpf;Rasa1;Dync1h1;Dst;Tpx2;Als2;Kif20b;Tbcd;Fbxo5;Rock1;Trio;Myh9;Kif23;Ttk;Arhgap5;Cdk1;Pxn;Arhgap10;Flna;Pif1;Abr;Arfgef1;Rictor;Sptbn1;Ndc80;Ranbp9;Espl1;Notch2;Cep192;Lrpprc;Birc5;Kifap3;Cenpj;Cep250;Kif15;Plk1;Kif11;Vcl;Rfc1;Bin1;Dlg1;Ppp4r2;Arf6;Apc;Rapgef6;Epb41;Racgap1;Tubgcp2;Clasp1;Sass6;Cdc42;Nusap1;Mapre1;Cdk5rap2;Brca2;Smc4;Clip2;Cttn;Rabgap1;Cdc42bpa;Bcr
hallmark_50	delta_log2	15254	prerank	HALLMARK_BILE_ACID_METABOLISM	-0.5927271834289322	-1.961486272752937	0.0	0.0005174602404573055	0.002	27/83	14.54%	Apoa1;Rbp1;Aldh1a1;Gstk1;Ttr;Cyp27a1;Nr1h4;Soat2;Gc;Hsd17b11;Phyh;Slc29a1;Slc22a18;Retsat;Ch25h;Nr1i2;Ephx2;Abca1;Cyp7b1;Pipox;Sult1b1;Pfkm;Abcg8;Abcd3;Bmp6;Pecr;Sod1
hallmark_50	delta_log2	15254	prerank	HALLMARK_ALLOGRAFT_REJECTION	-0.5448456425145112	-1.918594845868246	0.0	0.0007761903606859583	0.004	60/138	17.12%	Cd74;Ctss;H2-Aa;Cdkn2a;H2-DMa;Hcls1;Cfp;Il18;Spi1;Pf4;Thy1;Itgb2;Fcgr2b;Srgn;Ccl22;Ccl5;H2-DMb2;Ccnd2;Ly86;Ccr1;Apbb1;Ccl7;Ncf4;Irf7;Il2rg;Il1b;Irf8;H2-Oa;Map4k1;Ltb;Icam1;Fgr;Was;Fas;Stab1;Socs5;Tgfb1;Tap2;Lcp2;B2m;Cd79a;Cd86;Igsf6;Icosl;Cxcl13;Cd2;Itgal;Bcl3;Ccr2;Tgfb2;C2;Gpr65;Ifngr1;Ptprc;Psmb10;Gzma;Ccr5;Cd3d;H2-Ob;Tlr1
hallmark_50	delta_log2	15254	prerank	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.5322326639469871	-1.9136640811160823	0.0	0.0006209522885487666	0.004	71/159	20.58%	Cd74;H2-Aa;Serping1;Lgals3bp;Vcam1;H2-DMa;St3gal5;Txnip;C1s1;Ifit3;Ifi27;Cfh;Cd38;Ccl5;Cmklr1;Irf5;Il10ra;Vamp5;Ccl7;Cd274;Irf7;Sspn;Nod1;Irf8;Ifi30;Psmb9;Isg15;Fcgr1;Psmb8;Cfb;Icam1;Fgl2;Itgb7;Fas;Ifit2;Lysmd2;Lcp2;B2m;Ciita;Socs3;Cd86;Xaf1;Bst2;Slc25a28;Irf2;Tnfsf10;Ube2l6;Rtp4;Il18bp;Slamf7;Irf9;Sp110;Gbp3;Mvp;Cxcl10;Vamp8;Psmb10;Gzma;Oas2;Dhx58;Eif4e3;Usp18;Stat2;Ifitm3;Il2rb;Batf2;Xcl1;Cxcl9;Zbp1;Ifi35;Samhd1
hallmark_50	delta_log2	15254	prerank	HALLMARK_COMPLEMENT	-0.5228381170280325	-1.8762488766824126	0.0	0.0005174602404573055	0.004	52/149	16.44%	Ctss;C1qa;Hnf4a;C1qc;Serping1;Fcer1g;Cd36;Spock2;Cpq;Apoc1;C1s1;Lipa;Gngt2;Mmp12;Cfh;Ccl5;Pik3r5;Plek;F7;Itgam;Irf7;Cdh13;Zeb1;S100a13;Notch4;Psmb9;F5;Cfb;Prcp;Lgmn;Was;Mmp13;Pla2g7;Stx4a;Lcp2;Clu;Msrb1;Dpp4;Col4a2;F10;Irf2;Brpf3;C2;Olr1;Rhog;Ctso;Ctsb;F3;S100a9;Gzma;Car2;Me1
hallmark_50	delta_log2	15254	prerank	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.555809887258965	-1.8223424576523493	0.0	0.0008870746979268094	0.008	32/81	20.54%	Cd74;Lgals3bp;Lamp3;Txnip;C1s1;Ifit3;Ifi27;Ifitm1;Irf7;Ifi30;Psmb9;Isg15;Psmb8;Ifit2;B2m;Bst2;Slc25a28;Irf2;Ube2l6;Rtp4;Oas1a;Irf9;Sp110;Gbp3;Cxcl10;Dhx58;Usp18;Stat2;Ifitm3;Batf2;Ccrl2;Ifi35
hallmark_50	delta_log2	15254	prerank	HALLMARK_MYOGENESIS	-0.5029644542067832	-1.8099096569154491	0.0	0.0009702379508574478	0.01	52/151	13.66%	Gpx3;Col1a1;Col3a1;Tagln;Cd36;Sod3;Lsp1;Aebp1;Ptgis;Col6a2;Fhl1;Des;Myl7;Cox6a2;Col6a3;Fxyd1;Mylk;Cfd;Aplnr;Actc1;Sspn;Cdh13;Vipr1;Cox7a1;Hspb2;Hspb8;Sorbs3;Gja5;Tcap;Fabp3;Apod;Fgf2;Mef2d;Tgfb1;Clu;Pcx;Ctf1;Col4a2;Spdef;Ncam1;Camk2b;Myh11;Igf1;Cryab;Pfkm;Dmpk;Hdac5;Col15a1;Myl4;Mapk12;Pygm;Fkbp1b
hallmark_50	delta_log2	15254	prerank	HALLMARK_COAGULATION	-0.5242631672278852	-1.8070512495241227	0.0	0.0008624337340955091	0.01	42/101	14.76%	C1qa;Apoa1;Hnf4a;Serping1;Ctse;Ctsk;Mmp2;Cpq;Pecam1;Apoc1;Gda;Cfi;C1s1;Pf4;Vwf;S100a1;Pros1;Trf;Hmgcs2;Cfh;Fbn1;Cfd;Plek;S100a13;Proc;Mmp3;Cfb;Lgmn;Timp3;Clu;Mep1a;Dpp4;Crip2;F10;Fgg;C2;Olr1;Ctso;Ctsb;P2ry1;Prss23;F3
hallmark_50	delta_log2	15254	prerank	HALLMARK_P53_PATHWAY	0.3942705038272247	1.7708033642331251	0.0	0.0020517496865382428	0.006	50/186	10.77%	Il1a;Krt17;Rgs16;Ccng1;Sfn;St14;Lif;Fgf13;Tm4sf1;Procr;Klk8;Trp53;Tpd52l1;Perp;Mdm2;Plk2;Fos;Cd81;Jag2;Ak1;Slc19a2;Def6;Itgb4;Upp1;Phlda3;Slc7a11;Epha2;Serpinb5;Apaf1;Aen;Zmat3;Atf3;Ddit4;Tgfa;Ptpn14;Trib3;Cdkn1a;Ercc5;Rps27l;Rnf19b;Ier3;Ei24;Rhbdf2;Foxo3;Plxnb2;Bax;Ier5;Mapkapk3;Plk3;Polh
hallmark_50	delta_log2	15254	prerank	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.4625521927757624	1.735763548767787	0.0	0.002344856784615134	0.008	29/68	11.38%	Mal2;Hsd17b7;Cxcl16;Hmgcr;Cyp51;Ldlr;Hmgcs1;Lss;Idi1;Sc5d;Gpx8;Ctnnb1;Sqle;Fdft1;Atf3;Fads2;Trib3;Errfi1;Nfil3;Fasn;Acat2;Nsdhl;Trp53inp1;Pdk3;Gnai1;Mvk;Cpeb2;Fdps;Fabp5
hallmark_50	delta_log2	15254	prerank	HALLMARK_KRAS_SIGNALING_UP	-0.4755418148489925	-1.7257575491185488	0.0	0.001707618793509108	0.021	60/170	10.16%	Ctss;Rbp4;Sparcl1;Fcer1g;Laptm5;Plvap;Ace;Gpnmb;Pecam1;Spp1;Tspan7;Eng;G0s2;Sema3b;Arg1;Tmem100;Nr1h4;Gng11;Mall;Itgb2;Anxa10;Cxcr4;Pigr;Cfh;Csf2ra;Abcb1a;Gprc5b;Aldh1a2;Adgrl4;Cmklr1;Sox9;Ccnd2;Angptl4;Hsd11b1;Aldh1a3;Bmp2;Il10ra;Spon1;Btc;Lcp1;Tmem158;Ush1c;Tspan13;Il2rg;Il1b;Ank;Irf8;Gypc;Map4k1;Id2;Psmb8;Clec4a3;Cfb;Mmd;Klf4;Apod;Cd37;C3ar1;F13a1;Adamdec1
hallmark_50	delta_log2	15254	prerank	HALLMARK_ADIPOGENESIS	-0.4622789658543609	-1.714734097359312	0.0	0.0018346317616213558	0.024	59/193	19.21%	Apoe;Gpx3;Sparcl1;Ucp2;Cyp4b1;Cd36;Cmbl;Sult1a1;Cd302;Pparg;Lpl;Phyh;Mgll;Mylk;Angptl4;Decr1;Aldh2;Enpp2;Sspn;Retsat;Ech1;Ephx2;Tst;Abca1;Acaa2;Sqor;Hspb8;Itih5;Pdcd4;Orm1;Acadm;Bckdha;Etfb;Sncg;Lama4;Fabp4;Cavin2;Hadh;Adcy6;Col4a1;Col15a1;Cidea;Phldb1;Angpt1;Ifngr1;Elmod3;Vegfb;Sod1;Scarb1;Chchd10;Me1;Bcl6;Acox1;Gpx4;Cavin1;Rtn3;Ptger3;Ndufa5;Slc25a10
hallmark_50	delta_log2	15254	prerank	HALLMARK_PANCREAS_BETA_CELLS	-0.6267759851355099	-1.5829215021365874	0.021604938271604937	0.009831744568688804	0.141	6/18	10.53%	Pklr;Foxa2;Pdx1;Lmo2;Hnf1a;Dpp4
hallmark_50	delta_log2	15254	prerank	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.4824636535418954	-1.565877883311593	0.010075566750629723	0.01134432065617939	0.173	31/72	20.05%	Cd36;Acvrl1;Reg1;Pf4;Csf2ra;Cd38;Pik3r5;Ccr1;Ccl7;Il2rg;Il1b;Il1r2;Ltb;Fas;Csf3r;Tgfb1;Tnfrsf1a;Socs3;Pdgfc;Il3ra;Ebi3;Cxcl13;Irf9;Ifngr1;Cxcl10;Il1r1;Stat2;Osmr;Tnfrsf1b;Tnfrsf21;Cxcl9
hallmark_50	delta_log2	15254	prerank	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.3753351668958049	1.5379277019338675	0.010638297872340425	0.02282571526273795	0.086	42/102	26.90%	Wfs1;Nabp1;Eif2ak3;Cebpb;Chac1;Vegfa;Kif5b;Tubb2a;Atf3;Ddit4;Asns;Eif2s1;Mthfd2;Dnaja4;Xpot;Eif4a1;Nop56;Slc7a5;Exoc2;Aldh18a1;Hspa9;Cnot2;Psat1;Serp1;Ssr1;Hspa5;Hyou1;Npm1;Eif4g1;Sdad1;Eif4a3;Paip1;Nfyb;Nop14;Hsp90b1;Cnot6;Khsrp;Dcp1a;Gosr2;Calr;Eif4e;Ern1
hallmark_50	delta_log2	15254	prerank	HALLMARK_NOTCH_SIGNALING	-0.5354660396876096	-1.496594756228151	0.04918032786885246	0.024449996361607686	0.351	9/30	15.03%	Arrb1;Heyl;Notch3;St3gal6;Tcf7l2;Dll1;Psenen;Psen2;Wnt2
hallmark_50	delta_log2	15254	prerank	HALLMARK_UV_RESPONSE_DN	-0.41175625250590475	-1.4567952648295384	0.011961722488038277	0.035239042375142506	0.481	29/128	12.07%	Col1a1;Col3a1;Igfbp5;Efemp1;Col1a2;Pdgfrb;Col5a2;Dbp;Cav1;Pparg;Plpp3;Dab2;Mgll;Ltbp1;Slc22a18;Pmp22;Grk5;Sdc2;Fbln5;Anxa4;Rgs4;Atp2b4;Tgfbr3;Lpar1;Pik3cd;Kit;Snai2;Vldlr;Rbpms
hallmark_50	delta_log2	15254	prerank	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.3209948293521489	1.4402794037181266	0.008264462809917356	0.04605038185341388	0.182	41/181	9.60%	Cxcl5;Il1a;Plau;Ptgs2;Il23a;Cxcl2;Lif;Csf2;Plk2;Fos;Litaf;Cd44;Inhba;Serpinb8;Tnfrsf9;Cebpb;Serpinb2;Lamb3;Vegfa;Ldlr;Cxcl1;Pde4b;Tubb2a;Atf3;Zc3h12a;Dusp4;Nr4a2;Fosl2;Cdkn1a;Rnf19b;Tnfaip2;Ier3;Bhlhe40;Nfil3;Cflar;Dusp5;Ets2;Tnfaip3;Nfkb1;Ier5;Dusp2
hallmark_50	delta_log2	15254	prerank	HALLMARK_PEROXISOME	-0.42963638601672827	-1.422232161157298	0.02679658952496955	0.04788124287481505	0.601	13/85	6.57%	Scgb1a1;Aldh1a1;Gstk1;Ttr;Hsd17b11;Abcb1a;Dhrs3;Dlg4;Retsat;Nr1i2;Ech1;Abcc5;Ephx2
hallmark_50	delta_log2	15254	prerank	HALLMARK_FATTY_ACID_METABOLISM	-0.3932457022500676	-1.389717568369585	0.01647058823529412	0.060816797672570366	0.704	43/135	20.55%	Inmt;Aldh1a1;Cd36;Hpgd;Pcbd1;G0s2;Gpd1;Maoa;Car4;Hmgcs2;Hsd17b11;Cpt1a;Mgll;Decr1;Fmo1;Retsat;Cbr3;Ech1;Acaa2;Acss1;Acadm;Glul;Fabp2;Hadh;Acsm3;Ube2l6;Cidea;Ehhadh;Fabp1;Cryz;Hsd17b10;Car2;Mcee;Me1;Cbr1;Ugdh;Acox1;Acot2;Gabarapl1;Acadvl;Lgals1;Eci1;Acaa1a
hallmark_50	delta_log2	15254	prerank	HALLMARK_ANGIOGENESIS	-0.4788603231859224	-1.3746737515251206	0.08096590909090909	0.06619178909183032	0.757	15/33	13.48%	Col3a1;Spp1;Fstl1;Col5a2;Pf4;Postn;Lpl;Ccnd2;S100a4;Stc1;Fgfr1;Kcnj8;Lum;Slco2a1;Olr1
