panel	family	metric	n_genes	U	p	n_kl_gt_kp	n_kl_lt_kp	n_tie_pairs	cliffs_delta	complete_separation	hits_floor	delta_mean	mean_kl	mean_kp	complete_kl_lower	kl_max	kp_min	n_kl	n_kp	exact_floor_p	KP B6AL10-1	KP B6AL10-2	KP B6AL10-3	KP B6AL10-4	KP B6AL10-5	KL KL155	KL KL47	KL KLC	KL KLD	KL KLE
REACTOME_ISG15_ANTIVIRAL_MECHANISM	IFN	mean_log2	28	24.0	0.015873015873015872	24	1	0	0.92	False	False	0.14340571746324482	4.094257591369856	3.950851873906611	False	4.245223820955984	3.825619126218641	5	5	0.007936507936507936	3.9919887814323265	3.9534739506794203	3.825619126218641	3.961661081106181	4.021516430096488	4.064506857338235	4.1173025395696445	4.011544586296048	4.245223820955984	4.032710152689368
REACTOME_OAS_ANTIVIRAL_RESPONSE	IFN	mean_log2	5	23.0	0.031746031746031744	23	2	0	0.84	False	False	0.7774881580439588	3.291373843667812	2.5138856856238534	False	4.316713033605905	2.354082788197957	5	5	0.007936507936507936	2.4988611680644266	2.5816147731637535	2.6030816707868287	2.354082788197957	2.5317880279063028	2.5530888306678388	2.859508187719707	3.2676430934783576	4.316713033605905	3.459916072867255
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	IFN	mean_log2	33	6.0	0.2222222222222222	6	19	0	-0.52	False	False	-0.10407684308090825	4.307309445080774	4.411386288161682	False	4.453338028203221	4.160712705407661	5	5	0.007936507936507936	4.481483975647561	4.487553171007831	4.160712705407661	4.444287284097959	4.482894304647401	4.194164953928438	4.29062692600239	4.272202165372754	4.453338028203221	4.326215151897071
COMPACT_ISG	IFN	mean_log2	15	2.0	0.031746031746031744	2	23	0	-0.84	False	False	-0.8707747110531279	1.2261371823649845	2.0969118934181123	False	2.0158680100619164	1.091616508854802	5	5	0.007936507936507936	2.3681168918785787	2.2380603031165736	1.091616508854802	2.367744042290594	2.4190217209500124	0.940247683448265	1.211713631012139	0.9622917940566844	2.0158680100619164	1.000564793245917
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	STING	mean_log2	7	13.0	1.0	13	12	0	0.04	False	False	0.014571300694838918	3.511786255889516	3.497214955194677	False	3.6469786779239395	3.069809862549427	5	5	0.007936507936507936	3.5648374004477916	3.623751146563368	3.069809862549427	3.610815294873416	3.6168610715393816	3.6305780430711856	3.509070187752513	3.3190463383509554	3.6469786779239395	3.4532580323489883
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	NHEJ	mean_log2	35	24.0	0.015873015873015872	24	1	0	0.92	False	False	0.34438561640519927	2.8949368301699643	2.550551213764765	False	3.0023443270185095	2.450665543432786	5	5	0.007936507936507936	2.508917078891578	2.538955564310616	2.722543175245122	2.450665543432786	2.531674706943724	3.0023443270185095	2.808663648442131	2.978615236964292	2.6959621248008045	2.9890988136240866
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	NHEJ	mean_log2	12	20.0	0.15079365079365079	20	5	0	0.6	False	False	0.377788714969443	2.941006186127461	2.563217471158018	False	3.2262527425362215	2.489616237281131	5	5	0.007936507936507936	2.489616237281131	2.564250246470577	2.726833838297322	2.4970843145512642	2.5383027191897938	3.2262527425362215	2.879728896770225	3.100240534172716	2.327841518455671	3.1709672387024725
CORE_NHEJ	NHEJ	mean_log2	11	23.0	0.031746031746031744	23	2	0	0.84	False	False	0.16532818932812576	2.58324295813348	2.417914768805354	False	2.716826296416436	2.376992439891786	5	5	0.007936507936507936	2.376992439891786	2.381141743499667	2.5300524415482033	2.3772748724104282	2.4241123466766847	2.649825924964538	2.59619154987935	2.442235010628445	2.716826296416436	2.51113600877863
CORE_CGAS_STING	STING	mean_log2	6	25.0	0.007936507936507936	25	0	0	1.0	True	True	0.3961260060096241	2.754618806915686	2.358492800906062	False	2.9982294231679365	1.9410344931392087	5	5	0.007936507936507936	2.447995076634294	2.4856133001547227	1.9410344931392087	2.4639913914571454	2.4538297431449374	2.9982294231679365	2.600928371332053	2.4978108170444853	2.830793189304264	2.8453322337296907
HALLMARK_INTERFERON_ALPHA_RESPONSE__2022_1	IFN	ssgsea_es	93	2.0	0.031746031746031744	2	23	0	-0.84	False	False	-1941.3040086328438	16901.4796856628	18842.783694295646	False	18683.925897754267	16833.94975568396	5	5	0.007936507936507936	19363.462567634553	19225.89122467353	16833.94975568396	19448.214238494013	19342.40068499217	16294.708992228327	17127.04847195847	16214.467330903371	18683.925897754267	16187.247735469591
HALLMARK_INTERFERON_GAMMA_RESPONSE__2022_1	IFN	ssgsea_es	187	0.0	0.007936507936507936	0	25	0	-1.0	True	True	-3146.824502252799	15086.116122881143	18232.940625133942	True	15963.836143998673	16063.796002650291	5	5	0.007936507936507936	18833.359667847995	18723.52345626935	16063.796002650291	18817.79823324729	18726.22576565478	14626.44288648844	15286.147563773033	15066.698534720359	15963.836143998673	14487.45548542521
HALLMARK_INTERFERON_ALPHA_RESPONSE__2023_1	IFN	ssgsea_es	93	2.0	0.031746031746031744	2	23	0	-0.84	False	False	-1941.3040086328438	16901.4796856628	18842.783694295646	False	18683.925897754267	16833.94975568396	5	5	0.007936507936507936	19363.462567634553	19225.89122467353	16833.94975568396	19448.214238494013	19342.40068499217	16294.708992228327	17127.04847195847	16214.467330903371	18683.925897754267	16187.247735469591
HALLMARK_INTERFERON_GAMMA_RESPONSE__2023_1	IFN	ssgsea_es	187	0.0	0.007936507936507936	0	25	0	-1.0	True	True	-3146.824502252799	15086.116122881143	18232.940625133942	True	15963.836143998673	16063.796002650291	5	5	0.007936507936507936	18833.359667847995	18723.52345626935	16063.796002650291	18817.79823324729	18726.22576565478	14626.44288648844	15286.147563773033	15066.698534720359	15963.836143998673	14487.45548542521
HALLMARK_INTERFERON_ALPHA_RESPONSE__2023_2	IFN	ssgsea_es	93	2.0	0.031746031746031744	2	23	0	-0.84	False	False	-1941.3040086328438	16901.4796856628	18842.783694295646	False	18683.925897754267	16833.94975568396	5	5	0.007936507936507936	19363.462567634553	19225.89122467353	16833.94975568396	19448.214238494013	19342.40068499217	16294.708992228327	17127.04847195847	16214.467330903371	18683.925897754267	16187.247735469591
HALLMARK_INTERFERON_GAMMA_RESPONSE__2023_2	IFN	ssgsea_es	187	0.0	0.007936507936507936	0	25	0	-1.0	True	True	-3146.824502252799	15086.116122881143	18232.940625133942	True	15963.836143998673	16063.796002650291	5	5	0.007936507936507936	18833.359667847995	18723.52345626935	16063.796002650291	18817.79823324729	18726.22576565478	14626.44288648844	15286.147563773033	15066.698534720359	15963.836143998673	14487.45548542521
HALLMARK_INTERFERON_ALPHA_RESPONSE__2024_1	IFN	ssgsea_es	93	2.0	0.031746031746031744	2	23	0	-0.84	False	False	-1941.3040086328438	16901.4796856628	18842.783694295646	False	18683.925897754267	16833.94975568396	5	5	0.007936507936507936	19363.462567634553	19225.89122467353	16833.94975568396	19448.214238494013	19342.40068499217	16294.708992228327	17127.04847195847	16214.467330903371	18683.925897754267	16187.247735469591
HALLMARK_INTERFERON_GAMMA_RESPONSE__2024_1	IFN	ssgsea_es	187	0.0	0.007936507936507936	0	25	0	-1.0	True	True	-3146.824502252799	15086.116122881143	18232.940625133942	True	15963.836143998673	16063.796002650291	5	5	0.007936507936507936	18833.359667847995	18723.52345626935	16063.796002650291	18817.79823324729	18726.22576565478	14626.44288648844	15286.147563773033	15066.698534720359	15963.836143998673	14487.45548542521
HALLMARK_INTERFERON_ALPHA_RESPONSE__2025_1	IFN	ssgsea_es	93	2.0	0.031746031746031744	2	23	0	-0.84	False	False	-1941.3040086328438	16901.4796856628	18842.783694295646	False	18683.925897754267	16833.94975568396	5	5	0.007936507936507936	19363.462567634553	19225.89122467353	16833.94975568396	19448.214238494013	19342.40068499217	16294.708992228327	17127.04847195847	16214.467330903371	18683.925897754267	16187.247735469591
HALLMARK_INTERFERON_GAMMA_RESPONSE__2025_1	IFN	ssgsea_es	187	0.0	0.007936507936507936	0	25	0	-1.0	True	True	-3146.824502252799	15086.116122881143	18232.940625133942	True	15963.836143998673	16063.796002650291	5	5	0.007936507936507936	18833.359667847995	18723.52345626935	16063.796002650291	18817.79823324729	18726.22576565478	14626.44288648844	15286.147563773033	15066.698534720359	15963.836143998673	14487.45548542521
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	IFN	ssgsea_es	34	14.0	0.8412698412698413	14	11	0	0.12	False	False	101.21410303986158	12401.26103524958	12300.046932209718	False	12815.876252012848	12148.997192219205	5	5	0.007936507936507936	12284.16418581659	12148.997192219205	12358.320013519158	12549.787606939546	12158.965662554088	12754.572055199082	12272.290107346547	11970.589293428951	12815.876252012848	12192.97746826048
REACTOME_INTERFERON_GAMMA_SIGNALING	IFN	ssgsea_es	19	0.0	0.007936507936507936	0	25	0	-1.0	True	True	-988.6960538040948	19485.538304768095	20474.23435857219	True	19833.72537841712	20193.874192851617	5	5	0.007936507936507936	20594.832705747696	20422.39430430872	20193.874192851617	20585.28632625897	20574.784263693953	19833.72537841712	19575.839911800125	19282.358252705253	19141.80767031021	19593.96031060777
REACTOME_INTERFERON_SIGNALING	IFN	ssgsea_es	136	14.0	0.8412698412698413	14	11	0	0.12	False	False	22.258032105964958	17987.840774860168	17965.582742754203	False	18151.636763350973	17760.415470247397	5	5	0.007936507936507936	18087.44528469095	17940.386265543977	17760.415470247397	18035.076321246037	18004.59037204265	18151.636763350973	17969.833943241272	17785.915039667732	18148.780738494894	17883.03738954597
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	IFN	ssgsea_es	91	21.0	0.09523809523809523	21	4	0	0.68	False	False	190.64179746800073	19768.969112867686	19578.327315399685	False	19987.82011654005	19255.23947954148	5	5	0.007936507936507936	19759.20334750495	19596.297127559792	19255.23947954148	19605.336822895846	19675.559799496365	19793.22247036509	19794.863811957173	19608.046546350743	19987.82011654005	19660.89261912537
REACTOME_ISG15_ANTIVIRAL_MECHANISM	IFN	ssgsea_es	28	10.0	0.6904761904761905	10	15	0	-0.2	False	False	-112.36134445817515	20886.078103465283	20998.439447923458	False	21403.59934623131	20235.470095998062	5	5	0.007936507936507936	21217.601132783017	21042.974738484572	20235.470095998062	21204.61476784774	21291.53650450391	20643.8650802635	21099.01537864743	20537.959921387246	21403.59934623131	20745.95079079693
REACTOME_OAS_ANTIVIRAL_RESPONSE	IFN	ssgsea_es	5	24.0	0.015873015873015872	24	1	0	0.92	False	False	2075.981456824	19907.32411147025	17831.34265464625	False	22345.40651498211	17273.443977454936	5	5	0.007936507936507936	17790.359900903404	17977.208008155656	18344.531037610395	17273.443977454936	17771.170349106873	18054.09382519464	19090.5769449942	19652.12481983037	22345.40651498211	20394.41845234994
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	IFN	ssgsea_es	33	5.0	0.15079365079365079	5	20	0	-0.6	False	False	-271.78209120587417	21301.12810909101	21572.910200296883	False	21567.982389105226	21107.876679805708	5	5	0.007936507936507936	21655.02072112993	21751.011647174397	21107.876679805708	21582.23563564721	21768.40631772717	21151.994658792122	21403.712993495785	21112.780377147286	21567.982389105226	21269.170126914625
COMPACT_ISG	IFN	ssgsea_es	15	2.0	0.031746031746031744	2	23	0	-0.84	False	False	-2396.0041449745167	13424.344791954141	15820.348936928658	False	15973.9101485373	12848.387700376832	5	5	0.007936507936507936	16662.93959179578	16210.603849264371	12848.387700376832	16622.590761116913	16757.222782089397	12626.538946415472	13463.745027931112	12391.469105314412	15973.9101485373	12666.060731572423
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	STING	ssgsea_es	7	14.0	0.8412698412698413	14	11	0	0.12	False	False	2.2295143822520913	19908.13598695829	19905.906472576036	False	20265.114052689783	18996.66842209995	5	5	0.007936507936507936	19985.338588174975	20389.205664303972	18996.66842209995	20030.31272729131	20128.006961009967	20265.114052689783	20211.92940169025	19240.491567383302	20146.8617420989	19676.283170929204
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	NHEJ	ssgsea_es	35	24.0	0.015873015873015872	24	1	0	0.92	False	False	1281.5178652697177	19162.084449902282	17880.566584632565	False	19482.25916792633	17458.738870480567	5	5	0.007936507936507936	17696.440472589795	17739.42783943843	18839.973493842557	17458.738870480567	17668.252246811488	19482.25916792633	19031.611492469772	19244.787767893136	18741.421642186637	19310.34217903554
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	NHEJ	ssgsea_es	12	20.0	0.15079365079365079	20	5	0	0.6	False	False	1378.6474766233805	19350.61594830651	17971.96847168313	False	20169.13182564054	17659.027733655665	5	5	0.007936507936507936	17682.794452943803	17886.32139210636	18883.35282111496	17659.027733655665	17748.34595859484	20169.13182564054	19388.91919799571	19722.70973166126	17545.268400355068	19927.050585879977
CORE_NHEJ	NHEJ	ssgsea_es	11	23.0	0.031746031746031744	23	2	0	0.84	False	False	829.6138695442751	18339.676448578306	17510.06257903403	False	18803.00594315652	17272.327004840277	5	5	0.007936507936507936	17338.691604169733	17287.208537605526	18285.537725502832	17272.327004840277	17366.548023051782	18560.229311203984	18459.95038245406	17821.35156433255	18803.00594315652	18053.845041744415
CORE_CGAS_STING	STING	ssgsea_es	6	25.0	0.007936507936507936	25	0	0	1.0	True	True	1667.5294355679544	17231.252914388548	15563.723478820593	False	17873.831427725705	14224.689630691115	5	5	0.007936507936507936	15852.946619455099	16101.389459260157	14224.689630691115	15870.575218250335	15769.016466446257	17873.831427725705	16862.502214067074	16478.218942455715	17443.735545853055	17497.976441841187
