panel	family	dropped	dropped_arm	U	p	n_kl_gt_kp	n_kl_lt_kp	n_tie_pairs	cliffs_delta	complete_separation	hits_floor	delta_mean	mean_kl	mean_kp	complete_kl_lower	kl_max	kp_min	n_kl	n_kp	exact_floor_p
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	NHEJ	KL KLC	KL	15.0	0.2857142857142857	15	5	0	0.5	False	False	0.3379801279581294	2.901197599116147	2.563217471158018	False	3.2262527425362215	2.489616237281131	4	5	0.015873015873015872
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	NHEJ	KL KLD	KL	20.0	0.015873015873015872	20	0	0	1.0	True	False	0.5310798818873907	3.0942973530454085	2.563217471158018	False	3.2262527425362215	2.489616237281131	4	5	0.015873015873015872
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	NHEJ	KL KLE	KL	15.0	0.2857142857142857	15	5	0	0.5	False	False	0.3202984518256904	2.883515922983708	2.563217471158018	False	3.2262527425362215	2.489616237281131	4	5	0.015873015873015872
CORE_NHEJ	NHEJ	KP B6AL10-1	KP	18.0	0.06349206349206349	18	2	0	0.8	False	False	0.15509760709973408	2.58324295813348	2.428145351033746	False	2.716826296416436	2.3772748724104282	5	4	0.015873015873015872
CORE_NHEJ	NHEJ	KP B6AL10-2	KP	18.0	0.06349206349206349	18	2	0	0.8	False	False	0.15613493300170456	2.58324295813348	2.4271080251317754	False	2.716826296416436	2.376992439891786	5	4	0.015873015873015872
CORE_NHEJ	NHEJ	KP B6AL10-3	KP	20.0	0.015873015873015872	20	0	0	1.0	True	False	0.19336260751383838	2.58324295813348	2.3898803506196415	False	2.716826296416436	2.376992439891786	5	4	0.015873015873015872
CORE_NHEJ	NHEJ	KP B6AL10-4	KP	18.0	0.06349206349206349	18	2	0	0.8	False	False	0.1551682152293945	2.58324295813348	2.4280747429040854	False	2.716826296416436	2.376992439891786	5	4	0.015873015873015872
CORE_NHEJ	NHEJ	KP B6AL10-5	KP	18.0	0.06349206349206349	18	2	0	0.8	False	False	0.16687758379595863	2.58324295813348	2.4163653743375213	False	2.716826296416436	2.376992439891786	5	4	0.015873015873015872
CORE_NHEJ	NHEJ	KL KL155	KL	18.0	0.06349206349206349	18	2	0	0.8	False	False	0.1486824476203612	2.5665972164257154	2.417914768805354	False	2.716826296416436	2.376992439891786	4	5	0.015873015873015872
CORE_NHEJ	NHEJ	KL KL47	KL	18.0	0.06349206349206349	18	2	0	0.8	False	False	0.16209104139165786	2.580005810197012	2.417914768805354	False	2.716826296416436	2.376992439891786	4	5	0.015873015873015872
CORE_NHEJ	NHEJ	KL KLC	KL	19.0	0.031746031746031744	19	1	0	0.9	False	False	0.2005801762043844	2.6184949450097386	2.417914768805354	False	2.716826296416436	2.376992439891786	4	5	0.015873015873015872
CORE_NHEJ	NHEJ	KL KLD	KL	18.0	0.06349206349206349	18	2	0	0.8	False	False	0.13193235475738696	2.549847123562741	2.417914768805354	False	2.649825924964538	2.376992439891786	4	5	0.015873015873015872
CORE_NHEJ	NHEJ	KL KLE	KL	19.0	0.031746031746031744	19	1	0	0.9	False	False	0.1833549266668384	2.6012696954721926	2.417914768805354	False	2.716826296416436	2.376992439891786	4	5	0.015873015873015872
CORE_CGAS_STING	STING	KP B6AL10-1	KP	20.0	0.015873015873015872	20	0	0	1.0	True	False	0.4185015749416827	2.754618806915686	2.3361172319740033	False	2.9982294231679365	1.9410344931392087	5	4	0.015873015873015872
CORE_CGAS_STING	STING	KP B6AL10-2	KP	20.0	0.015873015873015872	20	0	0	1.0	True	False	0.42790613082178997	2.754618806915686	2.326712676093896	False	2.9982294231679365	1.9410344931392087	5	4	0.015873015873015872
CORE_CGAS_STING	STING	KP B6AL10-3	KP	20.0	0.015873015873015872	20	0	0	1.0	True	False	0.29176142906791114	2.754618806915686	2.462857377847775	False	2.9982294231679365	2.447995076634294	5	4	0.015873015873015872
CORE_CGAS_STING	STING	KP B6AL10-4	KP	20.0	0.015873015873015872	20	0	0	1.0	True	False	0.4225006536473952	2.754618806915686	2.332118153268291	False	2.9982294231679365	1.9410344931392087	5	4	0.015873015873015872
CORE_CGAS_STING	STING	KP B6AL10-5	KP	20.0	0.015873015873015872	20	0	0	1.0	True	False	0.4199602415693433	2.754618806915686	2.3346585653463428	False	2.9982294231679365	1.9410344931392087	5	4	0.015873015873015872
CORE_CGAS_STING	STING	KL KL155	KL	20.0	0.015873015873015872	20	0	0	1.0	True	False	0.3352233519465613	2.6937161528526232	2.358492800906062	False	2.8453322337296907	1.9410344931392087	4	5	0.015873015873015872
CORE_CGAS_STING	STING	KL KL47	KL	20.0	0.015873015873015872	20	0	0	1.0	True	False	0.4345486149055322	2.793041415811594	2.358492800906062	False	2.9982294231679365	1.9410344931392087	4	5	0.015873015873015872
CORE_CGAS_STING	STING	KL KLC	KL	20.0	0.015873015873015872	20	0	0	1.0	True	False	0.4603280034774242	2.818820804383486	2.358492800906062	False	2.9982294231679365	1.9410344931392087	4	5	0.015873015873015872
CORE_CGAS_STING	STING	KL KLD	KL	20.0	0.015873015873015872	20	0	0	1.0	True	False	0.37708241041247925	2.735575211318541	2.358492800906062	False	2.9982294231679365	1.9410344931392087	4	5	0.015873015873015872
CORE_CGAS_STING	STING	KL KLE	KL	20.0	0.015873015873015872	20	0	0	1.0	True	False	0.37344764930612273	2.7319404502121847	2.358492800906062	False	2.9982294231679365	1.9410344931392087	4	5	0.015873015873015872
