regulon	tf	kind	n_targets	n_high_specific	mean_r	targets	elf3_given	note
ELF3_pearson_cldn4_high	ELF3	pearson_cldn4_high	50	177	0.366	TACSTD2;CLDN1;KLF5;HSPB1;ATF3;ANXA1;PERP;KLF4;KRT19;HES1;RAP2B;TIPARP;NET1;DSTN;RND3;FBXO32;SCNN1A;ERRFI1;PMAIP1;EMP1;JUN;SDC1;JUP;AQP3;HSPA1B;ANXA2;TXN;MAL2;TOB1;EIF2S2;GSTP1;CHMP4B;EIF4A2;SPINT2;SFN;HSP90AB1;DNAJB1;TFG;B3GNT5;FAM129B;CSTB;HSP90AA1;SLC25A25;ACTG1;CLDN7;RNF7;DNAJB4;CSNK2A1;RPL24;TMEM159	True	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
ELF3_high_specific	ELF3	high_specific	0	177			True	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
GRHL1_pearson_cldn4_high	GRHL1	pearson_cldn4_high	50	311	0.309	JUP;CSTB;LRRC8A;CSTA;EMP1;PERP;SDC1;NECTIN4;RHCG;ANXA1;KRT16;RAP2B;DSP;DSC2;SLC20A2;MAL2;IVL;KLK10;CDKN2B;GRHL3;PKP1;CD9;CLDN1;MALL;PLS3;RAB11FIP1;MYH14;DYNLT3;TMPRSS4;SPINK5;POLR2J3;TACSTD2;POF1B;USP6NL;CDKN2A;EPS8L1;FAM129B;SLC6A8;CLDND1;LIPH;RND3;ATP1B1;SERPINB5;TTC9;LYPD3;KRT19;SERTAD2;KLF5;KLK11;WASL	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
GRHL1_high_specific	GRHL1	high_specific	4	311		PLS3;TACSTD2;POF1B;LIPH	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
GRHL2_pearson_cldn4_high	GRHL2	pearson_cldn4_high	50	91	0.363	ALDH3A1;NMRAL2P;TFRC;SDC1;CBR1;EIF4A2;NUCKS1;ABCC5;CALB2;CDKN2A;SOX2;ATP2B1;HSPA1B;SET;GPX2;ALDH1A1;JUN;SUMO3;ATP1B3;RAP2B;CLDN1;EIF4G1;PTPRZ1;YWHAZ;PERP;SFN;KRT19;PTDSS1;SERPINB5;AKR1B10;NCBP2;TRA2B;HSP90AA1;GSTA4;PKP1;LRRC58;HMGA1;TP63;AKR1C2;NET1;TCF4;TBL1XR1;DSP;EIF2S2;HSP90AB1;LSG1;TXN;CHMP4B;DKC1;NAA20	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
GRHL2_high_specific	GRHL2	high_specific	0	91			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
KLF4_pearson_cldn4_high	KLF4	pearson_cldn4_high	50	86	0.551	RAP2B;SERPINB5;ANXA1;CLDN1;RND3;MAL2;JUN;ATF3;PERP;HSPA1B;SFN;KLF5;TBL1XR1;LRRC8A;PMAIP1;JUP;HSPB1;ALDH3A1;NMRAL2P;CDKN2A;DNAJB4;CALB2;CHMP4B;P2RY1;SDC1;DNAJB1;KRT19;TACSTD2;DSC2;MYH14;FOSB;B3GNT5;HSPA1A;CSTA;NET1;TXN;LRRC4;EIF4A2;EGR1;BRD2;CSTB;ERRFI1;PKP1;NAA50;SUMO3;SLC25A25;NAA20;RAPGEFL1;TRA2B;EIF2S2	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
KLF4_high_specific	KLF4	high_specific	0	86			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
KLF5_pearson_cldn4_high	KLF5	pearson_cldn4_high	50	114	0.518	PERP;SERPINB5;RAP2B;ANXA1;KLF4;SFN;CLDN1;HSPB1;JUP;KRT19;MAL2;HSPA1B;SDC1;RND3;DSTN;TACSTD2;EIF4A2;TXN;EIF2S2;ALDH3A1;NAA20;NET1;NUCKS1;MYH14;CDKN2A;LRRC8A;JUN;CSTA;NMRAL2P;CSTB;TBL1XR1;DNAJB1;PKP1;YWHAZ;ATF3;SET;DSP;ATP1B3;CHMP4B;TRIM29;CD9;HSP90AB1;PMAIP1;LAD1;ANP32B;ACTN4;HSP90AA1;ZNF706;ANXA2;P2RY1	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
KLF5_high_specific	KLF5	high_specific	0	114			False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
OVOL1_pearson_cldn4_high	OVOL1	pearson_cldn4_high	50	313	0.275	EMP1;KRT16;TACSTD2;KLK10;DSC2;LRRC8A;JUP;CSTB;LYPD3;MAL2;ANXA1;GRHL3;RHCG;RAB11FIP1;CD24;IVL;RND3;KLK11;FAM129B;SLC20A2;KRT80;KLF4;MALL;LY6G6C;C1orf116;RAP2B;DSP;PIM1;POLR2J3;GADD45A;PLS3;LIPH;IL1RN;ZNF185;SULT2B1;ZNF750;CDKN2B;ACTN4;EPS8L1;SERPINB5;PERP;ARF6;CSTA;PPL;SPINK5;NECTIN4;METRNL;ADIRF;USP6NL;SCEL	False	CLDN4-high only; top 50 Pearson r>=0.1 (or top positive); CLDN4 held out; not ChIP
OVOL1_high_specific	OVOL1	high_specific	42	313		EMP1;KRT16;KLK10;DSC2;LRRC8A;JUP;MAL2;ANXA1;GRHL3;RHCG;RAB11FIP1;CD24;IVL;RND3;KLK11;FAM129B;SLC20A2;KLF4;MALL;RAP2B;DSP;PIM1;POLR2J3;GADD45A;PLS3;IL1RN;ZNF185;SULT2B1;ZNF750;CDKN2B;ACTN4;EPS8L1;SERPINB5;PERP;ARF6;CSTA;PPL;SPINK5;NECTIN4;ADIRF;USP6NL;SCEL	False	subset of Pearson top with r_high>=0.15 and r_low<0.1; CLDN4-low regulons are not reported
