term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	rank_pos_all	rank_pos_barrier	is_barrier	cohort	universe	fdr_barrier_universe
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.4498479086389812	1.722118440220944	0.001998001998001998	42	0.8728399161397843	CLDN4,OCLN,CLDN3,CLDN1,MARVELD2,MARVELD3,GRHL2,CLDN23,MICALL2,CLDN7,STRN,POF1B,PARD3,PDCD6IP,CLDN16,CLDN9,CLDN6,SLC39A9	18	0.004995004995004995	16.0	11.0	True	GSE31210_LUAD	barrier_subset_of_context	0.005994005994005994
CUSTOM_CLAUDIN_PANEL	0.5294878245479832	1.6293708380616292	0.006993006993006993	20	1.3023817098547776	CLDN4,CLDN3,CLDN1,CLDN23,CLDN7,CLDN12,CLDN16,CLDN9,CLDN6	9	0.015120015120015122	20.0	12.0	True	GSE31210_LUAD	barrier_subset_of_context	0.014985014985014986
GOBP_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	0.5245898337995831	1.6008583161972354	0.01098901098901099	18	0.5055007263870493	KDF1,SFN,ZFP36L1,SULT2B1,ERRFI1,AQP3	6	0.020444671607462307	21.0	13.0	True	GSE31210_LUAD	barrier_subset_of_context	0.020604395604395608
GOBP_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	0.5271378868585357	1.5611497814469075	0.016983016983016984	14	0.5749804343724946	KDF1,SFN,SULT2B1,NUMA1	4	0.028305028305028308	23.0	14.0	True	GSE31210_LUAD	barrier_subset_of_context	0.026815289973184712
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION	0.3768962684351289	1.560736359485037	0.001998001998001998	62	0.5211664889402748	KRT19,KRT7,KRT80,KRT32,KRT10,KRT35,KRT73,KRT33B,EPPK1,KRT16,KRT40,KRT4,KRT15,KRT24,KRT6B,KRT81,KRT17,KRT13,DSP,KRT6A,KRT75,KRT33A,KRT71,PKP2,KRT38	33	0.004995004995004995	24.0	15.0	True	GSE31210_LUAD	barrier_subset_of_context	0.005994005994005994
GOBP_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION	0.5298795569425334	1.4810657190186367	0.023976023976023976	14	1.4587301278177545	F11R,ILDR1,LSR,SCRIB,TJP3,ARHGEF18,ACTG1	7	0.03836163836163836	27.0	16.0	True	GSE31210_LUAD	barrier_subset_of_context	0.03596403596403596
GOBP_EPITHELIAL_CELL_CELL_ADHESION	0.556625605038263	1.4558710548622305	0.04595404595404595	10	1.1649553330867048	PLEKHA7,KIFC3,JUP,CAMSAP3	4	0.06684224866043048	29.0	17.0	True	GSE31210_LUAD	barrier_subset_of_context	0.0656486370772085
GOBP_CELL_CELL_JUNCTION_ORGANIZATION	0.3221082545156875	1.3628890089341972	0.016983016983016984	65	-0.06171899770471841	CDH1,OCLN,CLDN1,MARVELD2,CXADR,PKP3,MARVELD3,DSG2,PARD6B,CDH3,F2RL1,PRKCI,TGFB2,TJP3	14	0.028305028305028308	31.0	18.0	True	GSE31210_LUAD	barrier_subset_of_context	0.026815289973184712
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION	0.41367545771256986	1.086774967380703	0.15484515484515485	11	0.36967242476413503	CDH3,NOTCH2,REG3G,LRG1,MDK	5	0.18846824816974073	38.0	19.0	True	GSE31210_LUAD	barrier_subset_of_context	0.1753801753801754
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	0.3169828620508115	1.0593883762257386	0.15784215784215785	24	0.16657783345437535	EPB41L4B,CDH3,ZFP36L1,PTPRK,NOTCH2,CASK,EPPK1	7	0.18846824816974073	39.0	20.0	True	GSE31210_LUAD	barrier_subset_of_context	0.1753801753801754
GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	0.2831313823342788	0.9322110974536743	0.22277722277722278	22	-0.1569665313962619	GRHL2,ZFP36L1,NUMA1,ERRFI1,AQP3	5	0.24753024753024752	43.0	21.0	True	GSE31210_LUAD	barrier_subset_of_context	0.23045919597643738
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	-0.32592002007754245	-0.7727537829170575	0.43756243756243757	9	-0.5555680494162514	NCOA3,ZBED2,MED1,PRKCH	4	0.44310120259487346			True	GSE31210_LUAD	barrier_subset_of_context	0.43756243756243757
GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	-0.38250120345766647	-1.0608157613038507	0.2087912087912088	15	-0.24330984669555852	PRKCH,SNAI2,CLDN5,SNAI1	4	0.2375089699033361			True	GSE31210_LUAD	barrier_subset_of_context	0.2237048665620094
HALLMARK_APICAL_JUNCTION	-0.2506986126687801	-1.1587436466192964	0.12487512487512488	193	-0.1240531498089014	ACTA1,VCAM1,PFN1,SYK,COL16A1,VCAN,FBN1,CDK8,SYMPK,ACTN1,CERCAM,NLGN2,NF2,RAC2,MYH10,ACTC1,CDH6,MMP2,ADAMTS5,FLNC,TSC1,GAMT,NEGR1,TRO,EVL	46	0.16377065557393428			True	GSE31210_LUAD	barrier_subset_of_context	0.16288059766320637
GOBP_REGULATION_OF_KERATINOCYTE_MIGRATION	-0.4557804571737629	-1.1620141438805704	0.15184815184815184	11	-0.6276730068366678	MAPRE2,FGF7,IQSEC1,MAP4K4	4	0.18846824816974073			True	GSE31210_LUAD	barrier_subset_of_context	0.1753801753801754
GOBP_CELL_CELL_JUNCTION_MAINTENANCE	-0.48327485169274426	-1.193612723047907	0.15784215784215785	10	-0.680694013298001	MYADM,F2R,CSF1R,NLGN2,FERMT2	5	0.18846824816974073			True	GSE31210_LUAD	barrier_subset_of_context	0.1753801753801754
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_MIGRATION	-0.5191560426915236	-1.2515586889437917	0.11388611388611389	9	-0.9118970642407955	MAPRE2,FGF7,IQSEC1,MAP4K4	4	0.15184815184815187			True	GSE31210_LUAD	barrier_subset_of_context	0.15529924620833713
GOBP_CELL_CELL_JUNCTION_ASSEMBLY	-0.3832044856132596	-1.5329049933327006	0.008991008991008992	69	-0.5475327146544534	CDH11,CDH12,CDH2,PIP5K1C,TLN1,CDH6,MPDZ,PAK2,CDH13,DCHS1,ZNF703,CDH5,RAMP2,GJA5,CLDN5,GJC1,CNTNAP1,JAM3,GJD3,EPB41L3,GJA4	21	0.01754343217757852			True	GSE31210_LUAD	barrier_subset_of_context	0.017982017982017984
GOBP_ADHERENS_JUNCTION_ASSEMBLY	-0.6748697760002695	-1.6132958080365847	0.014985014985014986	9	-2.120798617573735	SMAD7,PIP5K1C,PAK2,ZNF703,RAMP2,JAM3	6	0.02664002664002664			True	GSE31210_LUAD	barrier_subset_of_context	0.026444144091202916
GOBP_ADHERENS_JUNCTION_ORGANIZATION	-0.48781600686027254	-1.6738692857915383	0.003996003996003996	33	-0.9918858855496094	CDH11,CDH12,CDH2,PIP5K1C,CDH6,FERMT2,PAK2,CSK,CDH13,DCHS1,ZNF703,CDH5,RAMP2,JAM3	14	0.00888000888000888			True	GSE31210_LUAD	barrier_subset_of_context	0.009221547683086143
