term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	rank_pos_all	rank_pos_barrier	is_barrier	cohort	universe
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.17471773357800918	0.8055903508706644	0.4855144855144855	110	0.027112809109161962	EXOSC4,CCL2,VEGFA,NABP1,YWHAZ,ATF3,EIF4G1,ERO1A,SHC1,BAG3,CEBPB,NFYA,IFIT1,YIF1A,CHAC1	15	0.4917390302005687	69.0		False	concordant4_malignant	context
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	0.27765392002350237	0.741456639367767	0.4225774225774226	11	0.23239104412072037	PLAAT4,TRIM16,ETV4,PRKCH,NME2,ZBED2	6	0.43355345952748553	70.0	29.0	True	concordant4_malignant	context
HALLMARK_MTORC1_SIGNALING	0.14748339935694554	0.7373938416053738	0.5914085914085914	198	-0.07197874861355037	SERPINH1,IDH1,LTA4H,SYTL2,DAPP1,CD9,ME1,CTSC,ARPC5L,SRD5A1,TES,ERO1A,BCAT1,TBK1,LDLR,ADD3,DHCR24,SLC2A1,CFP,PGM1,FDXR,RAB1A,ENO1,PPP1R15A,STIP1	27	0.5914085914085914	71.0		False	concordant4_malignant	context
HALLMARK_MYC_TARGETS_V2	-0.20359465830386958	-0.8631517379238101	0.3126873126873127	58	-0.20252309434703417	SORD,RABEPK,FARSA,DDX18,PUS1,MRTO4,AIMP2,UNG,MPHOSPH10,NOP2,SLC29A2,NPM1,PLK1,NOLC1,MCM5,MCM4,RRP12,UTP20,SLC19A1,GRWD1,PPAN,NOP56,BYSL,NDUFAF4,DCTPP1	30	0.35800431452605364			False	concordant4_malignant	context
HALLMARK_DNA_REPAIR	-0.2308722135935948	-1.1522614202563046	0.07392607392607392	150	-0.1878838777798705	POLA2,FEN1,RALA,GTF2F1,POLD1,POLR2F,RAD51,EIF1B,PDE6G,SNAPC5,NELFB,POLR2D,SF3A3,TAF9,POM121,POLR1D,CSTF3,ZWINT,SRSF6,RFC4,NFX1,AAAS,COX17,POLR3C,ERCC2	40	0.09574032524852195			False	concordant4_malignant	context
HALLMARK_MYC_TARGETS_V1	-0.31746874176393874	-1.652815173537376	0.000999000999000999	196	-0.3549585090042867	USP1,PGK1,TARDBP,SSB,DDX18,PSMA1,UBA2,CDK2,MRPL9,SMARCC1,RANBP1,GOT2,EIF3B,EIF3D,SSBP1,AIMP2,PSMB2,SRPK1,LSM7,HNRNPC,SNRPA,PSMA2,PCNA,GLO1,MCM7	104	0.0016791718919378495			False	concordant4_malignant	context
HALLMARK_SPERMATOGENESIS	-0.37436124502648516	-1.7698256304114144	0.001998001998001998	106	-0.5103344446776509	IDE,RAD17,VDAC3,CRISP2,IFT88,CNIH2,PARP2,PEBP1,DBF4,SIRT1,CCNB2,EZH2,CCT6B,CHFR,SPATA6,CSNK2A2,SLC2A5,ZC2HC1C,POMC,IL12RB2,DDX25,AGFG1,ADCYAP1,TOPBP1,CCNA1	54	0.0032212685273909766			False	concordant4_malignant	context
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.34754770796210416	-1.8121500262940955	0.000999000999000999	200	-0.4421296044119826	OPA1,TIMM8B,MRPL35,LRPPRC,NDUFB4,NDUFS7,MDH1,PHYH,ATP5PF,NDUFA2,ATP6V1H,UQCRFS1,SLC25A3,NDUFAB1,COX7C,VDAC3,UQCRC1,TIMM9,CYCS,NDUFA1,ETFA,ATP5F1B,SLC25A5,HCCS,ECI1	93	0.0016791718919378495			False	concordant4_malignant	context
HALLMARK_G2M_CHECKPOINT	-0.42458367468097713	-2.209107973347781	0.000999000999000999	195	-0.5961544994711695	MCM2,TOP1,MKI67,AURKB,CDC25A,KIF4A,TPX2,HUS1,SMC4,PRC1,UBE2S,DBF4,ORC6,CCNB2,EZH2,ODF2,UPF1,KIF20B,POLQ,POLE,STMN1,POLA2,SFPQ,KPNA2,INCENP	92	0.0016791718919378495			False	concordant4_malignant	context
HALLMARK_PANCREAS_BETA_CELLS	-0.624247828934724	-2.2549134849844417	0.000999000999000999	32	-0.9715184479483274	NEUROD1,SCGN,HNF1A,PAK3,ELP4,SYT13,DCX,NEUROG3,PDX1,ISL1,ABCC8,INSM1,PCSK2,PCSK1,PAX6,CHGA	16	0.0016791718919378495			False	concordant4_malignant	context
HALLMARK_E2F_TARGETS	-0.501843930307251	-2.6588641262875132	0.000999000999000999	198	-0.7485413985044168	HMGB2,NASP,LYAR,POP7,CDK1,RAD1,EXOSC8,TUBG1,PLK1,RPA3,STAG1,RNASEH2A,CDCA8,PTTG1,DEK,NOLC1,CENPM,CDKN3,MSH2,MCM5,DLGAP5,RPA1,MCM4,CTPS1,MCM2	128	0.0016791718919378495			False	concordant4_malignant	context
