term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr	rank_pos_all	rank_pos_barrier	is_barrier	cohort	universe
HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.42754716180070856	-1.8067540086691538	0.000999000999000999	83	-1.5774911858370635	LTB,ITGB3,TYK2,IL6,PF4,STAT3,EBI3,CSF1,CXCL9,LEPR,IFNAR1,IL6ST,TGFB1,TNF,PTPN11,PLA2G2A,CSF3R,STAT1,IL1R1,HMOX1,MYD88,IL1B,IL18R1,PTPN1,CD14	40	0.003518220909525257			False	OncoSG_LUAD	context
HALLMARK_IL2_STAT5_SIGNALING	-0.3811362363297085	-1.8423617699162094	0.000999000999000999	197	-1.2807481619176422	CD44,TNFRSF4,P4HA1,ODC1,ST3GAL4,CAPG,HK2,UCK2,DCPS,IGF1R,AGER,MYC,ETFBKMT,SCN9A,PRNP,IL13,F2RL2,ECM1,IL1R2,SMPDL3A,TRAF1,PNP,ITGA6,FURIN,TIAM1	99	0.003518220909525257			False	OncoSG_LUAD	context
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.5093359416393815	-1.8987552124883604	0.000999000999000999	46	-1.4347433138026573	HEY2,LIMS1,FGFR1,TBX3,TGFBR1,TGFB1,SNAI2,GSK3B,LEF1,NOTCH4,LOXL3,ROCK1,TGFBR3,NOTCH1,ROCK2,EOMES,IGF1,RBPJ,HGF,HEYL	20	0.003518220909525257			False	OncoSG_LUAD	context
HALLMARK_UV_RESPONSE_DN	-0.42358764806586396	-1.939340970389726	0.000999000999000999	142	-1.5521578599446777	PTPRM,SFMBT1,IGF1R,AMPH,MYC,SERPINE1,EFEMP1,SCAF8,CDKN1B,WDR37,SIPA1L1,PPARG,TJP1,GJA1,SLC7A1,PLCB4,ITGB3,PRDM2,BDNF,CITED2,RXRA,PTPN21,NR3C1,HAS2,IRS1	79	0.003518220909525257			False	OncoSG_LUAD	context
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.4022972291139462	-1.9582873255525828	0.000999000999000999	197	-1.291604959823195	CASP1,OAS2,FCGR1A,GCH1,STAT3,RAPGEF6,IFIT3,CXCL9,TNFAIP6,TRAFD1,RNF213,ST8SIA4,IRF2,CD69,TRIM21,STAT1,SP110,TRIM14,C1R,IRF5,C1S,SLAMF7,BANK1,ITGB7,GZMA	71	0.003518220909525257			False	OncoSG_LUAD	context
HALLMARK_KRAS_SIGNALING_UP	-0.40680760853374526	-1.9758196833516797	0.000999000999000999	196	-1.3312617741204076	AKT2,SNAP25,PEG3,MMP9,DNMBP,LIF,RBP4,PPBP,NAP1L2,ANKH,NRP1,CXCR4,PRRX1,INHBA,SCG3,STRN,ID2,TMEM100,ENG,HSD11B1,RGS16,USP12,ADAMDEC1,GYPC,MAP3K1	77	0.003518220909525257			False	OncoSG_LUAD	context
HALLMARK_COMPLEMENT	-0.4559791262452568	-2.1862144118195492	0.000999000999000999	197	-1.5890292762484282	CR2,GP9,APOC1,GNAI3,F8,ACTN2,RASGRP1,IL6,USP16,AKAP10,DOCK4,KLK1,DOCK9,DGKH,CASP1,CSRP1,CASP10,CPM,OLR1,S100A12,F5,APOBEC3G,SCG3,CTSO,ITIH1	90	0.003518220909525257			False	OncoSG_LUAD	context
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.4840116069232222	-2.3591608139602034	0.000999000999000999	197	-1.6789860477107443	GEM,GREM1,GJA1,FSTL3,SNTB1,PCOLCE2,DST,ITGB3,VIM,ITGB5,IL6,BDNF,HTRA1,FOXC2,MGP,TIMP3,COLGALT1,CADM1,FBLN5,CDH2,PCOLCE,ITGB1,LGALS1,NOTCH2,THBS2	102	0.003518220909525257			False	OncoSG_LUAD	context
HALLMARK_INFLAMMATORY_RESPONSE	-0.49771818303836224	-2.3761435798963895	0.000999000999000999	199	-1.7910021791442003	ATP2A2,SCARF1,CCL2,LAMP3,SLC7A2,ITGB3,GNAI3,CCL22,KCNMB2,RASGRP1,IL6,PROK2,TNFRSF9,BEST1,HAS2,LIF,GCH1,SLC1A2,PDPN,EBI3,CSF1,OLR1,CXCL9,KCNJ2,FFAR2	98	0.003518220909525257			False	OncoSG_LUAD	context
HALLMARK_ALLOGRAFT_REJECTION	-0.5274815151223406	-2.5360443633320324	0.000999000999000999	194	-2.0463961143552103	IL18RAP,ST8SIA4,ACVR2A,INHBA,CSK,TGFB1,CFP,KRT1,C2,LY86,TNF,CCL11,CD80,GZMB,STAT1,IFNG,FGR,HLA-DOA,CD79A,GZMA,TAP2,CCL13,FCGR2B,PTPN6,CD3D	90	0.003518220909525257			False	OncoSG_LUAD	context
