family	immune_family	score_family	k	cohorts	n_patients	rho_CLDN	p_CLDN	I2_CLDN	stouffer_z_CLDN	stouffer_p_CLDN	cldn4_negative	is_full_family	n_family_units
primary_mixed	tnk	mean	4	GSE207422+GSE291670+GSE253013+GSE131907	63	-0.258608527433936	0.058792645865999554	0.0	-1.9032289024911813	0.05701068336178568	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE291670+GSE253013+GSE131907+GSE325414	88	-0.21744568181275398	0.05902621919317601	0.0	-1.9024283238298645	0.05711518107046506	True	False	8
primary_mixed	tnk	mean	4	GSE205335+GSE241934_IIT+GSE291670+GSE131907	75	-0.2331885315493609	0.0593537539336978	0.0	-1.8931237126596105	0.058341419414236165	True	False	8
primary_mixed	tnk	mean	4	GSE291670+GSE253013+GSE131907+GSE325414	76	-0.23699100484881525	0.059514320617479806	2.600473140168629	-1.9264266725192212	0.05405111965214878	True	False	8
author/tnk/mean	tnk	mean	2	GSE131907+GSE205335	43	-0.2987939229369048	0.06083736512529873	0.0	-1.8807816569443279	0.060001626385160274	True	False	6
primary_mixed	tnk	mean	4	GSE241934_IIT+GSE291670+GSE253013+GSE131907	62	-0.25774890688984964	0.062236147760390555	0.0	-1.8773089568108126	0.06047576133866591	True	False	8
primary_mixed	tnk	mean	5	GSE241934_IIT+GSE291670+GSE253013+GSE131907+GSE325414	87	-0.2162585162482339	0.062258340295894846	0.0	-1.8782123972391431	0.060352114883323274	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE205335+GSE241934_IIT+GSE291670+GSE131907	87	-0.21581166015613956	0.06281848301515373	0.0	-1.8701966709501914	0.061456511849932574	True	False	8
primary_mixed	tnk	mean	6	GSE207422+GSE241934_IIT+GSE291670+GSE253013+GSE131907+GSE325414	99	-0.20260012366313765	0.06446035167413665	0.0	-1.864455779444891	0.06225772597905362	True	False	8
author/tnk/mean	tnk	mean	3	GSE131907+GSE205335+GSE325414	68	-0.2335548274773281	0.06759477708827971	0.0	-1.8360450884781183	0.06635098847894869	True	False	6
primary_mixed	tnk	mean	5	GSE207422+GSE241934_IIT+GSE291670+GSE253013+GSE131907	74	-0.23301644810484962	0.06825412721693112	0.0	-1.8379445911693342	0.06607057047168839	True	False	8
author/tnk/mean	tnk	mean	3	GSE131907+GSE205335+GSE207422	55	-0.2596486293334358	0.07150145994586629	0.0	-1.8110722369659487	0.07012967045936695	True	False	6
author/tnk/mean	tnk	mean	4	GSE131907+GSE205335+GSE207422+GSE325414	80	-0.21510569444181185	0.07155313783091062	0.0	-1.8124531148612673	0.06991621214522122	True	False	6
author/tnk/mean	tnk	mean	1	GSE131907	21	-0.39610389610389607	0.07547637795047248	0.0	-1.777558602613853	0.07547637795047248	True	False	6
author/tnk/mean	tnk	mean	4	GSE131907+GSE205335+GSE241934_IIT+GSE325414	79	-0.21379359330547623	0.07550337098583954	0.0	-1.7871773670563311	0.07390882614540209	True	False	6
author/tnk/mean	tnk	mean	3	GSE131907+GSE205335+GSE241934_IIT	54	-0.2587171397350883	0.07575217940573384	0.0	-1.7838001947979372	0.07445613792558425	True	False	6
marker_epi/tnk/mean	tnk	mean	3	GSE253013+GSE267108+GSE291670	23	-0.4414628132779786	0.07630077810644902	0.11704047159030566	-1.800137097907517	0.07183899309377895	True	True	3
author/tnk/mean	tnk	mean	5	GSE131907+GSE205335+GSE207422+GSE241934_IIT+GSE325414	91	-0.19951203173431276	0.07790881801586036	0.0	-1.7747163629516964	0.07594473214123015	True	False	6
marker_epi/tnk/mean	tnk	mean	2	GSE267108+GSE291670	14	-0.6019982806036192	0.07909787089053279	18.702466656402112	-1.9345465447134944	0.05304596513342016	True	False	3
primary_mixed	tnk	mean	4	GSE205335+GSE253013+GSE131907+GSE325414	92	-0.19281561543880904	0.08073151532931974	0.0	-1.7643158116230149	0.0776788233520532	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE205335+GSE253013+GSE131907+GSE325414	104	-0.18265986967231854	0.08137422552511564	0.0	-1.7620834158367604	0.07805520485997317	True	False	8
author/tnk/mean	tnk	mean	4	GSE131907+GSE205335+GSE207422+GSE241934_IIT	66	-0.2315288588717458	0.0831310817627751	0.0	-1.743089128817148	0.08131804725961088	True	False	6
primary_mixed	tnk	mean	6	GSE207422+GSE205335+GSE241934_IIT+GSE253013+GSE131907+GSE325414	115	-0.17299531050826067	0.0852299737078575	0.0	-1.7412383582175293	0.0816418061440371	True	False	8
primary_mixed	tnk	mean	5	GSE205335+GSE241934_IIT+GSE253013+GSE131907+GSE325414	103	-0.18127618529717227	0.08551892203658355	0.0	-1.7382539715290029	0.0821660728735625	True	False	8
primary_mixed	tnk	mean	3	GSE205335+GSE253013+GSE131907	67	-0.220215264528166	0.08818751381710588	0.0	-1.7224697267360962	0.08498446220064475	True	False	8
primary_mixed	tnk	mean	4	GSE205335+GSE291670+GSE253013+GSE325414	62	-0.2407927377566137	0.08936838291518195	2.6711381380165395	-1.7307523568381036	0.08349594266064969	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE205335+GSE291670+GSE253013	49	-0.2716898014922984	0.09003952489080833	0.0	-1.7128117099712903	0.08674718512890962	True	False	8
primary_mixed	tnk	mean	3	GSE291670+GSE253013+GSE131907	51	-0.34764642001686913	0.09096854357142109	23.1345014534189	-1.9671874311466009	0.04916160649820035	True	False	8
marker/tnk/pct	tnk	pct	3	GSE207422+GSE253013+GSE291670	22	-0.5509779222900101	0.09098213350009542	40.620808648259086	-2.132780883072001	0.03294270518094106	True	True	3
primary_mixed	tnk	mean	3	GSE205335+GSE291670+GSE131907	64	-0.2812737144414665	0.09130770697272833	25.682567404153545	-1.955241134464979	0.050554615518877036	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE205335+GSE253013+GSE131907	79	-0.2031865219121391	0.0916754409955217	0.0	-1.7055929479743883	0.08808389328027968	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE205335+GSE291670+GSE253013+GSE325414	74	-0.21598566470092445	0.0918801889676257	0.0	-1.7030283051489798	0.08856277149305108	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE241934_IIT+GSE291670+GSE131907+GSE325414	90	-0.19174871320486567	0.09268414565240482	0.0	-1.689664172507318	0.09109222124139837	True	False	8
primary_mixed	tnk	mean	4	GSE205335+GSE241934_IIT+GSE291670+GSE253013	48	-0.27086684695024144	0.0955552923902689	0.0	-1.683572139671024	0.09226438677653612	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE291670+GSE131907+GSE325414	79	-0.20876507059025526	0.0962456480941982	4.760629853915466	-1.7234655701133437	0.08480436621480941	True	False	8
primary_mixed	tnk	mean	4	GSE205335+GSE241934_IIT+GSE253013+GSE131907	78	-0.2016664241505017	0.0966905235578345	0.0	-1.6794216413057934	0.09306989849993705	True	False	8
primary_mixed	tnk	mean	5	GSE205335+GSE241934_IIT+GSE291670+GSE253013+GSE325414	73	-0.2144856723674597	0.09706783741170118	0.0	-1.6759972223862385	0.09373873667693004	True	False	8
primary_mixed	tnk	mean	3	GSE205335+GSE291670+GSE253013	37	-0.3637155014178445	0.09776559449644313	19.697194223225754	-1.8096344707412428	0.07035249065885661	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE205335+GSE241934_IIT+GSE253013+GSE131907	90	-0.18858735861568557	0.09833081157998762	0.0	-1.6727716291100414	0.094372262017944	True	False	8
primary_mixed	tnk	mean	6	GSE207422+GSE205335+GSE241934_IIT+GSE291670+GSE253013+GSE325414	85	-0.19819031097119244	0.100173492075405	0.0	-1.6623542435894059	0.09644176758288615	True	False	8
primary_mixed	tnk	mean	2	GSE291670+GSE253013	15	-0.5820148861914176	0.10157923674410392	28.627433099172066	-1.8922932692259726	0.058451917237438374	True	False	8
marker/tnk/mean	tnk	mean	2	GSE253013+GSE291670	15	-0.5820148861914176	0.10157923674410392	28.627433099172066	-1.8922932692259726	0.058451917237438374	True	False	3
primary_mixed	tnk	mean	4	GSE241934_IIT+GSE291670+GSE131907+GSE325414	78	-0.2078394855201289	0.10478176610693057	6.0686014084616655	-1.6974291530726313	0.08961555479716565	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE205335+GSE241934_IIT+GSE291670+GSE253013	60	-0.23594096669338296	0.10671599379822853	0.0	-1.6314909761240954	0.10278676240066359	True	False	8
author/tnk/mean	tnk	mean	2	GSE131907+GSE207422	33	-0.30019427278501637	0.10752444293486588	0.0	-1.6135946586932053	0.10661537617450499	True	False	6
author/tnk/mean	tnk	mean	2	GSE131907+GSE325414	46	-0.24909622562393258	0.10755581008419263	0.0	-1.613413697576873	0.10665465921807347	True	False	6
author/tnk/mean	tnk	mean	2	GSE131907+GSE241934_IIT	32	-0.3001615826021444	0.11430120852788864	0.0	-1.5821256852786	0.11362088107324715	True	False	6
primary_mixed	tnk	mean	4	GSE207422+GSE205335+GSE131907+GSE325414	95	-0.1713271919110196	0.11493093800471646	0.0	-1.588978233572393	0.11206530693489156	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE241934_IIT+GSE291670+GSE131907	65	-0.2232802799120178	0.11502944849722278	4.159503733239796	-1.6442525485030726	0.10012404652534636	True	False	8
primary_mixed	tnk	mean	3	GSE205335+GSE131907+GSE325414	83	-0.18097564384793804	0.11545284580579714	0.0	-1.5848435031924282	0.11300189549065079	True	False	8
author/tnk/mean	tnk	mean	3	GSE131907+GSE207422+GSE325414	58	-0.22076227920175914	0.1161359439986555	0.0	-1.5781522183943946	0.11453064426943704	True	False	6
primary_mixed	tnk	mean	5	GSE207422+GSE205335+GSE241934_IIT+GSE131907+GSE325414	106	-0.16198439754844768	0.11900475801051594	0.0	-1.5726398416573484	0.11580223680221008	True	False	8
primary_mixed	tnk	mean	4	GSE205335+GSE241934_IIT+GSE131907+GSE325414	94	-0.16969753469049928	0.12073702661884066	0.0	-1.5636095413757778	0.11790929277849811	True	False	8
author/tnk/mean	tnk	mean	3	GSE131907+GSE241934_IIT+GSE325414	57	-0.21905309515027896	0.12291754901349436	0.0	-1.548723546247767	0.12144819107814872	True	False	6
primary_mixed	tnk	mean	7	GSE207422+GSE205335+GSE241934_Real+GSE291670+GSE253013+GSE131907+GSE325414	134	-0.1424581797384553	0.12732843967379953	0.0	-1.5365851191093274	0.12439493893243848	True	False	8
author/tnk/mean	tnk	mean	4	GSE131907+GSE207422+GSE241934_IIT+GSE325414	69	-0.19919871992705007	0.12743461805726516	0.0	-1.532856504203492	0.12531121486192293	True	False	6
primary_mixed	tnk	mean	8	GSE207422+GSE205335+GSE241934_IIT+GSE241934_Real+GSE291670+GSE253013+GSE131907+GSE325414	145	-0.13729113346686883	0.12856130634715893	0.0	-1.5327155600739908	0.12534595360938366	True	True	8
primary_mixed	tnk	mean	2	GSE205335+GSE131907	58	-0.20670388670321344	0.1304440414661895	0.0	-1.521370345327178	0.12816692628884332	True	False	8
primary_mixed	tnk	mean	3	GSE253013+GSE131907+GSE325414	70	-0.19043233102840074	0.13214300034346863	0.0	-1.5212976675477516	0.12818515532577235	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE253013+GSE131907+GSE325414	82	-0.17780940972597262	0.13267341702568025	0.0	-1.5208872845858223	0.12828812538649986	True	False	8
primary_mixed	tnk	mean	7	GSE205335+GSE241934_IIT+GSE241934_Real+GSE291670+GSE253013+GSE131907+GSE325414	133	-0.14099501652835317	0.13305619901704577	0.0	-1.5134576093739416	0.13016346106002602	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE205335+GSE131907	70	-0.18989908060906968	0.13325637210701025	0.0	-1.5125891504320372	0.13038405179873244	True	False	8
author/tnk/mean	tnk	mean	3	GSE131907+GSE207422+GSE241934_IIT	44	-0.24820785658030542	0.13368211030108795	0.0	-1.506103942595977	0.13204049268203857	True	False	6
primary_mixed	tnk	mean	5	GSE207422+GSE241934_IIT+GSE253013+GSE131907+GSE325414	93	-0.16626452666346375	0.13829550872807503	0.0	-1.5003127292872465	0.13353341364546353	True	False	8
marker/tnk/pct	tnk	pct	1	GSE253013	9	-0.5333333333333333	0.13922686754397814	0.0	-1.478676232299885	0.1392268675439782	True	False	3
primary_mixed	tnk	mean	4	GSE241934_IIT+GSE253013+GSE131907+GSE325414	81	-0.17597100183091133	0.1396489878259082	0.0	-1.4936828861740714	0.1352585236906397	True	False	8
primary_mixed	tnk	mean	3	GSE205335+GSE241934_IIT+GSE131907	69	-0.18799563969836955	0.14055256009156095	0.0	-1.484192396587032	0.13775788635586245	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE205335+GSE241934_IIT+GSE131907	81	-0.17549699475981823	0.140741179355621	0.0	-1.4854947589513774	0.13741281072774117	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE205335+GSE291670+GSE325414	65	-0.20538180757647273	0.1432771993564049	4.735946811011341	-1.501904194914431	0.13312185310905267	True	False	8
primary_mixed	tnk	mean	2	GSE253013+GSE131907	45	-0.22977964022902989	0.14399902609386012	0.0	-1.4762427279498163	0.13987874285206617	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE205335+GSE241934_IIT+GSE291670+GSE325414	76	-0.18438139756899236	0.14519231097124669	0.0	-1.4672738194917743	0.14230158266389584	True	False	8
primary_mixed	tnk	mean	3	GSE291670+GSE131907+GSE325414	67	-0.2540018996740221	0.1455491612162202	33.41782387886337	-1.7416790328869167	0.08156462336507482	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE253013+GSE131907	57	-0.20426817418595108	0.15117233498804347	0.0	-1.4523353156087209	0.14640839240782758	True	False	8
primary_mixed	tnk	mean	4	GSE205335+GSE241934_IIT+GSE291670+GSE325414	64	-0.20430924530306332	0.1537756376830453	6.014388122108997	-1.472289910499047	0.14094260670465794	True	False	8
primary_mixed	tnk	mean	7	GSE207422+GSE205335+GSE241934_IIT+GSE241934_Real+GSE291670+GSE253013+GSE131907	120	-0.14129261672317367	0.1569768319375332	0.0	-1.426881274840355	0.15361411907146563	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE291670+GSE253013	27	-0.37770051123834053	0.15744965845520065	25.54722047350248	-1.536736582788858	0.12435782875634001	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE291670+GSE253013+GSE325414	52	-0.2343663411467005	0.1587667059698269	7.683948770647364	-1.4518653755346258	0.1465390416426696	True	False	8
primary_mixed	tnk	mean	3	GSE241934_IIT+GSE253013+GSE131907	56	-0.20215729808271837	0.1599388513427854	0.0	-1.4214368634659982	0.15518979609608513	True	False	8
primary_mixed	tnk	mean	6	GSE205335+GSE241934_Real+GSE291670+GSE253013+GSE131907+GSE325414	122	-0.15286165232700255	0.1618770418420058	15.71807707049459	-1.519035422856081	0.1287535798776812	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE241934_IIT+GSE253013+GSE131907	68	-0.18454922190642936	0.16239943890480457	0.0	-1.4148571637629108	0.15711037970274117	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE241934_IIT+GSE291670+GSE253013+GSE325414	63	-0.197294584358587	0.16603454135219453	0.0	-1.401250779398354	0.16113909425237205	True	False	8
primary_mixed	tnk	mean	3	GSE291670+GSE253013+GSE325414	40	-0.3427651825519839	0.16711944887667984	34.10067983914711	-1.4978115088844495	0.13418222980343417	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE291670+GSE131907	54	-0.2864679791136469	0.16809752089807928	30.677821984848126	-1.7060590380060696	0.08799708809813953	True	False	8
primary_mixed	tnk	mean	3	GSE241934_IIT+GSE291670+GSE253013	26	-0.3792989449036715	0.16937785255785587	26.955673278777965	-1.5043580402459953	0.1324892020749319	True	False	8
primary_mixed	tnk	mean	4	GSE241934_IIT+GSE291670+GSE253013+GSE325414	51	-0.2345280911987254	0.16973535000131257	9.001524171056234	-1.4195695234298857	0.15573304325567688	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE205335+GSE241934_IIT+GSE291670	51	-0.2229887898990451	0.17055110258522033	4.300750455534789	-1.4086782960831226	0.1589303154501479	True	False	8
primary_mixed	tnk	mean	7	GSE207422+GSE205335+GSE241934_IIT+GSE241934_Real+GSE291670+GSE131907+GSE325414	136	-0.12660699513049634	0.17224244848631354	0.0	-1.3719654277527327	0.170074200568763	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE241934_IIT+GSE291670+GSE253013	38	-0.2664952065419944	0.17724401244884413	5.275651426006973	-1.3817496528001791	0.16704858284503588	True	False	8
primary_mixed	tnk	mean	3	GSE205335+GSE291670+GSE325414	53	-0.2632528485794412	0.17839487472788318	33.52232823925016	-1.521288489980256	0.12818745738611348	True	False	8
primary_mixed	tnk	mean	3	GSE241934_IIT+GSE291670+GSE131907	53	-0.28785816145335513	0.18335457904589003	31.879302516342968	-1.6775183504843771	0.09344116414704234	True	False	8
primary_mixed	tnk	mean	6	GSE207422+GSE205335+GSE241934_Real+GSE291670+GSE253013+GSE131907	109	-0.15521627223799891	0.18878183049548658	15.880604988778197	-1.433167031586249	0.1518101088851442	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE131907+GSE325414	73	-0.16262040441478187	0.18931208022037205	0.0	-1.3221843645403248	0.1861067662685173	True	False	8
primary_mixed	tnk	mean	2	GSE131907+GSE325414	61	-0.1742135825149781	0.19178501772804168	0.0	-1.3126042391414066	0.18931634043000523	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE205335+GSE291670	40	-0.2963855413420878	0.19340490360184348	30.45406005890386	-1.4855955298041013	0.1373861381599363	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE241934_IIT+GSE131907+GSE325414	84	-0.1517455002986745	0.19441616442473575	0.0	-1.308527285970226	0.19069452592186342	True	False	8
primary_mixed	tnk	mean	6	GSE205335+GSE241934_IIT+GSE241934_Real+GSE291670+GSE253013+GSE131907	108	-0.15350969641528717	0.19851672172667567	16.272587299153738	-1.4076718869915743	0.15922825006949293	True	False	8
primary_mixed	tnk	mean	3	GSE241934_IIT+GSE131907+GSE325414	72	-0.16035425774268341	0.19919337244158353	0.0	-1.292673883163878	0.19612387425474564	True	False	8
primary_mixed	tnk	mean	6	GSE207422+GSE205335+GSE241934_Real+GSE291670+GSE131907+GSE325414	125	-0.13348334497796488	0.20246606320328497	12.245478708325594	-1.3715035299217304	0.17021804388659512	True	False	8
primary_mixed	tnk	mean	7	GSE207422+GSE241934_IIT+GSE241934_Real+GSE291670+GSE253013+GSE131907+GSE325414	123	-0.12538506430990656	0.20300862548304277	0.0	-1.2833367081427636	0.1993741374183693	True	False	8
marker_epi/tnk/mean	tnk	mean	2	GSE253013+GSE291670	15	-0.542848254349263	0.20796345729532817	48.02635399114284	-1.5978237045570645	0.1100822175677625	True	False	3
primary_mixed	tnk	mean	3	GSE205335+GSE241934_IIT+GSE291670	39	-0.29713356645714206	0.20843995304212837	31.691639672896304	-1.4522410455049763	0.146434593530868	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE205335+GSE253013+GSE325414	68	-0.1662350293036407	0.2092459020755677	0.0	-1.276374193576138	0.20182327424284519	True	False	8
primary_mixed	tnk	mean	3	GSE205335+GSE253013+GSE325414	56	-0.18046788197815955	0.2109615536673547	0.0	-1.2702752724746948	0.20398659311948542	True	False	8
primary_mixed	tnk	mean	6	GSE205335+GSE241934_IIT+GSE241934_Real+GSE291670+GSE131907+GSE325414	124	-0.13173672639878165	0.21230477317130225	12.582986509123034	-1.3471490899138874	0.17793222057009817	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE205335+GSE241934_IIT+GSE253013+GSE325414	79	-0.15355910298632494	0.21561680055311738	0.0	-1.2596571437958854	0.20779307170413563	True	False	8
primary_mixed	tnk	mean	1	GSE131907	36	-0.2102960102960103	0.21829713378991505	0.0	-1.2310687991212341	0.2182971337899151	True	False	8
primary_mixed	tnk	mean	5	GSE205335+GSE241934_Real+GSE291670+GSE253013+GSE131907	97	-0.17598629708352673	0.21897252083827745	32.32210230812926	-1.4166819628918346	0.1565759328712798	True	False	8
primary_mixed	tnk	mean	4	GSE205335+GSE241934_IIT+GSE253013+GSE325414	67	-0.16370800160412569	0.22053194903265927	0.0	-1.2451548893396307	0.21307482090657437	True	False	8
primary_mixed	tnk	mean	2	GSE207422+GSE131907	48	-0.18511065610257363	0.22488316438465128	0.0	-1.2212945326668427	0.22197452272865859	True	False	8
primary_mixed	tnk	mean	7	GSE207422+GSE205335+GSE241934_IIT+GSE241934_Real+GSE253013+GSE131907+GSE325414	139	-0.11112485913702312	0.22546227070937808	0.0	-1.2271418359582145	0.2197692860165792	True	False	8
primary_mixed	tnk	mean	6	GSE207422+GSE205335+GSE241934_Real+GSE253013+GSE131907+GSE325414	128	-0.11456149204280076	0.22749789674005227	0.0	-1.2208540314013159	0.222141291919972	True	False	8
primary_mixed	tnk	mean	2	GSE205335+GSE253013	31	-0.23323896608735978	0.23480967377436301	0.0	-1.2091973563582497	0.2265870331299462	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE241934_IIT+GSE131907	59	-0.16595287065075173	0.23624758826746806	0.0	-1.193686823288112	0.23260049674357808	True	False	8
primary_mixed	tnk	mean	6	GSE205335+GSE241934_IIT+GSE241934_Real+GSE253013+GSE131907+GSE325414	127	-0.11279018085431744	0.23696928511956505	0.0	-1.1960598130982274	0.2316732185821887	True	False	8
primary_mixed	tnk	mean	6	GSE207422+GSE241934_Real+GSE291670+GSE253013+GSE131907+GSE325414	112	-0.13657535064468665	0.23699223444925388	14.931207036686715	-1.2826051323749468	0.19963045116438105	True	False	8
primary_mixed	tnk	mean	2	GSE291670+GSE131907	42	-0.49475210964124666	0.23759244538122748	61.35871933191377	-1.7669417673302767	0.07723798117671393	True	False	8
primary_mixed	tnk	mean	2	GSE241934_IIT+GSE131907	47	-0.1822024756270954	0.23806436747679915	0.0	-1.1865612547914357	0.2354007263779473	True	False	8
primary_mixed	tnk	mean	5	GSE205335+GSE241934_Real+GSE253013+GSE131907+GSE325414	116	-0.11666324495808901	0.23887072327292302	0.0	-1.1902121192021438	0.23396303102550975	True	False	8
author/tnk/mean	tnk	mean	6	GSE131907+GSE205335+GSE207422+GSE241934_IIT+GSE241934_Real+GSE325414	115	-0.11886979356545076	0.2394777812449309	0.0	-1.1831404412650879	0.23675349249834077	True	True	6
author/tnk/mean	tnk	mean	5	GSE131907+GSE205335+GSE207422+GSE241934_Real+GSE325414	104	-0.12380387415093373	0.24040056155136846	0.0	-1.1794421166226134	0.23822217280594304	True	False	6
primary_mixed	tnk	mean	2	GSE205335+GSE291670	28	-0.5006848456675129	0.2405317287716633	59.84146678449286	-1.5837624818265068	0.1132477800899305	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE205335+GSE253013	43	-0.19626557909799058	0.24626923739279027	0.0	-1.1814414266953512	0.2374274091668419	True	False	8
primary_mixed	tnk	mean	5	GSE205335+GSE241934_Real+GSE291670+GSE131907+GSE325414	113	-0.14385287877502465	0.24751850287421018	29.593438652687983	-1.3479477053083295	0.1776752029101425	True	False	8
primary_mixed	tnk	mean	6	GSE241934_IIT+GSE241934_Real+GSE291670+GSE253013+GSE131907+GSE325414	111	-0.1346562024876348	0.24829954554119815	15.244218513842526	-1.2565909299244147	0.20890180075878462	True	False	8
primary_mixed	tnk	mean	6	GSE207422+GSE205335+GSE241934_IIT+GSE241934_Real+GSE291670+GSE131907	111	-0.1308154374262091	0.25035468968298924	12.754123031725072	-1.2495380311139612	0.21146835245123774	True	False	8
author/tnk/mean	tnk	mean	5	GSE131907+GSE205335+GSE241934_IIT+GSE241934_Real+GSE325414	103	-0.12171957449420717	0.2511665757723134	0.0	-1.152311562049494	0.24919306751382353	True	False	6
author/tnk/pct	tnk	pct	3	GSE205335+GSE241934_IIT+GSE241934_Real	57	-0.18394399803099407	0.2512776054105662	18.116733332553153	-1.3130989615735817	0.18914960374114786	True	False	4
author/tnk/pct	tnk	pct	2	GSE205335+GSE241934_Real	46	-0.23965367232033635	0.25827380723247384	46.41843416845421	-1.5096609893460988	0.1311299502799057	True	False	4
marker/tnk/pct	tnk	pct	2	GSE207422+GSE253013	16	-0.34245867946914527	0.2590925517919491	0.0	-1.1453776844260368	0.2520527382822124	True	False	3
primary_mixed	tnk	mean	4	GSE207422+GSE241934_IIT+GSE291670+GSE325414	54	-0.18480676047447103	0.2593212011423085	8.544573221951065	-1.1666828663064315	0.24333846459872976	True	False	8
primary_mixed	tnk	mean	3	GSE205335+GSE241934_IIT+GSE253013	42	-0.1930054145626081	0.261516079010498	0.0	-1.143992062956302	0.25262692863978276	True	False	8
primary_mixed	tnk	mean	4	GSE207422+GSE205335+GSE241934_IIT+GSE253013	54	-0.17139915402010786	0.2619190649424964	0.0	-1.144109255669353	0.2525783296671289	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE291670+GSE325414	43	-0.2605419152107499	0.27164972157842804	36.48859563439763	-1.2065305922045118	0.22761297070632092	True	False	8
primary_mixed	tnk	mean	5	GSE241934_Real+GSE291670+GSE253013+GSE131907+GSE325414	100	-0.15397508570465085	0.2717005239207043	31.75829323751389	-1.2573698017638026	0.20861975893960882	True	False	8
author/tnk/pct	tnk	pct	2	GSE131907+GSE241934_Real	45	-0.2906548449438663	0.27214513824722264	65.29787812616699	-1.7647212479742362	0.0776106257271778	True	False	4
author/tnk/pct	tnk	pct	2	GSE205335+GSE241934_IIT	33	-0.2686232433884034	0.27280080361820114	34.578678210035754	-1.6120598528958678	0.10694891592882974	True	False	4
primary_mixed	tnk	mean	6	GSE207422+GSE205335+GSE241934_IIT+GSE241934_Real+GSE253013+GSE131907	114	-0.10926513031428471	0.2824344881137224	0.0	-1.0887564127678395	0.2762613174488078	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE205335+GSE241934_Real+GSE253013+GSE131907	103	-0.11339337312061834	0.28537674452195105	0.0	-1.0811241359161738	0.27964189844248855	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE205335+GSE241934_Real+GSE291670+GSE131907	100	-0.14529784363251586	0.28622274615180443	29.745205662492825	-1.2499924640552311	0.2113023002135156	True	False	8
primary_mixed	tnk	mean	3	GSE241934_IIT+GSE291670+GSE325414	42	-0.2605832449977982	0.2881527923230006	37.34290528161783	-1.1694585303215577	0.24221893993313381	True	False	8
author/tnk/pct	tnk	pct	3	GSE131907+GSE241934_IIT+GSE241934_Real	56	-0.2128120915467104	0.288708376794534	45.203968702296784	-1.5418166903979782	0.1231181450368712	True	False	4
primary_mixed	tnk	mean	6	GSE207422+GSE241934_IIT+GSE241934_Real+GSE291670+GSE253013+GSE131907	98	-0.13475998205032688	0.2896404443731181	15.40080994802362	-1.1514054795483692	0.2495654606058315	True	False	8
author/tnk/mean	tnk	mean	4	GSE131907+GSE205335+GSE241934_Real+GSE325414	92	-0.12950237919742832	0.2897886900225075	17.30845479485229	-1.1497742280427676	0.2502368726152254	True	False	6
primary_mixed	tnk	mean	6	GSE207422+GSE205335+GSE241934_IIT+GSE241934_Real+GSE131907+GSE325414	130	-0.09867491695693983	0.2947831212521447	0.0	-1.0566933583636966	0.2906515571304369	True	False	8
primary_mixed	tnk	mean	5	GSE205335+GSE241934_IIT+GSE241934_Real+GSE253013+GSE131907	102	-0.11116000186465576	0.29781337629296833	0.0	-1.0533129684224303	0.29219757720337025	True	False	8
primary_mixed	tnk	mean	5	GSE207422+GSE205335+GSE241934_Real+GSE131907+GSE325414	119	-0.10136120078140243	0.2996205141867593	0.0	-1.045028758344891	0.29600967823047586	True	False	8
primary_mixed	tnk	mean	5	GSE205335+GSE241934_IIT+GSE241934_Real+GSE291670+GSE131907	99	-0.14298194311533954	0.2998030660951856	30.02853822160975	-1.2228021735823222	0.2214044243124721	True	False	8
