kind,sigma_um,transform,target,model,r2_krt,r2_full,delta,median_fold_delta,n_folds
box,200,ecdf,y_log,krt_hist_vs_cldn4_interaction,0.04147420393331391,0.023335083677522017,-0.018139120255791896,-0.019499128979812708,8
box,150,ecdf,y_log,krt_hist_vs_cldn4_interaction,0.047574625400590875,0.029166394639213,-0.018408230761377875,-0.015517362287079228,8
gauss,200,ecdf,y_frac,krt_vs_cldn4,0.009763972702022117,-0.010102062235010978,-0.019866034937033095,-0.0007151293430418537,8
box,300,ecdf,y_frac,krt_vs_cldn4,0.01787797328642038,-0.0025084398775059302,-0.02038641316392631,-0.001176749364745655,8
box,400,ecdf,y_frac,krt_vs_cldn4,-0.00023902282664156616,-0.024359125534709092,-0.024120102708067526,-0.012115155283748902,8
gauss,300,ecdf,y_frac,krt_vs_cldn4,-0.01538969496039444,-0.03989834631918665,-0.02450865135879221,-0.011419933000843763,8
box,150,ecdf,y_frac,krt_hist_vs_cldn4_interaction,0.05624316683032338,0.03124467300822409,-0.024998493822099288,-0.008468799049363873,8
gauss,600,ecdf,y_log,krt_hist_vs_cldn4_interaction,-0.024733272113939275,-0.05172593658110669,-0.026992664467167415,-0.017622835740799536,8
gauss,150,ecdf,y_frac,krt_hist_vs_cldn4_interaction,0.03721142629841778,0.009911295551699228,-0.027300130746718554,-0.010887241689319982,8
box,200,ecdf,y_frac,krt_hist_vs_cldn4_interaction,0.04911935792766242,0.021642084751582802,-0.02747727317607962,-0.009709707691295255,8
box,60,mean,y_frac,krt_hist_vs_cldn4_interaction,0.033645300120090926,0.004723396977100891,-0.028921903142990035,-0.0519025101100658,8
box,300,ecdf,y_frac,krt_hist_vs_cldn4_interaction,0.029724585973560758,-0.002034546141040927,-0.031759132114601685,-0.01733581460730499,8
gauss,400,ecdf,y_frac,krt_vs_cldn4,-0.03106102868046179,-0.06346095606868474,-0.03239992738822295,-0.024975605434531034,8
gauss,200,ecdf,y_frac,krt_hist_vs_cldn4_interaction,0.023213367516419336,-0.009858908564012392,-0.03307227608043173,-0.01236807981799376,8
gauss,600,mean,y_frac,krt_vs_cldn4,-0.05610475818720029,-0.08998182169372315,-0.033877063506522864,-0.0023769913421619604,8
box,60,mean,y_log,krt_hist_vs_cldn4_interaction,0.04137202348765645,0.007422152638368207,-0.033949870849288244,-0.034066428556215445,8
box,600,ecdf,y_frac,krt_vs_cldn4,-0.03286463712755738,-0.0685569401317705,-0.03569230300421311,-0.03352177837470993,8
box,400,ecdf,y_frac,krt_hist_vs_cldn4_interaction,0.015319424032023576,-0.023419710141651118,-0.038739134173674694,-0.029193352662796768,8
gauss,300,ecdf,y_frac,krt_hist_vs_cldn4_interaction,0.0019209056385521839,-0.038686605185323186,-0.04060751082387537,-0.02786958947261098,8
box,300,mean,y_log,krt_hist_vs_cldn4_interaction,0.025849849018230397,-0.014903688726794595,-0.04075353774502499,-0.008816890223317664,8
box,100,mean,y_frac,krt_hist_vs_cldn4_interaction,0.05548746342748512,0.014013997758588026,-0.04147346566889709,-0.0661341142186394,8
box,400,mean,y_log,krt_hist_vs_cldn4_interaction,0.010642073501865412,-0.031748909534456526,-0.04239098303632194,-0.003857230502001152,8
box,200,mean,y_log,krt_hist_vs_cldn4_interaction,0.04147420393331391,-0.0011397055489874575,-0.04261390948230137,-0.014387637295996347,8
box,100,mean,y_log,krt_hist_vs_cldn4_interaction,0.05016914333177158,0.006704649753824232,-0.04346449357794735,-0.047955073914895285,8
box,150,mean,y_log,krt_hist_vs_cldn4_interaction,0.047574625400590875,0.003715019794877983,-0.04385960560571289,-0.021145987968941737,8
box,600,mean,y_log,krt_hist_vs_cldn4_interaction,-0.009357170842575036,-0.054407452845429916,-0.04505028200285488,0.0155580570827909,8
gauss,600,ecdf,y_frac,krt_vs_cldn4,-0.05610475818720029,-0.10392354553256533,-0.047818787345365044,-0.032799127038214304,8
gauss,300,mean,y_log,krt_hist_vs_cldn4_interaction,-0.0004499172528251716,-0.04886324993609081,-0.04841333268326564,0.00024077846581371798,8
gauss,200,mean,y_log,krt_hist_vs_cldn4_interaction,0.01934141026471803,-0.029289405948883074,-0.0486308162136011,-0.008753362387034946,8
gauss,150,mean,y_log,krt_hist_vs_cldn4_interaction,0.032534179423762355,-0.01641653600018045,-0.0489507154239428,-0.015898201664247213,8
gauss,100,mean,y_log,krt_hist_vs_cldn4_interaction,0.047923399984787785,-0.003349448869917948,-0.05127284885470573,-0.03929667242876678,8
gauss,600,mean,y_log,krt_hist_vs_cldn4_interaction,-0.024733272113939275,-0.07646777308659569,-0.051734500972656416,0.037190850910089335,8
gauss,400,mean,y_log,krt_hist_vs_cldn4_interaction,-0.012122796158036353,-0.06437839908858956,-0.0522556029305532,0.006060666255454983,8
box,600,ecdf,y_frac,krt_hist_vs_cldn4_interaction,-0.013397590615101818,-0.06691096561007481,-0.053513374994972995,-0.03424581844198771,8
gauss,400,ecdf,y_frac,krt_hist_vs_cldn4_interaction,-0.011000151090520438,-0.06466303282865371,-0.05366288173813327,-0.028354701810464733,8
box,600,mean,y_frac,krt_vs_cldn4,-0.03286463712755738,-0.08689678610122686,-0.05403214897366948,-0.006092621846503721,8
gauss,100,mean,y_frac,krt_hist_vs_cldn4_interaction,0.049590196533089825,-0.006190192132845773,-0.0557803886659356,-0.04293085147970355,8
gauss,60,mean,y_log,krt_hist_vs_cldn4_interaction,0.05280855456097566,-0.003081956886521242,-0.055890511447496904,-0.03424406522474255,8
gauss,60,mean,y_frac,krt_hist_vs_cldn4_interaction,0.04686947143635756,-0.010261206198318495,-0.05713067763467605,-0.06528759306227616,8
box,300,mean,y_frac,krt_vs_cldn4,0.01787797328642038,-0.04080446877794075,-0.05868244206436113,-0.009223449419695662,8
box,60,mean,y_frac,krt_vs_cldn4,0.028695176246699927,-0.030671476627432304,-0.05936665287413223,0.0004129380344702338,8
box,150,mean,y_frac,krt_hist_vs_cldn4_interaction,0.05624316683032338,-0.0045844890237207725,-0.06082765585404415,-0.039025418230711095,8
box,200,mean,y_frac,krt_vs_cldn4,0.039786752072195064,-0.021757719019223964,-0.06154447109141903,-0.007949810503693255,8
box,200,mean,y_frac,krt_hist_vs_cldn4_interaction,0.04911935792766242,-0.013016459006351955,-0.062135816934014376,-0.027168466161698657,8
box,300,mean,y_frac,krt_hist_vs_cldn4_interaction,0.029724585973560758,-0.03441418190811785,-0.0641387678816786,-0.014563563974064053,8
gauss,150,mean,y_frac,krt_hist_vs_cldn4_interaction,0.03721142629841778,-0.028064193552537198,-0.06527561985095498,-0.021843551917866466,8
gauss,300,mean,y_frac,krt_vs_cldn4,-0.01538969496039444,-0.08094386378756946,-0.06555416882717502,-0.016738458739384843,8
box,200,mean,y_log,krt_vs_cldn4,0.027540195673639745,-0.038089520241779695,-0.06562971591541944,0.005857925154030996,8
box,100,mean,y_frac,krt_vs_cldn4,0.0501634433471877,-0.015516376883557781,-0.06567982023074548,-0.005451962370399799,8
box,150,mean,y_frac,krt_vs_cldn4,0.04826505803847614,-0.017514467760191943,-0.06577952579866808,-0.0089751910267733,8
gauss,200,mean,y_frac,krt_vs_cldn4,0.009763972702022117,-0.056018163911795815,-0.06578213661381793,-0.010913047277675503,8
gauss,150,mean,y_frac,krt_vs_cldn4,0.026542342480916248,-0.03929075565542095,-0.0658330981363372,-0.008438790318474887,8
box,400,mean,y_frac,krt_vs_cldn4,-0.00023902282664156616,-0.06698069599055145,-0.06674167316390989,-0.0128483306370063,8
gauss,400,mean,y_frac,krt_vs_cldn4,-0.03106102868046179,-0.09882621117660495,-0.06776518249614316,-0.014290160085641435,8
box,300,mean,y_log,krt_vs_cldn4,0.008236402367400752,-0.05982741635080768,-0.06806381871820844,0.005322297523280062,8
box,150,mean,y_log,krt_vs_cldn4,0.03576808601724002,-0.03302041999255034,-0.06878850600979036,0.006835948245484613,8
gauss,200,mean,y_frac,krt_hist_vs_cldn4_interaction,0.023213367516419336,-0.04586067228131574,-0.06907403979773508,-0.014826125942905,8
box,400,mean,y_frac,krt_hist_vs_cldn4_interaction,0.015319424032023576,-0.05977522071020225,-0.07509464474222582,-0.008791185527922574,8
gauss,100,mean,y_frac,krt_vs_cldn4,0.042185653023301684,-0.034288223783377036,-0.07647387680667872,-0.004371558932376507,8
gauss,600,mean,y_log,krt_vs_cldn4,-0.05076776467029798,-0.12740733489517742,-0.07663957022487944,0.018220839506506548,8
gauss,300,mean,y_frac,krt_hist_vs_cldn4_interaction,0.0019209056385521839,-0.075003103965257,-0.07692400960380918,-0.00406362770662283,8
box,600,mean,y_frac,krt_hist_vs_cldn4_interaction,-0.013397590615101818,-0.0904585573468002,-0.07706096673169838,-0.0018350992886617679,8
box,60,mean,y_log,krt_vs_cldn4,0.03433097636617832,-0.04520820632843936,-0.07953918269461768,-0.010345558340846384,8
box,400,mean,y_log,krt_vs_cldn4,-0.010964869318807136,-0.09250176007357691,-0.08153689075476978,-0.0009727583881861124,8
box,100,mean,y_log,krt_vs_cldn4,0.0420654620847315,-0.03967020061817883,-0.08173566270291033,-0.007134046170351072,8
gauss,150,mean,y_log,krt_vs_cldn4,0.015512512518888855,-0.06625121037260451,-0.08176372289149336,0.004632125382149188,8
gauss,600,ecdf,y_frac,krt_hist_vs_cldn4_interaction,-0.03418448594409229,-0.11663500786928505,-0.08245052192519275,-0.0465509360786337,8
gauss,200,mean,y_log,krt_vs_cldn4,-0.0014225739971518436,-0.08707601511383722,-0.08565344111668538,0.003187689961586304,8
gauss,600,mean,y_frac,krt_hist_vs_cldn4_interaction,-0.03418448594409229,-0.12024444640915788,-0.08605996046506559,0.006072640206143842,8
gauss,400,mean,y_frac,krt_hist_vs_cldn4_interaction,-0.011000151090520438,-0.1029526548427202,-0.09195250375219977,-0.0015972326797949465,8
box,600,mean,y_log,krt_vs_cldn4,-0.03578767508118563,-0.12854267855710688,-0.09275500347592125,-0.009590246517205303,8
gauss,60,mean,y_frac,krt_vs_cldn4,0.039644976980505175,-0.05346217255028485,-0.09310714953079002,-0.005813461402095876,8
gauss,300,mean,y_log,krt_vs_cldn4,-0.02547274960288015,-0.11994863374516407,-0.09447588414228392,0.0030355758266188415,8
gauss,400,mean,y_log,krt_vs_cldn4,-0.038543005142084086,-0.13457508330757828,-0.0960320781654942,0.004997548028582766,8
gauss,100,mean,y_log,krt_vs_cldn4,0.03603547580445521,-0.06671870770800692,-0.10275418351246213,-0.001477488173764141,8
gauss,60,mean,y_log,krt_vs_cldn4,0.04151226131425856,-0.08716199231027533,-0.12867425362453389,-0.022466130492474257,8
