cohort	sample_id	TFAP2A	TACSTD2	CLDN4
LUAD	TCGA-55-6970-01	409.573	3857.05	3495.66
LUAD	TCGA-55-6971-01	42.5944	2062.92	4634.08
LUAD	TCGA-55-6972-01	6.8493	3823.06	18044.5
LUAD	TCGA-55-6975-01	1052.81	8680.64	5512.99
LUAD	TCGA-55-6978-01	522.73	4356.57	10170.4
LUAD	TCGA-55-6979-01	628.585	5607.23	9483.74
LUAD	TCGA-55-6980-01	55.7029	20161.8	16611
LUAD	TCGA-55-6981-01	440.351	8636.84	31812.3
LUAD	TCGA-55-6982-01	118.921	4903.43	30213.4
LUAD	TCGA-55-6983-01	89.3617	4020.21	8792.2
LUAD	TCGA-55-6984-01	436.929	12913.2	11695.6
LUAD	TCGA-55-6985-01	561.194	10430.6	19310.4
LUAD	TCGA-55-6986-01	623.547	4736.19	10332.8
LUAD	TCGA-55-6987-01	576.977	4181.5	5165.61
LUAD	TCGA-55-7227-01	131.306	18727.7	9287.49
LUAD	TCGA-55-7281-01	120.798	29031.9	25282.1
LUAD	TCGA-55-7283-01	613.534	5783.96	18469.2
LUAD	TCGA-55-7284-01	165.494	6538.09	9800.6
LUAD	TCGA-55-7570-01	416.993	1160.78	6648.8
LUAD	TCGA-55-7573-01	155.324	11373.1	5763.01
LUAD	TCGA-55-7574-01	82.5561	2400.48	4098.43
LUAD	TCGA-55-7576-01	192.333	16683.6	14714.3
LUAD	TCGA-55-7724-01	305.511	7561.12	1763.53
LUAD	TCGA-55-7725-01	764.569	6505.25	3190.13
LUAD	TCGA-55-7726-01	1115.35	16543	4881.1
LUAD	TCGA-55-7727-01	286.238	10477.1	4271.56
LUAD	TCGA-55-7728-01	468.235	9031.3	7235.04
LUAD	TCGA-55-7815-01	108.216	4271.54	810.621
LUAD	TCGA-55-7816-01	88.6022	738.064	1429.68
LUAD	TCGA-55-7903-01	436.472	9289.99	14074.2
LUAD	TCGA-55-7907-01	145.426	11615.3	11345.6
LUAD	TCGA-55-7910-01	0.9259	488.889	4565.74
LUAD	TCGA-55-7911-01	595.745	3012.55	8782.34
LUAD	TCGA-55-7913-01	166.153	4819.57	15866.3
LUAD	TCGA-55-7914-01	314.343	3845.58	9270.86
LUAD	TCGA-55-7994-01	179.519	7677.82	8101.45
LUAD	TCGA-55-7995-01	95.622	8685.48	13363.6
LUAD	TCGA-55-8085-01	83.8553	4627.7	7104.38
LUAD	TCGA-55-8087-01	111.344	7444.68	9616.4
LUAD	TCGA-55-8089-01	666.952	8916.56	3270.89
LUAD	TCGA-55-8090-01	455.559	10212.8	15722.8
LUAD	TCGA-55-8091-01	183.359	9926.29	8213.82
LUAD	TCGA-55-8092-01	396.141	5404.19	5692.9
LUAD	TCGA-55-8094-01	166.294	4217.55	12439.9
LUAD	TCGA-55-8096-01	237.876	3588.14	8575.24
LUAD	TCGA-55-8097-01	125.302	6695.84	12237.9
LUAD	TCGA-55-8203-01	117.683	4828.63	10107.4
LUAD	TCGA-55-8204-01	1194.21	22090.7	4615.34
LUAD	TCGA-55-8205-01	494.63	4231.1	7782.76
LUAD	TCGA-55-8206-01	8.2693	10595.7	8676.02
LUAD	TCGA-55-8207-01	92.9895	10341.1	15825.6
LUAD	TCGA-55-8208-01	104.177	6561.63	7731.3
LUAD	TCGA-55-8299-01	812.63	3275.44	2690.04
LUAD	TCGA-55-8301-01	700.606	4318.28	10198.3
LUAD	TCGA-55-8302-01	274.124	12451.9	31509.3
LUAD	TCGA-55-8505-01	449.028	10134.4	14411.3
LUAD	TCGA-55-8506-01	508.446	158.784	9877.82
LUAD	TCGA-55-8507-01	63.3117	5696.97	8205.63
LUAD	TCGA-55-8508-01	916.888	7037.14	13600.4
LUAD	TCGA-55-8510-01	68.5435	10175	13933.3
LUAD	TCGA-55-8511-01	877.426	6337.99	12945.8
LUAD	TCGA-55-8512-01	258.685	13870.7	11269.4
LUAD	TCGA-55-8513-01	189.911	4885.76	5891.69
LUAD	TCGA-55-8514-01	1123.87	5909.68	21696.1
LUAD	TCGA-55-8614-01	1652.05	19918.3	7018.7
LUAD	TCGA-55-8615-01	78.6096	2924.6	4637.43
LUAD	TCGA-55-8616-01	215.861	10671.7	19358.2
LUAD	TCGA-55-8619-01	73.3838	9543.97	8405.94
LUAD	TCGA-55-8620-01	42.2682	105.373	11049.3
LUAD	TCGA-55-8621-01	182.67	4155.35	5312.44
LUAD	TCGA-55-A48X-01	264.418	12614.4	14161.3
LUAD	TCGA-55-A48Y-01	47.7941	6180.15	2259.98
LUAD	TCGA-55-A48Z-01	871.216	5189.33	19609.8
LUAD	TCGA-55-A490-01	42.8052	2407.42	9382.2
LUAD	TCGA-55-A491-01	448.915	7418.21	17925.4
LUAD	TCGA-55-A492-01	26.7809	4750.94	7380.29
LUAD	TCGA-55-A493-01	167.244	3915.92	18283.8
LUAD	TCGA-55-A494-01	114.411	4312.6	30099.1
LUAD	TCGA-55-A4DF-01	55.9408	2524.73	5304.67
LUAD	TCGA-55-A4DG-01	155.591	7075.42	9034.81
LUAD	TCGA-55-A57B-01	220.381	16055	23699.2
LUAD	TCGA-62-8394-01	629.587	5668.36	20656.2
LUAD	TCGA-62-8395-01	119.742	3423.4	8478.88
LUAD	TCGA-62-8397-01	51.0949	8147.45	9716.79
LUAD	TCGA-62-8398-01	233.829	6862.47	10829.3
LUAD	TCGA-62-8399-01	15.5068	3602.12	11764
LUAD	TCGA-62-8402-01	241.902	4157.65	5063.19
LUAD	TCGA-62-A46O-01	3902.45	4300.45	1829.43
LUAD	TCGA-62-A46P-01	111.278	4127.07	2450.38
LUAD	TCGA-62-A46R-01	129.056	10434	13500.9
LUAD	TCGA-62-A46S-01	18.1015	3531.13	6752.76
LUAD	TCGA-62-A46U-01	79.3259	2726.26	7063.71
LUAD	TCGA-62-A46V-01	490.819	8755.83	6080.89
LUAD	TCGA-62-A46Y-01	516.291	9959.9	11873.7
LUAD	TCGA-62-A470-01	9.8522	4267.24	4955.66
LUAD	TCGA-62-A471-01	1246.04	3830.69	6012.79
LUAD	TCGA-62-A472-01	678.571	6026.06	9286.68
LUAD	TCGA-64-1676-01	68.5935	19795.8	14622.2
LUAD	TCGA-64-1677-01	512.035	3509.85	9374.18
LUAD	TCGA-64-1678-01	56.1929	2740.34	8007.49
LUAD	TCGA-64-1679-01	98.6651	15481.1	11506.4
LUAD	TCGA-64-1680-01	312.407	7248.13	19363.2
LUAD	TCGA-64-1681-01	67.5883	14326.2	15138
LUAD	TCGA-64-5774-01	51.942	1719.23	10252.2
LUAD	TCGA-64-5775-01	45.0186	643.255	1535.74
LUAD	TCGA-64-5778-01	101.713	13478.5	12950.2
LUAD	TCGA-64-5779-01	103.11	1797.87	2761.05
LUAD	TCGA-64-5781-01	744.051	14834.1	7732.48
LUAD	TCGA-64-5815-01	232.522	6899.45	11186.2
LUAD	TCGA-67-3770-01	50.7519	5029.14	8631.58
LUAD	TCGA-67-3771-01	158.306	7919.22	6171.99
LUAD	TCGA-67-3772-01	119.85	17618.9	15713
LUAD	TCGA-67-3773-01	24.666	6334.02	10380.3
LUAD	TCGA-67-3774-01	31.9336	4944.6	3347.92
LUAD	TCGA-67-4679-01	157.223	7014.78	11217.9
LUAD	TCGA-67-6215-01	236.862	4246.01	6032.16
LUAD	TCGA-67-6216-01	486.813	13145.7	8753.2
LUAD	TCGA-67-6217-01	14.2142	8535.34	9335.88
LUAD	TCGA-69-7760-01	437.227	7384.76	11582.1
LUAD	TCGA-69-7761-01	524.555	6723.69	5196.98
LUAD	TCGA-69-7763-01	53.1993	4726.47	4148.37
LUAD	TCGA-69-7764-01	50.3979	6892.57	6570.29
LUAD	TCGA-69-7765-01	237.828	3907.62	8732.83
LUAD	TCGA-69-7973-01	165.902	753.653	6107.15
LUAD	TCGA-69-7974-01	367.392	4605.92	11368.6
LUAD	TCGA-69-7978-01	113.315	10883	10556.8
LUAD	TCGA-69-7979-01	1843.43	6266.45	18577
LUAD	TCGA-69-7980-01	202.71	8058.79	13578.8
LUAD	TCGA-69-8253-01	63.1422	5534.8	9329.34
LUAD	TCGA-69-8254-01	52.4146	4613.72	13240.5
LUAD	TCGA-69-8255-01	249.376	258.807	3031.07
LUAD	TCGA-69-8453-01	288.499	11976.6	10888.4
LUAD	TCGA-69-A59K-01	63.9606	14889.3	5202.34
LUAD	TCGA-71-6725-01	406.881	10260.7	23156
LUAD	TCGA-71-8520-01	117.798	5129.17	14151.3
LUAD	TCGA-73-4658-01	267.549	5698.5	12993.1
LUAD	TCGA-73-4659-01	24.1793	4973	8035.02
LUAD	TCGA-73-4662-01	56.9654	2856.24	22687.2
LUAD	TCGA-73-4666-01	262.592	5142.93	26062
LUAD	TCGA-73-4668-01	268.881	12499.4	18129.2
LUAD	TCGA-73-4670-01	598.879	8806.61	10298.8
LUAD	TCGA-73-4675-01	260.843	3757.74	6534.7
LUAD	TCGA-73-4676-01	431.135	13009	12370.4
LUAD	TCGA-73-4677-01	69.3892	5355.98	5667.94
LUAD	TCGA-73-7498-01	22.0769	4712.18	9872.44
LUAD	TCGA-73-7499-01	979.409	6168.67	11847.8
LUAD	TCGA-73-A9RS-01	850.132	5936.62	4490.32
LUAD	TCGA-75-5122-01	33.8481	1149.14	2824.62
LUAD	TCGA-75-5125-01	421.134	4026.8	10089.7
LUAD	TCGA-75-5126-01	165.605	9325.64	13947.5
LUAD	TCGA-75-5146-01	87.1722	8024.1	8889.44
LUAD	TCGA-75-5147-01	121.793	7943.38	11343.3
LUAD	TCGA-75-6203-01	135.488	3559.15	3318.43
LUAD	TCGA-75-6205-01	275.424	8622.88	4121.19
LUAD	TCGA-75-6206-01	8.8106	4464.44	6101.95
LUAD	TCGA-75-6207-01	539.341	12385.9	24154.3
LUAD	TCGA-75-6211-01	28.9283	3227.48	5938.86
LUAD	TCGA-75-6212-01	48.3257	7301.86	6020.45
LUAD	TCGA-75-6214-01	2545.29	26358.2	7992.1
LUAD	TCGA-75-7025-01	434.947	11586.2	4925.11
LUAD	TCGA-75-7027-01	33.0052	4554.72	6892.88
LUAD	TCGA-75-7030-01	348.958	10128.1	5943.75
LUAD	TCGA-75-7031-01	47.3118	5872.04	6867.74
LUAD	TCGA-78-7143-01	447.217	13600.3	17503.4
LUAD	TCGA-78-7145-01	112.892	14965.2	17436.6
LUAD	TCGA-78-7146-01	1063.17	4843.28	10347.8
LUAD	TCGA-78-7147-01	414.332	17796.3	13247.7
LUAD	TCGA-78-7148-01	38.2877	11203.4	10926.3
LUAD	TCGA-78-7149-01	62.8619	9137.58	5878.69
LUAD	TCGA-78-7150-01	823.867	5846.82	4112.45
LUAD	TCGA-78-7152-01	116.992	2533.89	9694.52
LUAD	TCGA-78-7153-01	158.429	1581.21	6205.12
LUAD	TCGA-78-7154-01	198.244	4045.84	6268.79
LUAD	TCGA-78-7155-01	388.31	1254.05	1427.08
LUAD	TCGA-78-7156-01	26.7413	4641.79	5184.7
LUAD	TCGA-78-7158-01	207.054	5011.2	9836.1
LUAD	TCGA-78-7159-01	229.752	2487.05	5698.62
LUAD	TCGA-78-7160-01	41.6404	9314.2	8436.59
LUAD	TCGA-78-7161-01	104.35	5388.33	4909.2
LUAD	TCGA-78-7162-01	25.247	3703.26	5299.3
LUAD	TCGA-78-7163-01	1216.47	3043.4	12251.6
LUAD	TCGA-78-7166-01	256.799	19599.2	6518.5
LUAD	TCGA-78-7167-01	92.7192	7405.94	7305.79
LUAD	TCGA-78-7220-01	382.334	2219.53	5027.41
LUAD	TCGA-78-7535-01	140.377	12642.8	9666.8
LUAD	TCGA-78-7536-01	775.134	4771.34	9597.69
LUAD	TCGA-78-7537-01	98.7874	5068.47	4764.62
LUAD	TCGA-78-7539-01	96.3181	4648.6	9675.11
LUAD	TCGA-78-7540-01	281.69	15578.5	24276.7
LUAD	TCGA-78-7542-01	458.76	13884.7	7404.87
LUAD	TCGA-78-7633-01	10.3647	4285.51	6177.36
LUAD	TCGA-78-8640-01	7.5857	39394.3	17493.8
LUAD	TCGA-78-8648-01	122.995	1719.63	3385.79
LUAD	TCGA-78-8655-01	1125.4	11915.8	13826.5
LUAD	TCGA-78-8660-01	39.0821	6013.39	9562.86
LUAD	TCGA-78-8662-01	2064.86	9281.93	15929.8
LUAD	TCGA-80-5607-01	104.963	3920.26	14714.4
LUAD	TCGA-80-5608-01	61.7078	7150.3	13104
LUAD	TCGA-80-5611-01	1367.89	9128.21	5727.98
LUAD	TCGA-83-5908-01	431.844	4826.89	8806.23
LUAD	TCGA-86-6562-01	197.24	7889.59	22895.9
LUAD	TCGA-86-6851-01	411.849	4671.89	9855.03
LUAD	TCGA-86-7701-01	31.6122	1550.05	5178.08
LUAD	TCGA-86-7711-01	784.285	6875.81	2290.76
LUAD	TCGA-86-7713-01	1.9239	2919.98	6597.25
LUAD	TCGA-86-7714-01	48.8722	13409.8	6890.04
LUAD	TCGA-86-7953-01	121.722	9468.65	12868
LUAD	TCGA-86-7954-01	245.119	2175.83	9456.62
LUAD	TCGA-86-7955-01	1429.63	7349.95	8480.16
LUAD	TCGA-86-8054-01	341.354	373.99	7178.09
LUAD	TCGA-86-8055-01	473.639	6405.92	7637.81
LUAD	TCGA-86-8056-01	124.719	5798.72	7324.09
LUAD	TCGA-86-8073-01	63.2411	14637.2	15018.4
LUAD	TCGA-86-8074-01	210.079	13198.4	8091.85
LUAD	TCGA-86-8075-01	509.07	8532.21	19731.5
LUAD	TCGA-86-8076-01	87.3124	2539.08	5736.11
LUAD	TCGA-86-8278-01	312.439	4390.74	5794.78
LUAD	TCGA-86-8279-01	1623.35	12321.5	21676.4
LUAD	TCGA-86-8280-01	167.212	6601.24	10945.1
LUAD	TCGA-86-8281-01	19.1504	5710.65	6985.03
LUAD	TCGA-86-8358-01	190.314	125.328	3869.27
LUAD	TCGA-86-8359-01	35.2369	7544.35	12624.5
LUAD	TCGA-86-8585-01	970.478	4575.58	3407.7
LUAD	TCGA-86-8668-01	111.607	7930.06	28360.1
LUAD	TCGA-86-8669-01	64.9023	4954	7278.51
LUAD	TCGA-86-8671-01	79.9008	5401.29	5036.51
LUAD	TCGA-86-8672-01	396.396	5499.65	10507.3
LUAD	TCGA-86-8673-01	349.561	2241.65	9033.44
LUAD	TCGA-86-8674-01	17.4255	8858.35	9329.96
LUAD	TCGA-86-A456-01	152.004	6092.56	9031.49
LUAD	TCGA-86-A4D0-01	127.501	2130.76	3822.71
LUAD	TCGA-86-A4JF-01	763.622	6426.57	16602.1
LUAD	TCGA-86-A4P7-01	24.6679	3381.4	10296.5
LUAD	TCGA-86-A4P8-01	14.5852	6126.71	3656.79
LUAD	TCGA-91-6828-01	239.057	1801.35	6139.73
LUAD	TCGA-91-6829-01	242.643	5118.74	7606.09
LUAD	TCGA-91-6830-01	130.268	5273.56	9470.5
LUAD	TCGA-91-6831-01	122.709	1668.53	4247.73
LUAD	TCGA-91-6835-01	162.98	4195.94	14409.9
LUAD	TCGA-91-6836-01	159.241	5277.9	15210.4
LUAD	TCGA-91-6840-01	6.8767	4239.86	8379.62
LUAD	TCGA-91-6847-01	2163.13	14686.1	10696.7
LUAD	TCGA-91-6848-01	131.483	449.723	135.671
LUAD	TCGA-91-6849-01	42.2692	7090.1	5131.26
LUAD	TCGA-91-7771-01	90.8571	3662.86	8877.14
LUAD	TCGA-91-8496-01	15.4882	18043	9803.24
LUAD	TCGA-91-8497-01	84.0642	2282.31	6236.64
LUAD	TCGA-91-8499-01	63.8015	337.321	4241.62
LUAD	TCGA-91-A4BC-01	315.927	126.632	2855.09
LUAD	TCGA-91-A4BD-01	106.078	6230.55	9537.38
LUAD	TCGA-93-7347-01	80.8081	7739.32	9470.09
LUAD	TCGA-93-7348-01	384.382	3923.73	14596.6
LUAD	TCGA-93-8067-01	183.152	8770.78	6961.19
LUAD	TCGA-93-A4JN-01	357.639	15377.4	6359.93
LUAD	TCGA-93-A4JO-01	496.339	5717.57	11464.4
LUAD	TCGA-93-A4JP-01	1414.18	8428.62	6925.81
LUAD	TCGA-93-A4JQ-01	510.462	11228.4	13278.1
LUAD	TCGA-95-7039-01	106.429	16462.9	27787.9
LUAD	TCGA-95-7043-01	97.1977	482.069	9947.09
LUAD	TCGA-95-7562-01	1448.8	7386.45	17073.2
LUAD	TCGA-95-7567-01	200.563	8476.51	17813.2
LUAD	TCGA-95-7944-01	124.451	4216.32	210.102
LUAD	TCGA-95-7947-01	153.102	13003	17355.6
LUAD	TCGA-95-7948-01	315.132	9015.46	17421.4
LUAD	TCGA-95-8039-01	268.979	16186.5	10969.9
LUAD	TCGA-95-8494-01	724.665	7722.12	13189.9
LUAD	TCGA-95-A4VK-01	227.428	10143.5	13993.2
LUAD	TCGA-95-A4VN-01	276.517	4743.4	8051.88
LUAD	TCGA-95-A4VP-01	62.3771	2640.81	3294.46
LUAD	TCGA-97-7546-01	46.4509	5020.35	7504.7
LUAD	TCGA-97-7547-01	470.073	11740	12995.7
LUAD	TCGA-97-7552-01	212.055	7499.6	6072.88
LUAD	TCGA-97-7553-01	204.481	6566.17	9252.56
LUAD	TCGA-97-7554-01	847.899	3011.01	17350.7
LUAD	TCGA-97-7937-01	190.84	9352.35	16640.4
LUAD	TCGA-97-7938-01	303.928	8236.86	10218.1
LUAD	TCGA-97-7941-01	408.209	7554.77	8636.42
LUAD	TCGA-97-8171-01	23.5922	1973.32	10954.9
LUAD	TCGA-97-8172-01	125.43	3377.88	11085.7
LUAD	TCGA-97-8174-01	12.0457	2094.86	1827.94
