stem	cell_line	gse_id	cancer_type	cancer_group	is_lung	is_llc	is_kl	is_kp	n_baseline	n_icb	mean_baseline	mean_icb	median_baseline	median_icb	delta_mean	delta_median	treatments
B16_GSE109485_intracranial_antiCTLA4&antiPD1	B16	GSE109485	Melanoma	Melanoma	False	False	False	False	3	3	0.0006103877145249666	0.0	0.0	0.0	-0.0006103877145249666	0.0	antiPD1; antiCTLA4; intracranial;;isotype; intracranial;
B16_GSE149825_antiCTLA4&antiPD1	B16	GSE149825	Melanoma	Melanoma	False	False	False	False	3	3	0.0	0.017317774064741366	0.0	0.0	0.017317774064741366	0.0	antiPD1; antiCTLA4;;vehicle
B16_GSE149825_birinapant_antiCTLA4&antiPD1	B16	GSE149825	Melanoma	Melanoma	False	False	False	False	3	3	0.034774497839035766	1.5004604337252934	0.0305043535475078	1.20306801734117	1.4656859358862575	1.1725636637936623	antiPD1; antiCTLA4; birinapant;birinapant
B16_GSE150401_MDK_knockdown_antiPD1	B16	GSE150401	Melanoma	Melanoma	False	False	False	False	4	4	0.0	0.07422023008169075	0.0	0.0	0.07422023008169075	0.0	antiPD1;isotype
B16_GSE150401_antiPD1	B16	GSE150401	Melanoma	Melanoma	False	False	False	False	4	4	0.0	0.0	0.0	0.0	0.0	0.0	antiPD1;isotype
B16_GSE151829_Aire_KO_antiCTLA4	B16	GSE151829	Melanoma	Melanoma	False	False	False	False	5	6	0.3067418052196312	0.13393350758353934	0.213083798709614	0.067858791673807	-0.17280829763609185	-0.14522500703580699	antiCTLA4;isotype
B16_GSE151829_antiCTLA4	B16	GSE151829	Melanoma	Melanoma	False	False	False	False	3	6	0.04129928145875606	0.10388464706408816	0.0425219232427201	0.0896624137967114	0.0625853656053321	0.047140490553991304	antiCTLA4;isotype
B16_GSE152925_Man2a1_KO_antiPDL1	B16	GSE152925	Melanoma	Melanoma	False	False	False	False	3	3	0.0	0.0	0.0	0.0	0.0	0.0	antiPDL1;isotype
B16_GSE152925_antiPDL1	B16	GSE152925	Melanoma	Melanoma	False	False	False	False	6	6	0.021235350504255197	0.0030393653574435665	0.0	0.0	-0.01819598514681163	0.0	antiPDL1;isotype;isotype; PBS
B16_GSE152925_swainsonine_antiPDL1	B16	GSE152925	Melanoma	Melanoma	False	False	False	False	3	3	0.07334788101872633	0.15290240243163725	0.0	0.0450009312387138	0.07955452141291092	0.0450009312387138	antiPDL1; swainsonine;swainsonine
BNL-MEA_GSE148947_antiPD1	BNL-MEA	GSE148947	Hepatocellular carcinoma	Liver	False	False	False	False	3	3	0.671056938695246	1.0991225739881736	0.235470966397632	0.991084062016367	0.4280656352929276	0.755613095618735	antiPD1;vehicle
BNL-MEA_GSE148947_regorafenib_5_antiPD1	BNL-MEA	GSE148947	Hepatocellular carcinoma	Liver	False	False	False	False	3	3	0.3894955993823317	0.7123454113447806	0.336137111169699	0.813119939123847	0.3228498119624489	0.4769828279541479	antiPD1; regorafenib_5;;regorafenib_5
CT26_ERP114266_day14_antiCTLA4&antiPDL1	CT26	ERP114266	Colorectal carcinoma	Colorectal	False	False	False	False	5	5	0.08374363448948113	0.43952350563367426	0.0874537930231873	0.152264920111525	0.3557798711441931	0.06481112708833771	antiPDL1; antiCTL4;;isotype
CT26_ERP114266_day7_antiCTLA4&antiPDL1	CT26	ERP114266	Colorectal carcinoma	Colorectal	False	False	False	False	5	5	0.8635409095247837	0.7287512934632199	0.458136562883781	0.165131133893957	-0.1347896160615638	-0.293005428989824	antiPDL1; antiCTL4;;isotype
CT26_GSE139475_antiPD1	CT26	GSE139475	Colorectal carcinoma	Colorectal	False	False	False	False	5	9	1.074877193479072	0.7196925791129607	1.14179216114684	0.768022979415869	-0.35518461436611126	-0.37376918173097107	antiPD1;isotype
CT26_GSE153239_FcS_antiGARP:TGFb_FcD_antiPD1	CT26	GSE153239	Colorectal carcinoma	Colorectal	False	False	False	False	5	5	0.4301268946357755	0.9795424785165496	0.482335868270211	0.188559601295096	0.5494155838807742	-0.29377626697511505	antiGARP:TGFb FcD;antiGARP:TGFb FcD; antiPD1 FcS;
CT26_GSE153239_FcS_antiGARP:TGFb_WT_antiPD1	CT26	GSE153239	Colorectal carcinoma	Colorectal	False	False	False	False	5	5	0.46691004130120745	0.8992465962764014	0.145664471531024	0.771318410885129	0.4323365549751939	0.625653939354105	antiGARP:TGFb WT;antiGARP:TGFb WT; antiPD1 FcS;
CT26_GSE153239_FcS_antiPD1	CT26	GSE153239	Colorectal carcinoma	Colorectal	False	False	False	False	5	5	0.2936265918777111	0.47664327082002866	0.43986022345491	0.379810127166109	0.18301667894231755	-0.06005009628880098	antiPD1_FcS;isotype
CT26_GSE153239_FcS_antiTGFb_antiPD1	CT26	GSE153239	Colorectal carcinoma	Colorectal	False	False	False	False	5	5	0.40726674503123766	0.6708006399438484	0.0087501672858076	0.15600421057879	0.26353389491261076	0.1472540432929824	antiTGFb;antiTGFb; antiPD1 FcS;
D3UV2_GSE159344_antiPD1	D3UV2	GSE159344	Melanoma	Melanoma	False	False	False	False	3	3	0.10005597973651033	0.5758237067181168	0.143115171814098	0.0870459270131905	0.47576772698160646	-0.0560692448009075	antiPD1;isotype
D4M.3A.3_GSE159344_antiPD1	D4M.3A.3	GSE159344	Melanoma	Melanoma	False	False	False	False	3	3	0.09632113449793633	0.0	0.141725747302057	0.0	-0.09632113449793633	-0.141725747302057	antiPD1;isotype
E0771_GSE174053_high.fat.diet_antiPD1	E0771	GSE174053	Mammary adenocarcinoma	Mammary	False	False	False	False	8	8	0.8743712081873632	0.8382443371357469	0.1828571742151165	0.672658719764025	-0.03612687105161638	0.48980154554890853	antiPD1; high.fat.diet;;isotype; high.fat.diet;
EMT6_GSE107801_antiPDL1	EMT6	GSE107801	Mammary carcinoma	Mammary	False	False	False	False	10	10	0.21473811868799192	0.45843769101455356	0.1674362528013275	0.22548122532937198	0.24369957232656164	0.05804497252804447	antiPDL1;;isotype
EMT6_GSE107801_antiTGFb_trap_antiPDL1	EMT6	GSE107801	Mammary carcinoma	Mammary	False	False	False	False	10	10	0.23495080701674637	0.97220228367741	0.11088854003094015	0.963871624881366	0.7372514766606637	0.8529830848504258	M7824 (anti_PDL1_TGFb_Trap);anti_PDL1(mut)_TGFb_Trap_control
KPB25L_GSE124821_UV_day3_antiCTLA4&antiPD1	KPB25L	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	4	3	4.99337729084064	5.239179754576163	4.976323987467775	4.93435887217286	0.24580246373552317	-0.0419651152949152	antiPD1; antiCTLA4;;no_treatment
KPB25L_GSE124821_UV_day7_antiCTLA4&antiPD1	KPB25L	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	4	6	3.7428033598192023	3.5385546534677754	3.605122561058423	4.52404342655611	-0.2042487063514269	0.9189208654976873	antiPD1; antiCTLA4;;no_treatment
KPB25L_GSE124821_UV_end_antiCTLA4&antiPD1	KPB25L	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	6	4	6.758494650473035	5.6035902436552005	7.5766482367570696	6.02748638329944	-1.1549044068178347	-1.5491618534576297	antiPD1; antiCTLA4;;no_treatment
KPB25L_GSE124821_day3_antiCTLA4&antiPD1	KPB25L	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	5	5	6.488255875465209	5.035062679020874	6.5597071918641	4.09155284944799	-1.4531931964443352	-2.46815434241611	antiPD1; antiCTLA4;;no_treatment
KPB25L_GSE124821_day7_antiCTLA4&antiPD1	KPB25L	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	4	4	6.60477798042025	6.220481558311325	6.731727721928889	6.153254709008355	-0.38429642210892556	-0.5784730129205347	antiPD1; antiCTLA4;;no_treatment
KPB25L_GSE124821_end_antiCTLA4&antiPD1	KPB25L	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	6	3	7.042788403929737	6.677427960786484	6.797814259503889	6.61265884722995	-0.36536044314325267	-0.1851554122739394	antiPD1; antiCTLA4;;no_treatment
LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1	LLC	GSE155972	Lung carcinoma	Lung	True	True	False	False	10	7	0.26720103590172417	0.6008010386252158	0.13742334990546	0.138449148826943	0.33360000272349166	0.0010257989214829955	antiPD1; antiCTL4;;no_treatment
LLC_GSE155972_antiCTLA4&antiPD1	LLC	GSE155972	Lung carcinoma	Lung	True	True	False	False	10	6	0.12803456322983156	0.20872810220200658	0.0929870451034409	0.20070759537315302	0.08069353897217502	0.10772055026971213	antiPD1; antiCTL4;;no_treatment
MC38_GSE172162_antiPD1	MC38	GSE172162	Colorectal carcinoma	Colorectal	False	False	False	False	4	4	0.00729893102448615	0.0	0.0	0.0	-0.00729893102448615	0.0	antiPD1;isotype
MC38_GSE172162_exercise_antiPD1	MC38	GSE172162	Colorectal carcinoma	Colorectal	False	False	False	False	4	4	0.01227009468723	0.008352666095568225	0.0	0.0	-0.003917428591661776	0.0	antiPD1; exercise;exercise
MC38_GSE93017_antiPDL1	MC38	GSE93017	Colorectal carcinoma	Colorectal	False	False	False	False	3	3	0.08786849771900233	0.0806197927224359	0.0	0.0991324192003727	-0.007248704996566435	0.0991324192003727	antiPDL1;isotype
MOC22_RU31562203_antiPD1	MOC22	RU31562203	Oral squamous cell carcinoma	HeadNeck	False	False	False	False	3	3	7.024313305980783	6.345834165330583	7.04869258028266	6.56575765761271	-0.6784791406502002	-0.4829349226699504	antiPD1;isotype
T11_GSE124821_Apobec_day3_antiCTLA4&antiPD1	T11	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	4	4	0.43886252111421586	0.5133300696725511	0.3994574914370145	0.546173315237498	0.07446754855833526	0.14671582380048354	antiPD1; antiCTLA4;;no_treatment
T11_GSE124821_Apobec_day7_antiCTLA4&antiPD1	T11	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	4	4	0.0687192597445351	0.21920802218765834	0.0791922607965437	0.2064253732064587	0.15048876244312323	0.127233112409915	antiPD1; antiCTLA4;;no_treatment
T11_GSE124821_Apobec_end_antiCTLA4&antiPD1	T11	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	4	4	0.21360330766742103	0.6973077323139635	0.12344802595222384	0.5215886282212195	0.48370442464654245	0.3981406022689957	antiPD1; antiCTLA4;;no_treatment
T11_GSE124821_UV_day3_antiCTLA4&antiPD1	T11	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	4	3	0.1460028748812642	0.3650869964384477	0.12989840914805587	0.40496087237685	0.21908412155718351	0.27506246322879413	antiPD1; antiCTLA4;;no_treatment
T11_GSE124821_UV_day7_antiCTLA4&antiPD1	T11	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	4	4	0.48075480872890597	0.7730771214372439	0.3880316039153	0.8339207701112805	0.292322312708338	0.4458891661959805	antiPD1; antiCTLA4;;no_treatment
T11_GSE124821_UV_end_antiCTLA4&antiPD1	T11	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	4	5	0.553389462325364	0.408287305294665	0.6412169930905975	0.3415303869973	-0.145102157030699	-0.29968660609329756	antiPD1; antiCTLA4;;no_treatment
T11_GSE124821_day3_antiCTLA4&antiPD1	T11	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	4	4	0.38341037208189027	0.10824127226688234	0.1386172103701514	0.06371769782288761	-0.2751690998150079	-0.07489951254726379	antiPD1; antiCTLA4;;no_treatment
T11_GSE124821_day7_antiCTLA4&antiPD1	T11	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	4	4	0.29420518717486	0.7654152631990858	0.272059894797978	0.802872662137829	0.4712100760242258	0.530812767339851	antiPD1; antiCTLA4;;no_treatment
T11_GSE124821_end_antiCTLA4&antiPD1	T11	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	5	5	0.2905390590170265	0.20306492981144392	0.0568734254532085	0.040843346627065	-0.08747412920558256	-0.016030078826143497	antiPD1; antiCTLA4;;no_treatment
YTN16_GSE146027_anti_IL17_day10_antiPD1	YTN16	GSE146027	Gastric adenocarcinoma	Gastric	False	False	False	False	4	4	0.9864255019440428	1.2754117868132027	0.9029634119815745	1.30995992312823	0.2889862848691599	0.40699651114665547	antiPD1; antiIL17;anti_IL17
YTN16_GSE146027_day10_antiPD1	YTN16	GSE146027	Gastric adenocarcinoma	Gastric	False	False	False	False	4	4	1.5323433375286375	1.0878747763168308	1.55676392723924	1.091529689442325	-0.44446856121180667	-0.465234237796915	antiPD1;no_treatment
YTN16_GSE146027_day14_antiCTLA4	YTN16	GSE146027	Gastric adenocarcinoma	Gastric	False	False	False	False	4	5	2.1198041382353887	3.9712919617959046	2.23819823327546	4.0777397372373	1.8514878235605159	1.83954150396184	antiCTLA4;no_treatment
YTN16_GSE146027_day21_antiCTLA4	YTN16	GSE146027	Gastric adenocarcinoma	Gastric	False	False	False	False	5	5	6.065160740408489	4.344375541065988	6.23081676614005	4.45032966097183	-1.720785199342501	-1.7804871051682198	antiCTLA4;no_treatment
YTN16_GSE146027_day7_antiCTLA4	YTN16	GSE146027	Gastric adenocarcinoma	Gastric	False	False	False	False	4	5	1.6592985325519836	3.7022047505238502	1.5223377592462048	3.55899455449509	2.0429062179718667	2.036656795248885	antiCTLA4;no_treatment
YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2	YUMM1.7	GSE103725	Melanoma	Melanoma	False	False	False	False	3	4	0.07508670675454167	0.0536043475666061	0.0	0.0338198692588792	-0.02148235918793557	0.0338198692588792	BRAFi;BRAFi; antiPDL2;
p53-2225L_GSE124821_day3_antiCTLA4&antiPD1	p53-2225L	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	8	5	6.989574430276287	7.509093416883822	7.15319223645996	7.83853904395933	0.5195189866075349	0.6853468074993705	antiPD1; antiCTLA4;;no_treatment
p53-2225L_GSE124821_end_antiCTLA4&antiPD1	p53-2225L	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	6	3	7.1924304029985	7.094858643919037	6.998770803938545	7.24561790414055	-0.09757175907946358	0.24684710020200562	antiPD1; antiCTLA4;;no_treatment
p53-2336R_GSE124821_day3_antiCTLA4&antiPD1	p53-2336R	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	3	5	1.3966837133176833	1.7834035121096157	1.40668142223428	1.70730611724121	0.3867197987919324	0.30062469500693	antiPD1; antiCTLA4;;no_treatment
p53-2336R_GSE124821_end_antiCTLA4&antiPD1	p53-2336R	GSE124821	Mammary cancer, NOS	Mammary	False	False	False	False	8	5	2.3698386213059734	4.89586858502922	1.270607697105615	5.70570022526118	2.5260299637232464	4.435092528155565	antiPD1; antiCTLA4;;no_treatment
