rank_metric	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
sample_spearman_TACSTD2	prerank	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.35025433088070845	1.7278348617434496	0.0	0.006780250347705145	0.027	87/217	23.93%	MYO6;NFKBIZ;NUMA1;IVL;PLS1;SPRR1B;SPRR1A;EPHA2;MED1;KRT7;ST14;KRT86;SPRR2D;POU2F3;AQP3;EXPH5;KDF1;TP63;CFLAR;SPRR2B;EREG;CDSN;EVPL;GRHL2;KRT17;ASAH1;OVOL2;OVOL1;ZFP36;SLC44A4;KRT81;KCNQ1;PALLD;KLK5;VDR;SHARPIN;ROCK1;MAFF;FOXN1;GRHL1;KRT83;KRT80;KRT16;ZBED2;CDH3;ZFP36L1;UGCG;YAP1;IFT74;PRKCH;SCEL;STRC;IRF6;GATA6;BCR;ANXA1;ERRFI1;FGF20;HES1;POU3F1;CASP3;SLC4A7;TRIOBP;SAV1;LATS1;SPRR3;TXNIP;SULT2B1;TGM1;SPRR4;ANKRD24;IL20;PPL;SFN;TECTA;FLNB;IL1A;SPRR2F;FOSL2;KRT36;MYO7A;ESRP1;CTNNB1;JAG1;ETV4;SCRIB;BMP4
sample_spearman_TACSTD2	prerank	KEGG_TIGHT_JUNCTION__no_CLDN4_TACSTD2	0.3713307328020249	1.7070654207791758	0.0	0.0	0.0	51/123	23.10%	CLDN3;MAGI3;PRKCZ;CLDN6;OCLN;CLDN23;CLDN9;EPB41L1;MAGI1;MYH15;PRKCE;MYH9;TJP3;PARD3;MAGI2;CLDN18;PRKCI;ACTB;CTNNA1;CLDN2;AKT2;LLGL2;CLDN14;F11R;GNAI2;CLDN1;CLDN5;PRKCH;TJP1;EPB41;MYH14;YBX3;ACTN4;MYL7;CRB3;EXOC3;PRKCD;PPP2R1B;SYMPK;CGN;PPP2CB;PARD6B;EPB41L3;CDC42;AMOTL1;CLDN16;CTTN;MYL12A;MYH11;IGSF5;CTNNB1
sample_spearman_TACSTD2	prerank	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.46412686498632477	1.638010657283537	0.017482517482517484	0.014636730909331746	0.065	11/32	11.10%	NFKBIZ;MET;CLDN4;KDF1;TP63;LSR;GRHL1;KRT16;CLDN1;CYSRT1;UGCG
sample_spearman_TACSTD2	prerank	CUSTOM_CLAUDIN_PAR_FOCAL	0.7919151520450037	1.5975813635200133	0.011834319526627219	0.018645688456189153	0.093	4/5	10.90%	CLDN4;PARD3;F11R;CLDN1
sample_spearman_TACSTD2	prerank	GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.32043969512181175	1.5454075990700644	0.0058823529411764705	0.02209859372585381	0.122	39/162	13.31%	TGFB2;BCL9L;ADAM8;EMP2;FOXA2;PHLDB1;VASN;SMAD7;HPN;USF3;DDX5;EDN1;PDPN;GCNT2;LRG1;OVOL2;AKNA;LRP6;ENG;S100A4;ZNF750;TNXB;NKX2-1;BMP2;PTK2;ADIPOR1;ROCK1;DAB2IP;TGFBR2;SMAD3;SERPINB3;MDK;TCOF1;COL1A1;AGT;ACVR1;EPHA4;SLC39A6;AXIN2
sample_spearman_TACSTD2	prerank	GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION__no_CLDN4_TACSTD2	0.32043969512181175	1.5454075990700644	0.0058823529411764705	0.0058823529411764705	0.004	39/162	13.31%	TGFB2;BCL9L;ADAM8;EMP2;FOXA2;PHLDB1;VASN;SMAD7;HPN;USF3;DDX5;EDN1;PDPN;GCNT2;LRG1;OVOL2;AKNA;LRP6;ENG;S100A4;ZNF750;TNXB;NKX2-1;BMP2;PTK2;ADIPOR1;ROCK1;DAB2IP;TGFBR2;SMAD3;SERPINB3;MDK;TCOF1;COL1A1;AGT;ACVR1;EPHA4;SLC39A6;AXIN2
sample_spearman_TACSTD2	prerank	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER__no_CLDN4_TACSTD2	0.4363015009837771	1.5296935741292081	0.034904013961605584	0.034904013961605584	0.02	10/31	11.10%	NFKBIZ;MET;KDF1;TP63;LSR;GRHL1;KRT16;CLDN1;CYSRT1;UGCG
sample_spearman_TACSTD2	prerank	CUSTOM_BARRIER_KERATIN	0.4467810060415299	1.5033774187352162	0.04288164665523156	0.026970329160871578	0.154	11/28	17.42%	IVL;SPRR1B;SPRR1A;SPRR2D;EVPL;KRT17;S100A9;KRT16;SPRR2A;SPRR3;TGM1
sample_spearman_TACSTD2	prerank	CUSTOM_BARRIER_KERATIN__no_CLDN4_TACSTD2	0.4467810060415299	1.5033774187352162	0.04288164665523156	0.04288164665523156	0.025	11/28	17.42%	IVL;SPRR1B;SPRR1A;SPRR2D;EVPL;KRT17;S100A9;KRT16;SPRR2A;SPRR3;TGM1
sample_spearman_TACSTD2	prerank	GOBP_KERATINIZATION	0.3593868372234645	1.4797068242700426	0.02773246329526917	0.030682345007797027	0.192	17/64	10.80%	IVL;SPRR1B;SPRR1A;KRT7;KRT86;SPRR2D;SPRR2B;CDSN;EVPL;KRT17;KRT81;KLK5;SHARPIN;KRT83;KRT80;KRT16;CDH3
sample_spearman_TACSTD2	prerank	GOBP_KERATINIZATION__no_CLDN4_TACSTD2	0.3593868372234645	1.4797068242700426	0.02773246329526917	0.02773246329526917	0.017	17/64	10.80%	IVL;SPRR1B;SPRR1A;KRT7;KRT86;SPRR2D;SPRR2B;CDSN;EVPL;KRT17;KRT81;KLK5;SHARPIN;KRT83;KRT80;KRT16;CDH3
sample_spearman_TACSTD2	prerank	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__no_CLDN4_TACSTD2	0.2656627739895413	1.2950103012087832	0.04552129221732746	0.04552129221732746	0.031	59/198	25.35%	ITGA2;ANPEP;JUN;SDC1;THBS1;TIMP3;NT5E;TNC;QSOX1;PTX3;FN1;CXCL6;COL6A3;TNFAIP3;LAMC2;CXCL1;CXCL8;SERPINH1;SLIT2;CADM1;FAS;IGFBP4;INHBA;BMP1;SDC4;PLAUR;IL32;ITGB1;BGN;COL1A1;PDLIM4;FAP;RHOB;ITGB5;SAT1;CTHRC1;LUM;SPARC;FUCA1;CD44;CRLF1;COL1A2;TGFBI;IL15;ITGB3;FMOD;DPYSL3;GADD45A;TFPI2;HTRA1;PDGFRB;GREM1;MMP2;ABI3BP;MCM7;LRRC15;COPA;LAMA3;COL16A1
sample_spearman_TACSTD2	prerank	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.2656627739895413	1.2950103012087832	0.04552129221732746	0.09756026889197959	0.485	59/198	25.35%	ITGA2;ANPEP;JUN;SDC1;THBS1;TIMP3;NT5E;TNC;QSOX1;PTX3;FN1;CXCL6;COL6A3;TNFAIP3;LAMC2;CXCL1;CXCL8;SERPINH1;SLIT2;CADM1;FAS;IGFBP4;INHBA;BMP1;SDC4;PLAUR;IL32;ITGB1;BGN;COL1A1;PDLIM4;FAP;RHOB;ITGB5;SAT1;CTHRC1;LUM;SPARC;FUCA1;CD44;CRLF1;COL1A2;TGFBI;IL15;ITGB3;FMOD;DPYSL3;GADD45A;TFPI2;HTRA1;PDGFRB;GREM1;MMP2;ABI3BP;MCM7;LRRC15;COPA;LAMA3;COL16A1
sample_spearman_TACSTD2	prerank	GOBP_CORNIFICATION	-0.4291298077248044	-1.0624819129605176	0.38675213675213677	0.3291139240506329	0.798183652875883	1/9	0.02%	CYP26B1
sample_spearman_TACSTD2	prerank	GOBP_CORNIFICATION__no_CLDN4_TACSTD2	-0.4291298077248044	-1.0624819129605176	0.38675213675213677	0.38675213675213677	0.38675213675213677	1/9	0.02%	CYP26B1
sample_spearman_TACSTD2	prerank	CUSTOM_EMT_CORE__no_CLDN4_TACSTD2	0.267072215541747	0.7787417781749155	0.7827715355805244	0.7827715355805244	0.418	6/15	24.26%	FN1;AXL;COL1A1;SPARC;MMP2;MMP9
sample_spearman_TACSTD2	prerank	CUSTOM_EMT_CORE	0.267072215541747	0.7787417781749155	0.7827715355805244	0.8684515530829856	0.999	6/15	24.26%	FN1;AXL;COL1A1;SPARC;MMP2;MMP9
