#Archive/File	Name	Time	Size	Type
File	GSM7777403_P435_TCR.tar.gz	09/12/2023 17:31:08	1412045	TAR
File	GSM7777404_P445_TCR.tar.gz	09/12/2023 17:31:08	3247275	TAR
File	GSM7777405_P453_TCR.tar.gz	09/12/2023 17:31:08	4301253	TAR
File	GSM7777406_P454_TCR.tar.gz	09/12/2023 17:31:09	3112752	TAR
File	GSM7777407_P457_TCR.tar.gz	09/12/2023 17:31:09	1778837	TAR
File	GSM7777408_P459_TCR.tar.gz	09/12/2023 17:31:09	1092930	TAR
File	GSM7777409_P462_TCR.tar.gz	09/12/2023 17:31:09	2141691	TAR
File	GSM7777410_P463_TCR.tar.gz	09/12/2023 17:31:09	938248	TAR
File	GSM7777411_P464_TCR.tar.gz	09/12/2023 17:31:09	1714318	TAR
File	GSM7777412_P467_TCR.tar.gz	09/12/2023 17:31:09	785007	TAR
File	GSM7777413_P469_TCR.tar.gz	09/12/2023 17:31:09	3763842	TAR
File	GSM7777414_P470_TCR.tar.gz	09/12/2023 17:31:10	3045950	TAR
File	GSM7777415_P471_TCR.tar.gz	09/12/2023 17:31:10	1164401	TAR
File	GSM7777416_P472_TCR.tar.gz	09/12/2023 17:31:10	2905743	TAR
File	GSM7777417_P473_TCR.tar.gz	09/12/2023 17:31:10	2769736	TAR
File	GSM7777418_P477_TCR.tar.gz	09/12/2023 17:31:10	791515	TAR
File	GSM7777419_P481_TCR.tar.gz	09/12/2023 17:31:10	3605001	TAR
File	GSM7777420_P482_TCR.tar.gz	09/12/2023 17:31:10	2799904	TAR
File	GSM7777421_P483_TCR.tar.gz	09/12/2023 17:31:11	1551863	TAR
File	GSM7777422_P485_TCR.tar.gz	09/12/2023 17:31:11	2501561	TAR
File	GSM7777423_P486_TCR.tar.gz	09/12/2023 17:31:11	3186160	TAR
File	GSM7777424_P488_TCR.tar.gz	09/12/2023 17:31:11	1962479	TAR
File	GSM7777425_P490_TCR.tar.gz	09/12/2023 17:31:11	778088	TAR
File	GSM7777426_P491_TCR.tar.gz	09/12/2023 17:31:11	1474241	TAR
File	GSM7777427_P494_TCR.tar.gz	09/12/2023 17:31:11	2324319	TAR
File	GSM7777428_P495_TCR.tar.gz	09/12/2023 17:31:11	265572	TAR
File	GSM7777429_P496_TCR.tar.gz	09/12/2023 17:31:11	240172	TAR
File	GSM7777430_P498_TCR.tar.gz	09/12/2023 17:31:12	373995	TAR
File	GSM7777431_P502_TCR.tar.gz	09/12/2023 17:31:12	926657	TAR
File	GSM7777432_P509_TCR.tar.gz	09/12/2023 17:31:12	2720584	TAR
File	GSM7777433_P510_TCR.tar.gz	09/12/2023 17:31:12	2845947	TAR
File	GSM7777434_P511_TCR.tar.gz	09/12/2023 17:31:12	3712025	TAR
File	GSM7777435_P520_TCR.tar.gz	09/12/2023 17:31:12	3323990	TAR
File	GSM7777436_P523_TCR.tar.gz	09/12/2023 17:31:13	4355978	TAR
File	GSM7777437_P524_TCR.tar.gz	09/12/2023 17:31:13	1133680	TAR
File	GSM7777438_P525_TCR.tar.gz	09/12/2023 17:31:13	2056939	TAR
File	GSM7777439_P527_TCR.tar.gz	09/12/2023 17:31:13	3279114	TAR
File	GSM7777440_P528_TCR.tar.gz	09/12/2023 17:31:13	2763843	TAR
File	GSM7777441_P533_TCR.tar.gz	09/12/2023 17:31:13	2546371	TAR
File	GSM7777442_P540_TCR.tar.gz	09/12/2023 17:31:14	2132904	TAR
File	GSM7777443_P550_TCR.tar.gz	09/12/2023 17:31:14	2217666	TAR
File	GSM7777444_P567_TCR.tar.gz	09/12/2023 17:31:14	1878371	TAR
File	GSM7777445_P574_TCR.tar.gz	09/12/2023 17:31:14	2827815	TAR
File	GSM7777446_P579_TCR.tar.gz	09/12/2023 17:31:14	2819501	TAR
File	GSM7777447_P587_TCR.tar.gz	09/12/2023 17:31:14	3370677	TAR
File	GSM7777448_P592_TCR.tar.gz	09/12/2023 17:31:15	3868227	TAR
File	GSM7777449_P595_TCR.tar.gz	09/12/2023 17:31:15	1661291	TAR
