panel	order	symbol	on_table	logFC	logCPM	author_FDR	author_PValue
hallmark_ifn_alpha	48	Lpar6	True	-0.211548745	4.572558079	0.885435908	0.249535975
hallmark_ifn_alpha	49	Ly6e	True	0.547656164	9.878437425	0.049627144	0.001671783
hallmark_ifn_alpha	50	Mov10	True	0.27732162	4.305912419	0.713934	0.149135073
hallmark_ifn_alpha	51	Mvb12a	True	0.040737625	4.261857239	1.0	0.842005292
hallmark_ifn_alpha	52	Mx2	True	0.236067358	1.951069702	1.0	0.543320868
hallmark_ifn_alpha	53	Ncoa7	True	0.114452083	4.844581268	1.0	0.520604422
hallmark_ifn_alpha	54	Nmi	True	0.365496439	4.086048824	0.447158332	0.0582202
hallmark_ifn_alpha	55	Nub1	True	-0.043503591	6.790564229	1.0	0.766006706
hallmark_ifn_alpha	56	Oas1a	True	0.762345187	2.608181988	0.208748722	0.014921827
hallmark_ifn_alpha	57	Oasl1	True	1.10744629	1.321019312	0.335645718	0.033653348
hallmark_ifn_alpha	58	Ogfr	True	0.193867003	5.763172939	0.758494549	0.169177614
hallmark_ifn_alpha	59	Parp12	True	0.186874897	6.054115359	0.780027359	0.178322771
hallmark_ifn_alpha	60	Parp14	True	0.266289295	7.170387176	0.469842565	0.063499204
hallmark_ifn_alpha	61	Parp9	True	0.245906778	5.671011325	0.563201726	0.090896126
hallmark_ifn_alpha	62	Plscr1	True	0.151681745	5.99209697	0.98224334	0.328319531
hallmark_ifn_alpha	63	Pnpt1	True	0.031262221	3.802146001	1.0	0.901672782
hallmark_ifn_alpha	64	Procr	True	-0.259973842	4.463977265	0.914600216	0.27780971
hallmark_ifn_alpha	65	Psma3	True	0.06718315	5.448338142	1.0	0.663728469
hallmark_ifn_alpha	66	Psmb8	True	0.431991771	6.019475943	0.290707433	0.026174502
hallmark_ifn_alpha	67	Psmb9	True	0.901806032	5.006852697	0.037343278	0.001094233
hallmark_ifn_alpha	68	Psme1	True	0.199192675	6.267438271	0.782806359	0.179477569
hallmark_ifn_alpha	69	Psme2	True	0.239154212	4.875608163	0.702189081	0.145031728
hallmark_ifn_alpha	70	Ripk2	True	-0.006334566	3.783570272	1.0	1.0
hallmark_ifn_alpha	71	Rnf31	True	0.105044524	5.389157785	1.0	0.53652176
hallmark_ifn_alpha	72	Rsad2	True	1.198246334	2.615202416	0.218459763	0.016139179
hallmark_ifn_alpha	73	Rtp4	True	0.665907312	4.361243789	0.050188958	0.001699557
hallmark_ifn_alpha	74	Samd9l	True	-0.623572811	6.400885005	0.005427986	7.87752e-05
hallmark_ifn_alpha	75	Sell	True	-0.57455815	5.402407638	0.057691261	0.002078533
hallmark_ifn_alpha	76	Slc25a28	True	-0.126355987	5.096120035	1.0	0.457810392
hallmark_ifn_alpha	77	Sp110	True	-0.214639571	3.66002092	0.966297626	0.315065114
hallmark_ifn_alpha	78	Stat2	True	0.445880011	5.910982493	0.071324478	0.002832605
hallmark_ifn_alpha	79	Tap1	True	0.183633493	6.194316935	1.0	0.441394482
hallmark_ifn_alpha	80	Tdrd7	True	0.040153497	6.144841445	1.0	0.787131427
hallmark_ifn_alpha	81	Tent5a	False				
hallmark_ifn_alpha	82	Tmem140	True	0.248830396	6.563966545	0.623752908	0.110410443
hallmark_ifn_alpha	83	Trafd1	True	0.167352863	5.913832262	0.861755164	0.231032172
hallmark_ifn_alpha	84	Trim12c	True	-0.286133916	5.577958066	0.491140065	0.069646136
hallmark_ifn_alpha	85	Trim14	True	0.133634181	3.204826294	1.0	0.589532915
hallmark_ifn_alpha	86	Trim21	True	0.094275997	4.783570272	1.0	0.579336295
hallmark_ifn_alpha	87	Trim25	True	-0.040809002	7.284052985	1.0	0.801475111
hallmark_ifn_alpha	88	Trim26	True	0.008945241	6.266323791	1.0	0.956738173
hallmark_ifn_alpha	89	Txnip	True	-0.365349716	10.10853325	0.184145313	0.011953962
hallmark_ifn_alpha	90	Uba7	True	-0.140906667	5.577958066	1.0	0.370010201
hallmark_ifn_alpha	91	Ube2l6	True	0.536435682	5.498557497	0.421093679	0.052013891
hallmark_ifn_alpha	92	Usp18	True	0.119993902	4.179000307	1.0	0.529799228
hallmark_ifn_alpha	93	Wars1	False				
hallmark_ifn_gamma	0	Adar	True	0.221657554	6.267438271	0.687704255	0.138016113
hallmark_ifn_gamma	1	Apol6	True	-1.117183539	0.811344938	0.265727935	0.022477608
hallmark_ifn_gamma	2	Arid5b	True	-0.086220231	6.337562325	1.0	0.568911458
hallmark_ifn_gamma	3	Arl4a	True	-0.32546974	5.210631916	0.372682089	0.040315943
hallmark_ifn_gamma	4	Auts2	True	-0.121690227	3.841591225	1.0	0.581166176
hallmark_ifn_gamma	5	B2m	True	0.655249264	9.732933766	0.033588316	0.000930043
hallmark_ifn_gamma	6	Bank1	True	-1.893307623	3.162321566	4.56334e-08	1.26146e-10
hallmark_ifn_gamma	7	Batf2	True	0.521852457	2.286253893	0.583769674	0.098706966
hallmark_ifn_gamma	8	Bpgm	True	0.341972594	5.77967004	0.892786308	0.261598196
hallmark_ifn_gamma	9	Bst2	True	0.442283218	5.201331674	0.10006632	0.004688664
hallmark_ifn_gamma	10	Btg1	True	-0.232030689	7.294750839	0.617591986	0.108551644
hallmark_ifn_gamma	11	C1s1	False				
hallmark_ifn_gamma	12	Casp1	True	0.053315815	2.736056811	1.0	0.886740468
hallmark_ifn_gamma	13	Casp3	True	0.179295524	3.428547776	1.0	0.437761415
hallmark_ifn_gamma	14	Casp4	True	-0.204164514	2.799066608	1.0	0.483442218
hallmark_ifn_gamma	15	Casp7	True	0.218905735	4.983984324	0.783786536	0.181463936
hallmark_ifn_gamma	16	Casp8	True	0.044319994	5.48424966	1.0	0.774745869
hallmark_ifn_gamma	17	Ccl5	True	2.710310881	4.955225331	0.001144781	1.18618e-05
hallmark_ifn_gamma	18	Ccl7	True	0.965234582	-0.547736155	0.978474971	0.32563735
hallmark_ifn_gamma	19	Cd274	True	0.141225695	5.124689187	1.0	0.45614702
hallmark_ifn_gamma	20	Cd38	True	0.359157093	6.700191358	0.20553706	0.014554732
hallmark_ifn_gamma	21	Cd40	True	-0.144239409	3.859439226	1.0	0.53861161
hallmark_ifn_gamma	22	Cd69	True	-0.601554054	2.622188846	0.309376169	0.029665697
hallmark_ifn_gamma	23	Cd74	True	0.486238793	10.09866603	0.085505885	0.003721585
hallmark_ifn_gamma	24	Cd86	True	0.245683071	2.026733972	1.0	0.497355402
hallmark_ifn_gamma	25	Cdkn1a	True	0.920669029	5.315642134	1.95148e-06	7.41478e-09
hallmark_ifn_gamma	26	Cfb	True	0.067309935	5.167106628	1.0	0.722717799
hallmark_ifn_gamma	27	Cfh	True	-0.330943374	7.636276719	0.421185963	0.052063669
hallmark_ifn_gamma	28	Ciita	True	0.279209397	5.169493221	0.74150462	0.160922533
hallmark_ifn_gamma	29	Cmklr1	True	0.2827178	7.193730831	0.555204863	0.088709996
hallmark_ifn_gamma	30	Cmpk2	True	0.209050053	4.348662067	0.903648486	0.270340167
hallmark_ifn_gamma	31	Cmtr1	False				
hallmark_ifn_gamma	32	Cxcl10	True	2.542898441	0.761591903	0.093900892	0.004257013
hallmark_ifn_gamma	33	Cxcl11	True	5.044394119	-1.071298111	0.167807069	0.010305774
hallmark_ifn_gamma	34	Cxcl9	True	2.883303775	1.338092825	0.06232753	0.002282902
hallmark_ifn_gamma	35	Ddx60	True	-0.275634443	2.622188846	0.968555719	0.317987931
hallmark_ifn_gamma	36	Dhx58	True	0.427253449	2.983984324	0.644104695	0.117277206
hallmark_ifn_gamma	37	Eif2ak2	True	-0.140057489	4.977188763	1.0	0.410928389
hallmark_ifn_gamma	38	Eif4e3	True	0.162681664	5.670168875	0.897267094	0.266083566
hallmark_ifn_gamma	39	Epsti1	True	0.04759838	2.894486173	1.0	0.883667305
hallmark_ifn_gamma	40	Fas	True	0.078093011	5.274107135	1.0	0.616511139
hallmark_ifn_gamma	41	Fcgr1	True	0.184706045	1.799066608	1.0	0.693224241
hallmark_ifn_gamma	42	Fgl2	True	-0.291579694	5.714154357	0.391534408	0.044415222
hallmark_ifn_gamma	43	Fpr1	True	0.609827849	3.088573226	0.667243292	0.127093888
hallmark_ifn_gamma	44	Gbp3	True	0.718229032	5.271887604	0.022326997	0.000512122
hallmark_ifn_gamma	45	Gch1	True	0.379999705	4.070808946	0.405939787	0.047224048
hallmark_ifn_gamma	46	Gpr18	True	-0.79445848	2.683589391	0.104627344	0.005000838
hallmark_ifn_gamma	47	Gzma	True	2.120381315	4.321019312	0.000863157	8.51027e-06
hallmark_ifn_gamma	48	H2-Aa	True	-0.19803064	8.476319444	0.887883916	0.251045547
hallmark_ifn_gamma	49	H2-DMa	True	0.354197551	5.453243604	0.407067214	0.047759448
hallmark_ifn_gamma	50	Helz2	True	0.126550666	7.319139578	1.0	0.430965683
hallmark_ifn_gamma	51	Herc6	True	0.054749148	4.250629984	1.0	0.797336048
hallmark_ifn_gamma	52	Hif1a	True	-0.136041735	6.679408875	1.0	0.354218426
hallmark_ifn_gamma	53	Icam1	True	-0.122942399	9.117677009	1.0	0.47483821
hallmark_ifn_gamma	54	Ido1	True	1.328325866	0.48329074	0.463966381	0.0622042
hallmark_ifn_gamma	55	Ifi27	False				
hallmark_ifn_gamma	56	Ifi30	True	0.002523849	6.092351565	1.0	0.992966343
hallmark_ifn_gamma	57	Ifi35	True	0.286246407	5.372681431	0.421508208	0.052181182
hallmark_ifn_gamma	58	Ifi44	True	0.749481166	3.363330116	0.031234037	0.000843269
hallmark_ifn_gamma	59	Ifi44l	True	0.498119241	0.973096008	0.942741585	0.297090644
hallmark_ifn_gamma	60	Ifih1	True	0.055694069	5.759217096	1.0	0.700934367
hallmark_ifn_gamma	61	Ifit2	True	-0.369023039	5.378882136	0.19255841	0.012872714
hallmark_ifn_gamma	62	Ifit3	True	-0.206965942	6.490944313	0.967196558	0.315638468
hallmark_ifn_gamma	63	Ifitm2	True	0.293262885	7.368532773	0.369611412	0.039618678
hallmark_ifn_gamma	64	Ifitm3	True	0.471150083	8.090463632	0.031556571	0.000856338
hallmark_ifn_gamma	65	Ifnar2	True	0.020300128	6.254007344	1.0	0.897457086
hallmark_ifn_gamma	66	Il10ra	True	-0.469645895	4.74248308	0.507153855	0.074793803
hallmark_ifn_gamma	67	Il15	True	0.384765825	2.428547776	0.843223601	0.217905259
hallmark_ifn_gamma	68	Il15ra	True	-0.235034926	3.388133507	1.0	0.354235121
hallmark_ifn_gamma	69	Il18bp	True	0.466067152	3.162321566	0.512968815	0.076147686
hallmark_ifn_gamma	70	Il2rb	True	0.811975899	3.975825801	0.04876312	0.001619821
hallmark_ifn_gamma	71	Il4ra	True	0.318341959	7.198997215	0.296824345	0.027104623
hallmark_ifn_gamma	72	Il6	True	-0.956931278	-0.749370016	1.0	0.40784964
hallmark_ifn_gamma	73	Il7	True	-0.192109854	2.48329074	1.0	0.517765219
hallmark_ifn_gamma	74	Irf1	True	0.381826817	7.037226346	0.20707363	0.014730324
hallmark_ifn_gamma	75	Irf2	True	0.050003705	6.210052404	1.0	0.739122355
hallmark_ifn_gamma	76	Irf4	True	0.190596926	3.683589391	1.0	0.42248954
hallmark_ifn_gamma	77	Irf5	True	-0.420341955	4.77419194	0.30155798	0.027926919
hallmark_ifn_gamma	78	Irf7	True	0.227316665	3.975825801	0.983132036	0.329109646
hallmark_ifn_gamma	79	Irf8	True	-0.286672245	5.663411509	0.440560295	0.056549228
hallmark_ifn_gamma	80	Irf9	True	0.388118792	5.738470017	0.160767716	0.009614213
hallmark_ifn_gamma	81	Isg15	True	1.075372735	2.786682884	0.003095569	3.92718e-05
hallmark_ifn_gamma	82	Isg20	True	0.24024622	4.576160315	0.849964675	0.221918904
hallmark_ifn_gamma	83	Isoc1	True	-0.124814641	6.246114503	1.0	0.398460189
hallmark_ifn_gamma	84	Itgb7	True	0.260532048	5.517416524	0.51403881	0.076384585
hallmark_ifn_gamma	85	Jak2	True	-0.116144688	6.323164583	1.0	0.430101073
hallmark_ifn_gamma	86	Lap3	True	0.293676259	5.109854146	0.454580834	0.059877752
hallmark_ifn_gamma	87	Lats2	True	0.196113737	8.047156359	0.760252287	0.16995263
hallmark_ifn_gamma	88	Lcp2	True	0.179168846	4.128374234	1.0	0.475312615
hallmark_ifn_gamma	89	Lgals3bp	True	0.232843219	6.80445124	0.658698524	0.12368042
hallmark_ifn_gamma	90	Ly6e	True	0.547656164	9.878437425	0.049627144	0.001671783
hallmark_ifn_gamma	91	Lysmd2	True	0.300037285	5.357062061	0.450626208	0.058936589
hallmark_ifn_gamma	92	Marchf1	False				
hallmark_ifn_gamma	93	Mettl7b	True	3.169925001	-1.749370016	1.0	0.507712386
hallmark_ifn_gamma	94	Mthfd2	True	0.525236156	2.663411509	0.424933206	0.052918427
hallmark_ifn_gamma	95	Mvp	True	0.064385332	6.860547429	1.0	0.680458432
hallmark_ifn_gamma	96	Mx2	True	0.236067358	1.951069702	1.0	0.543320868
hallmark_ifn_gamma	97	Myd88	True	0.18866472	5.558969014	0.834255816	0.211094906
hallmark_ifn_gamma	98	Nampt	True	-0.057540774	6.388133507	1.0	0.701559646
hallmark_ifn_gamma	99	Ncoa3	True	0.168937027	6.975484859	0.861051649	0.230580237
hallmark_ifn_gamma	100	Nfkb1	True	0.035143205	6.963156984	1.0	0.806946516
hallmark_ifn_gamma	101	Nfkbia	True	-0.095192127	6.930461917	1.0	0.55894011
hallmark_ifn_gamma	102	Nlrc5	True	0.747974933	4.594037806	0.092615153	0.004173122
hallmark_ifn_gamma	103	Nmi	True	0.365496439	4.086048824	0.447158332	0.0582202
hallmark_ifn_gamma	104	Nod1	True	0.395864519	6.541570386	0.115214672	0.005806031
hallmark_ifn_gamma	105	Nup93	True	0.008953916	4.277430043	1.0	0.980252561
hallmark_ifn_gamma	106	Oas2	True	1.488747185	2.670168875	0.001526145	1.7297e-05
hallmark_ifn_gamma	107	Oas3	True	1.81579999	1.420554985	0.001643963	1.89353e-05
hallmark_ifn_gamma	108	Oasl1	True	1.10744629	1.321019312	0.335645718	0.033653348
hallmark_ifn_gamma	109	Ogfr	True	0.193867003	5.763172939	0.758494549	0.169177614
hallmark_ifn_gamma	110	P2ry14	True	-0.344208258	3.882898199	0.750179824	0.165139793
hallmark_ifn_gamma	111	Parp12	True	0.186874897	6.054115359	0.780027359	0.178322771
hallmark_ifn_gamma	112	Parp14	True	0.266289295	7.170387176	0.469842565	0.063499204
hallmark_ifn_gamma	113	Pde4b	True	0.546643568	7.275769546	0.081218925	0.003419638
hallmark_ifn_gamma	114	Peli1	True	-0.140267642	6.465920289	0.983132036	0.328959157
hallmark_ifn_gamma	115	Pfkp	True	0.004490883	5.84681974	1.0	0.983821372
hallmark_ifn_gamma	116	Pim1	True	0.291288061	4.993444654	0.522218845	0.078892218
hallmark_ifn_gamma	117	Pla2g4a	True	-0.025326958	4.581546862	1.0	0.901997562
hallmark_ifn_gamma	118	Plscr1	True	0.151681745	5.99209697	0.98224334	0.328319531
hallmark_ifn_gamma	119	Pml	True	0.051029017	5.663411509	1.0	0.731433494
hallmark_ifn_gamma	120	Pnp	True	0.278343241	5.897368682	0.414146776	0.04986218
hallmark_ifn_gamma	121	Pnpt1	True	0.031262221	3.802146001	1.0	0.901672782
hallmark_ifn_gamma	122	Psma2	True	0.159495119	5.557147429	0.916992841	0.27914253
hallmark_ifn_gamma	123	Psma3	True	0.06718315	5.448338142	1.0	0.663728469
hallmark_ifn_gamma	124	Psmb10	True	0.367612833	5.545250733	0.203986117	0.014323027
hallmark_ifn_gamma	125	Psmb2	True	0.140365582	5.407471508	1.0	0.376948592
hallmark_ifn_gamma	126	Psmb8	True	0.431991771	6.019475943	0.290707433	0.026174502
hallmark_ifn_gamma	127	Psmb9	True	0.901806032	5.006852697	0.037343278	0.001094233
hallmark_ifn_gamma	128	Psme1	True	0.199192675	6.267438271	0.782806359	0.179477569
hallmark_ifn_gamma	129	Psme2	True	0.239154212	4.875608163	0.702189081	0.145031728
hallmark_ifn_gamma	130	Ptgs2	True	-0.498474546	4.800607126	0.136194933	0.007473309
hallmark_ifn_gamma	131	Ptpn1	True	0.173487672	6.859439226	0.8611183	0.230707502
hallmark_ifn_gamma	132	Ptpn2	True	-0.098124725	4.726363415	1.0	0.582211438
hallmark_ifn_gamma	133	Ptpn6	True	-0.355364857	5.534181407	0.266728365	0.022660544
hallmark_ifn_gamma	134	Rapgef6	True	-0.351834068	6.571204918	0.203986117	0.014332128
hallmark_ifn_gamma	135	Rbck1	True	0.079047225	6.598029893	1.0	0.594219044
hallmark_ifn_gamma	136	Rigi	False				
hallmark_ifn_gamma	137	Ripk1	True	0.258783844	6.001504423	0.463823129	0.062112633
hallmark_ifn_gamma	138	Ripk2	True	-0.006334566	3.783570272	1.0	1.0
hallmark_ifn_gamma	139	Rnf213	False				
hallmark_ifn_gamma	140	Rnf31	True	0.105044524	5.389157785	1.0	0.53652176
hallmark_ifn_gamma	141	Rsad2	True	1.198246334	2.615202416	0.218459763	0.016139179
hallmark_ifn_gamma	142	Rtp4	True	0.665907312	4.361243789	0.050188958	0.001699557
hallmark_ifn_gamma	143	Samd9l	True	-0.623572811	6.400885005	0.005427986	7.87752e-05
hallmark_ifn_gamma	144	Samhd1	True	-0.180623047	8.051044591	0.904430956	0.270984418
hallmark_ifn_gamma	145	Sectm1a	True	4.392317423	-1.370858393	0.492462874	0.070245906
hallmark_ifn_gamma	146	Selp	True	0.167186919	2.277430043	1.0	0.636185514
hallmark_ifn_gamma	147	Serping1	True	-0.044932914	8.934326438	1.0	0.767776523
hallmark_ifn_gamma	148	Slamf7	True	0.672504578	2.829568697	0.376994602	0.041192797
hallmark_ifn_gamma	149	Slc25a28	True	-0.126355987	5.096120035	1.0	0.457810392
hallmark_ifn_gamma	150	Socs1	True	0.079892801	2.176629402	1.0	0.846985594
hallmark_ifn_gamma	151	Socs3	True	0.211625136	5.449320569	0.739420112	0.15996482
hallmark_ifn_gamma	152	Sod2	True	0.065494208	6.835968137	1.0	0.65259157
hallmark_ifn_gamma	153	Sp110	True	-0.214639571	3.66002092	0.966297626	0.315065114
hallmark_ifn_gamma	154	Sppl2a	True	0.006113712	7.272720329	1.0	0.968869305
hallmark_ifn_gamma	155	Sri	True	-0.059754338	7.016827581	1.0	0.674460027
hallmark_ifn_gamma	156	Sspn	True	-0.262980745	6.200164917	0.542749673	0.08454442
hallmark_ifn_gamma	157	St3gal5	True	0.017725305	5.092351565	1.0	0.926550429
hallmark_ifn_gamma	158	St8sia4	True	-1.065854078	5.835592484	0.000465929	3.97129e-06
hallmark_ifn_gamma	159	Stat1	True	0.390851313	6.948292617	0.29079192	0.026232231
hallmark_ifn_gamma	160	Stat2	True	0.445880011	5.910982493	0.071324478	0.002832605
hallmark_ifn_gamma	161	Stat3	True	0.215626884	7.872132449	0.674587456	0.130727097
hallmark_ifn_gamma	162	Stat4	True	0.361618434	2.572558079	0.801266748	0.192001306
hallmark_ifn_gamma	163	Tap1	True	0.183633493	6.194316935	1.0	0.441394482
hallmark_ifn_gamma	164	Tapbp	True	0.104827622	8.105498367	1.0	0.471505925
hallmark_ifn_gamma	165	Tdrd7	True	0.040153497	6.144841445	1.0	0.787131427
hallmark_ifn_gamma	166	Tnfaip2	True	0.337923746	5.479448674	0.418164921	0.05118932
hallmark_ifn_gamma	167	Tnfaip3	True	0.095312073	5.316719174	1.0	0.580074626
hallmark_ifn_gamma	168	Tnfaip6	True	1.427010141	0.543411733	0.188163883	0.01232753
hallmark_ifn_gamma	169	Tnfsf10	True	0.281203528	8.031661775	0.433932384	0.055058732
hallmark_ifn_gamma	170	Tor1b	True	0.072419885	6.082887098	1.0	0.609888138
hallmark_ifn_gamma	171	Trafd1	True	0.167352863	5.913832262	0.861755164	0.231032172
hallmark_ifn_gamma	172	Trim14	True	0.133634181	3.204826294	1.0	0.589532915
hallmark_ifn_gamma	173	Trim21	True	0.094275997	4.783570272	1.0	0.579336295
hallmark_ifn_gamma	174	Trim25	True	-0.040809002	7.284052985	1.0	0.801475111
hallmark_ifn_gamma	175	Trim26	True	0.008945241	6.266323791	1.0	0.956738173
hallmark_ifn_gamma	176	Txnip	True	-0.365349716	10.10853325	0.184145313	0.011953962
hallmark_ifn_gamma	177	Ube2l6	True	0.536435682	5.498557497	0.421093679	0.052013891
hallmark_ifn_gamma	178	Upp1	True	0.704175659	3.98939782	0.015569648	0.000315625
hallmark_ifn_gamma	179	Usp18	True	0.119993902	4.179000307	1.0	0.529799228
hallmark_ifn_gamma	180	Vamp5	True	-0.019850663	4.930110083	1.0	0.918240192
hallmark_ifn_gamma	181	Vamp8	True	-0.029476918	7.426304276	1.0	0.890274133
hallmark_ifn_gamma	182	Vcam1	True	0.357009527	6.164716081	0.265146966	0.022391817
hallmark_ifn_gamma	183	Wars1	False				
hallmark_ifn_gamma	184	Xaf1	True	0.437335138	6.559878944	0.063178639	0.002331541
hallmark_ifn_gamma	185	Xcl1	True	-3.700439718	-1.611866493	0.896621925	0.265038147
hallmark_ifn_gamma	186	Zbp1	True	0.997190466	2.572558079	0.046295608	0.001493068
hallmark_ifn_gamma	187	Znfx1	True	0.449060204	7.328246855	0.045711795	0.001457386
hallmark_ifn_intersection	0	Adar	True	0.221657554	6.267438271	0.687704255	0.138016113
hallmark_ifn_intersection	1	B2m	True	0.655249264	9.732933766	0.033588316	0.000930043
hallmark_ifn_intersection	2	Batf2	True	0.521852457	2.286253893	0.583769674	0.098706966
hallmark_ifn_intersection	3	Bst2	True	0.442283218	5.201331674	0.10006632	0.004688664
hallmark_ifn_intersection	4	C1s1	False				
hallmark_ifn_intersection	5	Casp1	True	0.053315815	2.736056811	1.0	0.886740468
hallmark_ifn_intersection	6	Casp8	True	0.044319994	5.48424966	1.0	0.774745869
hallmark_ifn_intersection	7	Cd74	True	0.486238793	10.09866603	0.085505885	0.003721585
hallmark_ifn_intersection	8	Cmpk2	True	0.209050053	4.348662067	0.903648486	0.270340167
hallmark_ifn_intersection	9	Cmtr1	False				
hallmark_ifn_intersection	10	Cxcl10	True	2.542898441	0.761591903	0.093900892	0.004257013
hallmark_ifn_intersection	11	Cxcl11	True	5.044394119	-1.071298111	0.167807069	0.010305774
hallmark_ifn_intersection	12	Ddx60	True	-0.275634443	2.622188846	0.968555719	0.317987931
hallmark_ifn_intersection	13	Dhx58	True	0.427253449	2.983984324	0.644104695	0.117277206
hallmark_ifn_intersection	14	Eif2ak2	True	-0.140057489	4.977188763	1.0	0.410928389
hallmark_ifn_intersection	15	Epsti1	True	0.04759838	2.894486173	1.0	0.883667305
hallmark_ifn_intersection	16	Gbp3	True	0.718229032	5.271887604	0.022326997	0.000512122
hallmark_ifn_intersection	17	Helz2	True	0.126550666	7.319139578	1.0	0.430965683
hallmark_ifn_intersection	18	Herc6	True	0.054749148	4.250629984	1.0	0.797336048
hallmark_ifn_intersection	19	Ifi27	False				
hallmark_ifn_intersection	20	Ifi30	True	0.002523849	6.092351565	1.0	0.992966343
hallmark_ifn_intersection	21	Ifi35	True	0.286246407	5.372681431	0.421508208	0.052181182
hallmark_ifn_intersection	22	Ifi44	True	0.749481166	3.363330116	0.031234037	0.000843269
hallmark_ifn_intersection	23	Ifi44l	True	0.498119241	0.973096008	0.942741585	0.297090644
hallmark_ifn_intersection	24	Ifih1	True	0.055694069	5.759217096	1.0	0.700934367
