sample	cohort	CD274	HLA-C	CLDN4	HLA-B	HLA-A	ImmuneScore	StromalScore	ESTIMATEScore	MHC_I
TCGA-05-4417-01	TCGA-LUAD	6.3295	14.6891	12.169	15.3064	14.7485	1580.98	1292.02	2873.0	14.914666666666667
TCGA-05-4418-01	TCGA-LUAD	7.0293	15.5819	12.4972	16.1764	15.2548	1233.33	-111.7	1121.62	15.671033333333334
TCGA-05-4420-01	TCGA-LUAD	4.3912	14.6134	13.5723	13.4732	15.2507	-179.48	-421.95	-601.43	14.445766666666666
TCGA-05-4422-01	TCGA-LUAD	5.7942	15.7176	13.3203	16.4292	16.2672	1425.83	-693.0	732.83	16.137999999999998
TCGA-05-4424-01	TCGA-LUAD	5.4403	14.0922	12.3135	14.7676	14.4926	1169.53	509.42	1678.95	14.4508
TCGA-05-4425-01	TCGA-LUAD	7.1154	14.6307	12.2492	15.3812	15.0922	1600.66	440.03	2040.69	15.034699999999999
TCGA-05-4426-01	TCGA-LUAD	8.1975	15.2811	12.6853	15.8635	15.8895	695.94	-590.25	105.7	15.678033333333333
TCGA-05-4427-01	TCGA-LUAD	8.1979	14.2065	13.2546	15.1206	15.096	823.37	77.18	900.55	14.807699999999999
TCGA-05-4430-01	TCGA-LUAD	6.1662	14.2418	13.9001	15.2702	14.9304	1304.67	1057.05	2361.71	14.814133333333332
TCGA-05-4432-01	TCGA-LUAD	5.9031	14.6172	12.9188	15.2489	14.8364	822.09	-140.24	681.85	14.900833333333333
TCGA-05-4433-01	TCGA-LUAD	5.8379	15.7785	13.1981	16.9546	16.3321	1499.08	-305.36	1193.72	16.355066666666666
TCGA-05-4434-01	TCGA-LUAD	8.0329	15.3522	13.5778	16.1784	15.7888	1881.89	617.81	2499.7	15.773133333333334
TCGA-05-5420-01	TCGA-LUAD	7.7476	16.1601	12.009	16.0557	15.4806	2704.93	644.13	3349.06	15.898800000000001
TCGA-05-5423-01	TCGA-LUAD	5.6463	15.2278	14.1244	15.2593	14.4316	1820.79	90.11	1910.9	14.972900000000001
TCGA-05-5425-01	TCGA-LUAD	6.7611	16.3142	13.4637	16.9131	16.2846	1753.64	165.33	1918.97	16.503966666666667
TCGA-05-5428-01	TCGA-LUAD	5.9952	13.1291	14.305	13.4994	14.0264	831.02	93.84	924.87	13.551633333333333
TCGA-05-5429-01	TCGA-LUAD	2.9929	14.7893	14.186	14.8906	14.9924	-66.98	-495.96	-562.94	14.890766666666666
TCGA-05-5715-01	TCGA-LUAD	4.4648	15.0714	14.3544	15.4544	14.8315	944.86	457.88	1402.74	15.119099999999998
TCGA-35-3615-01	TCGA-LUAD	4.5089	15.0751	12.6068	14.5556	14.5921	405.82	-422.99	-17.17	14.740933333333333
TCGA-35-4122-01	TCGA-LUAD	8.0894	16.362	13.5875	16.1253	15.3906	2295.05	744.23	3039.28	15.959299999999999
TCGA-35-4123-01	TCGA-LUAD	9.0645	15.7471	13.6557	15.7719	15.0998	2138.23	622.04	2760.27	15.5396
TCGA-35-5375-01	TCGA-LUAD	6.3183	15.4765	13.1634	15.4729	15.4312	1039.07	-225.2	813.87	15.4602
TCGA-38-4625-01	TCGA-LUAD	10.4492	15.0763	12.4624	16.4737	15.9833	964.93	-138.22	826.71	15.844433333333333
TCGA-38-4626-01	TCGA-LUAD	7.2851	15.1771	12.3126	15.7122	14.9606	1926.47	1082.46	3008.93	15.283299999999999
TCGA-38-4627-01	TCGA-LUAD	5.4248	15.7056	12.7584	16.2161	15.8345	1512.22	2098.77	3610.98	15.918733333333336
TCGA-38-4628-01	TCGA-LUAD	4.7334	14.7914	14.2623	14.776	15.2039	720.64	336.32	1056.96	14.923766666666666
TCGA-38-4629-01	TCGA-LUAD	8.1602	15.4584	13.2428	16.6511	16.8624	1883.89	918.97	2802.86	16.323966666666667
TCGA-38-4630-01	TCGA-LUAD	4.854	14.594	12.7047	14.1583	14.0274	-361.37	-412.46	-773.82	14.2599
TCGA-38-4631-01	TCGA-LUAD	3.9189	15.2386	13.0615	14.9637	14.2732	254.82	-828.13	-573.31	14.825166666666666
TCGA-38-4632-01	TCGA-LUAD	7.2151	15.0227	13.8423	15.0368	15.5588	1531.5	60.86	1592.36	15.2061
TCGA-38-6178-01	TCGA-LUAD	4.3576	15.0574	12.8884	15.4055	14.9979	409.24	305.45	714.69	15.153599999999999
TCGA-38-7271-01	TCGA-LUAD	6.3619	15.613	13.6993	16.1226	15.638	2743.79	1191.36	3935.15	15.791199999999998
TCGA-38-A44F-01	TCGA-LUAD	4.8277	15.9086	12.4427	16.4048	16.1	1875.62	426.69	2302.31	16.137800000000002
TCGA-44-2655-01	TCGA-LUAD	4.9318	15.7804	12.8344	15.8251	15.2608	861.14	-437.38	423.77	15.622100000000001
TCGA-44-2656-01	TCGA-LUAD	8.8111	15.1831	13.5818	16.0244	15.3118	2175.91	731.06	2906.97	15.506433333333334
TCGA-44-2657-01	TCGA-LUAD	6.0466	15.8565	13.965	16.2982	15.6562	2387.9	679.86	3067.76	15.936966666666669
TCGA-44-2659-01	TCGA-LUAD	5.7798	15.2863	12.9296	16.1442	16.1218	1273.63	641.16	1914.79	15.850766666666667
TCGA-44-2661-01	TCGA-LUAD	6.6908	15.6463	12.9428	16.4018	15.8885	2577.1	1019.75	3596.85	15.978866666666667
TCGA-44-2662-01	TCGA-LUAD	8.6592	13.21	13.9337	14.4916	13.6148	1702.24	819.69	2521.93	13.772133333333334
TCGA-44-2665-01	TCGA-LUAD	7.355	15.2481	12.3185	15.9941	15.6327	1324.81	1496.26	2821.06	15.624966666666666
TCGA-44-2666-01	TCGA-LUAD	7.0976	14.5513	12.9675	14.94	14.3941	135.45	-715.25	-579.79	14.628466666666666
TCGA-44-2668-01	TCGA-LUAD	8.3563	15.3058	12.7566	16.6308	16.3805	1861.47	959.18	2820.64	16.105700000000002
TCGA-44-3396-01	TCGA-LUAD	8.2521	15.4343	14.0732	15.638	15.0651	1885.83	1133.45	3019.28	15.379133333333334
TCGA-44-3398-01	TCGA-LUAD	7.752	15.5604	12.112	15.8598	15.95	1896.59	1230.85	3127.44	15.790066666666666
TCGA-44-3918-01	TCGA-LUAD	9.4522	15.803	13.4274	16.31	15.5265	2304.0	1092.2	3396.2	15.879833333333332
TCGA-44-3919-01	TCGA-LUAD	7.4322	15.2976	13.3954	16.2002	16.0331	1640.92	452.54	2093.46	15.843633333333335
TCGA-44-4112-01	TCGA-LUAD	6.2725	14.9283	13.5334	14.6442	13.6913	626.49	543.91	1170.4	14.421266666666668
TCGA-44-5643-01	TCGA-LUAD	4.894	12.9392	12.1336	13.7559	13.1534	412.41	-1181.08	-768.67	13.282833333333334
TCGA-44-5644-01	TCGA-LUAD	3.1667	13.9454	12.2472	13.1595	14.0934	-640.82	-1149.84	-1790.66	13.732766666666668
TCGA-44-5645-01	TCGA-LUAD	5.8813	14.7738	12.9091	15.256	13.8254	1680.22	204.95	1885.17	14.618400000000001
TCGA-44-6145-01	TCGA-LUAD	7.8474	15.458	12.0583	16.3447	15.4954	1890.66	686.36	2577.02	15.766033333333333
TCGA-44-6146-01	TCGA-LUAD	4.7879	14.4587	11.3115	14.326	14.3817	-208.62	-944.86	-1153.48	14.388800000000002
TCGA-44-6147-01	TCGA-LUAD	4.3696	14.7069	13.7565	15.3274	14.6237	1026.48	552.01	1578.49	14.886000000000001
TCGA-44-6148-01	TCGA-LUAD	5.4895	13.9011	11.9937	14.2331	13.7339	689.74	452.62	1142.35	13.956033333333332
TCGA-44-6774-01	TCGA-LUAD	5.5689	14.4932	12.2869	14.5663	14.2671	1020.11	1888.92	2909.03	14.4422
TCGA-44-6775-01	TCGA-LUAD	6.2897	15.1021	12.7879	15.8677	14.9799	1481.59	1357.55	2839.15	15.316566666666667
TCGA-44-6776-01	TCGA-LUAD	4.2449	14.1686	12.9028	13.5823	14.5594	-274.42	-897.75	-1172.17	14.103433333333333
TCGA-44-6777-01	TCGA-LUAD	7.612	15.1503	12.4753	15.6524	15.0938	2264.99	1986.65	4251.64	15.298833333333334
TCGA-44-6778-01	TCGA-LUAD	8.2703	14.8729	11.2938	15.6517	15.347	2425.86	643.57	3069.43	15.290533333333334
TCGA-44-6779-01	TCGA-LUAD	7.1094	14.8881	12.3705	16.9145	16.4828	1886.98	612.95	2499.92	16.095133333333333
TCGA-44-7659-01	TCGA-LUAD	6.1088	14.4589	13.439	15.2727	14.9326	614.81	-593.67	21.15	14.888066666666667
TCGA-44-7660-01	TCGA-LUAD	6.2292	13.3497	12.3919	14.4511	14.4419	255.7	-805.51	-549.8	14.0809
TCGA-44-7661-01	TCGA-LUAD	9.9704	15.2523	13.1095	15.491	15.4917	1668.3	858.57	2526.87	15.411666666666667
TCGA-44-7662-01	TCGA-LUAD	7.1425	15.3572	13.66	15.8117	15.0698	1013.44	1127.28	2140.72	15.4129
TCGA-44-7667-01	TCGA-LUAD	4.7353	13.0892	12.1373	13.3983	13.2472	-314.04	-642.18	-956.22	13.2449
TCGA-44-7669-01	TCGA-LUAD	6.544	14.192	11.8764	14.6222	14.5961	737.61	-163.71	573.9	14.4701
TCGA-44-7670-01	TCGA-LUAD	5.438	15.1241	13.4328	14.9025	14.7756	-288.38	-1226.8	-1515.17	14.934066666666666
TCGA-44-7671-01	TCGA-LUAD	4.3377	13.1261	12.6456	13.0831	13.0749	-185.72	39.83	-145.89	13.094700000000001
TCGA-44-7672-01	TCGA-LUAD	7.1885	16.1275	13.4386	16.6772	16.2453	2095.52	1021.73	3117.25	16.349999999999998
TCGA-44-8117-01	TCGA-LUAD	6.7924	12.8054	14.331	13.4042	12.7791	286.52	145.48	432.0	12.996233333333334
TCGA-44-8119-01	TCGA-LUAD	5.873	14.3664	12.0346	14.3277	13.6665	726.62	941.34	1667.96	14.120199999999999
TCGA-44-8120-01	TCGA-LUAD	5.4742	13.6661	13.6934	13.893	14.5441	557.79	371.86	929.65	14.0344
TCGA-44-A479-01	TCGA-LUAD	6.8676	14.3927	10.89	15.2407	15.0835	2044.8	945.27	2990.07	14.905633333333334
TCGA-44-A47A-01	TCGA-LUAD	6.1624	15.3075	12.4884	15.9418	15.2524	1396.49	-232.64	1163.85	15.500566666666666
TCGA-44-A47B-01	TCGA-LUAD	4.3081	13.6684	12.1678	14.2168	14.0825	800.34	-220.14	580.2	13.989233333333333
TCGA-44-A47G-01	TCGA-LUAD	7.6691	15.5961	12.7558	16.4885	16.3442	2129.05	848.83	2977.88	16.142933333333335
TCGA-44-A4SS-01	TCGA-LUAD	6.0155	16.0815	14.2554	16.5073	16.5102	1623.66	500.03	2123.69	16.366333333333333
TCGA-44-A4SU-01	TCGA-LUAD	5.4659	14.9429	13.7425	15.4163	15.2203	560.74	-214.02	346.72	15.193166666666668
TCGA-49-4486-01	TCGA-LUAD	3.2697	14.1432	13.6094	14.5383	14.772	-260.68	-1555.62	-1816.3	14.484499999999999
TCGA-49-4487-01	TCGA-LUAD	5.8858	14.9913	12.8205	15.3421	14.976	1750.25	518.91	2269.17	15.103133333333334
TCGA-49-4488-01	TCGA-LUAD	6.6762	15.6263	14.2491	16.3945	16.4811	952.61	-538.81	413.79	16.1673
TCGA-49-4490-01	TCGA-LUAD	3.4978	14.7127	14.7058	16.1679	16.0205	422.16	69.22	491.37	15.6337
TCGA-49-4494-01	TCGA-LUAD	6.1057	14.952	14.4296	16.2315	15.6072	896.17	-441.17	455.0	15.5969
TCGA-49-4501-01	TCGA-LUAD	6.0327	16.0434	13.6714	16.2585	15.9559	1166.92	373.71	1540.63	16.085933333333333
TCGA-49-4505-01	TCGA-LUAD	6.553	16.2761	14.4127	17.1755	16.8668	1593.88	409.47	2003.35	16.7728
TCGA-49-4506-01	TCGA-LUAD	5.2783	15.5223	11.0784	16.1144	14.7537	1325.99	-377.23	948.76	15.463466666666667
TCGA-49-4507-01	TCGA-LUAD	4.5322	14.4862	12.1646	15.6908	15.7998	1596.48	-390.59	1205.89	15.3256
TCGA-49-4510-01	TCGA-LUAD	4.9548	15.0558	13.7191	14.9067	15.3851	134.65	-383.28	-248.62	15.115866666666667
TCGA-49-4512-01	TCGA-LUAD	4.2233	14.2784	13.6541	15.1936	14.5476	946.42	741.51	1687.93	14.6732
TCGA-49-4514-01	TCGA-LUAD	3.3478	13.8586	12.6243	14.7239	15.3552	736.9	-809.02	-72.12	14.6459
TCGA-49-6742-01	TCGA-LUAD	4.4999	14.4642	13.5595	14.9969	15.4692	-310.81	-1066.96	-1377.77	14.976766666666668
TCGA-49-6743-01	TCGA-LUAD	7.1778	13.7213	12.7352	14.1295	13.5709	706.77	360.33	1067.1	13.807233333333334
TCGA-49-6744-01	TCGA-LUAD	6.1239	15.3615	13.0655	16.0719	15.6973	1972.73	1055.95	3028.68	15.710233333333333
TCGA-49-6745-01	TCGA-LUAD	9.7282	14.4127	13.9721	15.5206	14.9889	1535.71	602.25	2137.96	14.974066666666666
TCGA-49-6761-01	TCGA-LUAD	8.3896	14.1625	13.4638	14.6205	15.6568	1072.12	-197.34	874.78	14.813266666666665
TCGA-49-6767-01	TCGA-LUAD	7.7093	15.3406	14.9288	15.9416	15.55	1054.45	-478.74	575.71	15.610733333333334
TCGA-49-AAQV-01	TCGA-LUAD	6.3978	15.4439	13.8427	16.2283	15.5724	893.75	-703.28	190.47	15.748199999999999
TCGA-49-AAR0-01	TCGA-LUAD	4.8708	15.3774	13.9141	15.4473	15.4331	1253.03	-179.27	1073.76	15.419266666666667
TCGA-49-AAR2-01	TCGA-LUAD	4.0415	14.9002	12.3571	16.0507	16.3506	814.21	-802.72	11.49	15.767166666666666
TCGA-49-AAR3-01	TCGA-LUAD	8.6717	16.1237	12.7714	16.7339	16.5264	2039.42	602.12	2641.54	16.461333333333332
TCGA-49-AAR4-01	TCGA-LUAD	6.8706	15.4557	13.5861	15.8685	15.9	1933.89	-102.76	1831.13	15.741399999999999
TCGA-49-AAR9-01	TCGA-LUAD	4.0534	13.7868	14.4641	14.2502	15.248	-428.43	-961.13	-1389.55	14.428333333333333
TCGA-49-AARE-01	TCGA-LUAD	4.1571	13.4045	14.5891	14.3129	14.2082	487.32	-239.25	248.08	13.975200000000001
TCGA-49-AARN-01	TCGA-LUAD	6.0428	15.0367	13.4552	16.1875	15.531	559.96	-334.94	225.02	15.585066666666668
TCGA-49-AARO-01	TCGA-LUAD	6.6872	14.2806	13.9747	15.6992	16.3471	1748.28	574.25	2322.53	15.442300000000001
TCGA-49-AARQ-01	TCGA-LUAD	4.8624	13.9043	12.1781	15.9545	15.788	617.0	-1111.21	-494.21	15.2156
TCGA-49-AARR-01	TCGA-LUAD	6.5759	14.8089	12.4642	15.4716	14.7587	1279.55	437.88	1717.43	15.013066666666667
TCGA-4B-A93V-01	TCGA-LUAD	9.3718	13.8033	12.8136	13.8165	14.0848	386.93	-899.27	-512.34	13.901533333333333
TCGA-50-5044-01	TCGA-LUAD	7.8536	15.9213	10.4577	16.3416	15.9263	1010.87	148.32	1159.18	16.063066666666668
TCGA-50-5045-01	TCGA-LUAD	6.9154	15.3733	13.0188	16.2458	16.2521	2418.37	1430.36	3848.73	15.957066666666668
TCGA-50-5049-01	TCGA-LUAD	7.0997	15.7487	13.5377	16.22	15.6526	2846.07	1639.69	4485.76	15.873766666666667
TCGA-50-5051-01	TCGA-LUAD	4.4019	14.05	13.4833	13.5046	14.8892	-204.87	-757.94	-962.81	14.147933333333333
TCGA-50-5055-01	TCGA-LUAD	5.0251	16.0649	12.7665	16.5812	15.8607	2735.92	1252.77	3988.69	16.16893333333333
TCGA-50-5066-01	TCGA-LUAD	6.4612	15.249	13.162	16.1166	15.607	2207.84	913.2	3121.04	15.657533333333333
TCGA-50-5068-01	TCGA-LUAD	5.8222	15.6785	13.7123	15.9772	15.6681	2162.42	515.4	2677.82	15.7746
TCGA-50-5072-01	TCGA-LUAD	5.5319	13.2463	13.0629	14.1391	13.433	86.92	-172.59	-85.67	13.606133333333332
TCGA-50-5930-01	TCGA-LUAD	5.2039	14.6947	12.7199	14.8894	14.5535	1171.53	484.25	1655.78	14.712533333333333
TCGA-50-5931-01	TCGA-LUAD	2.9899	13.803	13.0229	13.9956	14.0489	-703.47	-593.62	-1297.09	13.949166666666665
TCGA-50-5932-01	TCGA-LUAD	4.5511	14.4904	14.3326	14.7006	15.1151	-21.09	-718.49	-739.58	14.7687
TCGA-50-5933-01	TCGA-LUAD	9.0321	14.8246	12.5462	15.7393	15.0471	1453.04	1425.35	2878.39	15.203666666666669
TCGA-50-5935-01	TCGA-LUAD	5.5883	15.9204	14.1507	16.4824	15.8466	938.7	35.0	973.7	16.083133333333333
TCGA-50-5936-01	TCGA-LUAD	5.083	13.9037	14.0301	14.0784	14.1628	577.59	147.12	724.71	14.0483
TCGA-50-5939-01	TCGA-LUAD	7.0028	15.04	11.7306	16.0142	15.3201	1354.23	457.22	1811.45	15.4581
TCGA-50-5941-01	TCGA-LUAD	7.6556	16.7263	13.1522	17.2918	16.6833	2174.4	569.04	2743.45	16.900466666666663
TCGA-50-5942-01	TCGA-LUAD	5.0429	13.1782	12.384	14.1178	13.6084	501.69	-30.52	471.17	13.634799999999998
TCGA-50-5944-01	TCGA-LUAD	5.1103	14.6166	13.5533	15.1498	14.2834	562.64	650.65	1213.29	14.683266666666666
TCGA-50-5946-01	TCGA-LUAD	4.8888	12.7961	13.5318	13.4281	13.329	-559.22	-1100.38	-1659.61	13.184400000000002
TCGA-50-6590-01	TCGA-LUAD	8.8981	15.637	11.949	16.9389	16.3306	1747.56	337.99	2085.55	16.30216666666667
TCGA-50-6591-01	TCGA-LUAD	2.6727	12.9526	10.4684	13.8341	13.5493	-1355.85	-917.66	-2273.51	13.445333333333332
TCGA-50-6592-01	TCGA-LUAD	6.4007	15.4652	13.6928	15.6768	15.3143	1411.86	298.71	1710.57	15.485433333333333
TCGA-50-6593-01	TCGA-LUAD	6.941	14.4663	13.1307	14.9057	14.5608	1117.37	767.06	1884.43	14.644266666666667
TCGA-50-6594-01	TCGA-LUAD	10.6897	14.2586	13.8267	14.8393	13.9235	378.12	-318.95	59.16	14.340466666666666
TCGA-50-6595-01	TCGA-LUAD	8.9916	15.2203	12.3902	16.3828	16.1207	1101.63	1052.86	2154.49	15.907933333333334
TCGA-50-6597-01	TCGA-LUAD	3.2453	15.5016	12.832	16.0239	16.211	1239.12	-461.69	777.44	15.912166666666664
TCGA-50-6673-01	TCGA-LUAD	4.8033	15.0627	12.8528	14.8533	14.9211	552.94	265.73	818.66	14.9457
TCGA-50-7109-01	TCGA-LUAD	4.6672	14.9173	12.7292	14.5216	14.1412	683.67	85.6	769.27	14.526699999999998
TCGA-50-8457-01	TCGA-LUAD	5.7139	14.5505	13.6486	15.5019	14.9963	1706.71	665.15	2371.86	15.016233333333332
TCGA-50-8459-01	TCGA-LUAD	5.2871	15.1684	11.3731	15.7284	15.2533	1991.35	1794.24	3785.59	15.383366666666667
TCGA-50-8460-01	TCGA-LUAD	5.7788	15.4901	13.2652	15.7998	15.7547	1476.01	89.89	1565.9	15.681533333333332
TCGA-53-7624-01	TCGA-LUAD	7.1934	15.5449	12.3371	15.052	14.8581	134.43	-962.99	-828.56	15.151666666666666
TCGA-53-7626-01	TCGA-LUAD	6.4974	15.0598	13.952	15.5573	14.5226	2014.96	654.18	2669.14	15.046566666666669
TCGA-53-7813-01	TCGA-LUAD	4.7929	13.6214	11.7644	14.757	14.87	321.87	-958.2	-636.33	14.416133333333333
TCGA-53-A4EZ-01	TCGA-LUAD	4.5977	14.8695	12.4489	16.0186	16.522	-158.97	-1114.01	-1272.99	15.803366666666667
TCGA-55-1592-01	TCGA-LUAD	5.9134	15.3762	13.2875	14.9081	14.3368	678.65	-83.44	595.2	14.8737
TCGA-55-1594-01	TCGA-LUAD	6.2193	14.7977	11.8043	14.0931	14.6928	388.8	-560.24	-171.44	14.527866666666666
TCGA-55-1595-01	TCGA-LUAD	6.1034	14.0626	12.7133	14.5379	14.0991	657.33	492.12	1149.45	14.233200000000002
TCGA-55-1596-01	TCGA-LUAD	4.4411	15.6493	13.5284	16.1799	16.6039	115.69	-776.21	-660.52	16.144366666666667
TCGA-55-5899-01	TCGA-LUAD	5.984	14.7958	12.7733	15.6051	16.5336	546.84	201.5	748.34	15.644833333333333
TCGA-55-6543-01	TCGA-LUAD	6.8278	14.7429	13.5398	14.705	14.2497	1030.03	1.75	1031.78	14.565866666666667
TCGA-55-6642-01	TCGA-LUAD	5.9375	14.9729	12.0786	15.0282	13.5024	1015.45	1331.89	2347.34	14.501166666666668
TCGA-55-6712-01	TCGA-LUAD	7.791	15.886	13.9914	16.9384	16.5703	1724.57	344.08	2068.65	16.4649
TCGA-55-6968-01	TCGA-LUAD	6.9145	14.5652	13.0584	15.4367	14.7294	1004.19	-141.36	862.82	14.910433333333335
TCGA-55-6969-01	TCGA-LUAD	6.2712	15.4106	12.4594	16.0754	15.3542	1553.53	765.58	2319.11	15.6134
TCGA-55-6970-01	TCGA-LUAD	6.7842	14.4725	11.7718	14.8564	14.4831	1165.87	-108.48	1057.39	14.604
TCGA-55-6971-01	TCGA-LUAD	7.2296	14.9945	12.1784	15.6273	14.7659	2188.12	590.76	2778.88	15.129233333333334
TCGA-55-6972-01	TCGA-LUAD	2.7458	12.7668	14.1394	12.6312	12.7782	-890.33	-1958.42	-2848.75	12.725399999999999
TCGA-55-6975-01	TCGA-LUAD	3.4671	13.3752	12.4289	14.0912	13.7183	320.2	856.13	1176.33	13.728233333333334
TCGA-55-6978-01	TCGA-LUAD	9.4316	14.6468	13.3122	15.6299	15.1769	2104.05	1379.97	3484.02	15.151200000000001
TCGA-55-6979-01	TCGA-LUAD	8.2778	14.684	13.2114	16.2219	15.7364	2374.28	971.94	3346.23	15.547433333333332
TCGA-55-6980-01	TCGA-LUAD	6.3942	15.7326	14.0199	16.7255	16.7161	1570.8	731.14	2301.94	16.3914
TCGA-55-6981-01	TCGA-LUAD	6.2057	14.7589	14.9573	14.6261	14.4248	377.39	-197.04	180.35	14.603266666666665
TCGA-55-6982-01	TCGA-LUAD	6.3435	16.2414	14.8829	17.1916	16.2535	1098.55	904.48	2003.03	16.562166666666666
TCGA-55-6983-01	TCGA-LUAD	5.025	14.0911	13.1022	14.5841	15.0117	1311.47	385.8	1697.27	14.562299999999999
TCGA-55-6984-01	TCGA-LUAD	5.2312	14.5716	13.5138	14.4861	14.484	317.67	-977.46	-659.8	14.513900000000001
TCGA-55-6985-01	TCGA-LUAD	6.8194	14.9274	14.2372	15.8505	15.2341	1333.03	507.82	1840.85	15.337333333333333
TCGA-55-6986-01	TCGA-LUAD	5.5921	14.1541	13.3351	14.2646	14.1018	795.08	-389.05	406.03	14.173499999999999
TCGA-55-6987-01	TCGA-LUAD	7.9345	15.4871	12.335	16.4091	15.1254	2592.94	512.27	3105.21	15.673866666666667
TCGA-55-7227-01	TCGA-LUAD	7.2963	15.3071	13.1812	15.9595	15.8975	1529.54	722.58	2252.12	15.721366666666666
TCGA-55-7281-01	TCGA-LUAD	4.9098	15.1256	14.6259	15.4079	15.6612	1660.24	625.98	2286.22	15.398233333333332
TCGA-55-7283-01	TCGA-LUAD	5.5271	14.5191	14.1729	15.2329	14.5275	769.03	-340.51	428.52	14.759833333333333
TCGA-55-7284-01	TCGA-LUAD	6.1835	14.9613	13.2588	15.6101	15.3381	1150.73	203.86	1354.59	15.303166666666668
TCGA-55-7570-01	TCGA-LUAD	4.6668	12.1134	12.6991	12.9258	14.0409	-760.68	-830.19	-1590.87	13.0267
TCGA-55-7573-01	TCGA-LUAD	5.493	14.7115	12.4929	15.3544	14.7951	1275.68	176.48	1452.16	14.953666666666665
TCGA-55-7574-01	TCGA-LUAD	5.6037	14.437	12.0012	15.3226	14.8639	1929.01	1026.57	2955.58	14.8745
TCGA-55-7576-01	TCGA-LUAD	6.0392	13.8872	13.845	14.8572	14.4754	812.72	154.81	967.54	14.4066
TCGA-55-7724-01	TCGA-LUAD	5.9336	13.2427	10.7851	14.9651	13.9343	1534.79	673.85	2208.64	14.047366666666667
TCGA-55-7725-01	TCGA-LUAD	6.9284	13.8453	11.6398	15.5405	14.7722	1556.43	-280.89	1275.54	14.719333333333333
TCGA-55-7726-01	TCGA-LUAD	5.0419	13.4696	12.2533	14.3034	14.4252	645.05	969.53	1614.58	14.066066666666666
TCGA-55-7727-01	TCGA-LUAD	6.2171	13.6832	12.0609	14.9717	14.6596	1009.84	-396.88	612.96	14.438166666666666
TCGA-55-7728-01	TCGA-LUAD	6.3532	14.4587	12.821	15.901	15.775	2426.3	-198.83	2227.46	15.378233333333334
TCGA-55-7815-01	TCGA-LUAD	6.9098	13.5956	9.6647	14.2597	13.7978	1254.93	867.86	2122.79	13.884366666666667
TCGA-55-7816-01	TCGA-LUAD	6.7095	14.6198	10.4825	15.6148	14.4161	1701.33	1655.48	3356.81	14.883566666666667
TCGA-55-7903-01	TCGA-LUAD	7.685	15.1377	13.7809	15.5321	13.9878	827.74	-645.51	182.23	14.885866666666667
TCGA-55-7907-01	TCGA-LUAD	5.7384	13.8316	13.47	14.4544	14.0824	1114.45	236.51	1350.96	14.1228
TCGA-55-7910-01	TCGA-LUAD	4.9369	12.2406	12.1569	12.8815	13.7686	-32.1	-465.83	-497.93	12.963566666666667
TCGA-55-7911-01	TCGA-LUAD	7.8547	14.4041	13.1006	15.3315	15.2189	1628.37	-270.08	1358.29	14.984833333333333
TCGA-55-7913-01	TCGA-LUAD	3.8567	13.2788	13.9538	13.7843	14.3487	-333.2	-1508.49	-1841.7	13.803933333333333
