module	gene	logFC	se	t	p	df	n	n_q1	n_q4	fdr_within_module
APM	NLRC5	-0.4846726386993493	0.38052022756454684	-1.2737105772311021	0.21288036636794017	29	34	18	16	0.2794054808579215
APM	PSMB8	-0.65565441621337	0.32166446022516815	-2.0383178662461052	0.05072912938326789	29	34	18	16	0.09684651973169324
APM	PSMB9	-1.6068826848205155	0.4847725916121978	-3.31471438902216	0.0024711865598030396	29	34	18	16	0.01729830591862128
APM	PSMB10	-0.7414062628021683	0.34871797703663376	-2.126091316262372	0.04213291858424951	29	34	18	16	0.08847912902692397
APM	ERAP1	-0.7068196481956731	0.32147234223763016	-2.1986950518847337	0.036028819602119816	29	34	18	16	0.08406724573827956
APM	ERAP2	-0.582812137855395	0.5148102917450474	-1.1320910774332857	0.26687050632467285	29	34	18	16	0.32966356663636054
APM	CALR	0.037479751821499735	0.1651727201581428	0.2269124815866395	0.8220837828733485	29	34	18	16	0.8220837828733485
APM	CANX	0.17402620043512312	0.22106516062249984	0.78721676425666	0.43754176711116455	29	34	18	16	0.4835987952281292
APM	PDIA3	0.1206654823837302	0.22543872173886087	0.5352473676793831	0.5965598365947821	29	34	18	16	0.6263878284245211
APM	IRF1	-0.5772973102762672	0.3124740272991927	-1.8475049439021285	0.07489867891149539	29	34	18	16	0.13107268809511693
sentinel	STAT1	-0.9913254526355717	0.2733250427950436	-3.626910445154234	0.0010902020152924676	29	34	18	16	0.0032706060458774027
sentinel	IRF1	-0.5772973102762672	0.3124740272991927	-1.8475049439021285	0.07489867891149539	29	34	18	16	0.08948346751713007
sentinel	ISG15	-1.137760985446055	0.626121497003574	-1.8171568791217538	0.07954086001522673	29	34	18	16	0.08948346751713007
sentinel	MX1	-1.1442976969835246	0.5279235868628315	-2.1675441777160893	0.0385435737885152	29	34	18	16	0.0578153606827728
sentinel	B2M	-0.8513860433329091	0.30582868876090086	-2.783865852423443	0.00935739552755144	29	34	18	16	0.021054139936990738
sentinel	TAP1	-1.5896127571860217	0.40910335874542325	-3.8856018245873303	0.000545315995947372	29	34	18	16	0.0024539219817631738
sentinel	TAP2	-1.5549866492110993	0.39081690379290474	-3.978811136672564	0.00042374536923951825	29	34	18	16	0.0024539219817631738
sentinel	HLA-A	-0.7888887971678088	0.48435647930391157	-1.628735922561732	0.11418570595711133	29	34	18	16	0.11418570595711135
sentinel	CLDN4	1.6262687206974347	0.6247506440463861	2.603068498120169	0.014410067217637927	29	34	18	16	0.02593812099174827
