subset	exposure	mediator	outcome	covariates	nhej_mediator	n	a	a_se	a_p	b	b_se	b_p	c	c_p	c_prime	c_prime_p	ab	sobel_se	sobel_p	df	prop_mediated	thesis_signs	ab_neg
all	pct	NHEJ-core	IFNg	cohort+prolif	1	64	-0.021035766427649483	0.030390848554319987	0.4915897318072726	-0.3627067324666946	0.33402375764370196	0.28210709295262454	-0.16027214703978876	0.04292267249185154	-0.1679019611456929	0.03475786824512569	0.007629814105905337	0.01307198169818728	0.5594376934847202	57	-0.047605365291644705	0	0
all	pct	NHEJ-core	IFNg	cohort+nmal	1	64	-0.04417671411457001	0.035270428858202765	0.21540936627569338	-0.33385346803844484	0.3308559515689837	0.3172103484622683	-0.10102522412536158	0.26039033980706894	-0.11577377333906158	0.20383756893631239	0.014748549213692114	0.01876926998573903	0.431995378932267	57	-0.145988779944608	0	0
all	pct	NHEJ-core	IFNg	cohort+krt	1	64	0.010214332316667019	0.031205614614039156	0.7446016870639767	-0.031839486281278084	0.30883526724748994	0.9182491446225967	-0.26997623203991017	0.0004659585500549361	-0.2696510129462406	0.0005348105406594737	-0.00032521909366893493	0.0033073166764999032	0.9216677013792848	57	0.0012046212039171593	1	1
all	pct	NHEJ-core	IFNg	cohort+prolif+krt	1	64	0.005028941648284491	0.03154715721473703	0.8739091499645912	-0.024599570054020248	0.3145908918302649	0.9379513358271605	-0.26792559840586483	0.0006523379204471096	-0.2678018886034863	0.0007337538464965395	-0.0001237098023745544	0.0017621463075111058	0.9440312531534861	56	0.0004617319252457305	1	1
all	pct	NHEJ-core	IFNg	cohort+lib	1	64	-0.06872098269482418	0.035207763533382896	0.05578745278017109	-0.38344361768652746	0.3476150978627044	0.2746324190078202	-0.13290230773620326	0.16002999534788467	-0.1592529299517047	0.1034026590531757	0.026350622215476634	0.02743926542585245	0.3368914947691356	57	-0.1982706144409454	0	0
all	pct	NHEJ-core	ISG	cohort	1	64	-0.017222579718707404	0.03065082384326104	0.5763152449688264	-0.9929223330494459	0.7448641343784018	0.18773634027033098	-0.29076068112069897	0.1048309128179505	-0.30786136515612483	0.08525771272182385	0.017100684035429026	0.03302713215418468	0.6046139808499136	58	-0.058813605641301565	0	0
all	pct	NHEJ-core	ISG	cohort+prolif	1	64	-0.021035766427649483	0.030390848554319987	0.4915897318072726	-1.027666076215965	0.7664656841225005	0.18530920221260416	-0.29016478084300856	0.10968442226251503	-0.3117825243879051	0.08544527107616444	0.021617743544898073	0.03514787259979548	0.5385208646021136	57	-0.07450161071268738	0	0
all	pct	NHEJ-core	ISG	cohort+nmal	1	64	-0.04417671411457001	0.035270428858202765	0.21540936627569338	-0.9672028689051118	0.7655566393314337	0.21158931504182762	-0.24607088416228945	0.2386910842438728	-0.2887987287927274	0.17120891002712718	0.04272784463041306	0.048036643300583805	0.3737428058816271	57	-0.1736403913688263	0	0
all	pct	NHEJ-core	ISG	cohort+krt	1	64	0.010214332316667019	0.031205614614039156	0.7446016870639767	-0.38611544646576945	0.7513666198806734	0.6093194424944635	-0.46554872545681136	0.01109281240328048	-0.46160481397400854	0.012395590255470495	-0.003943911482799623	0.014285615909400655	0.7824899204292317	57	0.008471533197582553	1	1
all	pct	NHEJ-core	ISG	cohort+prolif+krt	1	64	0.005028941648284491	0.03154715721473703	0.8739091499645912	-0.4582471218110431	0.7624401294505493	0.5502471225033649	-0.4823322374387322	0.009836926616574667	-0.48002773940264465	0.01064224404674226	-0.002304498036082051	0.01495623382278508	0.8775444683177108	56	0.004777822955229646	1	1
all	pct	NHEJ-core	ISG	cohort+lib	1	64	-0.06872098269482418	0.035207763533382896	0.05578745278017109	-1.3044857473255114	0.7845395117777387	0.10185431720003266	-0.37482733695466197	0.08448541922202081	-0.4644728794223425	0.03674584690917026	0.08964554246760126	0.0708246999137683	0.20560675492402292	57	-0.23916489975341507	0	0
all	pct	NHEJ-core	IFN-rank	cohort	1	64	-0.017222579718707404	0.03065082384326104	0.5763152449688264	-0.042126142962839896	0.03513063348764564	0.2353541138510035	-0.021511457374592768	0.01203262396332219	-0.0222369782300115	0.009531631398385292	0.0007255208554191751	0.0014259290147682006	0.6108884015668674	58	-0.03372718281170896	0	0
all	pct	NHEJ-core	IFN-rank	cohort+prolif	1	64	-0.021035766427649483	0.030390848554319987	0.4915897318072726	-0.03662272399986444	0.035981064743212485	0.3130581036301807	-0.02084547840597803	0.015178651834749	-0.021615865473983142	0.01232240124281367	0.0007703870680054213	0.0013459720313110306	0.5670748298126482	57	-0.03695703466246623	0	0
all	pct	NHEJ-core	IFN-rank	cohort+nmal	1	64	-0.04417671411457001	0.035270428858202765	0.21540936627569338	-0.032012407418740896	0.03544262043522552	0.3702116386933549	-0.013326722391735601	0.1662297319146679	-0.014740925362393298	0.13208211833771594	0.0014142029706568568	0.0019303845040859187	0.4638013935414447	57	-0.10611783821158133	0	0
all	pct	NHEJ-core	IFN-rank	cohort+krt	1	64	0.010214332316667019	0.031205614614039156	0.7446016870639767	0.0007285364872631206	0.032859738318755174	0.9823889048870623	-0.03308740000406096	7.241757345155536e-05	-0.033094841517846973	8.453507083667985e-05	7.441513785722762e-06	0.00033640935856561424	0.9823519036260759	57	-0.0002249047608699817	0	0
all	pct	NHEJ-core	IFN-rank	cohort+prolif+krt	1	64	0.005028941648284491	0.03154715721473703	0.8739091499645912	0.0015324663122457949	0.03347140755489635	0.9636450211687977	-0.03288180563387877	0.00010800900352665423	-0.032889512317540115	0.00012426701703399223	7.706683662245822e-06	0.0001751307931156827	0.9649001765694514	56	-0.00023437531831601956	0	0
all	pct	NHEJ-core	IFN-rank	cohort+lib	1	64	-0.06872098269482418	0.035207763533382896	0.05578745278017109	-0.036459659860372806	0.037410397648622855	0.33388354009142	-0.01688310111104248	0.09759190329064542	-0.019388644765370666	0.06629040161308603	0.0025055436543238553	0.002873536363278392	0.3832425616243347	57	-0.14840541662604223	0	0
all	pct	NHEJ-catalytic	IFN	cohort	1	64	-0.03655659316590617	0.03956807783580552	0.35930625864787125	-0.09276221421648678	0.2568946321075552	0.7193437552570766	-0.16097800133685394	0.042151685175175174	-0.16436907186313854	0.04099941389520762	0.0033910705262807446	0.01008298065933328	0.7366323760856708	58	-0.021065428183474413	0	0
all	pct	NHEJ-catalytic	IFN	cohort+prolif	1	64	-0.04337859789914478	0.03847521153117549	0.264197985046294	-0.021429203142004027	0.267499161456958	0.9364308341902008	-0.1544770753786917	0.05154793504922686	-0.15540664416508587	0.05473516887936313	0.0009295687863960826	0.011632993490685792	0.9363104583751286	57	-0.006017519325228665	0	0
all	pct	NHEJ-catalytic	IFN	cohort+nmal	1	64	-0.05875991006343009	0.04605062933456326	0.2070471449209055	-0.0492249158263558	0.2568905778862998	0.8487222414200765	-0.09611966857432414	0.28644983014740205	-0.09901212020116423	0.2829839225038781	0.0028924516268365834	0.015264127013863694	0.8497061119782061	57	-0.03009219309365395	0	0
all	pct	NHEJ-catalytic	IFN	cohort+krt	1	64	-0.012977124896858871	0.041530523424196046	0.7558025588752748	0.1119504853796105	0.23227561484723605	0.631670934214339	-0.26575180076329197	0.0005792066340510033	-0.26429900533225137	0.00067901024674076	-0.0014527954310351785	0.005540973830612956	0.7931739188190963	57	0.005466737861653096	1	1
all	pct	NHEJ-catalytic	IFN	cohort+prolif+krt	1	64	-0.024886103931361703	0.041150044396964666	0.5477352299214784	0.13366046347358207	0.2411641635083243	0.5816279520897721	-0.26289624018506297	0.0008291031165359096	-0.2595699519995476	0.0010614937554689827	-0.003326288185517538	0.008140707218268381	0.6828336619898423	56	0.012652475300430443	1	1
all	pct	NHEJ-catalytic	IFN	cohort+lib	1	64	-0.08048922566734162	0.046945391684823604	0.0917710579286153	-0.062487437513564004	0.26470304648844495	0.8142275218135901	-0.12952301795417276	0.17291594577521674	-0.1345525834136041	0.17082848977306805	0.005029565459403162	0.021506745480411184	0.8150937411306806	57	-0.03883144122832823	0	0
all	pct	NHEJ-catalytic	IFNa	cohort	1	64	-0.03655659316590617	0.03956807783580552	0.35930625864787125	-0.0686865772892773	0.30907724182985274	0.8249146684829735	-0.15944990077950166	0.09228806460625999	-0.16196084804142918	0.09227643174365868	0.00251094726192268	0.011621081873706127	0.8289345185708603	58	-0.01574756239826697	0	0
all	pct	NHEJ-catalytic	IFNa	cohort+prolif	1	64	-0.04337859789914478	0.03847521153117549	0.264197985046294	0.005560820386607546	0.32249465795730264	0.986302862888336	-0.15287347134799112	0.10812171674823877	-0.15263225075645304	0.11561795679915729	-0.00024122059154001554	0.013991002103616344	0.9862442554551382	57	0.0015779100808858905	1	1
all	pct	NHEJ-catalytic	IFNa	cohort+nmal	1	64	-0.05875991006343009	0.04605062933456326	0.2070471449209055	-0.026912867307370192	0.3109365002209499	0.9313291933212527	-0.09766994737837306	0.3700421858872582	-0.09925134504091382	0.37315204830234844	0.0015813976625301005	0.018312587274570497	0.9311836021490694	57	-0.016191241062143414	0	0
all	pct	NHEJ-catalytic	IFNa	cohort+krt	1	64	-0.012977124896858871	0.041530523424196046	0.7558025588752748	0.1826872629770584	0.27768653482385375	0.5132569605921977	-0.287039042643475	0.001736623272014036	-0.28466828721475057	0.002006066815220737	-0.0023707554287185884	0.008399392124623834	0.7777493568780459	57	0.0082593482993993	1	1
all	pct	NHEJ-catalytic	IFNa	cohort+prolif+krt	1	64	-0.024886103931361703	0.041150044396964666	0.5477352299214784	0.1973839180846113	0.2885565150817425	0.49677153738510266	-0.2863790526504211	0.0021847071428275295	-0.28146693595058814	0.002778463713551654	-0.004912116699833022	0.010841592374917764	0.6504906032378495	56	0.01715249999736948	1	1
all	pct	NHEJ-catalytic	IFNa	cohort+lib	1	64	-0.08048922566734162	0.046945391684823604	0.0917710579286153	-0.06858977040110759	0.31925959527586356	0.8306587815218964	-0.15634476907127903	0.17253860380997987	-0.16186550657960508	0.17191752926010553	0.005520737508285897	0.025897912283917267	0.8311919713191648	57	-0.03531130296894642	0	0
all	pct	NHEJ-catalytic	IFNg	cohort	1	64	-0.03655659316590617	0.03956807783580552	0.35930625864787125	-0.09668349359714767	0.25565683043329973	0.7066798451863201	-0.16633462809828872	0.03513872395875716	-0.16986904723957985	0.0340732293362864	0.0035344191412894216	0.010098599310837128	0.7263454319286013	58	-0.02124884746909645	0	0
all	pct	NHEJ-catalytic	IFNg	cohort+prolif	1	64	-0.04337859789914478	0.03847521153117549	0.264197985046294	-0.031005432799751986	0.2665224198488794	0.9077973027093106	-0.16027214703978876	0.04292267249185154	-0.16161711924189825	0.04526235469321284	0.0013449722021093961	0.011622751724966423	0.907875316106954	57	-0.008391802486900588	0	0
all	pct	NHEJ-catalytic	IFNg	cohort+nmal	1	64	-0.05875991006343009	0.04605062933456326	0.2070471449209055	-0.052893836030536434	0.25556165738375486	0.8367701627407744	-0.10102522412536158	0.26039033980706894	-0.10413326117342914	0.256639963494951	0.003108037048064139	0.015213046250319712	0.8381184690558487	57	-0.030764960681575873	0	0
all	pct	NHEJ-catalytic	IFNg	cohort+krt	1	64	-0.012977124896858871	0.041530523424196046	0.7558025588752748	0.10558538701319975	0.23165556636549614	0.650275517172147	-0.26997623203991017	0.0004659585500549361	-0.26860603728535404	0.0005478167969679918	-0.0013701947545534739	0.005316554030895884	0.7966212022559427	57	0.0050752421581723535	1	1
all	pct	NHEJ-catalytic	IFNg	cohort+prolif+krt	1	64	-0.024886103931361703	0.041150044396964666	0.5477352299214784	0.1227306426968866	0.24063201218903232	0.6120316814859799	-0.26792559840586483	0.0006523379204471096	-0.2648713108761491	0.0008346806576120993	-0.003054287529717538	0.007833715920740525	0.6966178859897311	56	0.011399760037451802	1	1
all	pct	NHEJ-catalytic	IFNg	cohort+lib	1	64	-0.08048922566734162	0.046945391684823604	0.0917710579286153	-0.0644127876063525	0.2633315407633189	0.8076390191008872	-0.13290230773620326	0.16002999534788467	-0.13808684313375497	0.15792121145920046	0.005184535397510252	0.021409969874527344	0.8086599123162216	57	-0.03901012319365436	0	0
all	pct	NHEJ-catalytic	ISG	cohort	1	64	-0.03655659316590617	0.03956807783580552	0.35930625864787125	-0.38864954408302665	0.5835428540771658	0.5080405560234901	-0.29076068112069897	0.1048309128179505	-0.30496838438786034	0.0931278957600872	0.01420770326715812	0.02629743539766954	0.5890111630018682	58	-0.04886390832624407	0	0
all	pct	NHEJ-catalytic	ISG	cohort+prolif	1	64	-0.04337859789914478	0.03847521153117549	0.264197985046294	-0.41363595073993586	0.6124441227756967	0.5021615930655099	-0.29016478084300856	0.10968442226251503	-0.3081077284267839	0.094890195946463	0.017942947583778134	0.030969055633343696	0.5623307020559946	57	-0.06183709660300238	0	0
all	pct	NHEJ-catalytic	ISG	cohort+nmal	1	64	-0.05875991006343009	0.04605062933456326	0.2070471449209055	-0.3636494067123621	0.5925425946361252	0.541848438573336	-0.24607088416228945	0.2386910842438728	-0.2674388905953369	0.20951360278025366	0.02136800643303811	0.03863565340604319	0.5802192780084434	57	-0.08683679300695085	0	0
all	pct	NHEJ-catalytic	ISG	cohort+krt	1	64	-0.012977124896858871	0.041530523424196046	0.7558025588752748	-0.05814495129027719	0.5658231502355796	0.9185127818517516	-0.46554872545681136	0.01109281240328048	-0.46630327975182295	0.011746871018231622	0.0007545542950157025	0.007729637928354189	0.9222353740339337	57	-0.0016207847938479684	0	0
