subset	exposure	mediator	outcome	covariates	n	a	a_p	b	b_p	c	c_p	ab	sobel_p	thesis_signs	prop_mediated	boot_n	ab_ci_lo	ab_ci_hi	ab_boot_p	boot_frac_neg	qb_ci_lo	qb_ci_hi	qb_p
adc	expr	gene:NHEJ1	IFN-rank	cohort+prolif	56	-0.09238782691088543	0.02683800034585007	0.04638961275763176	0.07381546747068166	-0.0009919118929184456	0.894479539798708	-0.004285835513915086	0.15388848130831742	1	4.320782465169479	2000	-0.011368391597567543	0.0013837382376600035	0.139	0.9305	-0.01187443270577794	0.00045674689832541737	0.0848
adc	expr	gene:NHEJ1	IFN-rank	cohort	56	-0.09266481784403985	0.02523875552361383	0.046666249073165744	0.06873473462665561	-0.001021209826055277	0.8903713096374218	-0.0043243194698294974	0.14768431608791582	1	4.2345063271996235	2000	-0.011815737619361855	0.0013427498275229335	0.143	0.9285	-0.01184174473244416	0.0003846998913306164	0.0788
adc	mean	gene:NHEJ1	IFNa	cohort+prolif+krt	56	-0.16932104366224832	0.0012434464888332252	0.4674350727452108	0.13249636306880655	-0.10051882317844196	0.3524151707978439	-0.07914659436155805	0.16230228992405793	1	0.7873808293701994	2000	-0.23204948045531348	0.025327714684293505	0.145	0.9275	-0.21213787978450532	0.020463710156222652	0.1201
adc	expr	NHEJ-ligase	IFNa	cohort+krt	56	-0.0795717688184111	0.22143614435714912	0.5161774166400868	0.037854698619153804	-0.1903938088013728	0.100408871100697	-0.041073150066169656	0.28417718067873654	1	0.21572734074047006	2000	-0.16637052644872313	0.012189286235423374	0.152	0.924	-0.14047991554744377	0.02494295321597767	0.249
adc	expr	gene:RAD50	IFN-rank	cohort+lib	56	-0.13722563485385464	0.10910950118023595	0.019712196146044247	0.12951702291641337	0.0015601827093454715	0.8404194116549578	-0.0027050186305046285	0.2624641955606807	1	-1.7337832385281586	2000	-0.007952022575151253	0.0009912981904810732	0.185	0.9075	-0.009218364819848763	0.0011501268239343804	0.2116
adc	expr	gene:NHEJ1	IFNa	cohort	56	-0.09266481784403985	0.02523875552361383	0.5087682611172823	0.0853605704504027	0.002808035625364405	0.9737387860987373	-0.04714491824126187	0.16255767798759335	1	-16.78928779087116	2000	-0.12626175249376503	0.026514169331862077	0.185	0.9075	-0.13224188825619798	0.006389761917368609	0.0946
q4q1	mean	NHEJ-reactome	IFN-rank	cohort+krt	34	0.06462101591034086	0.10343823241294191	-0.08747878431956302	0.1355014351732467	-0.031821958832066205	0.011891519909568531	-0.005652967913331758	0.2560686601879819	1	0.17764361845743454	2000	-0.018636030163442494	0.0013899386500101718	0.196	0.902	-0.018633224032310665	0.002253571626422664	0.204
all	mean	gene:XRCC5	IFN	cohort+krt	64	0.10475420133781199	0.15916253164965757	-0.30748449245540077	0.0392610139643922	-0.14542647333179826	0.08837291684545745	-0.03221029243092798	0.23735948457021128	1	0.22148850682391563	2000	-0.10581851376050296	0.0158432562504743	0.224	0.888	-0.10193454872825719	0.012202251049898222	0.1874
q4q1	mean	gene:FEN1	IFNa	cohort+krt	34	0.3498522157850239	0.0811614392036409	-0.20899384855462122	0.08167901331469675	-0.2852415493475078	0.027846783272079217	-0.07311696100227395	0.20087279488897491	1	0.2563334870727268	2000	-0.21049427870538848	0.03780767612928955	0.243	0.8785	-0.21813046392989385	0.01593288504511229	0.1352
q4q1	pct	gene:MRE11	IFNa	cohort+krt	34	0.1691453474758502	0.1250301093298237	-0.45673960820673276	0.011356605484023417	-0.3914960259986975	0.0009015165337126176	-0.07725537973611149	0.17171385471096146	1	0.1973337520835231	2000	-0.17247720411065373	0.05616001387200739	0.275	0.8625	-0.21441310652602175	0.017796909509266334	0.1243
q4q1	mean	gene:XRCC4	IFN	cohort+lib	34	-0.12445869602231574	0.3309152711976634	0.23719063976659793	0.20425469345951774	-0.05332531585092293	0.6675380180839199	-0.02952043773404961	0.4309531740568111	1	0.553591427692194	2000	-0.12534195783078056	0.020251186876272646	0.282	0.859	-0.13984534244830166	0.039919459200247934	0.4513
all	mean	gene:FEN1	IFNa	cohort+krt	64	0.20998485327401561	0.12708638374773673	-0.17826963995594092	0.062047439810976865	-0.1641878271043058	0.10237944443947511	-0.03743392418935985	0.22978706447346475	1	0.22799451609514693	2000	-0.12039056837798486	0.024643836369080054	0.306	0.847	-0.1177777632748644	0.011761430712089542	0.1746
adc	expr	gene:POLM	IFNa	cohort+nmal	56	-0.11482507537323189	0.20253083268033498	0.15981233553345486	0.27212839311632525	0.028466171217943703	0.7548947979095767	-0.01835046347320118	0.399758412224006	1	-0.6446410840680229	2000	-0.08798329682834416	0.024815051127041108	0.388	0.806	-0.08183365526948982	0.019805122494544348	0.4124
adc	expr	NHEJ-core	IFN-rank	cohort+lib	56	-0.08650837315049831	0.0036031835813571454	0.02918165037846343	0.45401127946701797	0.0015601827093454715	0.8404194116549578	-0.0025244571000874946	0.46372828792382115	1	-1.6180522223237277	2000	-0.010041535243078548	0.0034620380575918794	0.419	0.7905	-0.010639585590271977	0.0040938366411862655	0.4453
q4q1	mean	NHEJ-pc1	ISG	cohort+krt	34	0.20618654070669185	0.4034251687915852	-0.34157444637905643	0.07314244800417637	-0.5028356372780844	0.05026985329120797	-0.07042805349270105	0.4399953359980563	1	0.14006177818648133	2000	-0.32371843935479244	0.12131222845795978	0.504	0.748	-0.31289782592468834	0.09940613909539486	0.4388
q4q1	mean	gene:DCLRE1C	IFNa	cohort+krt	34	0.08284447493213509	0.47899499792191186	-0.2650025508161349	0.19297463641871018	-0.2852415493475078	0.027846783272079217	-0.021953997178039142	0.5273631664145598	1	0.07696633687574296	2000	-0.14759823525394203	0.035624401110453036	0.516	0.742	-0.12425126291956758	0.04736787619554968	0.5681
all	pct	NHEJ-zmean	IFNg	cohort+krt	64	0.04063525168702739	0.39001496978946526	-0.2509484828261437	0.22082289981418846	-0.26997623203991017	0.0004659585500549361	-0.01019735476011802	0.4779249047770515	1	0.03777130558148749	2000	-0.05777874636430498	0.023706655681054133	0.608	0.696	-0.052858710802448985	0.016887560092354238	0.5173
all	median	gene:POLL	IFN	cohort+prolif+krt	64	0.04566397488794027	0.5129587845745538	-0.23566607208343893	0.06754910339282165	-0.1523395488326008	0.028141751221456048	-0.010761449597557678	0.5347444392265466	1	0.0706412069618439	2000	-0.0440125818228329	0.03987028773497214	0.643	0.6785	-0.05666479396989344	0.023862228877924323	0.5438
all	pct	NHEJ	IFNg	cohort+krt	64	0.02776413216546869	0.41856539488303696	-0.34749358423057863	0.21814099535281198	-0.26997623203991017	0.0004659585500549361	-0.009647857799230213	0.4953887223418767	1	0.035735952481194655	2000	-0.05137321609723265	0.02466170396312502	0.665	0.6675	-0.05201499822979418	0.01760376458870767	0.5405
q4q1	mean	NHEJ-pkcs-ku	ISG	cohort+prolif+krt	34	-0.15105130068952327	0.3972872985537138	0.19940558330169544	0.5086713238935962	-0.5070463408611663	0.06998782045231354	-0.03012047272247418	0.5970551568420099	1	0.05940378678469041	2000	-0.2450557400848519	0.11047843901593823	0.669	0.6655	-0.2261800503179584	0.10078904745369792	0.6951
adc	mean	NHEJ-ku	IFNa	cohort+prolif+krt	56	-0.055302585580989216	0.38423760844573734	0.12278780774353137	0.6181126373051247	-0.10051882317844196	0.3524151707978439	-0.0067904832460386946	0.6630875569652999	1	0.06755434486120242	2000	-0.07017683574917032	0.029424167509715257	0.715	0.6425	-0.06164041375623872	0.032143669853956044	0.7617
adc	mean	gene:PRKDC	IFNa	cohort+prolif+krt	56	-0.15438810626520016	0.19540543786484807	0.05140412938118111	0.6969078154267716	-0.10051882317844196	0.3524151707978439	-0.007936186189371888	0.7073091081354062	1	0.07895223937593752	2000	-0.08536965306530665	0.038557635864689764	0.769	0.6155	-0.07130729188035932	0.04115564277146122	0.7543
all	mean	gene:LIG4	ISG	cohort+prolif+krt	64	0.05644218509580279	0.5667025438616281	-0.14956717894447458	0.5916066316289079	-0.32071965731603047	0.12088503467483727	-0.008441898398241091	0.6936670521374968	1	0.026321736774377442	2000	-0.06679369469888186	0.07103826333263846	0.906	0.547	-0.09258534832403721	0.05408010863253941	0.8115
